
[00:00:00.000 --> 00:00:03.200]  我今天講的特別叫做大掃除
[00:00:03.200 --> 00:00:04.640]  過年前
[00:00:04.640 --> 00:00:06.640]  我這個講道是有前後的
[00:00:06.640 --> 00:00:08.520]  因為下個禮拜都是我說
[00:00:08.520 --> 00:00:10.520]  過年回來就說第二部分
[00:00:10.520 --> 00:00:12.760]  第一部分掃走東西
[00:00:12.760 --> 00:00:14.400]  第二部分就拿東西
[00:00:14.400 --> 00:00:16.520]  我們要掃走才拿東西
[00:00:16.520 --> 00:00:20.160]  我知道過年真的很開心
[00:00:20.160 --> 00:00:23.240]  很多人都會想起很多不同的東西
[00:00:23.240 --> 00:00:25.760]  特別可能想起很多美食
[00:00:25.760 --> 00:00:30.560]  或者想起新年開始有什麼願望
[00:00:30.560 --> 00:00:35.080]  傳統的揮春都代表了我們很多的心聲
[00:00:35.080 --> 00:00:38.760]  例如事事亨通、步步高升
[00:00:38.760 --> 00:00:41.840]  派高長大、一本萬利等等
[00:00:41.840 --> 00:00:43.960]  當然有些新派的揮春
[00:00:43.960 --> 00:00:47.480]  更加是在新一代裡面
[00:00:47.480 --> 00:00:49.960]  貼近今時的發展
[00:00:49.960 --> 00:00:51.240]  不知道大家有沒有看過
[00:00:51.240 --> 00:00:56.040]  例如事事亨通就變成網絡亨通
[00:00:56.040 --> 00:00:59.040]  現在網絡亨通很重要
[00:00:59.040 --> 00:01:00.920]  大家是不是一機有事呢
[00:01:00.920 --> 00:01:03.080]  全世界都好像停頓一樣
[00:01:03.080 --> 00:01:04.720]  步步高升就要改了
[00:01:04.720 --> 00:01:06.160]  特別梁牧師和我
[00:01:06.160 --> 00:01:07.760]  或者Brian叔叔都不想要
[00:01:07.760 --> 00:01:09.360]  就是三筆高升
[00:01:09.360 --> 00:01:11.640]  這些都是很貼近的
[00:01:11.640 --> 00:01:13.720]  吃什麼都不肥當然不用說
[00:01:13.720 --> 00:01:16.360]  一本萬利因為通脹
[00:01:16.360 --> 00:01:18.600]  我覺得是要益利才行
[00:01:18.600 --> 00:01:23.080]  因為一萬利,印尼銅十萬都不是錢
[00:01:23.080 --> 00:01:24.480]  是益利
[00:01:24.480 --> 00:01:26.720]  百毒不侵就比較身體健康重要
[00:01:26.720 --> 00:01:27.520]  為什麼呢
[00:01:27.520 --> 00:01:29.960]  因為除了身體的病毒
[00:01:29.960 --> 00:01:31.120]  電腦都不可以有病毒
[00:01:31.120 --> 00:01:32.480]  電話病毒就死了
[00:01:32.480 --> 00:01:34.240]  現在這些是騙案
[00:01:34.240 --> 00:01:36.920]  還有精神疫疫還要電力充沛
[00:01:36.920 --> 00:01:38.360]  因為我們現在都知道
[00:01:38.360 --> 00:01:41.720]  你出街如果你的電話沒有電
[00:01:41.720 --> 00:01:43.640]  更慘過你沒有身份證
[00:01:43.640 --> 00:01:45.520]  更慘過你沒有銀紙
[00:01:45.520 --> 00:01:47.400]  你的人生簡直是大迷失
[00:01:47.400 --> 00:01:50.960]  我不知道你有沒有記得電話多過五個
[00:01:50.960 --> 00:01:53.560]  你根本不知道怎樣找人
[00:01:53.560 --> 00:01:55.440]  這是非常重要的
[00:01:55.440 --> 00:01:56.760]  特別在外地都是
[00:01:56.760 --> 00:02:00.200]  還有食品都很代表我們過年的心意
[00:02:00.200 --> 00:02:03.000]  大家叫一下這些食品代表什麼
[00:02:03.000 --> 00:02:05.080]  例如年糕代表什麼
[00:02:05.080 --> 00:02:05.680]  年糕
[00:02:05.680 --> 00:02:07.520]  年糕沒錯
[00:02:07.520 --> 00:02:10.400]  雖然我年年都在吃
[00:02:10.400 --> 00:02:13.520]  但是對我的用處不是太高
[00:02:13.520 --> 00:02:15.400]  就不要年年糕
[00:02:15.400 --> 00:02:18.680]  桃花代表什麼
[00:02:18.680 --> 00:02:19.960]  經常覺得桃花雲
[00:02:19.960 --> 00:02:23.200]  其實桃花雲是其中一部份
[00:02:23.200 --> 00:02:25.600]  桃花其實是新氣象
[00:02:25.600 --> 00:02:26.200]  你去問一下
[00:02:26.200 --> 00:02:27.920]  新氣象很開心的
[00:02:27.920 --> 00:02:30.480]  跟旁邊的人說祝你有新氣象
[00:02:30.480 --> 00:02:31.840]  祝你有新氣象
[00:02:31.840 --> 00:02:35.360]  發菜豪使代表什麼
[00:02:35.360 --> 00:02:37.400]  發財豪使
[00:02:37.400 --> 00:02:39.000]  這個代表什麼
[00:02:39.000 --> 00:02:40.520]  福道
[00:02:40.520 --> 00:02:42.440]  接著那個很多人
[00:02:42.440 --> 00:02:44.640]  沒有一堂竟然有人知道
[00:02:44.640 --> 00:02:46.600]  接著這個代表什麼
[00:02:46.600 --> 00:02:47.360]  雞
[00:02:47.360 --> 00:02:53.440]  雞雞雞
[00:02:53.440 --> 00:02:55.400]  雞代表什麼
[00:02:55.400 --> 00:02:58.680]  沒有人知道
[00:02:58.680 --> 00:03:02.520]  有啊代表全吉
[00:03:02.520 --> 00:03:03.400]  即是雞
[00:03:03.400 --> 00:03:04.880]  吉你上網找
[00:03:04.880 --> 00:03:06.200]  我也是上網找
[00:03:06.200 --> 00:03:08.120]  好了魚代表什麼
[00:03:08.120 --> 00:03:08.640]  年幼魚
[00:03:08.640 --> 00:03:10.320]  年幼魚沒錯
[00:03:10.320 --> 00:03:11.920]  下一個都不是個子
[00:03:11.920 --> 00:03:13.320]  大幼子代表什麼
[00:03:13.320 --> 00:03:15.080]  年幼
[00:03:15.080 --> 00:03:16.440]  年幼也是大幼
[00:03:16.440 --> 00:03:17.280]  有是吧
[00:03:17.280 --> 00:03:18.760]  好啊真是好啊
[00:03:18.760 --> 00:03:20.960]  當然這些傳統不是很有根據
[00:03:20.960 --> 00:03:22.160]  不過聽到都很開心的
[00:03:22.160 --> 00:03:23.680]  我們當然會這樣
[00:03:23.680 --> 00:03:25.320]  難道祝你沒有
[00:03:25.320 --> 00:03:26.560]  當然不會
[00:03:26.560 --> 00:03:28.560]  祝你充滿病毒當然不是
[00:03:28.560 --> 00:03:29.640]  我們很明白
[00:03:29.640 --> 00:03:34.000]  當然也都這種基本的盼望
[00:03:34.000 --> 00:03:37.000]  也都可以說其實想越來越好
[00:03:37.000 --> 00:03:39.240]  又不是太有事的根據
[00:03:39.240 --> 00:03:40.040]  好像剛才說的
[00:03:40.040 --> 00:03:41.440]  我吃了很多
[00:03:41.440 --> 00:03:44.920]  都年糕
[00:03:44.920 --> 00:03:46.440]  Brian你不是經常吃年糕嗎
[00:03:46.440 --> 00:03:48.400]  你這麼高
[00:03:48.400 --> 00:03:49.400]  為什麼你又吃我又吃
[00:03:49.400 --> 00:03:51.520]  你得我不得呢
[00:03:51.520 --> 00:03:52.880]  那就不知道了
[00:03:52.880 --> 00:03:54.600]  當然中國人都有智慧的
[00:03:54.600 --> 00:03:57.400]  除了很多祝福的說話都很開心的
[00:03:57.400 --> 00:03:59.240]  也有一件事他知道我們
[00:03:59.240 --> 00:04:02.400]  迎新必須要什麼
[00:04:02.400 --> 00:04:03.080]  除舊
[00:04:03.080 --> 00:04:05.000]  是啦除舊沒錯
[00:04:05.000 --> 00:04:06.680]  除舊希舊迎新是可以的
[00:04:06.680 --> 00:04:07.800]  因為他知道
[00:04:07.800 --> 00:04:09.480]  如果我們例如一杯水
[00:04:09.480 --> 00:04:11.560]  我們不斷加新的水
[00:04:11.560 --> 00:04:12.800]  很乾淨的水
[00:04:12.800 --> 00:04:15.000]  很漂亮的水
[00:04:15.000 --> 00:04:15.760]  Distilled water
[00:04:15.760 --> 00:04:16.320]  Sparkling water
[00:04:16.320 --> 00:04:16.960]  什麼都好
[00:04:16.960 --> 00:04:19.520]  但你裡面如果有些物質
[00:04:19.520 --> 00:04:20.480]  倒極下去
[00:04:20.480 --> 00:04:22.520]  它都不會清潔的
[00:04:22.520 --> 00:04:23.800]  對啦除舊
[00:04:23.800 --> 00:04:25.120]  很重要
[00:04:25.120 --> 00:04:27.320]  所以年廿八我們要什麼
[00:04:27.320 --> 00:04:28.040]  洗
[00:04:28.040 --> 00:04:29.000]  沒錯啦
[00:04:29.000 --> 00:04:31.000]  所以今天我們先說
[00:04:31.000 --> 00:04:32.600]  除舊先
[00:04:32.600 --> 00:04:33.480]  下個禮拜說
[00:04:33.480 --> 00:04:36.800]  如何迎新有這種的祝福
[00:04:36.800 --> 00:04:39.640]  當然都是很清楚的
[00:04:39.640 --> 00:04:40.800]  年廿八了
[00:04:40.800 --> 00:04:43.560]  有沒有人已經在家裡大掃除
[00:04:43.560 --> 00:04:45.120]  有沒有舉手
[00:04:45.120 --> 00:04:47.240]  都不是這麼多
[00:04:47.240 --> 00:04:48.280]  昨天我問了一些人
[00:04:48.280 --> 00:04:50.800]  他們說我們天天都大掃除
[00:04:50.800 --> 00:04:52.760]  終身的事業
[00:04:52.760 --> 00:04:54.640]  不知道是不是真的這麼厲害
[00:04:54.640 --> 00:04:56.320]  當然大掃除很重要
[00:04:56.320 --> 00:04:57.760]  梳化底的塵
[00:04:57.760 --> 00:04:59.200]  捲著那些
[00:04:59.200 --> 00:05:00.320]  或者抽油煙機
[00:05:00.320 --> 00:05:01.600]  那些肥膩的東西
[00:05:01.600 --> 00:05:03.240]  幾個月清一次
[00:05:03.240 --> 00:05:04.440]  都很重要
[00:05:04.440 --> 00:05:06.200]  今天我當然所說
[00:05:06.200 --> 00:05:08.160]  生命我們都有很多污垢
[00:05:08.160 --> 00:05:10.680]  生命裡面都有很多東西要清理
[00:05:10.680 --> 00:05:13.160]  現在很流行說
[00:05:13.160 --> 00:05:15.280]  人生都有地獄
[00:05:15.280 --> 00:05:16.040]  我們要破地獄
[00:05:16.040 --> 00:05:17.920]  其實在人生裡面
[00:05:17.920 --> 00:05:19.560]  是深層
[00:05:19.560 --> 00:05:22.040]  從內到外裡面的東西
[00:05:22.040 --> 00:05:23.520]  才是最難清潔
[00:05:23.520 --> 00:05:25.080]  有句經文
[00:05:25.080 --> 00:05:27.920]  從內到外的經文
[00:05:27.920 --> 00:05:29.480]  怎樣得自由呢
[00:05:29.480 --> 00:05:32.440]  在楊寬八章三十六節這樣說
[00:05:32.440 --> 00:05:33.160]  我們一起讀
[00:05:33.160 --> 00:05:34.080]  一二三
[00:05:34.080 --> 00:05:38.680]  天父的兒子若叫你們自由
[00:05:38.680 --> 00:05:40.840]  要破除我們裡面的污垢
[00:05:40.840 --> 00:05:42.120]  好像年廿八
[00:05:42.120 --> 00:05:42.960]  我們洗骯髒
[00:05:42.960 --> 00:05:44.600]  不用就很大件事
[00:05:44.600 --> 00:05:45.880]  年年聚積
[00:05:45.880 --> 00:05:47.640]  你又不想回家
[00:05:47.640 --> 00:05:48.760]  你朋友不想回家
[00:05:48.760 --> 00:05:50.240]  家人都走了
[00:05:50.240 --> 00:05:53.560]  如果我們裡面的污垢不清除
[00:05:53.560 --> 00:05:54.960]  年年都不清除
[00:05:54.960 --> 00:05:56.320]  天天都不清除
[00:05:56.320 --> 00:05:57.560]  你的家人都想走
[00:05:57.560 --> 00:05:59.000]  你的朋友都想走
[00:05:59.000 --> 00:06:00.400]  你自己都想走
[00:06:00.400 --> 00:06:00.840]  好了
[00:06:00.840 --> 00:06:03.000]  今天說這件事
[00:06:03.000 --> 00:06:07.320]  怎樣清除我們生命的污垢
[00:06:07.320 --> 00:06:08.520]  大掃除
[00:06:08.520 --> 00:06:11.840]  叫我們真的經歷上帝的祝福
[00:06:11.840 --> 00:06:15.800]  耶穌基督在三年在地藏服侍的時候
[00:06:15.800 --> 00:06:17.960]  他有一句說話是很入心的
[00:06:17.960 --> 00:06:19.560]  也是非常有啟發性
[00:06:19.560 --> 00:06:21.160]  在馬克風七章十五節這樣說
[00:06:21.160 --> 00:06:21.880]  我們一起讀
[00:06:21.880 --> 00:06:22.840]  一二三
[00:06:22.840 --> 00:06:25.840]  從外面進去的不能污穢人
[00:06:25.840 --> 00:06:29.360]  唯有從裡面進去的不能污穢人
[00:06:29.360 --> 00:06:31.480]  從裡面進去的
[00:06:31.480 --> 00:06:33.400]  外面來的可能那些說話
[00:06:33.400 --> 00:06:36.280]  那些環境都很快會清除
[00:06:36.280 --> 00:06:37.880]  例如你今天一會兒出去
[00:06:37.880 --> 00:06:39.880]  突然間有小鳥在頭上飛過
[00:06:39.880 --> 00:06:41.160]  有個東西送給你
[00:06:41.160 --> 00:06:42.360]  就回去洗頭
[00:06:42.360 --> 00:06:42.600]  是吧
[00:06:42.600 --> 00:06:43.360]  沒事的
[00:06:43.360 --> 00:06:44.960]  不過有些東西洗不掉的
[00:06:44.960 --> 00:06:46.280]  不是就這樣洗的
[00:06:46.280 --> 00:06:47.800]  或者要特定的方法洗的
[00:06:47.800 --> 00:06:49.880]  要特別的工具洗的
[00:06:49.880 --> 00:06:52.480]  這句經文下面這樣說
[00:06:52.480 --> 00:06:54.360]  我繼續看看耶穌想說些什麼
[00:06:54.360 --> 00:06:56.200]  也都是我今天很想鼓勵你
[00:06:56.200 --> 00:06:59.360]  在過年的時候有一個大更新
[00:06:59.360 --> 00:07:00.320]  我們一起讀
[00:07:00.320 --> 00:07:02.280]  七章十八到二十三節
[00:07:02.280 --> 00:07:03.240]  一二三
[00:07:03.240 --> 00:07:06.480]  凡從外面進入的不能污穢人
[00:07:06.480 --> 00:07:08.680]  因為我試入他的身
[00:07:08.680 --> 00:07:10.720]  乃試入他的頭部
[00:07:10.720 --> 00:07:12.640]  因為我做他試入
[00:07:12.640 --> 00:07:16.520]  從裡面進去的不能污穢人
[00:07:16.520 --> 00:07:17.840]  因為從裡面
[00:07:17.840 --> 00:07:19.840]  就試入他的身裡
[00:07:19.840 --> 00:07:21.080]  將他抹滅
[00:07:21.080 --> 00:07:21.880]  污穢
[00:07:21.880 --> 00:07:22.760]  偷渡
[00:07:22.760 --> 00:07:23.600]  封殺
[00:07:23.600 --> 00:07:24.360]  奸人
[00:07:24.360 --> 00:07:25.240]  貪污
[00:07:25.240 --> 00:07:26.040]  契惡
[00:07:26.040 --> 00:07:26.800]  偽札
[00:07:26.800 --> 00:07:27.640]  淫惡
[00:07:27.640 --> 00:07:28.600]  失去
[00:07:28.600 --> 00:07:29.680]  污穢
[00:07:29.680 --> 00:07:30.520]  奸人
[00:07:30.520 --> 00:07:31.520]  契惡
[00:07:31.520 --> 00:07:32.680]  契惡
[00:07:32.680 --> 00:07:33.600]  契惡
[00:07:33.600 --> 00:07:34.600]  契惡
[00:07:34.600 --> 00:07:35.280]  契惡
[00:07:35.280 --> 00:07:36.120]  契惡
[00:07:36.120 --> 00:07:37.000]  耶穌說了
[00:07:37.000 --> 00:07:37.440]  明白了
[00:07:37.440 --> 00:07:38.480]  原來從外面進去
[00:07:38.480 --> 00:07:40.120]  就算吃了
[00:07:40.120 --> 00:07:42.520]  不是鳥仔走過飛過
[00:07:42.520 --> 00:07:43.480]  都沒有問題
[00:07:43.480 --> 00:07:46.920]  因為他吃的東西會最後去哪裡
[00:07:46.920 --> 00:07:47.960]  是的
[00:07:47.960 --> 00:07:48.720]  貌似
[00:07:48.720 --> 00:07:50.000]  你今早去過了嗎
