
[00:00:00.000 --> 00:00:02.720]  大家有試過跟別人傳福音嗎?
[00:00:02.720 --> 00:00:08.680]  傳福音即是跟別人說
[00:00:08.680 --> 00:00:14.440]  「我是基督徒,你有聽過基督教信仰嗎?」
[00:00:14.440 --> 00:00:20.000]  「你沒聽過嗎?我解釋給你聽吧」
[00:00:20.000 --> 00:00:26.720]  「你聽了明不明白?有甚麼疑問嗎?」
[00:00:26.720 --> 00:00:32.040]  「你覺得怎樣?你會不會考慮你信不信有神?」
[00:00:32.040 --> 00:00:35.040]  「信不信耶穌是神的兒子?諸如此類」
[00:00:35.040 --> 00:00:38.440]  如果有的話請你拍一下手掌,1,2,3
[00:00:38.440 --> 00:00:42.520]  嘩!拍幾下,傳了很多次
[00:00:42.520 --> 00:00:49.440]  傳福音是我們做基督徒現在不容易
[00:00:49.440 --> 00:00:52.520]  因為我們很怕硬銷
[00:00:52.520 --> 00:00:54.840]  我記得我第一次傳福音
[00:00:54.840 --> 00:01:02.040]  我跟莊人鵬成長的導師約了我一個小學同學
[00:01:02.040 --> 00:01:04.840]  那時我已經讀中五
[00:01:04.840 --> 00:01:08.440]  約了我一個小學同學,他是做警察的
[00:01:08.440 --> 00:01:11.640]  約了他去觀塘的華都餐廳
[00:01:11.640 --> 00:01:14.640]  大家知不知道觀塘華都餐廳?
[00:01:14.640 --> 00:01:18.440]  是觀塘的甚麼餐廳?
[00:01:18.440 --> 00:01:20.760]  對,最高級
[00:01:20.760 --> 00:01:24.200]  我這輩子去過幾次,經常走過
[00:01:24.200 --> 00:01:27.240]  那次傳福音就約他去華都餐廳
[00:01:27.240 --> 00:01:29.240]  其中一張桌子
[00:01:29.240 --> 00:01:30.840]  我覺得我講得一般般
[00:01:30.840 --> 00:01:35.840]  誰知我挑戰一個朋友信主,他又相信
[00:01:35.840 --> 00:01:42.640]  嘩!竟然第一次傳福音就有人信主
[00:01:42.640 --> 00:01:46.040]  傳福音都有很多不同的經歷
[00:01:46.040 --> 00:01:48.640]  有時有些人聽,有些人不聽
[00:01:48.640 --> 00:01:55.840]  最近我們分享坐的士都傳到福音,有試過嗎?
[00:01:55.840 --> 00:01:59.440]  你知道的士司機會生你的氣聊天
[00:01:59.440 --> 00:02:04.080]  我試過有一次在荔枝角上的士
[00:02:04.080 --> 00:02:06.320]  上的士要工作,講電話
[00:02:06.320 --> 00:02:08.440]  講完電話,司機就說
[00:02:08.440 --> 00:02:12.840]  先生,我聽你說話,你是否有信仰?
[00:02:12.840 --> 00:02:16.040]  他說:他聽到我說電話
[00:02:16.040 --> 00:02:18.040]  我說:是呀,是呀
[00:02:18.040 --> 00:02:24.640]  他說:你介不介意我把車停在一旁跟你聊天?
[00:02:24.640 --> 00:02:27.440]  那時已經走到太子道
[00:02:27.440 --> 00:02:31.040]  我說:停在哪裏都好
[00:02:31.040 --> 00:02:38.040]  他說:都好,在前面東方呼號的油站
[00:02:38.040 --> 00:02:40.840]  我說:我在前面油站停車
[00:02:40.840 --> 00:02:43.240]  他都知道,我想了一會
[00:02:43.240 --> 00:02:49.640]  停下來跟我說,他婚姻不愉快,生活不愉快
[00:02:49.640 --> 00:02:52.240]  我跟他說見證
[00:02:52.240 --> 00:02:54.640]  給了他一個聯絡電話
[00:02:54.640 --> 00:02:56.840]  後來他都沒有聯絡我
[00:02:56.840 --> 00:03:00.440]  我試過聯絡好幾個的士司機
[00:03:00.440 --> 00:03:03.040]  我認不出他,其實跟我聊天挺好的
[00:03:03.040 --> 00:03:04.640]  我認不出他的樣子
[00:03:04.640 --> 00:03:06.440]  你知道我是盲人
[00:03:06.440 --> 00:03:08.040]  所以他只要說一個代號
[00:03:08.040 --> 00:03:11.240]  你叫我阿陳就可以了
[00:03:11.240 --> 00:03:14.440]  傳福音很不容易
[00:03:14.440 --> 00:03:16.640]  我想起我自己信耶穌
[00:03:16.640 --> 00:03:19.840]  也有一個人跟我見證
[00:03:19.840 --> 00:03:22.440]  我記得我十五歲,右手受傷
[00:03:22.440 --> 00:03:25.640]  做工廠,被機器打到右手
[00:03:25.640 --> 00:03:28.440]  我住了在聯合醫院十一日
[00:03:28.440 --> 00:03:30.840]  然後再在寧實醫院
[00:03:30.840 --> 00:03:32.840]  以前的寧實醫院在調景嶺
[00:03:32.840 --> 00:03:36.240]  是一個很偏僻的地方療養
[00:03:36.240 --> 00:03:38.640]  在那裏住了一個多月
[00:03:38.640 --> 00:03:42.640]  我記得有一個基督徒
[00:03:42.640 --> 00:03:44.840]  叫Daniel的男護士
[00:03:44.840 --> 00:03:46.640]  那時中三
[00:03:46.640 --> 00:03:48.240]  我跟那些人聊天
[00:03:48.240 --> 00:03:51.040]  那些病友跟我聊天
[00:03:51.040 --> 00:03:52.840]  你小心這個人
[00:03:52.840 --> 00:03:56.840]  這個經常說耶穌的
[00:03:56.840 --> 00:03:58.040]  好改不改改個名字
[00:03:58.040 --> 00:04:01.440]  在醫院叫Daniel
[00:04:01.440 --> 00:04:04.840]  我說是的,真是大吉利是
[00:04:04.840 --> 00:04:08.240]  所以有時你不要想自己英文名叫Daniel
[00:04:08.240 --> 00:04:11.040]  好像很優雅
[00:04:11.040 --> 00:04:13.840]  在醫院別人不太好意頭
[00:04:13.840 --> 00:04:16.640]  怎樣稱呼?Daniel
[00:04:16.640 --> 00:04:18.240]  所以那時我想
[00:04:18.240 --> 00:04:20.240]  我那時中三沒有甚麼英文名字
[00:04:20.240 --> 00:04:22.640]  我說是的,改個這樣的名字
[00:04:22.640 --> 00:04:25.040]  我又不懂聖經
[00:04:25.040 --> 00:04:28.040]  Daniel弟兄跟我傳福音
[00:04:28.040 --> 00:04:30.840]  我記得那時還未信主
[00:04:30.840 --> 00:04:32.840]  我很有興趣
[00:04:32.840 --> 00:04:36.040]  然後我躺在隔壁病床
[00:04:36.040 --> 00:04:37.240]  有一個病人
[00:04:37.240 --> 00:04:40.640]  他也是香港曾經很出名
[00:04:40.640 --> 00:04:44.840]  他在香港島那邊的水塘跳水
[00:04:44.840 --> 00:04:47.240]  撞斷了頸椎
[00:04:47.240 --> 00:04:50.440]  頸以下全身癱瘓
[00:04:50.440 --> 00:04:53.040]  他的名字叫林偉雄
[00:04:53.040 --> 00:04:56.240]  他頸以下都動不了
[00:04:56.240 --> 00:04:59.440]  我記得我住在他隔壁病床
[00:04:59.440 --> 00:05:02.640]  他自己吃東西
[00:05:02.640 --> 00:05:03.840]  他動了一點點
[00:05:03.840 --> 00:05:09.240]  他綁著一個匙羹在手臂抬高來吃
[00:05:09.240 --> 00:05:10.840]  他動了一點點
[00:05:10.840 --> 00:05:12.040]  很多都不行
[00:05:12.040 --> 00:05:15.440]  最尷尬的是他大小便控制不了
[00:05:15.440 --> 00:05:19.840]  他用藥物幫他引大便出來
[00:05:19.840 --> 00:05:21.040]  很多時我在他身邊
[00:05:21.040 --> 00:05:23.240]  我會藉意走過去
[00:05:23.240 --> 00:05:26.440]  你好,就走過去
[00:05:26.440 --> 00:05:28.240]  我記得有一次
[00:05:28.240 --> 00:05:33.640]  我推他的輪椅出去病房外邊療養
[00:05:33.640 --> 00:05:35.240]  他跟我說了兩句話
[00:05:35.240 --> 00:05:37.440]  我覺得對我很大影響
[00:05:37.440 --> 00:05:39.040]  那時候他還沒信耶穌
[00:05:39.040 --> 00:05:42.040]  他要求政府讓他人道毀滅
[00:05:42.040 --> 00:05:44.240]  他打電話去立法會
[00:05:44.240 --> 00:05:47.640]  找議員幫他
[00:05:47.640 --> 00:05:50.840]  我記得當年有個DJ叫麥芝華
[00:05:50.840 --> 00:05:52.840]  有沒有聽過麥芝華
[00:05:52.840 --> 00:05:55.840]  你聽過你年紀也差不多
[00:05:55.840 --> 00:05:57.440]  有一定的份量
[00:05:57.440 --> 00:06:02.440]  很多名人鼓勵他不要尋死
[00:06:02.440 --> 00:06:04.440]  我出院後才知道
[00:06:04.440 --> 00:06:08.040]  原來他要求人道毀滅
[00:06:08.040 --> 00:06:11.240]  但到中四那年
[00:06:11.240 --> 00:06:12.840]  我看到他相信耶穌
[00:06:12.840 --> 00:06:15.240]  他相信耶穌上電視
[00:06:15.240 --> 00:06:19.240]  他在窩福堂信穆斯維的洗禮
[00:06:19.240 --> 00:06:20.440]  我很深刻
[00:06:20.440 --> 00:06:21.840]  為什麼這麼深刻
[00:06:21.840 --> 00:06:24.840]  因為我推著他的輪椅
[00:06:24.840 --> 00:06:26.840]  出去病房外邊
[00:06:26.840 --> 00:06:30.440]  你知道那些將軍澳不是現在填海
[00:06:30.440 --> 00:06:33.040]  叫什麼天津
[00:06:33.040 --> 00:06:35.240]  我忘記了六院的名字
[00:06:35.240 --> 00:06:37.840]  以前的海灣很美麗
[00:06:37.840 --> 00:06:39.440]  看著船塢
[00:06:39.440 --> 00:06:42.640]  在那裡他跟我說了兩句話
