
[00:00:00.000 --> 00:00:04.000]  我們這間是浸信會
[00:00:04.000 --> 00:00:12.000]  所以我們的信仰是建基在浸禮那裏的
[00:00:12.000 --> 00:00:16.000]  有多少個浸禮呢?
[00:00:16.000 --> 00:00:21.000]  在聖經裏面告訴我們
[00:00:21.000 --> 00:00:25.000]  有兩個浸禮
[00:00:25.000 --> 00:00:35.000]  在馬可福音第一章第七至第八節
[00:00:35.000 --> 00:00:40.000]  就告訴我們有兩個傳統
[00:00:40.000 --> 00:00:44.000]  就是施洗約翰的浸禮
[00:00:44.000 --> 00:00:47.000]  和耶穌告訴我們
[00:00:47.000 --> 00:00:51.000]  我們要接受聖靈的浸禮
[00:00:51.000 --> 00:00:58.000]  在教會連曆裏面的顯現期
[00:00:58.000 --> 00:01:03.000]  我們就讀了有兩段經文
[00:01:03.000 --> 00:01:07.000]  第一段是在馬可福音第一章
[00:01:07.000 --> 00:01:11.000]  第二段是在《使徒行傳》第十九章
[00:01:11.000 --> 00:01:14.000]  今天我們會講這兩段經文
[00:01:14.000 --> 00:01:18.000]  就是在這個浸禮裏面
[00:01:18.000 --> 00:01:25.000]  去引伸到我們的信主和我們的得救
[00:01:25.000 --> 00:01:31.000]  第一段經文就是在馬可福音第一章
[00:01:31.000 --> 00:01:38.000]  我們只是看其中那兩節的經文
[00:01:38.000 --> 00:01:40.000]  那兩節經文是這樣說的
[00:01:40.000 --> 00:01:48.000]  就是他傳道施洗約翰
[00:01:48.000 --> 00:01:55.000]  我會用洗禮施洗約翰這個字
[00:01:55.000 --> 00:01:59.000]  在浸信會我應該用施浸約翰
[00:01:59.000 --> 00:02:01.000]  和用浸禮這個字
[00:02:01.000 --> 00:02:03.000]  不過因為講到零洗
[00:02:03.000 --> 00:02:07.000]  很多時候人們都會用零洗多過零浸
[00:02:07.000 --> 00:02:10.000]  所以我就選擇了用洗這個字
[00:02:10.000 --> 00:02:13.000]  所以如果是很浸信會的
[00:02:13.000 --> 00:02:21.000]  請不要見怪我用施洗約翰和洗禮這個字
[00:02:21.000 --> 00:02:23.000]  施洗約翰他說
[00:02:23.000 --> 00:02:28.000]  有一位在我耳後來的能力比我更大
[00:02:28.000 --> 00:02:33.000]  我就是彎腰給他解鞋帶也是不配的
[00:02:33.000 --> 00:02:37.000]  我是用水給你們施洗
[00:02:37.000 --> 00:02:43.000]  他卻要用聖靈給你們施洗
[00:02:43.000 --> 00:02:47.000]  在聖經裏面第一次講到有聖靈的洗
[00:02:47.000 --> 00:02:53.000]  就是來自於馬可福音第一章第八節這個經文
[00:02:53.000 --> 00:02:57.000]  就算去到今時今日在二十世紀靈因運動之後
[00:02:57.000 --> 00:02:59.000]  我不知道你熟不熟
[00:02:59.000 --> 00:03:05.000]  所謂的零洗都應該是根據在馬可福音第一章第八節
[00:03:05.000 --> 00:03:08.000]  這一節的經文裏面是有出來的
[00:03:08.000 --> 00:03:12.000]  在這篇經文裏面就是很簡單的告訴我們
[00:03:12.000 --> 00:03:15.000]  有兩個洗禮的出現
[00:03:15.000 --> 00:03:19.000]  第一個就是施洗約翰的洗禮
[00:03:19.000 --> 00:03:23.000]  第二個就是施洗約翰的時候是未出現
[00:03:23.000 --> 00:03:25.000]  是將會出現的洗禮
[00:03:25.000 --> 00:03:30.000]  那個叫做聖靈的洗
[00:03:30.000 --> 00:03:37.000]  施洗約翰的洗禮是一個悔改的洗禮
[00:03:37.000 --> 00:03:42.000]  即是說我知道我自己有錯
[00:03:42.000 --> 00:03:45.000]  我承認我自己有犯罪
[00:03:45.000 --> 00:03:47.000]  我來到施洗約翰的面前
[00:03:47.000 --> 00:03:52.000]  我接受這個洗禮是承認我自己有犯錯
[00:03:52.000 --> 00:03:55.000]  但是約翰他說
[00:03:55.000 --> 00:04:01.000]  我這個只是一個很小的洗禮
[00:04:01.000 --> 00:04:05.000]  你要去接受一個比我更加重要的洗禮
[00:04:05.000 --> 00:04:09.000]  那個洗禮的能力是比我更加大的
[00:04:09.000 --> 00:04:11.000]  而那個洗禮是什麼呢
[00:04:11.000 --> 00:04:14.000]  就是聖靈給你們洗
[00:04:14.000 --> 00:04:20.000]  他卻要用聖靈給你們去施洗
[00:04:20.000 --> 00:04:25.000]  這個就是在馬可福音開始了
[00:04:25.000 --> 00:04:31.000]  有所謂出現聖靈的洗這個名詞
[00:04:31.000 --> 00:04:34.000]  整卷新約
[00:04:34.000 --> 00:04:39.000]  總共有七個地方是講及聖靈的洗
[00:04:39.000 --> 00:04:42.000]  那七個地方其中有四節
[00:04:42.000 --> 00:04:46.000]  就是在福音書裏面出現
[00:04:46.000 --> 00:04:50.000]  都是和馬可福音的記載差不多
[00:04:50.000 --> 00:04:56.000]  就是約翰說我要用水給你們施洗
[00:04:56.000 --> 00:04:58.000]  我希望你們跟到
[00:04:58.000 --> 00:05:00.000]  因為都有些神學性
[00:05:00.000 --> 00:05:03.000]  我要用水給你們施洗
[00:05:03.000 --> 00:05:07.000]  但是你要接受聖靈的洗
[00:05:07.000 --> 00:05:13.000]  那個是耶穌基督給你們的洗
[00:05:13.000 --> 00:05:19.000]  馬可福音書還加上你要接受聖靈和火的洗
[00:05:19.000 --> 00:05:24.000]  火即是潔淨和煉淨
[00:05:24.000 --> 00:05:29.000]  也就是說我們今天作為一個基督徒
[00:05:29.000 --> 00:05:36.000]  我們沒有機會再去接受施洗約翰的洗禮
[00:05:36.000 --> 00:05:43.000]  但是我們每一個都必須要接受聖靈的洗
[00:05:43.000 --> 00:05:48.000]  是祂用聖靈給你們施洗
[00:05:48.000 --> 00:05:53.000]  是耶穌基督親自幫我們去洗
[00:05:53.000 --> 00:05:56.000]  這個不是我亂解聖經
[00:05:56.000 --> 00:05:59.000]  我希望你們看得清楚明白
[00:05:59.000 --> 00:06:01.000]  是將來有一位比我更大的
[00:06:01.000 --> 00:06:06.000]  施洗約翰這樣說 祂要用聖靈和你們去施洗
[00:06:06.000 --> 00:06:12.000]  那個就是指到耶穌基督
[00:06:12.000 --> 00:06:14.000]  在一個這樣的背景之下
[00:06:14.000 --> 00:06:19.000]  四卷福音書都是說相同的經文
[00:06:19.000 --> 00:06:21.000]  就是我要用水給你們施洗
[00:06:21.000 --> 00:06:25.000]  但將來有一位要用火和聖靈給你們施洗
[00:06:25.000 --> 00:06:28.000]  無論是馬太福音 馬可福音 路加福音
[00:06:28.000 --> 00:06:32.000]  或者是約翰福音都是這樣的
[00:06:32.000 --> 00:06:36.000]  有另外那三處的地方說到聖靈的洗
[00:06:36.000 --> 00:06:43.000]  都是在回應在馬可福音的經文
[00:06:43.000 --> 00:06:45.000]  或者我讀給大家聽
[00:06:45.000 --> 00:06:47.000]  在《小道行傳》第一章第五節
[00:06:47.000 --> 00:06:50.000]  是耶穌祂自己說的
[00:06:50.000 --> 00:06:54.000]  祂說你們聽見我所說過的
[00:06:54.000 --> 00:06:56.000]  這個是耶穌說的
[00:06:56.000 --> 00:06:59.000]  說過什麼呢 祂說約翰是用水施洗
[00:06:59.000 --> 00:07:07.000]  但不多幾日你們要受聖靈的洗
[00:07:07.000 --> 00:07:10.000]  我希望你們跟到 因為沒有看聖經那麼多
[00:07:10.000 --> 00:07:16.000]  都是一樣的 沒分別的
[00:07:16.000 --> 00:07:21.000]  是施洗約翰所說的那句話
[00:07:21.000 --> 00:07:25.000]  然後在《小道行傳》第十一章十五節至十八節
[00:07:25.000 --> 00:07:30.000]  仍然是用施洗約翰的那句話
[00:07:30.000 --> 00:07:33.000]  因為他們領受了聖靈的時候
[00:07:33.000 --> 00:07:38.000]  他們就想起施洗約翰的那句話
[00:07:38.000 --> 00:07:44.000]  在第十一章第十五節
[00:07:44.000 --> 00:07:46.000]  我讀給大家聽
[00:07:46.000 --> 00:07:52.000]  祂說我一開講 聖靈便降在他們身上
[00:07:52.000 --> 00:07:56.000]  正像當初降在我們身上一樣
[00:07:56.000 --> 00:08:00.000]  我就想起主的話說
[00:08:00.000 --> 00:08:02.000]  什麼呢 約翰是用水施洗
[00:08:02.000 --> 00:08:09.000]  但你們要受聖靈的洗
[00:08:09.000 --> 00:08:15.000]  在新約有七處的地方是說到聖靈的洗
[00:08:15.000 --> 00:08:19.000]  六段的經文都只是用馬可福音
[00:08:19.000 --> 00:08:23.000]  在第一章第八節那一節的經文
[00:08:23.000 --> 00:08:28.000]  就是施洗約翰只是去為那些
[00:08:28.000 --> 00:08:30.000]  施行了一個悔改的洗禮
[00:08:30.000 --> 00:08:32.000]  當施洗約翰死了之後
[00:08:32.000 --> 00:08:36.000]  我們沒有一個人可以再去到施洗約翰面前
[00:08:36.000 --> 00:08:39.000]  來去接受施洗約翰的洗禮
[00:08:39.000 --> 00:08:44.000]  但是我們每一個都可以去接受聖靈的洗
[00:08:44.000 --> 00:08:49.000]  還有我們必須要接受聖靈的洗
[00:08:49.000 --> 00:08:52.000]  這個就是馬可福音的背景
[00:08:52.000 --> 00:08:55.000]  然後我們去到司徒函傳第十九章
[00:08:55.000 --> 00:08:59.000]  是我們今天所讀的那一學的經文
[00:08:59.000 --> 00:09:05.000]  這段經文在一些靈恩的教會裏面
[00:09:05.000 --> 00:09:08.000]  就用了來告訴我們
[00:09:08.000 --> 00:09:10.000]  我們信了耶穌之後
[00:09:10.000 --> 00:09:13.000]  我們仍然是沒有聖靈的
[00:09:13.000 --> 00:09:14.000]  我們信了耶穌之後
[00:09:14.000 --> 00:09:16.000]  你是沒有聖靈
[00:09:16.000 --> 00:09:20.000]  是要等我去按手在你們的身上
[00:09:20.000 --> 00:09:23.000]  你們才有聖靈的
[00:09:23.000 --> 00:09:27.000]  這樣的對聖經的解釋
[00:09:27.000 --> 00:09:31.000]  又是不是應該這樣去解釋呢?
[00:09:31.000 --> 00:09:34.000]  司徒函傳第十九章
[00:09:34.000 --> 00:09:37.000]  是記述了有一段的對話
[00:09:37.000 --> 00:09:46.000]  就是保羅和在哥林多爾忽所那一個地方
[00:09:46.000 --> 00:09:53.000]  是保羅見到爾忽所的一班的信徒
[00:09:53.000 --> 00:09:54.000]  我括著它
[00:09:54.000 --> 00:09:58.000]  一班的信徒的對話
[00:09:58.000 --> 00:10:01.000]  保羅就說你們信的時候
[00:10:01.000 --> 00:10:05.000]  有沒有接受聖靈
[00:10:05.000 --> 00:10:13.000]  也就是說信主和接受聖靈是一樣的
[00:10:13.000 --> 00:10:15.000]  我不可以說我信了主
[00:10:15.000 --> 00:10:17.000]  但是我沒有聖靈
[00:10:17.000 --> 00:10:19.000]  也都不可以說我有了聖靈
[00:10:19.000 --> 00:10:20.000]  但是我不信主
[00:10:20.000 --> 00:10:25.000]  是不可以這樣的
[00:10:25.000 --> 00:10:27.000]  所以保羅說你們信的時候
[00:10:27.000 --> 00:10:29.000]  有沒有接受聖靈
[00:10:29.000 --> 00:10:31.000]  這一班爾忽所的信徒
[00:10:31.000 --> 00:10:35.000]  他說沒有,甚麼是聖靈
[00:10:35.000 --> 00:10:39.000]  聽都沒有聽過
[00:10:39.000 --> 00:10:45.000]  聽都沒有聽過
[00:10:45.000 --> 00:10:48.000]  那就是說甚麼
[00:10:48.000 --> 00:10:53.000]  就是說他們還沒有信主
[00:10:53.000 --> 00:10:59.000]  他們還沒有得救
[00:10:59.000 --> 00:11:01.000]  你還沒有聽過聖靈
[00:11:01.000 --> 00:11:02.000]  那你洗禮了沒有
