
[00:00:00.000 --> 00:00:03.440]  我們環顧一下我們周圍的世界
[00:00:03.440 --> 00:00:11.040]  今天仍然是充滿著很多動盪的不安、疾病和混亂
[00:00:11.040 --> 00:00:16.400]  實際上令我們真的見到這些事情
[00:00:16.400 --> 00:00:20.640]  每天都有,每天都在這些混亂當中
[00:00:20.640 --> 00:00:24.000]  但我們感謝神,我們有主耶穌基督
[00:00:24.000 --> 00:00:26.240]  成為我們救主的每一位
[00:00:26.240 --> 00:00:29.520]  我們心裏面有一個榮耀的盼望
[00:00:29.520 --> 00:00:33.440]  有一天,耶穌基督要回來
[00:00:33.440 --> 00:00:37.280]  祂要回來改變這個世界
[00:00:37.280 --> 00:00:46.240]  祂要將那些邪惡、敗壞的事情完全停止
[00:00:46.240 --> 00:00:50.640]  這就是我們有福的割據,榮耀的盼望
[00:00:50.640 --> 00:00:56.720]  耶穌回來要將人因為犯罪所帶來的咒咒結束
[00:00:56.720 --> 00:01:06.000]  祂要來更新改變,將這個世界變成一個新的新天新地
[00:01:06.000 --> 00:01:08.880]  有意居在其中
[00:01:08.880 --> 00:01:15.760]  這願意在我們心裏面成為我們活潑的盼望
[00:01:15.760 --> 00:01:17.520]  因為這個必要實現
[00:01:17.520 --> 00:01:20.720]  感謝神將聖經賜給我們
[00:01:20.720 --> 00:01:23.600]  祂的啟示告訴我們,祂是最終得勝的
[00:01:23.600 --> 00:01:29.600]  這個世界的罪惡不能勝過神的救恩和祂的主權
[00:01:29.600 --> 00:01:32.960]  在那一天,所有來到神面前的人
[00:01:32.960 --> 00:01:36.400]  都要稱耶穌基督為主
[00:01:36.400 --> 00:01:37.920]  但是我們作為基督徒
[00:01:37.920 --> 00:01:41.760]  我們不需要等到那一天才稱耶穌基督為主
[00:01:41.760 --> 00:01:44.800]  我們今天就可以稱耶穌基督為主
[00:01:44.800 --> 00:01:48.720]  祂是我們生命的主,祂是我們的救主
[00:01:48.720 --> 00:01:50.800]  這是我們基督徒的特權
[00:01:50.800 --> 00:01:57.280]  因為我們都能夠有一位主來保守著我們
[00:01:57.280 --> 00:02:02.320]  帶領我們的人生,來慰養我們的靈命
[00:02:02.320 --> 00:02:09.840]  來保守我們,讓我們能夠不在這個世界白白的過去
[00:02:09.840 --> 00:02:12.960]  我們感謝神,這就是一個有福的確具
[00:02:12.960 --> 00:02:14.720]  正如我們所唱的詩歌
[00:02:14.720 --> 00:02:18.480]  我們敬拜我們的上帝,賜給我們這個特權
[00:02:18.480 --> 00:02:21.520]  能夠有一位主,有一位主多好
[00:02:21.520 --> 00:02:23.680]  什麼事都可以帶到祂面前
[00:02:23.680 --> 00:02:28.160]  有一位主多好,因為祂來引導我們的人生
[00:02:28.160 --> 00:02:30.880]  這個世上有苦難,耶穌已經告訴我們
[00:02:30.880 --> 00:02:34.400]  但是我們究竟如何去勝過這些呢?
[00:02:34.400 --> 00:02:37.200]  是靠著我們生命的主
[00:02:37.200 --> 00:02:40.080]  所以讓基督再一次作為我們生命的主
[00:02:40.080 --> 00:02:42.800]  這不是剛剛信耶穌的時候
[00:02:42.800 --> 00:02:45.200]  而是我們一生不斷的
[00:02:45.200 --> 00:02:48.080]  我們以耶穌基督為我們生命的主宰
[00:02:48.080 --> 00:02:51.600]  Amen
[00:02:51.600 --> 00:02:55.280]  彼得前書第三章,十三到二十二節
[00:02:55.280 --> 00:02:59.040]  這段經文裡面,我們可以思想一下這方面
[00:02:59.040 --> 00:03:00.960]  因為特別彼得提醒我們
[00:03:00.960 --> 00:03:03.520]  我們應該要尊耶穌基督
[00:03:03.520 --> 00:03:07.680]  這位主,時常在我們心裡面為聖
[00:03:07.680 --> 00:03:09.760]  所以這就代表著
[00:03:09.760 --> 00:03:12.160]  讓基督做我們生命的主的意義
[00:03:12.160 --> 00:03:14.800]  我們來看看這段經文,我們很快讀一讀
[00:03:14.800 --> 00:03:18.960]  一會兒我們再詳細思想和分享
[00:03:18.960 --> 00:03:20.880]  我們由十三節讀到二十二節
[00:03:20.880 --> 00:03:22.640]  我們一起讀,好嗎?請讀
[00:03:22.640 --> 00:03:27.120]  「你們若是熱心行善,有誰害你們呢?
[00:03:27.120 --> 00:03:31.680]  你們就是為義受苦,也是有福的
[00:03:31.680 --> 00:03:35.760]  不要怕人的威嚇,也不要驚慌
[00:03:35.760 --> 00:03:40.000]  只要心裡專注基督為聖
[00:03:40.000 --> 00:03:43.680]  有人問你們心中盼望的緣由
[00:03:43.680 --> 00:03:46.400]  就要常作預備
[00:03:46.400 --> 00:03:50.560]  以溫柔敬畏的心回答各人
[00:03:50.560 --> 00:03:52.720]  存著無愧的良心
[00:03:52.720 --> 00:03:56.240]  叫你們在何事上被毀榜
[00:03:56.240 --> 00:03:59.200]  就在何事上可以叫那
[00:03:59.200 --> 00:04:03.840]  無賴你們在基督裡有好品行的人
[00:04:03.840 --> 00:04:06.000]  自覺收軌
[00:04:06.000 --> 00:04:07.600]  上帝的旨意
[00:04:07.600 --> 00:04:11.440]  若是叫你們因行善受苦
[00:04:11.440 --> 00:04:14.720]  總強如因行惡受苦
[00:04:14.720 --> 00:04:18.880]  因基督也曾一次畏罪受苦
[00:04:18.880 --> 00:04:22.240]  就是義的代替不義的
[00:04:22.240 --> 00:04:25.840]  為要引我們到上帝面前
[00:04:25.840 --> 00:04:28.800]  按在肉體說:他被致死
[00:04:28.800 --> 00:04:32.720]  按在靈性說:他復活了
[00:04:32.720 --> 00:04:41.200]  他曾去傳道給那些在監獄裡的靈聽
[00:04:41.200 --> 00:04:45.040]  就是那從前在羅亞預備方舟
[00:04:45.040 --> 00:04:47.920]  上帝容忍等待的時候
[00:04:47.920 --> 00:04:49.600]  不順從的人
[00:04:49.600 --> 00:04:51.760]  當時進入方舟
[00:04:51.760 --> 00:04:54.640]  直著水得救的人不多
[00:04:54.640 --> 00:04:56.560]  只有八個人
[00:04:56.560 --> 00:04:59.920]  這水所表明的洗禮
[00:04:59.920 --> 00:05:02.720]  現在直著耶穌基督復活
[00:05:02.720 --> 00:05:04.640]  也請救你們
[00:05:04.640 --> 00:05:09.840]  這洗禮本不在乎除掉肉體的污穢
[00:05:09.840 --> 00:05:14.960]  只求上帝面前有無愧的良心
[00:05:14.960 --> 00:05:17.840]  耶穌已經進入天堂
[00:05:17.840 --> 00:05:20.480]  在上帝的右邊
[00:05:20.480 --> 00:05:23.520]  眾天使和有權柄的
[00:05:23.520 --> 00:05:25.360]  並有能力的
[00:05:25.360 --> 00:05:27.600]  都服從了他
[00:05:27.600 --> 00:05:32.240]  這裡說明基督得勝祂的主權和能力
[00:05:32.240 --> 00:05:33.920]  這位就是我們的主
[00:05:33.920 --> 00:05:37.440]  這位就是基督
[00:05:37.440 --> 00:05:40.240]  讓基督做我們生命的主
[00:05:40.240 --> 00:05:43.120]  第一方面我們看到
[00:05:43.120 --> 00:05:45.200]  這段主題很重要
[00:05:45.200 --> 00:05:48.400]  心裡尊基督為聖
[00:05:48.400 --> 00:05:50.240]  第十三節說
[00:05:50.240 --> 00:05:54.080]  你們若是熱心行善有誰害你們
[00:05:54.080 --> 00:05:57.200]  你們就是為易受苦也是有福的
[00:05:57.200 --> 00:05:59.520]  不要怕人的威嚇也不要敬佛
[00:05:59.520 --> 00:06:02.480]  這裡比對出
[00:06:02.480 --> 00:06:05.360]  只要心裡尊主基督為聖
[00:06:05.360 --> 00:06:08.480]  即是有基督在我們心裡為聖的時候
[00:06:08.480 --> 00:06:09.840]  我們就有福了
[00:06:09.840 --> 00:06:13.440]  不需要怕人的威嚇也不要敬佛
[00:06:13.440 --> 00:06:15.600]  這就是福氣
[00:06:15.600 --> 00:06:17.760]  有人問你們心中探某緣由
[00:06:17.760 --> 00:06:19.520]  就要常作預備
[00:06:19.520 --> 00:06:21.520]  以溫柔敬畏的心回答各人
[00:06:21.520 --> 00:06:23.440]  存在無愧的良心
[00:06:23.440 --> 00:06:26.640]  叫你們在何時被毀謗就在何時
[00:06:26.640 --> 00:06:31.120]  可以叫那無禮你們在基督裡
[00:06:31.120 --> 00:06:33.840]  有好品行的人自覺羞愧
[00:06:33.840 --> 00:06:39.200]  所以這裡可以說我們心裡尊主基督為聖
[00:06:39.200 --> 00:06:42.160]  就是這個給得很清楚的勸勉
[00:06:42.160 --> 00:06:48.720]  以及帶給我們看到我們的福氣就在這裡
[00:06:48.720 --> 00:06:52.720]  行善而受苦和行惡而受苦很明顯不同
[00:06:52.720 --> 00:06:55.280]  這裡說出有兩個分別
[00:06:55.280 --> 00:06:59.200]  照理來說行善就應該不會受苦
[00:06:59.200 --> 00:07:01.360]  做善怎會受苦呢
[00:07:01.360 --> 00:07:05.680]  行惡就是活該 做壞事被人捉被人罰
[00:07:05.680 --> 00:07:10.160]  受犯罪而有的痛苦
[00:07:10.160 --> 00:07:11.920]  但為什麼行善都會受苦呢
[00:07:11.920 --> 00:07:19.120]  因為我們正是在一個邪惡的世界裏面
[00:07:19.120 --> 00:07:22.000]  我們看見在《聖經》人物裏面
[00:07:22.000 --> 00:07:24.000]  若瑟他行善
[00:07:24.000 --> 00:07:26.480]  但是他卻受苦
[00:07:26.480 --> 00:07:31.680]  我們見到但義理和他三個朋友他們行善
[00:07:31.680 --> 00:07:33.440]  站立在信心那裏
[00:07:33.440 --> 00:07:36.240]  但是卻因此而受苦
[00:07:36.240 --> 00:07:40.400]  我們當然見到我們的主耶穌基督也是
[00:07:40.400 --> 00:07:42.960]  他是完全無罪
[00:07:42.960 --> 00:07:44.720]  完全行善
[00:07:44.720 --> 00:07:46.720]  但是卻受最大的痛苦
[00:07:46.720 --> 00:07:49.600]  因為他承擔了人類的罪
[00:07:49.600 --> 00:07:53.760]  所以我們在這裡真的見到在不同的地方
[00:07:53.760 --> 00:07:56.560]  世界各地今日形形的
[00:07:56.560 --> 00:07:59.040]  行惡受苦固然是
[00:07:59.040 --> 00:08:03.360]  但行善而受苦也有不少
[00:08:03.360 --> 00:08:05.760]  正是我們《聖經》提醒我們
[00:08:05.760 --> 00:08:11.920]  我們立志敬虔度日的都會受到迫迫
[00:08:11.920 --> 00:08:14.960]  都會受到這個罪惡
[00:08:14.960 --> 00:08:19.120]  世界周圍帶來的一些苦楚
[00:08:19.120 --> 00:08:22.720]  所以我們會發覺我們要有預備
[00:08:22.720 --> 00:08:25.280]  就是專注基督為聖
[00:08:25.280 --> 00:08:28.480]  因此就成為有福禍
[00:08:28.480 --> 00:08:31.680]  因為正是神透過這一切來幫助我們
[00:08:31.680 --> 00:08:34.240]  更加來靠近他
[00:08:34.240 --> 00:08:36.800]  更加以他為我們生命的中心
[00:08:36.800 --> 00:08:40.000]  所以無論今天我們面對任何的苦難
[00:08:40.000 --> 00:08:42.560]  任何這個罪惡黑暗世界裏面
[00:08:42.560 --> 00:08:44.880]  我們還未去到更生那一天
[00:08:44.880 --> 00:08:46.400]  基督回來的那一天之前
[00:08:46.400 --> 00:08:50.000]  我們一定會面對這種的衝突
[00:08:50.000 --> 00:08:51.760]  一定會面對這種的衝突
[00:08:51.760 --> 00:08:54.800]  就是當你要行善去光的時候
[00:08:54.800 --> 00:08:57.520]  黑暗就會更加明顯
[00:08:57.520 --> 00:09:00.720]  這是我們心裏的預備
[00:09:00.720 --> 00:09:04.000]  其實代表也是我們的生命裏面一樣
[00:09:04.000 --> 00:09:07.440]  當我們來到願意行主的道的時候
[00:09:07.440 --> 00:09:10.880]  這個罪的律也會拔我們
[00:09:10.880 --> 00:09:13.600]  聖靈的律和罪的律是鬥爭的
[00:09:13.600 --> 00:09:20.720]  但我們要繼續以專基督為主的心來面對
[00:09:20.720 --> 00:09:22.480]  這個專基督為主的心
[00:09:22.480 --> 00:09:25.040]  有聖經學者研究認為
[00:09:25.040 --> 00:09:26.560]  彼得舍這個時候
[00:09:26.560 --> 00:09:32.880]  是回想起《耳塞書》八章十三節的經文
[00:09:32.880 --> 00:09:36.560]  《耳塞書》八章十三節是舊約的背景
[00:09:36.560 --> 00:09:37.520]  為什麼這樣說呢?
[00:09:37.520 --> 00:09:41.120]  因為那個經文是這樣記載的
[00:09:41.120 --> 00:09:45.200]  「但要尊萬君之耀華為聖
[00:09:45.200 --> 00:09:50.880]  以他為你們當怕的、當所畏懼的」
[00:09:50.880 --> 00:09:53.520]  這個就是《耳塞書》八章十三節
[00:09:53.520 --> 00:09:57.200]  所以這個就是很類似的經文
[00:09:57.200 --> 00:10:01.920]  相信彼得是想到這個聖經的背景
[00:10:01.920 --> 00:10:05.360]  「尊萬君之耀華為聖
[00:10:05.360 --> 00:10:11.120]  以他為我們所當怕的、所當畏懼的」
[00:10:11.120 --> 00:10:16.480]  所以因為敬畏神 懼怕上帝
[00:10:16.480 --> 00:10:19.440]  畏懼神 而他尊崇祂
