
[00:00:00.000 --> 00:00:02.240]  想問問大家一些問題
[00:00:02.240 --> 00:00:06.320]  時間很快,來到我們第五個環節
[00:00:06.320 --> 00:00:09.280]  已經說到我們如何認識上帝
[00:00:09.280 --> 00:00:11.160]  先不說主題
[00:00:11.160 --> 00:00:12.400]  想問問大家
[00:00:12.400 --> 00:00:19.080]  誰從小到大都是在基督教家庭長大也好
[00:00:19.080 --> 00:00:20.360]  在學校裡長大也好
[00:00:20.360 --> 00:00:21.760]  對基督教
[00:00:21.760 --> 00:00:23.280]  這個已經舉手了
[00:00:23.280 --> 00:00:25.600]  好,你知道這樣舉手要問你的問題
[00:00:25.600 --> 00:00:26.800]  好了
[00:00:27.000 --> 00:00:30.600]  誰在基督教家庭長大也好
[00:00:30.600 --> 00:00:31.680]  天主教也好
[00:00:31.680 --> 00:00:33.960]  對基督教完全不陌生
[00:00:33.960 --> 00:00:35.160]  很多吧
[00:00:35.160 --> 00:00:35.760]  好了
[00:00:35.760 --> 00:00:39.680]  誰要讀聖經堂的?
[00:00:39.680 --> 00:00:43.240]  要考一下了
[00:00:43.240 --> 00:00:47.280]  聖經裡面有些戒條很出名要背
[00:00:47.280 --> 00:00:49.240]  什麼戒條?
[00:00:49.240 --> 00:00:50.680]  十戒
[00:00:50.680 --> 00:00:52.000]  請背十戒
[00:00:52.000 --> 00:00:54.040]  背出來
[00:00:54.040 --> 00:00:56.400]  不用簡單地說,大家一起說
[00:00:56.400 --> 00:00:57.600]  第一條是什麼?
[00:00:57.600 --> 00:01:02.880]  除我別開別的神
[00:01:02.880 --> 00:01:05.360]  第一句就是你要尊你的神
[00:01:05.360 --> 00:01:07.760]  第二句就是你不可以拜偶像
[00:01:07.760 --> 00:01:08.480]  是不是?
[00:01:08.480 --> 00:01:12.400]  第三就是你不可以妄稱耶和華的名
[00:01:12.400 --> 00:01:13.360]  第四是什麼?
[00:01:13.360 --> 00:01:15.200]  第四就是安息日
[00:01:15.200 --> 00:01:15.800]  是不是?
[00:01:15.800 --> 00:01:16.720]  第五呢?
[00:01:16.720 --> 00:01:18.800]  就是孝順父母
[00:01:18.800 --> 00:01:19.520]  不要姦淫
[00:01:19.520 --> 00:01:20.280]  不要殺人
[00:01:20.280 --> 00:01:21.360]  不要偷渡
[00:01:21.360 --> 00:01:23.560]  不要作假見證
[00:01:23.560 --> 00:01:24.440]  最後是什麼?
[00:01:24.440 --> 00:01:26.160]  不要貪心
[00:01:26.480 --> 00:01:27.040]  是不是?
[00:01:27.040 --> 00:01:27.880]  你也很厲害了
[00:01:27.880 --> 00:01:28.760]  全部一百分
[00:01:28.760 --> 00:01:30.080]  是不是?
[00:01:30.080 --> 00:01:30.560]  好了
[00:01:30.560 --> 00:01:31.480]  懂得背
[00:01:31.480 --> 00:01:32.880]  走出來容易嗎?
[00:01:32.880 --> 00:01:34.440]  有誰能走完十戒?
[00:01:34.440 --> 00:01:36.440]  不可能
[00:01:36.440 --> 00:01:37.160]  大家都知道
[00:01:37.160 --> 00:01:40.280]  十戒要做些什麼呢?
[00:01:40.280 --> 00:01:42.040]  怎樣學習忍耐呢?
[00:01:42.040 --> 00:01:45.120]  就是每一次那個人打你、罵你
[00:01:45.120 --> 00:01:46.400]  你怎麼做呢?
[00:01:46.400 --> 00:01:47.320]  你跟他說
[00:01:47.320 --> 00:01:48.800]  跟自己的心說
[00:01:48.800 --> 00:01:49.960]  我原諒你
[00:01:49.960 --> 00:01:52.000]  每一次你都這樣做
[00:01:52.000 --> 00:01:53.000]  我原諒你
[00:01:53.000 --> 00:01:54.680]  第一次做不到
[00:01:55.080 --> 00:01:56.800]  試第二次吧
[00:01:56.800 --> 00:01:59.920]  可能第一次你用十次的機會
[00:01:59.920 --> 00:02:02.200]  第十一次你就發脾氣了
[00:02:02.200 --> 00:02:05.800]  因為他罵得你太過惡毒了
[00:02:05.800 --> 00:02:08.360]  十次、二十次、三十次
[00:02:08.360 --> 00:02:10.720]  慢慢看見自己的成長
[00:02:10.720 --> 00:02:15.400]  這一次你終於可以練到九十次了
[00:02:15.400 --> 00:02:17.600]  你繼續練
[00:02:17.600 --> 00:02:19.800]  九十一、九十二、九十三、九十四
[00:02:19.800 --> 00:02:24.360]  九十五、九十六、九十七、九十八、九十九
[00:02:24.360 --> 00:02:26.360]  誰知第一百次你失敗了
[00:02:26.360 --> 00:02:28.560]  你發脾氣了
[00:02:28.560 --> 00:02:30.520]  這個說的是甚麼呢?
[00:02:30.520 --> 00:02:33.400]  「我從頭再來,再試試吧」
[00:02:33.400 --> 00:02:35.600]  大家要明白一件事
[00:02:35.600 --> 00:02:38.760]  如果我們繼續用這種方法
[00:02:38.760 --> 00:02:41.120]  去守十戒
[00:02:41.120 --> 00:02:42.400]  守我們的規條
[00:02:42.400 --> 00:02:45.560]  根本不可能做到
[00:02:45.560 --> 00:02:48.600]  所以今天想和大家從另一個角度去看
[00:02:48.600 --> 00:02:51.680]  認識這個上帝
[00:02:51.680 --> 00:02:53.520]  我們已經十分努力
[00:02:53.520 --> 00:02:56.200]  為何仍然責備自己還未盡力
[00:02:56.200 --> 00:02:59.400]  你看見人的本相嗎?
[00:02:59.400 --> 00:03:01.480]  今天我們在當中的基督徒
[00:03:01.480 --> 00:03:05.480]  甚至你嘗試追求成長的基督徒
[00:03:05.480 --> 00:03:08.160]  你仍然會覺得自己有些事情做不到
[00:03:08.160 --> 00:03:10.480]  有內疚、有責備
[00:03:10.480 --> 00:03:12.640]  今天我們想和大家去看
[00:03:12.640 --> 00:03:16.400]  和這個問題如何去揣摩上帝是怎樣的
[00:03:16.400 --> 00:03:17.080]  好了
[00:03:17.080 --> 00:03:20.160]  羅馬書十二章一節大家講了很多次了
[00:03:20.160 --> 00:03:25.960]  大家……
[00:03:25.960 --> 00:03:27.240]  跳下一章吧
[00:03:27.240 --> 00:03:28.840]  幫忙一下
[00:03:28.840 --> 00:03:30.760]  大家很快地讀吧
[00:03:30.760 --> 00:03:32.360]  「所以弟兄們,我以神的慈悲」
[00:03:32.360 --> 00:03:34.480]  「勸你們將身體獻上當作活祭」
[00:03:34.480 --> 00:03:36.440]  「是聖潔的,是神所喜悅的」
[00:03:36.440 --> 00:03:38.520]  「你們如此侍奉乃是理所當然的」
[00:03:38.520 --> 00:03:39.720]  「不要效法這個世界」
[00:03:39.720 --> 00:03:41.640]  「只要心意更生而變化」
[00:03:41.640 --> 00:03:43.760]  「叫你們測驗何謂神的善良」
[00:03:43.760 --> 00:03:46.240]  「順傳可喜悅的旨意」
[00:03:46.240 --> 00:03:48.160]  好了,我們學了三件事
[00:03:48.160 --> 00:03:49.880]  黃色字打出來
[00:03:49.880 --> 00:03:51.680]  我們要學習如何獻上
[00:03:51.680 --> 00:03:53.600]  學習如何變化我們的心境
[00:03:53.600 --> 00:03:56.440]  以及去測驗上帝是一個怎樣的上帝
[00:03:56.440 --> 00:03:58.360]  剛剛我已經講了
[00:03:58.360 --> 00:03:59.600]  我就說
[00:03:59.600 --> 00:04:02.360]  如果我們依著這些原則去做
[00:04:02.360 --> 00:04:04.520]  我們就能夠成為一個
[00:04:04.520 --> 00:04:05.920]  長進的基督徒
[00:04:05.920 --> 00:04:08.120]  而事實並非如此
[00:04:08.120 --> 00:04:09.040]  是不是?
[00:04:09.040 --> 00:04:13.960]  決心一年裡面讀完聖經有沒有人試過?
[00:04:13.960 --> 00:04:16.040]  但是結果有沒有試過失敗?
[00:04:16.040 --> 00:04:16.960]  當然了
[00:04:16.960 --> 00:04:18.080]  成功那些我不說了
[00:04:18.080 --> 00:04:19.520]  有沒有試過失敗?
[00:04:19.520 --> 00:04:20.320]  有啊
[00:04:20.320 --> 00:04:24.320]  我肯定是起碼頭幾年都做不到這件事
[00:04:24.320 --> 00:04:25.480]  是一個很失敗的人
[00:04:25.480 --> 00:04:28.400]  當然有些人他決心做得到
[00:04:28.400 --> 00:04:30.120]  我沮喪、我內疚
[00:04:30.120 --> 00:04:34.400]  所以今天我們就去研究一下這個問題
[00:04:34.400 --> 00:04:35.000]  好了
[00:04:35.000 --> 00:04:37.440]  我們說律法主義
[00:04:37.440 --> 00:04:38.960]  道德主義
[00:04:38.960 --> 00:04:40.640]  即是講律法
[00:04:40.640 --> 00:04:41.920]  從小到大你都知道
