
[00:00:00.000 --> 00:00:04.160]  她說作過好男人
[00:00:04.160 --> 00:00:06.600]  今天我們繼續下去下講
[00:00:06.600 --> 00:00:09.440]  作過什麼?
[00:00:09.440 --> 00:00:10.680]  好女人
[00:00:10.680 --> 00:00:12.280]  大衛和阿彼哥的故事
[00:00:12.280 --> 00:00:15.360]  這個就是我們接續上一星期
[00:00:15.360 --> 00:00:16.400]  我們看的經文
[00:00:16.400 --> 00:00:21.280]  就是《三國義記》上的第25章
[00:00:21.280 --> 00:00:22.680]  因為今天母親節
[00:00:22.680 --> 00:00:24.880]  我都講了一點點
[00:00:24.880 --> 00:00:28.520]  大家知不知道母親節的由來?
[00:00:28.520 --> 00:00:33.440]  就是由這位Anna Jarvis發起的
[00:00:33.440 --> 00:00:37.520]  因為她的母親在120年前
[00:00:37.520 --> 00:00:40.160]  120年前的昨天
[00:00:40.160 --> 00:00:41.560]  或者今天昨天
[00:00:41.560 --> 00:00:43.360]  就是5月9日
[00:00:43.360 --> 00:00:44.920]  就是1906年
[00:00:44.920 --> 00:00:47.360]  剛剛120年
[00:00:47.360 --> 00:00:50.080]  之前她母親去世
[00:00:50.080 --> 00:00:52.480]  她母親是一位敬虔的基督徒
[00:00:52.480 --> 00:00:53.760]  是主一學的老師
[00:00:53.760 --> 00:00:55.200]  好像剛才的新聞仔
[00:00:55.200 --> 00:00:56.880]  他們的老師
[00:00:56.880 --> 00:00:59.280]  所以當媽媽過去之後
[00:00:59.280 --> 00:01:02.480]  這位Anna非常懷念母親
[00:01:02.480 --> 00:01:04.160]  不單止對其他的兒童
[00:01:04.160 --> 00:01:05.960]  也特別對她的撫養
[00:01:05.960 --> 00:01:08.720]  和在信仰上的幫助
[00:01:08.720 --> 00:01:11.360]  所以其實母親節和基督教有關
[00:01:11.360 --> 00:01:12.960]  所以我們看到這位基督徒
[00:01:12.960 --> 00:01:14.360]  就開始倡導
[00:01:14.360 --> 00:01:17.320]  紀念普世母親們的偉大
[00:01:17.320 --> 00:01:19.680]  直至表揚她的媽媽
[00:01:19.680 --> 00:01:21.680]  和上帝的愛
[00:01:21.680 --> 00:01:27.160]  直至到1913年 隔了七年之後
[00:01:27.160 --> 00:01:28.920]  在5月10日 就是今天
[00:01:28.920 --> 00:01:34.560]  正式簽署了由兩個上下院
[00:01:34.560 --> 00:01:36.640]  美國的Congress
[00:01:36.640 --> 00:01:39.680]  由威爾遜總統
[00:01:39.680 --> 00:01:41.520]  President Wilson
[00:01:41.520 --> 00:01:46.280]  我也可以偷一點光
[00:01:46.280 --> 00:01:48.680]  由President Wilson簽署
[00:01:48.680 --> 00:01:51.240]  成為美國的一個紀念日
[00:01:51.240 --> 00:01:53.880]  每逢五月第二個星期日
[00:01:53.880 --> 00:01:55.720]  在Anna離世之前
[00:01:55.720 --> 00:01:57.080]  他已經推廣到
[00:01:57.080 --> 00:02:01.240]  有43個國家設立了母親節
[00:02:01.240 --> 00:02:02.200]  到今天為止
[00:02:02.200 --> 00:02:03.960]  我相信差不多全世界
[00:02:03.960 --> 00:02:05.000]  大部分的國家
[00:02:05.000 --> 00:02:08.600]  都會以五月第二個星期日為母親節
[00:02:08.600 --> 00:02:12.400]  元氣其實都是由一位基督徒的母親
[00:02:12.400 --> 00:02:15.040]  她的見證引起的
[00:02:15.040 --> 00:02:16.440]  所以我們很感謝神
[00:02:16.440 --> 00:02:19.160]  在母親節的時候
[00:02:19.160 --> 00:02:22.440]  讓我們可以紀念我們的母親們
[00:02:22.440 --> 00:02:23.480]  Focus on Family
[00:02:23.480 --> 00:02:26.520]  曾經做過一個調查
[00:02:26.520 --> 00:02:29.760]  調查三千個小孩子
[00:02:29.760 --> 00:02:31.160]  由6歲至14歲
[00:02:31.160 --> 00:02:32.800]  所以比較小的那些
[00:02:32.800 --> 00:02:34.400]  剛剛轉做teenager
[00:02:34.400 --> 00:02:36.480]  大一點的那些可能不同看法
[00:02:36.480 --> 00:02:39.640]  不過小的那些都很衷心表達出來
[00:02:39.640 --> 00:02:42.600]  這三千個從6歲至14歲的小孩子
[00:02:42.600 --> 00:02:46.760]  他們有76個
[00:02:46.760 --> 00:02:50.640]  當人問到他媽媽對他們多重要
[00:02:50.640 --> 00:02:54.480]  有76個表示給他們很好的意見
[00:02:54.480 --> 00:02:57.720]  所以有大約四分之三的小孩子
[00:02:57.720 --> 00:03:00.200]  都覺得媽媽給他們好的意見
[00:03:00.200 --> 00:03:01.760]  對他們有很大影響
[00:03:01.760 --> 00:03:02.720]  又差不多一半
[00:03:02.720 --> 00:03:06.320]  46%感謝媽媽對他們的幫助
[00:03:06.320 --> 00:03:07.600]  當然有些不懂得表達
[00:03:07.600 --> 00:03:09.000]  但是他表達出來
[00:03:09.000 --> 00:03:11.800]  都是感謝母親對他們的幫助
[00:03:11.800 --> 00:03:16.560]  如果問媽媽具備有什麼條件
[00:03:16.560 --> 00:03:18.080]  應該具備什麼條件
[00:03:18.080 --> 00:03:20.120]  他們認為希望媽媽
[00:03:20.120 --> 00:03:25.200]  有四分之三的人認為他們是支持他們
[00:03:25.200 --> 00:03:30.120]  這個給我們的母親們一些鼓勵
[00:03:30.120 --> 00:03:31.720]  也是了解
[00:03:31.720 --> 00:03:34.440]  然後也差不多的人數
[00:03:34.440 --> 00:03:38.920]  他們希望媽媽對他們的了解
[00:03:38.920 --> 00:03:40.800]  所以支持和了解
[00:03:40.800 --> 00:03:43.080]  有大約三分之一的認為
[00:03:43.080 --> 00:03:45.440]  希望他們能夠去鼓勵他們
[00:03:45.440 --> 00:03:47.280]  去發展他們的長處
[00:03:47.280 --> 00:03:48.120]  他們的潛能
[00:03:48.120 --> 00:03:49.120]  Inspire他們
[00:03:49.120 --> 00:03:50.040]  Inspiring
[00:03:50.040 --> 00:03:51.880]  所以這些都是一個調查
[00:03:51.880 --> 00:03:53.400]  給我們反映
[00:03:53.400 --> 00:03:57.280]  小孩子對母親的一些感受
[00:03:57.280 --> 00:03:58.280]  一些感恩
[00:03:58.280 --> 00:04:00.760]  也有一些期望
[00:04:00.760 --> 00:04:04.080]  所以我們今天來看
[00:04:04.080 --> 00:04:05.920]  做個好男人做個好女人
[00:04:05.920 --> 00:04:07.960]  當然我特別是說到
[00:04:07.960 --> 00:04:08.960]  好的母親
[00:04:08.960 --> 00:04:10.240]  好的婦女
[00:04:10.240 --> 00:04:11.560]  好的女人
[00:04:11.560 --> 00:04:17.920]  在《三妹記二十五章》這段經文裡面
[00:04:17.920 --> 00:04:18.920]  有學者研究
[00:04:18.920 --> 00:04:22.320]  Berlin他認為這個敘事文體
[00:04:22.320 --> 00:04:24.760]  這個敘事文體的分析
[00:04:24.760 --> 00:04:27.400]  就是去表達出
[00:04:27.400 --> 00:04:28.400]  有一個主角出來
[00:04:28.400 --> 00:04:29.760]  一直在說大衛的
[00:04:29.760 --> 00:04:31.720]  當然是大衛的故事
[00:04:31.720 --> 00:04:34.040]  但是表達了有一個很重要的角色
[00:04:34.040 --> 00:04:35.640]  就是阿比蓋
[00:04:35.640 --> 00:04:37.360]  阿比蓋他是一個
[00:04:37.360 --> 00:04:41.040]  可以說是一個敘事文體裡面
[00:04:41.040 --> 00:04:42.960]  一個主角
[00:04:42.960 --> 00:04:44.320]  他是一個type
[00:04:44.320 --> 00:04:45.640]  如果敘事文體是一個type
[00:04:45.640 --> 00:04:47.800]  type就是一個預表角色
[00:04:47.800 --> 00:04:49.360]  他要帶出一個故事
[00:04:49.360 --> 00:04:51.360]  和後面一個神學意義出來
[00:04:51.360 --> 00:04:53.960]  所以以敘事文體來分析
[00:04:53.960 --> 00:04:55.800]  這個type這個角色
[00:04:55.800 --> 00:04:58.320]  Berlin認為是可以表達出
[00:04:58.320 --> 00:04:59.600]  一個perfect wife
[00:04:59.600 --> 00:05:03.440]  或者一個完美的妻子的形象
[00:05:03.440 --> 00:05:06.560]  所以透過阿比蓋的故事
[00:05:06.560 --> 00:05:09.960]  其實將一些美好的婦女的德行
[00:05:09.960 --> 00:05:12.440]  或者女子應該有的
[00:05:12.440 --> 00:05:14.720]  在神眼中認為寶貴的東西
[00:05:14.720 --> 00:05:16.520]  向我們展示
[00:05:16.520 --> 00:05:18.120]  向我們啟示出來
[00:05:18.120 --> 00:05:19.920]  所以今天我們透過
[00:05:19.920 --> 00:05:23.400]  《三文魚記》第25章
[00:05:23.400 --> 00:05:24.720]  我們的思想
[00:05:24.720 --> 00:05:27.360]  集中在好女人那裡
[00:05:27.360 --> 00:05:29.280]  什麼是好女人呢?
[00:05:29.280 --> 00:05:30.880]  我們可以看到從經文
[00:05:30.880 --> 00:05:31.640]  第一
[00:05:31.640 --> 00:05:32.960]  讓我們看到的就是
[00:05:32.960 --> 00:05:35.480]  有什麼?
[00:05:35.480 --> 00:05:37.520]  有美貌
[00:05:37.520 --> 00:05:38.040]  為什麼呢?
[00:05:38.040 --> 00:05:42.480]  因為《三文魚記》上第25章的第三節
[00:05:42.480 --> 00:05:45.440]  開始形容這個故事
[00:05:45.440 --> 00:05:47.760]  敘述整件事的時候
[00:05:47.760 --> 00:05:49.240]  介紹阿比蓋
[00:05:49.240 --> 00:05:50.120]  怎麼介紹她呢?
[00:05:50.120 --> 00:05:51.440]  我們一起讀一讀這一節
[00:05:51.440 --> 00:05:53.160]  好嗎?第三節請讀
[00:05:53.160 --> 00:05:55.600]  那人名叫拿伯
[00:05:55.600 --> 00:05:57.640]  是加勒族的人
[00:05:57.640 --> 00:06:00.320]  他的妻名叫阿比蓋
[00:06:00.320 --> 00:06:04.120]  是聰明盡美的婦人
[00:06:04.120 --> 00:06:08.760]  拿伯為人剛愎兇惡
