
[00:00:00.000 --> 00:00:05.080]  很久以前 有一個半工讀的窮學生
[00:00:05.080 --> 00:00:09.760]  他為了賺取學費 於是兼職成為推銷員
[00:00:09.760 --> 00:00:13.320]  逐家逐戶去敲門推銷他的產品
[00:00:13.320 --> 00:00:15.960]  這一天就快到黃昏了
[00:00:15.960 --> 00:00:18.960]  他那天一單生意都沒發過市
[00:00:18.960 --> 00:00:23.640]  但是肚子就開始餓 又沒錢開飯
[00:00:23.640 --> 00:00:25.600]  於是唯有硬著頭皮
[00:00:25.600 --> 00:00:30.160]  想去拍下一家門口的時候 順便問他有沒有東西吃
[00:00:30.160 --> 00:00:32.640]  但是當他敲門 啪啪啪
[00:00:32.640 --> 00:00:35.360]  開門的竟然是一個小妹妹
[00:00:35.360 --> 00:00:38.120]  這個窮學生一時間不知所措
[00:00:38.120 --> 00:00:40.680]  明明肚子餓的 他只是問了一句話
[00:00:40.680 --> 00:00:42.560]  請問有沒有水喝
[00:00:42.560 --> 00:00:47.200]  這個妹妹見到他的樣子明明是很肚餓的
[00:00:47.200 --> 00:00:49.120]  但是又沒說任何話
[00:00:49.120 --> 00:00:53.320]  於是就主動倒了一杯很大的熱鮮奶給他
[00:00:53.320 --> 00:00:55.680]  這個窮學生很快就喝完
[00:00:55.680 --> 00:00:59.080]  接著問妹妹請問多少錢
[00:00:59.080 --> 00:01:00.720]  妹妹說不用錢的
[00:01:00.720 --> 00:01:05.600]  《善經》教我們 幫助任何人都不是期望回報
[00:01:05.600 --> 00:01:08.640]  這樣就多謝你了
[00:01:08.640 --> 00:01:12.920]  窮學生離開的時候 他不單止肚子飽了
[00:01:12.920 --> 00:01:16.440]  他覺得內心都有些少不同
[00:01:16.440 --> 00:01:18.720]  原來經過這麼長的時間
[00:01:18.720 --> 00:01:21.440]  他這麼辛苦半工讀都熬了很久
[00:01:21.440 --> 00:01:24.240]  心裏面有少少心灰意冷
[00:01:24.240 --> 00:01:26.360]  本來想著放棄
[00:01:26.360 --> 00:01:29.680]  但不知為何喝完這杯鮮奶就覺得
[00:01:29.680 --> 00:01:33.440]  好像有新的能力在他內心裏面湧流
[00:01:33.440 --> 00:01:35.520]  於是他就下了決心
[00:01:35.520 --> 00:01:40.120]  他要繼續讀書 繼續奮鬥
[00:01:40.120 --> 00:01:41.640]  過了很多年
[00:01:41.640 --> 00:01:45.240]  這個妹妹都長大成為一個少女
[00:01:45.240 --> 00:01:46.320]  但是很不幸
[00:01:46.320 --> 00:01:49.720]  她患了一種比較罕有的疾病
[00:01:49.720 --> 00:01:53.000]  在她地方的醫生束手無策
[00:01:53.000 --> 00:01:55.720]  女孩子的爸爸唯有送她去大城市那裏
[00:01:55.720 --> 00:01:58.760]  找當地著名的醫院
[00:01:58.760 --> 00:02:03.520]  並且有人介紹她去找一個當地很出名的醫生
[00:02:03.520 --> 00:02:06.960]  那個醫生一見到這個少女就馬上答應去醫她
[00:02:06.960 --> 00:02:11.920]  並且額外的盡心盡力去醫治
[00:02:11.920 --> 00:02:13.800]  經過幾個月的努力
[00:02:13.800 --> 00:02:16.920]  這個少女的疾病終於被醫好
[00:02:16.920 --> 00:02:18.760]  在出院的那一天
[00:02:18.760 --> 00:02:23.760]  姑娘將帳單送去少女的病房
[00:02:23.760 --> 00:02:25.600]  那個少女心想
[00:02:25.600 --> 00:02:31.720]  她在全城最出名的醫院住了幾個月
[00:02:31.720 --> 00:02:34.000]  還是名醫
[00:02:34.000 --> 00:02:36.400]  她成為她的主診醫生
[00:02:36.400 --> 00:02:39.680]  她想一想那個帳單一定是天文數字
[00:02:39.680 --> 00:02:41.960]  所以一時間不敢打開來看
[00:02:41.960 --> 00:02:43.440]  但是大家都明白
[00:02:43.440 --> 00:02:45.280]  你不敢打開始終都要打開
[00:02:45.280 --> 00:02:47.160]  於是她打開那個帳單
[00:02:47.160 --> 00:02:49.840]  一看裏面不是天文數字
[00:02:49.840 --> 00:02:52.880]  只是寫了幾個字
[00:02:52.880 --> 00:02:58.160]  「一杯鮮奶已經足夠找清醫藥費」
[00:02:58.160 --> 00:03:03.080]  侯活凱麗醫生 Dr. Howard Kelly
[00:03:03.080 --> 00:03:08.000]  侯活凱麗醫生是婦科的創辦人
[00:03:08.000 --> 00:03:11.920]  也是當年的窮學生
[00:03:11.920 --> 00:03:17.480]  今日的講題是「服侍弟兄中最少的」
[00:03:17.480 --> 00:03:21.640]  究竟哪一個是弟兄中最少的呢?
[00:03:21.640 --> 00:03:23.320]  在這個真人真事裏面
[00:03:23.320 --> 00:03:25.920]  究竟那個患病的少女是誰呢?
[00:03:25.920 --> 00:03:29.520]  還是當年的窮學生是誰呢?
[00:03:29.520 --> 00:03:34.560]  究竟為什麼服侍弟兄中最少的那麼重要呢?
[00:03:34.560 --> 00:03:37.480]  原來因為耶穌再回來的時候
[00:03:37.480 --> 00:03:39.880]  這是一個審配的準則
[00:03:39.880 --> 00:03:41.880]  讓我們一起先看兩段聖經
[00:03:41.880 --> 00:03:45.400]  《馬太福音》二十五章三十一至三十三節
[00:03:45.400 --> 00:03:46.400]  稍後我們一起讀
[00:03:46.400 --> 00:03:47.720]  一二三
[00:03:47.720 --> 00:03:50.560]  「香人旨在他榮耀裡
[00:03:50.560 --> 00:03:53.920]  同著中天使降臨的時候
[00:03:53.920 --> 00:03:57.120]  要坐在他榮耀的寶座上
[00:03:57.120 --> 00:04:00.680]  萬民都要聚集在他面前
[00:04:00.680 --> 00:04:03.680]  他要把他們分別出來
[00:04:03.680 --> 00:04:06.920]  好像牧羊的分別綿羊
[00:04:06.920 --> 00:04:08.440]  山羊一半
[00:04:08.440 --> 00:04:11.320]  把綿羊安置在右邊
[00:04:11.320 --> 00:04:13.360]  山羊在左邊
[00:04:13.360 --> 00:04:15.480]  第二段是二十五章四十六節
[00:04:15.480 --> 00:04:16.120]  我們一起讀
[00:04:16.120 --> 00:04:17.240]  一二三
[00:04:17.240 --> 00:04:20.440]  「這些人要往永盈裡去
[00:04:20.440 --> 00:04:24.160]  那些義人要往永生裡去」
[00:04:24.160 --> 00:04:26.400]  當耶穌回來的時候
[00:04:26.400 --> 00:04:28.920]  祂要把羊分為兩邊
[00:04:28.920 --> 00:04:31.080]  祂的右邊是滅羊
[00:04:31.080 --> 00:04:35.600]  即是我們剛才所說的那些、這些義人
[00:04:35.600 --> 00:04:38.800]  另外耶穌的左邊是山羊
[00:04:38.800 --> 00:04:40.880]  即是那些人
[00:04:40.880 --> 00:04:42.400]  綿羊那批
[00:04:42.400 --> 00:04:44.400]  即是那些義人
[00:04:44.400 --> 00:04:46.720]  他們要承受永生
[00:04:46.720 --> 00:04:49.480]  而左邊的山羊
[00:04:49.480 --> 00:04:51.240]  即是「這些人」綠色的字
[00:04:51.240 --> 00:04:54.200]  那些人要得著永盈
[00:04:54.200 --> 00:04:56.800]  兩批羊都有不同的結局
[00:04:56.800 --> 00:04:59.640]  但這些結局是怎樣決定的呢?
[00:04:59.640 --> 00:05:02.840]  讓我們再看兩節聖經
[00:05:02.840 --> 00:05:05.880]  白提福音二十五章四十和四十五節
[00:05:05.880 --> 00:05:06.720]  等一會我們一起讀
[00:05:06.720 --> 00:05:07.840]  一二三
[00:05:07.840 --> 00:05:09.440]  「王耀回答說
[00:05:09.440 --> 00:05:11.400]  我實在告訴你們
[00:05:11.400 --> 00:05:15.280]  這些事你們既作在我這弟兄中
[00:05:15.280 --> 00:05:17.800]  一個最小的身上
[00:05:17.800 --> 00:05:20.320]  就是作在我身上了」
[00:05:20.320 --> 00:05:21.760]  第二節是四十五節
[00:05:21.760 --> 00:05:23.480]  「王耀回答說
[00:05:23.480 --> 00:05:25.440]  我實在告訴你們
[00:05:25.440 --> 00:05:29.600]  這些事你們既不作在我這弟兄中
[00:05:29.600 --> 00:05:31.840]  一個最小的身上
[00:05:31.840 --> 00:05:35.320]  就是不作在我身上了」
[00:06:02.360 --> 00:06:04.520]  「這就是他的罪了」
[00:06:04.520 --> 00:06:05.120]  換句話說
[00:06:05.120 --> 00:06:06.280]  耶穌審判的是
[00:06:06.280 --> 00:06:09.200]  我們明知要做那件事
[00:06:09.200 --> 00:06:10.680]  想我們做那件事
[00:06:10.680 --> 00:06:13.040]  但我們卻無足
[00:06:13.040 --> 00:06:15.040]  這就是所說的
[00:06:15.040 --> 00:06:17.360]  行善是行甚麼善呢?
[00:06:17.360 --> 00:06:19.560]  我相信他是在直指
[00:06:19.560 --> 00:06:22.040]  服侍弟兄中最小的
[00:06:22.040 --> 00:06:24.240]  問題又回來了
[00:06:24.240 --> 00:06:26.320]  服侍弟兄中最小的
[00:06:26.320 --> 00:06:30.160]  究竟誰是弟兄中最小的呢?
[00:06:30.160 --> 00:06:32.280]  我們要先搞清楚
[00:06:32.280 --> 00:06:33.680]  甚麼是弟兄呢?
[00:06:33.680 --> 00:06:35.080]  誰是弟兄呢?
[00:06:35.080 --> 00:06:38.760]  林同學解經當然有大致上三種說法
[00:06:38.760 --> 00:06:40.480]  第一種說法是
[00:06:40.480 --> 00:06:42.480]  弟兄是猶太人
[00:06:42.480 --> 00:06:45.200]  我們如何對待猶太人呢?
[00:06:45.200 --> 00:06:47.680]  是決定我們是否得著永生
[00:06:47.680 --> 00:06:49.040]  這是第一個說法
[00:06:49.040 --> 00:06:50.720]  第二個說法就是門徒
[00:06:50.720 --> 00:06:52.040]  誰是門徒呢?
[00:06:52.040 --> 00:06:53.960]  傳福音的就是門徒
[00:06:53.960 --> 00:06:58.080]  我們是否接待傳福音的門徒
[00:06:58.080 --> 00:07:01.240]  就是決定我們是否得著永生
[00:07:01.240 --> 00:07:03.600]  第三個就是所有人
[00:07:03.600 --> 00:07:06.560]  換句話說每一個被神創造
[00:07:06.560 --> 00:07:09.680]  被神創造一定有神的形象的人
[00:07:09.680 --> 00:07:10.960]  就是所有人
[00:07:10.960 --> 00:07:13.280]  我比較同意第三種說法
[00:07:13.280 --> 00:07:14.320]  就是所有人
[00:07:14.320 --> 00:07:15.600]  所有神所創造的
[00:07:15.600 --> 00:07:17.400]  所有擁有神的形象的人
[00:07:17.400 --> 00:07:19.160]  為甚麼呢?我有兩個原因
[00:07:19.160 --> 00:07:22.480]  第一個就是這本聖經是馬太福音
[00:07:22.480 --> 00:07:25.600]  馬太福音的寫作對象雖然是猶太人
[00:07:25.600 --> 00:07:28.160]  但馬太福音裏面有一個很重要的概念
[00:07:28.160 --> 00:07:29.960]  就是萬民
[00:07:29.960 --> 00:07:31.480]  甚麼是萬民呢?
[00:07:31.480 --> 00:07:32.960]  萬民就是所有的人
[00:07:32.960 --> 00:07:34.560]  不論你是否猶太人
[00:07:34.560 --> 00:07:36.160]  不論你是否外邦人
[00:07:36.160 --> 00:07:37.320]  不論你是甚麼背景
[00:07:37.320 --> 00:07:38.200]  不論你是甚麼身份
[00:07:38.200 --> 00:07:39.680]  不論你的過往是怎樣
[00:07:39.680 --> 00:07:42.000]  所有的人是萬民
[00:07:42.000 --> 00:07:43.200]  第二個原因
[00:07:43.200 --> 00:07:46.400]  福音書裏面有很多東西都很相似
[00:07:46.400 --> 00:07:48.080]  其中一件事就是
[00:07:48.080 --> 00:07:54.280]  路加福十章二十九節裏面有一個律師問耶穌
[00:07:54.280 --> 00:07:55.720]  問耶穌甚麼呢?
[00:07:55.720 --> 00:07:57.480]  誰是我的鄰舍
[00:07:57.480 --> 00:08:00.400]  耶穌說誰需要幫助就是你的鄰舍
[00:08:00.400 --> 00:08:02.320]  誰有需要就是你的鄰舍
[00:08:02.320 --> 00:08:04.120]  耶穌的重點是
[00:08:04.120 --> 00:08:06.200]  誰是鄰舍不用問誰
[00:08:06.200 --> 00:08:08.680]  是問那個人是否有需要
[00:08:08.680 --> 00:08:10.960]  有需要的人就是你的鄰舍
[00:08:10.960 --> 00:08:13.240]  同樣放在這裏一樣
[00:08:13.240 --> 00:08:14.880]  誰是弟兄呢?
[00:08:14.880 --> 00:08:17.400]  誰是弟兄的身份不是很重要
[00:08:17.400 --> 00:08:20.040]  最重要的是他是否最小的
[00:08:20.040 --> 00:08:21.080]  最小的是甚麼?
[00:08:21.080 --> 00:08:23.080]  最小的是需要幫助
[00:08:23.080 --> 00:08:25.440]  需要服侍的人
[00:08:25.440 --> 00:08:26.200]  換句話說
[00:08:26.200 --> 00:08:29.000]  弟兄中最小的是甚麼人呢?
[00:08:29.000 --> 00:08:31.120]  是所有需要幫助
[00:08:31.120 --> 00:08:32.920]  所有需要服侍
[00:08:32.920 --> 00:08:36.400]  所有需要你協助的人
[00:08:36.400 --> 00:08:38.520]  這些人無論是甚麼出身
[00:08:38.520 --> 00:08:40.200]  無論是甚麼背景
[00:08:40.200 --> 00:08:42.000]  無論他的過往是怎樣
[00:08:42.000 --> 00:08:43.800]  無論他住山頂豪宅也好
[00:08:43.800 --> 00:08:45.200]  他住劏房也好
[00:08:45.200 --> 00:08:46.560]  他懂不懂字也好
[00:08:46.560 --> 00:08:47.760]  他過往是怎樣也好
[00:08:47.760 --> 00:08:48.800]  都不重要
[00:08:48.800 --> 00:08:52.320]  重點是他們是否需要幫助
[00:08:52.320 --> 00:08:53.880]  逢親友幫助
[00:08:53.880 --> 00:08:56.840]  他們就是弟兄中最小的
[00:08:56.840 --> 00:09:02.200]  可能有些弟兄姐妹在聽耶穌形容審判的時候
[00:09:02.200 --> 00:09:04.880]  可能心裏或多或少有個疑問
[00:09:04.880 --> 00:09:08.960]  我們的信仰不是因信稱義的嗎?
[00:09:08.960 --> 00:09:12.280]  你憑著信心你就得救了
[00:09:12.280 --> 00:09:14.440]  現在說著說著
[00:09:14.440 --> 00:09:16.880]  審判是否你做了事
[00:09:16.880 --> 00:09:17.800]  還是沒有做事
[00:09:17.800 --> 00:09:20.560]  可以說得好像行為稱義一樣
[00:09:20.560 --> 00:09:24.520]  你做不做事決定你是否承受永生
[00:09:24.520 --> 00:09:26.640]  這件事有少許疑問
[00:09:26.640 --> 00:09:28.840]  等一下我要明白一個概念
[00:09:28.840 --> 00:09:32.560]  就是信心和行為是分不開的
[00:09:32.560 --> 00:09:34.040]  《雅各書》裏面說
[00:09:34.040 --> 00:09:39.000]  「信心若沒有行為是死的」
[00:09:39.000 --> 00:09:39.840]  換句話說
[00:09:39.840 --> 00:09:41.280]  如果你有信心
[00:09:41.280 --> 00:09:46.920]  你就必定會有附帶隨之而出來的具體行動
[00:09:46.920 --> 00:09:48.520]  用我們的說法來說
[00:09:48.520 --> 00:09:52.640]  如果你信得過神的供應和保守
[00:09:52.640 --> 00:09:55.160]  你信得過神的恩典夠你用
[00:09:55.160 --> 00:09:58.800]  你就必定會有一種願意付出
[00:09:58.800 --> 00:10:00.680]  做合神心意的事
[00:10:00.680 --> 00:10:01.800]  我再說多一次
[00:10:01.800 --> 00:10:05.440]  甚麼叫信心和行為必定有關係呢?
[00:10:05.440 --> 00:10:09.120]  就是如果你信得過神的供應、保守
[00:10:09.120 --> 00:10:11.440]  和祂的恩典是夠你用的話
[00:10:11.440 --> 00:10:16.440]  你就會願意付出你的事、你的時間、你的精神
[00:10:16.440 --> 00:10:20.040]  去做合神心意的事
[00:10:46.440 --> 00:10:47.840]  我還有一些弟兄姊妹寫筆記
[00:10:47.840 --> 00:10:51.960]  我心裏面為我們這麼多弟兄姊妹
[00:10:51.960 --> 00:10:53.200]  不是同福堂的弟兄姊妹
[00:10:53.200 --> 00:10:54.800]  有這麼多弟兄姊妹
[00:10:54.800 --> 00:10:58.000]  渴慕神的說話去為他們感恩
