
[00:00:00.000 --> 00:00:04.860]  上一次其實已經和大家開始了約書亞記
[00:00:04.860 --> 00:00:07.940]  我們講了約書亞記的介紹
[00:00:07.940 --> 00:00:10.500]  今天要講第一章
[00:00:10.500 --> 00:00:13.560]  其實今天的信息都頗應節
[00:00:13.560 --> 00:00:16.900]  剛才我們都聽見Lee和Cindy說
[00:00:16.900 --> 00:00:20.980]  剛強壯膽在新的一年我們怎樣能夠學習
[00:00:20.980 --> 00:00:25.340]  剛強壯膽是有堅強的信心
[00:00:25.340 --> 00:00:29.180]  上一次和大家講了約書亞記的背景
[00:00:29.180 --> 00:00:31.740]  摩西已經去世
[00:00:31.740 --> 00:00:34.300]  約書亞承繼摩西
[00:00:34.300 --> 00:00:36.420]  成為以色列人的領袖
[00:00:36.420 --> 00:00:40.180]  要帶領以色列人進入迦蘭的應許之地
[00:00:40.180 --> 00:00:43.780]  其實這是一個很艱難的任務
[00:00:43.780 --> 00:00:49.400]  要成為以色列人的領袖已經不是一件容易的事
[00:00:49.400 --> 00:00:52.480]  還要成為摩西的接班人
[00:00:52.480 --> 00:00:57.340]  你想想摩西在以色列人的心目中是一個多偉大的領袖
[00:00:57.340 --> 00:01:02.720]  你要成為一個這麼偉大的領袖的接班人談何容易
[00:01:02.720 --> 00:01:05.020]  雖然我們等下會見到
[00:01:05.020 --> 00:01:07.840]  其實摩西都有他失敗的地方
[00:01:07.840 --> 00:01:12.180]  但不失為一個偉大的領袖
[00:01:12.180 --> 00:01:13.720]  我們一起來看看
[00:01:13.720 --> 00:01:17.820]  神的確能夠興起一個合他心意的
[00:01:17.820 --> 00:01:19.600]  摩西的接班人
[00:01:19.600 --> 00:01:22.680]  在約書亞記24章31節
[00:01:22.680 --> 00:01:26.260]  約書亞記差不多最後的部分
[00:01:26.260 --> 00:01:30.360]  經文說約書亞在世和約書亞死後
[00:01:30.360 --> 00:01:36.240]  那些知道耶和華為以色列人所行諸事的長老
[00:01:36.240 --> 00:01:40.600]  還在的時候以色列人侍奉耶和華
[00:01:40.600 --> 00:01:43.160]  無論約書亞在生
[00:01:43.160 --> 00:01:45.200]  或者他已經去世
[00:01:45.200 --> 00:01:48.020]  只要那些曾經見過
[00:01:48.020 --> 00:01:54.940]  神怎樣在以色列人的身上有神跡其事的長老還在的時候
[00:01:54.940 --> 00:01:56.720]  那些以色列人又如何?
[00:01:56.720 --> 00:02:00.320]  他們都盡心侍奉耶和華
[00:02:00.320 --> 00:02:05.180]  這是在樹摩西的時候我們沒有見到的
[00:02:05.180 --> 00:02:06.720]  我們一起來看看
[00:02:06.720 --> 00:02:09.280]  神怎樣興起約書亞
[00:02:09.280 --> 00:02:11.580]  成為一個剛強壯膽
[00:02:11.580 --> 00:02:13.880]  有堅強信心的人
[00:02:13.880 --> 00:02:17.980]  今天會跟大家看一共有六點
[00:02:17.980 --> 00:02:21.300]  第一點要成為一個剛強壯膽
[00:02:21.300 --> 00:02:23.100]  信心堅強的人
[00:02:23.100 --> 00:02:27.960]  是要首先知道神在我們身上的旨意
[00:02:27.960 --> 00:02:33.340]  約書亞是清楚明白神在以色列人身上的旨意
[00:02:33.340 --> 00:02:36.920]  在《約書亞記》的一章一至三節
[00:02:36.920 --> 00:02:40.260]  耶和華的僕人摩西死了以後
[00:02:40.260 --> 00:02:42.960]  耶和華曉遇摩西的幫手
[00:02:42.960 --> 00:02:45.380]  亂的兒子約書亞說
[00:02:45.380 --> 00:02:47.680]  我的僕人摩西死了
[00:02:47.680 --> 00:02:49.720]  現在你要起來
[00:02:49.720 --> 00:02:52.540]  和眾百姓過者約旦河
[00:02:52.540 --> 00:02:56.120]  往我所要賜給以色列人的地去
[00:02:56.120 --> 00:02:58.680]  凡你腳掌所踏之地
[00:02:58.680 --> 00:03:04.060]  我都照著我所應許摩西的話賜給你們了
[00:03:04.060 --> 00:03:07.640]  神很清楚給約書亞的指示
[00:03:07.640 --> 00:03:11.220]  你要起來你要過約旦河
[00:03:11.220 --> 00:03:13.020]  去到應許之地
[00:03:13.020 --> 00:03:15.580]  凡你所踏足之地
