
[00:00:00.000 --> 00:00:03.280]  今天我們會跟大家一齊繼續看「死鬥行傳」
[00:00:03.280 --> 00:00:05.120]  我們來到保羅的行程
[00:00:05.120 --> 00:00:06.720]  去到幾個地方
[00:00:06.720 --> 00:00:08.920]  所以我們很想跟大家一齊來到去
[00:00:08.920 --> 00:00:11.960]  藉著保羅去到不同地方的宣講
[00:00:11.960 --> 00:00:13.280]  和他的經歷
[00:00:13.280 --> 00:00:14.840]  讓我們再一次想一下
[00:00:14.840 --> 00:00:18.160]  今天我們所持守的信仰
[00:00:18.160 --> 00:00:20.440]  今天我們所擁有的聖經
[00:00:20.440 --> 00:00:23.240]  這本真理成為我們的基石
[00:00:23.240 --> 00:00:25.520]  最重要是能夠讓我們生命
[00:00:25.520 --> 00:00:28.240]  可以磨練得更加好
[00:00:28.240 --> 00:00:32.040]  更加來到神所喜悅的一個生命
[00:00:32.040 --> 00:00:34.320]  我很想跟大家分開讀幾段經文
[00:00:34.320 --> 00:00:36.880]  因為太長的經文讀不完
[00:00:36.880 --> 00:00:38.160]  仍然鼓勵弟兄姊妹
[00:00:38.160 --> 00:00:42.280]  可以回去多些去溫習「死鬥行傳」
[00:00:42.280 --> 00:00:44.160]  無論前後都好
[00:00:44.160 --> 00:00:45.720]  昨天晚課完了之後
[00:00:45.720 --> 00:00:48.720]  有位弟兄走來跟我分享
[00:00:48.720 --> 00:00:53.600]  他自己今年開始來崇拜讀「死鬥行傳」的時候
[00:00:53.600 --> 00:00:54.840]  他真的很乖
[00:00:54.840 --> 00:00:59.640]  他說他每次回去聽完都會再看「死鬥行傳」
[00:00:59.640 --> 00:01:01.360]  他又不只是看那一章
[00:01:01.360 --> 00:01:03.480]  他說他看過「死鬥行傳」很多次
[00:01:03.480 --> 00:01:05.600]  由頭到尾再一起來看
[00:01:05.600 --> 00:01:08.480]  我相信這也是神給我們有寶貴的話語
[00:01:08.480 --> 00:01:10.320]  讓我們能夠從「死鬥行傳」
[00:01:10.320 --> 00:01:12.720]  神的訊息當中來領受
[00:01:12.720 --> 00:01:14.800]  更加讓我們的生命可以成長
[00:01:14.800 --> 00:01:17.960]  讓教會同樣可以成長
[00:01:17.960 --> 00:01:21.080]  我才想跟大家一起讀17章的1到4節
[00:01:21.080 --> 00:01:24.400]  和10到12節這幾節的經文
[00:01:24.400 --> 00:01:26.560]  我們一起讀完這幾節經文
[00:01:26.560 --> 00:01:27.680]  找到的我們一起讀
[00:01:27.680 --> 00:01:29.160]  預備起
[00:01:29.160 --> 00:01:34.720]  保羅和西拉經過暗非波利亞波羅尼亞
[00:01:34.720 --> 00:01:36.960]  來到切薩羅尼加
[00:01:36.960 --> 00:01:40.560]  在那裡有猶太人的會堂
[00:01:40.560 --> 00:01:44.040]  保羅照他素常的規矩進去
[00:01:44.040 --> 00:01:46.320]  一連三個安息日
[00:01:46.320 --> 00:01:49.560]  本著聖經與他們辯論
[00:01:49.560 --> 00:01:53.080]  講解陳明基督必須受害
[00:01:53.080 --> 00:01:54.840]  從死裡復活
[00:01:54.840 --> 00:02:01.120]  又說我所傳與你們的這位耶穌就是基督
[00:02:01.120 --> 00:02:04.560]  他們中間有些人聽了勸
[00:02:04.560 --> 00:02:07.520]  就服從保羅和西拉
[00:02:07.520 --> 00:02:10.960]  並有許多虔敬的希臘人
[00:02:10.960 --> 00:02:14.360]  尊貴的婦女也不少
[00:02:14.360 --> 00:02:17.520]  弟兄們隨即在夜間打發
[00:02:17.520 --> 00:02:21.200]  保羅和西拉往比利亞去
[00:02:21.200 --> 00:02:25.520]  而人到了就進入猶太人的會堂
[00:02:25.520 --> 00:02:29.680]  這地方的人言於切薩羅尼加的人
[00:02:29.680 --> 00:02:31.960]  甘心領受這道
[00:02:31.960 --> 00:02:34.320]  天天考察聖經
[00:02:34.320 --> 00:02:37.760]  要曉得這道是與不是
[00:02:37.760 --> 00:02:41.400]  所以他們中間多有相信的
[00:02:41.400 --> 00:02:44.360]  又有希臘尊貴的婦女
[00:02:44.360 --> 00:02:47.040]  男子也不少
[00:02:47.040 --> 00:02:49.320]  這裡是保羅去到切薩羅尼加
[00:02:49.320 --> 00:02:51.520]  去到比利亞兩個地方
[00:02:51.520 --> 00:02:57.760]  傳福音與不同的人講解聖經
[00:02:57.760 --> 00:03:00.440]  所以今天我想問三個問題
[00:03:00.440 --> 00:03:03.720]  讓弟兄姊妹我們一起從十七章裡面
[00:03:03.720 --> 00:03:05.080]  去藉著這三個問題
[00:03:05.080 --> 00:03:08.920]  來想想我們信仰人生的一些歷程
[00:03:08.920 --> 00:03:10.120]  我想不單只是今天問
[00:03:10.120 --> 00:03:12.040]  可能大家回到家之後
[00:03:12.040 --> 00:03:14.880]  以後隔時間也問一下自己
[00:03:14.880 --> 00:03:16.000]  第二個問題是什麼呢
[00:03:16.000 --> 00:03:17.160]  我想問一下大家
[00:03:17.160 --> 00:03:21.560]  你讀一本怎樣的聖經呢
[00:03:21.560 --> 00:03:24.880]  這裡提到保羅在切薩羅尼加也是講聖經
[00:03:24.880 --> 00:03:26.200]  去到比利亞的時候
[00:03:26.200 --> 00:03:27.920]  比利亞那些人信了主之後
[00:03:27.920 --> 00:03:31.360]  就天天考察聖經
[00:03:31.360 --> 00:03:33.560]  大家有沒有想過
[00:03:33.560 --> 00:03:36.080]  以前的人讀聖經呢
[00:03:36.080 --> 00:03:38.200]  讀什麼聖經呢
[00:03:38.200 --> 00:03:40.160]  大家應該知道當時的人
[00:03:40.160 --> 00:03:41.560]  未有新約聖經
[00:03:41.560 --> 00:03:42.840]  沒有《史唐人傳》讀的
[00:03:42.840 --> 00:03:46.240]  他們讀的是舊約聖經
[00:03:46.240 --> 00:03:47.480]  但是今天我想問一下大家
[00:03:47.480 --> 00:03:50.440]  你正在讀一本怎樣的聖經呢
[00:03:50.440 --> 00:03:51.560]  是不是通常都是
[00:03:51.560 --> 00:03:54.720]  你家裡一人也有一本聖經
[00:03:54.720 --> 00:03:56.240]  可能不止呢
[00:03:56.240 --> 00:03:58.080]  大家如果在我們教會受浸
[00:03:58.080 --> 00:04:00.160]  受浸之後我們一定送一本聖經
[00:04:00.160 --> 00:04:01.440]  可能你在不同的時候
[00:04:01.440 --> 00:04:03.400]  也買了一些不同的聖經
[00:04:03.400 --> 00:04:05.280]  應該不是一本聖經
[00:04:05.280 --> 00:04:06.840]  所以有時候在家裡
[00:04:06.840 --> 00:04:09.440]  我不知道你家裡也有其他
[00:04:09.440 --> 00:04:11.480]  信主的家人的時候
[00:04:11.480 --> 00:04:12.680]  會不會都是你讀你的
[00:04:12.680 --> 00:04:13.760]  我讀我的
[00:04:13.760 --> 00:04:16.360]  大家一人讀自己的聖經
[00:04:16.360 --> 00:04:17.400]  就是你有你的聖經
[00:04:17.400 --> 00:04:18.880]  我有我的聖經
[00:04:18.880 --> 00:04:19.960]  但是有時候我們又會問
[00:04:19.960 --> 00:04:21.640]  為什麼大家都是讀
[00:04:21.640 --> 00:04:23.360]  應該是同一本聖經
[00:04:23.360 --> 00:04:27.480]  聖經好像發生了不同的爭拗呢
[00:04:27.480 --> 00:04:30.360]  最近我們在說社會的一些議題
[00:04:30.360 --> 00:04:31.440]  下一兩章不介意
[00:04:31.440 --> 00:04:34.400]  我們說一些社會議題
[00:04:34.400 --> 00:04:36.440]  有人就用聖經告訴你
[00:04:36.440 --> 00:04:37.640]  我贊成
[00:04:37.640 --> 00:04:38.680]  有人就告訴你
[00:04:38.680 --> 00:04:40.680]  聖經應該反對的
[00:04:40.680 --> 00:04:42.360]  就是大家有時候覺得
[00:04:42.360 --> 00:04:44.320]  到底這個又是講聖經
[00:04:44.320 --> 00:04:45.200]  這個又是牧師
[00:04:45.200 --> 00:04:46.520]  那個又是講聖經
