
[00:00:00.000 --> 00:00:03.000]  我們在一起同心禱告
[00:00:03.000 --> 00:00:08.000]  親愛的主我們在你面前打開你的話語
[00:00:08.000 --> 00:00:11.000]  我們也求主打開我們的心
[00:00:11.000 --> 00:00:13.000]  打開我們的耳朵
[00:00:13.000 --> 00:00:15.000]  還有打開我們的眼睛
[00:00:15.000 --> 00:00:17.000]  讓我們可以看見
[00:00:17.000 --> 00:00:19.000]  讓我們可以聽見
[00:00:19.000 --> 00:00:22.000]  讓我們的心也被你的話所觸動
[00:00:22.000 --> 00:00:25.000]  禱告奉耶穌基督的名稱
[00:00:25.000 --> 00:00:29.000]  我想《使徒行傳》第五章的第一節到十一節
[00:00:29.000 --> 00:00:32.000]  對許多的人來講
[00:00:32.000 --> 00:00:35.000]  是一段挺難解的一段經文
[00:00:35.000 --> 00:00:38.000]  五章的第一節到十一節
[00:00:38.000 --> 00:00:40.000]  對基督徒還有非基督徒來講
[00:00:40.000 --> 00:00:43.000]  都覺得不容易理解
[00:00:43.000 --> 00:00:46.000]  特別我們現代人讀這段經文的時候
[00:00:46.000 --> 00:00:49.000]  我們覺得不僅僅是很難理解
[00:00:49.000 --> 00:00:51.000]  有時候甚至覺得不太同意
[00:00:51.000 --> 00:00:55.000]  不太能夠接納這個經文給我們看到的
[00:00:55.000 --> 00:00:57.000]  這樣的一種情況
[00:00:57.000 --> 00:00:58.000]  什麼情況呢
[00:00:58.000 --> 00:01:02.000]  就是這一對夫婦亞娜蕾亞還有莎菲拉
[00:01:02.000 --> 00:01:05.000]  他們說謊結果就死了
[00:01:05.000 --> 00:01:08.000]  我們覺得是不是太嚴重一點了
[00:01:08.000 --> 00:01:10.000]  還是太過嚴重了吧
[00:01:10.000 --> 00:01:13.000]  我們覺得這個故事對我們來講
[00:01:13.000 --> 00:01:17.000]  就挺難接受的
[00:01:17.000 --> 00:01:19.000]  為什麼挺難接受呢
[00:01:19.000 --> 00:01:23.000]  我猜想我們現代人覺得
[00:01:23.000 --> 00:01:28.000]  人終免不了會說謊吧
[00:01:28.000 --> 00:01:30.000]  如果說謊就死人了
[00:01:30.000 --> 00:01:35.000]  那我們每個人聽讀這段經文都很難過的
[00:01:35.000 --> 00:01:38.000]  我們覺得這段經文難理解
[00:01:38.000 --> 00:01:41.000]  其實心裡面還是覺得不容易接受
[00:01:41.000 --> 00:01:43.000]  我們其實覺得不容易接受
[00:01:43.000 --> 00:01:46.000]  是因為我們大概心裡面也覺得
[00:01:46.000 --> 00:01:49.000]  人呢免不了說謊的
[00:01:49.000 --> 00:01:51.000]  香港人有這麼一句話
[00:01:51.000 --> 00:01:55.000]  人在江湖分不了邊
[00:01:55.000 --> 00:01:57.000]  所以你在江湖嘛
[00:01:57.000 --> 00:01:59.000]  你也要說謊的
[00:01:59.000 --> 00:02:01.000]  你不說謊還不行的這樣子
[00:02:01.000 --> 00:02:04.000]  然後在西方甚至有一個這麼講法叫
[00:02:04.000 --> 00:02:06.000]  White Lie
[00:02:06.000 --> 00:02:07.000]  白色的謊言
[00:02:07.000 --> 00:02:09.000]  就是說你不害人的謊言
[00:02:09.000 --> 00:02:11.000]  還是可以講的
[00:02:11.000 --> 00:02:14.000]  所以就是一些不太完全的謊言
[00:02:14.000 --> 00:02:18.000]  或說一些我們覺得不怎麼樣的一些謊言
[00:02:18.000 --> 00:02:20.000]  我們心裡面覺得是可以講的
[00:02:20.000 --> 00:02:22.000]  如果我們認為可以講的話
[00:02:22.000 --> 00:02:25.000]  這段經文對我們來講是非常非常困難的
[00:02:25.000 --> 00:02:28.000]  你知道為什麼我們讀這段經文的時候
[00:02:28.000 --> 00:02:29.000]  覺得很難理解
[00:02:29.000 --> 00:02:30.000]  不單單是很難理解
[00:02:30.000 --> 00:02:32.000]  也挺難接受的
[00:02:32.000 --> 00:02:34.000]  當然除了這一點以外
[00:02:34.000 --> 00:02:36.000]  我們覺得這段經文背後
[00:02:36.000 --> 00:02:39.000]  讓我們所看見的那位神
[00:02:39.000 --> 00:02:42.000]  跟我們在西元聖經裡面所理解的那個神
[00:02:42.000 --> 00:02:44.000]  有點出入 有點落差
[00:02:44.000 --> 00:02:47.000]  都是路加的作品
[00:02:47.000 --> 00:02:49.000]  比方說在路加福音裡面
[00:02:49.000 --> 00:02:54.000]  我們看到的神就非常能夠的赦免
[00:02:54.000 --> 00:02:56.000]  非常有愛心
[00:02:56.000 --> 00:02:57.000]  對不對
[00:02:57.000 --> 00:02:59.000]  我們才記得在路加裡面
[00:02:59.000 --> 00:03:02.000]  福音書裡面有好許多的比喻
[00:03:02.000 --> 00:03:05.000]  都把神的憐憫
[00:03:05.000 --> 00:03:07.000]  祂的慈愛 祂的赦免
[00:03:07.000 --> 00:03:11.000]  寫得非常非常的淋漓盡致
[00:03:11.000 --> 00:03:14.000]  最精彩的一個就是路加福音的十五章
[00:03:14.000 --> 00:03:16.000]  我們大概都會認識
[00:03:16.000 --> 00:03:18.000]  就是施楊的比喻 施田的比喻
[00:03:18.000 --> 00:03:20.000]  當然最後就是施兒子的比喻
[00:03:20.000 --> 00:03:22.000]  小的兒子 大的兒子
[00:03:22.000 --> 00:03:24.000]  那我們記得那個比喻的話
[00:03:24.000 --> 00:03:26.000]  就是那個父親是代表神
[00:03:26.000 --> 00:03:29.000]  是如此的接納
[00:03:29.000 --> 00:03:32.000]  如此的赦免 如此的憐憫
[00:03:32.000 --> 00:03:35.000]  所以就跟我們剛剛讀的那段經文
[00:03:35.000 --> 00:03:38.000]  十六經章第五章
[00:03:38.000 --> 00:03:42.000]  背後所看見的那個神是那麼的嚴厲
[00:03:42.000 --> 00:03:46.000]  那麼的嚴厲 好像有一個的落差
[00:03:46.000 --> 00:03:47.000]  這是第二個原因
[00:03:47.000 --> 00:03:50.000]  我們為什麼覺得這段經文很難解
[00:03:50.000 --> 00:03:51.000]  還有第三個原因
[00:03:51.000 --> 00:03:53.000]  就是我們覺得這個經文難理解
[00:03:53.000 --> 00:03:56.000]  就覺得這個經文裡面的現象
[00:03:56.000 --> 00:03:58.000]  跟我們的實際的生活
[00:03:58.000 --> 00:04:01.000]  好像有一個很大很大的距離
[00:04:01.000 --> 00:04:03.000]  有一個很大的距離
[00:04:03.000 --> 00:04:06.000]  就是說經文裡面所寫的一種情況
[00:04:06.000 --> 00:04:09.000]  好像從來沒有見過
[00:04:09.000 --> 00:04:11.000]  從來沒有人見過
[00:04:11.000 --> 00:04:12.000]  不要說死了
[00:04:12.000 --> 00:04:18.000]  你記得我們讀過一個童話故事嗎
[00:04:18.000 --> 00:04:21.000]  木偶奇遇記 Pinocchio
[00:04:21.000 --> 00:04:24.000]  Pinocchio一講一個謊言呢
[00:04:24.000 --> 00:04:27.000]  一講一個謊言就讀
[00:04:27.000 --> 00:04:29.000]  如果這樣的話實在太美了
[00:04:29.000 --> 00:04:30.000]  我看他鼻子
[00:04:30.000 --> 00:04:32.000]  就知道他也沒在說謊
[00:04:32.000 --> 00:04:34.000]  你今天什麼時候回家
[00:04:34.000 --> 00:04:36.000]  六點鐘
[00:04:36.000 --> 00:04:41.000]  有沒有寫好家課
[00:04:41.000 --> 00:04:43.000]  有沒有盡力考好你的
[00:04:43.000 --> 00:04:46.000]  溫習你的功課
[00:04:46.000 --> 00:04:49.000]  這世界太簡單了
[00:04:49.000 --> 00:04:52.000]  不要說一個人講謊言馬上死了
[00:04:52.000 --> 00:04:53.000]  就是在實際的生活裡面
[00:04:53.000 --> 00:04:54.000]  一個人說謊
[00:04:54.000 --> 00:04:57.000]  我們還不知道他說謊
[00:04:57.000 --> 00:04:59.000]  不容易嘛
[00:04:59.000 --> 00:05:02.000]  所以這段經文所說的那種情況
[00:05:02.000 --> 00:05:04.000]  跟我們在實際生活那種情形
[00:05:04.000 --> 00:05:06.000]  好像有這個距離
[00:05:06.000 --> 00:05:08.000]  但是為什麼我們教會裡面
[00:05:08.000 --> 00:05:11.000]  通常不容易聽到這段的經文
[00:05:11.000 --> 00:05:14.000]  為什麼我們很少聽到
[00:05:14.000 --> 00:05:15.000]  除了這段經文
[00:05:15.000 --> 00:05:17.000]  我們覺得有點不安
[00:05:17.000 --> 00:05:18.000]  讀起來有點不安
[00:05:18.000 --> 00:05:22.000]  因為我們覺得說謊言沒那麼重要吧
[00:05:22.000 --> 00:05:24.000]  需要死人嗎
[00:05:24.000 --> 00:05:29.000]  第二個裡面說顯露的那個神
[00:05:29.000 --> 00:05:31.000]  跟我們在其他作品裡面看到那個神
[00:05:31.000 --> 00:05:33.000]  好像有點多落差
[00:05:33.000 --> 00:05:37.000]  其三就是我們在日常的生活裡面
[00:05:37.000 --> 00:05:40.000]  看到說謊言的人不見得會死
[00:05:40.000 --> 00:05:42.000]  鼻子沒有長長
[00:05:42.000 --> 00:05:44.000]  甚至有時候我們還看不出來
[00:05:44.000 --> 00:05:48.000]  有時候還振振有詞的
[00:05:48.000 --> 00:05:52.000]  所以這段經文我說是挺有趣的
[00:05:52.000 --> 00:05:54.000]  是挺困難的
[00:05:54.000 --> 00:05:56.000]  我們覺得真的不知道怎麼去處理它
[00:05:56.000 --> 00:05:58.000]  所以我們一般來講都不常講
[00:05:58.000 --> 00:06:00.000]  也不常聽
[00:06:00.000 --> 00:06:02.000]  這個經文很明顯
[00:06:02.000 --> 00:06:05.000]  很明顯就是說謊言
[00:06:05.000 --> 00:06:08.000]  有關謊言的一個故事
[00:06:08.000 --> 00:06:10.000]  這個故事的教導是什麼呢
[00:06:10.000 --> 00:06:13.000]  是不是我們以前在小時候讀的
[00:06:13.000 --> 00:06:15.000]  大家記得我們童話
[00:06:15.000 --> 00:06:18.000]  有這麼一個故事叫狼來了
[00:06:18.000 --> 00:06:19.000]  聽過嗎
[00:06:19.000 --> 00:06:21.000]  狼來了
[00:06:21.000 --> 00:06:23.000]  所以你不能說謊言
[00:06:23.000 --> 00:06:25.000]  小孩子說謊言
[00:06:25.000 --> 00:06:27.000]  你不知道真的事情發生的時候
[00:06:27.000 --> 00:06:29.000]  你完全沒有準備
[00:06:29.000 --> 00:06:30.000]  狼來了
[00:06:30.000 --> 00:06:31.000]  我們講完以後
[00:06:31.000 --> 00:06:32.000]  這個故事教訓我們了
[00:06:32.000 --> 00:06:36.000]  小孩子不要說謊哦
[00:06:36.000 --> 00:06:40.000]  木偶取一句也是這樣子
[00:06:40.000 --> 00:06:42.000]  我們的問題是
[00:06:42.000 --> 00:06:43.000]  讀這段經文的時候
[00:06:43.000 --> 00:06:48.000]  它是不是教導我們不要講謊言呢
[00:06:48.000 --> 00:06:50.000]  不僅僅這樣子
[00:06:50.000 --> 00:06:53.000]  因為這不是一個童話故事
[00:06:53.000 --> 00:06:54.000]  這個在聖經裡面的記載
[00:06:54.000 --> 00:06:56.000]  不是一個童話的故事
[00:06:56.000 --> 00:06:58.000]  也不是一個粵語的故事
[00:06:58.000 --> 00:07:02.000]  它有一個群體的故事
[00:07:02.000 --> 00:07:04.000]  是關於我們怎麼對待
[00:07:04.000 --> 00:07:08.000]  我們所相信的神的故事
[00:07:08.000 --> 00:07:09.000]  所以這段的經文
[00:07:09.000 --> 00:07:10.000]  或說這個記載
[00:07:10.000 --> 00:07:12.000]  關於早期教育所經歷的
[00:07:12.000 --> 00:07:15.000]  這樣的一段的事情
[00:07:15.000 --> 00:07:16.000]  是要提醒我們
[00:07:16.000 --> 00:07:18.000]  怎麼樣過一個生活
[00:07:18.000 --> 00:07:22.000]  是對於一個群體忠誠的
[00:07:22.000 --> 00:07:23.000]  怎麼樣過一個生活
[00:07:23.000 --> 00:07:25.000]  是對我們所相信的神
[00:07:25.000 --> 00:07:30.000]  是忠誠、尊敬、敬畏的
[00:07:30.000 --> 00:07:33.000]  如果一個人不把群體放在眼內
[00:07:33.000 --> 00:07:35.000]  他隨便講什麼都可以
[00:07:35.000 --> 00:07:38.000]  如果一個人心裡面沒有神
[00:07:38.000 --> 00:07:40.000]  不敬畏的心
[00:07:40.000 --> 00:07:41.000]  他說什麼都可以
[00:07:41.000 --> 00:07:44.000]  反正不需要向任何人交代
[00:07:44.000 --> 00:07:46.000]  也不相信有人
[00:07:46.000 --> 00:07:49.000]  有上帝會審判他
[00:07:49.000 --> 00:07:51.000]  所以這個故事
[00:07:51.000 --> 00:07:52.000]  是要告訴我們
[00:07:52.000 --> 00:07:53.000]  在早期教會裡面
[00:07:53.000 --> 00:07:54.000]  發生這樣一個事情
[00:07:54.000 --> 00:07:56.000]  提醒基督徒
[00:07:56.000 --> 00:07:58.000]  究竟我們怎麼樣生活
[00:07:58.000 --> 00:08:00.000]  才對得起我們的群體
[00:08:00.000 --> 00:08:01.000]  我們怎麼樣生活
[00:08:01.000 --> 00:08:06.000]  才說明我們敬畏那一位神呢
[00:08:06.000 --> 00:08:07.000]  倒過來
[00:08:07.000 --> 00:08:08.000]  一個前面有兩面
[00:08:08.000 --> 00:08:10.000]  另外一面就是說
[00:08:10.000 --> 00:08:12.000]  這個記載告訴我們說
[00:08:12.000 --> 00:08:14.000]  一個謊言的生命
[00:08:14.000 --> 00:08:18.000]  它是會侵害這個群體
[00:08:18.000 --> 00:08:22.000]  會得罪我們所相信的神
[00:08:22.000 --> 00:08:25.000]  我們要明白這一段的經文
[00:08:25.000 --> 00:08:26.000]  也許我們要從
[00:08:26.000 --> 00:08:28.000]  第四章的三十二節開始
[00:08:28.000 --> 00:08:30.000]  為什麼今天我們讀這段經文的時候
[00:08:30.000 --> 00:08:32.000]  我們沒有從五章的第一節
[00:08:32.000 --> 00:08:35.000]  我們從第四章的三十二節開始
[00:08:35.000 --> 00:08:36.000]  我們要明白第五章
[00:08:36.000 --> 00:08:38.000]  第一節到十一節
[00:08:38.000 --> 00:08:42.000]  我們要先得從三十二到三十四
[00:08:42.000 --> 00:08:44.000]  一直下去來讀下去
[00:08:44.000 --> 00:08:46.000]  你看三十二到三十四節
[00:08:46.000 --> 00:08:47.000]  仔細來聽
[00:08:47.000 --> 00:08:50.000]  許多的信的人都一心一意的
[00:08:50.000 --> 00:08:52.000]  沒有一個人說
[00:08:52.000 --> 00:08:54.000]  他的東西有一樣是自己的
[00:08:54.000 --> 00:08:56.000]  都是大家共用
[00:08:56.000 --> 00:08:58.000]  使徒大有能力見證
[00:08:58.000 --> 00:08:59.000]  主耶穌復活
[00:08:59.000 --> 00:09:02.000]  眾人也都蒙大恩
[00:09:02.000 --> 00:09:05.000]  內宗也沒有一個缺乏的
[00:09:05.000 --> 00:09:08.000]  因為人人將田產房屋都賣了
[00:09:08.000 --> 00:09:12.000]  把所賣的價銀來來放在使徒腳前
[00:09:12.000 --> 00:09:15.000]  照個人所需用的分給個人
[00:09:15.000 --> 00:09:17.000]  然後大家都熟悉的八拿八
[00:09:17.000 --> 00:09:22.000]  然後就是我們今天思想的那一對的夫婦
[00:09:22.000 --> 00:09:24.000]  我們讀三十二到三十四
[00:09:24.000 --> 00:09:25.000]  三十五節的時候
