
[00:00:00.000 --> 00:00:02.000]  我們向低頭祈禱
[00:00:02.000 --> 00:00:04.000]  全能的父上帝
[00:00:04.000 --> 00:00:07.000]  當我們在祢面前一同聚集的時候
[00:00:07.000 --> 00:00:10.000]  求主讓我們心裡的意念
[00:00:10.000 --> 00:00:12.000]  口裡的說話
[00:00:12.000 --> 00:00:14.000]  都能夠被祢圓立
[00:00:14.000 --> 00:00:15.000]  誰聽我們的禱告
[00:00:15.000 --> 00:00:17.000]  奉耶穌名字祈求
[00:00:17.000 --> 00:00:21.000]  剛才聯合詩班唱了
[00:00:21.000 --> 00:00:23.000]  有福的確據
[00:00:23.000 --> 00:00:25.000]  Blessed Assurance
[00:00:25.000 --> 00:00:28.000]  這是一個肯定和一個的應許
[00:00:28.000 --> 00:00:31.000]  如果能夠從幼稚園的學生
[00:00:31.000 --> 00:00:33.000]  剛才有幼稚園的學生
[00:00:33.000 --> 00:00:35.000]  從小唱到大
[00:00:35.000 --> 00:00:36.000]  這個肯定
[00:00:36.000 --> 00:00:39.000]  我相信他的恩典是很大的
[00:00:39.000 --> 00:00:44.000]  我很欣賞我們這班少年詩班的導師
[00:00:44.000 --> 00:00:48.000]  或者是幼稚兒童詩班的導師
[00:00:48.000 --> 00:00:51.000]  可以教他們背誦整首歌
[00:00:51.000 --> 00:00:53.000]  背誦整首歌
[00:00:53.000 --> 00:00:56.000]  這個是從小在主教裡面的恩
[00:00:56.000 --> 00:00:59.000]  我們今天講這個題目
[00:00:59.000 --> 00:01:01.000]  叫做拜偶像的教會
[00:01:01.000 --> 00:01:03.000]  剛才那段經文
[00:01:03.000 --> 00:01:06.000]  大家已經讀過了
[00:01:06.000 --> 00:01:10.000]  是你一個人讀的嗎?
[00:01:10.000 --> 00:01:12.000]  一起讀的
[00:01:12.000 --> 00:01:15.000]  我不是失憶
[00:01:15.000 --> 00:01:19.000]  因為啟示讀第一章話
[00:01:19.000 --> 00:01:21.000]  讀者書上預言
[00:01:21.000 --> 00:01:23.000]  聽見有遵守的
[00:01:23.000 --> 00:01:24.000]  者人事有福的
[00:01:24.000 --> 00:01:25.000]  所以要讀
[00:01:25.000 --> 00:01:27.000]  所以不要等主席讀
[00:01:27.000 --> 00:01:29.000]  你們一起讀
[00:01:29.000 --> 00:01:31.000]  這段經文我不在這裡再重複
[00:01:31.000 --> 00:01:33.000]  一會兒再講
[00:01:33.000 --> 00:01:35.000]  請PowerPoint打去
[00:01:35.000 --> 00:01:39.000]  請問教會有沒有可能有偶像?
[00:01:39.000 --> 00:01:43.000]  教會喔
[00:01:43.000 --> 00:01:45.000]  有啊
[00:01:45.000 --> 00:01:48.000]  檢查一下生命堂有沒有
[00:01:48.000 --> 00:01:52.000]  如果從以色列歷史看
[00:01:52.000 --> 00:01:55.000]  很多次耶和華神責備他們
[00:01:55.000 --> 00:02:01.000]  甚至乎用一個嚴謹的字眼
[00:02:01.000 --> 00:02:03.000]  懲罰他們
[00:02:03.000 --> 00:02:05.000]  都是因為他們拜偶像
[00:02:05.000 --> 00:02:10.000]  你說今天有沒有可能還拜偶像呢?
[00:02:10.000 --> 00:02:13.000]  請問
[00:02:13.000 --> 00:02:17.000]  拜瑪利亞是什麼時候開始的?
[00:02:17.000 --> 00:02:21.000]  是教會成立之後開始的
[00:02:21.000 --> 00:02:23.000]  舊約有沒有瑪利亞?
[00:02:23.000 --> 00:02:24.000]  沒有
[00:02:24.000 --> 00:02:27.000]  耶穌基督的時候有沒有瑪利亞?
[00:02:27.000 --> 00:02:28.000]  有
[00:02:28.000 --> 00:02:30.000]  耶穌阿媽沒有瑪利亞
[00:02:30.000 --> 00:02:31.000]  沒有
[00:02:31.000 --> 00:02:33.000]  不過到什麼時候
[00:02:33.000 --> 00:02:37.000]  瑪利亞被捧為要向他祈禱?
[00:02:37.000 --> 00:02:41.000]  這個是在公元431年
[00:02:41.000 --> 00:02:45.000]  之前公元375年
[00:02:45.000 --> 00:02:47.000]  那時候都是基督教會
[00:02:47.000 --> 00:02:49.000]  沒有搞錯
[00:02:49.000 --> 00:02:52.000]  那時候是從彼得約翰傳下來的教會
[00:02:52.000 --> 00:02:55.000]  到公元375年的時候
[00:02:55.000 --> 00:02:57.000]  開始他們要拜聖人
[00:02:57.000 --> 00:03:01.000]  他們要拜聖人和天使
[00:03:01.000 --> 00:03:05.000]  這班拜的人
[00:03:05.000 --> 00:03:08.000]  如果照剛才我們所讀的經文
[00:03:08.000 --> 00:03:10.000]  甚至乎有可以說主教
[00:03:10.000 --> 00:03:12.000]  或者那些教會領袖
[00:03:12.000 --> 00:03:15.000]  是為神的道殉道
[00:03:17.000 --> 00:03:19.000]  所以會看得到
[00:03:19.000 --> 00:03:23.000]  教會有可能有偶像嗎?
[00:03:23.000 --> 00:03:25.000]  好了
[00:03:25.000 --> 00:03:27.000]  我這個名詞太籠統了
[00:03:27.000 --> 00:03:29.000]  請問
[00:03:29.000 --> 00:03:31.000]  基督徒會不會拜偶像?
[00:03:31.000 --> 00:03:33.000]  但我用基督徒這三個字
[00:03:33.000 --> 00:03:36.000]  你說不是啊
[00:03:36.000 --> 00:03:38.000]  我決絕之後馬上請
[00:03:38.000 --> 00:03:42.000]  蕭教師和呂牧師回家拆了
[00:03:42.000 --> 00:03:45.000]  連籠底那個符都扔了
[00:03:46.000 --> 00:03:47.000]  是不是?
[00:03:47.000 --> 00:03:50.000]  甚至乎你家裏任何圖形
[00:03:50.000 --> 00:03:53.000]  有些連那些瓷器瓦器裏面
[00:03:53.000 --> 00:03:55.000]  有那些我們認為不好的東西
[00:03:55.000 --> 00:03:57.000]  我們都扔了
[00:03:57.000 --> 00:04:01.000]  我有一次去國內講話
[00:04:01.000 --> 00:04:02.000]  教育講座
[00:04:02.000 --> 00:04:04.000]  完了之後他們送給我一個
[00:04:04.000 --> 00:04:06.000]  真是鍍金的
[00:04:06.000 --> 00:04:08.000]  一個那些飾物
[00:04:08.000 --> 00:04:11.000]  我拿了之後
[00:04:11.000 --> 00:04:13.000]  真是心想
[00:04:13.000 --> 00:04:15.000]  要還是不要呢?
[00:04:15.000 --> 00:04:17.000]  當然當面拒絕人我不好意思
[00:04:17.000 --> 00:04:20.000]  我拿回來之後都是真心做
[00:04:20.000 --> 00:04:22.000]  之後都是扔了
[00:04:22.000 --> 00:04:24.000]  因為他們有個圖像
[00:04:24.000 --> 00:04:26.000]  是我一直覺得不是很好的
[00:04:26.000 --> 00:04:28.000]  我心中不平安
[00:04:28.000 --> 00:04:31.000]  那時候扔了
[00:04:31.000 --> 00:04:33.000]  當時覺得有少許可惜
[00:04:33.000 --> 00:04:34.000]  哎呀
[00:04:34.000 --> 00:04:35.000]  這樣都行
[00:04:35.000 --> 00:04:36.000]  何必理這些東西
[00:04:36.000 --> 00:04:37.000]  但到那時候我回想
[00:04:37.000 --> 00:04:39.000]  不扔就真是蠢了
[00:04:39.000 --> 00:04:40.000]  為什麼?
[00:04:40.000 --> 00:04:41.000]  因為我將來帶不走
[00:04:41.000 --> 00:04:43.000]  留在這做什麼?
[00:04:44.000 --> 00:04:46.000]  留在這做什麼?
[00:04:46.000 --> 00:04:48.000]  頂紙梅
[00:04:48.000 --> 00:04:52.000]  當我們說拜偶像的時候
[00:04:52.000 --> 00:04:54.000]  這個敬拜這個字
[00:04:54.000 --> 00:04:56.000]  在羅馬書第一章所那裏是
[00:04:56.000 --> 00:04:58.000]  侍奉
[00:04:58.000 --> 00:05:00.000]  任何的事物
[00:05:00.000 --> 00:05:02.000]  任何的人
[00:05:02.000 --> 00:05:04.000]  任何的理念
[00:05:04.000 --> 00:05:06.000]  留心聽我講
[00:05:06.000 --> 00:05:08.000]  主義理念
[00:05:08.000 --> 00:05:10.000]  甚至乎包括你自己
[00:05:10.000 --> 00:05:12.000]  包括我自己
[00:05:13.000 --> 00:05:15.000]  都可以成為
[00:05:15.000 --> 00:05:17.000]  你心中的偶像
[00:05:17.000 --> 00:05:21.000]  不需要他一定越過這位神
[00:05:21.000 --> 00:05:23.000]  你不相信這些東西會大得過神
[00:05:23.000 --> 00:05:25.000]  不過只要將那些東西放到位置
[00:05:25.000 --> 00:05:27.000]  和上帝平等就差不多了
[00:05:27.000 --> 00:05:29.000]  是不是?
[00:05:29.000 --> 00:05:31.000]  亞當夏娃伊電郵裏面
[00:05:31.000 --> 00:05:33.000]  犯罪的時候
[00:05:33.000 --> 00:05:35.000]  當時沒有三級影院
[00:05:35.000 --> 00:05:39.000]  沒有馬會頭駐站
[00:05:39.000 --> 00:05:41.000]  是不是?
[00:05:41.000 --> 00:05:43.000]  有沒有暴力色情的東西
[00:05:43.000 --> 00:05:45.000]  給他看的?
[00:05:45.000 --> 00:05:47.000]  沒有的
[00:05:47.000 --> 00:05:49.000]  他們只不過想
[00:05:49.000 --> 00:05:51.000]  如果我能夠
[00:05:51.000 --> 00:05:53.000]  口吃了
[00:05:53.000 --> 00:05:55.000]  我就能夠和神一樣
[00:05:55.000 --> 00:05:57.000]  這麼有智慧就夠了
[00:05:57.000 --> 00:06:03.000]  頂紙梅
[00:06:03.000 --> 00:06:05.000]  所以今天的金句
[00:06:05.000 --> 00:06:07.000]  其實是我自己都疏忽的
[00:06:07.000 --> 00:06:09.000]  因為我寫的時候是十六章第四節
[00:06:09.000 --> 00:06:11.000]  我都背過很多次
[00:06:11.000 --> 00:06:13.000]  甚至我看過這個稿
[00:06:13.000 --> 00:06:15.000]  看了之後不知道會不會走眼
[00:06:15.000 --> 00:06:17.000]  所以人都有疏忽的
[00:06:17.000 --> 00:06:19.000]  人沒有完美
[00:06:19.000 --> 00:06:21.000]  我到今天早上
[00:06:21.000 --> 00:06:23.000]  我再看
[00:06:23.000 --> 00:06:25.000]  為什麼不是我寫的
[00:06:25.000 --> 00:06:27.000]  原來我寫十五章
[00:06:27.000 --> 00:06:29.000]  十六章第四節
[00:06:29.000 --> 00:06:31.000]  以別的代替耶和華
[00:06:31.000 --> 00:06:33.000]  他們的受苦
[00:06:33.000 --> 00:06:35.000]  必定增加
[00:06:35.000 --> 00:06:37.000]  當你心中
[00:06:37.000 --> 00:06:39.000]  有任何一樣東西
