
[00:00:00.000 --> 00:00:04.280]  好 今天主人夠同大家繼續去思想聖經神的話語
[00:00:04.280 --> 00:00:06.760]  今日同大家繼續去睇
[00:00:06.760 --> 00:00:09.420]  這個哥倫多前書第十三章
[00:00:09.420 --> 00:00:11.080]  是一篇
[00:00:11.080 --> 00:00:13.440]  是我們講到神的愛的
[00:00:13.440 --> 00:00:14.480]  神的愛的
[00:00:14.480 --> 00:00:16.000]  其實呢
[00:00:16.000 --> 00:00:17.720]  在2月5日
[00:00:17.720 --> 00:00:19.940]  就是上個月的第一個主日
[00:00:19.940 --> 00:00:20.840]  主餐主日
[00:00:20.840 --> 00:00:23.360]  已經同大家分享了第一次
[00:00:23.360 --> 00:00:24.200]  所以今天呢
[00:00:24.200 --> 00:00:27.240]  在大家的程序表裡面有副頁請你拿出來
[00:00:27.240 --> 00:00:29.840]  因為呢 我講廣告的時候
[00:00:29.840 --> 00:00:31.720]  是會有聖經要讀的
[00:00:31.720 --> 00:00:32.680]  那最好呢
[00:00:32.680 --> 00:00:34.840]  你有了那些聖經在這裡
[00:00:34.840 --> 00:00:37.600]  就會比較容易去跟
[00:00:37.600 --> 00:00:38.440]  這樣子
[00:00:38.440 --> 00:00:41.920]  那麼我一點點就簡單講一下
[00:00:41.920 --> 00:00:43.280]  愛
[00:00:43.280 --> 00:00:45.960]  這個字在原文呢
[00:00:45.960 --> 00:00:47.200]  我們叫Agape
[00:00:47.200 --> 00:00:49.320]  就算很多人不認識希臘文
[00:00:49.320 --> 00:00:51.720]  很多人都會認識這個字的
[00:00:51.720 --> 00:00:52.240]  因為
[00:00:52.240 --> 00:00:53.360]  字上講的嘛
[00:00:53.360 --> 00:00:55.280]  Agape love
[00:00:55.280 --> 00:00:57.760]  Agape 好像五加皮一樣容易
[00:00:57.760 --> 00:00:59.160]  Agape love 這樣子
[00:00:59.600 --> 00:01:01.200]  Agape 這個字呢
[00:01:01.200 --> 00:01:04.600]  它是用一個叫做恆愛來翻譯它
[00:01:04.600 --> 00:01:08.080]  因為在這個哥倫多前書第十三章我們一看
[00:01:08.080 --> 00:01:11.000]  第十三章第四節的經文就說
[00:01:11.000 --> 00:01:13.280]  愛是恆久的忍耐
[00:01:13.280 --> 00:01:15.080]  那麼其實愛呢
[00:01:15.080 --> 00:01:17.720]  是有很多很多的
[00:01:17.720 --> 00:01:20.000]  表達的方法
[00:01:20.000 --> 00:01:21.600]  表達的方法
[00:01:21.600 --> 00:01:24.040]  例如我曾經都跟大家講過
[00:01:24.040 --> 00:01:25.480]  有一本書很出名的
[00:01:25.480 --> 00:01:26.000]  就是
[00:01:26.000 --> 00:01:27.920]  愛的五種的言語
[00:01:27.920 --> 00:01:30.400]  它用言語這個字是很有趣的
[00:01:30.400 --> 00:01:32.600]  因為你想的東西別人不知道你想什麼
[00:01:32.600 --> 00:01:34.600]  但是你說出來就知道你說什麼了
[00:01:34.600 --> 00:01:36.640]  所以說例如我現在坐著不說話
[00:01:36.640 --> 00:01:37.360]  你不知道我說什麼
[00:01:37.360 --> 00:01:38.080]  我現在說
[00:01:38.080 --> 00:01:39.800]  我很餓啊
[00:01:39.800 --> 00:01:40.400]  那麼你就知道
[00:01:40.400 --> 00:01:42.640]  哦~ 原來他很餓啊
[00:01:42.640 --> 00:01:43.960]  我只是想餓
[00:01:43.960 --> 00:01:45.000]  你不知道我在想什麼
[00:01:45.000 --> 00:01:45.600]  但是
[00:01:45.600 --> 00:01:48.040]  如果我是說出來我很餓
[00:01:48.040 --> 00:01:48.960]  你就明白了
[00:01:48.960 --> 00:01:50.000]  所以呢
[00:01:50.000 --> 00:01:52.440]  就是當你去表達愛的時候
[00:01:52.440 --> 00:01:53.400]  那本書呢
[00:01:53.400 --> 00:01:56.040]  它就說你可以告訴別人的
[00:01:56.040 --> 00:01:57.880]  去讚賞他
[00:01:57.880 --> 00:01:58.960]  很欣賞他
[00:01:58.960 --> 00:02:01.320]  那麼這個就是一個愛心的表達
[00:02:01.320 --> 00:02:02.240]  或者
[00:02:02.240 --> 00:02:03.440]  你是說
[00:02:03.440 --> 00:02:04.480]  我陪你啊
[00:02:04.480 --> 00:02:06.480]  你覺得很悶啊
[00:02:06.480 --> 00:02:07.760]  我來陪陪你啊
[00:02:07.760 --> 00:02:09.960]  你在醫院休息啊
[00:02:09.960 --> 00:02:10.840]  休養啊
[00:02:10.840 --> 00:02:12.000]  或者什麼都好
[00:02:12.000 --> 00:02:13.160]  那麼我來陪陪你啊
[00:02:13.160 --> 00:02:15.200]  那麼這個給時間去陪伴他呢
[00:02:15.200 --> 00:02:16.880]  也是一個愛的表達
[00:02:16.880 --> 00:02:17.640]  如果他說
[00:02:17.640 --> 00:02:18.400]  哦~ 沒空啊
[00:02:18.400 --> 00:02:18.840]  對不起啊
[00:02:18.840 --> 00:02:21.040]  只是跟著他在家裡看電視而已
[00:02:21.040 --> 00:02:22.760]  看那些無厘頭的劇集
[00:02:22.760 --> 00:02:23.680]  那麼你知道
[00:02:23.680 --> 00:02:25.640]  他多麼愛你都有限度了
[00:02:25.640 --> 00:02:26.200]  好了
[00:02:26.320 --> 00:02:28.480]  那麼還有就是送禮物也是的
[00:02:28.480 --> 00:02:30.080]  那麼有些人就是
[00:02:30.080 --> 00:02:32.440]  喜歡用送禮物的方式
[00:02:32.440 --> 00:02:33.920]  去表達他的愛
[00:02:33.920 --> 00:02:34.960]  我有兩個女兒
[00:02:34.960 --> 00:02:35.560]  一個女兒呢
[00:02:35.560 --> 00:02:36.200]  大女兒呢
[00:02:36.200 --> 00:02:37.720]  很喜歡用禮物的
[00:02:37.720 --> 00:02:38.880]  就算不是買的
[00:02:38.880 --> 00:02:40.400]  她用手做的事情呢
[00:02:40.400 --> 00:02:41.560]  畫一幅畫給你
[00:02:41.560 --> 00:02:43.680]  她也是很喜歡這樣的
[00:02:43.680 --> 00:02:45.200]  但是我小女兒呢
[00:02:45.200 --> 00:02:46.680]  我想到現在來講呢
[00:02:46.680 --> 00:02:47.720]  從小到大呢
[00:02:47.720 --> 00:02:49.480]  都不是畫很多畫
[00:02:49.480 --> 00:02:50.120]  也有的
[00:02:50.120 --> 00:02:51.520]  小孩子也會畫畫的
[00:02:51.520 --> 00:02:52.760]  但是她喜歡什麼呢
[00:02:52.760 --> 00:02:54.080]  牽著你的手
[00:02:54.560 --> 00:02:56.320]  很小的時候已經是呢
[00:02:56.320 --> 00:02:58.280]  出門的時候她會牽著你的手
[00:02:58.280 --> 00:02:59.320]  她也牽著我
[00:02:59.320 --> 00:03:00.640]  不牽著我太太的
[00:03:00.640 --> 00:03:01.840]  所以我太太就說
[00:03:01.840 --> 00:03:04.200]  為什麼她經常牽著你不牽著我呢
