
[00:00:00.000 --> 00:00:04.220]  好,弟兄姐妹平安,各位來賓都平安
[00:00:04.220 --> 00:00:08.940]  願主祝福每一個當中都有新的朋友來到當中
[00:00:08.940 --> 00:00:12.940]  感謝主,好,我們一起祈禱
[00:00:12.940 --> 00:00:18.720]  好,親愛的主,我們求祢的靈去充滿我們這個地方
[00:00:18.720 --> 00:00:20.880]  求祢自己充滿我們的內心
[00:00:20.880 --> 00:00:25.260]  讓我們真的被祢釋放我們心靈很多的枷鎖
[00:00:25.260 --> 00:00:27.100]  我們需要主祢醫治
[00:00:27.100 --> 00:00:29.900]  求祢讓我們經歷祢醫治的愛
[00:00:29.900 --> 00:00:34.280]  願祢親自帶領我們今天的聚會和訊息
[00:00:34.280 --> 00:00:39.260]  多謝祢聽我們祈禱,奉耶穌名字而求,阿們
[00:00:39.260 --> 00:00:45.320]  今天選了一個題目叫做「女人不易做」
[00:00:45.320 --> 00:00:51.560]  你看到這幅圖,這幅圖有什麼特別呢?
[00:00:51.560 --> 00:00:55.860]  就是我也試試玩一下AI
[00:00:55.860 --> 00:00:58.540]  輸入一些資料,輸入今天的經文
[00:00:58.540 --> 00:01:04.760]  特別講到今天的主角女人的時候
[00:01:04.760 --> 00:01:07.720]  輸入了這些資料,就做了這幅圖
[00:01:07.720 --> 00:01:14.520]  我就說要是急迫力的款式,就做了這個圖案
[00:01:14.520 --> 00:01:18.020]  然後我覺得很好,不過我就想比較一下
[00:01:18.020 --> 00:01:23.540]  然後我就說不如多做一幅掃描的圖案
[00:01:23.540 --> 00:01:26.380]  按著同一個內容,那就不同了
[00:01:26.380 --> 00:01:34.060]  在做的過程中,發現AI好像很快就做到這些海報
[00:01:34.060 --> 00:01:39.380]  但原來每一次Michelle預備每一個禮拜都要出的
[00:01:39.380 --> 00:01:41.780]  原來Michelle說都不容易的
[00:01:41.780 --> 00:01:45.360]  每一次要找圖,或者要去做一幅圖都很辛苦的
[00:01:45.360 --> 00:01:47.720]  所以我們說海報不易做
[00:01:47.720 --> 00:01:51.420]  所以多謝Michelle每個禮拜都要做
[00:01:51.420 --> 00:01:54.540]  更新一張圖,再配合一個講題都真的辛苦
[00:01:54.540 --> 00:02:00.620]  不過今天的重點就是什麼不容易做呢?
[00:02:00.620 --> 00:02:04.780]  首先要問一下大家,你怎樣讀這兩個字?
[00:02:04.780 --> 00:02:08.380]  你讀什麼?女什麼?女人是吧?
[00:02:08.380 --> 00:02:15.240]  我上網看一些讀聖經的,有時候讀女人的
[00:02:15.240 --> 00:02:26.280]  女人是吧?女的就要忍
[00:02:26.280 --> 00:02:30.180]  事實上女人這個字有時候也有很多亂想的字
[00:02:30.180 --> 00:02:35.820]  譬如有時候我們說男人是什麼?就是男人
[00:02:35.820 --> 00:02:45.220]  女人就要忍,有時候女人就想起女人
[00:02:45.220 --> 00:02:51.720]  女人就想起哪個女呢?眼淚的女是經常都要哭的
[00:02:51.720 --> 00:02:56.240]  通常我們想起要躲在廚房哭的,通常都是女人
[00:02:56.240 --> 00:03:02.280]  事實上很多時候是這樣的,很多女性都捱了很多苦
[00:03:02.280 --> 00:03:08.360]  又不可以公諸於世,當然男人也有他的苦
[00:03:08.360 --> 00:03:13.880]  到父親節再說男人的苦,所以有時候叫女人
[00:03:13.880 --> 00:03:20.880]  眼淚的人,但有時候叫淚人,有時候好像說是否淚到人呢?
[00:03:20.880 --> 00:03:25.880]  不過今天我選了一個淚人,就是什麼?是很疲累的人
[00:03:25.880 --> 00:03:28.880]  有時候做女人真的很辛苦,很疲累的
[00:03:28.880 --> 00:03:33.880]  所以今天我們也透過這個方向想想女人
[00:03:33.880 --> 00:03:38.880]  一個淚人,一個淚人怎樣這麼不容易做呢?
[00:03:38.880 --> 00:03:41.880]  今天看到的聖經是說一個女人
[00:03:41.880 --> 00:03:46.880]  她真的不簡單,她的一生裏面
[00:03:46.880 --> 00:03:49.880]  所以我們特別去看看聖經裏面怎麼說
[00:03:49.880 --> 00:03:53.880]  介紹我們今天要認識的這個女人
[00:03:53.880 --> 00:04:00.880]  在第25至26節說有一個女人患了經血不止的病有12年
[00:04:00.880 --> 00:04:04.880]  在很多醫生手裏受了許多的苦
[00:04:04.880 --> 00:04:10.880]  又花盡了她所有的,一點也不見好,反而更重了
[00:04:10.880 --> 00:04:16.880]  一開始聖經說這個片段正好介紹這個女人的時候
[00:04:16.880 --> 00:04:22.880]  確實受了許多的苦,真的很辛苦
[00:04:22.880 --> 00:04:26.880]  她的疲累程度十分之大
[00:04:26.880 --> 00:04:29.880]  為什麼我們看到這件事呢?我們透過幾個描述
[00:04:29.880 --> 00:04:32.880]  你們會看到畫面
[00:04:32.880 --> 00:04:37.880]  第一就是她患了一個經血不止的病有12年
[00:04:37.880 --> 00:04:40.880]  這個經血不止的病就是一個苦科病
[00:04:40.880 --> 00:04:46.880]  這個苦科病就是說一個女性,正常都會有她排卵的週期
[00:04:46.880 --> 00:04:49.880]  在這個週期裏面,現在發現在過程裏面
[00:04:49.880 --> 00:04:56.880]  其中她的經血沒有停過,沒有停過流出來的時候
[00:04:56.880 --> 00:04:59.880]  還要12年的時間
[00:04:59.880 --> 00:05:02.880]  你想想12年都流血
[00:05:02.880 --> 00:05:05.880]  你想想就不是今天的狀況
[00:05:05.880 --> 00:05:09.880]  今天我們有很多醫療的設備,維生巾等等
[00:05:09.880 --> 00:05:11.880]  可以令我們沒有那麼尷尬
[00:05:11.880 --> 00:05:14.880]  但是在古代來說確實不容易
[00:05:14.880 --> 00:05:17.880]  因為流血的話,血流的話
[00:05:17.880 --> 00:05:21.880]  可能很容易令到身體上很明顯看到一些血跡等等
[00:05:21.880 --> 00:05:25.880]  會令到在出入方面,生活裏面都很多尷尬的事情
[00:05:25.880 --> 00:05:28.880]  特別是12年的時間
[00:05:28.880 --> 00:05:32.880]  12年不知道對你來說一個病是否叫長了
[00:05:32.880 --> 00:05:37.880]  如果你是一個12年的病,一個12年都長期影響你生活的病
[00:05:37.880 --> 00:05:43.880]  那你真的很痛苦,可能每天都會以淚洗臉
[00:05:43.880 --> 00:05:50.880]  事實上在聖經裏面說這個女人患了血漏或者經血不止的問題
[00:05:50.880 --> 00:05:56.880]  不單止是她自己個人會有身體不舒服的問題
[00:05:56.880 --> 00:06:04.880]  更加是說原來在猶太人的眼裏,這個血漏的病更加是不容於社會
[00:06:04.880 --> 00:06:08.880]  就是社會上其實不接納到這個女人有這種病
[00:06:08.880 --> 00:06:10.880]  那個原因是什麼呢
[00:06:10.880 --> 00:06:17.880]  就在於原來根據在舊約裏面的利未記第15章19至33節
[00:06:17.880 --> 00:06:21.880]  他就描述到一個患血漏病的人會是一個怎樣的狀況
[00:06:21.880 --> 00:06:25.880]  其中在這個描述裏面就是教導一些以色列民
[00:06:25.880 --> 00:06:31.880]  當有一個女性月經的時候,有流血的時候
[00:06:31.880 --> 00:06:34.880]  怎樣去面對或者那個狀況是什麼狀況呢
[00:06:34.880 --> 00:06:39.880]  其中那一段出現最多的字就是不潔症
[00:06:39.880 --> 00:06:43.880]  甚至在這裏看到第31節怎麼說呢
[00:06:43.880 --> 00:06:48.880]  他說:你們要使以色列人與他們的不潔症隔絕
[00:06:48.880 --> 00:06:52.880]  免得他們玷污我在他們中間的帳幕
[00:06:52.880 --> 00:06:55.880]  因自己不潔症死亡
[00:06:55.880 --> 00:06:59.880]  就是說當那種長期流血的話
[00:06:59.880 --> 00:07:02.880]  對於他們來說血就代表了一種生命
[00:07:02.880 --> 00:07:04.880]  而一個女人流血的時間裏面
[00:07:04.880 --> 00:07:06.880]  在這樣的狀況裏面
[00:07:06.880 --> 00:07:11.880]  猶太人就不可以與這些婦女有任何的接觸
[00:07:11.880 --> 00:07:15.880]  因為當那些婦人流經血的女人
[00:07:15.880 --> 00:07:17.880]  婦人觸碰過的東西都會被定性為
[00:07:17.880 --> 00:07:20.880]  她們眼裏面的不潔症
[00:07:20.880 --> 00:07:22.880]  那種不乾淨
[00:07:22.880 --> 00:07:26.880]  不只是我們用洗衣粉洗衣衫就可以洗乾
[00:07:26.880 --> 00:07:28.880]  那種不潔症
[00:07:28.880 --> 00:07:31.880]  而是在宗教禮儀上的不潔症
[00:07:31.880 --> 00:07:34.880]  而這種不潔症正正阻礙了他們
[00:07:34.880 --> 00:07:40.880]  成為他們要符合上帝心意的猶太人的狀況
[00:07:40.880 --> 00:07:42.880]  那是什麼意思呢
[00:07:42.880 --> 00:07:47.880]  就是說當這個女人經歷了12年的血流不止的時候
[00:07:47.880 --> 00:07:50.880]  如果她還沒有結婚的話
[00:07:50.880 --> 00:07:52.880]  如果她還沒有結婚的話
[00:07:52.880 --> 00:07:55.880]  那些男人是不會選擇與她結婚的
[00:07:55.880 --> 00:07:57.880]  為什麼呢
[00:07:57.880 --> 00:07:59.880]  長期有經血
[00:07:59.880 --> 00:08:01.880]  長期不止
[00:08:01.880 --> 00:08:04.880]  因為如果她要做一個嚴謹一點的猶太人
[00:08:04.880 --> 00:08:06.880]  她不可以不潔的
[00:08:06.880 --> 00:08:08.880]  她要去聖殿敬拜的
[00:08:08.880 --> 00:08:11.880]  只要一接觸這個婦人就不潔了
[00:08:11.880 --> 00:08:14.880]  所以她會想一想她一生裏面
[00:08:14.880 --> 00:08:19.880]  男人就不想有任何一生裏面長期的不潔
[00:08:19.880 --> 00:08:21.880]  與這個女人有任何的關係
[00:08:21.880 --> 00:08:24.880]  所以就不會選擇與這個女人結婚
[00:08:24.880 --> 00:08:28.880]  但是當這個人結了婚之後才發現有這個病
[00:08:28.880 --> 00:08:30.880]  才出現了這個病又怎樣呢
[00:08:30.880 --> 00:08:34.880]  那她丈夫都會抗拒她的
[00:08:34.880 --> 00:08:36.880]  所以你可以想像一下
[00:08:36.880 --> 00:08:39.880]  她一生裏面與男性的關係裏面
[00:08:39.880 --> 00:08:42.880]  永遠都是有一個距離
[00:08:42.880 --> 00:08:44.880]  有一個隔膜
[00:08:44.880 --> 00:08:48.880]  以致結婚對她來說某程度上是不可能
[00:08:48.880 --> 00:08:51.880]  甚至她長期的血漏
[00:08:51.880 --> 00:08:53.880]  你知道長期血漏的話
[00:08:53.880 --> 00:08:58.880]  代表她懷孕的狀況都是不確定
[00:08:58.880 --> 00:09:00.880]  甚至應該是不可能發生
[00:09:00.880 --> 00:09:06.880]  因為男人不會選擇與她有任何婚姻上的性關係
[00:09:06.880 --> 00:09:08.880]  因為她要保持猶太人的狀況
[00:09:08.880 --> 00:09:14.880]  事實上她的血漏也令她不能夠有正常的排卵狀況
[00:09:14.880 --> 00:09:17.880]  所以你可以想像到現在這個經文裏面講的這個女人
[00:09:17.880 --> 00:09:19.880]  結婚是不可能
[00:09:19.880 --> 00:09:21.880]  就算結了婚之後原來發現她有小朋友
[00:09:21.880 --> 00:09:22.880]  也是不可能的時候
[00:09:22.880 --> 00:09:24.880]  她在長期的疾病裏面
[00:09:24.880 --> 00:09:26.880]  一個困擾裏面
[00:09:26.880 --> 00:09:29.880]  她很想很想能夠找到一個方法
[00:09:29.880 --> 00:09:32.880]  找到一個出路就是醫好她的病
[00:09:32.880 --> 00:09:33.880]  我想我們都是這樣
[00:09:33.880 --> 00:09:35.880]  有時候我們如果有些長期病患
[00:09:35.880 --> 00:09:38.880]  我們都很想找方法醫好我們的病
[00:09:38.880 --> 00:09:40.880]  一年不行兩年
[00:09:40.880 --> 00:09:41.880]  兩年不行三年
[00:09:41.880 --> 00:09:43.880]  為了解決這個病的問題
[00:09:43.880 --> 00:09:45.880]  特別是困擾你一生
[00:09:45.880 --> 00:09:46.880]  你的生活
[00:09:46.880 --> 00:09:47.880]  你的朋友
[00:09:47.880 --> 00:09:48.880]  你的相交
[00:09:48.880 --> 00:09:51.880]  你與別人的社交圈子的問題的話
