
[00:00:00.000 --> 00:00:05.000]  雖然經歷過很多風風雨雨
[00:00:05.000 --> 00:00:07.440]  尤其是這幾年的夜情
[00:00:07.440 --> 00:00:12.520]  真的給了我們很多的苦難
[00:00:12.520 --> 00:00:14.800]  但是 workforce 在你的手中
[00:00:14.800 --> 00:00:18.520]  都有四十五家鴨
[00:00:18.520 --> 00:00:20.920]  這個真的是莫大的欽點
[00:00:20.920 --> 00:00:25.920]  我們知道無論多麼困難的話
[00:00:25.920 --> 00:00:28.520]  你都一直與我們同在
[00:00:28.520 --> 00:00:30.840]  一直與我們同行
[00:00:30.840 --> 00:00:33.280]  一直是掌權的
[00:00:33.280 --> 00:00:34.200]  晨霞
[00:00:34.200 --> 00:00:37.280]  也感謝你給我們 workforce 的弟兄姊妹
[00:00:37.280 --> 00:00:38.760]  有這樣的盼望
[00:00:38.760 --> 00:00:41.040]  無論是怎樣的風雨
[00:00:41.040 --> 00:00:44.760]  外面尤其是這樣的大太陽的地下
[00:00:44.760 --> 00:00:47.640]  晨霞你也帶領弟兄姊妹來到這裡
[00:00:47.640 --> 00:00:49.000]  無論仙上仙下
[00:00:49.000 --> 00:00:51.840]  我們一起同心在你的殿中
[00:00:51.840 --> 00:00:54.240]  一起來仰望你、敬拜你
[00:00:54.240 --> 00:00:57.800]  感謝你刺客我們的信心、感動
[00:00:57.800 --> 00:00:59.280]  我們這樣仰望交托
[00:00:59.280 --> 00:01:01.400]  奉主耶穌得聖命求
[00:01:01.400 --> 00:01:03.440]  阿門
[00:01:03.440 --> 00:01:06.960]  前幾個月我中了一招
[00:01:06.960 --> 00:01:10.160]  大家摸摸看中了什麼招
[00:01:10.160 --> 00:01:12.920]  當時的第一反應就是
[00:01:12.920 --> 00:01:15.320]  不可以相信
[00:01:15.320 --> 00:01:17.960]  為什麼是我?
[00:01:17.960 --> 00:01:19.600]  這兩年多來
[00:01:19.600 --> 00:01:23.400]  我每個星期最多出去一次
[00:01:23.400 --> 00:01:25.240]  大部分最遠的距離
[00:01:25.240 --> 00:01:27.320]  都是騎單車到烏溪沙
[00:01:27.320 --> 00:01:30.720]  馬上買了菜就回來了
[00:01:30.720 --> 00:01:35.160]  我經常鍛鍊身體
[00:01:35.160 --> 00:01:37.400]  我還吃保健品
[00:01:37.400 --> 00:01:40.800]  什麼落茶素、洋蔥素
[00:01:40.800 --> 00:01:42.840]  抵抗病毒
[00:01:42.840 --> 00:01:45.840]  我這麼小心對抗
[00:01:45.840 --> 00:01:48.960]  竟然中了招
[00:01:48.960 --> 00:01:51.480]  一開始我真的很憤怒
[00:01:51.480 --> 00:01:54.080]  我難以自受
[00:01:54.080 --> 00:01:58.320]  另一種反應是當時很想罵政府
[00:01:58.320 --> 00:02:00.960]  如果不是他們辦事不力
[00:02:00.960 --> 00:02:03.520]  為什麼搞成香港這樣?
[00:02:03.520 --> 00:02:07.080]  我們為什麼被殃割?
[00:02:07.080 --> 00:02:08.720]  我不想再嫁來
[00:02:08.720 --> 00:02:10.000]  我不想再嫁來
[00:02:10.000 --> 00:02:14.400]  大家知不知道我已經嫁來了三、四次
[00:02:14.400 --> 00:02:18.040]  一個人在那個房間
[00:02:18.040 --> 00:02:21.080]  所以我真的很怕嫁來
[00:02:21.080 --> 00:02:25.520]  想了想當時的心情真的很差
[00:02:25.520 --> 00:02:29.560]  突然想到自己寫過一篇文章
[00:02:29.560 --> 00:02:32.000]  是講如何應對夜情
[00:02:32.000 --> 00:02:34.880]  記得圖片是怎樣應對夜情
[00:02:34.880 --> 00:02:38.920]  一想到這篇文章就覺得真的很幽默
[00:02:38.920 --> 00:02:45.160]  好像那篇文章簡直是為那天我寫的那樣
[00:02:45.160 --> 00:02:49.280]  那篇文章當中大致有一種意思就是
[00:02:49.280 --> 00:02:51.680]  當我們遇到病情的時候
[00:02:51.680 --> 00:02:54.160]  不怨天尤人
[00:02:54.160 --> 00:02:58.640]  不罵為什麼別人傳給我
[00:02:58.640 --> 00:03:03.080]  而是學習安靜的承受苦難
[00:03:03.080 --> 00:03:08.400]  就是一群基督徒應該準備好的訓練
[00:03:08.400 --> 00:03:11.960]  我當時在文章裡是這樣寫的
[00:03:11.960 --> 00:03:15.480]  我想到那篇文章的時候我就安靜下來
[00:03:15.480 --> 00:03:17.760]  情緒很平穩
[00:03:17.760 --> 00:03:23.080]  我感激著我沒有被試探性過
[00:03:23.080 --> 00:03:26.680]  然後我平靜地打電話通知學校職員
[00:03:26.680 --> 00:03:29.560]  我就說我中招了
[00:03:29.560 --> 00:03:31.280]  安排在我旁邊
[00:03:31.280 --> 00:03:35.440]  最好不要去祖高灣
[00:03:35.440 --> 00:03:37.120]  所以那時候的經歷到現在
[00:03:37.120 --> 00:03:41.160]  都是很深刻的印象
[00:03:41.160 --> 00:03:43.680]  那段經歷讓我想起這段經文
[00:03:43.680 --> 00:03:45.320]  當時真的想到這段經文
[00:03:45.320 --> 00:03:49.280]  就是耶穌授試探的這段經文
[00:03:49.280 --> 00:03:52.920]  我想那段經文不單單是我
[00:03:52.920 --> 00:03:56.840]  我想每一個基督徒都可以從中學習
[00:03:56.840 --> 00:04:01.440]  怎樣性過試探的那一段寶庫
[00:04:01.440 --> 00:04:04.920]  那我們就一起來看看這段經文
[00:04:04.920 --> 00:04:07.480]  我覺得這段經文其實我查經也好
[00:04:07.480 --> 00:04:11.280]  或者是我記得我剛剛信主的時候
[00:04:11.280 --> 00:04:13.320]  跟蘇慕斯查過這段經
[00:04:13.320 --> 00:04:17.320]  到現在為止這段經文是不是查過100次都有了
[00:04:17.320 --> 00:04:19.680]  自己大小了聽別人大
[00:04:19.680 --> 00:04:21.560]  但我覺得每次看的時候
[00:04:21.560 --> 00:04:25.560]  都是有深的提醒
[00:04:25.560 --> 00:04:29.400]  那麼這段經文是耶穌授試探經文
[00:04:29.400 --> 00:04:31.680]  我想大家應該熟悉得不得了
[00:04:31.680 --> 00:04:33.480]  應該熟悉得不得了
[00:04:33.480 --> 00:04:36.960]  所以我今天會從兩個進度
[00:04:36.960 --> 00:04:42.680]  來探一探試探的面龐
[00:04:42.680 --> 00:04:47.600]  第一種進度就是舊約和新約對照的進度
[00:04:47.600 --> 00:04:52.480]  這種進度大家應該很熟悉
[00:04:52.480 --> 00:04:54.480]  我想提幾個問題
[00:04:54.480 --> 00:04:56.600]  首先解決問題
[00:04:56.600 --> 00:05:01.640]  為甚麼撒旦要耶穌把石頭變成餅
[00:05:01.640 --> 00:05:03.880]  是一種試探
[00:05:03.880 --> 00:05:07.320]  為甚麼說它是一個試探呢
[00:05:07.320 --> 00:05:08.560]  我們看看那時
[00:05:08.560 --> 00:05:11.160]  很明顯授試探這段經文當中
[00:05:11.160 --> 00:05:14.680]  耶穌禁食肯定是完全不吃東西
[00:05:14.680 --> 00:05:17.400]  可以喝水
[00:05:17.400 --> 00:05:20.320]  一般來說
[00:05:20.320 --> 00:05:23.800]  我們知道禁食四十咒日
[00:05:23.800 --> 00:05:26.600]  人已經到了死亡的邊緣
[00:05:26.600 --> 00:05:28.360]  已經差不多了
[00:05:28.360 --> 00:05:30.400]  已經瘦得不得了
[00:05:30.400 --> 00:05:32.920]  說是做來死的
[00:05:32.920 --> 00:05:35.200]  在這段經文之後
[00:05:35.200 --> 00:05:38.920]  我們看過一段經文叫做五餅二魚
[00:05:38.920 --> 00:05:41.800]  是不是又是大家瘦得不得了的經文
[00:05:41.800 --> 00:05:44.360]  五餅二魚那時
[00:05:44.360 --> 00:05:46.840]  耶穌可不可以變成石馬呢
[00:05:46.840 --> 00:05:49.680]  完全可以
[00:05:49.680 --> 00:05:51.400]  那時可以變成石馬呢
[00:05:51.400 --> 00:05:53.000]  為保大家
[00:05:53.000 --> 00:05:54.800]  為甚麼在這裏
[00:05:54.800 --> 00:05:57.800]  耶穌自己都餓得要死
[00:05:57.800 --> 00:06:01.360]  那把石頭變成餅就不行呢
[00:06:01.360 --> 00:06:03.760]  為甚麼把石頭變成餅呢
[00:06:03.760 --> 00:06:06.960]  就是試探呢
[00:06:06.960 --> 00:06:09.600]  所以我們覺得很奇怪
[00:06:09.600 --> 00:06:12.640]  後來那段經文都不是很遠的
[00:06:12.640 --> 00:06:13.480]  那時可以
[00:06:13.480 --> 00:06:17.320]  為甚麼這次不行
[00:06:17.320 --> 00:06:19.840]  有些人認為
[00:06:19.840 --> 00:06:25.120]  好像是因為撒旦懷疑耶穌的身份
[00:06:25.120 --> 00:06:26.400]  他說了甚麼
[00:06:26.400 --> 00:06:27.240]  他說
[00:06:27.240 --> 00:06:30.720]  你如果是神的兒子
[00:06:30.720 --> 00:06:33.520]  他好像懷疑耶穌的身份那樣
[00:06:33.520 --> 00:06:36.480]  當時耶穌如果受了激動
[00:06:36.480 --> 00:06:39.040]  要證明自己是神的兒子
[00:06:39.040 --> 00:06:40.440]  你懷疑我
[00:06:40.440 --> 00:06:42.920]  那我就變一些東西給你看看
[00:06:42.920 --> 00:06:45.160]  如果耶穌這樣做的話
[00:06:45.160 --> 00:06:47.920]  他就在動怒了
[00:06:47.920 --> 00:06:49.800]  他就在犯罪了
[00:06:49.800 --> 00:06:52.160]  因此這個是一個試探
[00:06:52.160 --> 00:06:55.680]  有些人是這樣解經的
[00:06:55.680 --> 00:06:57.800]  但是在希臘文
[00:06:57.800 --> 00:07:00.240]  這個「如果」這句詞
[00:07:00.240 --> 00:07:02.080]  其實可以翻譯成為
[00:07:02.080 --> 00:07:04.640]  簡言的意思
[00:07:04.640 --> 00:07:06.600]  這個如果用學術來講
[00:07:06.600 --> 00:07:10.440]  就是說這是一種虛擬的條件句
[00:07:10.440 --> 00:07:13.160]  所謂虛擬條件句就是說
[00:07:13.160 --> 00:07:16.240]  其實我是承認你的
[00:07:16.240 --> 00:07:17.840]  就是說這句話
[00:07:17.840 --> 00:07:22.840]  撒旦不是真的挑戰耶穌的兒子身份
[00:07:22.840 --> 00:07:25.040]  反而是假設
[00:07:25.040 --> 00:07:27.680]  你的兒子身份是一種事實
