
[00:00:00.000 --> 00:00:02.800]  《羅馬書》第十六章第七節這樣說
[00:00:02.800 --> 00:00:06.000]  又向我一同坐牢的親戚
[00:00:06.000 --> 00:00:09.500]  安多尼古和尤利亞文安
[00:00:09.500 --> 00:00:12.300]  他們在使徒中是有名望的
[00:00:12.300 --> 00:00:15.700]  也是比我先在基督履歷
[00:00:15.700 --> 00:00:18.000]  保祿說他們是我的親戚
[00:00:18.000 --> 00:00:19.000]  即是說他們是猶太人
[00:00:19.000 --> 00:00:21.200]  他們是猶太的信徒
[00:00:21.200 --> 00:00:22.300]  跟隨主耶穌基督
[00:00:22.300 --> 00:00:25.000]  他說他們比我先盡主
[00:00:25.000 --> 00:00:27.500]  於是他們比我先受苦
[00:00:27.500 --> 00:00:30.500]  於是他們比我先得榮耀
[00:00:30.500 --> 00:00:33.500]  當你是初期教會里面
[00:00:33.500 --> 00:00:35.000]  當你信主的時候
[00:00:35.000 --> 00:00:36.500]  其實你已經知道
[00:00:36.500 --> 00:00:38.000]  你一定會受苦
[00:00:38.000 --> 00:00:41.000]  保祿說他們是在主裏面先信的
[00:00:41.000 --> 00:00:45.000]  於是他們先受苦
[00:00:45.000 --> 00:00:46.000]  先得榮耀
[00:00:46.000 --> 00:00:48.000]  還有第十節
[00:00:48.000 --> 00:00:53.000]  又向基督裏經過考驗的阿比安文安
[00:00:53.000 --> 00:00:55.500]  這裏所說的經過考驗
[00:00:55.500 --> 00:00:57.500]  不是你上學的考試
[00:00:57.500 --> 00:01:00.000]  不是你工作上的測驗
[00:01:00.000 --> 00:01:03.500]  甚至不是你身體健康上出了問題的考驗
[00:01:03.500 --> 00:01:08.000]  這裏所說的是爲着基督福音的緣故
[00:01:08.000 --> 00:01:12.500]  受苦、受逼迫
[00:01:12.500 --> 00:01:15.500]  初期的教會
[00:01:15.500 --> 00:01:18.500]  是一個這樣的教會
[00:01:18.500 --> 00:01:21.500]  如果你之前有聽過我講羅馬書的時候
[00:01:21.500 --> 00:01:23.500]  你可能會記得這一幕
[00:01:23.500 --> 00:01:26.500]  我說如果我們爲當時的羅馬教會
[00:01:26.500 --> 00:01:29.500]  做一個屬靈天氣預報的時候
[00:01:29.500 --> 00:01:32.500]  那個天氣預報應該會是這樣的
[00:01:32.500 --> 00:01:33.500]  天陰有雨
[00:01:33.500 --> 00:01:34.500]  間中有雷暴
[00:01:34.500 --> 00:01:37.500]  風勢有時強勁
[00:01:37.500 --> 00:01:39.500]  這個是保羅寫羅馬書的時候
[00:01:39.500 --> 00:01:42.500]  公元57年
[00:01:42.500 --> 00:01:44.500]  但如果你記得我講過
[00:01:44.500 --> 00:01:47.500]  跟着那幾年就風起雲湧了
[00:01:47.500 --> 00:01:48.500]  再過多三年
[00:01:48.500 --> 00:01:49.500]  再過多五年
[00:01:49.500 --> 00:01:51.500]  再過多十年
[00:01:51.500 --> 00:01:53.500]  情況急轉直下
[00:01:53.500 --> 00:01:54.500]  風起雲湧
[00:01:54.500 --> 00:01:56.500]  巨浪滔天
[00:01:56.500 --> 00:01:57.500]  到公元67年
[00:01:57.500 --> 00:01:58.500]  保羅自己
[00:01:58.500 --> 00:02:00.500]  我們相信教會傳統
[00:02:00.500 --> 00:02:02.500]  他在羅馬被人斬首
[00:02:02.500 --> 00:02:06.500]  成爲一個真人的活祭
[00:02:06.500 --> 00:02:07.500]  不單止是保羅
[00:02:07.500 --> 00:02:12.500]  還有很多其他在羅馬的弟兄姊妹
[00:02:12.500 --> 00:02:13.500]  或者你有機會
[00:02:13.500 --> 00:02:15.500]  你可以回去看看希伯來書
[00:02:15.500 --> 00:02:16.500]  希伯來書是講到
[00:02:16.500 --> 00:02:21.500]  我們相信是公元六十年代初的時候
[00:02:21.500 --> 00:02:25.500]  寫給在羅馬所居住的猶太人基督徒
[00:02:25.500 --> 00:02:27.500]  爲什麼要寫希伯來書
[00:02:27.500 --> 00:02:31.500]  因爲當時信主的猶太基督徒
[00:02:31.500 --> 00:02:32.500]  在想
[00:02:32.500 --> 00:02:34.500]  因爲情況越來越危急
[00:02:34.500 --> 00:02:35.500]  他們在想
[00:02:35.500 --> 00:02:37.500]  不如我們不要信耶穌
[00:02:37.500 --> 00:02:39.500]  於是希伯來書的作者寫
[00:02:39.500 --> 00:02:46.500]  你不可以不信耶穌
[00:02:46.500 --> 00:02:49.500]  沒有別的辦法
[00:02:49.500 --> 00:02:52.500]  唯有主耶穌基督可以
[00:02:52.500 --> 00:02:54.500]  請求我們
[00:02:54.500 --> 00:02:56.500]  你要忍耐到底必然得救
[00:02:56.500 --> 00:02:58.500]  你記得在希伯來書第十章
[00:02:58.500 --> 00:02:59.500]  第32節
[00:02:59.500 --> 00:03:00.500]  他這樣說
[00:03:00.500 --> 00:03:02.500]  你們要追念往日
[00:03:02.500 --> 00:03:04.500]  他剛信主的時候
[00:03:04.500 --> 00:03:06.500]  你們蒙了光照以後
[00:03:06.500 --> 00:03:09.500]  忍受了許多痛苦的掙扎
[00:03:09.500 --> 00:03:13.500]  一面在衆人面前公然被毀謗
[00:03:13.500 --> 00:03:14.500]  遭患難
[00:03:14.500 --> 00:03:17.500]  一面陪伴那些受這樣苦的人
[00:03:17.500 --> 00:03:20.500]  你們同情那些遭監禁的人
[00:03:20.500 --> 00:03:24.500]  也因而忍受你們的家業被奪去
[00:03:24.500 --> 00:03:25.500]  因爲你們知道
[00:03:25.500 --> 00:03:32.500]  自己有更美更久更長久的家業
[00:03:32.500 --> 00:03:38.500]  這個希伯來作者說不可以放棄
[00:03:38.500 --> 00:03:41.500]  原來在初期教會里面
[00:03:41.500 --> 00:03:46.500]  當你要去跟隨主耶穌基督的時候
[00:03:46.500 --> 00:03:49.500]  你自己已經知道
[00:03:49.500 --> 00:03:53.500]  你必須要面對苦難
[00:03:53.500 --> 00:03:57.500]  而初期的教會是一個甘願受苦的教會
[00:03:57.500 --> 00:04:05.500]  它是一個甘願背起十字架跟隨主耶穌基督的教會
[00:04:05.500 --> 00:04:07.500]  你可不可以想象
[00:04:07.500 --> 00:04:11.500]  當這封羅馬書去到羅馬的時候
[00:04:11.500 --> 00:04:13.500]  它是在羅馬宗教會
[00:04:13.500 --> 00:04:16.500]  宗基督徒面前公開閱讀的
[00:04:16.500 --> 00:04:19.500]  好像保羅的人到了這裏講道那樣
[00:04:19.500 --> 00:04:25.500]  你想想當他們聽到最後這些問安的時候
[00:04:25.500 --> 00:04:27.500]  那種感受
[00:04:27.500 --> 00:04:30.500]  你知道在教會里面有小孩的
[00:04:30.500 --> 00:04:31.500]  有年輕人的
[00:04:31.500 --> 00:04:34.500]  原來當時的小孩年輕人
[00:04:34.500 --> 00:04:36.500]  他們聽到最後保羅問安的時候
[00:04:36.500 --> 00:04:40.500]  會問安一些坐過監的人
[00:04:40.500 --> 00:04:43.500]  爲主受考驗的人
