
[00:00:00.000 --> 00:00:02.720]  弟兄姊妹平安,我們再一次街頭祈禱
[00:00:02.720 --> 00:00:06.800]  天父願祢帶領我們再一次讀祢的說話的時候
[00:00:06.800 --> 00:00:10.940]  我們都感受到祢話語的嚴重
[00:00:10.940 --> 00:00:14.480]  和祢話語那種語重心長的怨勉
[00:00:14.480 --> 00:00:18.220]  願祢都是親自的藉著聖靈在我們心裏面
[00:00:18.220 --> 00:00:19.740]  和我們每個人講說話
[00:00:19.740 --> 00:00:21.460]  叫我們聽到祢的警告
[00:00:21.460 --> 00:00:24.880]  也都聽到祢對我們的呼召
[00:00:24.880 --> 00:00:26.280]  奉耶穌基督的名祈求
[00:00:26.280 --> 00:00:26.960]  阿們
[00:00:28.580 --> 00:00:31.640]  今天讀這一段聖經
[00:00:31.640 --> 00:00:33.300]  剛才已經讀過了
[00:00:33.300 --> 00:00:36.740]  在希伯來書第五章十一至十二節
[00:00:36.740 --> 00:00:37.740]  至六章十二節
[00:00:37.740 --> 00:00:44.320]  基本上是一段非常之嚴重的警告信息
[00:00:44.320 --> 00:00:50.800]  可能大家比較少聽這一類警告信息
[00:00:50.800 --> 00:00:54.400]  因為比較多的時候
[00:00:54.400 --> 00:00:57.820]  我們都會思想到神對我們的恩典
[00:00:57.820 --> 00:00:59.880]  神對我們的愛
[00:00:59.880 --> 00:01:03.780]  但是事實上這一部分的信息
[00:01:03.780 --> 00:01:08.440]  在聖經當中是有的
[00:01:08.440 --> 00:01:10.320]  而且是非常之嚴重
[00:01:10.320 --> 00:01:13.660]  事實上解釋這一段聖經的時候
[00:01:13.660 --> 00:01:14.620]  很多時候
[00:01:14.620 --> 00:01:21.860]  聽過其他目者解釋這段聖經的時候
[00:01:21.860 --> 00:01:24.580]  很多時候都會將這一段聖經
[00:01:24.580 --> 00:01:30.140]  跟其他的聖經做一個對照
[00:01:30.140 --> 00:01:31.700]  或者去比較
[00:01:31.700 --> 00:01:36.660]  去講回這一段聖經真正的意思
[00:01:36.660 --> 00:01:40.060]  對比其他整體的聖經
[00:01:40.060 --> 00:01:43.020]  特別是關於恩順清二
[00:01:43.020 --> 00:01:47.760]  關於靠著恩典去得救
[00:01:47.760 --> 00:01:50.460]  那些來做一個比較
[00:01:50.460 --> 00:01:52.300]  但是
[00:01:52.300 --> 00:01:54.420]  當然是很重要的
[00:01:54.420 --> 00:01:55.360]  就是恩順清二
[00:01:55.360 --> 00:01:59.500]  剛剛今天我們的新城要你問答的時候
[00:01:59.500 --> 00:02:02.460]  剛才都講到恩順清二
[00:02:02.460 --> 00:02:04.200]  恩順清二的意思就是說
[00:02:04.200 --> 00:02:07.540]  我們是憑著信心領受神的恩典
[00:02:07.540 --> 00:02:09.020]  去到神的面前來的
[00:02:09.020 --> 00:02:11.980]  不是靠著我們的功勞
[00:02:11.980 --> 00:02:15.820]  不是靠著我們為神做些什麼
[00:02:15.820 --> 00:02:17.860]  或者我們有什麼好行為
[00:02:17.860 --> 00:02:20.420]  來在神面前換取恩典
[00:02:20.420 --> 00:02:23.300]  這個就是基本的恩順清二的道理
[00:02:23.300 --> 00:02:28.260]  我想很多信了耶穌的朋友
[00:02:28.260 --> 00:02:32.020]  弟兄姊妹都會非常熟悉的了
[00:02:32.020 --> 00:02:34.620]  但是今天我解釋這一段聖經的時候
[00:02:34.620 --> 00:02:38.980]  我就不會嘗試從這個角度來講的
[00:02:38.980 --> 00:02:41.980]  因為我發覺這是一個非常之
[00:02:41.980 --> 00:02:46.980]  需要獨立去思想的一個課題
[00:02:46.980 --> 00:02:49.740]  因為今天所講這一段的信息
[00:02:49.740 --> 00:02:53.260]  是一段非常之嚴厲的警告
[00:02:53.260 --> 00:02:56.540]  我舉個例子你就會明白
[00:02:56.540 --> 00:02:58.100]  為什麼我會選擇
[00:02:58.100 --> 00:03:01.140]  不會將它和恩順清二合起來講
[00:03:01.140 --> 00:03:02.820]  為什麼呢?
[00:03:02.820 --> 00:03:05.220]  譬如如果有一個小孩
[00:03:05.220 --> 00:03:14.500]  他做了一些很不對的事情
[00:03:14.500 --> 00:03:20.580]  媽媽看到他做了一些很不對的事情
[00:03:20.580 --> 00:03:21.540]  就跟他說
[00:03:21.540 --> 00:03:22.700]  你千萬不要這樣
[00:03:22.700 --> 00:03:26.980]  你再這樣我會罰你很嚴重的
[00:03:26.980 --> 00:03:31.220]  甚至乎你再這樣我會趕你出街的
[00:03:31.220 --> 00:03:35.980]  這是一個很嚴厲的媽媽對這個小孩的警告
[00:03:35.980 --> 00:03:40.060]  因為她覺得她做了這件事是很錯的時候
[00:03:40.060 --> 00:03:44.660]  需要有一個這麼嚴厲的警告給他聽
[00:03:44.660 --> 00:03:46.380]  但是如果你想一下
[00:03:46.380 --> 00:03:49.380]  當這個小孩聽了這樣的警告
[00:03:49.380 --> 00:03:52.260]  這個媽媽也講出了這樣的警告的時候
[00:03:52.260 --> 00:03:54.940]  她隔壁有一個鄰居
[00:03:54.940 --> 00:03:59.220]  聽了一個媽媽這樣講的時候
[00:03:59.220 --> 00:04:03.940]  他就走去前面跟那個小孩說
[00:04:03.940 --> 00:04:05.220]  你不需要這樣想的
[00:04:05.220 --> 00:04:07.220]  你媽媽其實很愛你的
[00:04:07.220 --> 00:04:09.820]  她無論怎樣都不會趕你出街的
[00:04:09.820 --> 00:04:11.700]  怎會做孤兒
[00:04:11.700 --> 00:04:13.220]  所以你放心
[00:04:13.220 --> 00:04:17.580]  她一定愛你愛到底的
[00:04:17.580 --> 00:04:24.740]  你覺得那個鄰居講這個話是幫了那個小孩
[00:04:24.740 --> 00:04:28.660]  還是害了那個小孩呢
[00:04:28.660 --> 00:04:31.700]  我相信是後者
[00:04:31.700 --> 00:04:35.660]  因為在那個時候他是需要聽警告的
[00:04:35.660 --> 00:04:39.580]  沒錯那個鄰居講的每一句都是真的
[00:04:39.580 --> 00:04:42.580]  每一句都是對的說話
[00:04:42.580 --> 00:04:45.860]  但是我相信在其他的時間
[00:04:45.860 --> 00:04:47.860]  可能他媽媽也會跟他說
[00:04:47.860 --> 00:04:48.860]  我有多愛你啊
[00:04:48.860 --> 00:04:50.860]  我有多接納你啊
[00:04:50.860 --> 00:04:52.860]  無論你多失敗
[00:04:52.860 --> 00:04:55.860]  我都會完全接納你的
[00:04:55.860 --> 00:05:01.860]  但是在他做那個很嚴重的錯誤的時候
[00:05:01.860 --> 00:05:04.860]  他需要聽的就不是那些
[00:05:04.860 --> 00:05:05.860]  我有多愛你啊
[00:05:05.860 --> 00:05:07.860]  你無論多錯都會接納你的
[00:05:07.860 --> 00:05:13.860]  那些給他保證的話
[00:05:13.860 --> 00:05:17.860]  真正在那個時刻那個小孩需要聽的說話
[00:05:17.860 --> 00:05:20.860]  可能就是一個很嚴厲的警告
[00:05:20.860 --> 00:05:21.860]  喂
[00:05:21.860 --> 00:05:22.860]  你小心點啊
[00:05:22.860 --> 00:05:26.860]  你這樣後果不堪設想啊
[00:05:26.860 --> 00:05:27.860]  你再這樣下去
[00:05:27.860 --> 00:05:28.860]  你這樣再走這條路
[00:05:28.860 --> 00:05:31.860]  你真的要醒一醒啊
[00:05:31.860 --> 00:05:32.860]  是不是
[00:05:32.860 --> 00:05:34.860]  你說兩句說話
[00:05:34.860 --> 00:05:36.860]  兩種的
[00:05:36.860 --> 00:05:39.860]  哪一個是對哪一個是錯呢
[00:05:39.860 --> 00:05:42.860]  其實沒有說哪個對哪個錯的
[00:05:42.860 --> 00:05:44.860]  那個媽媽無條件的愛他
[00:05:44.860 --> 00:05:46.860]  一定是這樣
[00:05:46.860 --> 00:05:48.860]  或者那個媽媽說
[00:05:48.860 --> 00:05:49.860]  你再這樣下去
[00:05:49.860 --> 00:05:51.860]  你就死路一條了
[00:05:51.860 --> 00:05:52.860]  再這樣下去
[00:05:52.860 --> 00:05:53.860]  我都不認你這個兒子
[00:05:53.860 --> 00:05:56.860]  你到時這樣
[00:05:56.860 --> 00:05:58.860]  也都可能會發生的
[00:05:58.860 --> 00:06:03.860]  但是如果你將兩個
[00:06:03.860 --> 00:06:06.860]  每一次說事第一遍
[00:06:06.860 --> 00:06:09.860]  又要將另一邊夾在一起呢
[00:06:09.860 --> 00:06:12.860]  那怎麼辦呢
[00:06:12.860 --> 00:06:15.860]  那就變成兩邊都聽不到
[00:06:15.860 --> 00:06:19.860]  那個嚴厲的警告聽得不是那麼嚴厲
[00:06:19.860 --> 00:06:22.860]  那個安慰的時候也都不覺得有多安慰
[00:06:22.860 --> 00:06:26.860]  因為都聽慣了這些說話
[00:06:26.860 --> 00:06:28.860]  我相信就是
[00:06:28.860 --> 00:06:32.860]  這個就是很多時候解釋這段聖經的時候
[00:06:32.860 --> 00:06:35.860]  的一種張力
[00:06:35.860 --> 00:06:37.860]  就是其中
[00:06:37.860 --> 00:06:39.860]  很多時候我們
[00:06:39.860 --> 00:06:42.860]  將聖經的警告本身
[00:06:42.860 --> 00:06:46.860]  很快地都還沒聽那個警告的嚴厲
[00:06:46.860 --> 00:06:47.860]  還沒聽完
[00:06:47.860 --> 00:06:50.860]  接著就很快地要將它解釋為
[00:06:50.860 --> 00:06:52.860]  不一定是這樣的
[00:06:52.860 --> 00:06:55.860]  無論如何神都愛你的
[00:06:55.860 --> 00:06:59.860]  但是那一刻神在罵人
[00:06:59.860 --> 00:07:01.860]  是不是
[00:07:01.860 --> 00:07:03.860]  當神在罵人的時候
[00:07:03.860 --> 00:07:06.860]  你不如靜靜地
[00:07:06.860 --> 00:07:09.860]  聽聽他罵些什麼
[00:07:09.860 --> 00:07:11.860]  關不關自己的事
[00:07:11.860 --> 00:07:13.860]  那個是不是更加
[00:07:13.860 --> 00:07:16.860]  一個重要的一個聆聽的態度呢
