
[00:00:00.000 --> 00:00:03.000]  各位弟姐妹們,晚安、午安,我們一起祈禱
[00:00:03.000 --> 00:00:07.500]  慈悲的天父,我們仰望你
[00:00:07.500 --> 00:00:10.500]  仰望你就是那位創天造地的主
[00:00:10.500 --> 00:00:13.000]  並且改變人生命的主
[00:00:13.000 --> 00:00:15.500]  你給我們得著永恆的盼望
[00:00:15.500 --> 00:00:17.500]  脫離罪惡的權勢
[00:00:17.500 --> 00:00:21.000]  原是為了讓我們得著新的自由、生活
[00:00:21.000 --> 00:00:24.500]  並且有愛的彼此相愛的命令
[00:00:24.500 --> 00:00:27.500]  祈求主,你透過今天的信息
[00:00:27.500 --> 00:00:29.500]  再次激勵幫助我們
[00:00:29.500 --> 00:00:32.000]  讓我們看到福音的重要性
[00:00:32.000 --> 00:00:35.000]  也幫助孩子講解你的說話清楚
[00:00:35.000 --> 00:00:38.500]  並明白我們同心謙卑去領受
[00:00:38.500 --> 00:00:42.000]  禱告是奉耶穌基督的名求,阿們
[00:00:42.000 --> 00:00:46.000]  上星期我們就在《使徒行傳》第十七章
[00:00:46.000 --> 00:00:49.500]  跟大家一起討論福音的本質
[00:00:49.500 --> 00:00:53.000]  今天我們繼續福音這個題目
[00:00:53.000 --> 00:00:55.000]  關乎宣教、關乎福音
[00:00:55.000 --> 00:00:56.500]  我們真的很想看看
[00:00:56.500 --> 00:01:00.000]  這次就是馬赫福音的經文,跟大家一起看看
[00:01:00.000 --> 00:01:03.500]  這段經文其實是記載在第四章
[00:01:03.500 --> 00:01:06.500]  第四章第一至二十節的經文
[00:01:06.500 --> 00:01:08.500]  這段經文很熟悉
[00:01:08.500 --> 00:01:10.500]  因為是一個「撒眾的比喻」
[00:01:10.500 --> 00:01:13.500]  我們通常會翻譯為「撒眾的比喻」
[00:01:13.500 --> 00:01:18.500]  不過這個比喻原來不是每個人都叫做「撒眾的比喻」
[00:01:18.500 --> 00:01:21.000]  還有「撒眾的比喻」這個名稱
[00:01:21.000 --> 00:01:23.500]  也不是耶穌說出來的名稱
[00:01:23.500 --> 00:01:26.000]  不過我們作為後人的戒經家
[00:01:26.000 --> 00:01:28.500]  真的很想把這個比喻改一下命
[00:01:28.500 --> 00:01:30.500]  我現在提出三個提議
[00:01:30.500 --> 00:01:33.500]  讓大家可以做一下投票
[00:01:33.500 --> 00:01:37.500]  第一個提議就叫做「種子的比喻」
[00:01:37.500 --> 00:01:40.500]  就不是「撒」了,是「種子的比喻」
[00:01:40.500 --> 00:01:43.500]  第二個就是「撒眾者的比喻」
[00:01:43.500 --> 00:01:46.500]  第三個就是「土壤的比喻」
[00:01:46.500 --> 00:01:49.000]  OK了,想好了沒有?
[00:01:49.000 --> 00:01:53.000]  想好了的話,每人可以多舉一次手
[00:01:53.000 --> 00:01:56.000]  都可以的,你覺得三個都合理的話
[00:01:56.000 --> 00:01:58.500]  Why not both 都沒問題的
[00:01:58.500 --> 00:02:00.500]  那我們試一下,好不好?
[00:02:00.500 --> 00:02:02.500]  「種子的比喻」舉手
[00:02:02.500 --> 00:02:08.500]  OK,「撒眾者的比喻」舉手
[00:02:08.500 --> 00:02:12.500]  嗯,挺好,挺好
[00:02:12.500 --> 00:02:14.500]  「土壤的比喻」舉手
[00:02:14.500 --> 00:02:18.500]  哇,比較多,因為這些全部都是土壤
[00:02:18.500 --> 00:02:25.500]  其實很多不同的戒經家用不同的說話去描述這件事
[00:02:25.500 --> 00:02:29.500]  不過通常,十個戒經家都有八個
[00:02:29.500 --> 00:02:32.500]  改了名字就叫做「種子的比喻」
[00:02:32.500 --> 00:02:34.500]  是沒有人舉手的那個
[00:02:34.500 --> 00:02:36.500]  沒有人舉手
[00:02:36.500 --> 00:02:39.500]  等等告訴大家那個原因是什麼
[00:02:39.500 --> 00:02:42.500]  不過我們真的要看看這段經文在說什麼
[00:02:42.500 --> 00:02:46.500]  《馬赫福音》第四章第一到二十節的經文
[00:02:46.500 --> 00:02:48.500]  其實都大家熟悉
[00:02:48.500 --> 00:02:51.500]  不過熟悉其實就會好像聽過
[00:02:51.500 --> 00:02:56.500]  是比較難接受,裡面原來有一些信息是我們overlook了的
[00:02:56.500 --> 00:02:57.500]  我們看看吧
[00:02:57.500 --> 00:03:00.500]  它就說:耶穌又在海邊教訓人
[00:03:00.500 --> 00:03:03.500]  有許多人到他那裡聚集
[00:03:03.500 --> 00:03:05.500]  他只得上船坐下
[00:03:05.500 --> 00:03:10.500]  船在海裡,眾人都靠近海,站在岸上
[00:03:10.500 --> 00:03:14.500]  耶穌就用比喻教訓他們許多道理
[00:03:14.500 --> 00:03:17.500]  在教訓之間對他們說:你們聽
[00:03:17.500 --> 00:03:20.500]  有一個殺種的出去殺種
[00:03:20.500 --> 00:03:23.500]  殺的時候,又落在路旁的
[00:03:23.500 --> 00:03:25.500]  飛了來吃盡了
[00:03:25.500 --> 00:03:29.500]  又落在土淺石頭地上的
[00:03:29.500 --> 00:03:31.500]  土技不深,發苗最快
[00:03:31.500 --> 00:03:33.500]  日頭一出來一晒
[00:03:33.500 --> 00:03:36.500]  因為沒有根就枯乾了
[00:03:36.500 --> 00:03:38.500]  又落在荊棘裡的
[00:03:38.500 --> 00:03:40.500]  荊棘長起來把它擠住了
[00:03:40.500 --> 00:03:45.500]  就不結實,又落在有好土裡的
[00:03:45.500 --> 00:03:49.500]  就發生長大結實有三十倍
[00:03:49.500 --> 00:03:52.500]  有六十倍的,有一百倍的
[00:03:52.500 --> 00:03:56.500]  又說有耳可聽的,就應當聽
[00:03:56.500 --> 00:03:58.500]  第十節,沒有人的時候
[00:03:58.500 --> 00:04:02.500]  跟隨耶穌的人和十二個門徒問這個比喻的意思
[00:04:02.500 --> 00:04:04.500]  耶穌對他們說:
[00:04:04.500 --> 00:04:07.500]  神國的奧秘,只叫你們知道
[00:04:07.500 --> 00:04:10.500]  若是對外人說,凡事就用比喻
[00:04:10.500 --> 00:04:15.500]  叫他們看事要看見,卻不曉得
[00:04:15.500 --> 00:04:21.500]  聽事要聽見,卻不明白
[00:04:21.500 --> 00:04:25.500]  恐怕他們會轉過來,就得赦免
[00:04:25.500 --> 00:04:29.500]  十三節,又對他們說:你們不明白這比喻嗎?
[00:04:29.500 --> 00:04:32.500]  這樣怎能明白一切的比喻呢?
[00:04:32.500 --> 00:04:35.500]  殺種之人所殺的,就是道
[00:04:35.500 --> 00:04:38.500]  那殺在路旁的,就是人聽了道
[00:04:38.500 --> 00:04:43.500]  殺但立即來,把殺在他心裡的道奪去了
[00:04:43.500 --> 00:04:45.500]  那殺在石頭上,地上的
[00:04:45.500 --> 00:04:48.500]  就是人聽了道,立即歡喜領受
[00:04:48.500 --> 00:04:51.500]  但他心裡沒有根,不過是暫時的
[00:04:51.500 --> 00:04:55.500]  及至為道遭了患難,或是受了逼迫
[00:04:55.500 --> 00:04:58.500]  立即就跌倒了
[00:04:58.500 --> 00:05:01.500]  或有那殺在荊棘裡的,就是人聽了道
[00:05:01.500 --> 00:05:05.500]  後來有世上的屍類,錢財的蜜瓜
[00:05:05.500 --> 00:05:11.500]  和別樣的屍肉進來,把道擠住了,就不能結實
[00:05:11.500 --> 00:05:16.500]  那殺在土地上的,就是人聽了道,又領受
[00:05:16.500 --> 00:05:19.500]  並且結實,有三十倍的
[00:05:19.500 --> 00:05:24.500]  有六十倍的,有一百倍的
[00:05:24.500 --> 00:05:26.500]  一到二十節的經文
[00:05:26.500 --> 00:05:30.500]  無論比喻的內容,和比喻的解釋
