
[00:00:00.000 --> 00:00:03.000]  我作為社關部負責的童工
[00:00:03.000 --> 00:00:05.000]  我經常被人問我
[00:00:05.000 --> 00:00:07.000]  社會上有這麼多人有需要
[00:00:07.000 --> 00:00:09.000]  怎樣做得完呢
[00:00:09.000 --> 00:00:11.000]  我們會不會做得有方向一點
[00:00:11.000 --> 00:00:13.000]  教會會不會
[00:00:13.000 --> 00:00:15.000]  社關的方向是怎樣的呢
[00:00:15.000 --> 00:00:17.000]  又或者有人問我
[00:00:17.000 --> 00:00:19.000]  社區上面都有很多無家者
[00:00:19.000 --> 00:00:21.000]  劏房戶
[00:00:21.000 --> 00:00:23.000]  露宿者這樣
[00:00:23.000 --> 00:00:25.000]  教會有沒有想過怎樣去鼓勵弟兄姊妹
[00:00:25.000 --> 00:00:27.000]  去關心他們這些的需要呢
[00:00:27.000 --> 00:00:30.000]  的確在社區裡面有很多的需要
[00:00:30.000 --> 00:00:32.000]  很多的資訊
[00:00:32.000 --> 00:00:34.000]  真的有時候我們都會覺得吃不消
[00:00:34.000 --> 00:00:37.000]  覺得很多事情都做不完
[00:00:37.000 --> 00:00:39.000]  社會太多的資訊
[00:00:39.000 --> 00:00:41.000]  太多的需要
[00:00:41.000 --> 00:00:43.000]  不禁都讓我想起聖經裡面
[00:00:43.000 --> 00:00:46.000]  律法師去問耶穌的問題
[00:00:46.000 --> 00:00:48.000]  就是誰是我的鄰舍呢
[00:00:48.000 --> 00:00:50.000]  都大家很熟悉的
[00:00:50.000 --> 00:00:52.000]  在路加福音的十章二十九節裡面
[00:00:52.000 --> 00:00:54.000]  誰是我的鄰舍呢
[00:00:54.000 --> 00:00:56.000]  誰是我要關心的人呢
[00:00:56.000 --> 00:00:58.000]  這麼多需要又做不完
[00:00:58.000 --> 00:01:00.000]  不如你告訴我
[00:01:00.000 --> 00:01:01.000]  哪些是我的鄰舍
[00:01:01.000 --> 00:01:03.000]  我去幫助我的鄰舍吧
[00:01:03.000 --> 00:01:05.000]  你告訴我
[00:01:05.000 --> 00:01:07.000]  讓我主動去關心他們吧
[00:01:07.000 --> 00:01:09.000]  這段經文的背景
[00:01:09.000 --> 00:01:11.000]  正正就是有一位律法師
[00:01:11.000 --> 00:01:13.000]  他想試探耶穌
[00:01:13.000 --> 00:01:15.000]  他問夫子我該做什麼
[00:01:15.000 --> 00:01:17.000]  才可以承受永生
[00:01:17.000 --> 00:01:19.000]  耶穌就對他說
[00:01:19.000 --> 00:01:20.000]  律法上寫的是什麼
[00:01:20.000 --> 00:01:21.000]  你念的是什麼呢
[00:01:21.000 --> 00:01:23.000]  他就回答
[00:01:23.000 --> 00:01:25.000]  你要盡心盡性盡力
[00:01:25.000 --> 00:01:26.000]  盡力愛主你的神
[00:01:26.000 --> 00:01:29.000]  又要愛鄰舍如同自己
[00:01:29.000 --> 00:01:31.000]  他回答了兩條大的誡命
[00:01:31.000 --> 00:01:33.000]  愛神和愛人
[00:01:33.000 --> 00:01:35.000]  就是律法的總幹
[00:01:35.000 --> 00:01:38.000]  在貌昏裡面再一次講的是
[00:01:38.000 --> 00:01:40.000]  你要盡心盡性盡意盡力
[00:01:40.000 --> 00:01:41.000]  愛主你的神
[00:01:41.000 --> 00:01:43.000]  其次就是說要愛人如己
[00:01:43.000 --> 00:01:47.000]  再沒有比這兩條誡命更大的了
[00:01:47.000 --> 00:01:50.000]  當這個律法師回答完之後
[00:01:50.000 --> 00:01:53.000]  耶穌就用了好撒瑪利亞人的故事
[00:01:53.000 --> 00:01:56.000]  去教導我們怎樣去愛人
[00:01:56.000 --> 00:01:58.000]  這段經文我相信
[00:01:58.000 --> 00:02:00.000]  很多信徒都聽過很熟悉
[00:02:00.000 --> 00:02:03.000]  一想起《社關月》《社關主日》
[00:02:03.000 --> 00:02:06.000]  我都會不期然又想起這段經文
[00:02:06.000 --> 00:02:08.000]  在十章二十五到三十七節
[00:02:08.000 --> 00:02:09.000]  《路加福音》裡面
[00:02:09.000 --> 00:02:10.000]  他說好撒瑪利亞人
[00:02:10.000 --> 00:02:12.000]  在故事裡面提到
[00:02:12.000 --> 00:02:14.000]  有一個撒瑪利亞人
[00:02:14.000 --> 00:02:16.000]  經過見到一個受傷的人
[00:02:16.000 --> 00:02:18.000]  他就動了慈心
[00:02:18.000 --> 00:02:22.000]  他用油和酒倒在他傷口的上高
[00:02:22.000 --> 00:02:24.000]  他親手包紮他的傷口
[00:02:24.000 --> 00:02:27.000]  然後將他扶在自己的身上
[00:02:27.000 --> 00:02:30.000]  帶他到旅館裡面照顧他
[00:02:30.000 --> 00:02:33.000]  更誇張的是他陪他陪到第二天
[00:02:33.000 --> 00:02:36.000]  還拿出兩錢的銀紙
[00:02:36.000 --> 00:02:38.000]  相等於幾星期的洗費
[00:02:38.000 --> 00:02:40.000]  來幫助這個受傷的人
[00:02:40.000 --> 00:02:41.000]  交給店主
[00:02:41.000 --> 00:02:43.000]  他說你且照應他
[00:02:43.000 --> 00:02:45.000]  此外所費用的
[00:02:45.000 --> 00:02:47.000]  即是一切額外的開支
[00:02:47.000 --> 00:02:50.000]  我都會回來再給你
[00:02:50.000 --> 00:02:53.000]  所以撒瑪利亞人所做的
[00:02:53.000 --> 00:02:55.000]  是超過了最低的限度
[00:02:55.000 --> 00:02:58.000]  超乎想像的一個援助
[00:02:58.000 --> 00:03:00.000]  是模範中的模範
[00:03:00.000 --> 00:03:04.000]  是超出一般人的憐憫行為
[00:03:04.000 --> 00:03:06.000]  我們自問有多少人
[00:03:06.000 --> 00:03:08.000]  會做到好像撒瑪
[00:03:08.000 --> 00:03:10.000]  好撒瑪利亞人那樣的行動
[00:03:10.000 --> 00:03:12.000]  去關心我們身邊有需要的人
[00:03:12.000 --> 00:03:13.000]  一個不認識的人
[00:03:13.000 --> 00:03:14.000]  一個受傷的人
[00:03:14.000 --> 00:03:18.000]  有誰會做到這麼盡呢
[00:03:18.000 --> 00:03:20.000]  好撒瑪利亞人看到這個
[00:03:20.000 --> 00:03:22.000]  被強盜打到半死的人
[00:03:22.000 --> 00:03:25.000]  他就動了慈心
[00:03:25.000 --> 00:03:28.000]  這個在新漢閱譯本裡面的翻譯是
[00:03:28.000 --> 00:03:31.000]  看見他動了憐憫的心
[00:03:31.000 --> 00:03:33.000]  我都曾經和大家分享過
[00:03:33.000 --> 00:03:36.000]  憐憫的字英文Compassion
[00:03:36.000 --> 00:03:38.000]  拉丁文裡面分開是
[00:03:38.000 --> 00:03:40.000]  Compassion這兩個字
[00:03:40.000 --> 00:03:42.000]  就是一同和受苦
[00:03:42.000 --> 00:03:47.000]  所以憐憫就是一同受苦的意思
[00:03:47.000 --> 00:03:49.000]  每當耶穌動了慈心
[00:03:49.000 --> 00:03:52.000]  所用的動詞都是憐憫
[00:03:52.000 --> 00:03:55.000]  耶穌導誠肉身來到這個世界上
[00:03:55.000 --> 00:03:57.000]  去獻上自己的生命
[00:03:57.000 --> 00:03:59.000]  為了救贖我們每一個人的生命
[00:03:59.000 --> 00:04:00.000]  祂來到我們中間
[00:04:00.000 --> 00:04:03.000]  經歷和感受我們的一切
[00:04:03.000 --> 00:04:04.000]  與我們一起生活
[00:04:04.000 --> 00:04:06.000]  與門徒一起受苦
[00:04:06.000 --> 00:04:08.000]  在這一切當中
[00:04:08.000 --> 00:04:10.000]  都是因為愛的表現
[00:04:10.000 --> 00:04:13.000]  是出於愛 出於憐憫
[00:04:13.000 --> 00:04:15.000]  以一份一同受苦的精神
[00:04:15.000 --> 00:04:18.000]  一份犧牲的精神就是愛
[00:04:18.000 --> 00:04:20.000]  神的愛透過人
[00:04:20.000 --> 00:04:22.000]  透過我們彼此的憐憫
[00:04:22.000 --> 00:04:24.000]  彼此的接觸一起去經歷
[00:04:24.000 --> 00:04:27.000]  所以耶穌對律法師說
[00:04:27.000 --> 00:04:29.000]  你照樣去憐憫其他人
[00:04:29.000 --> 00:04:31.000]  你照樣去行吧
[00:04:31.000 --> 00:04:34.000]  要用行動 具體的行動去表現
[00:04:34.000 --> 00:04:36.000]  去經歷 去回應神的愛
[00:04:36.000 --> 00:04:39.000]  要去愛 要去行出來
[00:04:39.000 --> 00:04:43.000]  剛剛過去的暑假
[00:04:43.000 --> 00:04:46.000]  我帶了一群應屆的DSE考生
[00:04:46.000 --> 00:04:49.000]  參與了諾富長者倫敘中心的
[00:04:49.000 --> 00:04:52.000]  長青樂融融的活動
[00:04:52.000 --> 00:04:54.000]  他們與這群長者
[00:04:54.000 --> 00:04:56.000]  去唱詩 玩遊戲
[00:04:56.000 --> 00:04:59.000]  與他們一起互動 談談 關心
[00:04:59.000 --> 00:05:01.000]  又為長者祈禱
[00:05:01.000 --> 00:05:04.000]  協助派飯的服侍等等
[00:05:04.000 --> 00:05:07.000]  長者看到他們這群年輕人都很開心
[00:05:07.000 --> 00:05:10.000]  感受到被關心的那種感覺
[00:05:10.000 --> 00:05:12.000]  而其中一個年輕人
[00:05:12.000 --> 00:05:15.000]  他在整個過程裡
[00:05:15.000 --> 00:05:19.000]  在當中如何去做關懷社群的體會之中
[00:05:19.000 --> 00:05:21.000]  他其中有一幕
[00:05:21.000 --> 00:05:23.000]  他自己很深刻
[00:05:23.000 --> 00:05:25.000]  就是我們其中一個環節
[00:05:25.000 --> 00:05:27.000]  就是要他們這群年輕人
[00:05:27.000 --> 00:05:29.000]  到街上找一些陌生人
[00:05:29.000 --> 00:05:31.000]  一些有需要的人
[00:05:31.000 --> 00:05:33.000]  去關心他們 問候他們
[00:05:33.000 --> 00:05:35.000]  以及為他們祈禱
[00:05:35.000 --> 00:05:38.000]  所以這群年輕人就很膽怯
[00:05:38.000 --> 00:05:41.000]  很害怕 去找一些陌生人
[00:05:41.000 --> 00:05:43.000]  不知道他們有什麼反應
[00:05:43.000 --> 00:05:45.000]  又不知道怎樣拒絕他們
[00:05:45.000 --> 00:05:46.000]  他們就很緊張
[00:05:46.000 --> 00:05:47.000]  但是這些年輕人
[00:05:47.000 --> 00:05:50.000]  他們很努力地去關心一些有需要的人
[00:05:50.000 --> 00:05:52.000]  一些身邊的街坊
[00:05:52.000 --> 00:05:54.000]  結果那個年輕人說
[00:05:54.000 --> 00:05:57.000]  有一次他就幫一個陌生人去祈禱
[00:05:57.000 --> 00:06:00.000]  為他提出的需要去祈禱
[00:06:00.000 --> 00:06:04.000]  他很感受到那個情景是很特別
[00:06:04.000 --> 00:06:07.000]  他說他就好像走出了自己的安書區那樣
[00:06:07.000 --> 00:06:10.000]  做了一些自己都沒有想過的事
[00:06:10.000 --> 00:06:12.000]  很特別的一個感受
[00:06:12.000 --> 00:06:17.000]  很體會到那種奇妙的工作
[00:06:17.000 --> 00:06:21.000]  原來當我們去到一班有需要的人的中間
[00:06:21.000 --> 00:06:23.000]  一些群體裡面的時候
[00:06:23.000 --> 00:06:25.000]  我們親身去體會的時候
[00:06:25.000 --> 00:06:27.000]  就會有很不同的感覺
[00:06:27.000 --> 00:06:29.000]  有很大的分別
[00:06:29.000 --> 00:06:32.000]  我們在當中去體會服侍
[00:06:32.000 --> 00:06:36.000]  在當中去體會那個憐憫的行為
[00:06:36.000 --> 00:06:38.000]  我們放下我們的身段
[00:06:38.000 --> 00:06:41.000]  好像主耶穌一樣杜成玉身地住在他們中間
[00:06:41.000 --> 00:06:43.000]  和他們一起去經歷的時候
[00:06:43.000 --> 00:06:44.000]  真的很不同
[00:06:44.000 --> 00:06:46.000]  當你有份參與過的時候
[00:06:46.000 --> 00:06:50.000]  你就會發現有很不同的變化
[00:06:50.000 --> 00:06:52.000]  你就會明白那種不同
[00:06:52.000 --> 00:06:55.000]  《聖經》裡面曾經對人類提出了三個問題
[00:06:55.000 --> 00:06:59.000]  也是今天我想說的一個信息的框架
[00:06:59.000 --> 00:07:01.000]  剛才我說到誰是我的鄰舍呢
[00:07:01.000 --> 00:07:03.000]  第二段的經文是
[00:07:03.000 --> 00:07:05.000]  《創世紀四章九節》
[00:07:05.000 --> 00:07:10.000]  這是耶和華對該人說你的兄弟亞伯在哪裡呢
[00:07:10.000 --> 00:07:13.000]  該人的回答卻是我不知道
[00:07:13.000 --> 00:07:15.000]  我豈是看守我兄弟呢
[00:07:15.000 --> 00:07:18.000]  《創世紀四章九節》這段經文裡面
[00:07:18.000 --> 00:07:20.000]  指出一個人類普遍的現象
[00:07:20.000 --> 00:07:24.000]  就是我們很多時候都會想置身事外
[00:07:24.000 --> 00:07:26.000]  說不關我們的事
[00:07:26.000 --> 00:07:29.000]  我們太多的時候經常都會視而不見
[00:07:29.000 --> 00:07:32.000]  在我們身邊發生的事我們當看不到
[00:07:32.000 --> 00:07:35.000]  就好像《好撒馬里人》故事裡面的祭司
[00:07:35.000 --> 00:07:37.000]  李美人一樣
[00:07:37.000 --> 00:07:40.000]  明明看到受傷的人已經在路邊
[00:07:40.000 --> 00:07:42.000]  但他們都當看不到
[00:07:42.000 --> 00:07:44.000]  說不關我的事
[00:07:44.000 --> 00:07:46.000]  想置身事外
[00:07:46.000 --> 00:07:49.000]  他們就走過了離開了
