
[00:00:00.000 --> 00:00:02.500]  我想你特別留意這個詞句
[00:00:02.500 --> 00:00:03.500]  保羅說
[00:00:03.500 --> 00:00:07.000]  我們是憤怒的疑慮
[00:00:07.000 --> 00:00:10.500]  因爲我們是放縱了我們肉體的私慾
[00:00:10.500 --> 00:00:13.500]  隨着肉體的私慾去行
[00:00:13.500 --> 00:00:16.000]  我們通常想到肉體私慾的時候
[00:00:16.000 --> 00:00:19.500]  就想到那些人做了很多邋遢的事
[00:00:19.500 --> 00:00:21.500]  做了很多黑暗的事
[00:00:21.500 --> 00:00:23.000]  做了很多不道德的事
[00:00:23.000 --> 00:00:25.500]  很多幹犯神律法的事
[00:00:25.500 --> 00:00:27.000]  但是有沒有留意
[00:00:27.000 --> 00:00:29.500]  說這句話的人是保羅
[00:00:29.500 --> 00:00:33.500]  保羅是不是這種放縱情慾的人
[00:00:33.500 --> 00:00:35.500]  如果你看多些保羅的宣傳
[00:00:35.500 --> 00:00:36.500]  你會知道他不是
[00:00:36.500 --> 00:00:39.500]  保羅不是放縱情慾那種
[00:00:39.500 --> 00:00:42.500]  保羅相反是一個法理菜人
[00:00:42.500 --> 00:00:44.500]  守律法的法理菜人
[00:00:44.500 --> 00:00:46.500]  但是保羅說
[00:00:46.500 --> 00:00:48.500]  我和你一樣
[00:00:48.500 --> 00:00:54.500]  我是跟着我的肉體私慾的意念去行
[00:00:54.500 --> 00:00:56.500]  你想說些什麼呢
[00:00:56.500 --> 00:01:00.500]  我想告訴你當你跟隨肉體私慾去行的時候
[00:01:00.500 --> 00:01:02.500]  其實不是隻有一個結果
[00:01:02.500 --> 00:01:04.500]  就是放縱你自己
[00:01:04.500 --> 00:01:06.500]  有另外一個可能性
[00:01:06.500 --> 00:01:10.500]  那個叫做自我輕易
[00:01:10.500 --> 00:01:11.500]  自已
[00:01:11.500 --> 00:01:13.500]  這個是保羅所說的
[00:01:13.500 --> 00:01:14.500]  如果你有機會回去看
[00:01:14.500 --> 00:01:16.500]  去研究這個肉體這個字
[00:01:16.500 --> 00:01:17.500]  英文叫flesh
[00:01:17.500 --> 00:01:19.500]  原文叫做sars
[00:01:19.500 --> 00:01:21.500]  在保羅的寫作裏面
[00:01:21.500 --> 00:01:23.500]  他經常提到這個sars
[00:01:23.500 --> 00:01:25.500]  這個肉體
[00:01:25.500 --> 00:01:27.500]  肉體代表一個無神
[00:01:27.500 --> 00:01:30.500]  在一個無神狀態之下的生活
[00:01:30.500 --> 00:01:33.500]  而在這個無神狀態之下的生活
[00:01:33.500 --> 00:01:34.500]  有兩個可能性
[00:01:34.500 --> 00:01:37.500]  一個是自我的放縱
[00:01:37.500 --> 00:01:38.500]  另外一個是什麼
[00:01:38.500 --> 00:01:40.500]  自我的輕易
[00:01:40.500 --> 00:01:43.500]  我想帶你去看看加拉太書
[00:01:43.500 --> 00:01:46.500]  你明白加拉太書的問題
[00:01:46.500 --> 00:01:48.500]  就不是那些人去放縱自己
[00:01:48.500 --> 00:01:51.500]  加拉太是保羅跟他串了福音之後
[00:01:51.500 --> 00:01:52.500]  有人跟他說
[00:01:52.500 --> 00:01:54.500]  其實你要守律法
[00:01:54.500 --> 00:01:55.500]  你要行國禮
[00:01:55.500 --> 00:01:58.500]  於是加拉太人很想守律法
[00:01:58.500 --> 00:02:00.500]  於是他去了守律法
[00:02:00.500 --> 00:02:01.500]  保羅怎麼寫給他們
[00:02:01.500 --> 00:02:02.500]  保羅說
[00:02:02.500 --> 00:02:03.500]  無知的加拉太人
[00:02:03.500 --> 00:02:06.500]  耶穌基督釘十字架
[00:02:06.500 --> 00:02:08.500]  已活現在你們眼前
[00:02:08.500 --> 00:02:10.500]  誰又迷惑了你們呢
[00:02:10.500 --> 00:02:12.500]  這是我唯一問你們的
[00:02:12.500 --> 00:02:13.500]  你們領受了聖靈
[00:02:13.500 --> 00:02:15.500]  是因爲律法的行爲
[00:02:15.500 --> 00:02:17.500]  還是因順福音呢
[00:02:17.500 --> 00:02:20.500]  你們既然以聖靈開始如今
[00:02:20.500 --> 00:02:24.500]  竟以肉身結束肉體
[00:02:24.500 --> 00:02:25.500]  Flesh SARS
[00:02:25.500 --> 00:02:26.500]  同一個字來的
[00:02:26.500 --> 00:02:28.500]  你們怎可以如此無知
[00:02:28.500 --> 00:02:31.500]  他說你們信了福音
[00:02:31.500 --> 00:02:33.500]  以福音進入主耶穌基督裏面
[00:02:33.500 --> 00:02:36.500]  竟然現在利用肉體
[00:02:36.500 --> 00:02:38.500]  這個肉體不是說
[00:02:38.500 --> 00:02:40.500]  你現在去做那些壞事
[00:02:40.500 --> 00:02:41.500]  不是
[00:02:41.500 --> 00:02:43.500]  他們去守律法
[00:02:43.500 --> 00:02:45.500]  以至在律法裏面得到治疑
[00:02:45.500 --> 00:02:52.500]  這個也是隨從肉體的一個途徑
[00:02:52.500 --> 00:02:53.500]  這個很有意思
[00:02:53.500 --> 00:02:54.500]  其實你也知道
[00:02:54.500 --> 00:02:55.500]  你記得在耶穌
[00:02:55.500 --> 00:02:57.500]  在路加福音第十五章裏面
[00:02:57.500 --> 00:02:59.500]  耶穌說浪子的比喻
[00:02:59.500 --> 00:03:00.500]  你知不知道
[00:03:00.500 --> 00:03:01.500]  在浪子的比喻裏面
[00:03:01.500 --> 00:03:02.500]  其實不是一個浪子
[00:03:02.500 --> 00:03:03.500]  是兩個浪子
[00:03:03.500 --> 00:03:05.500]  兩個都回不了家
[00:03:05.500 --> 00:03:07.500]  兩個最後都不回家
[00:03:07.500 --> 00:03:09.500]  一個浪子是什麼呢
[00:03:09.500 --> 00:03:11.500]  自我放縱
[00:03:11.500 --> 00:03:14.500]  出去拜了父親身家
[00:03:14.500 --> 00:03:18.500]  跟那些娼妓一起
[00:03:18.500 --> 00:03:23.500]  另外一個很乖的
[00:03:23.500 --> 00:03:26.500]  最後不肯回家
[00:03:26.500 --> 00:03:31.500]  當人被肉身所掌控的時候
[00:03:31.500 --> 00:03:32.500]  有兩個可能性
[00:03:32.500 --> 00:03:35.500]  一個是自我的放縱
[00:03:35.500 --> 00:03:38.500]  另一個是自以爲意
[00:03:38.500 --> 00:03:40.500]  兩樣東西都是極其恐怖
[00:03:40.500 --> 00:03:46.500]  兩樣東西在神的眼中都是憤怒的對象
[00:03:46.500 --> 00:03:48.500]  今天我們在中國人的教會里面
[00:03:48.500 --> 00:03:50.500]  很少說自我放縱
[00:03:50.500 --> 00:03:52.500]  沒有去到那麼縱
[00:03:52.500 --> 00:03:54.500]  但是我們多少時候
[00:03:54.500 --> 00:03:57.500]  我們在肉身的掌管裏面
