
[00:00:00.000 --> 00:00:04.000]  聖經人聖經事由生命說書的網絡為大家預備
[00:00:04.000 --> 00:00:08.800]  今天講的題目是「人會忘記你」
[00:00:08.800 --> 00:00:10.600]  人是會忘記你的
[00:00:10.600 --> 00:00:13.200]  我們學聖經的人物、學聖經的故事
[00:00:13.200 --> 00:00:16.800]  是想看看背後上帝是怎樣
[00:00:16.800 --> 00:00:20.000]  認識他多些,他的手怎樣工作,怎樣能力
[00:00:20.000 --> 00:00:23.800]  你都會看到,人是會忘記你的
[00:00:23.800 --> 00:00:25.600]  哎呀,我這麼厲害,怎會忘記?
[00:00:25.600 --> 00:00:28.200]  個個都說厲害,個個都說記住
[00:00:28.200 --> 00:00:33.400]  不過好多人丟埋石像都好快被人家忘記了
[00:00:33.400 --> 00:00:37.400]  是會忘記的,因為人的記憶力都好短暫
[00:00:37.400 --> 00:00:40.400]  又好多東西分了心,會忘記
[00:00:40.400 --> 00:00:43.600]  難道真是一世人將你放在心裏面,動都不動嗎?
[00:00:43.600 --> 00:00:45.600]  人是會忘記你的
[00:00:45.600 --> 00:00:47.400]  哎呀,這次一定要記得
[00:00:47.400 --> 00:00:51.400]  好多時叫做忘恩負義
[00:00:51.400 --> 00:00:54.200]  好了,人會忘記你
[00:00:54.200 --> 00:00:58.200]  不過其實你要知道,剛剛昨天說
[00:00:58.200 --> 00:01:02.200]  所有事情都是出於神的三個字
[00:01:02.200 --> 00:01:03.400]  出於神的
[00:01:03.400 --> 00:01:06.400]  約瑟故事最重要的就是他後來學到
[00:01:06.400 --> 00:01:09.000]  所有事都是出於神
[00:01:09.000 --> 00:01:11.600]  所以人雖然忘記,不過不要緊
[00:01:11.600 --> 00:01:15.400]  人是會忘記,神不會忘記
[00:01:15.400 --> 00:01:19.800]  於是酒正就將他的夢告訴約瑟
[00:01:19.800 --> 00:01:23.800]  我夢見在我前面有一棵葡萄樹
[00:01:23.800 --> 00:01:26.600]  樹上有三斤枝子
[00:01:26.600 --> 00:01:30.200]  它好像發了芽,又開了花
[00:01:30.200 --> 00:01:33.800]  然後上頭的葡萄都成熟了
[00:01:33.800 --> 00:01:36.400]  那發露的杯仍然在我手裏面
[00:01:36.400 --> 00:01:38.800]  咦,我還拿著發露喝酒的杯子
[00:01:38.800 --> 00:01:40.800]  這杯子是他最喜歡的
[00:01:40.800 --> 00:01:44.800]  那我就拿葡萄,把葡萄摘下來
[00:01:44.800 --> 00:01:48.000]  就捏葡萄汁在發露的杯子裏面
[00:01:48.000 --> 00:01:50.600]  我就將杯子遞給他
[00:01:50.600 --> 00:01:54.400]  這就是酒正的夢
[00:01:54.400 --> 00:01:56.200]  夢見在我前面有一棵葡萄樹
[00:01:56.200 --> 00:01:58.200]  葡萄樹不是這樣的
[00:01:58.200 --> 00:02:00.000]  葡萄樹是爛藤的
[00:02:00.000 --> 00:02:01.800]  有一個很矮的架
[00:02:01.800 --> 00:02:03.400]  葡萄是翹著的
[00:02:03.400 --> 00:02:05.800]  葡萄是一棵一棵的
[00:02:05.800 --> 00:02:07.800]  這樣摘下來
[00:02:07.800 --> 00:02:10.400]  話說回來,釀酒的葡萄
[00:02:10.400 --> 00:02:14.800]  和我們會吃的葡萄籽是不同的
[00:02:14.800 --> 00:02:15.800]  不同品種的
[00:02:15.800 --> 00:02:17.800]  那些葡萄籽如果是釀酒的
[00:02:17.800 --> 00:02:19.400]  是不好吃的
[00:02:19.400 --> 00:02:21.600]  不是很甜的嗎?不是很甜的
[00:02:21.600 --> 00:02:23.600]  味道是很有趣的
[00:02:23.600 --> 00:02:27.200]  它是用來釀酒的
[00:02:27.200 --> 00:02:31.200]  簡單一點,夢就是摘下來
[00:02:31.200 --> 00:02:34.600]  捏葡萄汁在皇帝的杯子裏面
[00:02:34.600 --> 00:02:40.200]  就有葡萄汁了,遞給皇帝喝
[00:02:40.200 --> 00:02:41.400]  約瑟對他說
[00:02:41.400 --> 00:02:44.400]  你所做的夢是這樣的
[00:02:44.400 --> 00:02:48.200]  三根之子就是三篇
[00:02:48.200 --> 00:02:50.400]  為什麼?不要問了
[00:02:50.400 --> 00:02:53.200]  約瑟這樣解釋,上帝指示他的
[00:02:53.200 --> 00:02:56.000]  三根樹枝就是三篇
[00:02:56.000 --> 00:02:59.400]  三篇之內法老會提你出監
[00:02:59.400 --> 00:03:03.000]  叫你第一,你官服完職
[00:03:03.000 --> 00:03:04.600]  這是第一點要講的
[00:03:04.600 --> 00:03:06.200]  你官服完職
[00:03:06.200 --> 00:03:09.000]  你仍要遞杯在法老的手中
[00:03:09.000 --> 00:03:12.400]  和先前所作的酒證一樣
[00:03:12.400 --> 00:03:15.800]  你會恢復官職做酒證
[00:03:15.800 --> 00:03:19.000]  這些雖然不是幾多品的官
[00:03:19.000 --> 00:03:21.200]  但是所有人都尊敬的
[00:03:21.200 --> 00:03:23.400]  因為你和皇帝那麼近
[00:03:23.400 --> 00:03:25.000]  遞個杯給他
[00:03:25.000 --> 00:03:28.800]  每個人都說你和皇帝當然很熟
[00:03:28.800 --> 00:03:31.800]  每個人都連一品大員都怕你
[00:03:31.800 --> 00:03:35.200]  因為你是和皇帝親近侍候
[00:03:35.200 --> 00:03:37.600]  三篇之內你會官服完職
[00:03:37.600 --> 00:03:40.400]  這個就是第一點所講的
[00:03:40.400 --> 00:03:42.400]  有畫本很好
[00:03:42.400 --> 00:03:45.400]  一跌下來又上去
[00:03:45.400 --> 00:03:49.800]  這是人生很多時候會遇到的遭遇
[00:03:49.800 --> 00:03:52.800]  跌下來很快一下
[00:03:52.800 --> 00:03:55.200]  然後三天又上去
[00:03:55.200 --> 00:03:59.600]  這個V形反彈很多時候都會發生
[00:03:59.600 --> 00:04:02.400]  其實不是你厲害
[00:04:02.400 --> 00:04:05.000]  是不是酒證好東西
[00:04:05.000 --> 00:04:08.400]  不是,只是純粹上帝的手在後面工作
[00:04:08.400 --> 00:04:11.200]  令到他不歡喜他就坐牢
[00:04:11.200 --> 00:04:13.800]  叛君如叛婦就是這樣
[00:04:13.800 --> 00:04:16.200]  一不高興一拍枱就要坐牢
[00:04:16.200 --> 00:04:18.000]  說不定會更改
[00:04:18.000 --> 00:04:20.000]  第二就是回來繼續斟酒
[00:04:20.000 --> 00:04:23.200]  現在斟酒不鹹不淡都不會酒
[00:04:23.200 --> 00:04:25.000]  酒是什麼都不熟
[00:04:25.000 --> 00:04:26.400]  回來
[00:04:26.400 --> 00:04:27.600]  於是他就回來
[00:04:27.600 --> 00:04:28.600]  官服完職
[00:04:28.600 --> 00:04:30.400]  V形反彈
[00:04:30.400 --> 00:04:32.200]  第二個
[00:04:32.200 --> 00:04:35.200]  但你得好處的時候
[00:04:35.200 --> 00:04:38.400]  求你紀念我
[00:04:38.400 --> 00:04:39.400]  求你紀念我
[00:04:39.400 --> 00:04:40.600]  因為求你施恩我
[00:04:40.600 --> 00:04:41.400]  紀念我
[00:04:41.400 --> 00:04:45.000]  因為其實我在法老面前
[00:04:45.000 --> 00:04:47.400]  跟我說好說話
[00:04:47.400 --> 00:04:50.000]  救我出來開這監獄
[00:04:50.000 --> 00:04:51.800]  其實我是希伯來人
[00:04:51.800 --> 00:04:54.000]  是被人拐來這裏
[00:04:54.000 --> 00:04:56.600]  拐這個字都很少用
[00:04:56.600 --> 00:04:59.600]  是被人拐帶過來
[00:04:59.600 --> 00:05:02.400]  我在這裏都沒有做過壞的事
[00:05:02.400 --> 00:05:04.000]  叫我應該要坐監
[00:05:04.000 --> 00:05:05.800]  我沒有做過任何壞事
[00:05:05.800 --> 00:05:07.800]  那次其實是這樣
[00:05:07.800 --> 00:05:10.800]  所以我就進來
[00:05:10.800 --> 00:05:13.800]  禪掌見到
[00:05:13.800 --> 00:05:16.600]  你解酒精的夢都解得很好
[00:05:16.600 --> 00:05:19.200]  不如我又講我的夢給你聽
[00:05:19.200 --> 00:05:20.200]  我的夢是這樣的
[00:05:20.200 --> 00:05:25.600]  在夢中我頭上頂著三糠的白餅
[00:05:25.600 --> 00:05:26.800]  頭上很多時候
[00:05:26.800 --> 00:05:29.400]  他們是將東西放在頭上拿的
[00:05:29.400 --> 00:05:30.400]  現在很多人都是這樣
[00:05:30.400 --> 00:05:31.800]  以前特別多
[00:05:31.800 --> 00:05:33.800]  去到印度更加多
[00:05:33.800 --> 00:05:34.800]  放
[00:05:34.800 --> 00:05:36.600]  又放得很穩
[00:05:36.600 --> 00:05:39.400]  中國很多人是將重物放在頭上
[00:05:39.400 --> 00:05:40.800]  頂著走的那些女人
[00:05:40.800 --> 00:05:43.200]  很厲害的
[00:05:43.200 --> 00:05:46.800]  在頭上有一個竹籃
[00:05:46.800 --> 00:05:49.600]  竹籃或者用植物
[00:05:49.600 --> 00:05:51.800]  藤籃、竹籃之類
[00:05:51.800 --> 00:05:58.200]  裏面有三糠的白餅
[00:05:58.200 --> 00:06:00.600]  三糠白餅不是三個
[00:06:00.600 --> 00:06:03.400]  是一個圓形的植物
[00:06:03.400 --> 00:06:06.000]  或者藤或者竹的器皿
[00:06:06.000 --> 00:06:07.200]  裏面放了些餅
[00:06:07.200 --> 00:06:10.800]  有三個這樣的筲箕盤
[00:06:10.800 --> 00:06:12.600]  頂著在頭上
[00:06:12.600 --> 00:06:14.400]  極上的糠子裏
[00:06:14.400 --> 00:06:19.600]  特別是有為法老烤的各種食物
