
[00:00:00.000 --> 00:00:02.000]  請主佑平安
[00:00:02.000 --> 00:00:04.000]  我們先一起祈禱
[00:00:04.000 --> 00:00:06.000]  我們感謝您的恩典
[00:00:06.000 --> 00:00:08.000]  讓我們在最後清晨
[00:00:08.000 --> 00:00:10.000]  雖然外面天氣不是很好
[00:00:10.000 --> 00:00:15.000]  但我們仍然可以來到這裡聚集敬拜您
[00:00:15.000 --> 00:00:17.000]  求您保守帶領我們
[00:00:17.000 --> 00:00:22.000]  讓我們從您自己的話語中學習到智慧
[00:00:22.000 --> 00:00:24.000]  來去理財
[00:00:24.000 --> 00:00:26.000]  奉耶穌基督的名祈禱
[00:00:28.000 --> 00:00:33.000]  我們前兩個星期都是思想針研
[00:00:33.000 --> 00:00:36.000]  今天我們仍然會從針研
[00:00:36.000 --> 00:00:41.000]  來思想有關財富方面的教導
[00:00:41.000 --> 00:00:48.000]  不過我先講一講針研的性質
[00:00:48.000 --> 00:00:53.000]  針研其實是一些人的生活智慧
[00:00:53.000 --> 00:00:58.000]  他用一些短句又容易記的形式寫下來
[00:00:58.000 --> 00:01:02.000]  因此我們解釋針研的時候
[00:01:02.000 --> 00:01:06.000]  上文下理就不是那麼重要
[00:01:06.000 --> 00:01:10.000]  由於針研是生活智慧的精華
[00:01:10.000 --> 00:01:12.000]  它的實用性就很強
[00:01:12.000 --> 00:01:15.000]  是可以實踐在我們的生活中
[00:01:15.000 --> 00:01:19.000]  只不過由於時代不同
[00:01:19.000 --> 00:01:24.000]  有些針研未必可以直接應用在這個時代
[00:01:24.000 --> 00:01:28.000]  我們只可以應用針研的精髓
[00:01:28.000 --> 00:01:32.000]  此外針研是教導人
[00:01:32.000 --> 00:01:36.000]  活在世上最重要的是要敬畏上帝
[00:01:36.000 --> 00:01:39.000]  在針研一章七節就說
[00:01:39.000 --> 00:01:43.000]  敬畏耶和華是智慧的開端
[00:01:43.000 --> 00:01:47.000]  講過針研的性質之後
[00:01:47.000 --> 00:01:51.000]  我也簡單講講這本書的結構
[00:01:51.000 --> 00:01:54.000]  這本書的結構其實很簡單
[00:01:54.000 --> 00:01:57.000]  雖然有三十一章
[00:01:57.000 --> 00:02:02.000]  針研可以分為四大部分
[00:02:02.000 --> 00:02:07.000]  第一至第九章是介紹針研
[00:02:07.000 --> 00:02:10.000]  和教導下一代
[00:02:10.000 --> 00:02:13.000]  在這部分我們經常讀到針研提到
[00:02:13.000 --> 00:02:18.000]  「我而」至少有十次
[00:02:18.000 --> 00:02:23.000]  十至二十九章是所羅門的針研
[00:02:23.000 --> 00:02:31.000]  第三十章是瓦基兒子阿古爾的畫
[00:02:31.000 --> 00:02:37.000]  三十一章是利慕伊勒王的畫
[00:02:37.000 --> 00:02:44.000]  其實這位利慕伊勒王應該不是猶太人
[00:02:44.000 --> 00:02:51.000]  但幾千年前的社會沒有擺權這個概念
[00:02:51.000 --> 00:02:56.000]  因此鄰近猶太國的智慧人的說話
[00:02:56.000 --> 00:03:00.000]  都是被收入在針研這本書裏面
[00:03:00.000 --> 00:03:05.000]  不過我相信會有正靈的帶領
[00:03:05.000 --> 00:03:09.000]  最後我還想特別聲明
[00:03:09.000 --> 00:03:13.000]  針研書裏面的說話是沒有應許的
[00:03:13.000 --> 00:03:16.000]  比如今天說的十一章二十四節
[00:03:16.000 --> 00:03:21.000]  「有施捨的錢財增添」
[00:03:21.000 --> 00:03:25.000]  但這句話是不合理的
[00:03:25.000 --> 00:03:28.000]  如果我的錢包有些錢
[00:03:28.000 --> 00:03:30.000]  我拿出來施捨給別人
[00:03:30.000 --> 00:03:35.000]  我的錢財只會減少,怎會增添呢?
[00:03:35.000 --> 00:03:37.000]  稍後我會解釋
[00:03:37.000 --> 00:03:39.000]  但我想特別強調
[00:03:39.000 --> 00:03:44.000]  這句話不是上帝的應許
[00:03:44.000 --> 00:03:48.000]  不是上帝的應許,不是祂的承諾
[00:03:48.000 --> 00:03:50.000]  祂只是鼓勵人不要吝嗇
[00:03:50.000 --> 00:03:53.000]  不要說我有施捨
[00:03:53.000 --> 00:03:57.000]  我有施捨,但為何我的錢財沒有增添呢?
[00:03:57.000 --> 00:04:00.000]  哎呀!上帝不守信用
[00:04:00.000 --> 00:04:03.000]  不遵守祂的承諾
[00:04:03.000 --> 00:04:07.000]  說我不算數
[00:04:07.000 --> 00:04:13.000]  千萬不要將針研書提到一些好的後果
[00:04:13.000 --> 00:04:16.000]  都當成是上帝的應許
[00:04:16.000 --> 00:04:19.000]  我記得我信主年輕的時候
[00:04:19.000 --> 00:04:21.000]  唱過一首詩歌
[00:04:21.000 --> 00:04:23.000]  內容說甚麼呢?
[00:04:23.000 --> 00:04:25.000]  「聖經中寶貴應許屬我」
[00:04:25.000 --> 00:04:28.000]  「每章每行每一節都屬我」
[00:04:28.000 --> 00:04:30.000]  「都是神寶貴應許」
[00:04:30.000 --> 00:04:33.000]  「聖經中寶貴應許屬我」
[00:04:33.000 --> 00:04:39.000]  這首詩鼓勵信徒相信聖經中的應許
[00:04:39.000 --> 00:04:43.000]  不過有些是過了路
[00:04:43.000 --> 00:04:47.000]  讀聖經的時候我們先要搞清楚
[00:04:47.000 --> 00:04:52.000]  某一節經文是不是一個應許
[00:04:52.000 --> 00:04:54.000]  然後還要搞清楚
[00:04:54.000 --> 00:05:01.000]  那些應許是特殊的應許還是普遍的應許呢?
[00:05:01.000 --> 00:05:05.000]  針研是教人怎樣去生活
[00:05:05.000 --> 00:05:09.000]  如果有人按針研的教導生活的話
[00:05:09.000 --> 00:05:14.000]  很大機會都會有好的結果
[00:05:14.000 --> 00:05:19.000]  但如果有人好像得不到好結果的時候
[00:05:19.000 --> 00:05:24.000]  我們就不可以說是上帝說話不算數
[00:05:24.000 --> 00:05:27.000]  先知撒姆爾曾經說過
[00:05:27.000 --> 00:05:32.000]  以色列的大能者必不說謊也不後悔
[00:05:32.000 --> 00:05:36.000]  因為他不是世人絕不後悔
[00:05:36.000 --> 00:05:39.000]  上帝不會騙我們的
[00:05:39.000 --> 00:05:41.000]  如果真的上帝應許
[00:05:41.000 --> 00:05:43.000]  就一定會應驗的
[00:05:43.000 --> 00:05:46.000]  但有時總是有些人
[00:05:46.000 --> 00:05:53.000]  喜歡隨隨便便把聖經任何一句話都當作是上帝的應許
[00:05:53.000 --> 00:05:57.000]  而當現實的情況跟聖經說話有矛盾的時候
[00:05:57.000 --> 00:06:01.000]  就覺得上帝沒有實踐他的應許
[00:06:01.000 --> 00:06:06.000]  事實上是我們自己搞錯了
[00:06:06.000 --> 00:06:09.000]  並不是上帝沒有能力實踐他的應許
[00:06:09.000 --> 00:06:13.000]  或者上帝出爾反爾騙我們
[00:06:13.000 --> 00:06:16.000]  而是我們搞錯了
[00:06:16.000 --> 00:06:20.000]  有時即使一句說話是應許
[00:06:20.000 --> 00:06:24.000]  但我們都要留意它是不是一個普遍的應許
[00:06:24.000 --> 00:06:28.000]  還是只是對某個人的應許
[00:06:28.000 --> 00:06:34.000]  普遍應許的意思是對任何人都是合用的
[00:06:34.000 --> 00:06:36.000]  我舉一個例子
[00:06:36.000 --> 00:06:39.000]  我們最熟悉的可能是《約翰福音》三章十六節
[00:06:39.000 --> 00:06:43.000]  上帝愛世人甚至將他獨一的兒子賜給他們
[00:06:43.000 --> 00:06:47.000]  要一切信他的人不至滅亡反不永生
[00:06:47.000 --> 00:06:53.000]  這節經文的確適用於任何人的普遍應許
[00:06:53.000 --> 00:06:55.000]  裡面只有一個條件
[00:06:55.000 --> 00:07:04.000]  就是你要信耶穌是上帝那位獨一的兒子
[00:07:04.000 --> 00:07:12.000]  無論是哪一個人只要信就一定會得到永生
[00:07:12.000 --> 00:07:15.000]  我再舉一個例子
[00:07:15.000 --> 00:07:20.000]  上帝應許阿伯拉罕要將迦南地給他的後裔
[00:07:20.000 --> 00:07:22.000]  是不是應許?
[00:07:22.000 --> 00:07:25.000]  是的,是一個應許
[00:07:25.000 --> 00:07:28.000]  但不是普遍的應許
[00:07:28.000 --> 00:07:33.000]  只是給阿伯拉罕和他的後裔
[00:07:33.000 --> 00:07:36.000]  如果我們不是阿伯拉罕和他的後裔
[00:07:36.000 --> 00:07:39.000]  就不關我們的事了
[00:07:39.000 --> 00:07:42.000]  很多華人牧師都搞錯的一節經文
[00:07:42.000 --> 00:07:46.000]  就是《詩壇傳》十六章三述的一節
[00:07:46.000 --> 00:07:53.000]  「當信主耶穌,你和你一家都必得及」
[00:07:53.000 --> 00:07:56.000]  看上去也像是一個應許
[00:07:56.000 --> 00:07:59.000]  看上去也像是人人都適用的
[00:07:59.000 --> 00:08:02.000]  單單看這一節聖經
[00:08:02.000 --> 00:08:05.000]  我年輕的時候問過一位牧師
[00:08:05.000 --> 00:08:08.000]  牧師,我信了主耶穌
[00:08:08.000 --> 00:08:12.000]  但我父母兄弟姊妹都沒有信
[00:08:12.000 --> 00:08:17.000]  這節經文應該怎樣去理解呢?
[00:08:17.000 --> 00:08:20.000]  他說這節經文你要留意
[00:08:20.000 --> 00:08:24.000]  「家」字不是指你父母的家
