
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹來賓早晨
[00:00:03.000 --> 00:00:11.000]  很高興今次再次有大家有健康身體來到城的殿中來敬拜讚美我們的天父上帝
[00:00:11.000 --> 00:00:15.000]  我們今個月的第一個禮拜是宣教週
[00:00:15.000 --> 00:00:22.000]  我們都是一直為宣教士的禱告和為他們的事公而感恩
[00:00:22.000 --> 00:00:30.000]  在日常生活我們都有很多學習獨立的時候
[00:00:30.000 --> 00:00:37.000]  剛剛今個禮拜五有班青少年坐旅遊巴去了一個退休會
[00:00:37.000 --> 00:00:39.000]  那些小朋友就在那裡收拾東西
[00:00:39.000 --> 00:00:43.000]  很多時候收拾東西我們想起就起身就去了
[00:00:43.000 --> 00:00:46.000]  大家就在那裡收拾行李
[00:00:46.000 --> 00:00:52.000]  我想起我小時候第一次自己出去獨立收拾行李的時候
[00:00:52.000 --> 00:00:54.000]  就是做童軍去露營
[00:00:54.000 --> 00:00:58.000]  在那裡收拾背包收拾到要帶些東西去
[00:00:58.000 --> 00:01:03.000]  很多時候都是出門後發現自己留下了一些東西
[00:01:03.000 --> 00:01:06.000]  無論什麼情況有多有經驗都好
[00:01:06.000 --> 00:01:11.000]  我們很多弟兄姊妹都剛剛去完旅行或者出門回來
[00:01:11.000 --> 00:01:13.000]  很多旅遊的事情或者公幹的事情
[00:01:13.000 --> 00:01:16.000]  我們都要起身去收拾東西
[00:01:16.000 --> 00:01:18.000]  怎樣預備我們的旅程呢
[00:01:18.000 --> 00:01:22.000]  就是很多時候我們怎樣去收拾這些事情
[00:01:22.000 --> 00:01:26.000]  我們都想起福音
[00:01:26.000 --> 00:01:31.000]  上個主日我們這兩個禮拜的主題就是福音無疆界
[00:01:31.000 --> 00:01:34.000]  主題就是提到我們宣教
[00:01:34.000 --> 00:01:40.000]  我們教會裡面都有些宣教士或者有些弟兄姊妹有短孫的情況
[00:01:40.000 --> 00:01:42.000]  很多時候會去到一個陌生的地方
[00:01:42.000 --> 00:01:46.000]  很多時候去到都會想究竟帶些什麼東西去呢
[00:01:46.000 --> 00:01:51.000]  帶些什麼東西去可以預備不同的環境
[00:01:51.000 --> 00:01:55.000]  在約拿書第一至第二章我們上個禮拜主日就提到
[00:01:55.000 --> 00:01:59.000]  其實基督徒去宣教的情況有一個很大的阻力
[00:01:59.000 --> 00:02:01.000]  阻力就是自己約拿
[00:02:01.000 --> 00:02:05.000]  好像自己約拿一樣都是不信從神的宣告
[00:02:05.000 --> 00:02:08.000]  去他所叫他去的地方
[00:02:08.000 --> 00:02:14.000]  既然我們聽到神的呼召去過一個地方的時候
[00:02:14.000 --> 00:02:16.000]  那麼我們收拾東西
[00:02:16.000 --> 00:02:18.000]  收拾我們的行李
[00:02:18.000 --> 00:02:21.000]  或者是我們帶傳福音的使命裡面
[00:02:21.000 --> 00:02:24.000]  不可以缺少什麼元素呢
[00:02:24.000 --> 00:02:28.000]  我們今天就會從約拿書第三章至第四章那裡看到
[00:02:28.000 --> 00:02:31.000]  究竟我們去傳福音的時候
[00:02:31.000 --> 00:02:34.000]  我們不可以帶少些什麼
[00:02:34.000 --> 00:02:37.000]  我們一起低頭做一個祈禱
[00:02:39.000 --> 00:02:41.000]  慈悲人愛的天父上帝
[00:02:41.000 --> 00:02:42.000]  好多謝你
[00:02:42.000 --> 00:02:45.000]  好多謝你愛我們每一位的人
[00:02:45.000 --> 00:02:46.000]  每個人
[00:02:46.000 --> 00:02:48.000]  賜下了聖經
[00:02:48.000 --> 00:02:49.000]  聖潔寶貴的話語
[00:02:49.000 --> 00:02:52.000]  使我們能夠明白
[00:02:52.000 --> 00:02:56.000]  原來神要我們在傳福音的使命裡面
[00:02:56.000 --> 00:02:59.000]  要存著什麼的心懷意念
[00:02:59.000 --> 00:03:01.000]  求你幫助我們
[00:03:01.000 --> 00:03:02.000]  打開你的耳朵
[00:03:02.000 --> 00:03:04.000]  將我們冷靜
[00:03:04.000 --> 00:03:05.000]  聽得清楚
[00:03:05.000 --> 00:03:06.000]  看得明白
[00:03:06.000 --> 00:03:07.000]  心裡相信
[00:03:07.000 --> 00:03:09.000]  而可以走出來
[00:03:09.000 --> 00:03:11.000]  我們以上的簡單祈禱
[00:03:11.000 --> 00:03:13.000]  是奉主耶穌得聖的名字祈求
[00:03:13.000 --> 00:03:14.000]  阿們
[00:03:38.000 --> 00:03:41.000]  這次是第三章的開頭
[00:03:41.000 --> 00:03:47.000]  他就去聽他的呼召
[00:03:47.000 --> 00:03:48.000]  去約拿
[00:03:48.000 --> 00:03:51.000]  去利美利城那裡傳福音
[00:03:51.000 --> 00:03:53.000]  所以耶和華的話
[00:03:53.000 --> 00:03:58.000]  第二次淋到約拿的心裡
[00:03:58.000 --> 00:04:00.000]  就說你起來
[00:04:00.000 --> 00:04:01.000]  立即起來
[00:04:01.000 --> 00:04:04.000]  去利美利美大城
[00:04:04.000 --> 00:04:07.000]  向城中的人宣講神的話語
[00:04:07.000 --> 00:04:09.000]  這個利美利城
[00:04:09.000 --> 00:04:12.000]  在當時的眼中
[00:04:12.000 --> 00:04:13.000]  是很大的城
[00:04:13.000 --> 00:04:15.000]  是非常大的城
[00:04:15.000 --> 00:04:18.000]  當時如果看回創世紀的描述
[00:04:18.000 --> 00:04:20.000]  這個城就是
[00:04:20.000 --> 00:04:22.000]  當羅亞
[00:04:22.000 --> 00:04:23.000]  出了方舟
[00:04:23.000 --> 00:04:25.000]  他的兒子含
[00:04:25.000 --> 00:04:27.000]  他的孫子
[00:04:27.000 --> 00:04:30.000]  零六就建造了這幾個城邑
[00:04:30.000 --> 00:04:34.000]  他就去了亞述這個地方
[00:04:34.000 --> 00:04:36.000]  建造了利美利
[00:04:36.000 --> 00:04:37.000]  尼可帕
[00:04:37.000 --> 00:04:38.000]  加拉
[00:04:38.000 --> 00:04:39.000]  還有
[00:04:39.000 --> 00:04:40.000]  尼茜
[00:04:40.000 --> 00:04:42.000]  這四個城
[00:04:42.000 --> 00:04:44.000]  就這個大城區
[00:04:44.000 --> 00:04:46.000]  好像我們去華盛頓首府
[00:04:46.000 --> 00:04:49.000]  華盛頓首府這個大城區
[00:04:49.000 --> 00:04:51.000]  又好像去
[00:04:51.000 --> 00:04:52.000]  雙城
[00:04:52.000 --> 00:04:54.000]  明尼蘇塔這個雙城的地方
[00:04:54.000 --> 00:04:57.000]  是有很大的地區
[00:04:57.000 --> 00:04:59.000]  是由這幾座大城組成
[00:04:59.000 --> 00:05:00.000]  所以
[00:05:00.000 --> 00:05:03.000]  當約拿走到大城的時候
[00:05:03.000 --> 00:05:05.000]  心裡就覺得
[00:05:05.000 --> 00:05:07.000]  真是去到一個很大的
[00:05:07.000 --> 00:05:13.000]  很大的商業大城市
[00:05:13.000 --> 00:05:15.000]  這個大城市
[00:05:15.000 --> 00:05:18.000]  是很久之前已經開始建立
[00:05:18.000 --> 00:05:20.000]  直到約拿的時候
[00:05:20.000 --> 00:05:23.000]  都是非常強大
[00:05:23.000 --> 00:05:26.000]  是亞述國一個重要的城市
[00:05:26.000 --> 00:05:29.000]  約拿就跟著耶羅華的話
[00:05:29.000 --> 00:05:33.000]  就走了很久去到利美城
[00:05:33.000 --> 00:05:36.000]  利美美城是一個極大的城
[00:05:36.000 --> 00:05:37.000]  有三天的路程
[00:05:37.000 --> 00:05:41.000]  這個地區
[00:05:41.000 --> 00:05:43.000]  好像諸葛三角洲
[00:05:43.000 --> 00:05:45.000]  很現代的諸葛三角洲
[00:05:45.000 --> 00:05:47.000]  非常大的城區
[00:05:47.000 --> 00:05:49.000]  就要三天路程
[00:05:49.000 --> 00:05:51.000]  才可以進入這個區
[00:05:51.000 --> 00:05:53.000]  由頭走到中間的地區
[00:05:53.000 --> 00:05:55.000]  因為真是很繁榮
[00:05:55.000 --> 00:05:57.000]  有很多人在當中
[00:05:57.000 --> 00:05:59.000]  所以約拿走到第一天
[00:05:59.000 --> 00:06:01.000]  進入這個城就已經開始宣告
[00:06:01.000 --> 00:06:05.000]  利美美城你一定會傾覆
[00:06:05.000 --> 00:06:07.000]  因為
[00:06:07.000 --> 00:06:11.000]  知道他們所行的非常惡的罪
[00:06:11.000 --> 00:06:14.000]  他們當時的罪非常大
[00:06:14.000 --> 00:06:15.000]  罪嚴重到
[00:06:15.000 --> 00:06:17.000]  好像相比以前的索多瑪
[00:06:17.000 --> 00:06:19.000]  俄摩拉的時候
[00:06:19.000 --> 00:06:21.000]  當約拿宣告他的事情
[00:06:21.000 --> 00:06:23.000]  這個非常嚴重的事情
[00:06:23.000 --> 00:06:25.000]  究竟犯了什麼罪呢
[00:06:25.000 --> 00:06:26.000]  他們所犯的罪
[00:06:26.000 --> 00:06:32.000]  如果大家重看考古學的發掘出來
[00:06:32.000 --> 00:06:34.000]  當時他們的皇帝尼胡
[00:06:34.000 --> 00:06:37.000]  以色列的皇帝都很害怕
[00:06:37.000 --> 00:06:38.000]  為什麼呢
[00:06:38.000 --> 00:06:40.000]  因為這些亞述人
[00:06:40.000 --> 00:06:43.000]  他們去到攻陷一些地方
[00:06:43.000 --> 00:06:45.000]  就會掠奪財物
[00:06:45.000 --> 00:06:47.000]  燒他的城
[00:06:47.000 --> 00:06:52.000]  戰俘還會做一些很不人道的行為
[00:06:52.000 --> 00:06:54.000]  會將他的身體
[00:06:54.000 --> 00:06:59.000]  來做一些暴力
[00:06:59.000 --> 00:07:02.000]  很暴行來對付他們的俘虜
[00:07:02.000 --> 00:07:03.000]  所以他們真的是
[00:07:03.000 --> 00:07:06.000]  完全非常惡暴的行為
[00:07:06.000 --> 00:07:09.000]  這個是觸怒到神耶和華
[00:07:09.000 --> 00:07:11.000]  要他們傾覆
[00:07:11.000 --> 00:07:12.000]  如果他們不悔改的話
[00:07:12.000 --> 00:07:14.000]  所以他宣告
[00:07:14.000 --> 00:07:16.000]  當約拿宣告這件事情
[00:07:16.000 --> 00:07:17.000]  理直氣壯
[00:07:17.000 --> 00:07:18.000]  好
[00:07:18.000 --> 00:07:19.000]  存在這個心
[00:07:19.000 --> 00:07:24.000]  這班利美尼人犯了很嚴重的罪
[00:07:24.000 --> 00:07:27.000]  當利美尼人聽到這個信息的時候
[00:07:27.000 --> 00:07:29.000]  他們就信服神
[00:07:29.000 --> 00:07:31.000]  認定這個就是神
[00:07:31.000 --> 00:07:32.000]  悔改
[00:07:32.000 --> 00:07:35.000]  他們當時的環境是非常坎坷
[00:07:35.000 --> 00:07:37.000]  雖然他們有光輝的日子
[00:07:37.000 --> 00:07:41.000]  但是因為開始有地區性的內亂
[00:07:41.000 --> 00:07:47.000]  國家開始有墮落的時間
[00:07:47.000 --> 00:07:50.000]  如果看回歷史學家就發現
[00:07:50.000 --> 00:07:52.000]  當時有些日傳承
[00:07:52.000 --> 00:07:56.000]  所以天長社會環境非常混亂
[00:07:56.000 --> 00:07:58.000]  對他們的感受
[00:07:58.000 --> 00:08:01.000]  當約拿來到他們當中說
[00:08:01.000 --> 00:08:02.000]  你們不行的
[00:08:02.000 --> 00:08:09.000]  因為你們真是神要懲罰這個城市
[00:08:09.000 --> 00:08:12.000]  所以他們真的是衷心悔改
[00:08:12.000 --> 00:08:14.000]  所以他們就信服神
[00:08:14.000 --> 00:08:17.000]  他們真的禁食
[00:08:17.000 --> 00:08:21.000]  穿上馬衣的服飾
[00:08:21.000 --> 00:08:23.000]  表示他們悔改的心
[00:08:23.000 --> 00:08:27.000]  當耶穌提到利美尼城的時候
[00:08:27.000 --> 00:08:30.000]  都讚揚他們
[00:08:30.000 --> 00:08:32.000]  這班利美尼人
[00:08:32.000 --> 00:08:35.000]  當時聽到約拿所傳的福音
[00:08:35.000 --> 00:08:37.000]  就真是悔改
[00:08:37.000 --> 00:08:42.000]  我們可以從馬太福音十二章四十一節看得出來
[00:08:42.000 --> 00:08:45.000]  不單止是利美尼城裡面的人民
[00:08:45.000 --> 00:08:49.000]  當這個信息傳到他們的皇帝
[00:08:49.000 --> 00:08:52.000]  利美尼皇的耳中的時候
[00:08:52.000 --> 00:08:57.000]  他們自己都在作出回應
[00:08:57.000 --> 00:09:01.000]  脫下皇帝的朝服
[00:09:01.000 --> 00:09:02.000]  脫下皇帝的衣服
[00:09:02.000 --> 00:09:04.000]  換上馬衣
[00:09:04.000 --> 00:09:07.000]  做出他們悔改行為的表現
[00:09:07.000 --> 00:09:09.000]  坐在皇帝的中間
[00:09:09.000 --> 00:09:12.000]  還有宣告
[00:09:12.000 --> 00:09:14.000]  指令你們這班人
[00:09:14.000 --> 00:09:16.000]  即是他們的手下
[00:09:16.000 --> 00:09:18.000]  不要再做一些很殘暴的事
[00:09:18.000 --> 00:09:20.000]  不要再搶人
[00:09:20.000 --> 00:09:22.000]  因為他們變成一個風氣
[00:09:22.000 --> 00:09:24.000]  他們這個國家這麼強大
[00:09:24.000 --> 00:09:25.000]  就是攻打別人
[00:09:25.000 --> 00:09:27.000]  掠奪財物
[00:09:27.000 --> 00:09:29.000]  殘待他們所有的戰俘
[00:09:29.000 --> 00:09:30.000]  他們這樣去維持
[00:09:30.000 --> 00:09:34.000]  一直這樣去維持他們的社會生活
[00:09:34.000 --> 00:09:35.000]  他說這些人
[00:09:35.000 --> 00:09:37.000]  我們大家都不要再做這些事情了
[00:09:37.000 --> 00:09:39.000]  就算連動物
[00:09:39.000 --> 00:09:41.000]  我們都要一起悔改
[00:09:41.000 --> 00:09:44.000]  所以他就心想
[00:09:44.000 --> 00:09:47.000]  我們一定要離開這些惡行
[00:09:47.000 --> 00:09:48.000]  悔改
[00:09:48.000 --> 00:09:50.000]  不要再做這些強暴的行為
[00:09:50.000 --> 00:09:52.000]  因為這些行為
[00:09:52.000 --> 00:09:54.000]  是會被受到懲罰
[00:09:54.000 --> 00:09:56.000]  會被神傾覆我們的城市
[00:09:56.000 --> 00:09:58.000]  或者他這樣想
[00:09:58.000 --> 00:10:03.000]  或者神會轉而後悔
[00:10:03.000 --> 00:10:04.000]  後悔他說
[00:10:04.000 --> 00:10:07.000]  很可能神會因為看到他們的行為的改變
[00:10:07.000 --> 00:10:08.000]  心思的改變
[00:10:08.000 --> 00:10:11.000]  會不會將這個城市滅亡
[00:10:11.000 --> 00:10:12.000]  將它傾覆
[00:10:12.000 --> 00:10:15.000]  他們就作出這個回應
[00:10:15.000 --> 00:10:17.000]  當神見到他擦汗
[00:10:17.000 --> 00:10:19.000]  他小心看回神
[00:10:19.000 --> 00:10:21.000]  看他的情況
[00:10:21.000 --> 00:10:22.000]  看他的內心行為
