
[00:00:00.000 --> 00:00:02.240]  大家知道今天是重陽節嗎?
[00:00:02.240 --> 00:00:06.200]  好像不太知道
[00:00:06.200 --> 00:00:09.880]  可能對很多人來說這是一個長週末
[00:00:09.880 --> 00:00:11.920]  可能很多人都不在香港了
[00:00:11.920 --> 00:00:16.040]  重陽節傳統上大家都會做的事情就是
[00:00:16.040 --> 00:00:20.760]  去登高或者去祭祖
[00:00:20.760 --> 00:00:23.120]  當然很多的節日好像到今天
[00:00:23.120 --> 00:00:27.040]  21世紀裏面其實很多傳統的節日
[00:00:27.040 --> 00:00:30.160]  都沒有裏面本來的意義了
[00:00:30.160 --> 00:00:34.320]  我們可能已經忘記了重陽節要去紀念的
[00:00:34.320 --> 00:00:36.480]  是一些家人
[00:00:36.480 --> 00:00:39.000]  可能去世的祖宗
[00:00:39.000 --> 00:00:40.960]  一些在世的家人
[00:00:40.960 --> 00:00:42.560]  一些爲國捐軀的軍人
[00:00:42.560 --> 00:00:47.440]  或者是我們當中的長者等等
[00:00:47.440 --> 00:00:49.880]  重陽登高同樣令我想起另一羣人
[00:00:49.880 --> 00:00:53.320]  就是昔日以色列的朝聖者
[00:00:53.320 --> 00:00:55.200]  他們一羣又一羣
[00:00:55.200 --> 00:00:58.360]  由以色列不同的地方
[00:00:58.360 --> 00:00:59.680]  攀山越嶺
[00:00:59.680 --> 00:01:01.720]  又越過高山又越過谷
[00:01:01.720 --> 00:01:04.360]  去到耶路撒冷的聖殿
[00:01:04.360 --> 00:01:06.680]  去守節去朝聖
[00:01:06.680 --> 00:01:10.800]  他們在路上究竟在想什麼呢?
[00:01:10.800 --> 00:01:12.920]  所以今天就和大家在
[00:01:12.920 --> 00:01:16.000]  詩篇第127篇裏面去聆聽
[00:01:16.000 --> 00:01:19.840]  他們的心聲和他們的一些反省
[00:01:19.840 --> 00:01:20.800]  大家很熟悉的詩篇
[00:01:20.800 --> 00:01:21.880]  五節聖經
[00:01:21.880 --> 00:01:25.800]  一字五節讓我們一起同聲獨徹
[00:01:25.800 --> 00:01:26.640]  預備
[00:01:26.640 --> 00:01:28.160]  1 2 3
[00:01:28.160 --> 00:01:31.040]  若不是耶和華建造房屋
[00:01:31.040 --> 00:01:33.800]  建造的人就枉然勞力
[00:01:33.800 --> 00:01:36.520]  若不是耶和華看守城池
[00:01:36.520 --> 00:01:39.440]  看守的人就枉然警醒
[00:01:39.440 --> 00:01:41.400]  你們清晨早起
[00:01:41.400 --> 00:01:43.000]  夜晚安歇
[00:01:43.000 --> 00:01:45.320]  喫勞碌得來的飯
[00:01:45.320 --> 00:01:46.920]  本是枉然
[00:01:46.920 --> 00:01:49.280]  唯有耶和華所親愛的
[00:01:49.280 --> 00:01:52.160]  必叫他安然睡覺
[00:01:52.160 --> 00:01:55.520]  兒女是耶和華所賜的產業
[00:01:55.520 --> 00:02:01.280]  所懷的胎是他所給的賞賜
[00:02:01.280 --> 00:02:03.920]  好將勇士手中的箭
[00:02:03.920 --> 00:02:07.000]  箭袋充滿的人便爲有福
[00:02:07.000 --> 00:02:11.120]  他們在城門口和受敵說話的時候
[00:02:11.120 --> 00:02:14.840]  必不至於羞愧
[00:02:14.840 --> 00:02:19.440]  首先用我們兩句很熟悉的金句作爲開頭
[00:02:19.440 --> 00:02:20.920]  兩句的格式一樣
[00:02:20.920 --> 00:02:23.280]  若不是耶和華
[00:02:23.280 --> 00:02:27.200]  建造的人或者看守的人就是枉然等等
[00:02:27.200 --> 00:02:32.040]  帶着一份很深刻的感嘆或者提醒
[00:02:32.040 --> 00:02:35.760]  我想當那羣朝聖者去到耶路撒冷
[00:02:35.760 --> 00:02:38.960]  看着那座經歷了很多風霜
[00:02:38.960 --> 00:02:42.320]  經歷了很多滄桑的聖殿的時候
[00:02:42.320 --> 00:02:46.400]  他們應該會很深深地感受到
[00:02:46.400 --> 00:02:48.760]  若果不是有上帝的同在
[00:02:48.760 --> 00:02:50.680]  有上帝的保守的話
[00:02:50.680 --> 00:02:53.600]  任何人爲的努力
[00:02:53.600 --> 00:02:55.760]  任何人間的東西
[00:02:55.760 --> 00:02:57.120]  都無法止
[00:02:57.120 --> 00:02:58.760]  全能無法止
[00:02:58.760 --> 00:03:00.840]  站得住
[00:03:00.840 --> 00:03:02.840]  其實在五節聖經裏面
[00:03:02.840 --> 00:03:05.680]  斯人已經帶出了三種
[00:03:05.680 --> 00:03:08.360]  對人生不同的各種努力
[00:03:08.360 --> 00:03:10.480]  一些的感嘆
[00:03:10.480 --> 00:03:13.040]  甚至可能是某程度上
[00:03:13.040 --> 00:03:15.200]  是一些諷刺
[00:03:15.200 --> 00:03:17.360]  第一個諷刺是什麼呢
[00:03:17.360 --> 00:03:21.640]  就是沒有價值的枉然
[00:03:21.640 --> 00:03:23.920]  在第一和第二節上
[00:03:23.920 --> 00:03:27.520]  我們發現斯人用了三個枉然
[00:03:27.520 --> 00:03:30.960]  去表達這一份感嘆
[00:03:30.960 --> 00:03:35.000]  枉然這個字跟我們十節裏面的網清
[00:03:35.000 --> 00:03:38.720]  耶和華的網清那個字是完全一樣的
[00:03:38.720 --> 00:03:41.360]  這個字也可以解作
[00:03:41.360 --> 00:03:44.920]  謊言、虛方、虛假等等
[00:03:44.920 --> 00:03:46.680]  總言之這個意思就是
[00:03:46.680 --> 00:03:50.720]  名不符實或者名不大過實的意思
[00:03:50.720 --> 00:03:52.560]  其實在詩篇也有見過這個字
[00:03:52.560 --> 00:03:55.240]  其他在詩篇第60篇
[00:03:55.240 --> 00:04:00.000]  第108篇我們也會見過這個枉然這個字
[00:04:00.000 --> 00:04:02.320]  而在第一節裏面所提及的
[00:04:02.320 --> 00:04:03.840]  房屋這個字
[00:04:03.840 --> 00:04:06.120]  其實某些經文裏面我們見到這個字
[00:04:06.120 --> 00:04:09.840]  也可以解作聖殿
[00:04:09.840 --> 00:04:12.760]  不論是建聖殿
[00:04:12.760 --> 00:04:14.120]  建房屋
[00:04:14.120 --> 00:04:20.000]  或者第一節下半部說的建一個城池等等
[00:04:20.000 --> 00:04:23.960]  都是說一些大興土木的工程
[00:04:23.960 --> 00:04:28.400]  斯人告訴我們沒有上帝的主導或者參與的話
[00:04:28.400 --> 00:04:31.560]  即使那些東西、那些事情
[00:04:31.560 --> 00:04:34.680]  是爲神去做的話
[00:04:34.680 --> 00:04:37.200]  即使它們可以存留
[00:04:37.200 --> 00:04:41.640]  它們的意義也會大打折扣
[00:04:41.640 --> 00:04:44.520]  不知道到了大家去旅行喜歡看些什麼
[00:04:44.520 --> 00:04:46.000]  就是做些什麼
[00:04:46.000 --> 00:04:50.040]  是喜歡去喝喝喝、喫喫、購物
[00:04:50.040 --> 00:04:54.160]  還是像我一樣喜歡去看古蹟呢
[00:04:54.160 --> 00:04:57.160]  哈哈
[00:04:57.160 --> 00:04:58.760]  我想古蹟大部分是什麼呢
[00:04:58.760 --> 00:05:00.680]  古蹟大部分都是一些
[00:05:00.680 --> 00:05:03.320]  以前有用不過現在沒用的一些建築物
[00:05:03.320 --> 00:05:05.440]  可能是荒廢了等等
[00:05:05.440 --> 00:05:06.680]  所以很多人就說
[00:05:06.680 --> 00:05:08.760]  爛東西有什麼好看呢
[00:05:08.760 --> 00:05:13.320]  最近我行山的時候走過城門水塘
[00:05:13.320 --> 00:05:15.600]  附近山頭裏面
[00:05:15.600 --> 00:05:21.400]  有一大堆二次大戰時期留下的一些
[00:05:21.400 --> 00:05:24.520]  軍事的古蹟
[00:05:24.520 --> 00:05:29.240]  接着找找那些碉堡、防禦工事究竟是什麼呢
[00:05:29.240 --> 00:05:37.120]  原來當年的英軍爲了防衛香港要打仗
[00:05:37.120 --> 00:05:39.720]  於是就用了五年的時間
[00:05:39.720 --> 00:05:41.320]  建了一條防線
[00:05:41.320 --> 00:05:45.720]  有很多充滿了這些軍事的工程
[00:05:45.720 --> 00:05:50.360]  有些碉堡、機關槍的陣地等等很多東西
[00:05:50.360 --> 00:05:52.240]  五年的時間
[00:05:52.240 --> 00:05:53.720]  六十個月
[00:05:53.720 --> 00:05:55.400]  不知道多少個小時
[00:05:55.400 --> 00:05:59.280]  不過到真的打仗的時候呢
[00:05:59.280 --> 00:06:02.560]  日軍只是用了幾個小時
[00:06:02.560 --> 00:06:08.320]  就攻陷了這條防線
[00:06:08.320 --> 00:06:11.640]  到今天72年之後
[00:06:11.640 --> 00:06:15.240]  這些所謂的戰時的工事、工程
[00:06:15.240 --> 00:06:16.680]  到這一刻
[00:06:16.680 --> 00:06:19.080]  再沒有任何的軍事價值
[00:06:19.080 --> 00:06:22.640]  甚至可能沒有任何的用途我們可以見到
[00:06:22.640 --> 00:06:25.960]  只是留下來成爲遺蹟
[00:06:25.960 --> 00:06:28.760]  叫人去評調
[00:06:28.760 --> 00:06:30.640]  枉然
[00:06:30.640 --> 00:06:32.680]  是不是那麼有價值呢
[00:06:32.680 --> 00:06:33.760]  不過我們要留意的是
[00:06:33.760 --> 00:06:36.160]  枉然就不同虛空
[00:06:36.160 --> 00:06:39.960]  在傳道書裏面我們會用虛空去表達一些東西
[00:06:39.960 --> 00:06:42.360]  虛空就是說那些東西做起來都是沒意思的
[00:06:42.360 --> 00:06:43.840]  做起來都是沒意義的
[00:06:43.840 --> 00:06:45.960]  但這不是枉然的意思
[00:06:45.960 --> 00:06:50.720]  枉然就不是說建造或者看守是沒意義的
[00:06:50.720 --> 00:06:55.080]  只不過詩人很想我們每一個人去反省
[00:06:55.080 --> 00:06:58.400]  如果我們沒有認定上帝在裏面參與的話
[00:06:58.400 --> 00:07:01.080]  這一切我們所做的
[00:07:01.080 --> 00:07:03.600]  是不是值得去做呢
[00:07:03.600 --> 00:07:06.080]  這一切我們要去做的
[00:07:06.080 --> 00:07:09.800]  是不是真的值得去做呢
[00:07:09.800 --> 00:07:10.840]  除了枉然之外
[00:07:10.840 --> 00:07:13.160]  第二個詩人告訴我們
[00:07:13.160 --> 00:07:16.360]  一個沒有神參與的人間的活動
[00:07:16.360 --> 00:07:20.840]  他告訴我們會成爲一些沒有成果的奴鹿
[00:07:20.840 --> 00:07:25.960]  第二節的裏面他告訴我們
[00:07:25.960 --> 00:07:27.960]  我們未必每個人都會去建屋
[00:07:27.960 --> 00:07:29.760]  又未必每個人都會去看守城池
[00:07:29.760 --> 00:07:35.200]  但是早出晚歸這份奴鹿的生涯
[00:07:35.200 --> 00:07:40.320]  相信我們大部分的弟兄姊妹都在過着這樣的日子
[00:07:40.320 --> 00:07:43.440]  奴鹿讓我想起在《創世紀》裏面
[00:07:43.440 --> 00:07:48.440]  神對那兩位偷喫了禁果的阿當和夏娃說
[00:07:48.440 --> 00:07:50.040]  他對阿剛說
[00:07:50.040 --> 00:07:53.000]  你必終身奴苦
[00:07:53.000 --> 00:07:54.520]  也是在說奴鹿
[00:07:54.520 --> 00:07:56.880]  才能從地裏得喫
[00:07:56.880 --> 00:07:58.120]  而對夏娃說
[00:07:58.120 --> 00:08:01.400]  我必多多加增你懷胎的苦楚
[00:08:01.400 --> 00:08:02.480]  也是奴鹿
[00:08:02.480 --> 00:08:07.720]  你生產而累必多受苦楚
[00:08:07.720 --> 00:08:09.360]  手停口停
[00:08:09.360 --> 00:08:11.960]  沒有付出就是沒有收穫
[00:08:11.960 --> 00:08:15.040]  但奴鹿這個字不單止是在說我們的體力
[00:08:15.040 --> 00:08:18.120]  或者是那種時間上的付出
[00:08:18.120 --> 00:08:21.120]  另一個解釋就是憂慮
[00:08:21.120 --> 00:08:22.800]  有一節大家都很熟悉的
