
[00:00:00.000 --> 00:00:05.000]  我們繼續查考新約
[00:00:05.000 --> 00:00:08.500]  我們最近一直在查考彼得後書
[00:00:08.500 --> 00:00:14.000]  那我們要繼續從彼得後書第一章第五節到十一節
[00:00:14.000 --> 00:00:17.500]  也就是剛剛所讀的經文
[00:00:17.500 --> 00:00:22.000]  再一次跟各位一起來探討分享
[00:00:22.000 --> 00:00:26.000]  讓各位來到教會中來敬拜的時候
[00:00:26.000 --> 00:00:29.000]  你們的時間並沒有白費
[00:00:29.000 --> 00:00:32.500]  因爲有主的話語在我們當中傳揚
[00:00:32.500 --> 00:00:36.000]  當我們看重主自己在我們當中的時候
[00:00:36.000 --> 00:00:41.500]  主必按照祂豐富的運許來供應給我們
[00:00:41.500 --> 00:00:45.000]  我記得前兩講的時候
[00:00:45.000 --> 00:00:49.000]  第一講在講彼得後書第一章的時候
[00:00:49.000 --> 00:00:55.500]  我特別講到基督徒的生命本於認識神
[00:00:55.500 --> 00:00:58.500]  當我們講到基督徒的生命的時候
[00:00:58.500 --> 00:01:02.000]  不是單單講到我們肉體的生命
[00:01:02.000 --> 00:01:06.000]  不是單單講到我們可以看到可以摸到的生命
[00:01:06.000 --> 00:01:09.000]  乃是神創造我們的時候
[00:01:09.000 --> 00:01:12.500]  我們裏面有一個屬靈的生命
[00:01:12.500 --> 00:01:15.000]  可以與神溝通的生命
[00:01:15.000 --> 00:01:17.000]  是講到那個生命
[00:01:17.000 --> 00:01:21.000]  我們人不是一個普通的行屍走肉
[00:01:21.000 --> 00:01:24.000]  我們人裏面有一個更寶貴的生命
[00:01:24.000 --> 00:01:26.000]  是可以跟神溝通的
[00:01:26.000 --> 00:01:32.500]  當我們這生命還死在罪惡過範裏面的時候
[00:01:32.500 --> 00:01:36.500]  我們所看見的不過是一個幕前
[00:01:36.500 --> 00:01:38.500]  當我們這生命活過來
[00:01:38.500 --> 00:01:42.500]  認識這位真神就是第一章所講的
[00:01:42.500 --> 00:01:45.500]  在第二講的時候我講到
[00:01:45.500 --> 00:01:52.500]  純正的信仰在哪裏可以尋找
[00:01:52.500 --> 00:01:55.500]  所以在第二講的時候我特別講到
[00:01:55.500 --> 00:02:00.500]  神的啓示有一個特殊的啓示分兩個部分
[00:02:00.500 --> 00:02:03.500]  所謂的特殊的啓示
[00:02:03.500 --> 00:02:07.500]  藉助聖經這是特殊啓示中之一
[00:02:07.500 --> 00:02:12.500]  之二是藉助耶穌基督是特殊啓示
[00:02:12.500 --> 00:02:15.500]  所以這兩件事情
[00:02:15.500 --> 00:02:20.500]  這兩個啓示讓我們可以很清楚的明白神
[00:02:20.500 --> 00:02:23.500]  所以我們講到基督教信仰的時候
[00:02:23.500 --> 00:02:25.500]  我單單講到一個宗教
[00:02:25.500 --> 00:02:27.500]  雖然沒有錯
[00:02:27.500 --> 00:02:30.500]  跟一般的宗教來談的時候是講基督教
[00:02:30.500 --> 00:02:34.500]  可是基督教本身講到是一個
[00:02:34.500 --> 00:02:37.500]  屬靈的生命與神溝通
[00:02:37.500 --> 00:02:39.500]  可以認識這位神
[00:02:39.500 --> 00:02:42.500]  所以不是一般宗教去尋找神
[00:02:42.500 --> 00:02:44.500]  是神來尋找我們
[00:02:44.500 --> 00:02:47.500]  纔講到特殊的啓示
[00:02:47.500 --> 00:02:49.500]  當神來找我們的時候
[00:02:49.500 --> 00:02:51.500]  他用兩個特殊的啓示
[00:02:51.500 --> 00:02:53.500]  藉助聖經的印證
[00:02:53.500 --> 00:02:55.500]  藉助聖經的寫成
[00:02:55.500 --> 00:03:00.500]  來證明聖經是神自己的啓示
[00:03:00.500 --> 00:03:03.500]  另外借助主耶穌來到地上的時候
[00:03:03.500 --> 00:03:08.500]  活在世上讓我們人可以看到神自己
[00:03:08.500 --> 00:03:10.500]  所以今天我們在這裏
[00:03:10.500 --> 00:03:13.500]  等一下我會特別講到
[00:03:13.500 --> 00:03:16.500]  所以在第三節第四節的時候
[00:03:16.500 --> 00:03:18.500]  假如你們有聖經
[00:03:18.500 --> 00:03:22.500]  雖然PowerPoint今天沒有打出第三第四節
[00:03:22.500 --> 00:03:23.500]  是以前講過
[00:03:23.500 --> 00:03:24.500]  假如你有聖經
[00:03:24.500 --> 00:03:26.500]  最好打開聖經看
[00:03:26.500 --> 00:03:29.500]  因爲我們已經講了很多遍
[00:03:29.500 --> 00:03:32.500]  我也不願意以後有任何的傳道人來的時候
[00:03:32.500 --> 00:03:34.500]  你們非帶聖經不可
[00:03:34.500 --> 00:03:37.500]  那個時候纔想到我所講的話
[00:03:37.500 --> 00:03:39.500]  可能太晚了
[00:03:39.500 --> 00:03:42.500]  你們假如來崇拜帶聖經
[00:03:42.500 --> 00:03:44.500]  就表示你們看中神的話語
[00:03:44.500 --> 00:03:45.500]  沒有錯
[00:03:45.500 --> 00:03:50.500]  我們也可以有iPhone有聖經在上面
[00:03:50.500 --> 00:03:51.500]  可是你沒有的話
[00:03:51.500 --> 00:03:54.500]  你帶自己的聖經你翻
[00:03:54.500 --> 00:03:56.500]  你就會越翻越熟
[00:03:56.500 --> 00:03:58.500]  越翻對神的話語越熟
[00:03:58.500 --> 00:04:01.500]  這是我向各位再一次說
[00:04:01.500 --> 00:04:04.500]  你們來教會不要空手而來
[00:04:04.500 --> 00:04:07.500]  你們來教會帶自己的聖經而來
[00:04:07.500 --> 00:04:09.500]  我所講的都會錄音下來
[00:04:09.500 --> 00:04:11.500]  也會提醒各位
[00:04:11.500 --> 00:04:14.500]  使你們不會這邊進那邊出
[00:04:14.500 --> 00:04:16.500]  第三節第四節講什麼
[00:04:16.500 --> 00:04:23.500]  講到我們認識祂是藉着我們認識那榮耀和美德
[00:04:23.500 --> 00:04:24.500]  找我們的主
[00:04:24.500 --> 00:04:27.500]  榮耀和美德找我們的主
[00:04:27.500 --> 00:04:29.500]  這講特殊啓示
[00:04:29.500 --> 00:04:30.500]  主耶穌來到地上
[00:04:30.500 --> 00:04:33.500]  祂生活傳福音
[00:04:33.500 --> 00:04:35.500]  造就門徒
[00:04:35.500 --> 00:04:37.500]  祂的榮耀
[00:04:37.500 --> 00:04:38.500]  祂的美德
[00:04:38.500 --> 00:04:41.500]  充充滿滿在地上顯明
[00:04:41.500 --> 00:04:42.500]  第四節的時候
[00:04:42.500 --> 00:04:44.500]  中文聖經沒有翻出來
[00:04:44.500 --> 00:04:47.500]  但是因此
[00:04:47.500 --> 00:04:48.500]  祂又將
[00:04:48.500 --> 00:04:50.500]  祂又將
[00:04:50.500 --> 00:04:51.500]  這個意思就是
[00:04:51.500 --> 00:04:54.500]  祂又把祂的榮耀和美德
[00:04:54.500 --> 00:04:57.500]  把寶貴其他應許賜給我們
[00:04:57.500 --> 00:05:01.500]  是根據祂的榮耀和美德賜給我們
[00:05:01.500 --> 00:05:05.500]  所以在今天我的前言裏面
[00:05:05.500 --> 00:05:07.500]  我就列出四種
[00:05:07.500 --> 00:05:09.500]  因爲我在準備的時候
[00:05:09.500 --> 00:05:11.500]  每次我準備有所感動
[00:05:11.500 --> 00:05:15.500]  我就會跟各位一起來分享
[00:05:15.500 --> 00:05:17.500]  我把列出這四種呢
[00:05:17.500 --> 00:05:22.500]  也是剛好我在上團慶的時候
[00:05:22.500 --> 00:05:23.500]  Intel的團慶
[00:05:23.500 --> 00:05:29.500]  在上一週我們特別查到這一刻
[00:05:29.500 --> 00:05:33.500]  有四種人是否得救
[00:05:33.500 --> 00:05:35.500]  有下面四種的情況
[00:05:35.500 --> 00:05:37.500]  第一種情況是
[00:05:37.500 --> 00:05:41.500]  未得救的人自己知道未曾得救
[00:05:41.500 --> 00:05:42.500]  這是第一種
[00:05:42.500 --> 00:05:43.500]  自己沒有得救
