
[00:00:00.000 --> 00:00:05.000]  各位電影節目的早上好,大家好。
[00:00:05.000 --> 00:00:13.000]  我最近看了一本書,由一位非常著名的作家和目者,
[00:00:13.000 --> 00:00:17.000]  他有非常多的著作,他叫做Warren Watsby。
[00:00:17.000 --> 00:00:25.000]  這本書論到基督徒的獨特的身份,啟發了我,
[00:00:25.000 --> 00:00:31.000]  我準備一個系列和大家思想一下,究竟我們作為基督徒的身份是什麼。
[00:00:31.000 --> 00:00:36.000]  有一個正確的對自己的認識和神秘的身份是非常重要的。
[00:00:36.000 --> 00:00:44.000]  接下來星期三是我們美國的國慶,
[00:00:44.000 --> 00:00:48.000]  所以今天可以說是最近國慶的一個主日,
[00:00:48.000 --> 00:00:51.000]  所以特別思想一下這個題目。
[00:00:51.000 --> 00:00:54.000]  我們究竟基督徒是什麼身份呢?
[00:00:54.000 --> 00:00:59.000]  其中一個身份就是,我們一起讀一下,什麼身份呢?
[00:00:59.000 --> 00:01:04.000]  地上的過客,天國的子民。
[00:01:04.000 --> 00:01:08.000]  最近體壇盛事,什麼事?
[00:01:08.000 --> 00:01:12.000]  誰有看世界盃的,給我看看。
[00:01:12.000 --> 00:01:15.000]  男的比較多,姐妹們不喜歡看世界盃的。
[00:01:15.000 --> 00:01:20.000]  何弟兄很喜歡看,我們聊天。
[00:01:20.000 --> 00:01:26.000]  我最喜歡看,當然沒有時間看全場,
[00:01:26.000 --> 00:01:29.000]  看入球,通常入球是最精彩的。
[00:01:29.000 --> 00:01:33.000]  但是還有一個很特別的地方,
[00:01:33.000 --> 00:01:39.000]  很多時候拍攝的是球迷聚在一些地方擁護,
[00:01:39.000 --> 00:01:43.000]  擁護什麼?擁護自己的國家。
[00:01:43.000 --> 00:01:47.000]  所以有些是大廣場,有些是室內,
[00:01:47.000 --> 00:01:50.000]  有很多租的地方,或者有個大銀幕,
[00:01:50.000 --> 00:01:53.000]  或者有些是整個球場,這樣看。
[00:01:53.000 --> 00:02:01.000]  每逢自己的國家一入球,那會怎樣?
[00:02:01.000 --> 00:02:04.000]  開心都不夠形容得好,是什麼?
[00:02:04.000 --> 00:02:06.000]  狂歡,簡直是狂歡。
[00:02:06.000 --> 00:02:12.000]  他們簡直是,哇,又跳,又大聲叫,又倒啤酒,
[00:02:12.000 --> 00:02:16.000]  總之什麼都有,簡直是狂歡。
[00:02:16.000 --> 00:02:18.000]  不是一個國家是這樣的,
[00:02:18.000 --> 00:02:20.000]  每個國家都是這樣的。
[00:02:20.000 --> 00:02:25.000]  那些擁躉來看比賽的時候,
[00:02:25.000 --> 00:02:30.000]  自己的球隊一入球,一贏的時候,
[00:02:30.000 --> 00:02:36.000]  真的開心到不亦樂乎,難以形容。
[00:02:36.000 --> 00:02:39.000]  為什麼會這樣?
[00:02:39.000 --> 00:02:41.000]  我們美國有沒有擁躉?
[00:02:41.000 --> 00:02:45.000]  沒有,因為無法入圍。
[00:02:45.000 --> 00:02:47.000]  所以沒有擁躉,
[00:02:47.000 --> 00:02:51.000]  不過美國有很多體育都很好,
[00:02:51.000 --> 00:02:55.000]  看奧運最精彩,因為有很多金牌。
[00:02:55.000 --> 00:03:00.000]  這個讓我們看到,原來他屬於那個國家,
[00:03:00.000 --> 00:03:01.000]  自己有個歸屬感,
[00:03:01.000 --> 00:03:04.000]  無論那隊球其實沒什麼機會入,
[00:03:04.000 --> 00:03:06.000]  但每逢他們有一點成績,
[00:03:06.000 --> 00:03:09.000]  他們都會非常大地喝彩,
[00:03:09.000 --> 00:03:13.000]  來支持,來代表自己為榮。
[00:03:13.000 --> 00:03:15.000]  因為我是這個國家的分子,
[00:03:15.000 --> 00:03:20.000]  這個國家有份出線,有份入球或者勝利。
[00:03:20.000 --> 00:03:26.000]  這個越強對這個國家的歸屬感,
[00:03:26.000 --> 00:03:29.000]  甚至這次主辦國是什麼?
[00:03:29.000 --> 00:03:32.000]  俄羅斯,俄羅斯有沒有蘇聯?
[00:03:32.000 --> 00:03:36.000]  俄羅斯其實很多人民可能對於自己的國家,
[00:03:36.000 --> 00:03:39.000]  前途各方面都有疑問,
[00:03:39.000 --> 00:03:43.000]  但無論如何,到他們自己比賽的時候,
[00:03:43.000 --> 00:03:44.000]  很大很大的投入,
[00:03:44.000 --> 00:03:47.000]  因為他們知道自己屬於這個國家。
[00:03:47.000 --> 00:03:49.000]  有些只是小國,
[00:03:49.000 --> 00:03:52.000]  知道在國家舞台上沒什麼地方,
[00:03:52.000 --> 00:03:55.000]  但是他們仍然為自己的國家為榮,
[00:03:55.000 --> 00:03:58.000]  因為這個就是他們自己的歸屬。
[00:03:58.000 --> 00:04:01.000]  其實今天我們在美國很幸福,
[00:04:01.000 --> 00:04:04.000]  因為這個世界超級大國,
[00:04:04.000 --> 00:04:09.000]  我們成為了美國公民,
[00:04:09.000 --> 00:04:13.000]  國慶的時候可以一起慶祝,
[00:04:13.000 --> 00:04:14.000]  唱國歌。
[00:04:14.000 --> 00:04:18.000]  當然我們移民的一代不是那麼強烈,
[00:04:18.000 --> 00:04:21.000]  但是仍然感覺到,
[00:04:21.000 --> 00:04:24.000]  特別是拿起自己的護照,
[00:04:24.000 --> 00:04:26.000]  如果你是公民,有美國護照,
[00:04:26.000 --> 00:04:28.000]  總是覺得是很榮幸的一件事。
[00:04:28.000 --> 00:04:30.000]  我們當中誰是美國公民?
[00:04:30.000 --> 00:04:33.000]  給我看看,好嗎?
[00:04:33.000 --> 00:04:34.000]  差不多全部吧?
[00:04:34.000 --> 00:04:36.000]  小部分可能是剛剛來的,
[00:04:36.000 --> 00:04:37.000]  或者正在申請,
[00:04:37.000 --> 00:04:40.000]  或者是學生之類的,
[00:04:40.000 --> 00:04:42.000]  大部分都是。
[00:04:42.000 --> 00:04:45.000]  你有沒有覺得我們是美國公民,
[00:04:45.000 --> 00:04:47.000]  屬於這個國家為榮,有沒有?
[00:04:47.000 --> 00:04:49.000]  有沒有這樣?
[00:04:49.000 --> 00:04:51.000]  有吧?
[00:04:51.000 --> 00:04:53.000]  親戚很羨慕我們,
[00:04:53.000 --> 00:04:56.000]  可能在香港,澳門,中國大陸,
[00:04:56.000 --> 00:04:58.000]  親戚說你是美國人,
[00:04:58.000 --> 00:05:00.000]  你是美國公民。
[00:05:00.000 --> 00:05:05.000]  當然這個也不是最重要,
[00:05:05.000 --> 00:05:07.000]  因為有些人來了美國,
[00:05:07.000 --> 00:05:09.000]  發覺不樂而逝,
[00:05:09.000 --> 00:05:10.000]  有些人適應不了,
[00:05:10.000 --> 00:05:13.000]  有些人跟下一代溝通不太好,
[00:05:13.000 --> 00:05:15.000]  覺得以前好一點,
[00:05:15.000 --> 00:05:19.000]  有些人回流。
[00:05:19.000 --> 00:05:24.000]  有那種歸屬是很重要的,
[00:05:24.000 --> 00:05:25.000]  但是我們知道,
[00:05:25.000 --> 00:05:26.000]  是不是美國公民,
[00:05:26.000 --> 00:05:27.000]  是不是屬於美國,
[00:05:27.000 --> 00:05:30.000]  都不是最最重要。
[00:05:30.000 --> 00:05:31.000]  但是有一樣更加重要的,
[00:05:31.000 --> 00:05:33.000]  就是什麼?
[00:05:33.000 --> 00:05:35.000]  是的,你真聰明,
[00:05:35.000 --> 00:05:36.000]  屬於天國的,
[00:05:36.000 --> 00:05:38.000]  天國子民是最重要的。
[00:05:38.000 --> 00:05:39.000]  我們當中,
[00:05:39.000 --> 00:05:41.000]  誰是屬於天國子民的,
[00:05:41.000 --> 00:05:43.000]  舉手給我看看。
[00:05:43.000 --> 00:05:44.000]  應該多過美國公民,
[00:05:44.000 --> 00:05:46.000]  應該是吧?
[00:05:46.000 --> 00:05:50.000]  OK。
[00:05:50.000 --> 00:05:51.000]  如果你還不是,
[00:05:51.000 --> 00:05:53.000]  真是,
[00:05:53.000 --> 00:05:55.000]  希望我們快點成為天國公民,
[00:05:55.000 --> 00:05:57.000]  天國子民,
[00:05:57.000 --> 00:06:00.000]  如果在地上的小國,
[00:06:00.000 --> 00:06:02.000]  都以自己的國家為名,
[00:06:02.000 --> 00:06:05.000]  我們這些大國的公民,
[00:06:05.000 --> 00:06:08.000]  更加有種自豪感,
[00:06:08.000 --> 00:06:10.000]  但是如果屬於天國,
[00:06:10.000 --> 00:06:12.000]  究竟我們是不是同樣的,
[00:06:12.000 --> 00:06:15.000]  為天國的事情,
[00:06:15.000 --> 00:06:19.000]  真是很熱烈,
[00:06:19.000 --> 00:06:22.000]  是不是感覺到自己是天國的子民,
[00:06:22.000 --> 00:06:25.000]  會覺得有一種,
[00:06:25.000 --> 00:06:26.000]  真是很榮幸的感覺,
[00:06:26.000 --> 00:06:27.000]  有沒有?
[00:06:27.000 --> 00:06:29.000]  你們有沒有覺得自己是天國的子民,
[00:06:29.000 --> 00:06:33.000]  有榮幸的感覺?
[00:06:33.000 --> 00:06:34.000]  如果沒有,
[00:06:34.000 --> 00:06:37.000]  就證明你的心不是很在天國那裡,
[00:06:37.000 --> 00:06:39.000]  覺得有沒有都無所謂,
[00:06:39.000 --> 00:06:40.000]  就等於有些人,
[00:06:40.000 --> 00:06:42.000]  其實無所謂,
[00:06:42.000 --> 00:06:44.000]  移民無所謂,
[00:06:44.000 --> 00:06:47.000]  但是如果你真是覺得,
[00:06:47.000 --> 00:06:48.000]  天國,
[00:06:48.000 --> 00:06:50.000]  我是其中一份子,
[00:06:50.000 --> 00:06:52.000]  是沒有不同的,
[00:06:52.000 --> 00:06:54.000]  這就是我們自我的認定很重要,
[00:06:54.000 --> 00:06:56.000]  檢查一下,
[00:06:56.000 --> 00:06:58.000]  究竟我們心裡對於天國,
[00:06:58.000 --> 00:07:00.000]  你是天國子民的一部分,
[00:07:00.000 --> 00:07:07.000]  有沒有那種自豪,
[00:07:07.000 --> 00:07:11.000]  或者榮幸的感覺?
[00:07:11.000 --> 00:07:13.000]  聖經裡面很明顯地告訴我們,
[00:07:13.000 --> 00:07:15.000]  我們看這兩節經文,
[00:07:15.000 --> 00:07:16.000]  在菲律賓書三章,
[00:07:16.000 --> 00:07:18.000]  和希伯來書十一章,
[00:07:18.000 --> 00:07:19.000]  我們看看這兩節經文,
[00:07:19.000 --> 00:07:21.000]  一起讀一讀,
[00:07:21.000 --> 00:07:22.000]  請讀,
[00:07:22.000 --> 00:07:23.000]  大聲讀,
[00:07:23.000 --> 00:07:27.000]  我們卻是天上的國民,
[00:07:27.000 --> 00:07:29.000]  並且等候救主,
[00:07:29.000 --> 00:07:31.000]  就是主耶穌基督,
[00:07:31.000 --> 00:07:33.000]  從天上降臨,
[00:07:33.000 --> 00:07:36.000]  他要按著那能叫萬有,
[00:07:36.000 --> 00:07:38.000]  歸復自己的大能,
[00:07:38.000 --> 00:07:41.000]  將我們這卑賤的身體,
[00:07:41.000 --> 00:07:43.000]  改變形狀,
[00:07:43.000 --> 00:07:47.000]  和他自己榮耀的身體相似,
[00:07:47.000 --> 00:07:50.000]  這裡說,我們卻是什麼?
[00:07:50.000 --> 00:07:53.000]  天上的國民,
