
[00:00:00.000 --> 00:00:05.000]  我今天繼續跟大家講小仙之書
[00:00:05.000 --> 00:00:10.000]  是會講哈巴菊書
[00:00:10.000 --> 00:00:13.000]  關於哈巴菊仙之的個人資料
[00:00:13.000 --> 00:00:16.000]  或者是她的背景的資料
[00:00:16.000 --> 00:00:18.000]  不是很多
[00:00:18.000 --> 00:00:20.000]  只是知道
[00:00:20.000 --> 00:00:25.000]  她大約是在主前612年左右
[00:00:25.000 --> 00:00:28.000]  開始服侍做仙之
[00:00:28.000 --> 00:00:32.000]  可能只是做了十多年
[00:00:32.000 --> 00:00:35.000]  那個時間是什麼時代呢?
[00:00:35.000 --> 00:00:38.000]  那個時代是當時的猶大王
[00:00:38.000 --> 00:00:43.000]  約西亞王晚年的時候
[00:00:43.000 --> 00:00:46.000]  612做仙之
[00:00:46.000 --> 00:00:49.000]  約西亞王609年就死了
[00:00:49.000 --> 00:00:51.000]  就是差三年
[00:00:51.000 --> 00:00:54.000]  所以是約西亞王晚年的時候
[00:00:54.000 --> 00:00:58.000]  是晚期,約西亞王是很早死的
[00:00:58.000 --> 00:01:01.000]  是約西亞王晚期的時代
[00:01:01.000 --> 00:01:08.000]  一直到約西亞王的兒子
[00:01:08.000 --> 00:01:10.000]  約阿敬王
[00:01:10.000 --> 00:01:12.000]  是那段時間
[00:01:12.000 --> 00:01:17.000]  約阿敬王是大約做了十一年的王
[00:01:17.000 --> 00:01:19.000]  接着再隔十一年
[00:01:19.000 --> 00:01:22.000]  猶大國就滅亡
[00:01:22.000 --> 00:01:24.000]  你可以想象
[00:01:24.000 --> 00:01:26.000]  先知這個時代
[00:01:26.000 --> 00:01:28.000]  處身那個時代的時候
[00:01:28.000 --> 00:01:32.000]  是一個快要國破家亡的時代
[00:01:32.000 --> 00:01:34.000]  雖然他們未必看到
[00:01:34.000 --> 00:01:36.000]  十多年後就會亡國
[00:01:36.000 --> 00:01:43.000]  但是那個時代一定是很混亂
[00:01:43.000 --> 00:01:46.000]  哈巴谷書的主題信息是說
[00:01:46.000 --> 00:01:49.000]  神的公義和人
[00:01:49.000 --> 00:01:55.000]  必須要靠信心纔可以得逞
[00:01:55.000 --> 00:02:00.000]  所以我們從這本書要學的功課就是
[00:02:00.000 --> 00:02:03.000]  我們要積極在我們人生裏面
[00:02:03.000 --> 00:02:08.000]  積極去建立我們的屬靈生命和我們的信心
[00:02:08.000 --> 00:02:10.000]  使到我們
[00:02:10.000 --> 00:02:12.000]  當我們處身在逆境的時候
[00:02:12.000 --> 00:02:16.000]  我們仍然能夠站得穩
[00:02:16.000 --> 00:02:20.000]  當我們在一個黑暗的時代裏面生活的時候
[00:02:20.000 --> 00:02:24.000]  我們仍然能夠堅守我們的信仰
[00:02:24.000 --> 00:02:32.000]  所謂能夠向主奏出信心的凱歌
[00:02:32.000 --> 00:02:36.000]  今天我會講哈巴谷書第一章
[00:02:36.000 --> 00:02:40.000]  講題叫神啊你爲何不理
[00:02:40.000 --> 00:02:42.000]  剛纔我們讀經文的時候
[00:02:42.000 --> 00:02:45.000]  你都會意會到這句話在經文裏面
[00:02:45.000 --> 00:02:51.000]  先知向神發出的其中一個疑問的問題
[00:02:51.000 --> 00:02:54.000]  意思是先知他
[00:02:54.000 --> 00:02:59.000]  他不明白神施行公義和慈愛的方式
[00:02:59.000 --> 00:03:04.000]  因此他向神發出疑問
[00:03:04.000 --> 00:03:06.000]  先知他不是埋怨神
[00:03:06.000 --> 00:03:08.000]  同志裏行間看到
[00:03:08.000 --> 00:03:10.000]  先知不是埋怨神
[00:03:10.000 --> 00:03:12.000]  也都不是和神拗頸
[00:03:12.000 --> 00:03:15.000]  他是要求對話
[00:03:15.000 --> 00:03:18.000]  想得到一個更多
[00:03:18.000 --> 00:03:22.000]  令他更能夠明白的解釋
[00:03:22.000 --> 00:03:28.000]  以致他自己的信心可以有所適從
[00:03:28.000 --> 00:03:31.000]  他也都能夠在生活裏面
[00:03:31.000 --> 00:03:35.000]  作出適當的回應
[00:03:35.000 --> 00:03:42.000]  先知這種心態是很值得我們去學習的
[00:03:42.000 --> 00:03:46.000]  因爲會有很多人
[00:03:46.000 --> 00:03:48.000]  他們就是因爲不明白
[00:03:48.000 --> 00:03:50.000]  或者不能夠接受神
[00:03:50.000 --> 00:03:54.000]  在施行公義或者施行慈愛的原則
[00:03:54.000 --> 00:04:00.000]  而離開神
[00:04:00.000 --> 00:04:04.000]  我上個主日在講道里面也都提到
[00:04:04.000 --> 00:04:12.000]  現今普遍會令人離開神的四個困境
[00:04:12.000 --> 00:04:17.000]  這四個困境就是當人遇到被人輕視
[00:04:17.000 --> 00:04:18.000]  被人中傷
[00:04:18.000 --> 00:04:20.000]  被人陷害
[00:04:20.000 --> 00:04:27.000]  或者是他自己的人生很坎坷
[00:04:27.000 --> 00:04:31.000]  我都有再提在我今天給大家的信裏面
[00:04:31.000 --> 00:04:39.000]  大家有機會回去慢慢看一下
[00:04:39.000 --> 00:04:42.000]  當人處身在那四種困境
[00:04:42.000 --> 00:04:44.000]  或者任何困境裏面
[00:04:44.000 --> 00:04:48.000]  他們又看不到神去懲罰惡人
[00:04:48.000 --> 00:04:51.000]  又看不到神去拯救自己
[00:04:51.000 --> 00:04:54.000]  或者拯救在當中受苦的人的時候
[00:04:54.000 --> 00:04:57.000]  因此就會認爲
[00:04:57.000 --> 00:05:04.000]  這個神所講的公義信實都真的不是很真實
[00:05:04.000 --> 00:05:07.000]  不是很值得信
[00:05:07.000 --> 00:05:10.000]  因此會離開神
[00:05:10.000 --> 00:05:16.000]  不再依靠神
[00:05:16.000 --> 00:05:23.000]  有一個人的名字相信很多人都會認識
[00:05:23.000 --> 00:05:28.000]  這個人叫做史提夫·賈伯斯
[00:05:28.000 --> 00:05:31.000]  可能中文你不太知道是誰
[00:05:31.000 --> 00:05:36.000]  英文是Steve Jobs
[00:05:36.000 --> 00:05:37.000]  應該叫做雜思
[00:05:37.000 --> 00:05:39.000]  可能還不容易
[00:05:39.000 --> 00:05:41.000]  廣東話的翻譯
[00:05:41.000 --> 00:05:45.000]  不過Jobs很多人都知道
[00:05:45.000 --> 00:05:48.000]  他就是蘋果手機
[00:05:48.000 --> 00:05:52.000]  或者是蘋果電腦公司的前總裁
[00:05:52.000 --> 00:05:56.000]  兼創辦人
[00:05:56.000 --> 00:05:58.000]  很多人都認識他的名字
[00:05:58.000 --> 00:06:01.000]  但是就算你不認識他的名字
[00:06:01.000 --> 00:06:10.000]  很可能你現在手上是拿着他的手機或者電腦
[00:06:10.000 --> 00:06:16.000]  他在2011年過身
[00:06:16.000 --> 00:06:19.000]  不過最近又有一篇文章
[00:06:19.000 --> 00:06:21.000]  再提到他的生平
[00:06:21.000 --> 00:06:25.000]  其中有一段是這樣說的
[00:06:25.000 --> 00:06:29.000]  在他13歲那一年
[00:06:29.000 --> 00:06:32.000]  有一天他看到
[00:06:32.000 --> 00:06:38.000]  當時的時代週刊的封面
[00:06:38.000 --> 00:06:45.000]  是印了一幅照片
[00:06:45.000 --> 00:06:48.000]  這幅照片是描寫
[00:06:48.000 --> 00:06:49.000]  是一個大特寫
[00:06:49.000 --> 00:06:57.000]  描寫當時非洲的飢餓兒童受苦
[00:06:57.000 --> 00:06:59.000]  我相信大家已經可以想象到
[00:06:59.000 --> 00:07:01.000]  那幅照片一定是
[00:07:01.000 --> 00:07:06.000]  一定是令人看到就心酸的一個畫面
[00:07:06.000 --> 00:07:08.000]  大家都見過那些照片
[00:07:08.000 --> 00:07:14.000]  飢餓兒童是怎樣的
[00:07:14.000 --> 00:07:17.000]  史提夫他看到這幅照片之後
[00:07:17.000 --> 00:07:20.000]  他很激動
[00:07:20.000 --> 00:07:22.000]  他情緒很高漲
[00:07:22.000 --> 00:07:28.000]  於是他帶着那本雜誌去見一個牧師
[00:07:28.000 --> 00:07:35.000]  他用很不禮貌的方式去質問牧師
[00:07:35.000 --> 00:07:37.000]  意思大概是問
[00:07:37.000 --> 00:07:44.000]  爲什麼神容許無辜的人受苦
[00:07:44.000 --> 00:07:53.000]  那位牧師給不到他一個令他滿意的答案
[00:07:53.000 --> 00:07:55.000]  我相信如果你突然間來問我
[00:07:55.000 --> 00:08:04.000]  我都不能夠給到令你滿意的答案
[00:08:04.000 --> 00:08:13.000]  於是Jobs他就怒氣衝衝地離開
[00:08:13.000 --> 00:08:17.000]  離開之後他說
[00:08:17.000 --> 00:08:25.000]  我以後不想和一個這樣的神再有任何關係
[00:08:25.000 --> 00:08:28.000]  從此他就沒有再去教會
[00:08:28.000 --> 00:08:34.000]  這是很可惜的
[00:08:34.000 --> 00:08:40.000]  我自己對他這件事的評論就是這樣
[00:08:40.000 --> 00:08:47.000]  他完全不能夠接受神施行公義和慈愛的方式
[00:08:47.000 --> 00:08:51.000]  他心目中的期待是神即時去拯救那些受苦的人
[00:08:51.000 --> 00:08:59.000]  或者他應該防止不應該有災難臨到無辜的人
[00:08:59.000 --> 00:09:04.000]  我想我們都會有很多人是這樣想和希望
[00:09:04.000 --> 00:09:07.000]  但是神不是這樣做
[00:09:07.000 --> 00:09:14.000]  所以Steve他很難認同這個神
[00:09:14.000 --> 00:09:20.000]  他又沒有信心和耐心去尋求更多的解釋
[00:09:20.000 --> 00:09:24.000]  也沒有耐心去等候神
[00:09:24.000 --> 00:09:27.000]  於是他離棄神
[00:09:27.000 --> 00:09:31.000]  這是很可惜的
[00:09:31.000 --> 00:09:35.000]  但是今天所講的哈巴谷先知就很不同
[00:09:35.000 --> 00:09:41.000]  他在當時同樣遇到很多不合理的事
[00:09:41.000 --> 00:09:43.000]  很多痛苦的事
[00:09:43.000 --> 00:09:45.000]  見到很多災難發生
[00:09:45.000 --> 00:09:48.000]  見到很多不公平不合理的事
[00:09:48.000 --> 00:09:52.000]  不斷在他身邊周圍出現
[00:09:52.000 --> 00:09:58.000]  他對神的公義和慈愛發出疑問
[00:09:58.000 --> 00:10:07.000]  他對神的回答也不是很明白,不是很同意
[00:10:07.000 --> 00:10:10.000]  但是他沒有離棄神
[00:10:10.000 --> 00:10:12.000]  他對神仍然有信心
[00:10:12.000 --> 00:10:17.000]  他耐心等候神給他進一步的解釋或者啓示
[00:10:17.000 --> 00:10:21.000]  這樣讓他自己可以對神更加認識
[00:10:21.000 --> 00:10:27.000]  而且可以建立更加堅固的信心
[00:10:27.000 --> 00:10:29.000]  以致他能夠在生活上
[00:10:29.000 --> 00:10:32.000]  在最後一章他會看到他的心態
[00:10:32.000 --> 00:10:34.000]  以致他能夠在生活上,心態上
[00:10:34.000 --> 00:10:37.000]  定出適當的人生方向
[00:10:37.000 --> 00:10:40.000]  有適當的回應
[00:10:40.000 --> 00:10:43.000]  以致不會亂了人生的腳步
[00:10:43.000 --> 00:10:51.000]  這一點是我們需要向先知學的
[00:10:51.000 --> 00:10:53.000]  我們今天要學的功課就是
[00:10:53.000 --> 00:10:57.000]  對神的公義和慈愛要有信心
[00:10:57.000 --> 00:11:00.000]  有時未必符合我們的心願
[00:11:00.000 --> 00:11:03.000]  但是我們要對神有信心
[00:11:03.000 --> 00:11:05.000]  還有要有耐心去等候
[00:11:05.000 --> 00:11:12.000]  去尋求神給我們進一步的啓示
[00:11:12.000 --> 00:11:14.000]  用這樣的方法去建立
[00:11:14.000 --> 00:11:17.000]  我們對神有一個堅固的信心
[00:11:17.000 --> 00:11:19.000]  這是今天的功課
[00:11:19.000 --> 00:11:25.000]  我們看哈巴谷書一章一節
[00:11:25.000 --> 00:11:27.000]  哈巴谷書一章一節
[00:11:27.000 --> 00:11:30.000]  先知哈巴谷所得的默示
[00:11:30.000 --> 00:11:33.000]  第二第四節
[00:11:33.000 --> 00:11:35.000]  其實在原文上面
[00:11:35.000 --> 00:11:37.000]  文法的使用方式
[00:11:37.000 --> 00:11:40.000]  是需要加強一些語氣的
[00:11:40.000 --> 00:11:41.000]  我會在讀的時候
[00:11:41.000 --> 00:11:44.000]  會加一些加重的語氣
[00:11:44.000 --> 00:11:46.000]  令到這幾節的經文
[00:11:46.000 --> 00:11:49.000]  表達到原文的意思
[00:11:49.000 --> 00:11:51.000]  第二節
[00:11:51.000 --> 00:11:53.000]  他說耶和華啊
[00:11:53.000 --> 00:11:55.000]  我急切呼求你
[00:11:55.000 --> 00:11:57.000]  你一直不應允
[00:11:57.000 --> 00:11:59.000]  要到幾時呢
[00:11:59.000 --> 00:12:02.000]  我因強暴不斷哀求你
[00:12:02.000 --> 00:12:05.000]  你仍然不請救
[00:12:05.000 --> 00:12:06.000]  第三節
[00:12:06.000 --> 00:12:09.000]  你爲何使我不斷看見罪孽
[00:12:09.000 --> 00:12:12.000]  你爲何不斷看着奸惡
[00:12:12.000 --> 00:12:16.000]  而仍不理呢
[00:12:16.000 --> 00:12:19.000]  毀滅和強暴不斷在我面前
[00:12:19.000 --> 00:12:26.000]  又不斷起了爭端和相鬥的事
[00:12:26.000 --> 00:12:28.000]  如果這樣看的時候
[00:12:28.000 --> 00:12:29.000]  這樣聽的時候
[00:12:29.000 --> 00:12:35.000]  大家馬上覺得事情嚴重很多
[00:12:35.000 --> 00:12:38.000]  先知向神發出的呼求和疑問
[00:12:38.000 --> 00:12:40.000]  是很合理的
[00:12:40.000 --> 00:12:42.000]  他不是爲了自己個人利益
[00:12:42.000 --> 00:12:44.000]  或者自己的問題來呼求
[00:12:44.000 --> 00:12:46.000]  他是爲整體
[00:12:46.000 --> 00:12:52.000]  爲人民來呼求
[00:12:52.000 --> 00:12:53.000]  比如在第二節
[00:12:53.000 --> 00:12:55.000]  他說
[00:12:55.000 --> 00:12:58.000]  先知是因爲有強暴的事
[00:12:58.000 --> 00:13:00.000]  即是會有受難者
[00:13:00.000 --> 00:13:02.000]  有強暴的事發生
[00:13:02.000 --> 00:13:03.000]  而哀求神
[00:13:03.000 --> 00:13:09.000]  強暴可能是指當時的外敵入侵
[00:13:09.000 --> 00:13:14.000]  不斷在欺壓他們本國
[00:13:14.000 --> 00:13:16.000]  先知不明白
[00:13:16.000 --> 00:13:18.000]  爲何不斷向神哀求
[00:13:18.000 --> 00:13:24.000]  而神仍然不去拯救他們
[00:13:24.000 --> 00:13:26.000]  又好像在第三節所講的
[00:13:26.000 --> 00:13:29.000]  各種的罪行
[00:13:29.000 --> 00:13:30.000]  這些罪孽
[00:13:30.000 --> 00:13:32.000]  可能是指在他們本國
[00:13:32.000 --> 00:13:35.000]  由大國裏面所發生的事
[00:13:35.000 --> 00:13:39.000]  如那些奸惡、毀滅
[00:13:39.000 --> 00:13:43.000]  強暴、爭端和爭鬥的事
[00:13:43.000 --> 00:13:50.000]  是不斷髮生
[00:13:50.000 --> 00:13:55.000]  其實在猶太國亡國前十多二十年
[00:13:55.000 --> 00:14:03.000]  那個社會就是那麼混亂和恐怖
[00:14:03.000 --> 00:14:06.000]  在第四節所講
[00:14:06.000 --> 00:14:11.000]  因此律法放鬆
[00:14:11.000 --> 00:14:14.000]  律法放鬆的意思就是
