
[00:00:00.000 --> 00:00:02.640]  今晚分享的信息就是
[00:00:02.640 --> 00:00:06.640]  你知道今年教會主題是多代同行
[00:00:06.640 --> 00:00:09.880]  我們是講第二個session
[00:00:09.880 --> 00:00:12.280]  就是在講藍
[00:00:12.280 --> 00:00:17.040]  你記得藍說PSWalk我們這次的系列
[00:00:17.040 --> 00:00:18.720]  PSWalk我問一下你
[00:00:18.720 --> 00:00:20.720]  PSWalk是喫什麼字的
[00:00:20.720 --> 00:00:25.640]  你沒有聽到嗎
[00:00:25.640 --> 00:00:28.440]  藍都暈頭了
[00:00:28.440 --> 00:00:30.200]  三個星期才起得來
[00:00:30.200 --> 00:00:33.040]  你看看多體貼這個牧者
[00:00:33.040 --> 00:00:35.560]  PSWalk其實說喫字
[00:00:35.560 --> 00:00:36.880]  他想這個系列的時候
[00:00:36.880 --> 00:00:37.600]  你知道藍想這些
[00:00:37.600 --> 00:00:40.600]  我經常贊他很厲害想這些東西
[00:00:40.600 --> 00:00:44.000]  他說喫pillow talk
[00:00:44.000 --> 00:00:45.560]  就是你的閨蜜
[00:00:45.560 --> 00:00:46.480]  就是你
[00:00:46.480 --> 00:00:48.120]  你爲什麼叫做Peers
[00:00:48.120 --> 00:00:49.640]  就是你的閨蜜
[00:00:49.640 --> 00:00:53.120]  你的閨蜜就是你的好朋友
[00:00:53.120 --> 00:00:55.680]  我想作爲回教會回了很久
[00:00:55.680 --> 00:01:00.640]  其實我們聖經當然講愛人如己
[00:01:00.640 --> 00:01:01.840]  是要講的
[00:01:01.840 --> 00:01:03.920]  但是當我們
[00:01:03.920 --> 00:01:04.840]  這個系列很小
[00:01:04.840 --> 00:01:06.080]  我們想去探討
[00:01:06.080 --> 00:01:08.000]  不是說只是在教會里面
[00:01:08.000 --> 00:01:10.840]  打好關係好來好去
[00:01:10.840 --> 00:01:13.120]  怎樣可以不那麼流於表面
[00:01:13.120 --> 00:01:15.720]  就是由一個可以盡心一點的
[00:01:15.720 --> 00:01:17.320]  成爲一個做人真誠的朋友
[00:01:17.320 --> 00:01:18.600]  而我很深印象
[00:01:18.600 --> 00:01:19.640]  聽到藍說到的時候
[00:01:19.640 --> 00:01:22.760]  他說不要只看別人
[00:01:22.760 --> 00:01:25.760]  你怎樣可以由自己開始
[00:01:25.760 --> 00:01:29.240]  成爲一個這樣的人呢
[00:01:29.240 --> 00:01:30.760]  跟着如果
[00:01:30.760 --> 00:01:33.120]  如果你有
[00:01:33.120 --> 00:01:35.320]  我可以轉過來
[00:01:35.320 --> 00:01:36.280]  如果你有印象
[00:01:36.280 --> 00:01:38.960]  跟着藍說他用了
[00:01:38.960 --> 00:01:40.840]  用了大衛和約拿丹
[00:01:40.840 --> 00:01:42.520]  講什麼是Godly Friends
[00:01:42.520 --> 00:01:43.680]  Godly Wisdom
[00:01:43.680 --> 00:01:46.160]  就是究竟兩個
[00:01:46.160 --> 00:01:47.400]  特別是約拿丹
[00:01:47.400 --> 00:01:49.640]  他本來是王子
[00:01:49.640 --> 00:01:52.760]  但是他怎樣去Honor大衛
[00:01:52.760 --> 00:01:54.200]  他在上帝裏面
[00:01:54.200 --> 00:01:56.000]  他很體重大衛
[00:01:56.000 --> 00:01:57.840]  Over了他自己的身份
[00:01:57.840 --> 00:01:59.520]  在那個關係裏面
[00:01:59.520 --> 00:02:00.720]  跟着再下一個禮拜
[00:02:00.720 --> 00:02:01.440]  就有Michelle
[00:02:01.440 --> 00:02:02.280]  Michelle來的時候
[00:02:02.280 --> 00:02:04.640]  用傳道書去講
[00:02:04.640 --> 00:02:07.200]  義人兩個人總比一個人好
[00:02:07.200 --> 00:02:08.040]  我們每一個人
[00:02:08.040 --> 00:02:10.200]  其實都需要有朋友
[00:02:10.200 --> 00:02:11.560]  需要有同伴
[00:02:11.560 --> 00:02:13.120]  需要有人可以將我們
[00:02:13.120 --> 00:02:15.440]  Offload了我們一些
[00:02:15.440 --> 00:02:17.720]  心裏面的擔子
[00:02:17.720 --> 00:02:20.440]  哪一個是你的同行者呢
[00:02:20.440 --> 00:02:21.520]  我很多年前
[00:02:21.520 --> 00:02:23.400]  都聽過Michelle去分享
[00:02:23.400 --> 00:02:24.760]  她這兩個的朋友
[00:02:24.760 --> 00:02:25.840]  這兩個的土伴
[00:02:25.840 --> 00:02:27.640]  都是成爲她生命當中
[00:02:27.640 --> 00:02:28.840]  一個很重要的人
[00:02:28.840 --> 00:02:30.000]  跟着上一個星期
[00:02:30.000 --> 00:02:32.640]  就是默穆斯
[00:02:32.640 --> 00:02:36.200]  Gloria來分享多瑪
[00:02:36.200 --> 00:02:37.520]  這個多疑的多瑪
[00:02:37.520 --> 00:02:39.000]  在一個信仰的羣體當中
[00:02:39.000 --> 00:02:41.640]  這個羣體怎樣接納她
[00:02:41.640 --> 00:02:42.840]  而接納她的同時
[00:02:42.840 --> 00:02:45.440]  以致她能夠將這種真實
[00:02:45.440 --> 00:02:47.720]  即是耶穌怎麼樣啊你
[00:02:47.720 --> 00:02:49.720]  探她進入你的立堂
[00:02:49.720 --> 00:02:52.000]  那我纔信呢
[00:02:52.000 --> 00:02:54.000]  但這個羣體怎樣仍然接納她
[00:02:54.000 --> 00:02:55.320]  以致在這個
[00:02:55.320 --> 00:02:56.680]  由方書的尾段
[00:02:56.680 --> 00:02:58.200]  到這個兆行傳的頭段
[00:02:58.200 --> 00:02:59.120]  這個多瑪
[00:02:59.120 --> 00:03:01.880]  有一個生命的轉變
[00:03:01.880 --> 00:03:04.320]  PS Walk去到最後
[00:03:04.320 --> 00:03:06.680]  今天最後這個
[00:03:06.680 --> 00:03:10.600]  賣尾這一講
[00:03:10.600 --> 00:03:12.360]  一個真誠的朋友
[00:03:12.360 --> 00:03:15.720]  怎樣可以walk a step further
[00:03:15.720 --> 00:03:17.320]  又可以講真話
[00:03:17.320 --> 00:03:19.840]  又可以信得過呢
[00:03:19.840 --> 00:03:23.480]  通常很多不同的故事
[00:03:23.480 --> 00:03:24.520]  當然很理想
[00:03:24.520 --> 00:03:27.800]  搭着肩膀看着日落
[00:03:27.800 --> 00:03:30.400]  哇 這些就是friendship
[00:03:30.400 --> 00:03:31.880]  這些就是BBF
[00:03:31.880 --> 00:03:34.520]  這些這麼美好的環境
[00:03:34.520 --> 00:03:36.920]  但現實不是這樣的
[00:03:36.920 --> 00:03:38.160]  現實通常是
[00:03:38.160 --> 00:03:39.920]  你靠近的那些特別
[00:03:39.920 --> 00:03:42.320]  如果有些close的
[00:03:42.320 --> 00:03:44.080]  或者是你的家人
[00:03:44.080 --> 00:03:46.440]  或者是很熟悉的頂尖妹
[00:03:46.440 --> 00:03:47.400]  通常是什麼呢
[00:03:47.400 --> 00:03:49.320]  就困了
[00:03:49.320 --> 00:03:51.520]  所以今晚很想和大家
[00:03:51.520 --> 00:03:54.040]  透過針研一節
[00:03:54.040 --> 00:03:55.320]  主要一節的聖經
[00:03:55.320 --> 00:03:57.040]  和大家分享一下
[00:03:57.040 --> 00:03:58.960]  究竟好朋友
[00:03:58.960 --> 00:04:06.080]  怎樣互相去塑造生命呢
[00:04:06.080 --> 00:04:06.720]  針研呢
[00:04:06.720 --> 00:04:09.160]  如果你回教會久了
[00:04:09.160 --> 00:04:12.720]  你知道針研是整本聖經裏面
[00:04:12.720 --> 00:04:14.080]  其中一個大的段落
[00:04:14.080 --> 00:04:15.800]  在智慧文學裏面
[00:04:15.800 --> 00:04:17.360]  其中有幾卷
[00:04:17.360 --> 00:04:20.560]  針研 約伯記 全道書
[00:04:20.560 --> 00:04:22.720]  其實還有詩篇和雅歌
[00:04:22.720 --> 00:04:24.160]  但我抽這三個
[00:04:24.160 --> 00:04:27.120]  這三個其實都是講智慧的
[00:04:27.120 --> 00:04:29.040]  在聖經裏面其實都是講智慧的
[00:04:29.040 --> 00:04:31.160]  但它有少少不同的分別
[00:04:31.160 --> 00:04:34.240]  針研的智慧是講一些日常的智慧
[00:04:34.240 --> 00:04:36.080]  或者是一個general speaking
[00:04:36.080 --> 00:04:39.640]  所羅門他說作爲一個
[00:04:39.640 --> 00:04:41.560]  他經歷過很多
[00:04:41.560 --> 00:04:43.000]  在聖經裏面記載
[00:04:43.000 --> 00:04:45.160]  當時是最有智慧的人
[00:04:45.160 --> 00:04:47.640]  他寫了很多不同的說話
[00:04:47.640 --> 00:04:49.720]  但他講的是一些日常的智慧
[00:04:49.720 --> 00:04:50.800]  應該怎樣去做
[00:04:50.800 --> 00:04:52.040]  鼓勵你怎樣去做
[00:04:52.040 --> 00:04:55.000]  去拿到上帝的智慧
[00:04:55.000 --> 00:04:59.520]  約伯記是講一些特殊的情況
[00:04:59.520 --> 00:05:01.680]  約伯記是講一些extreme case
[00:05:01.680 --> 00:05:04.800]  爲什麼異人會受苦
[00:05:04.800 --> 00:05:08.560]  爲什麼異人明明在上帝面前的異人
[00:05:08.560 --> 00:05:11.520]  爲什麼突然間會家破人亡
[00:05:11.520 --> 00:05:14.080]  你面對這些是想不明白
[00:05:14.080 --> 00:05:15.600]  那是怎樣的
[00:05:15.600 --> 00:05:17.560]  全道書的智慧是講
[00:05:17.560 --> 00:05:19.920]  你將你的人生推得很盡
[00:05:19.920 --> 00:05:21.120]  喫就喫得盡
[00:05:21.120 --> 00:05:22.240]  玩就玩得盡
[00:05:22.240 --> 00:05:23.120]  然後發覺是什麼呢
[00:05:23.120 --> 00:05:25.480]  去控
[00:05:25.480 --> 00:05:27.560]  他尋求的是另一種的智慧
[00:05:27.560 --> 00:05:30.360]  是講在人生的限制裏面怎樣去
[00:05:30.360 --> 00:05:32.360]  所以你要明白有不同的
[00:05:32.360 --> 00:05:35.320]  在智慧書裏面有不同的重點
[00:05:35.320 --> 00:05:38.040]  但是其實這幾本書
[00:05:38.040 --> 00:05:44.520]  其實中間講的是敬畏上帝
[00:05:44.520 --> 00:05:47.040]  其實他幾本不同的智慧書
[00:05:47.040 --> 00:05:48.600]  都用一個perspective
[00:05:48.600 --> 00:05:52.240]  就是你從敬畏上帝的角度
[00:05:52.240 --> 00:05:54.080]  進入在我們人生的
[00:05:54.080 --> 00:05:56.760]  這些不同的處境當中
[00:05:56.760 --> 00:06:02.920]  來明白怎樣有智慧的選擇
[00:06:02.920 --> 00:06:04.520]  針研
[00:06:04.520 --> 00:06:05.840]  general的
[00:06:05.840 --> 00:06:07.240]  日常生活的
[00:06:07.240 --> 00:06:08.760]  約伯紀 special的
[00:06:08.760 --> 00:06:15.680]  全道書推到一些人生的界限
[00:06:15.680 --> 00:06:17.840]  交代了這樣
[00:06:17.840 --> 00:06:20.640]  今晚是講針研
[00:06:20.640 --> 00:06:26.400]  針研其實是一本結集成書的格言
[00:06:26.400 --> 00:06:28.920]  格言就是短句
[00:06:28.920 --> 00:06:34.040]  不同的一些很精練的一些說話
[00:06:34.040 --> 00:06:35.360]  寫了下來
[00:06:35.360 --> 00:06:37.040]  你要意會的
[00:06:37.040 --> 00:06:40.080]  你要反覆地思考的
[00:06:40.080 --> 00:06:42.120]  你要這樣去想
[00:06:42.120 --> 00:06:46.840]  這是一些人生的智慧
[00:06:46.840 --> 00:06:49.960]  happy husband是要怎樣的
[00:06:49.960 --> 00:06:52.120]  先是happy wife
[00:06:52.120 --> 00:06:55.160]  結了婚的你就會明白這句話
[00:06:55.160 --> 00:06:57.880]  有happy wife就有happy life
[00:06:57.880 --> 00:07:00.760]  你不明白就是不明白
[00:07:00.760 --> 00:07:05.240]  解釋給你聽也是不太領會的
[00:07:05.240 --> 00:07:07.240]  你明白的人就會說
[00:07:07.240 --> 00:07:08.920]  當然啦
[00:07:08.920 --> 00:07:10.360]  這就是智慧
[00:07:10.360 --> 00:07:15.680]  是很短的句子的說話
[00:07:15.680 --> 00:07:17.800]  而剛纔也說
[00:07:17.800 --> 00:07:20.880]  針研其實是包括了很多
[00:07:20.880 --> 00:07:24.960]  日常生活的指引
[00:07:24.960 --> 00:07:29.080]  是說幫助一個有信仰的人
[00:07:29.080 --> 00:07:32.160]  在舊約裏面對於上帝耶和華
[00:07:32.160 --> 00:07:35.560]  神的舊約以色列民族
[00:07:35.560 --> 00:07:37.720]  他們怎樣去活得好
[00:07:37.720 --> 00:07:40.640]  他有很多不同的格言
[00:07:40.640 --> 00:07:42.280]  包括很多不同的層面
[00:07:42.280 --> 00:07:45.600]  就是家裏、友情、工作、錢、說話、憤怒
[00:07:45.600 --> 00:07:47.080]  很多這些東西
[00:07:47.080 --> 00:07:50.960]  很多這些格言裏面
[00:07:50.960 --> 00:07:55.200]  都有不同的比喻、對比
[00:07:55.200 --> 00:07:59.720]  智慧人、愚昧人、義人、惡人
[00:07:59.720 --> 00:08:08.200]  都要有很多這些沉澱、反思
[00:08:08.200 --> 00:08:14.360]  而《成卷針研》有不同的部分
[00:08:14.360 --> 00:08:17.800]  一開始《針研一章七字》剛纔我說
[00:08:17.800 --> 00:08:21.760]  敬畏耶和華是智慧的開端
[00:08:21.760 --> 00:08:22.680]  如果你回去看
[00:08:22.680 --> 00:08:26.840]  《約伯紀傳道書》其實也類似這樣
[00:08:26.840 --> 00:08:28.840]  《約伯紀傳道書》也有一句說
[00:08:28.840 --> 00:08:31.960]  敬畏耶和華是智慧的開端
[00:08:31.960 --> 00:08:33.960]  《傳道書》去到最後
