
[00:00:00.000 --> 00:00:02.260]  弟兄姊妹,祖內平安
[00:00:02.260 --> 00:00:06.840]  今天我們一同來到神的面前,來學習祂的話
[00:00:06.840 --> 00:00:11.360]  願神的同在能伏筆我們
[00:00:11.360 --> 00:00:15.560]  叫我們個人都在神的話上得到益處
[00:00:15.560 --> 00:00:18.060]  叫我們更能夠認識神
[00:00:18.060 --> 00:00:21.880]  和我們一起,有一點簡單的禱告
[00:00:21.880 --> 00:00:26.220]  愛我們的父神,我們感謝祢
[00:00:26.220 --> 00:00:29.720]  祢給我們有機會,又能夠來到祢的面前
[00:00:29.720 --> 00:00:32.240]  一同來學習祢的話
[00:00:32.240 --> 00:00:35.240]  祢的話一打開,就發出亮光
[00:00:35.240 --> 00:00:38.620]  叫我們愚昧的人,能夠得到通達
[00:00:38.620 --> 00:00:42.040]  我們就是要感謝祢,讚美祢
[00:00:42.040 --> 00:00:45.540]  給我們有這樣的機會,來到祢的面前
[00:00:45.540 --> 00:00:49.040]  願祢運行在我們當中
[00:00:49.040 --> 00:00:51.540]  看顧我們,幫助我們
[00:00:51.540 --> 00:00:54.440]  叫我們能夠明白祢的話
[00:00:54.440 --> 00:00:57.940]  也能夠在今後的路程中間
[00:00:57.940 --> 00:01:01.940]  能夠有力量,能夠聽從任何祢的話
[00:01:01.940 --> 00:01:04.940]  就能夠再繼續地再往前走
[00:01:04.940 --> 00:01:07.440]  求主聽我們的禱告
[00:01:07.440 --> 00:01:10.940]  是奉耶穌基督的名,阿門
[00:01:10.940 --> 00:01:16.940]  今天我們要跟弟兄姊妹繼續來看
[00:01:16.940 --> 00:01:21.940]  主耶穌生活和工作過的五個村莊
[00:01:21.940 --> 00:01:23.940]  這最後一個
[00:01:23.940 --> 00:01:27.940]  我們一共看過四個了
[00:01:27.940 --> 00:01:30.940]  第一個就是玻利恆
[00:01:30.940 --> 00:01:34.940]  玻利恆就是主耶穌誕生的地方
[00:01:34.940 --> 00:01:37.440]  第二個是納沙勒
[00:01:37.440 --> 00:01:41.940]  納沙勒是耶穌在那個地方長大的地方
[00:01:41.940 --> 00:01:44.940]  第三個是加伯隆
[00:01:44.940 --> 00:01:47.940]  是耶穌在那邊服事
[00:01:47.940 --> 00:01:52.440]  那邊傳講神的話的地方
[00:01:52.440 --> 00:01:56.440]  第四個呢,我們看見波達尼
[00:01:56.440 --> 00:02:03.940]  波達尼是耶穌常常在那邊休息
[00:02:03.940 --> 00:02:08.940]  在那邊跟這個家的人在一起
[00:02:08.940 --> 00:02:13.440]  就是耶穌來到地上的話
[00:02:13.440 --> 00:02:18.440]  祂說過:湖裡有洞,空中的廢料有窩
[00:02:18.440 --> 00:02:22.440]  但是人質在地上沒有枕頭的地方
[00:02:22.440 --> 00:02:26.440]  那麼現在我們看到在波達尼這個地方
[00:02:26.440 --> 00:02:32.440]  耶穌能夠有個很好,能夠有個休息的地方
[00:02:32.440 --> 00:02:35.440]  瑪達、瑪利亞跟納沙勒
[00:02:35.440 --> 00:02:40.940]  他們三個姐妹兄弟住在一起的話
[00:02:40.940 --> 00:02:48.440]  耶穌就可以在需要的時候,在工作的時候有餘呢
[00:02:48.440 --> 00:02:53.440]  祂就可以在那邊休息個幾天的時間
[00:02:53.440 --> 00:02:56.440]  所以這個最後我們要看到呢
[00:02:56.440 --> 00:03:01.440]  今天要分享的是伊瑪烏斯
[00:03:01.440 --> 00:03:06.440]  伊瑪烏斯是在耶路撒冷附近的地方
[00:03:06.440 --> 00:03:10.940]  大概離開有十來公里這樣的
[00:03:10.940 --> 00:03:18.940]  伊瑪烏斯就是我們要分享的耶穌所做的事情
[00:03:18.940 --> 00:03:22.940]  在那個地方,祂跟門徒在一起
[00:03:22.940 --> 00:03:25.940]  祂復活以後跟門徒一起
[00:03:25.940 --> 00:03:29.940]  開啟他們,開啟他們的心竅
[00:03:29.940 --> 00:03:33.940]  我們先來讀一段聖經
[00:03:33.940 --> 00:03:39.940]  就在《路加福音》二十四章十三節到十六節
[00:03:39.940 --> 00:03:47.940]  《路加福音》二十三章十三節到十六節
[00:03:47.940 --> 00:03:51.940]  二十四章十三節就是這樣說的
[00:03:51.940 --> 00:03:57.940]  正當那日,那日就是在耶穌復活的那一天
[00:03:57.940 --> 00:04:02.440]  門徒中有兩個人往一個村子去
[00:04:02.440 --> 00:04:06.940]  這村子名叫伊瑪烏斯
[00:04:06.940 --> 00:04:10.440]  離開耶路撒冷有二十五里
[00:04:10.440 --> 00:04:13.940]  大概就是十來公里這樣的
[00:04:13.940 --> 00:04:18.940]  他們彼此談論所遇見的這些事
[00:04:18.940 --> 00:04:24.940]  正談論和相問的期間時候
[00:04:24.940 --> 00:04:29.940]  耶穌親自就近他們,和他們同行
[00:04:29.940 --> 00:04:34.940]  只是他們的眼睛迷糊了,不認識祂
[00:04:34.940 --> 00:04:38.940]  我們先讀這幾節聖經
[00:04:38.940 --> 00:04:46.940]  主耶穌復活以後,走在路上碰到有兩個門徒
[00:04:46.940 --> 00:04:50.940]  他們要往伊瑪烏斯去
[00:04:50.940 --> 00:04:54.940]  那麼耶穌就跟他們一起走
[00:04:54.940 --> 00:05:01.940]  我們看見這個是主耶穌復活的第一天
[00:05:01.940 --> 00:05:03.940]  就是聖經說的
[00:05:03.940 --> 00:05:09.940]  在七日的第一日清早,耶穌復活了
[00:05:09.940 --> 00:05:14.940]  就先向穆達拉的瑪利亞顯現
[00:05:14.940 --> 00:05:19.940]  耶穌從她身上曾趕出七個鬼
[00:05:19.940 --> 00:05:25.940]  這是在馬可福音十六章第九節所說的話
[00:05:25.940 --> 00:05:33.940]  後來呢,祂又向從墳墓這個地方回來的幾個婦女顯現
[00:05:33.940 --> 00:05:38.940]  然後呢,又單獨向彼得顯現
[00:05:38.940 --> 00:05:42.940]  這是在路加福音二十四章三的四節
[00:05:42.940 --> 00:05:50.940]  聖經中沒有記載這個悔改的門徒和復活所相遇的事情
[00:05:50.940 --> 00:05:57.940]  那麼這種相遇呢,是可以見到的
[00:05:57.940 --> 00:06:05.940]  可以在個人來到主面前悔改的時候發生的
[00:06:05.940 --> 00:06:14.940]  我們看到在主耶穌復活的那天的下午,祂就在路上
[00:06:14.940 --> 00:06:24.940]  有兩個要去伊瑪烏斯這個地方去的兩個門徒顯現
[00:06:24.940 --> 00:06:28.940]  當然祂沒有告訴這兩個門徒
[00:06:28.940 --> 00:06:31.940]  我就是復活的耶穌基督
[00:06:31.940 --> 00:06:35.940]  祂就跟他們在一起走
[00:06:35.940 --> 00:06:44.940]  聖經中間呢,沒有記載這個悔改的門徒跟復活相遇的事情
[00:06:44.940 --> 00:06:48.940]  但是這種相遇呢,還是可以見到的
[00:06:48.940 --> 00:06:57.940]  可以在個人來到主的面前,他要悔改的時候會發生的
[00:06:57.940 --> 00:07:04.940]  主耶穌祂願意在門徒一個人的時候可以向他們顯現
[00:07:04.940 --> 00:07:07.940]  或幾個人也可以向他們顯現
[00:07:07.940 --> 00:07:11.940]  他們人再多,耶穌也可以向他們顯現
[00:07:11.940 --> 00:07:17.940]  那這一次呢,就碰到有兩個離開耶路撒冷
[00:07:17.940 --> 00:07:21.940]  要到伊瑪烏斯去的這兩個門徒呢
[00:07:21.940 --> 00:07:24.940]  在路上呢,就遇見他們
[00:07:24.940 --> 00:07:28.940]  然後呢,就跟他們在一起走了
[00:07:28.940 --> 00:07:34.940]  主耶穌呢,跟他們一起走完
[00:07:34.940 --> 00:07:38.940]  到這個伊瑪烏斯這個地方
[00:07:38.940 --> 00:07:44.940]  他們才發現原來這個是主耶穌跟他們在一起
[00:07:44.940 --> 00:07:52.940]  所以個人呢,遇見耶穌的事情呢,是可以發生的
[00:07:52.940 --> 00:07:55.940]  他就向這兩個門徒顯現
[00:07:55.940 --> 00:07:57.940]  但是這兩個門徒呢
[00:07:57.940 --> 00:08:05.940]  他不會認識復活以後的主耶穌是什麼個情形
[00:08:05.940 --> 00:08:10.940]  他也不認識跟他一起走路的人
[00:08:10.940 --> 00:08:14.940]  就是復活的主耶穌
[00:08:14.940 --> 00:08:18.940]  那麼在那天下午呢
[00:08:18.940 --> 00:08:22.940]  那天的話,主耶穌復活的時候
[00:08:22.940 --> 00:08:25.940]  復活以後,他也跟這個使徒們
[00:08:25.940 --> 00:08:28.940]  跟有一些信徒們在一起
[00:08:28.940 --> 00:08:30.940]  他向他們顯現過
[00:08:30.940 --> 00:08:34.940]  說,願你們平安
[00:08:34.940 --> 00:08:38.940]  他就把這個,他的手和他的內旁
[00:08:38.940 --> 00:08:42.940]  他手上可以看到他的釘痕
[00:08:42.940 --> 00:08:45.940]  釘痕,他因為被釘死之下
[00:08:45.940 --> 00:08:49.940]  所以這個手掌上呢,可以看見這個釘痕
[00:08:49.940 --> 00:08:53.940]  那麼也被這個冰釘用槍呢
[00:08:53.940 --> 00:08:57.940]  用長槍呢,把他的內旁刺了一下
[00:08:57.940 --> 00:09:02.940]  所以也可以看見他受傷的肋旁
[00:09:02.940 --> 00:09:07.940]  所以門徒呢,看到耶穌呢
[00:09:07.940 --> 00:09:11.940]  在這個復活以後,看到復活的耶穌呢
[00:09:11.940 --> 00:09:14.940]  他們就很高興
[00:09:14.940 --> 00:09:16.940]  那麼又在這一次的話呢
[00:09:16.940 --> 00:09:19.940]  他又向著門徒顯現
[00:09:19.940 --> 00:09:23.940]  那麼在《約翰福音》二十一章呢
[00:09:23.940 --> 00:09:28.940]  描述耶穌向七個門徒顯現
[00:09:28.940 --> 00:09:31.940]  他們是跟西蒙彼得
[00:09:31.940 --> 00:09:36.940]  一起到這個提比利亞海
[00:09:36.940 --> 00:09:39.940]  就加利利海這個地方打魚
[00:09:39.940 --> 00:09:43.940]  他們整個晚上都打不到一條魚
[00:09:43.940 --> 00:09:47.940]  等到早晨天快亮的時候
[00:09:47.940 --> 00:09:51.940]  他們就看見岸上有一個人
[00:09:51.940 --> 00:09:54.940]  模模糊糊的影子
[00:09:54.940 --> 00:09:57.940]  有一個人站在這個岸邊
[00:09:57.940 --> 00:10:02.940]  就問他們,你們有沒有這個打到魚
[00:10:02.940 --> 00:10:04.940]  他們說沒有
[00:10:04.940 --> 00:10:08.940]  主耶穌跟他說,願你們平安
[00:10:08.940 --> 00:10:14.940]  他就把手跟肋旁指給他們看
[00:10:14.940 --> 00:10:19.940]  八天以後,又是這個星期天的地獄日的話
[00:10:19.940 --> 00:10:24.940]  主又向他的門徒顯現了
[00:10:24.940 --> 00:10:27.940]  這一次呢,多瑪也在
[00:10:27.940 --> 00:10:29.940]  所以在《約翰福音》呢
[00:10:29.940 --> 00:10:35.940]  二十一章呢,就描述主耶穌向他的七個門徒顯現
[00:10:35.940 --> 00:10:42.940]  他們就跟他們比著他們到提比利亞海打魚
[00:10:42.940 --> 00:10:46.940]  整個晚上都沒打到
[00:10:46.940 --> 00:10:48.940]  最後耶穌告訴他們
[00:10:48.940 --> 00:10:53.940]  你們把這個網撒在船的右邊
[00:10:53.940 --> 00:10:57.940]  他們就這一網砸起來就很多的魚
[00:10:57.940 --> 00:10:59.940]  這個時候他們才認識
[00:10:59.940 --> 00:11:06.940]  這位告訴他,跟他說話的人是耶穌,他就復活了
[00:11:06.940 --> 00:11:11.940]  所以這個看到站在岸上的這個人呢
[00:11:11.940 --> 00:11:16.940]  這個人認出,他們認出這是耶穌的話
[00:11:16.940 --> 00:11:19.940]  因為這個一個晚上打不到魚
[00:11:19.940 --> 00:11:23.940]  可是一網下去的話,都滿了魚了
[00:11:23.940 --> 00:11:28.940]  那麼耶穌就對彼得說
[00:11:28.940 --> 00:11:32.940]  這個門徒就對彼得說
[00:11:32.940 --> 00:11:34.940]  有個門徒對彼得說呢
[00:11:34.940 --> 00:11:37.940]  他說是主,他說是主耶穌
[00:11:37.940 --> 00:11:42.940]  所以彼得呢,來不及把衣服都穿好
[00:11:42.940 --> 00:11:45.940]  立刻就跳到海裡去
[00:11:45.940 --> 00:11:49.940]  游到這個主的身邊
[00:11:49.940 --> 00:11:54.940]  其他的門徒呢,就把這個船呢,划到岸邊
[00:11:54.940 --> 00:11:59.940]  那門徒呢,就在主的面前呢,一同的吃飯
[00:11:59.940 --> 00:12:05.940]  這是耶穌復活以後,第三次向他們顯現
