
[00:00:00.000 --> 00:00:04.820]  你讀了兩章聖經 你讀不明白?
[00:00:04.820 --> 00:00:07.520]  都不知道他搞什麼鬼
[00:00:07.520 --> 00:00:11.360]  那不要緊 你過多45分鐘你一定明白
[00:00:11.360 --> 00:00:14.400]  其中一個提示 你讀這段聖經
[00:00:14.400 --> 00:00:17.240]  如果我問你 我們在讀《史詩記》
[00:00:17.240 --> 00:00:19.880]  剛纔我們讀那兩章聖經裏面
[00:00:19.880 --> 00:00:26.260]  是講哪個時詩 你會怎樣答?
[00:00:26.260 --> 00:00:30.040]  你的答案應該是 沒有時詩
[00:00:30.040 --> 00:00:34.840]  所以我們在讀 有兩章故事
[00:00:34.840 --> 00:00:37.960]  講關於《史詩記》的 是沒有時詩的
[00:00:37.960 --> 00:00:41.420]  如果你下個星期 你回來讀完那三章
[00:00:41.420 --> 00:00:44.060]  你會發現都是沒有時詩的
[00:00:44.060 --> 00:00:44.940]  就是代表什麼呢?
[00:00:44.940 --> 00:00:51.460]  就是我們進入了《史詩記》的另外一個階段
[00:00:51.460 --> 00:00:55.340]  我的題目叫《偶像工廠盜賊之家》
[00:00:55.340 --> 00:00:58.700]  你一會兒到最後一定會知道
[00:00:58.700 --> 00:00:59.980]  好 我們怎麼開始呢?
[00:00:59.980 --> 00:01:01.660]  我們都是要從架構開始
[00:01:01.660 --> 00:01:03.940]  什麼都是由架構開始
[00:01:03.940 --> 00:01:07.780]  如果你記得我們之前兩三個星期之前
[00:01:07.780 --> 00:01:08.860]  我們一直在講
[00:01:08.860 --> 00:01:11.860]  我們由第一個星期開始重複講這個架構
[00:01:11.860 --> 00:01:16.540]  《史詩記》是一個很簡單又很不簡單的一本書
[00:01:16.540 --> 00:01:19.540]  它很簡單 因爲它的架構是三點
[00:01:19.540 --> 00:01:24.700]  但是它很不簡單 因爲它當中有很多細節
[00:01:24.700 --> 00:01:28.980]  它所有的點都是雙重的
[00:01:28.980 --> 00:01:35.060]  它的架構就是概論 主體 然後總結
[00:01:35.060 --> 00:01:38.540]  但是每一個概論 主體 總結都是兩部分的
[00:01:38.540 --> 00:01:41.300]  所以它的概論其實是有兩個的
[00:01:41.300 --> 00:01:44.300]  兩個不同層次的失敗
[00:01:44.300 --> 00:01:46.700]  如果你記得的話
[00:01:46.700 --> 00:01:47.740]  兩個不同的層次
[00:01:47.740 --> 00:01:49.820]  一個是軍事上的層次
[00:01:49.820 --> 00:01:52.980]  一開始說他們不斷打仗 打輸的
[00:01:52.980 --> 00:01:55.140]  接着就會告訴你
[00:01:55.140 --> 00:01:56.900]  他們爲什麼會打輸仗
[00:01:56.900 --> 00:02:00.860]  是因爲他們屬靈上有一個更深的失敗
[00:02:00.860 --> 00:02:02.660]  這個非常重要
[00:02:02.660 --> 00:02:04.740]  接着我們進入主體
[00:02:04.740 --> 00:02:06.700]  當你進入主體的時候
[00:02:06.700 --> 00:02:12.500]  你會發現有兩個持續下降的駝船
[00:02:12.500 --> 00:02:15.540]  而通過這兩個持續下降的駝船
[00:02:15.540 --> 00:02:20.300]  它介紹給我們聽六個大史詩和六個小史詩
[00:02:20.300 --> 00:02:25.420]  加起來就是十二個 差不多等於每一個支牌有一個
[00:02:25.420 --> 00:02:28.260]  如果你記得關於那個chart
[00:02:28.260 --> 00:02:33.140]  我看看你記不記得它怎麼介紹這六個大史詩
[00:02:33.140 --> 00:02:37.540]  它用兩個駝船的循環來介紹這六個大史詩
[00:02:37.540 --> 00:02:39.860]  我們知道 因爲它有一個formula
[00:02:39.860 --> 00:02:43.180]  它就是以色列人恨耶和華眼中害爲惡的事
[00:02:43.180 --> 00:02:45.300]  接着介紹一個大史詩
[00:02:45.300 --> 00:02:48.660]  以色列又恨耶和華眼中害爲惡的事
[00:02:48.660 --> 00:02:49.700]  第二個大史詩
[00:02:49.700 --> 00:02:53.700]  以色列又恨耶和華眼中害爲惡的事
[00:02:53.700 --> 00:02:56.300]  於是第三個大史詩
[00:02:56.300 --> 00:02:59.020]  但是我們知道它由第六章開始
[00:02:59.020 --> 00:03:01.340]  是開始另一個cycle
[00:03:01.340 --> 00:03:06.220]  是因爲它reset它不是以色列又恨而是以色列恨
[00:03:06.220 --> 00:03:09.860]  所以它是用恨又恨又恨恨又恨又恨
[00:03:09.860 --> 00:03:12.180]  來介紹這六個大史詩
[00:03:12.180 --> 00:03:14.220]  by now你現在看過
[00:03:14.220 --> 00:03:17.140]  你都知道這六個大史詩的名字了
[00:03:17.140 --> 00:03:22.060]  但是它有些印象我們讀了以弗的故事
[00:03:22.060 --> 00:03:23.700]  左手殺人
[00:03:23.700 --> 00:03:26.700]  巴拉的故事閃電俠
[00:03:26.700 --> 00:03:29.140]  機電 大家都很熟悉機電
[00:03:29.140 --> 00:03:32.460]  因爲大家喜歡像機電一樣試探神
[00:03:32.460 --> 00:03:35.180]  你死了你試探神 不行的
[00:03:35.180 --> 00:03:36.860]  好像耶佛他
[00:03:36.860 --> 00:03:40.420]  耶佛他就是奉獻了女兒
[00:03:40.420 --> 00:03:42.540]  打仗向上帝發誓
[00:03:42.540 --> 00:03:45.580]  接着參孫 大家都很熟悉
[00:03:45.580 --> 00:03:46.900]  這是六個大史詩
[00:03:46.900 --> 00:03:50.580]  在六個大史詩當中又夾雜了六個小史詩
[00:03:50.580 --> 00:03:54.460]  六個小史詩的introductory formula
[00:03:54.460 --> 00:03:56.100]  它有一個formula去介紹的
[00:03:56.100 --> 00:03:58.540]  就是XX之後XX之後
[00:03:58.540 --> 00:03:59.820]  接着就是XX
[00:03:59.820 --> 00:04:01.540]  XX之後就是XX
[00:04:01.540 --> 00:04:04.140]  上帝又興起另一個XX
[00:04:04.140 --> 00:04:11.020]  所以當你將大史詩和小史詩連在一起的時候
[00:04:11.020 --> 00:04:16.700]  你發現它是成爲一個很特別的structure
[00:04:16.700 --> 00:04:17.620]  有十個
[00:04:17.620 --> 00:04:20.980]  但是它將小史詩插入在大史詩當中
[00:04:20.980 --> 00:04:25.940]  大史詩是用行額來introduce
[00:04:25.940 --> 00:04:29.660]  小史詩是用XX之後來introduce
[00:04:29.660 --> 00:04:32.660]  這個structure的interesting的地方就是
[00:04:32.660 --> 00:04:36.540]  它用了一個0,1,2,3
[00:04:36.540 --> 00:04:42.020]  去將小史詩插入在大史詩當中
[00:04:42.020 --> 00:04:45.660]  在第一和第二個大史詩當中是有零個小史詩
[00:04:45.660 --> 00:04:49.580]  第二和第三個大史詩當中是插了一個
[00:04:49.580 --> 00:04:52.860]  接着你去到第二個XX的時候
[00:04:52.860 --> 00:04:56.140]  第四和第五個大史詩中間是插了兩個
[00:04:56.140 --> 00:04:59.220]  接着五和六插了三個
[00:04:59.220 --> 00:05:01.980]  我相信它爲什麼要這樣插
[00:05:01.980 --> 00:05:05.660]  是告訴你它們不單止是XX下降
[00:05:05.660 --> 00:05:09.540]  整個以色列人的屬靈狀況越來越糟
[00:05:09.540 --> 00:05:11.820]  而且糟的速率
[00:05:11.820 --> 00:05:13.340]  就是那個acceleration
[00:05:13.340 --> 00:05:16.780]  就是它在加速的下降
[00:05:16.780 --> 00:05:17.700]  OK
[00:05:17.700 --> 00:05:19.900]  記住這裏
[00:05:19.900 --> 00:05:22.180]  於是帶我們最後的總結
[00:05:22.180 --> 00:05:25.220]  最後的總結有兩個無王的呼喊
[00:05:25.220 --> 00:05:28.340]  其實《以色列人中沒有王》出現過四次
[00:05:28.340 --> 00:05:30.940]  但其中有兩次是
[00:05:30.940 --> 00:05:32.380]  《以色列人中沒有王》
[00:05:32.380 --> 00:05:35.620]  於是那個人做自己眼中看爲對的事情
[00:05:35.620 --> 00:05:37.260]  這兩個發生過兩次
[00:05:37.260 --> 00:05:41.820]  於是這個就是整個文學結構了
[00:05:41.820 --> 00:05:42.300]  OK
[00:05:42.300 --> 00:05:46.060]  如果你就這樣看完這裏的時候
[00:05:46.060 --> 00:05:47.700]  你的感覺就是說
[00:05:47.700 --> 00:05:51.260]  當剛開始史詩紀開始的時候
[00:05:51.260 --> 00:05:52.780]  就是約書亞死後
[00:05:52.780 --> 00:05:54.780]  出現過兩次約書亞死後
[00:05:54.780 --> 00:05:56.980]  或者約書亞做了什麼之後
[00:05:56.980 --> 00:06:00.740]  你覺得當時應該還不是那麼差的
[00:06:00.740 --> 00:06:02.100]  如果你在香港你就知道
[00:06:02.100 --> 00:06:04.780]  我們叫做黃雨
[00:06:04.780 --> 00:06:07.740]  就是約書亞死之後就開始下雨了
[00:06:07.740 --> 00:06:09.380]  下什麼雨呢
[00:06:09.380 --> 00:06:10.180]  下黃雨
[00:06:10.180 --> 00:06:10.700]  OK
[00:06:10.700 --> 00:06:14.980]  接着你去到主體這個陀船下降的時候
[00:06:14.980 --> 00:06:18.100]  它就變成了紅雨
[00:06:18.100 --> 00:06:20.220]  最後變成了什麼雨
[00:06:20.220 --> 00:06:20.740]  黑雨
[00:06:20.740 --> 00:06:21.140]  沒錯
[00:06:21.140 --> 00:06:25.100]  我們現在正在進入黑雨的狀態
[00:06:25.100 --> 00:06:26.980]  剛纔我們讀的故事
[00:06:26.980 --> 00:06:30.900]  是兩個黑雨故事中的其中一個狀態
[00:06:30.900 --> 00:06:31.740]  OK
[00:06:31.740 --> 00:06:33.580]  另外一件事我不知道你有沒有留意
[00:06:33.580 --> 00:06:40.260]  就是前面一二都是在講外患的
[00:06:40.260 --> 00:06:43.300]  就是說他們干犯了上帝
[00:06:43.300 --> 00:06:46.820]  於是上帝就興起他們的敵人去攻擊他們
[00:06:46.820 --> 00:06:47.580]  是嗎
[00:06:47.580 --> 00:06:49.420]  這些是在講外患
[00:06:49.420 --> 00:06:53.900]  有沒有留意剛纔我們讀的故事是沒有外患的
[00:06:53.900 --> 00:06:56.580]  上帝這些外患在攻擊他們
[00:06:56.580 --> 00:06:58.620]  他們在試驗以色人的心
[00:06:58.620 --> 00:07:01.940]  看看以色人還有沒有希望迴轉等等
[00:07:01.940 --> 00:07:02.540]  OK
[00:07:02.540 --> 00:07:04.100]  他們是越來越差
[00:07:04.100 --> 00:07:06.140]  但是好像仍然有一點點忙
[00:07:06.140 --> 00:07:12.020]  但是如果你再讀到我們今天第三個黑雨的狀態就可怕了
[00:07:12.020 --> 00:07:15.420]  因爲今天和明天下個禮拜讀的書
[00:07:15.420 --> 00:07:17.060]  其實是沒有外患的
[00:07:17.060 --> 00:07:19.180]  再沒有敵人去攻打他們
[00:07:19.180 --> 00:07:20.740]  有的是什麼呢
[00:07:20.740 --> 00:07:23.340]  內憂
[00:07:23.340 --> 00:07:27.940]  而這個內憂是弄死了他們的心
[00:07:27.940 --> 00:07:30.300]  其實外患就不太可怕
[00:07:30.300 --> 00:07:34.180]  不需要那麼害怕這個社會發生什麼事
[00:07:34.180 --> 00:07:38.020]  擔心我們教會里面發生什麼事更重要
[00:07:38.020 --> 00:07:41.340]  這個是史詩記給我們的信息
[00:07:41.340 --> 00:07:46.380]  我們用這個文學的結構是用1,2,3的
[00:07:46.380 --> 00:07:48.780]  我現在將它變形
[00:07:48.780 --> 00:07:49.900]  再不是1,2,3
[00:07:49.900 --> 00:07:54.060]  其實原來史詩記可以用另一個角度去看
[00:07:54.060 --> 00:07:57.580]  這個架構變成ABA
[00:07:57.580 --> 00:07:59.180]  爲什麼這樣有趣呢
[00:07:59.180 --> 00:08:03.420]  因爲如果你記得一開始的時候一個軍事上的失敗
[00:08:03.420 --> 00:08:05.260]  死因學者告訴我們
[00:08:05.260 --> 00:08:06.940]  你看下個禮拜的故事
[00:08:06.940 --> 00:08:08.820]  就是在講他們內戰的爆發
[00:08:08.820 --> 00:08:11.260]  我再講一次是沒有外憂的
[00:08:11.260 --> 00:08:12.460]  不是在講外憂
[00:08:12.460 --> 00:08:15.100]  整個故事裏面是沒有外面的敵人
[00:08:15.100 --> 00:08:18.140]  是完全是以色列人自己在打內戰
[00:08:18.140 --> 00:08:21.460]  你看到兩個都是和戰事有關係的
[00:08:21.460 --> 00:08:22.780]  一個是軍事上的失敗
[00:08:22.780 --> 00:08:25.020]  一個是內戰引發悲哀
[00:08:25.020 --> 00:08:26.460]  你看看中間的
[00:08:26.460 --> 00:08:29.780]  你記得每個section都是double up的
[00:08:29.780 --> 00:08:32.100]  屬令上的失敗
[00:08:32.100 --> 00:08:33.660]  今天我們看的是什麼
[00:08:33.660 --> 00:08:35.180]  今天看的故事
[00:08:35.180 --> 00:08:37.940]  敬拜上完全的腐敗
[00:08:37.940 --> 00:08:39.500]  這個不關別人的事
[00:08:39.500 --> 00:08:42.220]  不要說人家很厲害
[00:08:42.220 --> 00:08:43.540]  沒有關係
[00:08:43.540 --> 00:08:45.460]  完全是他們自己不好
[00:08:45.460 --> 00:08:48.580]  你看不看到這個前後呼應
[00:08:48.580 --> 00:08:51.460]  然後夾在中間
[00:08:51.460 --> 00:08:54.700]  他就介紹這12個史詩
[00:08:54.700 --> 00:09:01.820]  我一會再回來跟你講中間和周圍這兩個東西的關係
[00:09:02.660 --> 00:09:04.500]  但是在這個時候
[00:09:04.500 --> 00:09:06.540]  我不知道你剛纔有沒有留意
[00:09:06.540 --> 00:09:08.740]  都是挺困難的一件事
[00:09:08.740 --> 00:09:11.060]  就是剛纔我們讀的故事裏面
[00:09:11.060 --> 00:09:14.140]  給了我們一個叫做temporal marker
