
[00:00:00.000 --> 00:00:05.480]  今天我們的題目是惡人谷 愛人谷的2
[00:00:05.480 --> 00:00:10.960]  其實因為上個禮拜都和大家看了前面的部分
[00:00:10.960 --> 00:00:15.280]  因為我們剛才讀的經文就是在38到48節
[00:00:15.280 --> 00:00:20.400]  其中38到42節我們上個禮拜就思考了
[00:00:20.400 --> 00:00:24.520]  講到真的有很多惡人在我們身邊出現
[00:00:24.520 --> 00:00:26.600]  但是我們怎樣去對待惡人
[00:00:26.600 --> 00:00:30.400]  怎樣去面對這些對我們不好的人呢?
[00:00:30.400 --> 00:00:34.520]  古人就說「以眼還眼,以牙還牙」
[00:00:34.520 --> 00:00:36.600]  但我們上次都思考到
[00:00:36.600 --> 00:00:41.280]  耶穌給我們的吩咐並不是以眼還眼,以牙還牙
[00:00:41.280 --> 00:00:44.080]  在神給我們的權利裏面
[00:00:44.080 --> 00:00:46.480]  我們卻可以有另一種選擇
[00:00:46.480 --> 00:00:48.320]  我們可以選擇棄權
[00:00:48.320 --> 00:00:52.000]  棄權代表我們並不以惡報惡
[00:00:52.000 --> 00:00:55.760]  我們可以以善對惡
[00:00:55.760 --> 00:00:58.600]  所以這就是我上次看到的經文
[00:00:58.600 --> 00:01:02.560]  今天我們會承接著再看第43節
[00:01:02.560 --> 00:01:08.040]  因為剛才我們說到如果38到42節是教我們棄權的話
[00:01:08.040 --> 00:01:10.880]  棄權就是將你放下你的權利
[00:01:10.880 --> 00:01:11.920]  不爭取你的權利
[00:01:11.920 --> 00:01:16.880]  放下的時候,你雙手還有什麼在手呢?
[00:01:16.880 --> 00:01:18.160]  今天這段經文正是告訴你
[00:01:18.160 --> 00:01:21.440]  我們的手裏面還有一份的愛
[00:01:21.440 --> 00:01:22.720]  當我們有愛
[00:01:22.720 --> 00:01:26.400]  我們可以面對這個世界有另一種方向
[00:01:26.400 --> 00:01:28.880]  有另一種選擇
[00:01:28.880 --> 00:01:33.400]  所以今天我們一起思考一下這個題目
[00:01:33.400 --> 00:01:38.680]  事實上,後半部就說到外形群組
[00:01:38.680 --> 00:01:45.240]  不知道你有沒有一些群組是你們熟悉的
[00:01:45.240 --> 00:01:47.480]  特別現在很流行手機
[00:01:47.480 --> 00:01:52.600]  手機裏面很多時候加了很多不同的WhatsApp群組
[00:01:52.600 --> 00:01:56.480]  不知道你被人加了什麼群組
[00:01:56.480 --> 00:01:59.480]  會不會有些群組是你很興奮的
[00:01:59.480 --> 00:02:02.280]  每次在群組裏面暢所欲言的
[00:02:02.280 --> 00:02:06.280]  會不會有些群組是你想退群很久了
[00:02:06.280 --> 00:02:08.880]  不過又不好意思又尷尬
[00:02:08.880 --> 00:02:11.760]  一直在群組裏面不走
[00:02:11.760 --> 00:02:14.200]  所以有時會有這樣的情況
[00:02:14.200 --> 00:02:17.280]  而其中我們教會裏面有兩個群組
[00:02:17.280 --> 00:02:19.400]  一個是恩福家的群組
[00:02:19.400 --> 00:02:20.880]  另一個是飯團
[00:02:20.880 --> 00:02:25.000]  不知道大家平時有沒有留意我們的群組是做些什麼的
[00:02:25.000 --> 00:02:27.840]  其中我們恩福家的群組
[00:02:27.840 --> 00:02:32.640]  其實你見到我們都會加了我們的重點
[00:02:32.640 --> 00:02:37.480]  恩福家這個群組希望願神使用恩福家成為主耶穌的燈台
[00:02:37.480 --> 00:02:42.640]  求神讓恩福家每一個人都不忘昔日教會成立的意象
[00:02:42.640 --> 00:02:44.840]  並馴服聖靈的引導
[00:02:44.840 --> 00:02:46.720]  走出安殊區
[00:02:46.720 --> 00:02:51.920]  並為神火熱開芳吃苦祝福更加多的人
[00:02:51.920 --> 00:02:54.880]  所以這個群組如果你加入了
[00:02:54.880 --> 00:02:56.040]  都是有期望的
[00:02:56.040 --> 00:02:59.680]  期望你一起去學習主耶穌的樣式、榜樣
[00:02:59.680 --> 00:03:04.440]  我們讓這間教會裏面成為一間去榮耀神的教會
[00:03:04.440 --> 00:03:07.640]  所以不同的群組有不同的特色
[00:03:07.640 --> 00:03:09.960]  我網上都看到有一個群組
[00:03:09.960 --> 00:03:12.360]  有一個WhatsApp的chat群組
[00:03:12.360 --> 00:03:14.000]  不知道你有沒有見過
[00:03:14.000 --> 00:03:17.040]  這個群組裏面有十三個人
[00:03:17.040 --> 00:03:19.560]  十三個人就是這樣的
[00:03:19.560 --> 00:03:24.360]  就是耶穌的十二門徒加上耶穌
[00:03:24.360 --> 00:03:25.320]  他們有個WhatsApp群組
[00:03:25.320 --> 00:03:28.800]  有一次耶穌在群組裏面問
[00:03:28.800 --> 00:03:34.640]  你們之間有一個人將要出賣我
[00:03:34.640 --> 00:03:39.280]  於是彼得說不是我 不是我 誰呀
[00:03:39.280 --> 00:03:45.120]  然後猶太就退群 退了群組
[00:03:45.120 --> 00:03:48.400]  當猶太退了群組的時候你會怎樣想呢
[00:03:48.400 --> 00:03:50.680]  如果你是其他十一個門徒
[00:03:50.680 --> 00:03:52.280]  當時有些門徒就說
[00:03:52.280 --> 00:03:56.200]  好啦 這個人很煩的 整天掛著錢
[00:03:56.200 --> 00:03:57.720]  退了他
[00:03:57.720 --> 00:04:01.400]  有個人就說這個人都不合口味的
[00:04:01.400 --> 00:04:04.320]  和我們不同style的
[00:04:04.320 --> 00:04:07.160]  我們的想法和我們不一樣的
[00:04:07.160 --> 00:04:09.800]  就對了 退了就不用回來了
[00:04:09.800 --> 00:04:13.480]  當他們在群組裏面繼續回應的時候
[00:04:13.480 --> 00:04:16.480]  耶穌就說 不是的
[00:04:16.480 --> 00:04:24.240]  彼得你幫我加回群組裏面
[00:04:24.240 --> 00:04:27.640]  而且幫我將他置頂
[00:04:27.640 --> 00:04:29.600]  置頂就是擺到最高
[00:04:29.600 --> 00:04:34.080]  他講的東西第一時間要讓全世界知道
[00:04:34.080 --> 00:04:38.120]  而且還要給多點like 給多點心
[00:04:38.120 --> 00:04:41.800]  鼓勵他不要走啦
[00:04:41.800 --> 00:04:45.800]  不開心就在那裏分享
[00:04:45.800 --> 00:04:47.720]  不知道你會不會這樣做
[00:04:47.720 --> 00:04:49.080]  耶穌就叫他們這樣做
[00:04:49.080 --> 00:04:54.720]  結果多瑪就在whatsapp裏面說
[00:04:54.720 --> 00:05:00.680]  耶穌 你是不是被人盜用了帳號
[00:05:00.680 --> 00:05:04.880]  這些說話你們都講得出來的
[00:05:04.880 --> 00:05:06.320]  雖然這個好像在開玩笑
[00:05:06.320 --> 00:05:11.440]  但你想想 耶穌 你是不是被人盜用了帳號
[00:05:11.440 --> 00:05:12.880]  他出去了就好了
[00:05:12.880 --> 00:05:14.760]  不要進這個群組
[00:05:14.760 --> 00:05:17.560]  為什麼還要對他這麼好呢
[00:05:17.560 --> 00:05:20.120]  有時候群組裏面有些人
[00:05:20.120 --> 00:05:21.480]  真的好像離開了群組
[00:05:21.480 --> 00:05:23.920]  你會覺得開心點 你會覺得舒服點
[00:05:23.920 --> 00:05:28.800]  不過耶穌給我們的教導似乎又不是這樣
[00:05:28.800 --> 00:05:34.080]  耶穌給我們的教導似乎要讓我們成為一個分享愛的群組
[00:05:34.080 --> 00:05:37.040]  所以今天我們就思考著這個愛人群組
[00:05:37.040 --> 00:05:39.960]  如何建立一個愛人的群組
[00:05:39.960 --> 00:05:41.120]  我們讀經文的
[00:05:41.120 --> 00:05:46.320]  我今天和大家看的重點是43至48節
[00:05:46.320 --> 00:05:47.640]  讓我再讀多一次
[00:05:47.640 --> 00:05:51.120]  讓大家有更深的印象這段聖經說什麼
[00:05:51.120 --> 00:05:53.200]  43節說 你們聽過有話說
[00:05:53.200 --> 00:05:57.280]  要愛你的鄰舍 恨你的仇敵
[00:05:57.280 --> 00:06:01.240]  44節耶穌說另一個看法
[00:06:01.240 --> 00:06:04.600]  但是我告訴你們 要愛你們的仇敵
[00:06:04.600 --> 00:06:07.760]  為那迫害你們的禱告
[00:06:07.760 --> 00:06:11.760]  這樣你們就可以作天父的兒女了
[00:06:11.760 --> 00:06:15.720]  因為他叫太陽照好人 也照壞人
[00:06:15.720 --> 00:06:19.040]  降雨給異人 也給不義的人
[00:06:19.040 --> 00:06:23.120]  你們若只愛那愛你們的人 有什麼賞賜呢
[00:06:23.120 --> 00:06:26.320]  就是需你不也是這樣做嗎
[00:06:26.320 --> 00:06:31.160]  你們若只請你們弟兄的安 有什麼比別人強呢
[00:06:31.160 --> 00:06:34.720]  就是愛邦人不也是這樣做嗎
[00:06:34.720 --> 00:06:41.240]  所以你們要如同你們的天父是完全的
[00:06:41.240 --> 00:06:45.840]  這裡一開始 經文就說到
[00:06:45.840 --> 00:06:49.800]  在山上的那群門徒 特別是說一件事情
[00:06:49.800 --> 00:06:53.000]  你們有沒有聽過有這樣的說法
[00:06:53.000 --> 00:06:56.880]  這些說法就是要愛你的鄰舍 恨你的仇敵
[00:06:56.880 --> 00:07:01.360]  而我們一直說登山補糞 在山上補糞
[00:07:01.360 --> 00:07:05.280]  其實我們一直看下去 從21節開始
[00:07:05.280 --> 00:07:07.960]  耶穌說了很多古人的說法
[00:07:07.960 --> 00:07:13.680]  或者在當時耶穌年代的民事法理作人的說法
[00:07:13.680 --> 00:07:18.080]  似乎有一些看法 耶穌提出了一些反駁
[00:07:18.080 --> 00:07:22.480]  事實上這裡這句說話 同時是當時耶穌年代
[00:07:22.480 --> 00:07:25.080]  那些人現在流行說這句說話
[00:07:25.080 --> 00:07:28.360]  就是要愛你的鄰舍 恨你的仇敵
[00:07:28.360 --> 00:07:30.680]  但我們仍然要問一個問題
[00:07:30.680 --> 00:07:32.440]  究竟古人怎麼說呢
[00:07:32.440 --> 00:07:35.920]  或者這麼說 在耶穌之前
[00:07:35.920 --> 00:07:40.960]  古人是說在摩西律法時代 究竟怎麼說呢
[00:07:40.960 --> 00:07:46.280]  摩西律法是否教我們要愛你的鄰舍 恨你的仇敵呢
[00:07:46.280 --> 00:07:47.800]  我們試試看
[00:07:47.800 --> 00:07:52.320]  在摩西時代 根據律法書 在利美記裡面是這樣說的
[00:07:52.320 --> 00:07:56.080]  他說 不可心裡恨你的弟兄
[00:07:56.080 --> 00:08:00.200]  要指責你的鄰舍免得因他承擔罪過
[00:08:00.200 --> 00:08:04.200]  不可報仇 也不可埋怨你本國的子民
[00:08:04.200 --> 00:08:08.720]  你要愛鄰如己 我是耶和華
[00:08:08.720 --> 00:08:12.440]  你會看到這裡是回應要愛鄰如己
[00:08:12.440 --> 00:08:15.320]  就是要愛你的鄰舍
[00:08:15.320 --> 00:08:17.720]  所以你會看到在摩西的律法裡面
[00:08:17.720 --> 00:08:23.280]  確實是在說愛的道理 就是要愛你的鄰舍
[00:08:23.280 --> 00:08:25.080]  這就是17、18節
[00:08:25.080 --> 00:08:28.600]  接著33、34節這樣說
[00:08:28.600 --> 00:08:34.680]  若有愛人寄居在你們的地上和你們同住
[00:08:34.680 --> 00:08:36.200]  不可欺負他
[00:08:36.200 --> 00:08:38.680]  寄居在你們那裡的愛人
[00:08:38.680 --> 00:08:43.400]  你們要看他如本地人 並要愛他如己
[00:08:43.400 --> 00:08:47.960]  因為你們在埃及地也作過寄居的
[00:08:47.960 --> 00:08:51.400]  我是耶和華 你們的上帝
[00:08:51.400 --> 00:08:54.120]  你留意這兩段說話來自利美記
[00:08:54.120 --> 00:08:56.360]  都是說要愛人如己
[00:08:56.360 --> 00:08:57.720]  愛什麼人呢?
[00:08:57.720 --> 00:09:03.360]  愛鄰舍如己 愛他如己
[00:09:03.360 --> 00:09:04.920]  究竟是指什麼人呢?
[00:09:04.920 --> 00:09:07.880]  或者我們說這段聖經裡面有沒有說到
[00:09:07.880 --> 00:09:10.800]  恨你的仇敵呢?你就留意一下
[00:09:10.800 --> 00:09:14.320]  其實這裡沒有說不可恨你的弟兄
[00:09:14.320 --> 00:09:16.680]  但是沒有說要恨你的仇敵
[00:09:16.680 --> 00:09:19.000]  反而這段聖經裡面其實是在強調什麼呢?
[00:09:19.000 --> 00:09:23.400]  愛鄰如己和愛他們如己
[00:09:23.400 --> 00:09:25.760]  他們是什麼人呢?
[00:09:25.760 --> 00:09:30.920]  你看看這段聖經 包括了你的弟兄
[00:09:30.920 --> 00:09:33.960]  愛你的弟兄好像自己一樣 很合理
[00:09:33.960 --> 00:09:35.520]  是你很親的人
[00:09:35.520 --> 00:09:37.840]  另外就是本國的子民
[00:09:37.840 --> 00:09:42.760]  同樣是屬於你們出埃及的一群以色列的民
[00:09:42.760 --> 00:09:44.800]  這些都是屬於我們的同胞
[00:09:44.800 --> 00:09:47.800]  有我們的血緣關係的一群同胞
[00:09:47.800 --> 00:09:49.880]  這也是在說所愛的
[00:09:49.880 --> 00:09:53.600]  但是你剛才看到在第33、34節裡面
[00:09:53.600 --> 00:09:54.880]  更加提到什麼呢?
[00:09:54.880 --> 00:09:57.800]  原來寄居的愛人都要愛
[00:09:57.800 --> 00:10:01.320]  為什麼呢?因為原來以色列人在埃及的時候
[00:10:01.320 --> 00:10:04.240]  都同樣做過寄居的 捱過苦
[00:10:04.240 --> 00:10:07.040]  在別人的地方生活生存的時候
[00:10:07.040 --> 00:10:08.680]  都捱過很多苦頭
[00:10:08.680 --> 00:10:11.040]  這些人其實能夠在這個地方生活
[00:10:11.040 --> 00:10:16.240]  我們應該好好去愛惜他們 照顧他們
[00:10:16.240 --> 00:10:18.720]  所以摩西裡面的吩咐就是說
[00:10:18.720 --> 00:10:21.240]  即使如果有些外地來的人
[00:10:21.240 --> 00:10:23.760]  這些屬於你眼裡的愛人
[00:10:23.760 --> 00:10:26.400]  但是他甘願選擇了你這個地方
[00:10:26.400 --> 00:10:29.280]  去寄居 願意進入你的民族裡面
[00:10:29.280 --> 00:10:31.920]  跟你一起生活 跟你的文化
[00:10:31.920 --> 00:10:34.000]  跟你以色列人的生活習慣
[00:10:34.000 --> 00:10:35.640]  一起去生活的話
[00:10:35.640 --> 00:10:41.720]  這些人你應該都要愛他們
[00:10:41.720 --> 00:10:43.200]  其實在說什麼呢?
[00:10:43.200 --> 00:10:45.120]  我們一直都在說一個原則
[00:10:45.120 --> 00:10:48.400]  摩西要建立那個律法的規條是什麼呢?
[00:10:48.400 --> 00:10:52.120]  要建立一個屬於上帝的社群
[00:10:52.120 --> 00:10:55.680]  而這個社群裡面是有上帝的愛在當中
[00:10:55.680 --> 00:10:57.000]  所以我們上次在說
[00:10:57.000 --> 00:11:00.360]  為什麼不可以以眼還眼呢?
[00:11:00.360 --> 00:11:04.960]  因為這個規條是希望減少復仇的概念
[00:11:04.960 --> 00:11:08.080]  而不是增加復仇的概念
[00:11:08.080 --> 00:11:10.560]  就是限制著如果有人弄傷了你
[00:11:10.560 --> 00:11:12.080]  只是賠償那個傷
[00:11:12.080 --> 00:11:14.880]  或者甚至乎你不要那麼多
[00:11:14.880 --> 00:11:16.840]  希望減少人與人的衝突
[00:11:16.840 --> 00:11:19.160]  是建立一個社群的
[00:11:19.160 --> 00:11:22.480]  同樣原來現在摩西裡面也在說這個律法
[00:11:22.480 --> 00:11:25.120]  都是希望建立好一個這樣的社群的時候
[00:11:25.120 --> 00:11:26.760]  我們要愛我們自己人
[00:11:26.760 --> 00:11:28.000]  愛我們本國的人
[00:11:28.000 --> 00:11:29.720]  也愛在這裡住的人
[00:11:29.720 --> 00:11:38.040]  而整個以色列所管理的環境是一個充滿愛的環境
[00:11:38.040 --> 00:11:41.080]  摩西的本意就是這樣
[00:11:41.080 --> 00:11:42.080]  那你明白了吧
[00:11:42.080 --> 00:11:44.160]  摩西的心意就是希望
[00:11:44.160 --> 00:11:48.600]  這裡建立一個像神吩咐的國度
[00:11:48.600 --> 00:11:51.360]  能夠在地上彰顯
[00:11:51.360 --> 00:11:54.560]  但我們看到剛才的經文說什麼呢?
[00:11:54.560 --> 00:11:56.440]  原來到了耶穌的年代
[00:11:56.440 --> 00:11:59.240]  到了文士和法利賽人的口中的時候
[00:11:59.240 --> 00:12:00.600]  原來還加上了什麼呢?
[00:12:00.600 --> 00:12:03.560]  恨你的仇敵
[00:12:03.560 --> 00:12:07.080]  恨你的仇敵
[00:12:07.080 --> 00:12:10.200]  既然說明愛這些 愛這些 愛這些
[00:12:10.200 --> 00:12:13.920]  那不在這些範圍的人又怎樣呢?
[00:12:13.920 --> 00:12:18.160]  你不愛一個人又怎樣呢?
[00:12:18.160 --> 00:12:20.520]  是不是就恨他呢?
[00:12:20.520 --> 00:12:21.880]  我們有時候也這麼想
[00:12:21.880 --> 00:12:23.720]  不愛一個人就恨他
[00:12:23.720 --> 00:12:25.520]  所以當你說
[00:12:25.520 --> 00:12:30.280]  這些人是本地的百姓 寄居之類的
[00:12:30.280 --> 00:12:33.040]  所以不是那些就是你的仇敵
[00:12:33.040 --> 00:12:35.560]  仇敵就是恨他
[00:12:35.560 --> 00:12:39.480]  但如果按摩西律法的理解
[00:12:39.480 --> 00:12:42.640]  那個仇敵就是一些侵襲
[00:12:42.640 --> 00:12:46.960]  攻擊以色列的人才是他們的仇敵
[00:12:46.960 --> 00:12:48.680]  但我想說的是
[00:12:48.680 --> 00:12:53.240]  他們的理解就是當你不需要愛那些人
[00:12:53.240 --> 00:12:57.000]  的反面就是恨
[00:12:57.000 --> 00:13:02.000]  請問你看到這是什麼英文字嗎?
[00:13:02.000 --> 00:13:05.320]  你看到什麼英文字嗎?
[00:13:05.320 --> 00:13:06.840]  Hate 是吧?
[00:13:06.840 --> 00:13:09.480]  Hate 還有呢?
[00:13:09.480 --> 00:13:10.640]  Love
[00:13:10.640 --> 00:13:15.040]  這兩個人穿的衣服呢?
[00:13:15.040 --> 00:13:17.400]  Love 還是 Hate 呢?
[00:13:17.400 --> 00:13:19.080]  有時候就是這樣
[00:13:19.080 --> 00:13:22.000]  愛的反面就是恨
[00:13:22.000 --> 00:13:24.000]  或者說當你不去愛的時候
[00:13:24.000 --> 00:13:26.600]  有時候我們也會選擇恨
[00:13:26.600 --> 00:13:29.280]  那你選擇恨的時候最簡單就是想
[00:13:29.280 --> 00:13:32.840]  恨什麼人呢?憎什麼人呢?
[00:13:32.840 --> 00:13:35.040]  那你就希望能夠
[00:13:35.040 --> 00:13:36.640]  又不犯法
[00:13:36.640 --> 00:13:38.200]  就是不犯摩西律法
[00:13:38.200 --> 00:13:41.400]  但同時又可以憎恨別人
[00:13:41.400 --> 00:13:43.680]  你聽得明白我的意思嗎?
[00:13:43.680 --> 00:13:46.040]  摩西律法說的那些人你一定要愛
[00:13:46.040 --> 00:13:48.520]  那你又要說自己很愛神
[00:13:48.520 --> 00:13:49.800]  那你就要跟著做
[00:13:49.800 --> 00:13:51.320]  但同時又要什麼呢?
[00:13:51.320 --> 00:13:54.320]  其實有很多人你都不想愛的
[00:13:54.320 --> 00:13:56.040]  很多人都不想愛的時候怎樣呢?
[00:13:56.040 --> 00:13:58.240]  除非他是你的敵人
[00:13:58.240 --> 00:13:59.920]  那你就可以不愛
[00:13:59.920 --> 00:14:02.400]  那怎麼能夠將這些應該愛的人
[00:14:02.400 --> 00:14:03.200]  成為你的敵人
[00:14:03.200 --> 00:14:05.240]  以致你不需要去愛他呢?
[00:14:05.240 --> 00:14:07.440]  那最簡單的方法是什麼呢?
[00:14:07.440 --> 00:14:09.640]  就是因為剛才說什麼
[00:14:09.640 --> 00:14:12.920]  你要愛你的鄰舍
[00:14:12.920 --> 00:14:16.920]  那只要他不是你的鄰舍就可以了
[00:14:16.920 --> 00:14:18.080]  你聽得明白我的意思嗎?
[00:14:18.080 --> 00:14:19.320]  只要他不是你的鄰舍
