
[00:00:00.000 --> 00:00:06.000]  大家好,今次又一齊讀聖經,看看聖經人和聖經事
[00:00:06.000 --> 00:00:14.000]  今次應該是約瑟故事裏面的那一段
[00:00:14.000 --> 00:00:18.000]  不過今次約瑟已經接了爸爸去埃及
[00:00:18.000 --> 00:00:21.000]  而爸爸已經老了,即是啞國
[00:00:21.000 --> 00:00:26.000]  已經差不多離開世界,壽終正寢,要歸回列祖那裏
[00:00:26.000 --> 00:00:35.000]  做了一個遺言或是遺囑或是祝福,臨終之前
[00:00:35.000 --> 00:00:39.000]  我們一齊去看看,看看神會怎樣做事
[00:00:39.000 --> 00:00:46.000]  生命樹宣教網絡,鼓勵大家多讀聖經,一齊參與五元宣教
[00:00:46.000 --> 00:00:51.000]  聖經人聖經時,猶大試過小獅子,讓我們一齊看看聖經
[00:00:51.000 --> 00:00:59.000]  49章創世紀第一節,啞國叫了他的兒子們來
[00:00:59.000 --> 00:01:09.000]  說:你們都來聚集,我好把你們日後必遇的事告訴你們
[00:01:09.000 --> 00:01:23.000]  啞國臨死時,叫了他的兒子們,你們都來聚集,我好把你們日後必遇的事告訴你們
[00:01:23.000 --> 00:01:31.000]  啞國的兒子們,你們要聚集而聽,要聽你父親以色列的話
[00:01:31.000 --> 00:01:41.000]  你見到啞國叫自己做以色列,亦表示我們以後都叫做以色列人
[00:01:41.000 --> 00:01:46.000]  無論你是我的兒子,將來發展成怎樣的支派
[00:01:46.000 --> 00:01:49.000]  叫我們做以色列
[00:01:49.000 --> 00:01:53.000]  啞國的兒子們,你再讀一次,看這個稱呼
[00:01:53.000 --> 00:01:58.000]  啞國的兒子們,啞國叫兒子們,做啞國的兒子們
[00:01:58.000 --> 00:02:04.000]  你們要聚集而聽,聽你父親以色列的話
[00:02:04.000 --> 00:02:08.000]  開始將自己改名以色列
[00:02:08.000 --> 00:02:13.000]  第八節,猶大呢?
[00:02:13.000 --> 00:02:17.000]  原因就是我今次只講猶大
[00:02:17.000 --> 00:02:22.000]  最重要的十二個支派中,猶大支派最為重要
[00:02:22.000 --> 00:02:36.000]  在救贖的線上,由阿巴喊,以撒,啞國,即是以色列,到猶大
[00:02:36.000 --> 00:02:41.000]  由猶大到一個人叫耶西,耶西生大衛
[00:02:41.000 --> 00:02:48.000]  大衛的苗裔一直到主耶穌和他的母親瑪利亞
[00:02:48.000 --> 00:02:54.000]  和他肉身養大他的養父約瑟
[00:02:54.000 --> 00:02:58.000]  約瑟和瑪利亞兩個都是大衛家的人
[00:02:58.000 --> 00:03:01.000]  是一脈下來的
[00:03:01.000 --> 00:03:07.000]  不過主耶穌是由瑪利亞同女所生
[00:03:07.000 --> 00:03:09.000]  救贖工作出來
[00:03:09.000 --> 00:03:12.000]  先看猶大,主要看猶大
[00:03:12.000 --> 00:03:23.000]  猶大這個字是Yi Hu Da
[00:03:23.000 --> 00:03:31.000]  Yi Hu,讀快了就變成Yu
[00:03:31.000 --> 00:03:35.000]  中文就變成猶大
[00:03:35.000 --> 00:03:39.000]  猶大的名字是讚美的
[00:03:39.000 --> 00:03:42.000]  其實是好名
[00:03:42.000 --> 00:03:46.000]  主耶穌的一個門徒猶大出賣主
[00:03:46.000 --> 00:03:50.000]  聖經裡面有猶大書,主耶穌的弟弟叫猶大
[00:03:50.000 --> 00:03:55.000]  其實Yi Hu Da這個名字很多人都會改
[00:03:55.000 --> 00:03:58.000]  因為讚美主的名字好
[00:03:58.000 --> 00:04:00.000]  猶大叫讚美的
[00:04:00.000 --> 00:04:04.000]  今天要講猶大有幾件事
[00:04:04.000 --> 00:04:06.000]  猶大將來有幾件事
[00:04:06.000 --> 00:04:09.000]  其實都是在主耶穌身上
[00:04:09.000 --> 00:04:12.000]  大家覺得主耶穌身上是這樣的
[00:04:12.000 --> 00:04:18.000]  第一,迎光時,你弟兄們必讚美你
[00:04:18.000 --> 00:04:22.000]  約瑟曾經經歷過
[00:04:22.000 --> 00:04:25.000]  十一個和菌向他下拜
[00:04:25.000 --> 00:04:29.000]  十一顆星向他下拜
[00:04:29.000 --> 00:04:32.000]  還有太陽月亮向他下拜
[00:04:32.000 --> 00:04:34.000]  就是約瑟
[00:04:34.000 --> 00:04:39.000]  其實都是告訴約瑟將來會做埃及的宰相
[00:04:39.000 --> 00:04:46.000]  但這裡是說猶大將來你的弟兄必讚美你
[00:04:46.000 --> 00:04:51.000]  讚美,用到讚美的字
[00:04:51.000 --> 00:04:54.000]  是讚美神的字
[00:04:54.000 --> 00:04:58.000]  你手必捏住仇敵的頸項
[00:04:58.000 --> 00:05:02.000]  你父親的兒子們必向你下拜
[00:05:02.000 --> 00:05:07.000]  即是猶大將來會做王
[00:05:07.000 --> 00:05:12.000]  因此眾兄弟都向你下拜,都讚美你
[00:05:12.000 --> 00:05:15.000]  而且你還會戰勝仇敵
[00:05:15.000 --> 00:05:17.000]  是很有力的王
[00:05:17.000 --> 00:05:20.000]  捏住仇敵的頸
[00:05:20.000 --> 00:05:23.000]  讚美你,因為你是王
[00:05:23.000 --> 00:05:27.000]  第一點是讚美你,因為你是王
[00:05:27.000 --> 00:05:30.000]  是一個尊貴的王
[00:05:30.000 --> 00:05:35.000]  而且在眾多兄弟中,只有他會站在這個位置
[00:05:35.000 --> 00:05:40.000]  第二點是猶大試過小獅子
[00:05:40.000 --> 00:05:42.000]  猶大是什麼呢?
[00:05:42.000 --> 00:05:45.000]  除了是王,他是小獅子
[00:05:45.000 --> 00:05:47.000]  然後是阿爾亞
[00:05:47.000 --> 00:05:51.000]  這個阿爾亞就是亞國以色列跟猶大說的
[00:05:51.000 --> 00:05:55.000]  兒子,你找鳥食便上去
[00:05:55.000 --> 00:05:57.000]  其實是你想去找食
[00:05:57.000 --> 00:06:01.000]  不會坐在那裡,讓牠來撞到我口
[00:06:01.000 --> 00:06:04.000]  是你上去撲去拿食物
[00:06:04.000 --> 00:06:06.000]  你屈身下去
[00:06:06.000 --> 00:06:08.000]  吃完東西之後你屈低身
[00:06:08.000 --> 00:06:12.000]  趴在那裡的時候,是臥如弓屍
[00:06:12.000 --> 00:06:16.000]  你好像小獅子那樣,撲出去找食物
[00:06:16.000 --> 00:06:19.000]  你吃完東西開始伏在那裡的時候
[00:06:19.000 --> 00:06:22.000]  就好像弓屍那樣
[00:06:22.000 --> 00:06:25.000]  當你站在那裡,蹲在那裡的時候
[00:06:25.000 --> 00:06:28.000]  蹲如舞獅
[00:06:28.000 --> 00:06:31.000]  你看到這裡特別說了幾樣東西
[00:06:31.000 --> 00:06:33.000]  就是你像小獅子
[00:06:33.000 --> 00:06:35.000]  所以第二點
[00:06:35.000 --> 00:06:38.000]  亞國說猶大是什麼呢?
[00:06:38.000 --> 00:06:40.000]  是獅子
[00:06:40.000 --> 00:06:41.000]  獅子象徵什麼呢?
[00:06:41.000 --> 00:06:43.000]  獅子是萬獸之王
[00:06:43.000 --> 00:06:46.000]  獅子是象徵王
[00:06:46.000 --> 00:06:48.000]  在主耶穌的身上
[00:06:48.000 --> 00:06:50.000]  或者在將來的啟示錄
[00:06:50.000 --> 00:06:51.000]  或者在以色列的書裡面
[00:06:51.000 --> 00:06:52.000]  都有出過一些活物
[00:06:52.000 --> 00:06:55.000]  有四個面或者四個活物
[00:06:55.000 --> 00:06:57.000]  是獅牛人鷹
[00:06:57.000 --> 00:07:01.000]  而這個獅象徵的是王的一面
[00:07:01.000 --> 00:07:05.000]  而在馬可路加約翰四呼音
[00:07:05.000 --> 00:07:08.000]  很多人都是用獅牛人鷹來表達
[00:07:08.000 --> 00:07:14.000]  馬太呼音就是說主耶穌是王
[00:07:14.000 --> 00:07:17.000]  因此有人來送黃金與香茉藥
[00:07:17.000 --> 00:07:19.000]  送黃金給他
[00:07:19.000 --> 00:07:23.000]  問他生下了猶太人之王在哪裡呢?
[00:07:23.000 --> 00:07:26.000]  就是馬太呼音
[00:07:26.000 --> 00:07:28.000]  如果說獅子
[00:07:28.000 --> 00:07:31.000]  在以色列是沒有老虎的
[00:07:31.000 --> 00:07:35.000]  在巴勒斯坦地中東是沒有老虎的
[00:07:35.000 --> 00:07:37.000]  有獅子有狼等等
[00:07:37.000 --> 00:07:39.000]  你是小獅子
[00:07:39.000 --> 00:07:41.000]  是公獅是舞獅
[00:07:41.000 --> 00:07:45.000]  你小的時候就是小獅
[00:07:45.000 --> 00:07:47.000]  長大了就是公獅舞獅
[00:07:47.000 --> 00:07:49.000]  很厲害
[00:07:49.000 --> 00:07:51.000]  誰敢惹你呢?
[00:07:51.000 --> 00:07:53.000]  這個「惹」字呢
[00:07:53.000 --> 00:07:55.000]  中文「惹你」
[00:07:55.000 --> 00:07:57.000]  Kum
[00:07:57.000 --> 00:07:59.000]  Kum這個字是直立
[00:07:59.000 --> 00:08:02.000]  誰敢在你面前站直身呢?
[00:08:02.000 --> 00:08:03.000]  這樣呢?
[00:08:03.000 --> 00:08:04.000]  沒有
[00:08:04.000 --> 00:08:06.000]  因為每個人都見到你都害怕
[00:08:06.000 --> 00:08:07.000]  好像見到皇帝一樣
[00:08:07.000 --> 00:08:10.000]  在皇帝面前誰敢站直身呢?
[00:08:10.000 --> 00:08:11.000]  沒有的話
[00:08:11.000 --> 00:08:13.000]  全部都是在恭敬
[00:08:13.000 --> 00:08:15.000]  進去後都是低著頭
[00:08:15.000 --> 00:08:18.000]  不叫你抬頭
[00:08:18.000 --> 00:08:20.000]  你根本不敢望
[00:08:20.000 --> 00:08:22.000]  是不可以望皇帝的
[00:08:22.000 --> 00:08:24.000]  不是這樣
[00:08:24.000 --> 00:08:27.000]  所以有套卡通片叫做
[00:08:27.000 --> 00:08:29.000]  埃及王子
[00:08:29.000 --> 00:08:31.000]  美國拍的埃及王子
[00:08:31.000 --> 00:08:33.000]  埃及王子要去
[00:08:33.000 --> 00:08:34.000]  Let my people go
[00:08:34.000 --> 00:08:36.000]  跟法老講的時候
[00:08:36.000 --> 00:08:38.000]  埋到他兩個面幾乎貼在一起
[00:08:38.000 --> 00:08:41.000]  好像現在那樣
[00:08:41.000 --> 00:08:43.000]  你讓我的百姓離開
[00:08:43.000 --> 00:08:45.000]  不會啦
[00:08:45.000 --> 00:08:47.000]  如果在埃及的時候
[00:08:47.000 --> 00:08:49.000]  你都不知跪到多遠
[00:08:49.000 --> 00:08:51.000]  他坐在上面
[00:08:51.000 --> 00:08:53.000]  以前你在中國見到皇帝
[00:08:53.000 --> 00:08:54.000]  哪裡見到的
[00:08:54.000 --> 00:08:56.000]  在很遠就已經跪下了
[00:08:56.000 --> 00:08:58.000]  很多級樓梯
[00:08:58.000 --> 00:08:59.000]  就不會埋到上去
