
[00:00:00.000 --> 00:00:05.000]  上星期我們說了「關唔多前書」第十二章
[00:00:05.000 --> 00:00:08.000]  就是講述這個屬靈的恩賜
[00:00:08.000 --> 00:00:10.000]  講到最後的時候
[00:00:10.000 --> 00:00:12.000]  保羅去到最後一節的時候
[00:00:12.000 --> 00:00:15.000]  就提出一個很重要的關鍵
[00:00:15.000 --> 00:00:18.000]  所以今天我們就下去十三章
[00:00:18.000 --> 00:00:21.000]  大家都知道「關唔多前書」十三章
[00:00:21.000 --> 00:00:24.000]  很出名的一章的聖經
[00:00:24.000 --> 00:00:27.000]  這卷的聖經
[00:00:27.000 --> 00:00:30.000]  特別就是提到愛的定義
[00:00:30.000 --> 00:00:33.000]  所以在保羅
[00:00:33.000 --> 00:00:37.000]  來祝福關唔多教會要作屬靈的人
[00:00:37.000 --> 00:00:40.000]  要領受神的屬靈的恩賜
[00:00:40.000 --> 00:00:44.000]  以至能夠作屬靈的功
[00:00:44.000 --> 00:00:46.000]  去建立教會
[00:00:46.000 --> 00:00:48.000]  其中一個很重要的就是
[00:00:48.000 --> 00:00:51.000]  我們去活出神的愛
[00:00:51.000 --> 00:00:54.000]  因為如果你說你是一個屬靈的人
[00:00:54.000 --> 00:00:58.000]  一定不會少了這一點
[00:00:58.000 --> 00:01:00.000]  你說我很屬靈
[00:01:00.000 --> 00:01:04.000]  但是你表達不了任何的愛心
[00:01:04.000 --> 00:01:08.000]  那屬靈可能是空講
[00:01:08.000 --> 00:01:11.000]  又或者不是真實的
[00:01:11.000 --> 00:01:13.000]  所以真正屬靈的人
[00:01:13.000 --> 00:01:15.000]  一定會活出愛
[00:01:15.000 --> 00:01:19.000]  這個就是在保羅寫到十二章
[00:01:19.000 --> 00:01:22.000]  關唔多前書十二章到十四章這段
[00:01:22.000 --> 00:01:25.000]  他要插入一段很重要的講述
[00:01:25.000 --> 00:01:29.000]  剛才我們提到幸福小組有玩遊戲
[00:01:29.000 --> 00:01:32.000]  這個遊戲不知道大家有沒有玩過
[00:01:32.000 --> 00:01:35.000]  我們幸福小組一定不會玩的
[00:01:35.000 --> 00:01:37.000]  就是踩波遊戲
[00:01:37.000 --> 00:01:39.000]  你們有沒有玩過踩波遊戲
[00:01:39.000 --> 00:01:40.000]  有吧
[00:01:40.000 --> 00:01:42.000]  當時是小學生踩的
[00:01:42.000 --> 00:01:44.000]  中學不知道有沒有玩過
[00:01:44.000 --> 00:01:46.000]  無論如何都是小朋友喜歡玩的遊戲
[00:01:46.000 --> 00:01:50.000]  有一次老師教他們這個遊戲
[00:01:50.000 --> 00:01:52.000]  大家玩得很開心
[00:01:52.000 --> 00:01:55.000]  這一班就大家吹奏個波
[00:01:55.000 --> 00:01:57.000]  綁條橡筋 伸一隻腳
[00:01:57.000 --> 00:01:59.000]  接著做什麼
[00:01:59.000 --> 00:02:01.000]  那怎麼踩法
[00:02:01.000 --> 00:02:03.000]  踩別人那個
[00:02:03.000 --> 00:02:04.000]  踩別人那個
[00:02:04.000 --> 00:02:08.000]  那所以怎樣才算贏
[00:02:08.000 --> 00:02:10.000]  踩低了別人那些
[00:02:10.000 --> 00:02:11.000]  然後剩下自己
[00:02:11.000 --> 00:02:12.000]  保護到自己
[00:02:12.000 --> 00:02:13.000]  自己沒有被人踩
[00:02:13.000 --> 00:02:15.000]  那就贏了
[00:02:15.000 --> 00:02:18.000]  所以當然這個是小朋友的遊戲
[00:02:18.000 --> 00:02:19.000]  開心一下刺激一下
[00:02:19.000 --> 00:02:23.000]  但其實背後那個意識不是很好
[00:02:23.000 --> 00:02:25.000]  因為你要怎樣
[00:02:25.000 --> 00:02:26.000]  踩別人那些
[00:02:26.000 --> 00:02:29.000]  踩低別人那些就抬高自己
[00:02:29.000 --> 00:02:31.000]  所以其實這個遊戲本身
[00:02:31.000 --> 00:02:33.000]  背後的意識不是很好
[00:02:33.000 --> 00:02:35.000]  所以另外一個老師進來的時候
[00:02:35.000 --> 00:02:36.000]  去到第二班的時候
[00:02:36.000 --> 00:02:40.000]  教了另外一個踩波遊戲
[00:02:40.000 --> 00:02:42.000]  這個踩波遊戲就是這樣的
[00:02:42.000 --> 00:02:45.000]  就是自己拿著自己的波
[00:02:45.000 --> 00:02:49.000]  然後幫助別人
[00:02:49.000 --> 00:02:50.000]  因為踩波很難
[00:02:50.000 --> 00:02:51.000]  這麼小的小朋友
[00:02:51.000 --> 00:02:53.000]  有時候我們不要說這麼小
[00:02:53.000 --> 00:02:54.000]  大過你 要踩個波
[00:02:54.000 --> 00:02:55.000]  有時候都很難踩的
[00:02:55.000 --> 00:02:56.000]  你有沒有試過
[00:02:56.000 --> 00:02:57.000]  踩下來踩是很難的
[00:02:57.000 --> 00:02:59.000]  這樣踩都踩不到
[00:02:59.000 --> 00:03:01.000]  他說 現在我們玩這個遊戲
[00:03:01.000 --> 00:03:02.000]  這個遊戲是什麼
[00:03:02.000 --> 00:03:04.000]  就是幫助別人成功
[00:03:04.000 --> 00:03:06.000]  所以就幫他們制號個波
[00:03:06.000 --> 00:03:08.000]  然後說 踩啦 踩啦 踩啦
[00:03:08.000 --> 00:03:09.000]  踩爆了
[00:03:09.000 --> 00:03:11.000]  那最後誰贏
[00:03:11.000 --> 00:03:12.000]  最後誰贏
[00:03:12.000 --> 00:03:14.000]  最後最後個波都踩完之後
[00:03:14.000 --> 00:03:16.000]  全部都贏
[00:03:16.000 --> 00:03:17.000]  個個都贏
[00:03:17.000 --> 00:03:18.000]  大家都很慶祝
[00:03:18.000 --> 00:03:20.000]  你幫我 我幫你
[00:03:20.000 --> 00:03:22.000]  然後我們 啪哩啪啦 啪哩啪啦
[00:03:22.000 --> 00:03:23.000]  踩完波
[00:03:23.000 --> 00:03:25.000]  原來不是踩別人那個
[00:03:25.000 --> 00:03:26.000]  是怎樣
[00:03:26.000 --> 00:03:29.000]  是幫別人踩自己那個
[00:03:29.000 --> 00:03:30.000]  就是來到
[00:03:30.000 --> 00:03:31.000]  叫大家最後的時候
[00:03:31.000 --> 00:03:36.000]  感覺到我們的成功
[00:03:36.000 --> 00:03:38.000]  所以這個就是一個
[00:03:38.000 --> 00:03:40.000]  可能我們幸福小組玩的遊戲
[00:03:40.000 --> 00:03:42.000]  我們不會玩前面那個
[00:03:42.000 --> 00:03:44.000]  因為玩後面那個
[00:03:44.000 --> 00:03:46.000]  就是我們有一種精神
[00:03:46.000 --> 00:03:49.000]  就是說我們能夠去幫助別人
[00:03:49.000 --> 00:03:53.000]  來到讓我們彼此的服事
[00:03:53.000 --> 00:03:55.000]  而且帶到最後
[00:03:55.000 --> 00:03:57.000]  就是大家都可以經歷到
[00:03:57.000 --> 00:04:00.000]  在這種的互相犧牲
[00:04:00.000 --> 00:04:02.000]  和互相建立
[00:04:02.000 --> 00:04:04.000]  亦都互相承傳
[00:04:04.000 --> 00:04:05.000]  的一種感覺對下
[00:04:05.000 --> 00:04:07.000]  來到一起慶祝
[00:04:07.000 --> 00:04:09.000]  這種就是那種精神
[00:04:09.000 --> 00:04:13.000]  其實這個講到上一個星期
[00:04:13.000 --> 00:04:15.000]  如果大家還記得的話
[00:04:15.000 --> 00:04:16.000]  我們講到屬靈的恩賜
[00:04:16.000 --> 00:04:18.000]  彼此的配搭
[00:04:18.000 --> 00:04:20.000]  剛才Terry分享的時候
[00:04:20.000 --> 00:04:21.000]  都有提到一些重點
[00:04:21.000 --> 00:04:23.000]  我們怎樣彼此珍惜
[00:04:23.000 --> 00:04:25.000]  保護 建立
[00:04:25.000 --> 00:04:28.000]  去服事
[00:04:28.000 --> 00:04:30.000]  以致我們能夠連成一個整體
[00:04:30.000 --> 00:04:32.000]  來到榮耀基督
[00:04:32.000 --> 00:04:34.000]  所以當我們運用恩賜的時候
[00:04:34.000 --> 00:04:37.000]  其實是一種很重要的
[00:04:37.000 --> 00:04:39.000]  就是活出神的愛
[00:04:39.000 --> 00:04:41.000]  以致能夠尊崇神
[00:04:41.000 --> 00:04:42.000]  因為我們知道
[00:04:42.000 --> 00:04:44.000]  屬靈的恩賜是做什麼的呢
[00:04:44.000 --> 00:04:46.000]  屬靈恩賜不是用來表演
[00:04:46.000 --> 00:04:48.000]  不是用來自誇
[00:04:48.000 --> 00:04:51.000]  亦都不是純粹神給我們的財幹
[00:04:51.000 --> 00:04:55.000]  讓我們覺得很滿足
[00:04:55.000 --> 00:04:57.000]  當然我們有神給我們的簡選
[00:04:57.000 --> 00:04:58.000]  給我們的財幹
[00:04:58.000 --> 00:04:59.000]  給我們的恩賜
[00:04:59.000 --> 00:05:00.000]  我們很感恩的
[00:05:00.000 --> 00:05:01.000]  很快樂的
[00:05:01.000 --> 00:05:03.000]  因為神就是賦予給我們
[00:05:03.000 --> 00:05:05.000]  這種屬靈的恩賜去侍奉它
[00:05:05.000 --> 00:05:07.000]  但目的不是為我們自己
[00:05:07.000 --> 00:05:10.000]  目的就是為了建立別人
[00:05:10.000 --> 00:05:13.000]  目的就是為了配搭整體
[00:05:13.000 --> 00:05:16.000]  以致我們能夠尊崇基督
[00:05:16.000 --> 00:05:18.000]  所以當我們知道
[00:05:18.000 --> 00:05:21.000]  我們要建立這些屬靈的工作的時候
[00:05:21.000 --> 00:05:23.000]  一定要用屬靈的恩賜
[00:05:23.000 --> 00:05:26.000]  所以不是用自己天然的財幹
[00:05:26.000 --> 00:05:28.000]  所以神要將我們天然的財幹
[00:05:28.000 --> 00:05:30.000]  轉化成為一種屬靈的恩賜
[00:05:30.000 --> 00:05:35.000]  即是有屬靈的一種能力透過聖靈
[00:05:35.000 --> 00:05:38.000]  去幫助我們去運用出來
[00:05:38.000 --> 00:05:40.000]  所以聖靈轉化之後
[00:05:40.000 --> 00:05:43.000]  我們需要依靠聖靈
[00:05:43.000 --> 00:05:46.000]  去運用這些屬靈的恩賜
[00:05:46.000 --> 00:05:48.000]  所以這個才能夠帶出
[00:05:48.000 --> 00:05:51.000]  真正屬靈的果效
[00:05:51.000 --> 00:05:53.000]  因為有些時候就算普通
[00:05:53.000 --> 00:05:55.000]  我們自己的財幹能力做一些事
[00:05:55.000 --> 00:05:56.000]  都好像做到
[00:05:56.000 --> 00:06:01.000]  但可能它未能夠真正去影響人屬靈的生命
[00:06:01.000 --> 00:06:05.000]  但唯有屬靈的恩賜透過聖靈的工作
[00:06:05.000 --> 00:06:09.000]  才能夠真正地去做到屬靈的工作
[00:06:09.000 --> 00:06:10.000]  屬靈的影響力
[00:06:10.000 --> 00:06:13.000]  以及建立到屬靈的生命
[00:06:13.000 --> 00:06:16.000]  所以這個就是那個很大的分別
[00:06:16.000 --> 00:06:17.000]  所以你說怎樣才能夠運用
[00:06:17.000 --> 00:06:19.000]  這些屬靈恩賜得對
[00:06:19.000 --> 00:06:23.000]  所以在這裡我們就知道
[00:06:23.000 --> 00:06:24.000]  保羅就帶出
[00:06:24.000 --> 00:06:27.000]  我們必須靠聖靈
[00:06:27.000 --> 00:06:30.000]  來將神的愛去撥出來
[00:06:30.000 --> 00:06:32.000]  所以當我們用神的愛
[00:06:32.000 --> 00:06:34.000]  去運用這些恩賜的時候
[00:06:34.000 --> 00:06:36.000]  才能夠達到的目的就是
[00:06:36.000 --> 00:06:40.000]  基督的身體在愛中成長
[00:06:40.000 --> 00:06:41.000]  大家記得在《耶穌所書》
[00:06:41.000 --> 00:06:43.000]  提到一個很重要的重點
[00:06:43.000 --> 00:06:45.000]  就是我們怎樣建立基督的身體
[00:06:45.000 --> 00:06:48.000]  就叫它們互相聯絡彼此配合
[00:06:48.000 --> 00:06:51.000]  在愛中漸漸成長
[00:06:51.000 --> 00:06:55.000]  他也強調在愛中漸漸成長
[00:06:55.000 --> 00:06:57.000]  所以不只是造成一些項目
[00:06:57.000 --> 00:06:59.000]  不只是完成一些工作這麼簡單
[00:06:59.000 --> 00:07:00.000]  當然那些都很重要
[00:07:00.000 --> 00:07:03.000]  但是我們要在當中
[00:07:03.000 --> 00:07:07.000]  用愛來實踐
