
[00:00:00.000 --> 00:00:04.000]  在這一季教會銅鑼灣堂
[00:00:04.000 --> 00:00:07.800]  我們所講台的有一個季度的系列
[00:00:07.800 --> 00:00:09.800]  就是顛覆生命的能力
[00:00:09.800 --> 00:00:12.000]  我們第一季講了
[00:00:12.000 --> 00:00:13.800]  我們看得見的愛
[00:00:13.800 --> 00:00:15.800]  第二季明白主的心
[00:00:15.800 --> 00:00:17.200]  現在來到八月中了
[00:00:17.200 --> 00:00:19.600]  很快八月尾到第四季
[00:00:19.600 --> 00:00:23.200]  就會有我們有另外一個的分題
[00:00:23.200 --> 00:00:26.200]  就是我們能夠見證到
[00:00:26.200 --> 00:00:28.600]  得著神能力的一個生命
[00:00:28.600 --> 00:00:30.200]  所以今天我們的
[00:00:30.200 --> 00:00:32.800]  顛覆生命能力系列的聖靈的工作
[00:00:32.800 --> 00:00:34.400]  我預備的題目是
[00:00:34.400 --> 00:00:36.800]  聖靈降臨前傳
[00:00:36.800 --> 00:00:39.600]  話說在六年前
[00:00:39.600 --> 00:00:43.200]  很記得的日子是五月二十六日
[00:00:43.200 --> 00:00:44.600]  星期六
[00:00:44.600 --> 00:00:47.000]  我和一班弟兄姊妹
[00:00:47.000 --> 00:00:49.600]  一起參加了一個旅行團
[00:00:49.600 --> 00:00:53.600]  是去到土耳其去探訪一個我們的宣教士
[00:00:53.600 --> 00:00:58.400]  一個又玩又可以探訪宣教士的旅行團
[00:00:58.400 --> 00:01:00.800]  其中一天就去到星期六的早上
[00:01:00.800 --> 00:01:03.200]  我們由一個世界文明的景點
[00:01:03.200 --> 00:01:05.400]  棉花堡我們瀏覽了一個上午
[00:01:05.400 --> 00:01:06.800]  然後吃完午餐
[00:01:06.800 --> 00:01:09.400]  我們就準備上旅遊車
[00:01:09.400 --> 00:01:12.600]  搭一個大概四個小時的車程
[00:01:12.600 --> 00:01:14.800]  去到土耳其的西邊
[00:01:14.800 --> 00:01:16.200]  岸邊的地方
[00:01:16.200 --> 00:01:19.000]  如果大家了解到土耳其的地形的時候
[00:01:19.000 --> 00:01:22.600]  它西邊對著一個很出名的愛琴海
[00:01:22.600 --> 00:01:24.600]  去面對看著它看日落
[00:01:24.600 --> 00:01:25.600]  吃一個晚餐
[00:01:25.600 --> 00:01:28.200]  是一個非常美麗的一個地方
[00:01:28.200 --> 00:01:32.400]  我們將會入住一間很美麗的度假酒店
[00:01:32.400 --> 00:01:34.400]  然後我們過一晚之後
[00:01:34.400 --> 00:01:39.200]  就會繼續我們在愛琴海邊二佛鎖的行程
[00:01:39.200 --> 00:01:41.200]  就話說我們上了車
[00:01:41.200 --> 00:01:44.000]  一個下午吃完豐富的午餐
[00:01:44.000 --> 00:01:45.800]  一點鐘左右
[00:01:45.800 --> 00:01:48.200]  其實一個四個小時的行程
[00:01:48.200 --> 00:01:50.800]  最佳的活動是什麼呢
[00:01:50.800 --> 00:01:52.000]  大家都知道了
[00:01:52.000 --> 00:01:53.400]  眠一眠是不是
[00:01:53.400 --> 00:01:55.600]  去補充一些體力
[00:01:55.600 --> 00:01:58.600]  就在我準備把座椅調低
[00:01:58.600 --> 00:02:02.200]  準備去安眠的時候
[00:02:02.200 --> 00:02:04.600]  領隊就施施然走過來我的座位
[00:02:04.600 --> 00:02:05.800]  跟我說
[00:02:05.800 --> 00:02:06.800]  Ronald啊
[00:02:06.800 --> 00:02:08.600]  我們今晚入住酒店
[00:02:08.600 --> 00:02:12.200]  我們其實預訂了一間功能室
[00:02:12.200 --> 00:02:14.400]  我們其實吃完晚餐
[00:02:14.400 --> 00:02:15.400]  很簡單的
[00:02:15.400 --> 00:02:16.000]  很簡單的
[00:02:16.000 --> 00:02:17.200]  我們有一個崇拜
[00:02:17.200 --> 00:02:18.600]  我們會敬拜一下
[00:02:18.600 --> 00:02:20.800]  然後我很想
[00:02:20.800 --> 00:02:23.400]  不如你幫忙分享一個訊息
[00:02:23.400 --> 00:02:24.000]  好不好
[00:02:24.000 --> 00:02:25.200]  在崇拜裡面
[00:02:25.200 --> 00:02:26.600]  我心想
[00:02:26.600 --> 00:02:28.200]  放假也要工作
[00:02:28.200 --> 00:02:31.400]  我的腦子即時有很多的思想
[00:02:31.400 --> 00:02:32.400]  我就想
[00:02:32.400 --> 00:02:34.800]  全道放假要廣道
[00:02:34.800 --> 00:02:37.200]  廚師放假要不要煮飯
[00:02:37.200 --> 00:02:39.600]  去跟團又要煮飯
[00:02:39.600 --> 00:02:40.400]  當然了
[00:02:40.400 --> 00:02:42.400]  對著領隊就另一個樣子
[00:02:42.400 --> 00:02:43.000]  好啊
[00:02:43.000 --> 00:02:44.800]  多謝你的邀請
[00:02:44.800 --> 00:02:46.200]  讓我祈禱一下
[00:02:46.200 --> 00:02:48.200]  會說些什麼
[00:02:48.200 --> 00:02:50.000]  是不是很假呢
[00:02:50.000 --> 00:02:51.200]  然後
[00:02:51.200 --> 00:02:52.800]  心就馬上又轉了
[00:02:52.800 --> 00:02:53.400]  怎麼辦呢
[00:02:53.400 --> 00:02:54.200]  說什麼好呢
[00:02:54.200 --> 00:02:55.200]  人轉得很快
[00:02:55.200 --> 00:02:55.600]  馬上想
[00:02:55.600 --> 00:02:56.400]  說什麼好呢
[00:02:56.400 --> 00:02:57.400]  幸好
[00:02:57.400 --> 00:02:59.000]  袋裡面有一隻WiFi蛋
[00:02:59.000 --> 00:03:00.200]  然後有一塊雲
[00:03:00.200 --> 00:03:01.000]  雲上面
[00:03:01.000 --> 00:03:03.400]  我通常會擺了很多罐頭
[00:03:03.400 --> 00:03:05.200]  擺了很多即食麵
[00:03:05.200 --> 00:03:06.200]  就在那裡
[00:03:06.200 --> 00:03:08.800]  拿一個傳道人擺的罐頭即食麵
[00:03:08.800 --> 00:03:10.200]  我們常常傳了
[00:03:10.200 --> 00:03:12.200]  有很多不同的講章
[00:03:12.200 --> 00:03:13.200]  即是即時
[00:03:13.200 --> 00:03:14.600]  以備不時之需
[00:03:14.600 --> 00:03:15.400]  啊
[00:03:15.400 --> 00:03:16.400]  去伊弗所
[00:03:16.400 --> 00:03:18.000]  就講啟示錄第二章
[00:03:18.000 --> 00:03:18.800]  伊弗所教會
[00:03:18.800 --> 00:03:20.000]  從尋起初的愛
[00:03:20.000 --> 00:03:21.200]  我有料我有料
[00:03:21.200 --> 00:03:23.000]  馬上就連在那塊雲上
[00:03:23.000 --> 00:03:24.200]  拿下來
[00:03:24.200 --> 00:03:25.200]  有了講章
[00:03:25.200 --> 00:03:26.000]  搞定
[00:03:26.000 --> 00:03:27.800]  可能那時候只是一點十五分
[00:03:27.800 --> 00:03:29.400]  現在睡也不遲
[00:03:29.400 --> 00:03:31.800]  馬上準備就睡覺
[00:03:31.800 --> 00:03:32.600]  但是
[00:03:32.600 --> 00:03:34.800]  接下來的三個小時
[00:03:34.800 --> 00:03:37.600]  神就足足跟我聊了幾三個小時
[00:03:37.600 --> 00:03:38.600]  搞到
[00:03:38.600 --> 00:03:41.000]  在車上一直看著車子走
[00:03:41.000 --> 00:03:43.000]  裡面的奏鳴曲越來越響
[00:03:43.000 --> 00:03:44.600]  整輛車的人都睡著的時候
[00:03:44.600 --> 00:03:46.400]  我仍然眼光光
[00:03:46.400 --> 00:03:48.800]  神告訴我
[00:03:48.800 --> 00:03:50.800]  你講我的信息
[00:03:50.800 --> 00:03:53.200]  你有沒有問過我
[00:03:53.200 --> 00:03:54.400]  我不想你講
[00:03:54.400 --> 00:03:55.200]  你講的東西
[00:03:55.200 --> 00:03:57.200]  你預備太過
[00:03:57.200 --> 00:03:58.600]  隨便了
[00:03:58.600 --> 00:04:00.800]  我很想你講聖靈
[00:04:00.800 --> 00:04:02.000]  一路我就問他
[00:04:02.000 --> 00:04:04.000]  你叫我講聖靈
[00:04:04.000 --> 00:04:05.800]  整本聖經都是講聖靈
[00:04:05.800 --> 00:04:07.800]  你究竟要我講哪裡呢
[00:04:07.800 --> 00:04:09.200]  你說你祈禱
[00:04:09.200 --> 00:04:10.200]  你求問聖靈
[00:04:10.200 --> 00:04:11.600]  聖靈會告訴你
[00:04:11.600 --> 00:04:12.600]  就是這樣搞
[00:04:12.600 --> 00:04:14.200]  搞了三個多小時
[00:04:14.200 --> 00:04:16.000]  差不多四點鐘
[00:04:16.000 --> 00:04:17.800]  神就給了我答案
[00:04:17.800 --> 00:04:19.000]  答案是怎麼來的呢
