
[00:00:00.000 --> 00:00:03.000]  我們再次同心低頭祈禱
[00:00:03.000 --> 00:00:11.000]  主日多謝祢
[00:00:11.000 --> 00:00:15.000]  因為在我們生命裡面的一切
[00:00:15.000 --> 00:00:17.000]  都是祢的恩賜
[00:00:17.000 --> 00:00:21.000]  讓我們有感謝
[00:00:21.000 --> 00:00:23.000]  亦都在其中來到去
[00:00:23.000 --> 00:00:25.000]  歡喜快樂的享受
[00:00:25.000 --> 00:00:28.000]  更將一切的榮耀都歸給祢
[00:00:28.000 --> 00:00:30.000]  有願僕人口中的言語
[00:00:30.000 --> 00:00:33.000]  領姊妹的心思意念
[00:00:33.000 --> 00:00:35.000]  蒙聖靈的啟迪
[00:00:35.000 --> 00:00:37.000]  蒙主的月立
[00:00:37.000 --> 00:00:39.000]  禱告藉主耶穌基督聖名而求
[00:00:39.000 --> 00:00:41.000]  阿門
[00:00:41.000 --> 00:00:52.000]  以往的社會生活是比較艱難
[00:00:52.000 --> 00:00:55.000]  所以上一輩的人
[00:00:55.000 --> 00:00:58.000]  如何來看待工作呢?
[00:00:58.000 --> 00:01:00.000]  工作就是
[00:01:00.000 --> 00:01:01.000]  謀生
[00:01:01.000 --> 00:01:03.000]  為口奔馳
[00:01:03.000 --> 00:01:05.000]  為兩餐
[00:01:05.000 --> 00:01:09.000]  我相信我們當中很多都是這樣去想
[00:01:09.000 --> 00:01:16.000]  如果用一個比較負面或者邪惡的說法
[00:01:16.000 --> 00:01:20.000]  有些匪徒他們預備去做一些大案件
[00:01:20.000 --> 00:01:24.000]  他們就說他們預備去吃大茶飯
[00:01:24.000 --> 00:01:27.000]  其實都是離不開謀生
[00:01:27.000 --> 00:01:33.000]  曾經有一個廣告提醒人們
[00:01:33.000 --> 00:01:35.000]  那麼辛苦
[00:01:35.000 --> 00:01:37.000]  我們要謀生
[00:01:37.000 --> 00:01:39.000]  所以辛苦謀生
[00:01:39.000 --> 00:01:40.000]  自在吃
[00:01:40.000 --> 00:01:42.000]  如果辛苦完之後
[00:01:42.000 --> 00:01:44.000]  都不去好好的吃一餐
[00:01:44.000 --> 00:01:46.000]  那就很浪費
[00:01:46.000 --> 00:01:48.000]  亦都很可惜
[00:01:48.000 --> 00:01:52.000]  上一輩的人會這樣想工作
[00:01:52.000 --> 00:01:55.000]  這一輩的人又會怎樣想呢?
[00:01:55.000 --> 00:01:59.000]  以往我們很關心那些八十後
[00:01:59.000 --> 00:02:02.000]  其實現在八十後都嫌他們太大
[00:02:02.000 --> 00:02:04.000]  已經不可以叫他們年青人
[00:02:04.000 --> 00:02:06.000]  所以說九十後
[00:02:06.000 --> 00:02:09.000]  即是二十多歲的青年人
[00:02:09.000 --> 00:02:13.000]  他們對於工作有什麼看法呢?
[00:02:13.000 --> 00:02:16.000]  有一個機構曾經在二零一三年
[00:02:16.000 --> 00:02:18.000]  做了一個這樣的調查
[00:02:18.000 --> 00:02:24.000]  說九十後的青年對於人生、工作等等
[00:02:24.000 --> 00:02:26.000]  有什麼態度
[00:02:26.000 --> 00:02:28.000]  在這個調查裏面
[00:02:28.000 --> 00:02:31.000]  訪問了千多個九十後的青年人
[00:02:31.000 --> 00:02:37.000]  得出一個九十後青年的六個特性
[00:02:37.000 --> 00:02:41.000]  其中有兩項是和工作有關
[00:02:41.000 --> 00:02:47.000]  大家看看這是否對於這一代青年人的認識
[00:02:47.000 --> 00:02:52.000]  第一項就是九十後的青年對於工作
[00:02:52.000 --> 00:02:54.000]  他們有一個這樣的想法
[00:02:54.000 --> 00:02:58.000]  他們選擇工作的時候是很挑剔的
[00:02:58.000 --> 00:03:01.000]  他們有的標準是什麼呢?
[00:03:01.000 --> 00:03:03.000]  要有自由
[00:03:03.000 --> 00:03:06.000]  即是自己喜歡什麼時候上班都可以
[00:03:06.000 --> 00:03:08.000]  不喜歡加班
[00:03:08.000 --> 00:03:11.000]  最重要就是做得開心
[00:03:11.000 --> 00:03:14.000]  和喜歡做老闆多過打工
[00:03:14.000 --> 00:03:15.000]  大家聽完之後覺得
[00:03:15.000 --> 00:03:19.000]  「我好像也是,恭喜你,你應該也是九十後」
[00:03:19.000 --> 00:03:26.000]  第二項就是他們不再單純滿足於高速的經濟增長
[00:03:26.000 --> 00:03:29.000]  要求可持續發展
[00:03:29.000 --> 00:03:31.000]  而且重視環保
[00:03:31.000 --> 00:03:34.000]  如果有人提出環保
[00:03:34.000 --> 00:03:38.000]  你會覺得環保要給多少錢?
[00:03:38.000 --> 00:03:40.000]  要我用這麼多錢來環保
[00:03:40.000 --> 00:03:42.000]  不如不環保了
[00:03:42.000 --> 00:03:44.000]  或者方便是最重要的
[00:03:44.000 --> 00:03:46.000]  如果你有這種想法
[00:03:46.000 --> 00:03:48.000]  我就告訴你,你不是九十後了
[00:03:48.000 --> 00:03:55.000]  他們原來很注意這個社會是否能夠持續發展
[00:03:55.000 --> 00:03:58.000]  他們的工作有一個很重要的態度
[00:03:58.000 --> 00:04:01.000]  叫做「慢活」
[00:04:01.000 --> 00:04:04.000]  即是一切都要慢慢來
[00:04:04.000 --> 00:04:08.000]  所以你想想你家裡有很多這些慢活的人
[00:04:08.000 --> 00:04:11.000]  你叫他做的事,他一直都是先拖著
[00:04:11.000 --> 00:04:15.000]  或者不會答覆你
[00:04:15.000 --> 00:04:18.000]  或者你叫他交的東西都會過了時間
[00:04:18.000 --> 00:04:20.000]  沒錯,這些就是九十後了
[00:04:20.000 --> 00:04:22.000]  當然如果你也是這樣
[00:04:22.000 --> 00:04:26.000]  原來你也是跟這一代的青年人差不多
[00:04:26.000 --> 00:04:29.000]  他們工作的方式是慢活
[00:04:29.000 --> 00:04:32.000]  即是不要急,不要忙
[00:04:32.000 --> 00:04:38.000]  這個總結讓我們看到
[00:04:38.000 --> 00:04:41.000]  為什麼今天在社會運動裡面
[00:04:41.000 --> 00:04:45.000]  有這麼多學生衝去投入參與呢?
[00:04:45.000 --> 00:04:49.000]  因為他們的想法跟上一輩真的很不同
[00:04:49.000 --> 00:04:51.000]  所以如果大家不明白
[00:04:51.000 --> 00:04:53.000]  好像很理所當然
[00:04:53.000 --> 00:04:57.000]  因為這就是我們這一代的青年人
[00:04:57.000 --> 00:04:59.000]  今天是勞工主日
[00:04:59.000 --> 00:05:01.000]  其實勞工主日有一個背景
[00:05:01.000 --> 00:05:07.000]  因為以往的世界都是以勞工密集的情況
[00:05:07.000 --> 00:05:09.000]  但是到了今時今日
[00:05:09.000 --> 00:05:12.000]  已經有很多的科技、機器
[00:05:12.000 --> 00:05:16.000]  來取代人的勞力工作
[00:05:16.000 --> 00:05:18.000]  所以當我們說勞工主日的時候
[00:05:18.000 --> 00:05:22.000]  再不是去想所謂藍領或者工廠的工人
[00:05:22.000 --> 00:05:26.000]  而是在說每一個在職的人士
[00:05:26.000 --> 00:05:29.000]  需要來付出勞力
[00:05:29.000 --> 00:05:34.000]  或者付出他的心思、時間來工作的人
[00:05:34.000 --> 00:05:39.000]  當我們去想這個工作的時候
[00:05:39.000 --> 00:05:40.000]  我們就要去想一想
[00:05:40.000 --> 00:05:42.000]  究竟在聖經當中
[00:05:42.000 --> 00:05:44.000]  如何來提醒我們
[00:05:44.000 --> 00:05:46.000]  人為了什麼而工作
[00:05:46.000 --> 00:05:48.000]  或者說一下勞碌
[00:05:48.000 --> 00:05:50.000]  你今天是勞勞碌碌
[00:05:50.000 --> 00:05:52.000]  究竟是為了什麼原因
[00:05:52.000 --> 00:05:55.000]  以及有什麼目標
[00:05:55.000 --> 00:05:58.000]  所以今天我就選取了傳道書
[00:05:58.000 --> 00:06:01.000]  跟大家一起來分享
[00:06:01.000 --> 00:06:03.000]  傳道書在舊約聖經裡面
[00:06:03.000 --> 00:06:06.000]  被歸類為智慧文學
[00:06:06.000 --> 00:06:08.000]  智慧文學有很多時候
[00:06:08.000 --> 00:06:11.000]  是令到很多信徒讀起來
[00:06:11.000 --> 00:06:13.000]  是覺得很親切
[00:06:13.000 --> 00:06:17.000]  原因是因為它跟生活的經驗很有關係
[00:06:17.000 --> 00:06:19.000]  但也有時候令人覺得
[00:06:19.000 --> 00:06:21.000]  好像不是在讀聖經
[00:06:21.000 --> 00:06:25.000]  因為好像對於上帝的認識、理解
[00:06:25.000 --> 00:06:26.000]  不是很深入
[00:06:26.000 --> 00:06:30.000]  因為人人的生活都很類似
[00:06:30.000 --> 00:06:34.000]  究竟有什麼所謂信仰的內容
[00:06:34.000 --> 00:06:35.000]  特別的地方
[00:06:35.000 --> 00:06:38.000]  在這些智慧文學可以找得到呢
[00:06:38.000 --> 00:06:40.000]  所以我要用一點時間
[00:06:40.000 --> 00:06:42.000]  跟大家介紹一下
[00:06:42.000 --> 00:06:44.000]  究竟在舊約聖經當中
[00:06:44.000 --> 00:06:47.000]  智慧文學是說什麼呢
[00:06:47.000 --> 00:06:49.000]  除了傳道書之外
[00:06:49.000 --> 00:06:51.000]  約伯記、詹賢
[00:06:51.000 --> 00:06:54.000]  都是歸類為智慧文學
[00:06:54.000 --> 00:06:57.000]  智慧文學加上詩歌書
[00:06:57.000 --> 00:07:01.000]  譬如詩篇和雅歌
[00:07:01.000 --> 00:07:04.000]  我們將它們一併來看
[00:07:04.000 --> 00:07:06.000]  這兩個類別
[00:07:06.000 --> 00:07:09.000]  跟我們在舊約聖經裡看的歷史書
[00:07:09.000 --> 00:07:13.000]  好像《歷代志》和《列王記》
[00:07:13.000 --> 00:07:16.000]  是有一個明顯的分別
[00:07:16.000 --> 00:07:18.000]  因為歷史書說比較多的
[00:07:18.000 --> 00:07:20.000]  是國家的事情
[00:07:20.000 --> 00:07:22.000]  民族的事情
[00:07:22.000 --> 00:07:24.000]  介紹到不同的君王
[00:07:24.000 --> 00:07:26.000]  不同的朝代
[00:07:26.000 --> 00:07:28.000]  大概有什麼事情發生
[00:07:28.000 --> 00:07:30.000]  《先知書》
[00:07:30.000 --> 00:07:32.000]  就會比較多提出
[00:07:32.000 --> 00:07:35.000]  上帝是怎樣來吩咐
[00:07:35.000 --> 00:07:37.000]  上帝給了什麼訊息
[00:07:37.000 --> 00:07:39.000]  來到當時的人
[00:07:39.000 --> 00:07:41.000]  包括了審判的訊息
[00:07:41.000 --> 00:07:43.000]  或者是安慰的訊息
[00:07:43.000 --> 00:07:47.000]  而《先知書》最多用的詞彙就是
[00:07:47.000 --> 00:07:49.000]  「耶和華如此說」
[00:07:49.000 --> 00:07:52.000]  然後所有的人就要聽著
[00:07:52.000 --> 00:07:54.000]  無論是歷史書
[00:07:54.000 --> 00:07:56.000]  或者是《先知書》
[00:07:56.000 --> 00:08:00.000]  說的都好像是比較偉大的東西
[00:08:00.000 --> 00:08:02.000]  未必是這麼靠近的
[00:08:02.000 --> 00:08:05.000]  而《智慧文學》就靠近很多
[00:08:05.000 --> 00:08:07.000]  而且是個人很多的
[00:08:07.000 --> 00:08:09.000]  所以我們會看到
[00:08:09.000 --> 00:08:11.000]  在《智慧文學》當中
[00:08:11.000 --> 00:08:13.000]  說很多都是個人
[00:08:13.000 --> 00:08:16.000]  可能跟神之間的一些互動
[00:08:16.000 --> 00:08:19.000]  或者是比較個人化的一種體驗
[00:08:19.000 --> 00:08:22.000]  所以在《智慧文學》裡面
[00:08:22.000 --> 00:08:24.000]  有四樣東西我們要記住
[00:08:24.000 --> 00:08:25.000]  如果不是的話
[00:08:25.000 --> 00:08:30.000]  很多時候我們就會誤解了經文的意思
[00:08:30.000 --> 00:08:34.000]  第一個《智慧文學》的特點就是
[00:08:34.000 --> 00:08:36.000]  它有實用的取向
[00:08:36.000 --> 00:08:38.000]  就像我剛才提到的
[00:08:38.000 --> 00:08:40.000]  跟個人的生活是有關的
[00:08:40.000 --> 00:08:42.000]  也提醒我們做抉擇的時候
[00:08:42.000 --> 00:08:44.000]  我們是根據什麼的準則
[00:08:44.000 --> 00:08:46.000]  當我們看全道書
[00:08:46.000 --> 00:08:48.000]  看這個真言的時候
[00:08:48.000 --> 00:08:51.000]  就會看到很多很多這些抉擇的原則
[00:08:51.000 --> 00:08:54.000]  這些是很實用的取向
[00:08:54.000 --> 00:08:56.000]  第二個的特點
[00:08:56.000 --> 00:08:59.000]  就是提醒我們要對神有倚靠
[00:08:59.000 --> 00:09:02.000]  雖然在《智慧文學》裡面
[00:09:02.000 --> 00:09:04.000]  沒有很詳細的介紹
[00:09:04.000 --> 00:09:06.000]  上帝的本質
[00:09:06.000 --> 00:09:09.000]  祂有什麼特別的地方
[00:09:09.000 --> 00:09:11.000]  不是這麼多提及
[00:09:11.000 --> 00:09:14.000]  但是在整個《智慧文學》裡面
[00:09:14.000 --> 00:09:15.000]  就讓我們知道
[00:09:15.000 --> 00:09:18.000]  人生各種的變化
[00:09:18.000 --> 00:09:20.000]  有很多地方是我們解不明白的
[00:09:20.000 --> 00:09:23.000]  是有很多的奧秘在裡面的
[00:09:23.000 --> 00:09:26.000]  人的智慧是很有限的
[00:09:26.000 --> 00:09:29.000]  我們需要來去承認這件事
[00:09:29.000 --> 00:09:30.000]  然後我們要知道
[00:09:30.000 --> 00:09:33.000]  將我們的生命交給神
[00:09:33.000 --> 00:09:35.000]  來去倚靠祂
[00:09:35.000 --> 00:09:38.000]  當我們能夠有這樣的認識
[00:09:38.000 --> 00:09:39.000]  有這樣的發現
[00:09:39.000 --> 00:09:42.000]  我們就會得到真正的智慧
[00:09:42.000 --> 00:09:45.000]  因為神就是真正智慧的源頭
[00:09:45.000 --> 00:09:48.000]  所以在真言第九章第十節裡面
[00:09:48.000 --> 00:09:51.000]  有一句非常出名的金句
[00:09:51.000 --> 00:09:52.000]  我們經常都會背的
[00:09:52.000 --> 00:09:53.000]  是什麼呢?
[00:09:53.000 --> 00:09:56.000]  敬畏耶和華是智慧的開端
