
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹,平安
[00:00:02.000 --> 00:00:06.000]  讓我們開始的時候,我們先來一個祈禱吧
[00:00:06.000 --> 00:00:12.000]  主耶穌,我們很感謝祢,因為祢常常接著聖經來跟我們講說話
[00:00:12.000 --> 00:00:16.000]  求祢這個時候,就將祢的話語放在我們的心裡面
[00:00:16.000 --> 00:00:22.000]  幫助我們,使我們不要忘記祢在我們身上的恩惠
[00:00:22.000 --> 00:00:26.000]  敬畏祢,侍奉祢,忠心傳揚祢的名
[00:00:26.000 --> 00:00:28.000]  禱告奉主耶穌基督的聖名
[00:00:28.000 --> 00:00:30.000]  阿們
[00:00:30.000 --> 00:00:34.000]  最近,我想大家都聽到了
[00:00:34.000 --> 00:00:40.000]  澳洲政府又叫我們去打新冠疫苗的加強劑
[00:00:40.000 --> 00:00:42.000]  為什麼這樣呢?
[00:00:42.000 --> 00:00:44.000]  因為這個疫苗真的有些作用
[00:00:44.000 --> 00:00:48.000]  是可以防止病毒的入侵
[00:00:48.000 --> 00:00:53.000]  我想在座之中,亦都有人感染過這個疾病
[00:00:53.000 --> 00:01:01.000]  發覺打了新冠疫苗之後,確實是好一點,可以減低我們患病時候的嚴重性
[00:01:01.000 --> 00:01:05.000]  所以現在政府又鼓勵我們去打新冠疫苗
[00:01:05.000 --> 00:01:08.000]  今天我們所讀的那段經文
[00:01:08.000 --> 00:01:15.000]  其實馬可亦都是為他的讀者來打預防新冠疫苗
[00:01:15.000 --> 00:01:19.000]  使他們知道,身為一位福音使者
[00:01:19.000 --> 00:01:22.000]  他們將要面對的心路歷程
[00:01:22.000 --> 00:01:27.000]  亦可以說是一份全福音的衰枝
[00:01:27.000 --> 00:01:31.000]  今年是我們教會的全福音年
[00:01:31.000 --> 00:01:33.000]  對我們信徒來說
[00:01:33.000 --> 00:01:37.000]  我們積極了太久,亦都需要加強一下
[00:01:37.000 --> 00:01:42.000]  所以我會分三點跟大家一起講一下
[00:01:42.000 --> 00:01:44.000]  第一點就是說
[00:01:44.000 --> 00:01:50.000]  我們是需要勇於面對被拒絕
[00:01:50.000 --> 00:01:54.000]  現在耶穌回到祂的家鄉
[00:01:54.000 --> 00:01:56.000]  祂的家鄉就是拿撒勒
[00:01:56.000 --> 00:01:59.000]  在第一第二節就說到
[00:01:59.000 --> 00:02:01.000]  祂準備在那裡行神蹟
[00:02:01.000 --> 00:02:03.000]  來教導人
[00:02:03.000 --> 00:02:06.000]  但是很遺憾
[00:02:06.000 --> 00:02:11.000]  祂家鄉的父老兄弟對祂的反應很冷淡
[00:02:11.000 --> 00:02:13.000]  我們中國人都有句說話
[00:02:13.000 --> 00:02:16.000]  依感還鄉是一件光榮的事
[00:02:16.000 --> 00:02:20.000]  一定會受到鄉親的歡迎
[00:02:20.000 --> 00:02:25.000]  因為大家可以分享這份榮耀,對不對?
[00:02:25.000 --> 00:02:28.000]  但是耶穌的遭遇卻是相反的
[00:02:28.000 --> 00:02:31.000]  鄉親對他們非常冷淡
[00:02:31.000 --> 00:02:34.000]  雖然他們聽過祂的信息
[00:02:34.000 --> 00:02:37.000]  並且很稀奇祂的智慧
[00:02:37.000 --> 00:02:40.000]  但是祂對祂的身份卻是一點都不認識
[00:02:40.000 --> 00:02:42.000]  更加是嘲笑祂
[00:02:42.000 --> 00:02:44.000]  說祂只不過是一位木匠
[00:02:44.000 --> 00:02:47.000]  更加是一個女人叫做瑪利亞的兒子
[00:02:47.000 --> 00:02:51.000]  通常猶太人不會這樣來稱呼一個人
[00:02:51.000 --> 00:02:53.000]  通常是稱呼什麼?
[00:02:53.000 --> 00:02:56.000]  是一男子的兒子,對不對?
[00:02:56.000 --> 00:02:59.000]  就是說不會說是哪個女人的兒子
[00:02:59.000 --> 00:03:01.000]  因為這樣說的時候
[00:03:01.000 --> 00:03:06.000]  可能真的對祂有些歧見
[00:03:06.000 --> 00:03:10.000]  因為大家都知道
[00:03:10.000 --> 00:03:14.000]  他們的鄉親平日都見慣他們
[00:03:14.000 --> 00:03:15.000]  在他們中間的生活
[00:03:15.000 --> 00:03:17.000]  包括他們的弟兄姊妹
[00:03:17.000 --> 00:03:22.000]  所以耶穌只不過是他們鄰家的大男孩
[00:03:22.000 --> 00:03:26.000]  所謂英雄見慣是異常人
[00:03:26.000 --> 00:03:29.000]  法國前總統戴高樂也曾經說過
[00:03:29.000 --> 00:03:32.000]  如果沒有神秘就是沒有威信
[00:03:32.000 --> 00:03:37.000]  因為熟悉只會使人產生輕物
[00:03:37.000 --> 00:03:43.000]  所以無論是誰,在他貼身侍衛的眼裡都不是英雄
[00:03:43.000 --> 00:03:46.000]  反而人是注重什麼?
[00:03:46.000 --> 00:03:48.000]  人是注重人的出生
[00:03:48.000 --> 00:03:50.000]  所以在這裡你可以看到
[00:03:50.000 --> 00:03:55.000]  根本沒有人認為耶穌的職事就是從神而來
[00:03:55.000 --> 00:03:57.000]  這種先日為主的觀念
[00:03:57.000 --> 00:04:00.000]  經常會蒙蔽我們的眼睛
[00:04:00.000 --> 00:04:04.000]  也妨礙了我們對真理的認識
[00:04:04.000 --> 00:04:07.000]  鄉親們對耶穌的輕物
[00:04:07.000 --> 00:04:09.000]  我們大家都可以理解
[00:04:09.000 --> 00:04:12.000]  所以耶穌在第四節說
[00:04:12.000 --> 00:04:16.000]  其實是引用當時的一句俗語
[00:04:16.000 --> 00:04:21.000]  大凡先知除了本地親屬本家之外
[00:04:21.000 --> 00:04:24.000]  沒有畢地人尊敬
[00:04:24.000 --> 00:04:27.000]  所謂本地薑是不辣的
[00:04:27.000 --> 00:04:32.000]  我想大家都可能有同樣的經歷
[00:04:32.000 --> 00:04:36.000]  基督徒是很難與家人傳福音的
[00:04:36.000 --> 00:04:39.000]  因為他們對你太熟悉了
[00:04:39.000 --> 00:04:42.000]  他們知道你的弱點在哪裡
[00:04:42.000 --> 00:04:47.000]  他們會跟你說你根本就不像一個基督徒
[00:04:47.000 --> 00:04:50.000]  所以對你所說的東西
[00:04:50.000 --> 00:04:53.000]  他們根本就不會在意
[00:04:53.000 --> 00:04:56.000]  因為他們不明白什麼叫做「恩典」
[00:04:56.000 --> 00:05:00.000]  如果做到一百分才可以成為基督徒的話
[00:05:00.000 --> 00:05:05.000]  那世界上又有多少人可以成為基督徒呢?
[00:05:05.000 --> 00:05:09.000]  人只不過是一個罪人
[00:05:09.000 --> 00:05:12.000]  就像病人一樣
[00:05:12.000 --> 00:05:14.000]  有病才需要看醫生
[00:05:14.000 --> 00:05:17.000]  所以人只會信了耶穌之後
[00:05:17.000 --> 00:05:21.000]  才會做得最好
[00:05:21.000 --> 00:05:24.000]  保羅也曾經很後悔地說過
[00:05:24.000 --> 00:05:28.000]  他在《哥倫多後書》第五章裡說
[00:05:28.000 --> 00:05:32.000]  「所以我們從今以後是不憑外貌認人」
[00:05:32.000 --> 00:05:34.000]  雖然憑外貌認過基督
[00:05:34.000 --> 00:05:38.000]  如今卻不再這樣認他
[00:05:38.000 --> 00:05:41.000]  但我們也不用灰心
[00:05:41.000 --> 00:05:42.000]  為什麼呢?
[00:05:42.000 --> 00:05:45.000]  因為好像荷蘭的畫家
[00:05:45.000 --> 00:05:46.000]  大家都認識的
[00:05:46.000 --> 00:05:48.000]  他叫梵高
[00:05:48.000 --> 00:05:52.000]  他的父母對他畫畫
[00:05:52.000 --> 00:05:55.000]  都覺得是沒有用的
[00:05:55.000 --> 00:06:00.000]  更加對他的作品覺得這些東西是不用看的
[00:06:00.000 --> 00:06:03.000]  但大家都知道梵高的《星夜》
[00:06:03.000 --> 00:06:05.000]  那個《向日葵》
[00:06:05.000 --> 00:06:07.000]  我想大家都非常熟悉
[00:06:07.000 --> 00:06:10.000]  也是家傳戶曉
[00:06:10.000 --> 00:06:14.000]  並且對這個畫壇有很大的影響
[00:06:14.000 --> 00:06:17.000]  所以成為一個福音的使者
[00:06:17.000 --> 00:06:21.000]  就好像一個雅氣
[00:06:21.000 --> 00:06:23.000]  裡面有寶貝
[00:06:23.000 --> 00:06:26.000]  雖然雅氣的外表
[00:06:26.000 --> 00:06:28.000]  好像有瑕疵
[00:06:28.000 --> 00:06:29.000]  不完美
[00:06:29.000 --> 00:06:31.000]  但是裡面的寶貝
[00:06:31.000 --> 00:06:34.000]  卻是可以發出光輝
[00:06:34.000 --> 00:06:38.000]  照亮了這個世界
