
[00:00:00.000 --> 00:00:02.560]  我們再次同心圖告
[00:00:02.560 --> 00:00:07.940]  親愛的天父,多謝你賜下寶貴的壞語
[00:00:07.940 --> 00:00:11.020]  多謝你賜下寶貴的聖靈
[00:00:11.020 --> 00:00:12.540]  引導我們
[00:00:12.540 --> 00:00:14.080]  進入真理
[00:00:14.080 --> 00:00:17.400]  願上帝的恩典常與我們同在
[00:00:17.400 --> 00:00:21.500]  我特別在這裡求,我們不是單單求老,有很多的認識
[00:00:21.500 --> 00:00:24.840]  希望我們熱切去追求你的壞語
[00:00:24.840 --> 00:00:26.360]  為著要去遵行
[00:00:26.360 --> 00:00:27.900]  為著要去
[00:00:27.900 --> 00:00:29.700]  彰顯你的美善
[00:00:30.460 --> 00:00:32.260]  願主你帶領我們以下的時間
[00:00:32.260 --> 00:00:35.320]  以致無論講的聽的,同去蒙福
[00:00:35.320 --> 00:00:39.160]  聽我們的禱告,奉靠我救主,耶穌基督
[00:00:39.160 --> 00:00:40.700]  寶貴聖名去求
[00:00:40.700 --> 00:00:41.720]  阿們
[00:00:41.720 --> 00:00:46.080]  我們偶然會聽到一些企圖為末世
[00:00:46.080 --> 00:00:47.620]  去解碼的言論
[00:00:47.620 --> 00:00:49.140]  戰爭
[00:00:49.140 --> 00:00:53.240]  天災,氣候變化,這幾年的疫情等等
[00:00:53.240 --> 00:00:55.040]  引來很多對末日的預言
[00:00:55.040 --> 00:00:59.660]  我不知道大家抱著一個怎樣的態度去看這些徵兆或者預言
[00:01:00.420 --> 00:01:02.980]  我想最常見的有三種態度,第一
[00:01:02.980 --> 00:01:06.300]  很熱切,好奇,去推算
[00:01:06.300 --> 00:01:09.380]  可能會想,末世是不是真的很接近呢
[00:01:09.380 --> 00:01:11.160]  第二個
[00:01:11.160 --> 00:01:13.460]  等了千幾二千年
[00:01:13.460 --> 00:01:17.820]  反正聖經說,終末的日子只有天父才知道
[00:01:17.820 --> 00:01:19.860]  何必去推算,何必去理呢
[00:01:19.860 --> 00:01:22.180]  第三種
[00:01:22.180 --> 00:01:24.220]  可能是最多的就是
[00:01:24.220 --> 00:01:27.040]  我自己個人的生與死
[00:01:27.040 --> 00:01:29.860]  比世界的終末更加賣身
[00:01:30.120 --> 00:01:31.140]  更加盜慾
[00:01:31.140 --> 00:01:34.960]  無論我們抱著哪一種態度
[00:01:34.960 --> 00:01:40.320]  最關鍵的是究竟這個態度在建構我們一個怎樣的生活模式和取向
[00:01:40.320 --> 00:01:46.180]  真的讓我們知道末日的預兆為了趨吉避凶
[00:01:46.180 --> 00:01:49.000]  還是要更加好預備去見主面
[00:01:49.000 --> 00:01:52.580]  等了千幾二千年都還沒到
[00:01:52.580 --> 00:01:53.860]  算數吧
[00:01:53.860 --> 00:01:57.420]  還是仍然繼續隨時作準備
[00:01:59.220 --> 00:02:03.060]  我的生命的終結是為了成就我的理想
[00:02:03.060 --> 00:02:04.600]  還是我很努力
[00:02:04.600 --> 00:02:07.420]  跟上帝的計劃去結鏈
[00:02:07.420 --> 00:02:12.540]  所以其實最關鍵的是我們在建構一個怎樣的天國
[00:02:12.540 --> 00:02:17.400]  或者我們花一點時間去理解一下聖經裡面的天國觀是怎樣
[00:02:17.400 --> 00:02:20.980]  我想很多弟兄姊妹都聽過,已然未然
[00:02:20.980 --> 00:02:23.280]  already but not yet 的這個主題
[00:02:23.280 --> 00:02:29.180]  從廣義的角度去看,天國是指上帝的主權和統治
[00:02:29.940 --> 00:02:31.480]  從俠義的角度去看
[00:02:31.480 --> 00:02:34.540]  天國有濃烈的末世的色彩
[00:02:34.540 --> 00:02:39.160]  耶穌是舊約裡面預表的尼塞亞
[00:02:39.160 --> 00:02:41.460]  售高的君王拯救者
[00:02:41.460 --> 00:02:46.580]  所以當耶穌來到這個世界已經開始實現了上帝的應許
[00:02:46.580 --> 00:02:48.620]  對於我們今天的信徒
[00:02:48.620 --> 00:02:52.720]  耶穌基督已經為我們釘十架受死復活
[00:02:52.720 --> 00:02:55.020]  已經為我們存留基業
[00:02:55.020 --> 00:02:56.820]  許下了忠穆的承諾
[00:02:56.820 --> 00:02:58.860]  這是已經發生的
[00:02:59.380 --> 00:03:00.220]  是已然
[00:03:00.220 --> 00:03:01.220]  already
[00:03:01.220 --> 00:03:05.320]  但要等到主再來施行最後的審判
[00:03:05.320 --> 00:03:09.400]  才能實現忠穆的勝利和榮耀
[00:03:09.400 --> 00:03:10.940]  仍然未發生的
[00:03:10.940 --> 00:03:12.480]  我們叫未然
[00:03:12.480 --> 00:03:13.760]  but not yet
[00:03:13.760 --> 00:03:18.120]  信仰處於一個已然未然的狀態
[00:03:18.120 --> 00:03:23.240]  一方面當下我們經歷,順著之後生命被聖靈塗造改變
[00:03:23.240 --> 00:03:24.260]  確實
[00:03:24.260 --> 00:03:27.840]  上帝給我們有很多那樣的保守、公認
[00:03:28.600 --> 00:03:29.620]  但另一方面
[00:03:29.620 --> 00:03:32.180]  在我們等候的過程中
[00:03:32.180 --> 00:03:34.220]  很自然有各樣的挑戰
[00:03:34.220 --> 00:03:36.540]  可能我們會去問
[00:03:36.540 --> 00:03:38.580]  我們的苦難何時會完結
[00:03:38.580 --> 00:03:41.140]  為何我仍然是軟弱無力
[00:03:41.140 --> 00:03:44.460]  為何不公義的事一直在掌權
[00:03:44.460 --> 00:03:48.060]  為何有時上帝好像缺席不在
[00:03:48.060 --> 00:03:50.620]  上帝國究竟
[00:03:50.620 --> 00:03:52.920]  近在止赤還是遙不可及
[00:03:52.920 --> 00:03:56.760]  很想在今天的經文一同去思想學習
[00:03:57.520 --> 00:04:01.100]  我們會繼續看《路交福音》17章20-37節
[00:04:01.100 --> 00:04:05.460]  這段經文很清楚可以分開兩部分
[00:04:05.460 --> 00:04:08.540]  20-21節是第一部分
[00:04:08.540 --> 00:04:11.600]  22-37節是第二部分
[00:04:11.600 --> 00:04:14.680]  兩段經文的對象不一樣
[00:04:14.680 --> 00:04:19.280]  頭兩節是耶穌回應法利塞人的提問
[00:04:19.280 --> 00:04:21.320]  22節開始
[00:04:21.320 --> 00:04:23.880]  耶穌轉向門徒說話
[00:04:25.160 --> 00:04:27.980]  引發對話的是法利塞人問耶穌
[00:04:27.980 --> 00:04:29.000]  第20節
[00:04:29.000 --> 00:04:31.560]  神的國何時來到
[00:04:31.560 --> 00:04:35.660]  整段經文就是講述有關天國的事
[00:04:35.660 --> 00:04:38.220]  因為對象不一樣
[00:04:38.220 --> 00:04:39.240]  所以
[00:04:39.240 --> 00:04:42.060]  耶穌所講的主題都有些分別
[00:04:42.060 --> 00:04:47.440]  遠對猶壇的宗教領袖他們不接受耶穌所傳的福音
[00:04:47.440 --> 00:04:49.480]  耶穌要讓他們知道
[00:04:49.480 --> 00:04:52.540]  祂一直期待的彌賽亞其實近在止赤
[00:04:52.540 --> 00:04:54.600]  神國已經來臨了
[00:04:55.880 --> 00:04:58.440]  免得那群跟從耶穌的門徒
[00:04:58.440 --> 00:05:01.520]  耶穌知道祂自己很快要離世
[00:05:01.520 --> 00:05:04.340]  要免得這群門徒警醒等候
[00:05:04.340 --> 00:05:06.380]  當主在來的時候
[00:05:06.380 --> 00:05:08.940]  神的國就能完完全全地成全
[00:05:08.940 --> 00:05:12.780]  我們先看20-21節
[00:05:12.780 --> 00:05:15.080]  耶穌和法利塞人的對話
[00:05:15.080 --> 00:05:17.380]  法利塞人問
[00:05:17.380 --> 00:05:19.940]  神的國何時來到
[00:05:21.720 --> 00:05:25.820]  當時猶太人的末世觀和我們剛才講的以言未言是不一樣的
[00:05:25.820 --> 00:05:29.400]  猶太人把時間分為兩個時期
[00:05:29.400 --> 00:05:31.960]  今世是黑暗的時期
[00:05:31.960 --> 00:05:33.740]  末世是天國時期
[00:05:33.740 --> 00:05:36.560]  兩個時代是緊緊接連的
[00:05:36.560 --> 00:05:39.900]  分水嶺就是彌賽亞來到的時候
[00:05:39.900 --> 00:05:41.680]  神國就來了
[00:05:41.680 --> 00:05:43.220]  所以他們問
[00:05:43.220 --> 00:05:45.020]  神國何時來
[00:05:45.020 --> 00:05:47.580]  看耶穌怎麼回答他
[00:05:48.340 --> 00:05:52.700]  耶穌說神的國來到不是眼睛看得見
[00:05:52.700 --> 00:05:56.800]  人也不要說看看在這裡在那裡
[00:05:56.800 --> 00:06:01.660]  眼睛看得見可以很仔細地觀察
[00:06:01.660 --> 00:06:03.960]  當時猶太人
[00:06:03.960 --> 00:06:07.040]  很多人相信當神國榮耀降臨的時候
[00:06:07.040 --> 00:06:10.360]  一定有些很清晰很榮耀的徵兆
[00:06:10.360 --> 00:06:14.200]  所以很仔細地觀察一些很稀奇的事
[00:06:14.200 --> 00:06:17.020]  他甚至把彌賽亞的賢職
[00:06:17.280 --> 00:06:19.840]  用自己所見的去判斷
[00:06:19.840 --> 00:06:23.180]  神國究竟降臨在哪裡,什麼時候降臨
[00:06:23.180 --> 00:06:25.220]  但很諷刺地
[00:06:25.220 --> 00:06:28.020]  他們很仔細地觀察包括
[00:06:28.020 --> 00:06:29.820]  要抓耶穌的罷兵
[00:06:29.820 --> 00:06:33.400]  一直他們不知道原來更再指尺
