
[00:00:00.000 --> 00:00:05.480]  記得我們很多時候在這裏參加教會的頂尖會的婚禮
[00:00:05.480 --> 00:00:10.000]  婚禮常常都有
[00:00:10.000 --> 00:00:11.720]  婚禮之後
[00:00:11.720 --> 00:00:15.240]  以前很多時候有一個茶會
[00:00:15.240 --> 00:00:18.080]  這個茶會在四樓舉行
[00:00:18.080 --> 00:00:24.360]  這個茶會我們有時候還是年輕少年的時候很喜歡的
[00:00:24.360 --> 00:00:28.080]  因為裏面有很多茶點可以吃
[00:00:28.080 --> 00:00:31.720]  所以我們去完婚禮馬上跑去四樓
[00:00:31.720 --> 00:00:34.200]  準備一個好的位置去吃東西
[00:00:34.200 --> 00:00:35.360]  有時候
[00:00:35.360 --> 00:00:39.080]  就算那個婚禮我們都沒有認識過頂尖會
[00:00:39.080 --> 00:00:41.240]  我們都認識過茶會
[00:00:41.240 --> 00:00:43.880]  走去茶會一起吃東西
[00:00:43.880 --> 00:00:45.920]  我記得
[00:00:45.920 --> 00:00:55.240]  我記得我和一位弟兄還偷了他們合金膠杯的瓶子
[00:00:55.240 --> 00:00:59.120]  那瓶是什麼來的呢?那瓶是香檳
[00:00:59.120 --> 00:01:00.600]  放在旁邊
[00:01:00.600 --> 00:01:02.480]  還喝了那瓶
[00:01:02.480 --> 00:01:06.280]  當然小時候我們
[00:01:06.280 --> 00:01:07.880]  你説很調皮也好
[00:01:07.880 --> 00:01:09.400]  很會吃也好
[00:01:09.400 --> 00:01:11.960]  總是覺得在教會裏面都很開心
[00:01:11.960 --> 00:01:16.480]  這個情況大家好像都很包容
[00:01:16.480 --> 00:01:17.680]  大家也很開心
[00:01:17.680 --> 00:01:19.640]  在這樣的場合裏面
[00:01:20.080 --> 00:01:26.800]  剛才講到這段經文講到掃羅王要追殺大衛
[00:01:26.800 --> 00:01:30.480]  大衛就在這個情況裏面
[00:01:30.480 --> 00:01:32.720]  走進這個聖所裏面
[00:01:32.720 --> 00:01:33.520]  肚子餓
[00:01:33.520 --> 00:01:35.720]  連陳切餅也吃了
[00:01:35.720 --> 00:01:39.640]  這個不是一件開玩笑的事情
[00:01:39.640 --> 00:01:42.680]  但是也是一個挺有趣的事情
[00:01:42.680 --> 00:01:47.240]  大家記得我在講這個題目的注入新酒
[00:01:47.240 --> 00:01:51.280]  盼望我們從這個新酒、新皮袋裏面
[00:01:51.280 --> 00:01:54.720]  繼續去尋求神的心意
[00:01:54.720 --> 00:01:58.040]  希望我們都能夠在準備
[00:01:58.040 --> 00:02:00.880]  特別在疫情後的時代
[00:02:00.880 --> 00:02:08.440]  或者是在今天香港新的情況下
[00:02:08.440 --> 00:02:12.600]  究竟我們怎樣在教會繼續為主得人
[00:02:12.600 --> 00:02:13.640]  繼續我們準備好
[00:02:13.640 --> 00:02:20.280]  我們自己能夠成為一間可以更多人喜歡來的教會
[00:02:20.280 --> 00:02:23.640]  就好像昔日一個授杭傳裏面
[00:02:23.640 --> 00:02:28.280]  看到這班信徒他們自己的同心合意
[00:02:28.280 --> 00:02:31.600]  所以眾人都喜愛他們
[00:02:31.600 --> 00:02:33.920]  講這些就是教會以外的人
[00:02:33.920 --> 00:02:37.440]  更令到更多人歸向主
[00:02:37.440 --> 00:02:43.280]  大家記得我上次講到大衛開始要逃亡
[00:02:43.280 --> 00:02:46.560]  因為他打贏了哥利亞
[00:02:46.560 --> 00:02:48.800]  本來是一件為國爭光
[00:02:48.800 --> 00:02:51.920]  或者是拯救了當時一時的困難
[00:02:51.920 --> 00:02:55.080]  但是這個掃羅王妒忌大衛
[00:02:55.080 --> 00:02:58.960]  當這些百姓、婦女歡呼
[00:02:58.960 --> 00:03:03.640]  掃羅殺死千千
[00:03:03.640 --> 00:03:04.840]  大衛殺死萬萬
[00:03:04.840 --> 00:03:07.920]  好像不是很滿意
[00:03:07.920 --> 00:03:12.480]  再加上掃羅的精神有時恍惚
[00:03:12.480 --> 00:03:18.000]  發作就連續飛了兩支槍去大衛那邊
[00:03:18.000 --> 00:03:19.880]  大衛就避開了
[00:03:19.880 --> 00:03:23.840]  很久以前我都講大衛跟誰的關係
[00:03:23.840 --> 00:03:25.400]  記不記得
[00:03:25.400 --> 00:03:28.640]  都差不多一個月前了
[00:03:28.640 --> 00:03:29.720]  大衛跟約拿丹
[00:03:29.720 --> 00:03:30.640]  記不記得
[00:03:30.640 --> 00:03:34.440]  我們講到我們弟兄姊妹那種的情誼
[00:03:34.440 --> 00:03:38.760]  我們都很需要建立好弟兄姊妹的情誼
[00:03:38.760 --> 00:03:44.800]  準備讓人看到這是一個彼此相愛的教會
[00:03:44.800 --> 00:03:46.840]  吸引人來到我們當中
[00:03:46.840 --> 00:03:49.880]  約拿丹就很愛大衛
[00:03:49.880 --> 00:03:53.280]  知道父王要追殺他
[00:03:53.280 --> 00:03:58.480]  所以首先自己親自勸告掃羅王
[00:03:58.480 --> 00:03:59.840]  其實可不可以放下
[00:03:59.840 --> 00:04:03.000]  大衛都為你做了這麼多的事情
[00:04:03.000 --> 00:04:04.360]  能夠為國家
[00:04:04.360 --> 00:04:08.280]  為了以色列國可以增戰這麼多的聖像
[00:04:08.280 --> 00:04:10.560]  但是掃羅王不允許
[00:04:10.560 --> 00:04:15.720]  於是約拿丹就給了大衛一個暗號
[00:04:15.720 --> 00:04:17.320]  讓他快點逃走
[00:04:17.320 --> 00:04:20.680]  那天大衛的逃走是很匆忙的
[00:04:20.680 --> 00:04:23.160]  於是逃來逃去
[00:04:23.160 --> 00:04:27.760]  當然他之前已經逃走過一次
[00:04:27.760 --> 00:04:31.240]  避難去到薩姆爾那裡
[00:04:31.240 --> 00:04:32.640]  現在又去到別的地方
[00:04:32.640 --> 00:04:34.000]  我想給大家看一個圖片
[00:04:34.000 --> 00:04:36.000]  就是逃跑路線
[00:04:36.000 --> 00:04:42.040]  這個叫做《掃羅大衛的逃跑路線》
[00:04:42.040 --> 00:04:43.880]  但是不是完全的
[00:04:43.880 --> 00:04:45.680]  是講到今天這兩章
[00:04:45.680 --> 00:04:49.280]  21、22章裡面的內容
[00:04:49.280 --> 00:04:51.920]  大家看到今天剛才主席幫我們讀
[00:04:51.920 --> 00:04:54.440]  我們讀到一個地方叫做羅伯
[00:04:54.440 --> 00:04:58.360]  看到中間綠色的圈子嗎?
[00:04:58.360 --> 00:05:00.600]  這個很近尤薩蘭
[00:05:00.600 --> 00:05:04.160]  但是你看看之前在哪裡
[00:05:04.160 --> 00:05:08.400]  他之前是從哪裡來的?
[00:05:08.400 --> 00:05:12.320]  是一個拉瑪
[00:05:12.320 --> 00:05:15.600]  他曾經從薩蘭基利比一直跟他拉瑪
[00:05:15.600 --> 00:05:17.800]  因為之前開始
[00:05:17.800 --> 00:05:20.160]  素來第一次想追殺他
[00:05:20.160 --> 00:05:23.040]  他找了誰來拉瑪?
[00:05:23.040 --> 00:05:25.120]  薩姆爾
[00:05:25.120 --> 00:05:27.520]  但是保得一時不保得一世
[00:05:27.520 --> 00:05:30.400]  所以不要連累薩姆爾
[00:05:30.400 --> 00:05:34.200]  他就離開了
[00:05:34.200 --> 00:05:36.200]  這次就去到羅伯
[00:05:36.200 --> 00:05:39.000]  接著其實一會兒會講到
[00:05:39.000 --> 00:05:42.440]  阿希米勒祭司的地方
[00:05:42.440 --> 00:05:45.720]  可以說這是一個回眸的地方
[00:05:45.720 --> 00:05:47.800]  接著很快就
[00:05:47.800 --> 00:05:50.000]  今天讀經文最後一節
[00:05:50.000 --> 00:05:51.240]  就講到加特
[00:05:51.240 --> 00:05:53.840]  加特這個地方就是菲利士的地方
[00:05:53.840 --> 00:05:56.640]  走到外面的人的地方
[00:05:56.640 --> 00:05:59.440]  去到這個地方其實很危險的
[00:05:59.440 --> 00:06:02.400]  剛剛才打完菲利士人之前
[00:06:02.400 --> 00:06:05.080]  大家都記得這個大衛薩佐哥利亞
[00:06:05.080 --> 00:06:06.960]  所以有人可能認得他
[00:06:06.960 --> 00:06:09.360]  所以他就馬上裝傻裝瘋
[00:06:09.360 --> 00:06:11.280]  在這裡瞞騙
[00:06:11.280 --> 00:06:13.920]  於是馬上就走了
[00:06:13.920 --> 00:06:15.680]  去到阿蘭杜蘭
[00:06:15.680 --> 00:06:17.000]  沒有圈子的那個是一個洞
[00:06:17.000 --> 00:06:19.200]  接著最後跑到什麼地方?
[00:06:19.200 --> 00:06:21.480]  最遠那個右邊在哪裡?
[00:06:21.480 --> 00:06:22.120]  摩訶
[00:06:22.120 --> 00:06:24.760]  是另一個地方一個國家
[00:06:24.760 --> 00:06:25.920]  為什麼要跑到摩訶?
[00:06:25.920 --> 00:06:29.040]  跟它有什麼關係?
[00:06:29.040 --> 00:06:33.200]  大家覺得大衛跟摩訶有什麼關係?
[00:06:33.200 --> 00:06:35.200]  它的泰瑪
[00:06:35.200 --> 00:06:38.560]  泰瑪是誰?
[00:06:38.560 --> 00:06:39.800]  路德
[00:06:39.800 --> 00:06:41.440]  路德記的路德
[00:06:41.440 --> 00:06:45.800]  所以可能回到泰瑪的地方
[00:06:45.800 --> 00:06:47.480]  可能都有些幫助
[00:06:47.480 --> 00:06:50.200]  這裡講到一直這樣跑來跑去
[00:06:50.200 --> 00:06:51.720]  最後都可以跑到
[00:06:51.720 --> 00:06:54.360]  不知道去到哪個樹底下
[00:06:54.360 --> 00:06:59.080]  今天就想讓大家知道逃跑的情況
[00:06:59.080 --> 00:07:02.280]  不過今天主要集中在羅伯這個地方
[00:07:02.280 --> 00:07:03.960]  今天講的題目就是
[00:07:03.960 --> 00:07:07.400]  「注入新酒使人得力的教會」
[00:07:07.400 --> 00:07:12.880]  掃羅已經出了重價要殺害大衛
[00:07:12.880 --> 00:07:14.200]  要拿他的頭顱
[00:07:14.200 --> 00:07:17.520]  所以殺大衛成為了國家的通緝
[00:07:17.520 --> 00:07:19.880]  一個國家公開的事情
[00:07:19.880 --> 00:07:22.640]  公然去做的
[00:07:22.640 --> 00:07:26.720]  所以大衛逃命逃亡得很倉促
[00:07:26.720 --> 00:07:28.360]  沒有時間去執拾
[00:07:28.360 --> 00:07:29.440]  沒有任何計劃
[00:07:29.440 --> 00:07:31.280]  前路茫茫
[00:07:31.280 --> 00:07:33.440]  所以去哪呢?
[00:07:33.440 --> 00:07:34.600]  我覺得大衛很有趣
[00:07:34.600 --> 00:07:37.800]  他每次想到這樣的危機的時候
[00:07:37.800 --> 00:07:41.800]  都會聯繫跟神有些關係
[00:07:41.800 --> 00:07:44.280]  先知薩姆爾
[00:07:44.280 --> 00:07:49.160]  神所選召的人找薩姆爾
[00:07:49.160 --> 00:07:51.640]  現在薩姆爾不去
[00:07:51.640 --> 00:07:52.960]  就找祭司
[00:07:52.960 --> 00:07:55.080]  找在這些聖所
[00:07:55.080 --> 00:07:56.680]  在一些會幕的地方
[00:07:56.680 --> 00:07:59.480]  那裡都是神聖的地方
[00:07:59.480 --> 00:08:01.440]  人都好像會這樣
[00:08:01.440 --> 00:08:03.880]  有些艱難 有些困難的時候
[00:08:03.880 --> 00:08:06.720]  一直都在外面打滾
[00:08:06.720 --> 00:08:08.040]  但是有些難處的時候
[00:08:08.040 --> 00:08:09.520]  有時候想想
[00:08:09.520 --> 00:08:12.520]  曾經小時候聽過聖經的
[00:08:12.520 --> 00:08:14.240]  去過教會的
[00:08:14.240 --> 00:08:18.040]  曾經學校有聖經堂的
[00:08:18.040 --> 00:08:21.200]  不如去一間教會回來
[00:08:21.200 --> 00:08:23.680]  或者去一個這樣的地方
[00:08:23.680 --> 00:08:25.040]  看看會怎樣
[00:08:25.040 --> 00:08:27.000]  看看情況是如何
[00:08:27.000 --> 00:08:28.000]  我們不知道會怎樣
[00:08:28.000 --> 00:08:33.720]  不過無緣無故就好像來到教會裡面
[00:08:33.720 --> 00:08:35.000]  有時就是有很多這樣的人
[00:08:35.000 --> 00:08:36.520]  出現在教會裡面
[00:08:36.520 --> 00:08:37.320]  我講的是
[00:08:37.320 --> 00:08:39.760]  注入新酒使人得力的教會
[00:08:39.760 --> 00:08:41.280]  我很怕看這個教會
[00:08:41.280 --> 00:08:42.800]  讓這些人來到
[00:08:42.800 --> 00:08:46.600]  都能夠上去飽飽的得著力量的
[00:08:46.600 --> 00:08:47.960]  分開三方面
[00:08:47.960 --> 00:08:51.160]  第一就是使大衛得力的聖所
[00:08:51.160 --> 00:08:55.120]  第二方面就是使多億的人名
[00:08:55.120 --> 00:08:57.720]  得勢的聖所
[00:08:57.720 --> 00:09:03.800]  第三方面是使人得力的今日的教會
[00:09:03.800 --> 00:09:05.560]  好 第一方面我們講回
[00:09:05.560 --> 00:09:07.280]  使大衛得力的聖所
[00:09:07.280 --> 00:09:08.840]  講回一些小小的背景
[00:09:08.840 --> 00:09:13.680]  哈希米勒是一個大祭司
[00:09:13.680 --> 00:09:16.720]  可能大家都不太記得他的名字
[00:09:16.720 --> 00:09:18.440]  不過你會記得
[00:09:18.440 --> 00:09:23.880]  撒姆爾記有一個祭司很出名的
[00:09:23.880 --> 00:09:25.480]  除了撒姆爾之外
[00:09:25.480 --> 00:09:29.680]  就是他小時候在那裡居住的
[00:09:29.680 --> 00:09:32.840]  誰呀 以利
[00:09:32.840 --> 00:09:36.760]  以利的後裔
[00:09:36.760 --> 00:09:38.280]  可能是孫子之類的
[00:09:38.280 --> 00:09:41.560]  這個就是第十二任的祭司
[00:09:41.560 --> 00:09:45.360]  以利家族仍然是在做祭司的家族
[00:09:45.360 --> 00:09:47.680]  好 這是哈希米勒
[00:09:47.680 --> 00:09:50.080]  這個地點是羅伯
[00:09:50.080 --> 00:09:51.960]  這個地點比較少聽
[00:09:51.960 --> 00:09:55.320]  你通常聽這個會幕
[00:09:55.320 --> 00:09:59.520]  在這個未有聖殿之前會幕在什麼地方呢
[00:09:59.520 --> 00:10:02.360]  可能大家聽過這個侍羅的會幕
