
[00:00:00.000 --> 00:00:02.520]  相信大家都同意
[00:00:02.520 --> 00:00:06.080]  基督徒當信了主之後
[00:00:06.080 --> 00:00:10.200]  都經常返主日崇拜
[00:00:10.200 --> 00:00:12.600]  亦因為這個緣故
[00:00:12.600 --> 00:00:15.080]  在我們的信仰生活裏面
[00:00:15.080 --> 00:00:20.400]  主日崇拜是我們最熟悉的信仰生活
[00:00:20.400 --> 00:00:22.680]  一個信仰的活動
[00:00:22.680 --> 00:00:25.600]  這是一件美事
[00:00:25.600 --> 00:00:30.000]  但是無病有時亦都在這裏產生
[00:00:30.000 --> 00:00:33.080]  就是因為太熟了
[00:00:33.080 --> 00:00:35.440]  太習以為常了
[00:00:35.440 --> 00:00:37.760]  可能慢慢慢慢
[00:00:37.760 --> 00:00:40.520]  我們都不是很懂得
[00:00:40.520 --> 00:00:43.840]  怎樣去敬拜主
[00:00:43.840 --> 00:00:47.600]  不是很懂得怎樣在主日崇拜中
[00:00:47.600 --> 00:00:50.520]  將最好的呈獻給主
[00:00:50.520 --> 00:00:54.680]  因為這個活動實在太熟了
[00:00:54.680 --> 00:00:58.680]  所以今天很想和弟兄姊妹互勵互勉
[00:00:58.680 --> 00:01:03.360]  我們可以怎樣更好的去敬拜神
[00:01:03.360 --> 00:01:07.360]  將神所當得的榮耀 重讚 感謝
[00:01:07.360 --> 00:01:10.760]  我們透過我們這個微小的生命
[00:01:10.760 --> 00:01:12.560]  呈獻給祂
[00:01:12.560 --> 00:01:15.400]  所以我們需要學習一下
[00:01:15.400 --> 00:01:17.240]  怎樣去敬拜主
[00:01:17.240 --> 00:01:18.760]  來尊崇神
[00:01:18.760 --> 00:01:20.960]  今早我就很想和弟兄姊妹
[00:01:20.960 --> 00:01:23.960]  在這方面稍微的思想
[00:01:23.960 --> 00:01:26.480]  和一起學習
[00:01:26.480 --> 00:01:28.040]  因為我都很相信
[00:01:28.040 --> 00:01:31.360]  我自己在敬拜的路上
[00:01:31.360 --> 00:01:33.480]  都是一個學習者
[00:01:33.480 --> 00:01:36.080]  所以求主幫助我們
[00:01:36.080 --> 00:01:38.760]  當我們思想到這個課題的時候
[00:01:38.760 --> 00:01:40.640]  我想最好的就是我們
[00:01:40.640 --> 00:01:44.080]  回到主耶穌的話語裏面
[00:01:44.080 --> 00:01:45.520]  我們所敬拜的主
[00:01:45.520 --> 00:01:46.800]  神的兒子耶穌基督
[00:01:46.800 --> 00:01:49.080]  祂的教導是最好
[00:01:49.080 --> 00:01:51.040]  亦都是最清晰的
[00:01:51.040 --> 00:01:53.280]  所以今早思想這個課題的時候
[00:01:53.280 --> 00:01:56.000]  怎樣更好的敬拜父上帝呢
[00:01:56.000 --> 00:01:57.840]  讓我們去聽一下
[00:01:57.840 --> 00:02:00.800]  耶穌基督給我們的訓誨
[00:02:00.800 --> 00:02:02.280]  剛才我們所讀的經文是
[00:02:02.280 --> 00:02:07.040]  約翰福音的四章二十三到二十四節
[00:02:07.040 --> 00:02:09.160]  在這裏耶穌基督就很清楚的
[00:02:09.160 --> 00:02:11.640]  告訴我們屬主的人聽
[00:02:11.640 --> 00:02:15.600]  怎樣去敬拜父上帝
[00:02:15.600 --> 00:02:17.160]  大家看回第四章就知道
[00:02:17.160 --> 00:02:19.800]  耶穌基督是在撒瑪利亞這個地方
[00:02:19.800 --> 00:02:22.360]  遇到一個婦人和她交談
[00:02:22.360 --> 00:02:25.040]  在最佳這個地方這個城
[00:02:25.040 --> 00:02:27.160]  和她談活水的問題
[00:02:27.160 --> 00:02:28.800]  談著談著的時候
[00:02:28.800 --> 00:02:31.840]  就談到是敬拜的問題
[00:02:31.840 --> 00:02:33.520]  因為這位婦人就說
[00:02:33.520 --> 00:02:35.640]  我們的祖宗就在這個山上敬拜
[00:02:35.640 --> 00:02:38.920]  為甚麼你們說敬拜要在耶路撒冷
[00:02:38.920 --> 00:02:40.560]  耶穌就告訴你
[00:02:40.560 --> 00:02:42.040]  其實時候將到
[00:02:42.040 --> 00:02:43.880]  敬拜不是在你們這個山
[00:02:43.880 --> 00:02:45.880]  亦都不是在耶路撒冷
[00:02:45.880 --> 00:02:47.880]  而是怎樣去敬拜
[00:02:47.880 --> 00:02:52.320]  是從心靈和誠實去敬拜神
[00:02:52.320 --> 00:02:55.960]  這個才是最重要
[00:02:55.960 --> 00:02:58.760]  所以透過耶穌基督這番說話
[00:02:58.760 --> 00:03:03.760]  今天我們彼此勉勵學習這個功課
[00:03:03.760 --> 00:03:06.080]  每一周我們都回來
[00:03:06.080 --> 00:03:08.560]  很熟悉的主日崇拜
[00:03:08.560 --> 00:03:12.480]  但我們是否真的懂得敬拜主呢?
[00:03:12.480 --> 00:03:15.600]  讓我們聽回耶穌基督對我們的提醒
[00:03:15.600 --> 00:03:22.560]  那真正拜父的是要用心靈和誠實拜他
[00:03:22.560 --> 00:03:25.680]  因為父要這樣的人拜他
[00:03:25.680 --> 00:03:27.240]  所以在這裡我們很清楚的
[00:03:27.240 --> 00:03:29.520]  耶穌基督提醒我們
[00:03:29.520 --> 00:03:33.240]  是兩方面的去很好的敬拜主
[00:03:33.240 --> 00:03:37.360]  一個就是要用心靈去敬拜主
[00:03:37.360 --> 00:03:42.320]  而另一方面就是要用誠實的去敬拜主
[00:03:42.320 --> 00:03:46.120]  那甚麼叫做心靈去敬拜主呢?
[00:03:46.120 --> 00:03:48.880]  心靈就是指我們的心
[00:03:48.880 --> 00:03:51.840]  我們的生命的心心處
[00:03:51.840 --> 00:03:56.200]  心靈亦是我們和神可以相交的地方
[00:03:56.200 --> 00:03:59.360]  是我們可以和神交往的一個地方
[00:03:59.360 --> 00:04:04.040]  更加是我們生命的重點、中樞點
[00:04:04.040 --> 00:04:05.600]  耶穌基督提醒我們
[00:04:05.600 --> 00:04:09.080]  我們敬拜就是用我們心靈的心處
[00:04:09.080 --> 00:04:13.360]  這個真我去敬拜上帝
[00:04:13.360 --> 00:04:18.040]  是從裡頭走出來敬拜上帝
[00:04:18.040 --> 00:04:19.720]  所以換句話說
[00:04:19.720 --> 00:04:22.120]  我們不單止是人來到這個禮拜堂
[00:04:22.120 --> 00:04:23.920]  這個聖殿裡面
[00:04:23.920 --> 00:04:27.080]  我們的心真的要在這裡
[00:04:27.080 --> 00:04:27.960]  如果不是的時候
[00:04:27.960 --> 00:04:31.360]  人在但是所謂心不在呢?
[00:04:31.360 --> 00:04:33.400]  其實我們是沒有用心靈去敬拜主的
[00:04:33.400 --> 00:04:34.160]  因為為甚麼?
[00:04:34.160 --> 00:04:37.360]  可能我們心是在想這樣想那樣
[00:04:37.360 --> 00:04:38.520]  不知走了去哪裡
