
[00:00:00.000 --> 00:00:05.520]  我們說路德記不單止是一個猶太人
[00:00:05.520 --> 00:00:08.820]  和一個外邦女子的一段婚姻
[00:00:08.820 --> 00:00:14.260]  也是代表耶穌基督和教會的關係
[00:00:14.260 --> 00:00:16.300]  上一次我們說了
[00:00:16.300 --> 00:00:20.540]  是波亞斯主動來認識路德
[00:00:20.540 --> 00:00:24.100]  就像是神主動揀選我們一樣
[00:00:24.100 --> 00:00:26.100]  但是在今章的書中
[00:00:26.100 --> 00:00:28.580]  我們會見到路德的回應
[00:00:28.580 --> 00:00:32.540]  路德向波亞斯有回應
[00:00:32.540 --> 00:00:34.420]  就像我們基督徒
[00:00:34.420 --> 00:00:39.300]  都很需要和耶穌基督建立一個關係
[00:00:39.300 --> 00:00:45.620]  路德不單止只希望得到從波亞斯而來的祝福
[00:00:45.620 --> 00:00:47.140]  得到好處
[00:00:47.140 --> 00:00:49.340]  上一章書我們已經見到
[00:00:49.340 --> 00:00:52.940]  波亞斯給了他一衣法的大物
[00:00:52.940 --> 00:00:56.320]  但是路德不是只得到
[00:00:56.320 --> 00:01:00.620]  波亞斯給他的恩惠,給他的祝福就滿足
[00:01:00.620 --> 00:01:02.940]  他希望得到什麼?
[00:01:02.940 --> 00:01:05.940]  他希望得到波亞斯自己
[00:01:05.940 --> 00:01:08.700]  得到波亞斯本人,對不對?
[00:01:08.700 --> 00:01:12.380]  得到波亞斯就能得到波亞斯的一切
[00:01:12.380 --> 00:01:14.020]  所有的一切
[00:01:14.020 --> 00:01:16.460]  和我們基督徒都是一樣
[00:01:16.460 --> 00:01:21.020]  很多人只是希望得到從神而來的祝福
[00:01:21.020 --> 00:01:22.860]  從神而來的恩惠
[00:01:22.860 --> 00:01:24.940]  從神而來的施雨
[00:01:24.940 --> 00:01:29.960]  而忘記了我們需要得到施雨者的本身
[00:01:29.960 --> 00:01:33.580]  這是非常之重要的
[00:01:33.580 --> 00:01:37.900]  今天跟大家講一共有五點
[00:01:37.900 --> 00:01:39.340]  第一點就是
[00:01:39.340 --> 00:01:42.460]  路德和波亞斯會面
[00:01:42.460 --> 00:01:43.700]  第二點
[00:01:43.700 --> 00:01:46.500]  他和波亞斯立約
[00:01:46.500 --> 00:01:47.820]  第三點
[00:01:47.820 --> 00:01:50.620]  他是聽從波亞斯的話
[00:01:50.620 --> 00:01:52.060]  第四點
[00:01:52.060 --> 00:01:55.460]  波亞斯再次給路德有禮物
[00:01:55.460 --> 00:01:57.020]  然後第五點
[00:01:57.020 --> 00:02:00.900]  他就是等待波亞斯作供
[00:02:00.900 --> 00:02:03.020]  我們先看第一點
[00:02:03.020 --> 00:02:07.540]  就是路德再一次和波亞斯見面
[00:02:07.540 --> 00:02:10.020]  這次應該是第二次
[00:02:10.020 --> 00:02:11.740]  經文告訴我們
[00:02:11.740 --> 00:02:14.060]  在路德記的三章十節
[00:02:14.060 --> 00:02:18.780]  當時有很多男士都對路德有興趣
[00:02:18.780 --> 00:02:22.380]  這個外邦的女子想娶他為妻
[00:02:22.380 --> 00:02:27.740]  但是只有近親的舊屬才能夠
[00:02:27.740 --> 00:02:31.100]  將以利米納的地贖回來
[00:02:31.100 --> 00:02:34.540]  不是任何人都可以娶路德為妻
[00:02:34.540 --> 00:02:36.860]  幫他贖回的地回來
[00:02:36.860 --> 00:02:39.180]  就好像我們都是一樣
[00:02:39.180 --> 00:02:42.020]  在這個世上有很多的假宗教
[00:02:42.020 --> 00:02:44.100]  有很多的偶像
[00:02:44.100 --> 00:02:46.620]  等著我們來接受他們
[00:02:46.620 --> 00:02:49.300]  希望我們得到我們的注意力
[00:02:49.300 --> 00:02:52.220]  但是世上只有一位的真神
[00:02:52.220 --> 00:02:55.020]  是配受我們的敬拜
[00:02:55.020 --> 00:02:57.860]  納俄米知道
[00:02:57.860 --> 00:02:59.940]  波亞斯那天的夜晚
[00:02:59.940 --> 00:03:02.060]  就會去到打谷場
[00:03:02.060 --> 00:03:05.100]  來收割、打谷
[00:03:05.100 --> 00:03:07.260]  所以他就和路德說
[00:03:07.260 --> 00:03:09.860]  你要準備好自己
[00:03:09.860 --> 00:03:12.780]  然後去到打谷場
[00:03:12.780 --> 00:03:16.740]  因為波亞斯會逗留在打谷場
[00:03:16.740 --> 00:03:18.980]  整晚逗留在打谷場
[00:03:18.980 --> 00:03:21.100]  他說你要準備好自己
[00:03:21.100 --> 00:03:26.100]  有四件事納俄米叫路德要準備好
[00:03:26.100 --> 00:03:27.820]  這四件事
[00:03:27.820 --> 00:03:29.580]  都是我們基督徒
[00:03:29.580 --> 00:03:32.980]  在等候耶穌基督再次回來的時候
[00:03:32.980 --> 00:03:36.060]  需要作好的準備
[00:03:36.060 --> 00:03:37.780]  第一點是什麼?
[00:03:37.780 --> 00:03:39.980]  是要潔淨自己
[00:03:39.980 --> 00:03:42.620]  中東和近東的地方
[00:03:42.620 --> 00:03:45.020]  天氣非常炎熱
[00:03:45.020 --> 00:03:46.740]  很多的灰塵
[00:03:46.740 --> 00:03:49.820]  需要時時來洗澡
[00:03:49.820 --> 00:03:52.020]  但是水源是有限的
[00:03:52.020 --> 00:03:53.620]  來這些地方
[00:03:53.620 --> 00:03:56.620]  摩西的律法是叫猶太人
[00:03:56.620 --> 00:03:58.020]  在重要的節日
[00:03:58.020 --> 00:04:00.300]  在重要的事情之前
[00:04:00.300 --> 00:04:03.060]  都要沐浴更衣
[00:04:03.060 --> 00:04:06.860]  在創世紀的三十五章一至三節
[00:04:06.860 --> 00:04:08.180]  事實上
[00:04:08.180 --> 00:04:11.540]  納俄米叫路德所做的事
[00:04:11.540 --> 00:04:14.340]  其實是一個新娘子為自己
[00:04:14.340 --> 00:04:18.140]  預備出嫁的時候所做的
[00:04:18.140 --> 00:04:20.780]  我們其實都是一樣
[00:04:20.780 --> 00:04:25.100]  如果我們要和耶穌基督有個更加親密的關係
[00:04:25.100 --> 00:04:29.860]  我們都需要時刻來潔淨自己
[00:04:29.860 --> 00:04:33.740]  就好像詩篇的一百十九篇第九節
[00:04:33.740 --> 00:04:34.540]  經文說
[00:04:34.540 --> 00:04:38.620]  少年人用什麼潔淨他的行為呢?
[00:04:38.620 --> 00:04:42.060]  是要遵行你的話
[00:04:42.060 --> 00:04:44.820]  我們怎樣能夠潔淨自己?
[00:04:44.820 --> 00:04:46.940]  就是透過神的話語
[00:04:46.940 --> 00:04:49.060]  能夠潔淨自己
[00:04:49.060 --> 00:04:53.180]  這個就好像哥倫多後書的七章一節也說
[00:04:53.180 --> 00:04:54.740]  潔淨自己
[00:04:54.740 --> 00:04:58.460]  除去身體靈魂一切的污穢
[00:04:58.460 --> 00:04:59.860]  敬畏神
[00:04:59.860 --> 00:05:01.860]  不以成聖
[00:05:01.860 --> 00:05:04.220]  我們時時都說一個基督徒
[00:05:04.220 --> 00:05:05.860]  我們得救了之後
[00:05:05.860 --> 00:05:09.340]  我前些時才說羅馬書
[00:05:09.340 --> 00:05:11.620]  羅馬書說我們因信稱義
[00:05:11.620 --> 00:05:14.460]  我們是被神稱為一個異人
[00:05:14.460 --> 00:05:17.060]  不是說被神稱為異人之後
[00:05:17.060 --> 00:05:18.580]  就翹起雙手
[00:05:18.580 --> 00:05:20.020]  抖抖腳
[00:05:20.020 --> 00:05:23.180]  等耶穌基督回來迎接我們
[00:05:23.180 --> 00:05:26.620]  我們在這個時候需要潔淨自己
[00:05:26.620 --> 00:05:28.620]  得以成聖
[00:05:28.620 --> 00:05:30.540]  一個基督徒
[00:05:30.540 --> 00:05:34.020]  被神稱為異人稱義之後需要成聖
[00:05:34.020 --> 00:05:35.940]  你不要以為沒有事做
[00:05:35.940 --> 00:05:40.180]  我們要靠著神的話語來不斷潔淨自己
[00:05:40.180 --> 00:05:42.860]  這個就是成聖
[00:05:42.860 --> 00:05:44.180]  但是很可惜
[00:05:44.180 --> 00:05:47.260]  我聽過有很多基督徒的家庭
[00:05:47.260 --> 00:05:49.460]  都有很多的抽屜
[00:05:49.460 --> 00:05:51.220]  有很多的衣櫃
[00:05:51.220 --> 00:05:53.820]  裡面有很多東西不能見人
[00:05:53.820 --> 00:05:57.020]  他們不願意為神打開
[00:05:57.020 --> 00:05:59.700]  我們要是潔淨自己
[00:05:59.700 --> 00:06:01.660]  無論是物質上
[00:06:01.660 --> 00:06:03.820]  無論是內心
[00:06:03.820 --> 00:06:06.660]  我們都需要潔淨自己
[00:06:06.660 --> 00:06:10.660]  等候主的在來
[00:06:10.660 --> 00:06:12.020]  在舊約
[00:06:12.020 --> 00:06:14.020]  神和祭司說
[00:06:14.020 --> 00:06:16.060]  你們要潔淨自己
[00:06:16.060 --> 00:06:19.460]  然後才來到我的面前
[00:06:19.460 --> 00:06:22.260]  如果祭司不潔淨自己
[00:06:22.260 --> 00:06:25.220]  隨時會被神擊殺
[00:06:25.220 --> 00:06:28.060]  出埃及記的第三十章
[00:06:28.060 --> 00:06:31.660]  猶太人知道自己需要守潔心清
[00:06:31.660 --> 00:06:34.060]  來到是敬拜神
[00:06:34.060 --> 00:06:35.500]  但是很可惜
[00:06:35.500 --> 00:06:37.420]  今時今日的基督徒
[00:06:37.420 --> 00:06:39.460]  很多時候犯了罪
[00:06:39.460 --> 00:06:41.180]  還未認罪悔改
[00:06:41.180 --> 00:06:43.980]  就來到神的面前敬拜
[00:06:43.980 --> 00:06:46.220]  甚至是侍奉神
[00:06:46.220 --> 00:06:48.180]  其實是很危險的
[00:06:48.180 --> 00:06:50.220]  很多時候我們的敬拜
[00:06:50.220 --> 00:06:53.260]  很多時候我們的侍奉
[00:06:53.260 --> 00:06:55.700]  都是非常空洞
[00:06:55.700 --> 00:06:58.300]  非常循例式
[00:06:58.300 --> 00:07:00.100]  這樣的敬拜
[00:07:00.100 --> 00:07:01.460]  這樣的侍功
[00:07:01.460 --> 00:07:04.780]  是不能得到從神而來的力量
[00:07:04.780 --> 00:07:07.980]  是不能得到從神而來的祝福
[00:07:07.980 --> 00:07:09.260]  我們要很小心
[00:07:09.260 --> 00:07:11.300]  我們要去到神的面前
[00:07:11.300 --> 00:07:13.540]  來潔淨自己
[00:07:13.540 --> 00:07:16.340]  正如《雅各書》第四章
[00:07:16.340 --> 00:07:18.500]  第七至八節
[00:07:18.500 --> 00:07:22.700]  說:「你們親近神,神必親近你們;
[00:07:22.700 --> 00:07:25.980]  有罪的人,要潔淨你的手;
[00:07:25.980 --> 00:07:30.260]  心懷意義的人,要清潔你的心。」
[00:07:30.260 --> 00:07:33.020]  有沒有見到《雅各書》提醒我們
[00:07:33.020 --> 00:07:35.540]  要裡外合一
[00:07:35.540 --> 00:07:39.020]  手潔心清來到神的面前
[00:07:39.020 --> 00:07:40.940]  當我們犯罪的時候
[00:07:40.940 --> 00:07:43.140]  所以使徒約翰
[00:07:43.140 --> 00:07:46.140]  在約翰一書的一章九節說
[00:07:46.140 --> 00:07:48.700]  你們若認自己的罪
[00:07:48.700 --> 00:07:51.420]  神是信實的,是公義的
[00:07:51.420 --> 00:07:53.820]  必要赦免我們的罪
[00:07:53.820 --> 00:07:56.980]  洗淨我們一切的不義
[00:07:56.980 --> 00:07:58.140]  當我們犯了罪
[00:07:58.140 --> 00:08:01.300]  我們要再一次認罪悔改
[00:08:01.300 --> 00:08:07.260]  手潔心清來到神的面前
[00:08:07.260 --> 00:08:09.980]  第一點,我們要潔淨自己
[00:08:09.980 --> 00:08:12.860]  第二點,《拿額米教》、《路德》
[00:08:12.860 --> 00:08:15.860]  是要高沒自己
[00:08:15.860 --> 00:08:18.860]  香油在東方的地方
[00:08:18.860 --> 00:08:21.420]  那些人時時都會用香油
[00:08:21.420 --> 00:08:23.980]  來保護他們的皮膚
[00:08:23.980 --> 00:08:26.620]  來護理他們的皮膚
[00:08:26.620 --> 00:08:29.140]  香油是有香味的
[00:08:29.140 --> 00:08:31.340]  就像香水一樣
[00:08:31.340 --> 00:08:34.340]  就像現在的婦女在塗香水一樣
[00:08:34.340 --> 00:08:37.780]  很多時新娘都會在自己的身上
[00:08:37.780 --> 00:08:39.420]  塗香油
[00:08:39.420 --> 00:08:41.780]  就像《雅歌》裡面
[00:08:41.780 --> 00:08:42.660]  記不記得
[00:08:42.660 --> 00:08:44.500]  舒拉蜜這位新娘
[00:08:44.500 --> 00:08:47.860]  在自己的身上塗上香膏
[00:08:47.860 --> 00:08:49.420]  在《聖經》裡面
[00:08:49.420 --> 00:08:54.380]  油就是時常用來比喻聖靈
[00:08:54.380 --> 00:08:56.180]  我們每一個基督徒
[00:08:56.180 --> 00:09:00.500]  我們身上都應該有聖靈在我們身上
[00:09:00.500 --> 00:09:03.820]  如果聖靈是代表香膏的話
[00:09:03.820 --> 00:09:06.100]  就是說我們每個人都應該
[00:09:06.100 --> 00:09:10.180]  在我們身上發出耶穌基督的香氣
[00:09:10.180 --> 00:09:13.140]  這就是《哥倫多後書》的二章
[00:09:13.140 --> 00:09:15.220]  十五節告訴我們
[00:09:15.220 --> 00:09:17.380]  當我們有聖靈在我們身上
[00:09:17.380 --> 00:09:20.700]  我們應該發出耶穌基督的香氣
[00:09:20.700 --> 00:09:23.380]  在《馬太福音》的二十五章
[00:09:23.380 --> 00:09:25.740]  說到有十個童女
[00:09:25.740 --> 00:09:29.180]  他們等待耶穌基督的回來
[00:09:29.180 --> 00:09:31.380]  但是有五個童女
[00:09:31.380 --> 00:09:33.340]  燈裡面有沒有油?
[00:09:33.340 --> 00:09:34.500]  是沒有油
[00:09:34.500 --> 00:09:36.220]  只有五個童女
[00:09:36.220 --> 00:09:37.500]  燈裡面有油
[00:09:37.500 --> 00:09:39.940]  是給新郎接去的
[00:09:39.940 --> 00:09:42.740]  你說還有那五個童女
[00:09:42.740 --> 00:09:45.580]  為什麼燈裡面沒有油?
[00:09:45.580 --> 00:09:47.460]  如果你不說自己是基督徒
[00:09:47.460 --> 00:09:49.740]  你為什麼會等耶穌基督回來?
[00:09:49.740 --> 00:09:51.860]  你為什麼會等新郎回來?
[00:09:51.860 --> 00:09:55.020]  你就是認為自己是基督徒,是嗎?
[00:09:55.020 --> 00:09:57.420]  但是如果你是燈裡面沒有油
[00:09:57.420 --> 00:10:00.020]  就是說你沒有聖靈在你裡面
[00:10:00.020 --> 00:10:00.980]  是沒有用的
[00:10:00.980 --> 00:10:04.820]  耶穌基督回來,你是不會被接去的
[00:10:04.820 --> 00:10:09.420]  我們怎麼知道我們身上有沒有聖靈?
[00:10:09.420 --> 00:10:10.580]  很容易的
[00:10:10.580 --> 00:10:14.620]  你讀聖經,看看你自己是否明白聖經
[00:10:14.620 --> 00:10:16.380]  聖經告訴我們
[00:10:16.380 --> 00:10:18.380]  聖靈是會光照我們
[00:10:18.380 --> 00:10:21.340]  以致我們能夠明白神的話語
[00:10:21.340 --> 00:10:23.060]  你又要問問自己
[00:10:23.060 --> 00:10:26.500]  經常在你的生命當中有沒有一個微小的聲音
[00:10:26.500 --> 00:10:29.500]  經常提醒你應該要怎麼做
[00:10:29.500 --> 00:10:30.940]  你說有啊,牧師
[00:10:30.940 --> 00:10:34.340]  時時都提醒我應該怎麼做的,聖靈
[00:10:34.340 --> 00:10:37.340]  喂,是否做你自己想做的事?
[00:10:37.340 --> 00:10:40.780]  還是教你聖經叫你做的事?
[00:10:40.780 --> 00:10:43.220]  喂,如果你有一個微小的聲音
[00:10:43.220 --> 00:10:45.180]  叫你做你自己想做的事
[00:10:45.180 --> 00:10:48.140]  這個可能是撒旦的試探,是嗎?
[00:10:48.140 --> 00:10:50.140]  但是如果有一個微小的聲音
[00:10:50.140 --> 00:10:52.700]  不斷提醒你聖經的話語
[00:10:52.700 --> 00:10:56.180]  這個才是聖靈在你身上
[00:10:56.180 --> 00:10:58.780]  如果你不覺得有聖靈在你身上
[00:10:58.780 --> 00:11:01.900]  你需要監察一下你自己的信心
[00:11:01.900 --> 00:11:06.220]  看看你自己是否一個真正相信的人
[00:11:06.220 --> 00:11:09.300]  耶穌基督在世上的時候
[00:11:09.300 --> 00:11:13.260]  都是被聖靈高沒來做他的侍公
[00:11:13.260 --> 00:11:14.900]  如果我們想想
[00:11:14.900 --> 00:11:18.940]  無罪的耶穌基督都需要聖靈的力量
[00:11:18.940 --> 00:11:23.500]  何況我們這些世人、這些罪人
[00:11:23.500 --> 00:11:27.340]  我們更加需要聖靈來幫助我們
[00:11:27.340 --> 00:11:29.460]  聖靈能夠幫助我們做什麼?
[00:11:29.460 --> 00:11:33.940]  幫助我們禱告羅馬書的八章二十六節
[00:11:33.940 --> 00:11:37.860]  幫助我們裡面的人能夠剛強起來
[00:11:37.860 --> 00:11:40.500]  而忽所書的二章十八節
