
[00:00:00.000 --> 00:00:02.560]  踏入春季
[00:00:02.560 --> 00:00:04.160]  記錄春季
[00:00:04.160 --> 00:00:08.000]  到處都很美
[00:00:08.000 --> 00:00:09.760]  到處都很漂亮
[00:00:09.760 --> 00:00:11.760]  如果你要看櫻花呢
[00:00:11.760 --> 00:00:13.760]  如果你想看櫻花呢
[00:00:13.760 --> 00:00:16.640]  只有今天和明天
[00:00:16.640 --> 00:00:18.400]  只是今天和明天
[00:00:18.400 --> 00:00:21.120]  因為下星期一下雨就什麼都沒有了
[00:00:21.120 --> 00:00:23.600]  下個星期一下雨就什麼都沒有了
[00:00:23.600 --> 00:00:26.800]  多倫多要看櫻花有很多地方
[00:00:26.800 --> 00:00:29.440]  多倫多看櫻花有很多地方
[00:00:29.440 --> 00:00:31.840]  你可以去多倫多大學
[00:00:31.840 --> 00:00:33.840]  可以去多倫多大學
[00:00:33.840 --> 00:00:36.240]  無論是士嘉堡的校園
[00:00:36.240 --> 00:00:38.640]  不管是士嘉堡的校園
[00:00:38.640 --> 00:00:40.400]  多倫多的市中心的校園
[00:00:40.400 --> 00:00:42.000]  都有很多櫻花樹給你看
[00:00:42.000 --> 00:00:43.520]  還是在市中心的校園
[00:00:43.520 --> 00:00:44.800]  都有很多櫻花看
[00:00:44.800 --> 00:00:47.280]  你說我想去看遠一點
[00:00:47.280 --> 00:00:48.640]  說我想去遠一點
[00:00:48.640 --> 00:00:50.880]  還是遠一點就去High Park
[00:00:50.880 --> 00:00:52.880]  遠一點就是在High Park
[00:00:52.880 --> 00:00:55.360]  很多東西只要在你身邊
[00:00:55.360 --> 00:00:58.720]  隨時你要欣賞就有得給你欣賞
[00:00:58.720 --> 00:01:00.640]  很多東西你喜歡欣賞
[00:01:00.640 --> 00:01:02.880]  就在周圍你就知道欣賞
[00:01:02.880 --> 00:01:04.800]  其實侍奉都一樣
[00:01:04.800 --> 00:01:06.320]  其實侍奉也一樣
[00:01:06.320 --> 00:01:07.520]  很多的侍奉
[00:01:07.520 --> 00:01:10.000]  你想侍奉多到你不堪
[00:01:10.000 --> 00:01:12.000]  隨時在你身邊都會出現
[00:01:12.000 --> 00:01:13.760]  很多侍奉你想侍奉
[00:01:13.760 --> 00:01:15.680]  在身邊很多都會有
[00:01:15.680 --> 00:01:17.920]  只不過你年復年月復月
[00:01:17.920 --> 00:01:18.960]  你習慣了之後
[00:01:18.960 --> 00:01:20.560]  你就覺得沒什麼特別了
[00:01:20.560 --> 00:01:22.960]  不過你是年復一年日復一日
[00:01:22.960 --> 00:01:25.040]  在身邊你就覺得沒有什麼特別的了
[00:01:25.040 --> 00:01:27.360]  但基督徒是很不同的
[00:01:27.360 --> 00:01:29.120]  但作為基督徒就很不一樣
[00:01:29.120 --> 00:01:33.120]  因為基督徒有一個很不同的一雙眼睛
[00:01:33.120 --> 00:01:35.440]  因為基督徒有一雙很不一樣的眼睛
[00:01:35.440 --> 00:01:38.720]  從一個不同的生命帶來給我們去看到
[00:01:38.720 --> 00:01:40.960]  從一個不同的生命裡給我們看見
[00:01:40.960 --> 00:01:43.600]  即使很多是習以為常的事
[00:01:43.600 --> 00:01:45.200]  即使是習以為常的事情
[00:01:45.200 --> 00:01:51.040]  你都可以看出當中上帝要你所侍奉的工作是什麼
[00:01:51.040 --> 00:01:54.880]  你也能看出當中上帝讓你去侍奉的是什麼
[00:01:54.880 --> 00:01:57.520]  最近看新聞在香港的時候
[00:01:57.520 --> 00:02:00.480]  很多人就很留意這件事情
[00:02:00.480 --> 00:02:03.040]  最近在香港發生了一件事情
[00:02:03.040 --> 00:02:06.080]  香港有一個媽媽43歲
[00:02:06.080 --> 00:02:08.240]  香港有一個媽媽43歲
[00:02:08.240 --> 00:02:10.000]  因為她患了腎衰竭
[00:02:10.000 --> 00:02:13.040]  她患了腎衰竭
[00:02:13.040 --> 00:02:16.080]  然後肝又敗壞了 死了
[00:02:16.080 --> 00:02:17.520]  肝也敗壞了
[00:02:17.520 --> 00:02:20.960]  就很需要求一個人去捐一個肝給她
[00:02:20.960 --> 00:02:24.240]  很需要一個捐肝的人給她
[00:02:24.240 --> 00:02:27.040]  等了一段時間
[00:02:27.040 --> 00:02:32.640]  在最臨急臨亡的最後緊張的時候
[00:02:32.640 --> 00:02:36.480]  有一個很重要的機會來到了
[00:02:36.480 --> 00:02:40.080]  有一個人剛剛死去
[00:02:40.080 --> 00:02:42.880]  有一個很適合她的肝
[00:02:42.880 --> 00:02:45.360]  可以捐給這個媽媽
[00:02:45.360 --> 00:02:53.040]  不過死者的家人說不喜歡 不想捐了
[00:02:53.040 --> 00:02:56.720]  因為中國人有一個觀念
[00:02:56.720 --> 00:03:00.480]  要死都要有全屍
[00:03:00.480 --> 00:03:03.360]  插她口說 我無所謂的
[00:03:03.360 --> 00:03:06.320]  我和我師母說 適合拿去洗
[00:03:06.320 --> 00:03:10.240]  我就不一樣了 跟師母說合適就拿去用吧
[00:03:10.240 --> 00:03:14.560]  於是又沒有了一個得到移植肝的機會
[00:03:14.560 --> 00:03:18.000]  這樣就失去一個得到肝的機會
[00:03:18.000 --> 00:03:21.840]  最後一個禮拜 她已經進入昏迷狀態的時候
[00:03:21.840 --> 00:03:23.840]  最後進入昏迷狀態的時候
[00:03:23.840 --> 00:03:24.880]  就在這個時候
[00:03:24.880 --> 00:03:25.600]  在這個時候
[00:03:25.600 --> 00:03:30.160]  有一個28歲的做環保公司的文員
[00:03:30.160 --> 00:03:33.920]  有一個28歲的做環保公司的一個文員
[00:03:33.920 --> 00:03:35.760]  他不認識這個病者
[00:03:35.760 --> 00:03:37.040]  他不認識這個病人
[00:03:37.040 --> 00:03:41.120]  但是他願意經過一輪的檢查之後
[00:03:41.120 --> 00:03:43.120]  經過一輪檢查之後
[00:03:43.120 --> 00:03:46.000]  他就在香港同樣的時間
[00:03:46.000 --> 00:03:48.080]  他就決定將他的肝
[00:03:48.080 --> 00:03:50.720]  活人的肝去捐給這個媽媽
[00:03:50.720 --> 00:03:54.080]  他就決定將他自己的肝捐給這個媽媽
[00:03:54.080 --> 00:03:55.600]  而且不是捐一半
[00:03:55.600 --> 00:03:56.800]  而不是捐一半
[00:03:56.800 --> 00:03:58.800]  是捐三分之二
[00:03:58.800 --> 00:04:00.480]  捐三分之二
[00:04:00.480 --> 00:04:02.800]  根據現在醫學最先進度
[00:04:02.800 --> 00:04:04.640]  如果你只剩下三分之一的肝
[00:04:04.640 --> 00:04:06.080]  都還可以生存的
[00:04:06.080 --> 00:04:08.080]  根據現在當今的醫學
[00:04:08.080 --> 00:04:09.920]  如果你得到三分之一的肝
[00:04:09.920 --> 00:04:11.360]  你就能夠生存
[00:04:11.360 --> 00:04:12.800]  這個女孩28歲
[00:04:12.800 --> 00:04:15.520]  她說要捐肝給這個媽媽的時候
[00:04:15.520 --> 00:04:17.120]  她的家人都反對
[00:04:17.120 --> 00:04:20.160]  當這個女孩決定將肝捐給這個病人的時候
[00:04:20.160 --> 00:04:21.760]  她的家人都反對
[00:04:21.760 --> 00:04:23.360]  特別是她的爸爸
[00:04:23.360 --> 00:04:25.040]  又不認識他
[00:04:25.040 --> 00:04:26.320]  為什麼要冒這樣的風險
[00:04:26.320 --> 00:04:28.320]  但是她說爸爸
[00:04:28.320 --> 00:04:31.040]  我可以幫你一個人
[00:04:31.040 --> 00:04:32.160]  為什麼我不願意呢
[00:04:32.160 --> 00:04:33.600]  她說我可以幫到一個人
[00:04:33.600 --> 00:04:34.560]  為什麼不願意呢
[00:04:34.560 --> 00:04:36.240]  最後她真的做了這個手術
[00:04:36.240 --> 00:04:37.600]  最後她真的做了手術
[00:04:37.600 --> 00:04:41.120]  將自己三分之二的肝捐了給這個病患者
[00:04:41.120 --> 00:04:43.920]  將自己三分之二的肝捐給了這個病患者
[00:04:43.920 --> 00:04:46.160]  昨天的消息她都很健康
[00:04:46.160 --> 00:04:48.160]  昨天的消息她很健康
[00:04:48.160 --> 00:04:50.400]  醫生說她大約四至六個星期之後
[00:04:50.400 --> 00:04:52.400]  肝就會長出來
[00:04:52.400 --> 00:04:54.400]  醫生說四到六個星期之後
[00:04:54.400 --> 00:04:56.400]  肝就會長出來
[00:04:56.400 --> 00:05:00.240]  然後現在這個病者這個媽媽又甦醒了
[00:05:00.240 --> 00:05:01.280]  這個媽媽呢
[00:05:01.280 --> 00:05:02.720]  這個媽媽呢 俊枕也甦醒了
[00:05:02.720 --> 00:05:05.360]  這件事給我有很深的反思
[00:05:05.360 --> 00:05:07.600]  這件事給我有很深的反思
[00:05:07.600 --> 00:05:10.400]  反思究竟我們作為基督徒
[00:05:10.400 --> 00:05:12.400]  反思是作為一個基督徒
[00:05:12.400 --> 00:05:17.120]  我們怎樣去和上帝同工一起去侍奉呢
[00:05:17.120 --> 00:05:20.080]  我們怎樣去和上帝同工一起去侍奉呢
[00:05:20.080 --> 00:05:21.600]  今天的教會
[00:05:21.600 --> 00:05:22.800]  今天的教會
[00:05:22.800 --> 00:05:25.440]  經常就想很多古靈精怪的活動
[00:05:25.440 --> 00:05:27.200]  經常就想一些古靈精怪的活動
[00:05:27.200 --> 00:05:29.200]  去吸引人進來教會
[00:05:29.200 --> 00:05:30.720]  吸引人進來
[00:05:30.720 --> 00:05:32.640]  但是原來侍奉主
[00:05:32.640 --> 00:05:33.680]  但是原來侍奉主
[00:05:33.680 --> 00:05:35.040]  與神同工
[00:05:35.040 --> 00:05:35.680]  與神同工
[00:05:35.680 --> 00:05:37.200]  與聖靈同行呢
[00:05:37.200 --> 00:05:37.920]  與聖靈同行
[00:05:37.920 --> 00:05:40.560]  是你不需要做很多奇形怪狀
[00:05:40.560 --> 00:05:40.560]  是你不需要做很多奇形怪狀
[00:05:40.560 --> 00:05:42.160]  譁眾取寵的事
[00:05:42.160 --> 00:05:44.480]  是不需要做一些奇形怪狀
[00:05:44.480 --> 00:05:45.200]  譁眾取寵的事
[00:05:45.200 --> 00:05:49.040]  上帝隨時在你和我
