
[00:00:00.000 --> 00:00:06.000]  郭榮鏗議員
[00:00:30.000 --> 00:00:31.800]  回到崇基禮拜堂
[00:00:31.800 --> 00:00:34.440]  真的有些人在
[00:00:34.440 --> 00:00:38.000]  其實也挺開心
[00:00:38.000 --> 00:00:40.520]  2020年
[00:00:40.520 --> 00:00:43.400]  奧斯卡的最佳電影
[00:00:43.400 --> 00:00:51.120]  得獎作品是南韓的《上流寄生族》
[00:00:51.120 --> 00:00:54.000]  內容大致是這樣的
[00:00:54.000 --> 00:00:56.480]  當然會有少許劇透
[00:00:56.480 --> 00:01:01.600]  如果很怕劇透就要掩著耳朵
[00:01:01.600 --> 00:01:07.600]  內容大致是一個家庭
[00:01:07.600 --> 00:01:11.200]  因著種種社會的原因
[00:01:11.200 --> 00:01:13.200]  他們生活下來
[00:01:13.200 --> 00:01:16.720]  就是活在一個社會底層裏面
[00:01:16.720 --> 00:01:21.400]  是社會底層裏面很貧窮的家庭
[00:01:21.400 --> 00:01:24.400]  從電影的畫面來說
[00:01:24.400 --> 00:01:28.160]  這個家庭真的活在底層裏面
[00:01:28.160 --> 00:01:31.600]  他們原先活在街道
[00:01:31.600 --> 00:01:37.800]  街道的地面下一層的地下室裏面
[00:01:37.800 --> 00:01:40.520]  劇情一路發展
[00:01:40.520 --> 00:01:45.120]  後來他們和另一個貧窮的家庭
[00:01:45.120 --> 00:01:48.400]  去爭奪一個富有人家
[00:01:48.400 --> 00:01:51.320]  一個很隱蔽的地下室
[00:01:51.320 --> 00:01:55.280]  他們爭奪那個空間
[00:01:55.280 --> 00:01:56.880]  最殘酷的爭奪
[00:01:56.880 --> 00:02:00.360]  原來發生在貧窮的人之間
[00:02:00.360 --> 00:02:07.960]  他們爭奪一個難得的寄居或寄生的位置
[00:02:07.960 --> 00:02:11.360]  這個貧窮的家庭
[00:02:11.360 --> 00:02:14.320]  父母、兄妹
[00:02:14.320 --> 00:02:18.320]  其實他們各自有種種謀生的技能
[00:02:18.320 --> 00:02:20.000]  只要你給他們有機會
[00:02:20.000 --> 00:02:23.640]  其實他們發揮得很好
[00:02:23.640 --> 00:02:25.920]  但是社會的制度
[00:02:25.920 --> 00:02:30.840]  就是劃下一條無形的界線
[00:02:30.840 --> 00:02:34.600]  一道很難越過的界線
[00:02:34.600 --> 00:02:38.680]  一道窮人和富人之間的界線
[00:02:38.680 --> 00:02:42.320]  他們就是沒辦法越過這個界線
[00:02:42.320 --> 00:02:45.680]  於是他們由始至終
[00:02:45.680 --> 00:02:49.240]  都只能夠是社會裏面最底層的人
[00:02:49.240 --> 00:02:56.320]  靠寄生於那些富有人家而活下去
[00:02:56.320 --> 00:02:58.240]  那套戲裏面的爸爸
[00:02:58.240 --> 00:03:04.920]  說了一句令人很值得我們去深思的一句話
[00:03:04.920 --> 00:03:13.080]  他說「如果我有錢,我都是一個好人」
[00:03:13.080 --> 00:03:16.240]  後來這位爸爸因為抵受不了
[00:03:16.240 --> 00:03:22.320]  那個有錢人厭惡他身上的氣味
[00:03:22.320 --> 00:03:27.640]  那個氣味是一種窮人洗不掉的寒酸味
[00:03:27.640 --> 00:03:30.320]  他抵受不了那個有錢人
[00:03:30.320 --> 00:03:32.880]  厭惡他這一股氣味
[00:03:32.880 --> 00:03:36.080]  他就殺了那個有錢人
[00:03:36.080 --> 00:03:40.040]  之後這位爸爸就只能夠隱藏在
[00:03:40.040 --> 00:03:43.680]  那個富有人家的屋裏面
[00:03:43.680 --> 00:03:46.080]  一個不為人知的地下室裏面
[00:03:46.080 --> 00:03:52.040]  他更加沒辦法擺脫他的存在的特有的氣味
[00:03:52.040 --> 00:03:55.640]  只能夠更加深的
[00:03:55.640 --> 00:04:00.880]  成為一個依附上流人家的寄生蟲
[00:04:00.880 --> 00:04:05.480]  他的兒子在外面的世界
[00:04:05.480 --> 00:04:08.360]  知道他的爸爸藏在那個地下室裏面
[00:04:08.360 --> 00:04:09.880]  他知道的
[00:04:09.880 --> 00:04:13.880]  那個兒子的渴望就是有一天成為有錢人
[00:04:13.880 --> 00:04:17.760]  然後買了那間豪宅
[00:04:17.760 --> 00:04:20.800]  我們知道這個兒子的夢
[00:04:20.800 --> 00:04:24.440]  是永遠不會實現的
[00:04:24.440 --> 00:04:28.640]  就著這個劇情我們思考三個問題
[00:04:28.640 --> 00:04:30.360]  第一
[00:04:30.360 --> 00:04:34.720]  就是一種依附他人的生存的狀態
[00:04:34.720 --> 00:04:39.040]  是不是真的不能夠打破的呢?
[00:04:39.040 --> 00:04:41.000]  第二
[00:04:41.000 --> 00:04:43.800]  是不是真的要做一個有錢人
[00:04:43.800 --> 00:04:46.880]  才能夠做一個好人呢?
[00:04:46.880 --> 00:04:50.680]  面對貧窮所帶來的逆境
[00:04:50.680 --> 00:04:57.040]  是不是真的不能夠有道德上上進的可能呢?
[00:04:57.040 --> 00:05:01.040]  是不是一定要回到一個寄生於他人的
[00:05:01.040 --> 00:05:04.320]  那種生存的狀態裏面呢?
[00:05:04.320 --> 00:05:07.040]  這是第二個問題
[00:05:07.040 --> 00:05:10.720]  第三個問題就是就著以上的整個劇情
[00:05:10.720 --> 00:05:15.680]  我們問一個最後的問題
[00:05:15.680 --> 00:05:18.520]  一個形而上學的問題
