
[00:00:00.000 --> 00:00:01.760]  我們上個星期開始
[00:00:01.760 --> 00:00:05.760]  就藉著一本書叫做《教會動力大轉化》
[00:00:05.760 --> 00:00:08.560]  去討論門徒訓練的問題
[00:00:08.560 --> 00:00:11.020]  但有大部分組長
[00:00:11.020 --> 00:00:14.560]  你們會第二針才拿到這本書
[00:00:14.560 --> 00:00:16.900]  因為這本書已經給我們埋斷了
[00:00:16.900 --> 00:00:20.720]  我們要等到第二針才可以拿到給你們
[00:00:20.720 --> 00:00:24.560]  在我們參考這本書的時候
[00:00:24.560 --> 00:00:25.860]  我們上個星期提到
[00:00:25.860 --> 00:00:28.160]  教會存在的目的
[00:00:28.160 --> 00:00:30.100]  就是門徒訓練
[00:00:30.100 --> 00:00:33.760]  跟你介紹一下怎麼說 就是門徒訓練
[00:00:33.760 --> 00:00:37.300]  也說了什麼叫做門徒的定義
[00:00:37.300 --> 00:00:39.100]  但今天我們就要提到
[00:00:39.100 --> 00:00:41.600]  是怎樣去幫助人去成長呢
[00:00:41.600 --> 00:00:44.200]  在這幅圖表裏面雖然不是很清晰
[00:00:44.200 --> 00:00:45.560]  但不重要
[00:00:45.560 --> 00:00:49.100]  馬上我們才進入到慢慢的仔細講解
[00:00:49.100 --> 00:00:52.360]  作者提到一個人的數量生命的成長
[00:00:52.360 --> 00:00:55.000]  有五個的階段
[00:00:55.000 --> 00:00:57.860]  第一個階段是死亡期
[00:00:57.860 --> 00:00:59.320]  因為他們未信耶穌
[00:00:59.320 --> 00:01:03.560]  在數量生命裏面是一個死亡的階段
[00:01:03.560 --> 00:01:06.900]  直到他們聽到福音 信了主
[00:01:06.900 --> 00:01:08.400]  就是一個重生
[00:01:08.400 --> 00:01:11.760]  重生之後就進入了一個嬰兒期
[00:01:11.760 --> 00:01:13.860]  嬰兒期 順理成章能夠成長的
[00:01:13.860 --> 00:01:15.760]  會去到一個孩童期
[00:01:15.760 --> 00:01:18.260]  孩童期 順理成章成長的
[00:01:18.260 --> 00:01:19.760]  就會進入青年期
[00:01:19.760 --> 00:01:21.820]  青年期 順理成章成長的
[00:01:21.820 --> 00:01:23.420]  就會去到父母期
[00:01:23.420 --> 00:01:26.700]  不過 請你看看你旁邊那個人
[00:01:26.700 --> 00:01:27.900]  你看看他
[00:01:27.900 --> 00:01:31.820]  不要讓他的臭皮囊騙了你
[00:01:31.820 --> 00:01:34.560]  我們有時看他的樣子都幾成熟
[00:01:34.560 --> 00:01:37.200]  我們看他的樣子都幾老肖
[00:01:37.200 --> 00:01:39.060]  意思是很老成
[00:01:39.060 --> 00:01:41.120]  你再問他 上了教會多久
[00:01:41.120 --> 00:01:42.800]  十年了
[00:01:42.800 --> 00:01:45.220]  再問他有沒有參與洩洪都有
[00:01:45.220 --> 00:01:47.260]  再問他 信了主多久
[00:01:47.260 --> 00:01:48.660]  信了二十年了
[00:01:48.660 --> 00:01:51.560]  這個人一定已經是
[00:01:51.560 --> 00:01:55.120]  最少是青年期了
[00:01:55.120 --> 00:01:57.700]  不要讓他回到教會的年日
[00:01:57.700 --> 00:02:00.000]  洩洪的多少
[00:02:00.000 --> 00:02:02.100]  信主有多久
[00:02:02.100 --> 00:02:07.120]  來釐定他是屬於什麼階段
[00:02:07.120 --> 00:02:09.660]  因為肉體的生命
[00:02:09.660 --> 00:02:11.000]  你無論怎樣
[00:02:11.000 --> 00:02:12.420]  只要你不死
[00:02:12.420 --> 00:02:14.020]  或者沒有病的話
[00:02:14.020 --> 00:02:17.220]  它就是按年日成長的
[00:02:17.220 --> 00:02:19.120]  這個肉體的生命
[00:02:19.120 --> 00:02:22.100]  但是屬靈生命就不一樣
[00:02:22.100 --> 00:02:24.600]  它可以停滯不前的
[00:02:24.600 --> 00:02:27.400]  我曾經在東馬認識一個弟兄
[00:02:27.400 --> 00:02:29.800]  六十五歲 第四代信徒
[00:02:29.800 --> 00:02:32.300]  教會執事
[00:02:32.300 --> 00:02:34.760]  這個背景香港很難找
[00:02:34.760 --> 00:02:38.660]  第四代信徒 教會執事 六十五歲
[00:02:38.660 --> 00:02:40.160]  跟我分享的時候
[00:02:40.160 --> 00:02:42.000]  有兩件事令我很震驚
[00:02:42.000 --> 00:02:45.820]  一 一邊聊天 他在說髒話
[00:02:45.820 --> 00:02:47.460]  二 他告訴我
[00:02:47.460 --> 00:02:49.320]  牧師 我這麼多年
[00:02:49.320 --> 00:02:51.000]  我第四代信徒
[00:02:51.000 --> 00:02:54.420]  我未期過肚
[00:02:54.420 --> 00:02:56.700]  直至到上個月
[00:02:56.700 --> 00:02:58.400]  我要推入手術室的時候
[00:02:58.400 --> 00:03:02.600]  是我人生第一次個人祈禱
[00:03:02.600 --> 00:03:03.800]  你才開始明白
[00:03:03.800 --> 00:03:06.760]  這個六十五歲的教會執事
[00:03:06.760 --> 00:03:08.420]  第四代信徒
[00:03:08.420 --> 00:03:10.160]  仍然在嬰兒期
[00:03:10.160 --> 00:03:13.420]  甚至他未信主
[00:03:13.420 --> 00:03:15.760]  不要讓一個人的臭皮囊
[00:03:15.760 --> 00:03:17.820]  不要讓這個人信主年日有多少
[00:03:17.820 --> 00:03:21.460]  不要讓這個人參與洩洪的時間有多少
[00:03:21.460 --> 00:03:24.920]  不要讓這個人教會有多少年
[00:03:24.920 --> 00:03:27.860]  決定了他屬靈生命的階段
[00:03:27.860 --> 00:03:29.520]  祖長們
[00:03:29.520 --> 00:03:32.920]  今天這一篇講章的內容
[00:03:32.920 --> 00:03:36.420]  你要去摸得徹頭的原因
[00:03:36.420 --> 00:03:38.120]  讓你不要判斷錯誤
[00:03:38.120 --> 00:03:41.160]  你的祖源的屬靈生命階段
[00:03:41.160 --> 00:03:43.260]  當你判斷錯誤之後
[00:03:43.260 --> 00:03:44.360]  你牧羊會錯誤
[00:03:44.360 --> 00:03:46.560]  我告訴你 醫生最恐怖的是什麼
[00:03:46.560 --> 00:03:49.120]  醫生最恐怖就是斷錯症
[00:03:49.120 --> 00:03:49.620]  是不是
[00:03:49.620 --> 00:03:51.400]  當你斷錯症就會醫錯你
[00:03:51.400 --> 00:03:53.520]  甚至醫死你
[00:03:53.520 --> 00:03:54.620]  同樣地
[00:03:54.620 --> 00:03:56.600]  一個祖長斷錯症
[00:03:56.600 --> 00:04:01.020]  祖源原本其實仍然在嬰兒期
[00:04:01.020 --> 00:04:01.620]  你看他
[00:04:01.620 --> 00:04:03.620]  他在花教會很久了
[00:04:03.620 --> 00:04:05.100]  他又參與洩洪
[00:04:05.100 --> 00:04:06.520]  他應該起碼是青年
[00:04:06.520 --> 00:04:08.220]  你就搞錯了
[00:04:08.220 --> 00:04:11.700]  原來他仍然在嬰兒期
[00:04:11.700 --> 00:04:13.360]  你就牧羊錯誤
[00:04:13.360 --> 00:04:14.820]  也幫不了他
[00:04:14.820 --> 00:04:16.300]  更加恐怖的就是
[00:04:16.300 --> 00:04:19.300]  你每天都是憂心戚戚
[00:04:19.300 --> 00:04:20.960]  甚至怒火沖天
[00:04:20.960 --> 00:04:22.860]  因為你對他的期望
[00:04:22.860 --> 00:04:25.160]  他永遠做不到出來
[00:04:25.160 --> 00:04:25.960]  原因是什麼
[00:04:25.960 --> 00:04:28.120]  原因是你判斷錯誤
[00:04:28.120 --> 00:04:29.460]  當你判斷正確的時候
[00:04:29.460 --> 00:04:31.600]  你接受他原來不是青年期
[00:04:31.600 --> 00:04:33.200]  他只不過是一個嬰兒期
[00:04:33.200 --> 00:04:34.200]  你就開始明白
[00:04:34.200 --> 00:04:36.300]  他還要入片喝奶
[00:04:36.300 --> 00:04:38.020]  一點都不出奇
[00:04:38.020 --> 00:04:39.260]  跟你隔壁的兄弟說一聲
[00:04:39.260 --> 00:04:41.960]  一點都不出奇
[00:04:41.960 --> 00:04:43.060]  我們看一下
[00:04:43.060 --> 00:04:45.500]  原來靈性的死亡人的特徵
[00:04:45.500 --> 00:04:47.460]  他說我是不相信神的存在的
[00:04:47.460 --> 00:04:48.820]  聖經就是神話故事
[00:04:48.820 --> 00:04:51.160]  宗教就是弱者的拐杖
[00:04:51.160 --> 00:04:54.000]  基督徒是一群不容異己的恐同者
[00:04:54.000 --> 00:04:55.660]  恐懼同性戀者的人
[00:04:55.660 --> 00:04:58.060]  人有很多管道可以通向神
[00:04:58.060 --> 00:05:00.060]  我不相信有地獄的
[00:05:00.060 --> 00:05:02.160]  是人自己製造出來的
[00:05:02.160 --> 00:05:03.100]  我是一個好人
[00:05:03.100 --> 00:05:04.020]  所以死了之後
[00:05:04.020 --> 00:05:05.060]  沒什麼好擔心
[00:05:05.060 --> 00:05:06.560]  我跟天賭一把
[00:05:06.560 --> 00:05:07.900]  沒什麼是絕對對
[00:05:07.900 --> 00:05:09.100]  沒什麼是絕對錯
[00:05:09.100 --> 00:05:10.860]  這個世界看你怎麼看
[00:05:10.860 --> 00:05:12.020]  我很重視靈性
[00:05:12.020 --> 00:05:14.160]  但我不屬於任何一個宗教
[00:05:14.160 --> 00:05:15.300]  這些人
[00:05:15.300 --> 00:05:22.520]  他需要的是基督徒真誠的友誼和關係來愛他
[00:05:22.520 --> 00:05:25.860]  今天大部分不信主的人的傷害
[00:05:25.860 --> 00:05:28.260]  來自基督徒的原因
[00:05:28.260 --> 00:05:30.260]  就是基督徒很功利
[00:05:30.260 --> 00:05:31.960]  我們會跟他打招呼
[00:05:31.960 --> 00:05:34.020]  會跟他做朋友
[00:05:34.020 --> 00:05:35.220]  會關心他
[00:05:35.220 --> 00:05:36.720]  直到我們跟他分享信仰
[00:05:36.720 --> 00:05:37.620]  他拒絕我
[00:05:37.620 --> 00:05:39.900]  或者甚至他表明不會信的時候
[00:05:39.900 --> 00:05:41.520]  我們就開始疏遠他
[00:05:41.520 --> 00:05:42.200]  遠離他
[00:05:42.200 --> 00:05:43.960]  甚至不關心他
[00:05:43.960 --> 00:05:45.560]  這些非基督徒就會覺得
[00:05:45.560 --> 00:05:48.960]  哇 基督徒真是很功利
[00:05:48.960 --> 00:05:52.300]  那種愛甚至是虛假的
[00:05:52.300 --> 00:05:55.100]  他來接觸我是帶有目的的
[00:05:55.100 --> 00:05:56.020]  弟兄姊妹
[00:05:56.020 --> 00:05:59.660]  今天如果一個基督徒的生命
[00:05:59.660 --> 00:06:00.620]  關心別人
[00:06:00.620 --> 00:06:03.220]  無論那個人的背景如何
[00:06:03.220 --> 00:06:05.700]  學歷如何
[00:06:05.700 --> 00:06:08.060]  社會的地位如何
[00:06:08.060 --> 00:06:10.320]  我們都是自然流露出
[00:06:10.320 --> 00:06:13.320]  一種關心和關愛的話
[00:06:13.320 --> 00:06:15.620]  就好像呼吸一樣的話
[00:06:15.620 --> 00:06:18.820]  這個才是真正基督徒的生命
[00:06:18.820 --> 00:06:20.420]  Amen
[00:06:20.420 --> 00:06:22.800]  你看看每天早上你下樓的時候
[00:06:22.800 --> 00:06:24.000]  你見到什麼人
[00:06:24.000 --> 00:06:26.000]  大部份是寂寞生態
[00:06:26.000 --> 00:06:28.100]  經常都見到的
[00:06:28.100 --> 00:06:30.860]  你樓下那個保安人員
[00:06:30.860 --> 00:06:32.400]  或者那個保安
[00:06:32.400 --> 00:06:34.600]  幫你倒垃圾的阿嬸
[00:06:34.600 --> 00:06:36.960]  你會怎樣對待他們呢
[00:06:36.960 --> 00:06:39.560]  我前幾天在台灣臨走之前
[00:06:39.560 --> 00:06:41.200]  很趕 陪我朋友看樓
[00:06:41.200 --> 00:06:43.520]  我朋友看樓 不是我看樓
[00:06:43.520 --> 00:06:44.960]  是
[00:06:44.960 --> 00:06:47.320]  我們有一個很奇特的經驗
[00:06:47.320 --> 00:06:48.960]  當你按電梯的時候
[00:06:48.960 --> 00:06:49.960]  一個陌生人在
[00:06:49.960 --> 00:06:51.460]  我們完全不認識他
[00:06:51.460 --> 00:06:52.960]  他會問我們你去哪裏
[00:06:52.960 --> 00:06:54.960]  接著幫我們按
[00:06:54.960 --> 00:06:56.860]  在香港
[00:06:56.860 --> 00:06:58.660]  你的經驗和我的經驗是什麼
[00:06:58.660 --> 00:07:00.000]  當你一出門口
[00:07:00.000 --> 00:07:02.700]  你就發覺電梯門很快就關了
[00:07:02.700 --> 00:07:04.100]  原來裏面有人在
[00:07:04.100 --> 00:07:05.700]  他一聽到有人開門
[00:07:05.700 --> 00:07:08.160]  他就盡快快點關門
[00:07:08.160 --> 00:07:10.260]  不是很想見到你
[00:07:10.260 --> 00:07:12.760]  但當你是鐵沙匠一插
[00:07:12.760 --> 00:07:14.460]  能夠頂住門的話
[00:07:14.460 --> 00:07:15.460]  門打開
[00:07:15.460 --> 00:07:17.460]  他就很驚訝 很沮喪
[00:07:17.460 --> 00:07:19.660]  因為拒絕不到你的進來
[00:07:19.660 --> 00:07:20.760]  當你進去之後
[00:07:20.760 --> 00:07:21.960]  兩個人很尷尬
[00:07:21.960 --> 00:07:23.060]  又不會say hi
[00:07:23.060 --> 00:07:25.160]  又不會講早晨
[00:07:25.160 --> 00:07:26.960]  兩個人都不會看著對方
[00:07:26.960 --> 00:07:30.560]  就看著17 16 15 14
[00:07:30.560 --> 00:07:33.060]  那個電梯的燈又下了
[00:07:33.060 --> 00:07:34.160]  每天見到他
[00:07:34.160 --> 00:07:35.860]  都不會打招呼
[00:07:35.860 --> 00:07:36.960]  每天見到他
[00:07:36.960 --> 00:07:38.660]  都不會say hi
[00:07:38.660 --> 00:07:41.760]  是不是很奇怪呢 弟兄姊妹
[00:07:41.760 --> 00:07:45.660]  我搬去美孚這個地方幾個月
[00:07:45.660 --> 00:07:46.760]  我旁邊的人
[00:07:46.760 --> 00:07:48.860]  間中有一兩個都打到招呼
[00:07:48.860 --> 00:07:50.860]  大部分人都打不到招呼
[00:07:50.860 --> 00:07:54.260]  直到有人寄養隻狗在我家之後
[00:07:54.260 --> 00:07:57.260]  全層樓的人都出來了
[00:07:57.260 --> 00:07:59.760]  你是不是做狗的那個做人呢
[00:07:59.760 --> 00:08:01.660]  原來做人是沒有人理你的
[00:08:01.660 --> 00:08:03.060]  做狗就突然走出來
[00:08:03.060 --> 00:08:04.060]  你養什麼狗啊
[00:08:04.060 --> 00:08:05.660]  好可愛啊
[00:08:05.660 --> 00:08:08.060]  這個社會是不是有點畸形
[00:08:08.060 --> 00:08:09.660]  狗是穿毛衣
[00:08:09.660 --> 00:08:13.660]  媽媽沒有新衣服
[00:08:13.660 --> 00:08:16.360]  不需要穿衣服的狗要穿衣服
[00:08:16.360 --> 00:08:19.060]  需要穿衣服的媽媽沒有衣服
[00:08:19.060 --> 00:08:21.660]  這個社會是不是畸形呢
[00:08:21.660 --> 00:08:22.460]  弟兄姊妹
[00:08:22.460 --> 00:08:24.360]  當社會這麼畸形的時候
[00:08:24.360 --> 00:08:26.960]  基督徒難免都畸形
[00:08:26.960 --> 00:08:30.260]  但是我們今天要糾正我們的生命
[00:08:30.260 --> 00:08:33.660]  真誠的關愛和關心我們身邊的人
[00:08:33.660 --> 00:08:34.560]  跟你當然要關心
[00:08:34.560 --> 00:08:37.960]  你要真誠的關愛
[00:08:37.960 --> 00:08:40.060]  是一種生命自然的流露
[00:08:40.060 --> 00:08:41.560]  沒有矯扭造作
[00:08:41.560 --> 00:08:42.760]  沒有虛假
[00:08:42.760 --> 00:08:45.360]  沒有要有目的的去做這一切的事
[00:08:45.360 --> 00:08:47.660]  沒有考慮過對方什麼背景
[00:08:47.660 --> 00:08:48.960]  什麼社會階層
[00:08:48.960 --> 00:08:50.360]  有沒有值得利用的地方
[00:08:50.360 --> 00:08:51.560]  完全沒有考慮
[00:08:51.560 --> 00:08:52.760]  只是一樣東西
[00:08:52.760 --> 00:08:54.660]  他是人
[00:08:54.660 --> 00:08:56.060]  Amen
[00:08:56.060 --> 00:08:56.860]  弟兄姊妹
[00:08:56.860 --> 00:08:58.660]  今天最美麗的講章
[00:08:58.660 --> 00:09:00.160]  對一班未信主的人
[00:09:00.160 --> 00:09:02.660]  並不是用言語講出來
[00:09:02.660 --> 00:09:04.860]  而是用生命活出來
[00:09:04.860 --> 00:09:07.460]  當然我們不要走到另一個極端
[00:09:07.460 --> 00:09:09.060]  香港今天有一個機構
[00:09:09.060 --> 00:09:11.560]  十幾年前走了一個極端
[00:09:11.560 --> 00:09:14.560]  今天我們不再用言語去宣講神的話
[00:09:14.560 --> 00:09:17.060]  我們不再用言語去宣講福音
