
[00:00:00.000 --> 00:00:02.320]  我曾經聽過一個故事
[00:00:02.320 --> 00:00:05.560]  有一個很敬虔的船伕
[00:00:05.560 --> 00:00:07.840]  他每天的工作就是撐着一艘艇
[00:00:07.840 --> 00:00:10.120]  往返一條河的兩邊
[00:00:10.120 --> 00:00:14.120]  接載一些遊客或者當地的居民
[00:00:14.120 --> 00:00:16.800]  過這條河
[00:00:16.800 --> 00:00:17.440]  有一天
[00:00:17.440 --> 00:00:21.480]  有一個乘客留意到這艘船很特別
[00:00:21.480 --> 00:00:22.600]  他上船之後
[00:00:22.600 --> 00:00:25.720]  他看到其中幾隻掌刻着兩個字
[00:00:25.720 --> 00:00:27.520]  刻着"信心"兩個字
[00:00:27.520 --> 00:00:30.800]  另外一隻掌刻着"行爲"兩個字
[00:00:30.800 --> 00:00:32.000]  他就很好奇
[00:00:32.000 --> 00:00:34.720]  他就問這個船伕究竟是什麼意思
[00:00:34.720 --> 00:00:35.600]  船伕就說
[00:00:35.600 --> 00:00:36.920]  你不用心急
[00:00:36.920 --> 00:00:39.360]  一會兒開船的時候你就知道了
[00:00:39.360 --> 00:00:39.920]  過了一會兒
[00:00:39.920 --> 00:00:41.640]  當那艘艇已經坐滿了人
[00:00:41.640 --> 00:00:42.760]  船伕開船了
[00:00:42.760 --> 00:00:45.240]  他首先刻意地只用一隻掌
[00:00:45.240 --> 00:00:46.760]  刻着"信心"的一隻掌
[00:00:46.760 --> 00:00:48.240]  挖這艘艇
[00:00:48.240 --> 00:00:49.480]  結果是怎樣呢
[00:00:49.480 --> 00:00:50.720]  大家都想象到了
[00:00:50.720 --> 00:00:53.680]  那艘艇不斷地在原地打轉
[00:00:53.680 --> 00:00:56.120]  然後船伕就用另外一隻掌
[00:00:56.120 --> 00:00:57.880]  只用刻着"行爲"的一隻掌
[00:00:57.880 --> 00:00:59.640]  來撐這艘船
[00:00:59.640 --> 00:01:02.520]  結果那艘船就向反方向
[00:01:02.520 --> 00:01:04.560]  繼續原地打轉
[00:01:04.560 --> 00:01:07.000]  之後船伕就拿起兩隻掌
[00:01:07.000 --> 00:01:08.520]  用力地來撐
[00:01:08.520 --> 00:01:09.720]  來前行
[00:01:09.720 --> 00:01:12.640]  那艘艇就很快地前進
[00:01:12.640 --> 00:01:14.400]  船伕這個時候他繼續說
[00:01:14.400 --> 00:01:15.720]  他說你們看得到嗎
[00:01:15.720 --> 00:01:18.200]  其實基督徒的生命都是一樣的
[00:01:18.200 --> 00:01:20.560]  "行爲"如果沒有"信心"
[00:01:20.560 --> 00:01:22.440]  是沒用的
[00:01:22.440 --> 00:01:24.600]  "信心"如果沒有"行爲"
[00:01:24.600 --> 00:01:25.800]  都是死的
[00:01:25.800 --> 00:01:29.000]  唯有"信心"和"行爲"並行的時候
[00:01:29.000 --> 00:01:32.760]  才能夠很穩妥地前行
[00:01:32.760 --> 00:01:34.280]  這個是講解
[00:01:34.280 --> 00:01:35.400]  "信心"和"行爲"
[00:01:35.400 --> 00:01:37.600]  一個很常用的例子
[00:01:37.600 --> 00:01:39.000]  都很有道理的
[00:01:39.000 --> 00:01:40.360]  "信心"和"行爲"
[00:01:40.360 --> 00:01:42.480]  就好像螞蚱一樣
[00:01:42.480 --> 00:01:44.440]  是不能夠分割的
[00:01:44.440 --> 00:01:46.240]  但當我們去思想
[00:01:46.240 --> 00:01:48.720]  "信心"和"行爲"的關係的時候
[00:01:48.720 --> 00:01:50.120]  我們要很小心
[00:01:50.120 --> 00:01:51.640]  我們蒙恩不救
[00:01:51.640 --> 00:01:56.160]  只是需要單單憑着"信心"
[00:01:56.160 --> 00:01:59.520]  並不是要"信心"再加上"行爲"
[00:01:59.520 --> 00:02:00.800]  不過我們要記住
[00:02:00.800 --> 00:02:02.280]  真正的"信心"
[00:02:02.280 --> 00:02:05.520]  本身是應該會產生相應的"行爲"
[00:02:05.520 --> 00:02:06.720]  是有生命的改變
[00:02:06.720 --> 00:02:09.520]  是有生命的流露的
[00:02:09.520 --> 00:02:12.680]  情況就好像一棵蘋果樹
[00:02:12.680 --> 00:02:16.840]  它本身是應該很自然地去結出一些果子
[00:02:16.840 --> 00:02:19.040]  去結出一些蘋果
[00:02:19.040 --> 00:02:21.680]  如果你需要去買一袋的蘋果
[00:02:21.680 --> 00:02:23.840]  回來掛上去的時候
[00:02:23.840 --> 00:02:25.440]  這棵樹有兩個可能性
[00:02:25.440 --> 00:02:27.040]  一是假的
[00:02:27.040 --> 00:02:30.000]  一是死的
[00:02:30.000 --> 00:02:31.120]  弟兄姊妹
[00:02:31.120 --> 00:02:32.840]  今天我想和大家透過
[00:02:32.840 --> 00:02:34.840]  《雅各書》第二章的一段經文
[00:02:34.840 --> 00:02:36.320]  一同來思想
[00:02:36.320 --> 00:02:37.920]  真正的"信心"
[00:02:37.920 --> 00:02:39.120]  活的"信心"
[00:02:39.120 --> 00:02:41.200]  究竟是怎樣的呢
[00:02:41.200 --> 00:02:43.640]  經文是記載在《雅各書》
[00:02:43.640 --> 00:02:47.240]  二章十四至二十六節
[00:02:47.240 --> 00:02:49.920]  讓我們同讀這一段經文
[00:02:49.920 --> 00:02:51.400]  我的弟兄們
[00:02:51.400 --> 00:02:54.080]  若有人說自己有信心
[00:02:54.080 --> 00:02:55.520]  卻沒有行爲
[00:02:55.520 --> 00:02:57.360]  有什麼益處呢
[00:02:57.360 --> 00:02:59.600]  這信心能夠他嗎
[00:02:59.600 --> 00:03:02.240]  若是弟兄或是姊妹
[00:03:02.240 --> 00:03:03.680]  赤身露體
[00:03:03.680 --> 00:03:06.040]  又缺了日用的飲食
[00:03:06.040 --> 00:03:09.040]  你們中間有人對他們說
[00:03:09.040 --> 00:03:11.160]  平平安安地去吧
[00:03:11.160 --> 00:03:14.040]  願你們穿得暖 喫得飽
[00:03:14.040 --> 00:03:17.160]  卻不及他們身體所需用的
[00:03:17.160 --> 00:03:19.480]  這有什麼益處呢
[00:03:19.480 --> 00:03:22.120]  這樣信心若沒有行爲
[00:03:22.120 --> 00:03:23.840]  就是死的
[00:03:23.840 --> 00:03:25.240]  必有人說
[00:03:25.240 --> 00:03:27.920]  你有信心 我有行爲
[00:03:27.920 --> 00:03:30.600]  你將你沒有行爲的信心
[00:03:30.600 --> 00:03:32.200]  只給我看
[00:03:32.200 --> 00:03:34.240]  我便藉着我的行爲
[00:03:34.240 --> 00:03:37.160]  將我的信心只給你看
[00:03:37.160 --> 00:03:39.400]  你信神只有一位
[00:03:39.400 --> 00:03:41.240]  你信的不錯
[00:03:41.240 --> 00:03:42.680]  鬼魔也信
[00:03:42.680 --> 00:03:44.520]  卻是戰經
[00:03:44.520 --> 00:03:46.080]  虛浮的人啊
[00:03:46.080 --> 00:03:51.040]  你願意行爲沒信心是死的嗎
[00:03:51.040 --> 00:03:53.360]  我們的祖宗阿伯拉罕
[00:03:53.360 --> 00:03:55.240]  把他兒子以責
[00:03:55.240 --> 00:03:56.880]  偏在壇上
[00:03:56.880 --> 00:04:00.080]  豈不是因行爲輕易嗎
[00:04:00.080 --> 00:04:03.720]  可見信心是與他的行爲並行
[00:04:03.720 --> 00:04:08.080]  而且信心因着行爲才得成全
[00:04:08.080 --> 00:04:19.640]  這樣看來
[00:04:19.640 --> 00:04:22.280]  人輕易是因着行爲
[00:04:22.280 --> 00:04:24.480]  不是單因着信
[00:04:24.480 --> 00:04:27.400]  妓女拉合接待使者
[00:04:27.400 --> 00:04:30.840]  又放他們從別的路上出去
