
[00:00:00.000 --> 00:00:03.640]  各位弟兄姊妹 你們好
[00:00:03.640 --> 00:00:06.440]  代表靈明日亮和眾同工
[00:00:06.440 --> 00:00:09.000]  一起向弟兄姊妹問安
[00:00:09.000 --> 00:00:13.480]  希望大家都能夠天天靠著主耶穌基督
[00:00:13.480 --> 00:00:16.560]  能夠過得勝的生活
[00:00:16.560 --> 00:00:20.720]  今天要講的講題是耶和華金田的話
[00:00:20.720 --> 00:00:25.280]  在讀書的時候曾經有人問過一條很爛的IQ題
[00:00:25.280 --> 00:00:28.800]  就是怎樣將一隻大象放在雪櫃裡
[00:00:28.800 --> 00:00:32.520]  記得那時候第一次聽真的不懂得回答
[00:00:32.520 --> 00:00:34.520]  但其實答案很簡單
[00:00:34.520 --> 00:00:36.120]  就是打開雪櫃門
[00:00:36.120 --> 00:00:37.600]  放入一隻大象
[00:00:37.600 --> 00:00:40.320]  再關上那隻門
[00:00:40.320 --> 00:00:44.600]  一個簡單的問題配一個很簡單的答案
[00:00:44.600 --> 00:00:46.760]  好像很無聊
[00:00:46.760 --> 00:00:48.440]  但想深一層
[00:00:48.440 --> 00:00:52.600]  這個IQ題目其實好像有點哲理
[00:00:52.600 --> 00:00:56.400]  因為很多問題看起來好像很複雜
[00:00:56.400 --> 00:00:59.600]  其實處理的方法都可以很簡單
[00:00:59.600 --> 00:01:05.280]  問題是你願不願意照著來行
[00:01:05.280 --> 00:01:09.240]  其實很多時候我們不願意做某些事情的背後
[00:01:09.240 --> 00:01:13.520]  是因為我們不願意付上代價去做
[00:01:13.520 --> 00:01:15.320]  同樣的道理
[00:01:15.320 --> 00:01:18.440]  我們怎樣過一個美好的基督徒生活呢?
[00:01:18.440 --> 00:01:20.160]  其實都是一樣
[00:01:20.160 --> 00:01:23.560]  就是我們願意去親近主
[00:01:23.560 --> 00:01:25.960]  肯聽神的話
[00:01:25.960 --> 00:01:29.760]  肯跟從主的話來做
[00:01:29.760 --> 00:01:33.800]  今天的講題是耶華金田的話
[00:01:33.800 --> 00:01:38.240]  我想讀過聖經的人都會知道
[00:01:38.240 --> 00:01:43.400]  不是經常看聖經都會令你有金田的感覺
[00:01:43.400 --> 00:01:47.760]  我們怎樣才能夠看到上帝話語的金田呢?
[00:01:47.760 --> 00:01:49.240]  我記得我有一個很深刻的經歷
[00:01:49.240 --> 00:01:51.560]  就是我小時候老師跟我說
[00:01:51.560 --> 00:01:53.920]  飯可以是甜的
[00:01:53.920 --> 00:01:58.560]  他說只要你把飯含在嘴裡一段時間
[00:01:58.560 --> 00:02:02.160]  口水就會把澱粉質變成葡萄糖
[00:02:02.160 --> 00:02:05.880]  你就會嘗試到甜味了
[00:02:05.880 --> 00:02:07.400]  不過老師說做這個實驗的時候
[00:02:07.400 --> 00:02:08.760]  一定要跟爸爸媽媽說
[00:02:08.760 --> 00:02:10.880]  你在做一個這樣的實驗
[00:02:10.880 --> 00:02:13.640]  否則你含著飯幾分鐘
[00:02:13.640 --> 00:02:18.160]  你爸爸媽媽一定會罵你
[00:02:18.160 --> 00:02:19.600]  所以當我第一次
[00:02:19.600 --> 00:02:23.240]  把飯含著,含到飯甜為止的時候
[00:02:23.240 --> 00:02:27.080]  感覺真的很特別,很開心
[00:02:27.080 --> 00:02:28.280]  有時候我在想
[00:02:28.280 --> 00:02:31.320]  我們看聖經會不會都像我們
[00:02:31.320 --> 00:02:34.240]  吃飯的時候的情況呢?
[00:02:34.240 --> 00:02:38.040]  有時候我們會不會只是匆匆看聖經字面的意思
[00:02:38.040 --> 00:02:42.120]  沒有好好想一想聖經裡面當中的細節
[00:02:42.120 --> 00:02:45.240]  就好像飯如果沒有經過消化
[00:02:45.240 --> 00:02:49.840]  我們是不能夠享受當中的甜味一樣
[00:02:49.840 --> 00:02:53.520]  其實食物要經過胃的消化、腸的吸收
[00:02:53.520 --> 00:02:58.760]  才能夠成為我們身體所需要的營養
[00:02:58.760 --> 00:03:01.960]  同樣地,我們看聖經
[00:03:01.960 --> 00:03:05.040]  其實都需要一個明白理解
[00:03:05.040 --> 00:03:07.720]  一個消化的過程
[00:03:07.720 --> 00:03:09.320]  在新的一年
[00:03:09.320 --> 00:03:12.200]  很希望藉著重溫尼西米記
[00:03:12.200 --> 00:03:14.400]  鼓勵大家多點去看聖經
[00:03:14.400 --> 00:03:18.600]  靠著上帝的話成為你生命的力量
[00:03:18.600 --> 00:03:19.960]  說到尼西米
[00:03:19.960 --> 00:03:22.400]  很多信徒都可能會想起
[00:03:22.400 --> 00:03:24.760]  重建耶路撒冷的城牆
[00:03:24.760 --> 00:03:28.760]  他們回去重建他們自己的地方
[00:03:28.760 --> 00:03:31.280]  但其實大家有沒有想過
[00:03:31.280 --> 00:03:34.800]  重建以色列人的屬靈生命
[00:03:34.800 --> 00:03:39.440]  其實可能比重建城牆更加重要
[00:03:39.440 --> 00:03:42.080]  我們藉著尼西米記裡面
[00:03:42.080 --> 00:03:45.680]  以色列人重建他們的屬靈生命來思想
[00:03:45.680 --> 00:03:49.440]  我們有沒有好好重建我們自己的
[00:03:49.440 --> 00:03:53.800]  建立自己的屬靈生命呢?
[00:03:53.800 --> 00:03:57.160]  我們要享受上帝的話語對我們的建立
[00:03:57.160 --> 00:04:04.560]  第一,我們就要肯去看、去聽聖經
[00:04:04.560 --> 00:04:06.520]  在以色列的年代
[00:04:06.520 --> 00:04:10.520]  一般人其實是沒有機會去看聖經的
[00:04:10.520 --> 00:04:13.560]  因為沒有紙張和印刷術
[00:04:13.560 --> 00:04:18.200]  聖經都是一卷卷抄寫在羊皮裡面捲在一起
[00:04:18.200 --> 00:04:22.360]  所以一般都是由文士去朗讀經文
[00:04:22.360 --> 00:04:25.360]  一般的平民百姓只能夠靠聽
[00:04:25.360 --> 00:04:27.440]  來了解上帝的律法
[00:04:27.440 --> 00:04:29.120]  上帝的話語
[00:04:29.120 --> 00:04:30.920]  所以他們不單止聽
[00:04:30.920 --> 00:04:34.120]  其實他們也要用心記住上帝的話
[00:04:34.120 --> 00:04:37.880]  因為他們不會像我們今天這樣
[00:04:37.880 --> 00:04:41.080]  我們可以隨時拿本聖經來看
[00:04:41.080 --> 00:04:45.160]  今天我們打開手提電話
[00:04:45.160 --> 00:04:49.800]  隨時在裡面就可以看到聖經的經文
[00:04:49.800 --> 00:04:52.000]  但也都是因為這樣
[00:04:52.000 --> 00:04:54.960]  我們沒有將聖經的經文記入腦
[00:04:54.960 --> 00:05:00.960]  可能也都失去了將經文記入腦所帶來的效果
[00:05:00.960 --> 00:05:04.360]  我自小就在一間教育學校來讀書
[00:05:04.360 --> 00:05:09.200]  小學的時候老師已經要求我們每天背一節的聖經金句
[00:05:09.200 --> 00:05:11.360]  將經文記入腦
[00:05:11.360 --> 00:05:15.760]  我記得當時的學校校長訓練我們的說話
[00:05:15.760 --> 00:05:20.080]  他說當你人生遇到有問題需要做出抉擇的時候
[00:05:20.080 --> 00:05:22.320]  聖靈會在你心中
[00:05:22.320 --> 00:05:26.920]  用你相關的經文來提醒你要做的決定
[00:05:26.920 --> 00:05:29.280]  所以如果你平日沒有讀聖經
[00:05:29.280 --> 00:05:31.680]  沒有將聖經經文記入腦
[00:05:31.680 --> 00:05:34.760]  到時聖靈想提醒你都提不到
[00:05:34.760 --> 00:05:38.000]  所以自小我就很努力背很多的經文
[00:05:38.000 --> 00:05:40.000]  的確好像校長這樣說
[00:05:40.000 --> 00:05:42.000]  我自小記著那些經文
[00:05:42.000 --> 00:05:45.080]  在人生路上需要有抉擇的時候
[00:05:45.080 --> 00:05:46.480]  就會有人
[00:05:46.480 --> 00:05:50.000]  有聖靈在我心中用經文提醒我
[00:05:50.000 --> 00:05:54.840]  聖經的經文就成為了人生路上腳前的燈
[00:05:54.840 --> 00:05:58.840]  路上的光
[00:05:58.840 --> 00:06:01.000]  說回經文
[00:06:01.000 --> 00:06:04.840]  經文裡面的第二節提及是七月初一
[00:06:04.840 --> 00:06:10.200]  七月其實是以色列人的新年
[00:06:10.200 --> 00:06:13.520]  也是以色列人的摧國節
[00:06:13.520 --> 00:06:17.280]  可能大家要知道多一點背景資料
[00:06:17.280 --> 00:06:21.320]  其實在《利美記》和《文素記》都有提及
[00:06:21.320 --> 00:06:23.320]  七月是他們的摧國節
[00:06:23.320 --> 00:06:27.440]  但其實本來七月就不是新年
[00:06:27.440 --> 00:06:32.480]  是因為猶太人他們被擄
[00:06:32.480 --> 00:06:35.960]  於是當他們重返他們的故土
[00:06:35.960 --> 00:06:39.160]  來重建他們的地方的時候
[00:06:39.160 --> 00:06:40.680]  他們就用了七月
[00:06:40.680 --> 00:06:42.520]  即是用摧國節那天
[00:06:42.520 --> 00:06:46.520]  來作為他們新的一年
[00:06:46.520 --> 00:06:49.400]  以致到七月
[00:06:49.400 --> 00:06:51.080]  他們是一號
[00:06:51.080 --> 00:06:52.680]  在摧國節那天
[00:06:52.680 --> 00:06:57.600]  他們同時間也開始慶祝他們新的一年
[00:06:57.600 --> 00:07:00.680]  去紀念上帝對他們的救贖
[00:07:00.680 --> 00:07:04.120]  本來他們的新年是一月的
[00:07:04.120 --> 00:07:10.960]  當時是紀念上帝拯救他們離開埃及
