
[00:00:00.000 --> 00:00:05.740]  丁姊妹,不知你有沒有聽別人分享過呢?
[00:00:05.740 --> 00:00:09.640]  我自己不止一次聽過有人說
[00:00:09.640 --> 00:00:14.760]  他們有些親友臨終前缺志信耶穌
[00:00:14.760 --> 00:00:19.640]  但他們自己半信半疑
[00:00:19.640 --> 00:00:22.100]  到底他們是否真的信了耶穌?
[00:00:22.100 --> 00:00:26.200]  將來他們是否真的可以復活?
[00:00:26.200 --> 00:00:29.360]  缺志的人是否真的相信呢?
[00:00:29.360 --> 00:00:34.760]  其實有時我們也不一定百分之百知道
[00:00:34.760 --> 00:00:37.500]  但我相信上帝一定知道
[00:00:37.500 --> 00:00:39.760]  祂最終負責任的是上帝
[00:00:39.760 --> 00:00:42.360]  我們人盡了我們可以做的
[00:00:42.360 --> 00:00:44.700]  有些事就是上帝包底
[00:00:44.700 --> 00:00:47.060]  但我相信只要我們每一個人
[00:00:47.060 --> 00:00:50.100]  我們真心相信耶穌的話
[00:00:50.100 --> 00:00:54.760]  耶穌的應許對你和我都一定會有效
[00:00:54.760 --> 00:01:02.900]  耶穌基督在祂再生時曾經說過
[00:01:02.900 --> 00:01:05.800]  「我就是復活和生命
[00:01:05.800 --> 00:01:09.760]  信我的人雖然死了也要活著」
[00:01:09.760 --> 00:01:15.500]  耶穌基督的應許對我們每一個人非常寶貴
[00:01:15.500 --> 00:01:20.600]  但死人復活是甚麼時候發生呢?
[00:01:20.600 --> 00:01:23.940]  到時又會是怎樣發生呢?
[00:01:23.940 --> 00:01:25.860]  我們知道多少呢?
[00:01:25.860 --> 00:01:30.040]  我們又有信心如果主再來的那一天
[00:01:30.040 --> 00:01:31.840]  有一天我們離開世界
[00:01:31.840 --> 00:01:33.840]  我們是否真的復活呢?
[00:01:33.840 --> 00:01:36.440]  主再來的時候是否真的可以復活呢?
[00:01:36.440 --> 00:01:40.140]  今日我們希望透過剛才讀到的經文
[00:01:40.140 --> 00:01:44.840]  來思想一下剛才的問題
[00:01:44.840 --> 00:01:46.840]  如果大家記得
[00:01:46.840 --> 00:01:49.240]  貼撒羅利加這間教會
[00:01:49.240 --> 00:01:52.240]  其實是一間很幼嫩的教會
[00:01:52.240 --> 00:01:54.840]  保羅寫信給他們
[00:01:54.840 --> 00:01:59.240]  當時這些信徒其實都面對著困境
[00:01:59.240 --> 00:02:02.640]  和有些假教導在他們當中
[00:02:02.640 --> 00:02:06.840]  保羅在貼撒羅利加前書
[00:02:06.840 --> 00:02:13.040]  他就以耶穌基督再來的眼光來落筆
[00:02:13.040 --> 00:02:15.440]  所以如果你仔細去留意
[00:02:15.440 --> 00:02:18.640]  貼撒羅利加前書的五章聖經的話
[00:02:18.640 --> 00:02:24.640]  你會發現每一章的尾章都有些很特別的東西
[00:02:24.640 --> 00:02:28.040]  他都提到耶穌基督的再來
[00:02:28.040 --> 00:02:30.040]  譬如一章十節講到
[00:02:30.040 --> 00:02:33.640]  我們等候祂的兒子從天降臨
[00:02:33.640 --> 00:02:37.640]  第二章講到主耶穌再來的時候
[00:02:37.640 --> 00:02:43.040]  第三章講到主耶穌和眾聖徒再來的時候
[00:02:43.040 --> 00:02:46.240]  第四章就是我們剛才讀的四章十三到十八節
[00:02:46.240 --> 00:02:47.840]  整段都是
[00:02:47.840 --> 00:02:53.040]  接著五章講到主耶穌基督再來的時候
[00:02:53.040 --> 00:02:57.840]  似乎全本的書信的內容
[00:02:57.840 --> 00:03:02.640]  可以用主再來的提醒作為一個總結
[00:03:02.640 --> 00:03:06.840]  保羅其實是要鼓勵貼撒羅利加的信徒
[00:03:06.840 --> 00:03:10.040]  從主就快回來了這個角度
[00:03:10.040 --> 00:03:17.840]  來研讀和實踐這本書的教導和真理
[00:03:17.840 --> 00:03:19.840]  今天講的這段經文
[00:03:19.840 --> 00:03:21.840]  四章這一段
[00:03:21.840 --> 00:03:25.040]  比剛才一、二、三、五那幾章
[00:03:25.040 --> 00:03:28.640]  講到主再來的更加詳細
[00:03:28.640 --> 00:03:30.640]  而在這段經文裡面
[00:03:30.640 --> 00:03:35.640]  我們都可以看到主帶給信徒的安慰
[00:03:35.640 --> 00:03:41.440]  到了第五章的時候就講到主給我們的一些提醒
[00:03:41.440 --> 00:03:43.840]  我們現在就先來看看
[00:03:43.840 --> 00:03:48.440]  主再來帶給我們一些什麼樣的安慰呢?
[00:03:48.440 --> 00:03:53.640]  第一點就是每一個在耶穌基督裡面死了的人
[00:03:53.640 --> 00:03:57.640]  都會復活的
[00:03:57.640 --> 00:03:59.440]  四章十三節那裡
[00:03:59.440 --> 00:04:02.840]  保羅就提醒貼撒羅利加的信徒
[00:04:02.840 --> 00:04:06.840]  論到睡了的人,我們不願意你們不知道
[00:04:06.840 --> 00:04:11.040]  免得你們憂傷,像那些沒有盼望的人
[00:04:11.040 --> 00:04:14.640]  這裏睡了的人不是指那些人睡了覺
[00:04:14.640 --> 00:04:20.240]  而是指那些離世、已經去世的信徒
[00:04:20.240 --> 00:04:23.440]  因為在古代的無論是異教裡面
[00:04:23.440 --> 00:04:25.440]  或者猶太人裡面
[00:04:25.440 --> 00:04:26.840]  或者基督徒當中
[00:04:26.840 --> 00:04:30.240]  他們都用睡了的人作為一個隱喻
[00:04:30.240 --> 00:04:36.640]  來表達、描述那些已經死了的人
[00:04:36.640 --> 00:04:39.240]  當時因為貼撒羅利加的信徒
[00:04:39.240 --> 00:04:41.840]  他們因為親人離世之後
[00:04:41.840 --> 00:04:47.240]  他們就陷入一個極度的哀傷裡面
[00:04:47.240 --> 00:04:51.240]  他們不是不相信死了的信徒會復活
[00:04:51.240 --> 00:04:52.240]  他們也相信
[00:04:52.240 --> 00:04:54.240]  不過他們害怕的是
[00:04:54.240 --> 00:04:56.240]  已經死了的信徒
[00:04:56.240 --> 00:05:02.240]  不能夠跟主在來的時候仍然存活的信徒
[00:05:02.240 --> 00:05:08.240]  一樣可以享受主在來的福氣和榮耀
[00:05:08.240 --> 00:05:11.240]  其實他們很可能對主在來的時間
[00:05:11.240 --> 00:05:13.240]  或者性質
[00:05:13.240 --> 00:05:15.240]  還有將來整體的情況
[00:05:15.240 --> 00:05:17.240]  他們都有點混淆不清
[00:05:17.240 --> 00:05:21.240]  以致他們有這樣的誤解
[00:05:21.240 --> 00:05:23.240]  甚至有人認為
[00:05:23.240 --> 00:05:26.240]  他們可能是受了當時的一些假教導影響
[00:05:26.240 --> 00:05:33.240]  以致他們有這樣的誤解
[00:05:33.240 --> 00:05:35.240]  保羅在這段經文裡面
[00:05:35.240 --> 00:05:38.240]  其實他不是否定我們
[00:05:38.240 --> 00:05:41.240]  當我們面對親人離世的時候
[00:05:41.240 --> 00:05:44.240]  會有的那種憂傷
[00:05:44.240 --> 00:05:46.240]  聖經其實不禁止我們
[00:05:46.240 --> 00:05:48.240]  在這些情況底下
[00:05:48.240 --> 00:05:50.240]  會有憂傷
[00:05:50.240 --> 00:05:52.240]  正如其實耶穌基督
[00:05:52.240 --> 00:05:57.240]  他面對著他所愛的拉撒路離開世界
[00:05:57.240 --> 00:06:00.240]  當時他看到那個景象
[00:06:00.240 --> 00:06:03.240]  又看到他的親人為他這麼哀傷的時候
[00:06:03.240 --> 00:06:05.240]  耶穌基督也哭了
[00:06:05.240 --> 00:06:09.240]  所以聖經不是否定這種情感
[00:06:09.240 --> 00:06:13.240]  剛剛過去的星期日早上
[00:06:13.240 --> 00:06:18.240]  我也去了浸會醫院去送別一位書法班的同學
[00:06:18.240 --> 00:06:26.240]  主要是為了幫助他在離流之間的病危裡
[00:06:26.240 --> 00:06:28.240]  堅定他的信心
[00:06:28.240 --> 00:06:32.240]  因為半年前我帶過他去決志
[00:06:32.240 --> 00:06:34.240]  希望在這個艱難的時刻
[00:06:34.240 --> 00:06:36.240]  他也能夠捉住耶穌
[00:06:36.240 --> 00:06:40.240]  也讓他的家人得到安慰
[00:06:40.240 --> 00:06:44.240]  雖然確知他真的相信耶穌
[00:06:44.240 --> 00:06:47.240]  但是面對著死別的那一刻
[00:06:47.240 --> 00:06:52.240]  他的家人也難免會哀傷難過
[00:06:52.240 --> 00:06:55.240]  就算我認識他不是很長的時間
[00:06:55.240 --> 00:06:56.240]  只有半年
[00:06:56.240 --> 00:06:58.240]  但我自己心裡也很難過
[00:06:58.240 --> 00:07:00.240]  也很捨不得
[00:07:00.240 --> 00:07:04.240]  所以聖經不是叫我們在這樣的情況底下
[00:07:04.240 --> 00:07:07.240]  我們也不能夠憂傷
[00:07:07.240 --> 00:07:09.240]  但是他卻提醒我們
[00:07:09.240 --> 00:07:12.240]  不要陷入那種絕望
[00:07:12.240 --> 00:07:16.240]  那種是因為不信而來的憂傷
[00:07:16.240 --> 00:07:18.240]  因為信徒和不信的人
[00:07:18.240 --> 00:07:21.240]  其實有很大的分別
[00:07:21.240 --> 00:07:24.240]  因為不信的人沒有盼望
[00:07:24.240 --> 00:07:26.240]  他們沒有永生的指望
[00:07:26.240 --> 00:07:28.240]  可能對他們來說
[00:07:28.240 --> 00:07:31.240]  人沒有下一世的生命
[00:07:31.240 --> 00:07:38.240]  以至他們真的陷入那種不能控制的憂傷
[00:07:38.240 --> 00:07:41.240]  所以為了避免貼薩羅尼加的信徒
[00:07:41.240 --> 00:07:48.240]  他們這樣陷入這種沒有指望沒有盼望的憂傷
[00:07:48.240 --> 00:07:52.240]  保羅就不得不明確地告訴他們
[00:07:52.240 --> 00:07:54.240]  主來的時候
[00:07:54.240 --> 00:07:56.240]  死了的信徒是會復活的
[00:07:56.240 --> 00:08:00.240]  他要將這個真理告訴他們
[00:08:00.240 --> 00:08:03.240]  在14到16節這裡
[00:08:03.240 --> 00:08:08.240]  保羅就提醒那些信徒
[00:08:08.240 --> 00:08:12.240]  毋須為親友的離世過度憂傷
[00:08:12.240 --> 00:08:14.240]  原因是什麼呢?
[00:08:14.240 --> 00:08:15.240]  有幾點
[00:08:15.240 --> 00:08:17.240]  第一點就是說
[00:08:17.240 --> 00:08:21.240]  耶穌基督確實已經死而復活了
[00:08:21.240 --> 00:08:24.240]  這裡提到耶穌基督死而復活
[00:08:24.240 --> 00:08:26.240]  為什麼他不用耶穌基督碎了?
[00:08:26.240 --> 00:08:30.240]  這裡他很強調耶穌基督是真真實實
[00:08:30.240 --> 00:08:32.240]  是為我們而死的
[00:08:32.240 --> 00:08:34.240]  祂的死是非常重要
[00:08:34.240 --> 00:08:35.240]  如果說祂沒有死
[00:08:35.240 --> 00:08:36.240]  那就是沒有復活
[00:08:36.240 --> 00:08:40.240]  這是牽涉到我們整個信仰的核心
[00:08:40.240 --> 00:08:41.240]  所以這裡特別強調
[00:08:41.240 --> 00:08:45.240]  耶穌基督確實死而復活了
[00:08:45.240 --> 00:08:47.240]  保羅在這裡將耶穌基督
[00:08:47.240 --> 00:08:51.240]  和我們信徒的生命連在一起
[00:08:51.240 --> 00:08:53.240]  耶穌基督是我們的頭
[00:08:53.240 --> 00:08:55.240]  信徒是祂的肢體
[00:08:55.240 --> 00:08:56.240]  是祂的身體
[00:08:56.240 --> 00:09:00.240]  既然耶穌基督都死了又復活了
[00:09:00.240 --> 00:09:02.240]  那麼我們這群信祂的人
[00:09:02.240 --> 00:09:07.240]  我們也一定會復活
[00:09:07.240 --> 00:09:09.240]  第二個理據是
[00:09:09.240 --> 00:09:11.240]  耶穌基督再來的時候
[00:09:11.240 --> 00:09:15.240]  祂會將已死的信徒一起帶回來
[00:09:15.240 --> 00:09:19.240]  這個信息不只是在這裡出現
[00:09:19.240 --> 00:09:21.240]  其實在哥林多後書四章
[00:09:21.240 --> 00:09:23.240]  保羅也曾經這樣說過
[00:09:23.240 --> 00:09:26.240]  「因為知道那使主耶穌復活的
[00:09:26.240 --> 00:09:29.240]  也必定使我們與耶穌一同復活
[00:09:29.240 --> 00:09:35.240]  並且把我們和你們呈現在祂的面前」
[00:09:35.240 --> 00:09:39.240]  無論那些信徒死了多久
[00:09:39.240 --> 00:09:42.240]  有一天到耶穌基督再來的時候
[00:09:42.240 --> 00:09:45.240]  歷世歷代的信徒
[00:09:45.240 --> 00:09:49.240]  他們死去多久也好
[00:09:49.240 --> 00:09:51.240]  他們都必定復活
[00:09:51.240 --> 00:09:53.240]  他們能夠復活是因為
[00:09:53.240 --> 00:09:55.240]  這裡很清楚說到
[00:09:55.240 --> 00:09:58.240]  耶穌基督確實死了又復活了
[00:09:58.240 --> 00:10:03.240]  所以信祂的人才能像睡了覺的人
[00:10:03.240 --> 00:10:06.240]  有一天我們會被人喊醒
[00:10:06.240 --> 00:10:13.240]  喊醒就是我們復活的那一天
[00:10:13.240 --> 00:10:15.240]  第三個原因是
[00:10:15.240 --> 00:10:17.240]  已死的信徒
[00:10:17.240 --> 00:10:23.240]  一定會在活著的信徒被提前復活
[00:10:23.240 --> 00:10:28.240]  貼薩羅尼加的信徒就怕好像吃虧
[00:10:28.240 --> 00:10:30.240]  如果我們有些親友死了很久
[00:10:30.240 --> 00:10:32.240]  將來主再來
[00:10:32.240 --> 00:10:34.240]  主會否忘記他們
[00:10:34.240 --> 00:10:36.240]  我們活著的人就很有榮耀
[00:10:36.240 --> 00:10:37.240]  見到主
[00:10:37.240 --> 00:10:39.240]  但我們死了的人
[00:10:39.240 --> 00:10:41.240]  好像耶穌忘記了我們
[00:10:41.240 --> 00:10:45.240]  那個榮耀可能也沒有那麼大
[00:10:45.240 --> 00:10:47.240]  但這裡保羅說
[00:10:47.240 --> 00:10:53.240]  你放心將來復活的那個得榮耀
[00:10:53.240 --> 00:10:54.240]  可不可以這樣說
[00:10:54.240 --> 00:10:56.240]  次序上就是
[00:10:56.240 --> 00:11:01.240]  已死的信徒會先復活
[00:11:01.240 --> 00:11:03.240]  當耶穌從天降臨
[00:11:03.240 --> 00:11:05.240]  然後神發命令
[00:11:05.240 --> 00:11:10.240]  天使又來發出召集其他天使的呼聲
[00:11:10.240 --> 00:11:12.240]  神的號角響起的時候
[00:11:12.240 --> 00:11:17.240]  所有已死的信徒都會被喊醒
[00:11:17.240 --> 00:11:19.240]  從死裡復活過來
[00:11:19.240 --> 00:11:23.240]  同樣在哥倫多前書裏
[00:11:23.240 --> 00:11:24.240]  保羅亦提到
[00:11:24.240 --> 00:11:27.240]  現在我將一個奧秘告訴你們
[00:11:27.240 --> 00:11:29.240]  我們不是都要睡覺
[00:11:29.240 --> 00:11:30.240]  而是在一剎那
[00:11:30.240 --> 00:11:31.240]  眨眼之間
[00:11:31.240 --> 00:11:34.240]  就是號角最後一次吹響的時候
[00:11:34.240 --> 00:11:36.240]  我們都要改變
[00:11:36.240 --> 00:11:38.240]  因為號角要吹響
[00:11:38.240 --> 00:11:39.240]  死人要復活
[00:11:39.240 --> 00:11:40.240]  成為不朽懷的
[00:11:40.240 --> 00:11:42.240]  我們也要改變
[00:11:42.240 --> 00:11:51.240]  儘管信徒會因為親人去世而哀傷
[00:11:51.240 --> 00:11:53.240]  即是如果他們未信
[00:11:53.240 --> 00:11:56.240]  但如果你的親友信了的話
[00:11:56.240 --> 00:11:59.240]  其實你就不用太過哀傷
[00:11:59.240 --> 00:12:05.240]  因為信了的已經去世的親友
[00:12:05.240 --> 00:12:12.240]  他們會跟活著的人一起有份於主再來的福氣
[00:12:12.240 --> 00:12:15.240]  而且他們會先復活
[00:12:15.240 --> 00:12:21.240]  跟那些仍然存活的一起被提
[00:12:21.240 --> 00:12:26.240]  主沒有忘記每一個信祂的人
[00:12:26.240 --> 00:12:29.240]  即使他已經離開了世界很久
[00:12:29.240 --> 00:12:35.240]  神沒有忘記他們
[00:12:35.240 --> 00:12:37.240]  第二個主再來的安慰是什麼呢?
[00:12:37.240 --> 00:12:41.240]  就是每一個仍存活的信徒都會被提
[00:12:41.240 --> 00:12:42.240]  弟兄姊妹你們有沒有想過
[00:12:42.240 --> 00:12:44.240]  如果明天主再來
[00:12:44.240 --> 00:12:45.240]  我們仍然健在
[00:12:45.240 --> 00:12:47.240]  我們仍然在的話
[00:12:47.240 --> 00:12:50.240]  我們是會一起被提的
[00:12:50.240 --> 00:12:52.240]  但我不知道主何時再來
[00:12:52.240 --> 00:12:55.240]  可能主再來的時候我已經死了
[00:12:55.240 --> 00:12:58.240]  但到時我就會來復活
[00:12:58.240 --> 00:13:03.240]  好像剛才哥林多前書那段經文所說
[00:13:03.240 --> 00:13:07.240]  死了的信徒會身體復活
[00:13:07.240 --> 00:13:09.240]  但仍然存活的信徒
[00:13:09.240 --> 00:13:11.240]  到時身體也會改變
[00:13:11.240 --> 00:13:13.240]  現在我們的身體是怎樣?
[00:13:13.240 --> 00:13:16.240]  我們有很多問題
[00:13:16.240 --> 00:13:18.240]  我們有生老病死
