
[00:00:00.000 --> 00:00:03.020]  弟兄姊妹新年快樂
[00:00:03.020 --> 00:00:04.760]  不知道早幾天的新年
[00:00:04.760 --> 00:00:07.260]  你們家人是如何慶祝的呢?
[00:00:07.260 --> 00:00:09.260]  有些家人可能跟往常一樣
[00:00:09.260 --> 00:00:11.740]  去到不同的親戚家拜年
[00:00:11.740 --> 00:00:13.740]  有些可能選擇用電話
[00:00:13.740 --> 00:00:15.340]  或者網上程式
[00:00:15.340 --> 00:00:17.640]  去跟朋友親戚聊聊天
[00:00:17.640 --> 00:00:19.520]  互相祝賀
[00:00:19.520 --> 00:00:21.920]  我記得以前在神學院讀書的時候
[00:00:21.920 --> 00:00:23.420]  有些大陸的同學
[00:00:23.420 --> 00:00:26.720]  會叫這個新年做「春節」
[00:00:26.720 --> 00:00:28.220]  我沒有仔細研究
[00:00:28.220 --> 00:00:31.320]  為什麼他們會這樣稱呼這個節日
[00:00:31.320 --> 00:00:33.320]  不過我相信這個叫法
[00:00:33.320 --> 00:00:36.400]  是跟新年的日子有關係的
[00:00:36.400 --> 00:00:38.040]  因為新年的日子
[00:00:38.040 --> 00:00:43.100]  一般都是在二十四節氣的立春前後
[00:00:43.100 --> 00:00:45.100]  就好像今年的新年
[00:00:45.100 --> 00:00:46.700]  初一、二、三
[00:00:46.700 --> 00:00:49.380]  就是剛剛過去的星期二、三、四
[00:00:49.380 --> 00:00:50.820]  而今年的立春
[00:00:50.820 --> 00:00:52.820]  就是剛剛過去的星期五
[00:00:52.820 --> 00:00:55.320]  也就是初四
[00:00:55.320 --> 00:00:59.920]  大家知道立春是代表春天的開始
[00:00:59.920 --> 00:01:01.420]  我們有一句話叫做
[00:01:01.420 --> 00:01:04.720]  「一年之計在於春」
[00:01:04.720 --> 00:01:06.860]  意思就是我們春天的時候
[00:01:06.860 --> 00:01:08.860]  我們就應該把握時光
[00:01:08.860 --> 00:01:12.660]  好好地安排、計劃一年的事情
[00:01:12.660 --> 00:01:14.160]  大家想像到
[00:01:14.160 --> 00:01:18.640]  這個提醒在以往的農業社會是很重要的
[00:01:18.640 --> 00:01:21.600]  因為如果當時的人沒有做好準備
[00:01:21.600 --> 00:01:27.780]  就會錯過了農事和春耕工作的時機
[00:01:27.780 --> 00:01:28.980]  所以一說到春天
[00:01:28.980 --> 00:01:30.880]  我們就會聯想到
[00:01:30.880 --> 00:01:33.220]  有好的天氣去耕種
[00:01:33.220 --> 00:01:35.960]  在風調雨順的季節
[00:01:35.960 --> 00:01:40.400]  所以如果我們稍稍去擴闊春天的概念
[00:01:40.400 --> 00:01:42.500]  我們可能會聯想到
[00:01:42.500 --> 00:01:44.500]  幸福快樂的生活
[00:01:44.500 --> 00:01:47.700]  安枕無憂的日子
[00:01:47.700 --> 00:01:53.480]  今天我們的講題是「不屬於春天的初熟果子」
[00:01:53.480 --> 00:01:54.380]  「初熟果子」
[00:01:54.380 --> 00:01:55.980]  我想我們大家都知道
[00:01:55.980 --> 00:01:59.140]  是指復活的主耶穌基督
[00:01:59.140 --> 00:02:02.520]  如果配合剛才對春天的那種描述
[00:02:02.520 --> 00:02:04.980]  我想你大概都已經猜到
[00:02:04.980 --> 00:02:07.820]  今天的講題要表達的意思
[00:02:07.820 --> 00:02:08.880]  讓我們一起看看
[00:02:08.880 --> 00:02:11.220]  為什麼我們會形容我們的基督
[00:02:11.220 --> 00:02:15.960]  是「不屬於春天的初熟果子」
[00:02:15.960 --> 00:02:19.900]  今天的經文出自哥倫多前書十五章一至十一節
[00:02:19.900 --> 00:02:23.140]  當中就是講到基督的復活
[00:02:23.140 --> 00:02:27.180]  讓我們先一起抱告
[00:02:27.180 --> 00:02:28.580]  親愛的天父
[00:02:28.580 --> 00:02:30.780]  感謝祢以愛招聚我們
[00:02:30.780 --> 00:02:33.380]  相聚敬拜祢
[00:02:33.380 --> 00:02:37.180]  感謝祢讓我們有剛剛過去的新年節日
[00:02:37.180 --> 00:02:40.320]  讓我們有機會和親戚朋友家人
[00:02:40.320 --> 00:02:42.760]  互相祝賀問候
[00:02:42.760 --> 00:02:46.500]  在這個春意漸濃的日子
[00:02:46.500 --> 00:02:48.500]  求祢藉著今天的經文
[00:02:48.500 --> 00:02:51.000]  提醒我們這群屬於祢的人
[00:02:51.000 --> 00:02:53.300]  基督復活的意義
[00:02:53.300 --> 00:02:56.300]  讓我們將這份意義轉化
[00:02:56.300 --> 00:02:59.400]  成為對我們家庭的祝福
[00:02:59.400 --> 00:03:00.780]  我們的禱告
[00:03:00.780 --> 00:03:04.120]  是奉主耶穌基督的名字祈求
[00:03:04.120 --> 00:03:07.120]  阿門
[00:03:07.120 --> 00:03:09.320]  在今天經文的一至四節
[00:03:09.320 --> 00:03:13.920]  保羅向哥倫多教會重申他所傳的福音
[00:03:13.920 --> 00:03:18.420]  這個福音就是我和你都很熟悉的基督復活的福音
[00:03:18.420 --> 00:03:19.660]  在第三第四節
[00:03:19.660 --> 00:03:23.760]  保羅說當日傳給這群哥倫多教會信徒
[00:03:23.760 --> 00:03:26.900]  最重要最重要最重要的就是
[00:03:26.900 --> 00:03:29.100]  照聖經所說的
[00:03:29.100 --> 00:03:31.200]  基督為我們的罪死了
[00:03:31.200 --> 00:03:35.180]  而且埋葬了有照聖經所說的
[00:03:35.180 --> 00:03:38.640]  在第三天復活
[00:03:38.640 --> 00:03:42.140]  我和你都聽過基督的復活很多次
[00:03:42.140 --> 00:03:43.920]  我們可能會覺得
[00:03:43.920 --> 00:03:45.920]  這是信仰的一零一
[00:03:45.920 --> 00:03:48.620]  是最基本最簡單的東西
[00:03:48.620 --> 00:03:51.660]  所以我們也沒有特意想過
[00:03:51.660 --> 00:03:55.100]  基督的復活對我們有什麼特別
[00:03:55.100 --> 00:04:02.000]  我們可能只是很簡單地接受它是我們信仰的一部分
[00:04:02.000 --> 00:04:06.100]  話說不知道大家對希臘神話熟不熟悉
[00:04:06.100 --> 00:04:10.380]  我想大家可能最起碼聽過當中最出名的咒詩
[00:04:10.380 --> 00:04:13.580]  阿典娜或者普羅米修斯
[00:04:13.580 --> 00:04:17.380]  事實上很多電影都會在希臘神話裡面取材
[00:04:17.380 --> 00:04:20.320]  所以就算我們對這些故事不太熟悉
[00:04:20.320 --> 00:04:24.120]  我們可能對這些名字都不陌生
[00:04:24.120 --> 00:04:26.060]  而在希臘神話裡面
[00:04:26.060 --> 00:04:29.260]  有一個神明叫做亞多尼斯
[00:04:29.260 --> 00:04:33.040]  他的故事都是包含著復活的元素
[00:04:33.040 --> 00:04:36.060]  他整個的故事我不在這裡詳細說了
[00:04:36.060 --> 00:04:38.580]  但基本上在希臘神話裡面
[00:04:38.580 --> 00:04:42.440]  每一年亞多尼斯有一部分的時間
[00:04:42.440 --> 00:04:45.540]  都要留在陰間或者叫冥界
[00:04:45.540 --> 00:04:49.320]  而另一些時間他就會留在人世間逗留
[00:04:49.320 --> 00:04:53.380]  所以這個亞多尼斯每一年都會經歷死亡
[00:04:53.380 --> 00:04:54.420]  去到冥界
[00:04:54.420 --> 00:04:57.220]  然後又會復活、甦醒
[00:04:57.220 --> 00:04:58.320]  一年復一年
[00:04:58.320 --> 00:05:01.700]  這個亞多尼斯都是這樣經歷死亡和復活
[00:05:01.700 --> 00:05:03.560]  所以在希臘文化裡面
[00:05:03.560 --> 00:05:07.440]  他被視為掌管植物每年去死亡
[00:05:07.440 --> 00:05:11.200]  又復生這個循環的神明
[00:05:11.200 --> 00:05:14.880]  亞多尼斯的死象徵著冬天的來臨
[00:05:14.880 --> 00:05:19.920]  而他的復活象徵著春天的再來
[00:05:19.920 --> 00:05:24.960]  當時在雅典會有一些婦女去崇拜亞多尼斯的神明
[00:05:24.960 --> 00:05:27.620]  他們會有一個春天的節日
[00:05:27.620 --> 00:05:29.260]  他們會種一些生菜
[00:05:29.260 --> 00:05:31.300]  然後等他們發芽
[00:05:31.300 --> 00:05:33.760]  過了一段時間他們就把生菜扔在那裡
[00:05:33.760 --> 00:05:37.240]  不理會,就等他們凋謝死亡
[00:05:37.240 --> 00:05:43.900]  這些婦女就是藉著種生菜去紀念亞多尼斯的死亡和復活
[00:05:43.900 --> 00:05:46.680]  其實亞多尼斯這個故事
[00:05:46.680 --> 00:05:49.080]  不是來自希臘文化的本身
[00:05:49.080 --> 00:05:52.380]  而是來自東方的神話
[00:05:52.380 --> 00:05:57.220]  亞多尼斯在東方的神話裡面叫塔莫斯
[00:05:57.220 --> 00:06:01.960]  其實在聖經裡面也有提及這個神明
[00:06:01.960 --> 00:06:04.560]  在《以西傑書》的第八章說道
[00:06:04.560 --> 00:06:06.960]  神在異象裡面帶以西傑
[00:06:06.960 --> 00:06:11.260]  去看以色列人崇拜不同的神明
[00:06:11.260 --> 00:06:14.040]  其中在十四節以西傑就見到
[00:06:14.040 --> 00:06:16.740]  有一些婦女坐在那裡哭
[00:06:16.740 --> 00:06:21.540]  為了這個塔莫斯的神明而哭
[00:06:21.540 --> 00:06:23.580]  這些婦女不是無緣無故地哭的
[00:06:23.580 --> 00:06:25.940]  因為他們哭是一種儀式
[00:06:25.940 --> 00:06:30.120]  就是正正去紀念這個塔莫斯的死亡
[00:06:30.120 --> 00:06:33.360]  所以在東方的文化裡面
[00:06:33.360 --> 00:06:36.060]  塔莫斯也是象徵著
[00:06:36.060 --> 00:06:38.220]  也是代表著植物
[00:06:38.220 --> 00:06:39.600]  掌管農作物
[00:06:39.600 --> 00:06:42.660]  一些豐收的神明
[00:06:42.660 --> 00:06:44.800]  所以農作物收成好不好
[00:06:44.800 --> 00:06:46.360]  或者有沒有旱災
[00:06:46.360 --> 00:06:50.700]  都是要看這個神明的生死有關係
[00:06:50.700 --> 00:06:56.240]  而由《以西傑書》裡面的記載我們知道當時的以色列人
[00:06:56.240 --> 00:07:01.820]  有一部分的人都會去崇拜塔莫斯的偶像
[00:07:01.820 --> 00:07:05.380]  其實無論在以色列人裡面崇拜塔莫斯的人
[00:07:05.380 --> 00:07:08.860]  還是在希臘裡面崇拜亞當尼斯的人
[00:07:08.860 --> 00:07:11.620]  我想我們都不難理解他們
[00:07:11.620 --> 00:07:13.300]  在一個農業社會裡面
[00:07:13.300 --> 00:07:16.200]  理解上每年農作物豐收
