
[00:00:00.000 --> 00:00:03.260]  請姐妹早晨,大家好
[00:00:03.260 --> 00:00:10.840]  上個月跟大家提供的訊息是
[00:00:10.840 --> 00:00:14.980]  我們是神國的祭司,上廣
[00:00:14.980 --> 00:00:21.740]  在馬丁路德改教的時候
[00:00:21.740 --> 00:00:24.820]  能夠有一個很重要的口號
[00:00:24.820 --> 00:00:27.520]  就是提醒我們
[00:00:27.520 --> 00:00:30.440]  每一個信徒其實都是祭司
[00:00:30.440 --> 00:00:34.640]  這個在改教的時候是一個很重要的口號
[00:00:34.640 --> 00:00:37.800]  就是信徒皆祭司
[00:00:37.800 --> 00:00:41.080]  All believers are priests
[00:00:41.080 --> 00:00:44.180]  所有信主的人
[00:00:44.180 --> 00:00:46.180]  所有的基督徒
[00:00:46.180 --> 00:00:50.260]  我們不需要靠著一個中間人
[00:00:50.260 --> 00:00:52.860]  譬如天主教的聖母
[00:00:52.860 --> 00:00:55.560]  或者一些聖人
[00:00:55.560 --> 00:00:57.820]  去到神的面前
[00:00:57.820 --> 00:01:02.560]  我們可以直接靠著耶穌基督這位大祭司
[00:01:02.560 --> 00:01:05.060]  就可以去到上帝的面前
[00:01:05.060 --> 00:01:07.560]  我們也不需要說
[00:01:07.560 --> 00:01:09.560]  一定要透過神職人員
[00:01:09.560 --> 00:01:11.840]  才能夠讀聖經
[00:01:11.840 --> 00:01:15.240]  所以我們今天很自由的可以直接
[00:01:15.240 --> 00:01:20.040]  當然透過傳導人、牧者的解釋幫助我們了解多一點
[00:01:20.040 --> 00:01:24.320]  但是我們可以直接自己讀上帝的話語
[00:01:24.320 --> 00:01:26.860]  因為我們可以和神
[00:01:26.860 --> 00:01:30.280]  是因著救恩的緣故
[00:01:30.280 --> 00:01:34.520]  我們每一個人都可以去到神面前
[00:01:34.520 --> 00:01:36.520]  去侍奉祂、敬拜祂
[00:01:36.520 --> 00:01:38.200]  我們每一個信徒
[00:01:38.200 --> 00:01:39.860]  神給我們不同的恩賜
[00:01:39.860 --> 00:01:41.460]  我們都可以發揮
[00:01:41.460 --> 00:01:43.060]  來配搭在一起
[00:01:43.060 --> 00:01:46.000]  成為神所使用的器皿
[00:01:46.000 --> 00:01:47.600]  在祂的國度裏面
[00:01:47.600 --> 00:01:48.600]  在祂的教會裏面
[00:01:48.600 --> 00:01:52.340]  我們成為祂所使用的祭司
[00:01:52.340 --> 00:01:55.380]  所以在改教的時候
[00:01:55.380 --> 00:01:58.820]  將很多不合聖經的觀念廢除了
[00:01:58.820 --> 00:02:02.220]  回復回到救恩
[00:02:02.220 --> 00:02:03.580]  恩順清義的道理
[00:02:03.580 --> 00:02:05.820]  回到回復聖經
[00:02:05.820 --> 00:02:07.160]  是神的話語
[00:02:07.160 --> 00:02:10.660]  我們回到聖經裏面
[00:02:10.660 --> 00:02:13.500]  回到很重要的
[00:02:13.500 --> 00:02:17.100]  就是我們每一個信徒都是祭司
[00:02:17.100 --> 00:02:18.860]  所以信徒皆祭司
[00:02:18.860 --> 00:02:22.100]  這是新約聖經裏面非常強調的真理
[00:02:22.100 --> 00:02:24.440]  當我們去思想的時候
[00:02:24.440 --> 00:02:26.440]  原來在新約裏面
[00:02:26.440 --> 00:02:32.080]  舊約當時當然有一個很詳細的描繪
[00:02:32.080 --> 00:02:35.580]  舊約的祭司制度是怎樣發展出來的
[00:02:35.580 --> 00:02:37.080]  這是那個根源
[00:02:37.080 --> 00:02:39.380]  所以為甚麼我們讀聖經需要讀舊約
[00:02:39.380 --> 00:02:41.620]  因為我們明白舊約是一個根
[00:02:41.620 --> 00:02:42.920]  然後到新約的時候
[00:02:42.920 --> 00:02:47.860]  就將整個真理慢慢逐漸顯露出來
[00:02:47.860 --> 00:02:49.860]  但在新約來說
[00:02:49.860 --> 00:02:54.360]  我們是祭司改教這麼重要的課題
[00:02:54.360 --> 00:02:55.740]  一個這麼重要的真理
[00:02:55.740 --> 00:02:58.040]  是因為聖經裏面形容多次
[00:02:58.040 --> 00:03:02.240]  我們是上帝神國裏面的祭司
[00:03:02.240 --> 00:03:07.740]  我研究的時候有四個祭司的形容
[00:03:07.740 --> 00:03:11.920]  上一次跟大家已經分享了兩個祭司的形容
[00:03:11.920 --> 00:03:13.920]  我們是甚麼的祭司呢
[00:03:13.920 --> 00:03:15.080]  我們是怎樣的祭司呢
[00:03:15.080 --> 00:03:16.260]  在新約聖經
[00:03:16.260 --> 00:03:19.560]  在啟示錄第一章第六節
[00:03:19.560 --> 00:03:23.760]  我們看到我們是負上帝的祭司
[00:03:23.760 --> 00:03:26.260]  這裏是啟示錄第一章第六節
[00:03:26.260 --> 00:03:27.560]  我們重溫一下
[00:03:27.560 --> 00:03:28.960]  請大家同聲讀出好不好
[00:03:28.960 --> 00:03:29.840]  請讀
[00:03:29.840 --> 00:03:33.100]  有使我們成為國民
[00:03:33.100 --> 00:03:36.800]  作他負上帝的祭司
[00:03:36.800 --> 00:03:40.680]  但願榮耀權能歸給他
[00:03:40.680 --> 00:03:43.720]  直到永永遠遠
[00:03:43.720 --> 00:03:45.080]  阿們
[00:03:45.080 --> 00:03:46.620]  所以原來這裏讓我們看到
[00:03:46.620 --> 00:03:49.560]  我們是負上帝的祭司
[00:03:49.560 --> 00:03:51.420]  這是第一個形容
[00:03:51.420 --> 00:03:55.020]  這個形容有一個重要含義
[00:03:55.020 --> 00:03:57.060]  就是所有屬神的兒女
[00:03:57.060 --> 00:04:01.160]  他說我們成為了國民
[00:04:01.160 --> 00:04:02.660]  即是上帝國的子民
[00:04:02.660 --> 00:04:05.500]  所以這個題目就是神國的祭司
[00:04:05.500 --> 00:04:08.080]  我們在神國裏面成為子民
[00:04:08.080 --> 00:04:12.080]  就自然作負上帝的祭司
[00:04:12.080 --> 00:04:15.820]  請問你是否信徒
[00:04:15.820 --> 00:04:18.440]  是否信耶穌基督的門徒
[00:04:18.440 --> 00:04:21.880]  所以我們自然就是神的國民
[00:04:21.880 --> 00:04:24.760]  我們自然就是成為甚麼
[00:04:24.760 --> 00:04:26.460]  成為神國的祭司
[00:04:26.460 --> 00:04:28.060]  所以和你旁邊的弟兄姊妹說一聲
[00:04:28.060 --> 00:04:29.220]  你是神國的祭司
[00:04:29.220 --> 00:04:31.620]  告訴他們
[00:04:31.620 --> 00:04:41.300]  所以不是牧師傳道人
[00:04:41.300 --> 00:04:43.540]  長老執事是祭司
[00:04:43.540 --> 00:04:46.840]  每一個信徒 你是否信徒
