
[00:00:00.000 --> 00:00:06.300]  對,我們提到約書、記,我們說要去,要得地的時候
[00:00:06.300 --> 00:00:11.640]  我想問,今天大家上完崇拜之後,大家會去哪裏?
[00:00:11.640 --> 00:00:14.160]  下午了,吃午餐,是吧?
[00:00:14.160 --> 00:00:15.800]  對,香港人很喜歡喝茶
[00:00:15.800 --> 00:00:18.500]  我想問大家,如果大家去喝茶的時候
[00:00:18.500 --> 00:00:21.000]  現在你們第一件事會做甚麼?
[00:00:21.000 --> 00:00:24.900]  對,嘟!測試不到,大家記得吧?
[00:00:24.900 --> 00:00:26.580]  我們現在呢,今年開始是甚麼?
[00:00:26.580 --> 00:00:28.560]  我們去到嘟安心出行
[00:00:28.560 --> 00:00:33.480]  然後呢,我們就會去掃描這個疫苗通行證之後
[00:00:33.480 --> 00:00:35.800]  第一時間當然是去按門票,是吧?
[00:00:35.800 --> 00:00:40.560]  因為你按了門票,就是表示你開始排隊等待,是吧?
[00:00:40.560 --> 00:00:42.480]  那你拿著門票的時候
[00:00:42.480 --> 00:00:46.120]  你有沒有懷疑過茶樓不給你桌子?
[00:00:46.120 --> 00:00:47.280]  沒有,是吧?
[00:00:47.280 --> 00:00:50.600]  因為你拿著門票,就好像那個茶樓
[00:00:50.600 --> 00:00:53.320]  它對你有一個承諾,就是它會給你桌子
[00:00:53.320 --> 00:00:55.040]  而我們今天說的加拿大
[00:00:55.040 --> 00:00:57.280]  它就不是去茶樓喝茶
[00:00:57.280 --> 00:00:58.800]  它是在等待一塊地
[00:00:58.800 --> 00:01:01.840]  它用四十五年的時間去等待這一塊地
[00:01:01.840 --> 00:01:04.440]  我們等待桌子,我們不耐煩的時候
[00:01:04.440 --> 00:01:07.280]  我們就會問那個樓面的人說
[00:01:07.280 --> 00:01:09.880]  「還要等多久?還要等多久?」
[00:01:09.880 --> 00:01:12.400]  但是加拿大在這四十五年的裏面
[00:01:12.400 --> 00:01:15.760]  它沒有問神,還要等多久?
[00:01:15.760 --> 00:01:18.740]  它就一直專心地等,專心地等
[00:01:18.740 --> 00:01:20.480]  它一心一意地在想甚麼?
[00:01:20.480 --> 00:01:24.720]  「神啊,你的應許終必會實現」
[00:01:24.720 --> 00:01:28.240]  而這個應許,是說原來很早的時候
[00:01:28.240 --> 00:01:30.840]  是神和阿伯拉罕立約的時候
[00:01:30.840 --> 00:01:32.680]  已經說到這個應許
[00:01:32.680 --> 00:01:35.040]  阿伯拉罕的時候,神跟他說甚麼?
[00:01:35.040 --> 00:01:37.680]  他說:「我要將你現在寄居的地
[00:01:37.680 --> 00:01:43.440]  就事加南全地,賜給你和你的後裔,永遠為業」
[00:01:43.440 --> 00:01:45.600]  「我也必作他們的神」
[00:01:45.600 --> 00:01:49.000]  原來這個應許是關乎到地的
[00:01:49.000 --> 00:01:51.480]  而地,我們在上兩個星期
[00:01:51.480 --> 00:01:54.760]  Pastor Michelle在我們當中也有分享過題目,是甚麼?
[00:01:54.760 --> 00:01:57.040]  「德地與我何干?」
[00:01:57.040 --> 00:01:59.200]  「地關我甚麼事?」
[00:01:59.200 --> 00:02:03.280]  我們回到以色列人的民族裏面
[00:02:03.280 --> 00:02:07.560]  其實地是用來界分你的身份是屬於誰
[00:02:07.560 --> 00:02:11.120]  因為你要有身份,即是你屬於哪個民族
[00:02:11.120 --> 00:02:13.120]  你屬於哪一個支派的時候
[00:02:13.120 --> 00:02:15.800]  你才有權去拿到這個地方
[00:02:15.800 --> 00:02:17.760]  當你拿到這個地方的時候
[00:02:17.760 --> 00:02:21.240]  你亦都有使用這個地方的權利
[00:02:21.240 --> 00:02:22.880]  即是說你會有耕種
[00:02:22.880 --> 00:02:24.520]  有耕種就有收成
[00:02:24.520 --> 00:02:27.400]  然後你會有生活
[00:02:27.400 --> 00:02:29.520]  所以說,得地的時候
[00:02:29.520 --> 00:02:32.080]  即是說,關乎你的身份
[00:02:32.080 --> 00:02:33.800]  關乎你的生活
[00:02:33.800 --> 00:02:36.640]  於是胡當約書要進行這個分地的時候
[00:02:36.640 --> 00:02:38.120]  他一定要很小心
[00:02:38.120 --> 00:02:41.000]  因為如果他分地不公平的時候
[00:02:41.000 --> 00:02:44.520]  那你會辛辛苦苦趕走那些加南人
[00:02:44.520 --> 00:02:48.640]  但可能又會令到以色列人內訌
[00:02:48.640 --> 00:02:52.560]  他開始要分地的時候,那他怎樣做呢?
[00:02:52.560 --> 00:02:54.360]  我們現在,如果我們上班
[00:02:54.360 --> 00:02:56.200]  我們要開展一個新的項目
[00:02:56.200 --> 00:02:57.680]  一個項目的時候
[00:02:57.680 --> 00:03:03.480]  公司就會說,找幾個同事來一起組織一個委員會
[00:03:03.480 --> 00:03:05.840]  其實那時候已經有委員會,你知不知道?
[00:03:05.840 --> 00:03:07.720]  即是那時候,十四章一節那裏
[00:03:07.720 --> 00:03:09.520]  就有一個叫分地委員會
[00:03:09.520 --> 00:03:11.440]  這個我創立的,這個名字
[00:03:11.440 --> 00:03:15.360]  那個委員會包括甚麼人去負責、去監管
[00:03:15.360 --> 00:03:17.200]  去統籌整個分地呢?
[00:03:17.200 --> 00:03:20.320]  包括有祭司、伊利亞撒
[00:03:20.320 --> 00:03:25.040]  包括有帶領以色列人進加南地的領袖約書亞
[00:03:25.040 --> 00:03:28.680]  以及以色列每一個支派的族長
[00:03:28.680 --> 00:03:30.640]  那些領袖都在當中
[00:03:30.640 --> 00:03:34.800]  一起去管理整個分地的項目
[00:03:34.800 --> 00:03:36.400]  而當要分地的時候
[00:03:36.400 --> 00:03:39.520]  不是你說你想怎樣分就怎樣分
[00:03:39.520 --> 00:03:41.760]  因為這些是仁義,是嗎?
[00:03:41.760 --> 00:03:44.800]  原來聖經都有很清楚地說
[00:03:44.800 --> 00:03:48.000]  分地的時候,聖經它告訴你
[00:03:48.000 --> 00:03:52.400]  它指引你,那個怎樣叫公平的分地呢?
[00:03:52.400 --> 00:03:53.680]  就在文素記裏說
[00:03:53.680 --> 00:03:57.200]  分地就要按著你家裏有多少人
[00:03:57.200 --> 00:03:59.080]  多人的分多一點
[00:03:59.080 --> 00:04:01.120]  少人的就分少一點
[00:04:01.120 --> 00:04:03.280]  並且所屬的支派
[00:04:03.280 --> 00:04:06.800]  一個支派就會劃分一個地屬於某一個支派
[00:04:06.800 --> 00:04:10.880]  而支派,你各個支派可以拿到甚麼地方呢?
[00:04:10.880 --> 00:04:12.360]  不是人去決定
[00:04:12.360 --> 00:04:16.760]  而是用一個叫做「簾勾」的方式去分
[00:04:16.760 --> 00:04:18.680]  怎樣去分呢?
[00:04:18.680 --> 00:04:20.840]  就是用一些石頭,可能是拋石頭
[00:04:20.840 --> 00:04:23.240]  又或者是抽籤的方法
[00:04:23.240 --> 00:04:27.000]  去劃分一個地方屬於你的支派
[00:04:27.000 --> 00:04:29.960]  就是說整件事是由神去主導
[00:04:29.960 --> 00:04:31.520]  你可以拿到哪一個地方
[00:04:31.520 --> 00:04:32.880]  而不是那個帶領者
[00:04:32.880 --> 00:04:34.880]  我喜歡拿一些好的地方
[00:04:34.880 --> 00:04:37.040]  給自己就拿好的地方
[00:04:37.040 --> 00:04:38.000]  就是這樣
[00:04:38.000 --> 00:04:39.440]  約書亞就知道
[00:04:39.440 --> 00:04:46.200]  是的,分地的時候就要用這樣的方式去分地
[00:04:46.200 --> 00:04:50.040]  而當分地要進行開始的時候
[00:04:50.040 --> 00:04:52.880]  我們今天說的人物迦勒就出現了
[00:04:52.880 --> 00:04:55.000]  大家有多認識他?
[00:04:55.000 --> 00:04:56.880]  可能你認識的是他這個名字
[00:04:56.880 --> 00:04:58.200]  迦勒是甚麼?
[00:04:58.200 --> 00:05:00.720]  在十四章中介紹迦勒是甚麼呢?
[00:05:00.720 --> 00:05:02.880]  基尼洗族
[00:05:02.880 --> 00:05:05.200]  耶穌尼的兒子迦勒
[00:05:05.200 --> 00:05:06.800]  大家熟不熟悉?
[00:05:06.800 --> 00:05:09.880]  基尼洗族,有沒有聽過這個族名?
[00:05:09.880 --> 00:05:12.880]  沒有吧?我看到大家都回頭
[00:05:12.880 --> 00:05:15.280]  我想說當我預備這篇信息的時候
[00:05:15.280 --> 00:05:18.120]  我都會在想基尼洗族在哪裡呢?
[00:05:18.120 --> 00:05:21.760]  原來在很多聖經學者都在問
[00:05:21.760 --> 00:05:25.040]  它實際的位置在哪裡
[00:05:25.040 --> 00:05:27.080]  大家都說不是很清楚
[00:05:27.080 --> 00:05:29.320]  不過有件事我們很清楚的是甚麼呢?
[00:05:29.320 --> 00:05:32.880]  就是原來當神和阿巴拉罕立約的時候
[00:05:32.880 --> 00:05:35.640]  祂說要將迦南地給以色列人
[00:05:35.640 --> 00:05:40.560]  你們就要將迦南地的外族趕走的時候
[00:05:40.560 --> 00:05:42.840]  提到的其中一個民族
[00:05:42.840 --> 00:05:45.120]  就叫做基尼洗族
[00:05:45.120 --> 00:05:46.080]  即是說甚麼呢?
[00:05:46.080 --> 00:05:50.040]  原來耶穌尼本身不是猶太人
[00:05:50.040 --> 00:05:52.120]  祂是一個外族人
[00:05:52.120 --> 00:05:55.880]  而外族人為甚麼會在這裡有份分地呢?
[00:05:55.880 --> 00:05:58.160]  就是因為耶穌尼相信
[00:05:58.160 --> 00:06:00.520]  耶和華是獨一真神的緣故
[00:06:00.520 --> 00:06:03.280]  祂成為一個歸於猶太信仰的人
[00:06:03.280 --> 00:06:05.960]  加入了猶太這個民族
[00:06:05.960 --> 00:06:07.800]  我們再看看約書
[00:06:07.800 --> 00:06:11.680]  原來約書的原文字根的意思是甚麼呢?
[00:06:11.680 --> 00:06:13.280]  是狗的意思
[00:06:13.280 --> 00:06:15.560]  今天我們香港人可能在家裡
[00:06:15.560 --> 00:06:17.400]  都會養一隻毛蟹
[00:06:17.400 --> 00:06:18.360]  你會稱呼牠是寶寶
[00:06:18.360 --> 00:06:20.360]  很可愛的一隻小狗在家裡
[00:06:20.360 --> 00:06:23.720]  你會覺得這隻小狗是你家裡的成員
[00:06:23.720 --> 00:06:25.600]  但是當時的猶太人
[00:06:25.600 --> 00:06:28.920]  他會視狗為不潔之物
[00:06:28.920 --> 00:06:31.680]  一定不會覺得牠是你的家人
[00:06:31.680 --> 00:06:33.680]  但是當我們今天這樣想
[00:06:33.680 --> 00:06:37.600]  因為祂的父親耶穌尼
[00:06:37.600 --> 00:06:39.920]  祂相信耶和華神的緣故
[00:06:39.920 --> 00:06:42.120]  神的祝福臨到祂一家
[00:06:42.120 --> 00:06:46.560]  神的祝福甚至乎要臨到加勒祂的兒子身上
[00:06:46.560 --> 00:06:49.000]  加勒在分地的時候有份
[00:06:49.000 --> 00:06:50.720]  祂本身其實人們會當祂是甚麼?
[00:06:50.720 --> 00:06:51.560]  局外人
[00:06:51.560 --> 00:06:52.720]  關你甚麼事?
[00:06:52.720 --> 00:06:54.000]  沒有你的份
[00:06:54.000 --> 00:06:56.160]  但是今天當分地的時候
[00:06:56.160 --> 00:06:57.520]  加勒有份
[00:06:57.520 --> 00:06:59.040]  並且如果我們看
[00:06:59.040 --> 00:07:03.440]  在以色列那麼多的支派裡面有一個叫做猶大支派
[00:07:03.440 --> 00:07:05.320]  加勒原來是族長
[00:07:05.320 --> 00:07:07.200]  很不簡單
[00:07:07.200 --> 00:07:09.320]  我們仔細看聖經的時候
[00:07:09.320 --> 00:07:13.680]  我們會發現其實聖經很多地方提到加勒這個人
[00:07:13.680 --> 00:07:16.440]  但是提到的時候很簡單地說甚麼呢?
[00:07:16.440 --> 00:07:17.320]  加勒
[00:07:17.320 --> 00:07:20.560]  或者是耶穌尼的兒子加勒
[00:07:20.560 --> 00:07:24.520]  偏偏去到分地的時候說是分給以色列人的
[00:07:24.520 --> 00:07:26.360]  但是他又提到這個民族
[00:07:26.360 --> 00:07:27.600]  基尼洗族
[00:07:27.600 --> 00:07:30.160]  耶穌尼的兒子加勒
[00:07:30.160 --> 00:07:31.880]  聖經那麼特別的記載
[00:07:31.880 --> 00:07:34.200]  很想告訴你一件事是甚麼呢?
[00:07:34.200 --> 00:07:36.560]  就是原來神的祝福要臨到我們
[00:07:36.560 --> 00:07:38.840]  無論我們的背景是怎樣
[00:07:38.840 --> 00:07:41.280]  無論我們的過去是怎樣
[00:07:41.280 --> 00:07:44.240]  只要我們承認神是獨一真神的時候
[00:07:44.240 --> 00:07:46.800]  神的祝福今天都要臨到你身上
[00:07:46.800 --> 00:07:48.400]  今天都要臨到我身上
[00:07:48.400 --> 00:07:49.360]  即是說甚麼?
[00:07:49.360 --> 00:07:52.360]  神的祝福和我們有關
[00:07:52.360 --> 00:07:56.080]  而當加勒在這裡出現的時候
[00:07:56.080 --> 00:07:58.360]  他去到約書亞面前
[00:07:58.360 --> 00:07:59.880]  他就跟約書亞說
[00:07:59.880 --> 00:08:01.960]  他說當日摩西起誓說
[00:08:01.960 --> 00:08:03.720]  你腳所踏之地
[00:08:03.720 --> 00:08:06.960]  定要歸你的子孫永遠為業
[00:08:06.960 --> 00:08:09.800]  因為你專心跟從耶和華我的神
[00:08:09.800 --> 00:08:13.800]  求你將耶和華那日應許我的這生地給我
