
[00:00:00.000 --> 00:00:03.760]  請不吝點贊訂閱轉發打賞支持明鏡與點點欄目
[00:00:03.760 --> 00:00:08.560]  各位電影主媒平安舊約仍然向我們講說話
[00:00:08.560 --> 00:00:09.960]  在十屆裏面
[00:00:09.960 --> 00:00:15.240]  第一屆就講到我們單單要敬拜我們的神
[00:00:15.240 --> 00:00:17.080]  是獨一的神
[00:00:17.080 --> 00:00:20.040]  就講到我們敬拜的對象
[00:00:20.040 --> 00:00:24.240]  第二屆講到我們不可以雕刻偶像
[00:00:24.240 --> 00:00:26.840]  就是我們敬拜的方式
[00:00:26.840 --> 00:00:29.920]  我們不是用那些像來敬拜
[00:00:29.920 --> 00:00:33.160]  第三就是我們敬拜的態度
[00:00:33.160 --> 00:00:36.560]  我們不可以妄稱神的名
[00:00:36.560 --> 00:00:40.120]  然後第四講到敬拜的時間
[00:00:40.120 --> 00:00:43.320]  到底有沒有一個日子是神選定
[00:00:43.320 --> 00:00:45.320]  叫我們去敬拜的呢
[00:00:45.320 --> 00:00:47.800]  很特別在十屆裏面
[00:00:47.800 --> 00:00:53.640]  只有這一屆神是將為什麼我們要守這一屆的原因
[00:00:53.640 --> 00:00:57.400]  將背後的原因講出來的
[00:00:57.400 --> 00:00:58.680]  我想讀一讀
[00:00:58.680 --> 00:01:01.560]  就是出《埃及記》第20章
[00:01:01.560 --> 00:01:04.320]  第一次提到十屆的時候
[00:01:04.320 --> 00:01:10.280]  神講我們要守安息日的原因在哪裡
[00:01:10.280 --> 00:01:11.880]  聖經那裏說
[00:01:11.880 --> 00:01:17.440]  當紀念安息日要守為聖日
[00:01:17.440 --> 00:01:21.880]  因為六日我們要勞碌作工
[00:01:21.880 --> 00:01:27.560]  然後在第七日你就要安息了
[00:01:27.560 --> 00:01:34.920]  在第七日是向耶和華里臣當守的安息日
[00:01:34.920 --> 00:01:38.280]  這一天你和你的兒女
[00:01:38.280 --> 00:01:42.320]  你的僕婢並生畜
[00:01:42.320 --> 00:01:47.760]  並你城裏面寄居的客裏
[00:01:47.760 --> 00:01:52.240]  無論何工都不可以做
[00:01:52.240 --> 00:01:54.440]  因為六日之內
[00:01:54.440 --> 00:01:59.600]  耶和華造天地海和其中的萬物
[00:01:59.600 --> 00:02:02.960]  第七日就安息了
[00:02:02.960 --> 00:02:08.480]  所以耶和華賜福給安息日
[00:02:08.480 --> 00:02:10.960]  定為聖日
[00:02:10.960 --> 00:02:13.240]  根據出《埃及記》的解釋
[00:02:13.240 --> 00:02:15.240]  為什麼我們要守安息日呢
[00:02:15.240 --> 00:02:19.520]  因為神用了六日的時間來創造
[00:02:19.520 --> 00:02:20.840]  然後第七日
[00:02:20.840 --> 00:02:26.720]  他選這一天想定為聖日就叫我們可以安息
[00:02:26.720 --> 00:02:29.680]  但是對於我們人來說很特別
[00:02:29.680 --> 00:02:33.360]  因為神是第六天創造我們的
[00:02:33.360 --> 00:02:37.560]  就是說第二天我們已經休息了
[00:02:37.560 --> 00:02:39.080]  所以有些人覺得
[00:02:39.080 --> 00:02:41.840]  是不是我們工作很辛苦
[00:02:41.840 --> 00:02:44.000]  做了六天工作太累了
[00:02:44.000 --> 00:02:45.920]  所以有一天休息
[00:02:45.920 --> 00:02:48.600]  有些人說我們應該反過來
[00:02:48.600 --> 00:02:53.200]  原來第一天是我們先去敬拜神
[00:02:53.200 --> 00:02:57.360]  親近神 仰望神 從神那裏支取力量
[00:02:57.360 --> 00:03:00.320]  然後我們開始六天的工作
[00:03:00.320 --> 00:03:04.480]  因為這個是七天的頭一天
[00:03:04.480 --> 00:03:06.720]  的確在創造的時候
[00:03:06.720 --> 00:03:09.520]  我們這幫被創造的人
[00:03:09.520 --> 00:03:13.480]  第一個日子就是安息日
[00:03:13.480 --> 00:03:18.080]  所以安息日充滿了很寶貴的意義
[00:03:18.080 --> 00:03:21.000]  讓我們了解我們需要和神
[00:03:21.000 --> 00:03:24.040]  建立一個很密切的關係
[00:03:24.040 --> 00:03:26.920]  我們是時時需要仰望神
[00:03:26.920 --> 00:03:29.120]  仰望神的恩典
[00:03:29.120 --> 00:03:33.840]  來到祂的面前去親近祂 敬拜祂
[00:03:33.840 --> 00:03:37.160]  與祂建立一個很緊密的關係
[00:03:37.160 --> 00:03:39.600]  然後我們才有力量
[00:03:39.600 --> 00:03:42.400]  去做我們一切的工作
[00:03:42.400 --> 00:03:45.200]  然後我很想和大家再看看
[00:03:45.200 --> 00:03:49.400]  就在生命記第六章
[00:03:49.400 --> 00:03:52.560]  生命記的第六章 第五章
[00:03:52.560 --> 00:03:54.480]  說到十誡的時候
[00:03:54.480 --> 00:04:01.040]  又是怎樣說這個安息日的呢?
[00:04:01.040 --> 00:04:07.440]  他說 當趙耶和華里神所吩咐的
[00:04:07.440 --> 00:04:10.240]  守安息日為聖日
[00:04:10.240 --> 00:04:13.840]  六日要勞碌作你一切的工作
[00:04:13.840 --> 00:04:17.760]  但是第七日是向耶和華里神
[00:04:17.760 --> 00:04:20.040]  當守的安息日
[00:04:20.040 --> 00:04:24.560]  那一日你和你的兒女僕婢
[00:04:24.560 --> 00:04:29.800]  生畜牛羊都不可以做工
[00:04:29.800 --> 00:04:33.440]  並且在你城裡寄居的客人
[00:04:33.440 --> 00:04:35.760]  何工都不可以做
[00:04:35.760 --> 00:04:42.400]  要使你的僕婢可以和你一樣安息
[00:04:42.400 --> 00:04:44.680]  你也要紀念
[00:04:44.680 --> 00:04:49.720]  你在埃及地是作過勞碌的
[00:04:49.720 --> 00:04:54.120]  耶和華里的神是用大能的手
[00:04:54.120 --> 00:04:56.680]  將你救了出來
[00:04:56.680 --> 00:04:58.800]  伸出來的膀臂
[00:04:58.800 --> 00:05:02.640]  將你從那裡領出來
[00:05:02.640 --> 00:05:05.600]  我是耶和華里的神
[00:05:05.600 --> 00:05:09.360]  吩咐你守安息日
[00:05:09.360 --> 00:05:10.840]  非常之特別
[00:05:10.840 --> 00:05:13.000]  到了生命記第五章
[00:05:13.000 --> 00:05:15.440]  就加了一個原因
[00:05:15.440 --> 00:05:18.120]  因為不單止神用六日創造
[00:05:18.120 --> 00:05:21.320]  更加是將這群以色列人
[00:05:21.320 --> 00:05:24.560]  從埃及一個奴隸的地方
[00:05:24.560 --> 00:05:26.280]  將他們救拔出來
[00:05:26.280 --> 00:05:28.200]  將他們拯救出來
[00:05:28.200 --> 00:05:31.040]  所以這裡說到神的救恩
[00:05:31.040 --> 00:05:32.480]  神的拯救
[00:05:32.480 --> 00:05:35.320]  原來我們的神是有大能的神
[00:05:35.320 --> 00:05:36.680]  祂在我們的生命裡面
[00:05:36.680 --> 00:05:39.160]  做了很多很奇妙的工作
[00:05:39.160 --> 00:05:41.600]  所以我們就定了一天出來
[00:05:41.600 --> 00:05:43.760]  將祂分別為聖
[00:05:43.760 --> 00:05:45.360]  叫我們紀念
[00:05:45.360 --> 00:05:49.040]  我們的神是一位對我們有恩情
[00:05:49.040 --> 00:05:52.360]  對我們有很寶貴作為的神
[00:05:52.360 --> 00:05:54.680]  因此我們要敬拜祂
[00:05:54.680 --> 00:05:56.840]  我們要親近祂
[00:05:56.840 --> 00:06:01.760]  因此安息日就是一個神特定的日子
[00:06:01.760 --> 00:06:03.720]  叫我們在這一天裡面
[00:06:03.720 --> 00:06:06.160]  我們要放下所有的工作
[00:06:06.160 --> 00:06:07.320]  不單止我們
[00:06:07.320 --> 00:06:10.120]  連我們的工人都要休息
[00:06:10.120 --> 00:06:15.360]  今天很多地方請了外傭來幫我們工作
[00:06:15.360 --> 00:06:17.520]  外傭都要休息
[00:06:17.520 --> 00:06:20.000]  所以我們要顧念他們
[00:06:20.000 --> 00:06:21.680]  讓他們有假期
[00:06:21.680 --> 00:06:22.800]  有休息
[00:06:22.800 --> 00:06:25.080]  然後安息日用來做什麼呢?
[00:06:25.080 --> 00:06:27.120]  是我們去親近神
[00:06:27.120 --> 00:06:29.920]  是我們跟家人建立關係
[00:06:29.920 --> 00:06:32.200]  是我們可以放鬆
[00:06:32.200 --> 00:06:34.240]  是我們可以休息一下
[00:06:34.240 --> 00:06:38.640]  做一些對我們身心靈有益的事
[00:06:38.640 --> 00:06:41.360]  所以這一天非常重要
[00:06:41.360 --> 00:06:44.040]  到了新約的時候
[00:06:44.040 --> 00:06:47.800]  就被稱為七天的頭一天
[00:06:47.800 --> 00:06:51.760]  將舊約安息日這個觀念
[00:06:51.760 --> 00:06:54.200]  扭轉了過來
[00:06:54.200 --> 00:06:58.360]  起碼有幾段新約聖經是記載的
[00:06:58.360 --> 00:07:00.840]  第一就是《使徒行傳》
[00:07:00.840 --> 00:07:03.760]  二十章十七節
[00:07:03.760 --> 00:07:05.240]  聖經那裡說
[00:07:05.240 --> 00:07:07.880]  七天的第一天
[00:07:07.880 --> 00:07:12.240]  我們聚會抹餅的時候
[00:07:12.240 --> 00:07:14.280]  原來到了《使徒行傳》
[00:07:14.280 --> 00:07:17.280]  他們是記載在七天的第一天
[00:07:17.280 --> 00:07:20.360]  他們一起來聚會抹餅
[00:07:20.360 --> 00:07:23.160]  然後到了《哥林多前書》
[00:07:23.160 --> 00:07:25.800]  十六章第二節那裡就說
[00:07:25.800 --> 00:07:28.640]  每逢七天的第一天
[00:07:28.640 --> 00:07:34.760]  各人要做自己的進項是抽起你留住
[00:07:34.760 --> 00:07:36.960]  就是說到了七天的第一天
[00:07:36.960 --> 00:07:40.000]  你去參加教會聚會的時候
[00:07:40.000 --> 00:07:42.200]  你要帶著你的奉獻
[00:07:42.200 --> 00:07:45.160]  是抽出來留住的
[00:07:45.160 --> 00:07:48.560]  奉獻不是到時看看自己的錢包有多少錢
[00:07:48.560 --> 00:07:50.680]  隨便扔一些下去
[00:07:50.680 --> 00:07:53.320]  而是有準備而去的
[00:07:53.320 --> 00:07:56.560]  帶著你抽出來的款項
[00:07:56.560 --> 00:07:58.800]  到時獻給神
[00:07:58.800 --> 00:08:01.000]  然後到了啟示錄
[00:08:01.000 --> 00:08:02.960]  第一章第十節
[00:08:02.960 --> 00:08:05.520]  那裡說當主人
[00:08:05.520 --> 00:08:08.800]  我們是被聖靈感動
[00:08:08.800 --> 00:08:12.200]  第一節叫這個做主人
[00:08:12.200 --> 00:08:16.120]  就在啟示錄第一章裡面記載
[00:08:16.120 --> 00:08:21.560]  所以原來由安息日轉變成為主人
[00:08:21.560 --> 00:08:25.960]  因為耶穌在七天的第一天他復活
[00:08:25.960 --> 00:08:27.120]  他得勝
[00:08:27.120 --> 00:08:29.040]  所以我們這群基督徒
[00:08:29.040 --> 00:08:33.160]  我們這群信徒去敬拜我們的神的時候
[00:08:33.160 --> 00:08:36.200]  是用主耶穌得勝
[00:08:36.200 --> 00:08:38.640]  去戰勝死亡的權勢
[00:08:38.640 --> 00:08:42.960]  他戰勝仇敵撒旦的一切攻擊
[00:08:42.960 --> 00:08:47.000]  他被高舉得榮耀的時候
[00:08:47.000 --> 00:08:50.960]  我們是紀念我們的主
[00:08:50.960 --> 00:08:53.160]  所以各位親愛的弟兄姊妹
[00:08:53.160 --> 00:08:57.200]  讓我們帶著一個恭恭敬敬的心
[00:08:57.200 --> 00:09:00.440]  我們工作沒錯是很忙
[00:09:00.440 --> 00:09:03.640]  但是我們要將一天留出來
[00:09:03.640 --> 00:09:06.480]  分別出來去親近神
[00:09:06.480 --> 00:09:08.080]  去敬拜神
[00:09:08.080 --> 00:09:10.320]  去與祂相遇
[00:09:10.320 --> 00:09:14.560]  以致我們能夠身心靈再一次得力量
[00:09:14.560 --> 00:09:18.840]  以致我們可以面對新的一個星期的工作
[00:09:18.840 --> 00:09:20.960]  如果我們看日曆
[00:09:20.960 --> 00:09:26.760]  星期日多數是排在一個星期裡面的頭一天
[00:09:26.760 --> 00:09:29.080]  第一天就是主日
[00:09:29.080 --> 00:09:31.960]  然後開始星期一、星期二、星期三
[00:09:31.960 --> 00:09:36.440]  原來一個星期我們是用這一天作為開始
[00:09:36.440 --> 00:09:38.160]  求神幫助我們
[00:09:38.160 --> 00:09:41.680]  讓我們更多願意來到神的面前
[00:09:41.680 --> 00:09:45.880]  去敬拜祂、親近祂、與祂相近
[00:09:45.880 --> 00:09:49.400]  然後我們領受從雙頭而來的能力
[00:09:49.400 --> 00:09:51.520]  我們帶著活潑的能力
[00:09:51.520 --> 00:09:53.960]  行走我們每週的工作
[00:09:53.960 --> 00:09:56.480]  願天父賜福給你
