
[00:00:00.000 --> 00:00:08.080]  大家好,今日可以說是之前兩個禮拜所講到的一個延續
[00:00:08.080 --> 00:00:14.000]  好,在講到之先,就熱一下身,好不好?
[00:00:14.000 --> 00:00:20.680]  不是叫大家起來做運動,而是給兩張,給三張powerpoint大家去看一下
[00:00:20.680 --> 00:00:30.980]  那些經文加加減減,或者那些逗號擺在那些位置,原來都可以令我們有一個很不同的理解和詮釋
[00:00:30.980 --> 00:00:35.320]  有些東西是怎樣去詮釋的呢?好,下一張,麻煩你
[00:00:35.320 --> 00:00:39.360]  「那位農民餓死四百隻豬,判囚一年」
[00:00:39.360 --> 00:00:41.860]  那那個逗號應該擺在哪裡呢?
[00:00:41.860 --> 00:00:48.480]  昨天在青少年,志峰都聽過,那你不要出聲了,ok?
[00:00:48.480 --> 00:00:57.140]  擺在哪裡好呢?
[00:00:57.140 --> 00:01:00.200]  餓字前面?
[00:01:00.200 --> 00:01:02.440]  四百字前面?
[00:01:02.440 --> 00:01:07.740]  「那位農民餓死四百隻豬,判囚一年」
[00:01:07.740 --> 00:01:09.780]  不是吧?應該是吧?
[00:01:09.780 --> 00:01:17.140]  開估吧,照計如果我的語文能力沒有理解錯,應該是判字前面,是吧?
[00:01:17.140 --> 00:01:21.140]  「那位農民餓死四百隻豬,判囚一年」
[00:01:21.140 --> 00:01:25.540]  那就合理一點了,ok?大家應該沒有擺錯那個逗號
[00:01:25.540 --> 00:01:27.980]  好,下一張
[00:01:27.980 --> 00:01:36.980]  「壯男爆頭死,攬財物寶不失」
[00:01:36.980 --> 00:01:39.980]  那個逗號擺在哪裡呢?是不是那個攬字前面呢?
[00:01:39.980 --> 00:01:43.980]  「壯男爆頭死,攬財物寶不失」
[00:01:43.980 --> 00:01:48.580]  有問題吧?應該是吧?
[00:01:48.580 --> 00:01:51.980]  死字前面,是吧?
[00:01:51.980 --> 00:01:54.280]  擺在死字前面,這次死了
[00:01:54.280 --> 00:01:57.980]  ok,「壯男爆頭死,攬財物寶不失」
[00:01:57.980 --> 00:02:01.980]  這個通順一點,照計,是吧?ok吧?
[00:02:01.980 --> 00:02:04.680]  好,下一張
[00:02:04.680 --> 00:02:06.980]  好,給大家一分鐘時間吧
[00:02:06.980 --> 00:02:17.980]  不過應該也不用,那個F字出現了多少次?
[00:02:17.980 --> 00:02:19.480]  差不多了吧?
[00:02:19.480 --> 00:02:21.480]  好,一次舉手
[00:02:21.480 --> 00:02:23.480]  兩次
[00:02:23.480 --> 00:02:25.980]  三次,兩次有人舉手,ok
[00:02:25.980 --> 00:02:28.480]  三次,三次有人舉
[00:02:28.480 --> 00:02:30.980]  四次,好像攀梯一樣
[00:02:30.980 --> 00:02:32.980]  好,四次,行不行?四次
[00:02:32.980 --> 00:02:34.980]  好,再加,五次
[00:02:34.980 --> 00:02:38.980]  為什麼有人每次都舉?天樂,不要每次都舉,不行
[00:02:38.980 --> 00:02:40.980]  好,六次
[00:02:40.980 --> 00:02:43.980]  ok,答案是六次
[00:02:43.980 --> 00:02:46.980]  為什麼呢?F字去了哪裡呢?
[00:02:46.980 --> 00:02:50.980]  可能你漏了個off字,OF那裡,是吧?
[00:02:50.980 --> 00:02:53.480]  哎呀,對呀,通常都是這樣
[00:02:53.480 --> 00:02:57.480]  好了,這個熱身已經完了
[00:02:57.480 --> 00:03:02.980]  好了,先回去,不然大家繼續看F字出現了多少次
[00:03:02.980 --> 00:03:10.980]  所以當我們再看路加福音主耶穌講以賽亞書的經文的時候
[00:03:10.980 --> 00:03:13.980]  其實是有些關聯的
[00:03:13.980 --> 00:03:18.980]  漏了一句和多了一句的經文有沒有什麼關係呢?
[00:03:18.980 --> 00:03:22.980]  可以這麼說,差之毫釐,謀之千里
[00:03:22.980 --> 00:03:29.980]  一定是在路加福音去記載主耶穌講以賽亞書這段經文的時候
[00:03:29.980 --> 00:03:37.980]  會有它的意義,所以我們要注意,留意的地方
[00:03:37.980 --> 00:03:44.980]  路加福音書去記載的內容是當主耶穌去讀以賽亞書的時候
[00:03:44.980 --> 00:03:49.980]  他竟然,第一樣,他竟然漏了一句的經文
[00:03:49.980 --> 00:03:54.980]  如果大家再翻之前的以賽亞書第62章第一至二節
[00:03:54.980 --> 00:04:01.980]  在第二節的下半節的時候,他漏了和我們神報仇的日子
[00:04:01.980 --> 00:04:06.980]  我們就會去想,究竟漏了的原因是什麼呢?
[00:04:06.980 --> 00:04:10.980]  是不是他忘記了呢?太緊張了,好像我們讀經一樣
[00:04:10.980 --> 00:04:15.980]  讀著讀著就跳了一個字,或者是漏了一個字都不知道
[00:04:15.980 --> 00:04:23.980]  從路加福音的記載來看,主耶穌是拿著以賽亞書來讀的
[00:04:23.980 --> 00:04:27.980]  所以應該不會是忘記了的
[00:04:27.980 --> 00:04:30.980]  而且從路加福音第四章的記載裡面
[00:04:30.980 --> 00:04:34.980]  主耶穌是放下了以賽亞書之後
[00:04:34.980 --> 00:04:40.980]  之後還講了一大段東西,大家剛才讀經都會看到
[00:04:40.980 --> 00:04:44.980]  然後他所講完的話,還有在會堂裡面猶太人的反應
[00:04:44.980 --> 00:04:51.980]  更加可以我們去發現,耶穌是故意漏了那一句經文
[00:04:51.980 --> 00:04:58.980]  如果這個推論是正確的話,如果主耶穌是故意漏了那一句經文
[00:04:58.980 --> 00:05:03.980]  也不禁讓我們去問,為什麼呢?
[00:05:03.980 --> 00:05:10.980]  為什麼他會故意漏了以賽亞書62章第二節下半的經文
[00:05:10.980 --> 00:05:17.980]  是不是代表了路加想表達其中一個很重要的訊息
[00:05:17.980 --> 00:05:24.980]  或者有什麼意圖是針對當時猶太人來講的呢?
[00:05:24.980 --> 00:05:32.980]  所以在當中我們慢慢重溫第四章的經文
[00:05:32.980 --> 00:05:43.980]  最後我們來明白,究竟主耶穌原來在當時帶著這樣的意義
[00:05:43.980 --> 00:05:47.980]  首先來看路加福音的記載
[00:05:47.980 --> 00:05:55.980]  從經文來看,如果大家從第四章開始來看的時候
[00:05:55.980 --> 00:06:03.980]  大家就會知道,當時耶穌是剛剛通過了魔鬼對他的三次試探
[00:06:03.980 --> 00:06:07.980]  而關於那三次試探,簡單來說
[00:06:07.980 --> 00:06:15.980]  第一是石頭變餅,可以寓意代表一個經濟的權力
[00:06:15.980 --> 00:06:23.980]  第二是萬國的政權,可以看作是一個對當時政治的權力
[00:06:23.980 --> 00:06:29.980]  還有聖殿的神蹟,可以說是一個宗教上的權力
[00:06:29.980 --> 00:06:39.980]  很明顯,而這三個的權力,可以說是如果你集齊這三者於一身
[00:06:39.980 --> 00:06:43.980]  大概就是經濟、政治和宗教力量
[00:06:43.980 --> 00:06:53.980]  你就可以得到相對與羅馬帝國抗衡的力量的集合體
[00:06:53.980 --> 00:07:03.980]  然後我們會想,如果一般人去面對這三者的權力集於一身的時候
[00:07:03.980 --> 00:07:09.980]  大概沒有什麼人能夠抵受得住這種試探引誘
[00:07:09.980 --> 00:07:11.980]  多數都會陷入魔鬼的詭計
[00:07:11.980 --> 00:07:14.980]  不過我們心知上帝有祂的旨意
[00:07:14.980 --> 00:07:19.980]  而主耶穌也很果斷地去拒絕了魔鬼的試探
[00:07:19.980 --> 00:07:26.980]  而且勝過了試探之後,他去了加利利猶太人的會堂
[00:07:26.980 --> 00:07:29.980]  並且得到那裡的人的稱讚
[00:07:29.980 --> 00:07:35.980]  大家去想的時候,你被人稱讚,你會怎樣呢?
[00:07:35.980 --> 00:07:38.980]  你不承認,我們中國人很謙卑的
[00:07:38.980 --> 00:07:40.980]  不是的,傻的,我哪有
[00:07:40.980 --> 00:07:43.980]  但你心裡覺得是,通常
[00:07:43.980 --> 00:07:51.980]  無論如何,你得到稱讚,總是會有人覺得有種飄飄然或者心花怒放的感覺
[00:07:51.980 --> 00:07:54.980]  不過你要看看讚你的那個人是誰
[00:07:54.980 --> 00:08:00.980]  在聖經裡面,他講到讚他的那幫人是加利利人
[00:08:00.980 --> 00:08:05.980]  加利利人的表揚,他的讚揚是代表了什麼呢?
[00:08:05.980 --> 00:08:11.980]  如果大家再翻到聖經二賽亞書第九章
[00:08:11.980 --> 00:08:15.980]  即是一至二節那裡的經文來看的時候
[00:08:15.980 --> 00:08:19.980]  其實有提到加利利這個地方
[00:08:19.980 --> 00:08:23.980]  而在經文裡面,他這樣說
[00:08:42.980 --> 00:08:46.980]  由這段經文裡面得知
[00:08:46.980 --> 00:08:51.980]  似乎加利利是一個外邦人聚集的地方
[00:08:51.980 --> 00:08:55.980]  亦都是尼賽亞要帶來拯救的第一站
[00:08:55.980 --> 00:09:00.980]  而從以色列王國時期的歷史那裡可以去看
[00:09:00.980 --> 00:09:07.980]  亦都可以發現加利利是處於以色列面對敘利亞的前線
[00:09:07.980 --> 00:09:15.980]  是一個兵家必爭之地,是一個打仗行上的地方
[00:09:15.980 --> 00:09:22.980]  所以亦都根據猶太歷史家約瑟夫在猶太戰記裡面的記載
[00:09:22.980 --> 00:09:25.980]  在耶穌出來傳道的時代
[00:09:25.980 --> 00:09:32.980]  大概加利利已經是一個革命分子聚集的地方
[00:09:32.980 --> 00:09:38.980]  甚至當時的加利利人當中,可能起來反抗羅馬帝國的
[00:09:38.980 --> 00:09:43.980]  大約都有多達十萬人這樣的數目
[00:09:43.980 --> 00:09:51.980]  因此極有可能上文裡面所讚揚耶穌那班的加利利人
[00:09:51.980 --> 00:09:55.980]  大概他們的讚揚其實暗藏著
[00:09:55.980 --> 00:10:00.980]  他們要期待耶穌帶他們去推翻羅馬帝國
[00:10:00.980 --> 00:10:05.980]  所以延續上一次講道裡面的內容
[00:10:05.980 --> 00:10:10.980]  他們是帶著一個潛藏著的期望
[00:10:10.980 --> 00:10:22.980]  而在當時既然受到一些想復國或者報復的一班加利利人的支持
[00:10:22.980 --> 00:10:30.980]  主耶穌一回到加利利他的故鄉那撒勒的時候
[00:10:30.980 --> 00:10:34.980]  有隨即在猶太人聚集的會堂裡面公開演講
[00:10:34.980 --> 00:10:36.980]  大家去想一下這個時候
[00:10:36.980 --> 00:10:45.980]  那些期待著耶穌來拯救他們的那班加利利人
[00:10:45.980 --> 00:10:48.980]  那班猶太人他們在想些什麼
[00:10:48.980 --> 00:10:55.980]  可能耶穌的這些同鄉們期待著耶穌成為他們心目中的那撒勒之光
[00:10:55.980 --> 00:11:01.980]  即是成為以賽亞書裡面所期待的舊主理賽亞的來臨
[00:11:01.980 --> 00:11:05.980]  所以在會堂裡面他們就立刻有人
[00:11:05.980 --> 00:11:10.980]  一進去就把以賽亞書貼在那一板
[00:11:10.980 --> 00:11:13.980]  然後遞給他們讀
[00:11:13.980 --> 00:11:15.980]  可不可以這樣去理解
[00:11:15.980 --> 00:11:17.980]  絕對有意圖
[00:11:17.980 --> 00:11:21.980]  當有一天林全道上台講道的時候
[00:11:21.980 --> 00:11:24.980]  林全道你的講章就在這裡
[00:11:24.980 --> 00:11:26.980]  你拿上來讀吧
[00:11:26.980 --> 00:11:28.980]  OK
[00:11:28.980 --> 00:11:30.980]  沒有這些事發生的
[00:11:30.980 --> 00:11:33.980]  到現在我們在香港的社會
[00:11:33.980 --> 00:11:36.980]  不過其他地方不知道
[00:11:36.980 --> 00:11:41.980]  所以在會堂裡面有人把以賽亞書來到交給耶穌的時候
[00:11:41.980 --> 00:11:44.980]  他們想聽耶穌去宣告
[00:11:44.980 --> 00:11:49.980]  希臘到了,期待已久的理賽亞也到了加利利
[00:11:49.980 --> 00:11:55.980]  結果真的耶穌回到以賽亞書第61章第1至2節那裡讀
[00:11:55.980 --> 00:11:59.980]  並且報告神預納人的希臘已經來到
[00:11:59.980 --> 00:12:02.980]  大家聽到這裡的時候
[00:12:02.980 --> 00:12:07.980]  你可以想像到當時的加利利人立刻差不多拿起工具
[00:12:07.980 --> 00:12:17.980]  「去吧,可以了,時機來了,我們已經如箭在弦,兩脅插刀,把刀放在背後,你什麼時候起義?」
[00:12:17.980 --> 00:12:22.980]  「我馬上來,你一出聲,我馬上來」
[00:12:22.980 --> 00:12:26.980]  可想而知當時是多麼熱血沸騰
[00:12:26.980 --> 00:12:29.980]  甚至是揭竿起義
[00:12:29.980 --> 00:12:32.980]  就要出去拼了
[00:12:32.980 --> 00:12:37.980]  參賽在年頭還是年尾,還是要農曆新年呢?
[00:12:37.980 --> 00:12:42.980]  我們不知道,我們會不會在聖誕節會有這些事呢?
[00:12:42.980 --> 00:12:45.980]  我不知道,只是說說而已
[00:12:45.980 --> 00:12:53.980]  沒想到,接著主耶穌是用以利亞和西頓的寡婦
[00:12:53.980 --> 00:12:57.980]  在聯王記上第17章記載
[00:12:57.980 --> 00:13:04.980]  和在聯王記下第5章,以利沙和敘利亞人
[00:13:04.980 --> 00:13:08.980]  乃曼作兩個例子
[00:13:08.980 --> 00:13:13.980]  來跟那幫加利利人說
[00:13:13.980 --> 00:13:18.980]  上帝國的拯救是要臨到愛邦人的身上
[00:13:18.980 --> 00:13:21.980]  耶穌表明了自己的工作
[00:13:21.980 --> 00:13:25.980]  是好像以色列王國時期的兩位先知一樣
[00:13:25.980 --> 00:13:30.980]  要將上帝的恩典帶到愛邦的西頓
[00:13:30.980 --> 00:13:33.980]  甚至是帶到以色列的敵國敘利亞
[00:13:33.980 --> 00:13:36.980]  即當時的雅蘭國當中
[00:13:36.980 --> 00:13:41.980]  耶穌的言論好像對當時一幫熱血沸騰的猶太人
[00:13:41.980 --> 00:13:47.980]  潑了一道很冷的冷水
[00:13:47.980 --> 00:13:57.980]  於是乎大家會在第28節看到
[00:13:57.980 --> 00:14:01.980]  為何一幫人如此興高采烈
[00:14:01.980 --> 00:14:06.980]  歡迎讚揚耶穌進入會堂
[00:14:06.980 --> 00:14:09.980]  但到最後為何會成為一個
[00:14:09.980 --> 00:14:12.980]  你快點走,不歡迎你在這裡
[00:14:12.980 --> 00:14:14.980]  為何會變成一個這樣的結局
[00:14:14.980 --> 00:14:19.980]  你開始會明白,那幫人聽完
[00:14:19.980 --> 00:14:23.980]  那幫人聽完主耶穌用這兩個例子的解釋之後
[00:14:23.980 --> 00:14:26.980]  他們就很憤怒
[00:14:26.980 --> 00:14:28.980]  他們做不到他們的期望
[00:14:28.980 --> 00:14:31.980]  我上次也這樣說
[00:14:31.980 --> 00:14:33.980]  他們很憤怒,要將耶穌趕出城外
[00:14:33.980 --> 00:14:36.980]  甚至要將耶穌推下山腳
[00:14:36.980 --> 00:14:41.980]  至此讓人發現,耶穌對希臘的詮釋
[00:14:41.980 --> 00:14:46.980]  似乎和猶太人對希臘的期望
[00:14:46.980 --> 00:14:50.980]  是一個很大的落差
[00:14:50.980 --> 00:14:54.980]  很明顯,主耶穌讀到希臘這個字之後
[00:14:54.980 --> 00:14:57.980]  他就沒有跟著再讀下去
[00:14:57.980 --> 00:15:00.980]  令人懷疑,在當中
[00:15:00.980 --> 00:15:03.980]  可能耶穌並不是那麼認同
[00:15:03.980 --> 00:15:08.980]  當時某些猶太人對我們上帝報仇的日子
[00:15:08.980 --> 00:15:13.980]  這句話的解釋是有一個落差
[00:15:13.980 --> 00:15:16.980]  是有一個不同的解釋在裡面
[00:15:16.980 --> 00:15:19.980]  從路加福音來看,耶穌提出的欺凌
[00:15:19.980 --> 00:15:23.980]  是和當時猶太教的觀念有些差異
[00:15:23.980 --> 00:15:26.980]  而當時猶太人對釋放的觀念
[00:15:26.980 --> 00:15:31.980]  在於藉著一個用武力的方法
[00:15:31.980 --> 00:15:37.980]  來帶出釋放的路向
[00:15:37.980 --> 00:15:42.980]  但主耶穌所提出的對欺凌的解釋是
[00:15:42.980 --> 00:15:47.980]  第一,一定不是從仇恨報復的角度
[00:15:47.980 --> 00:15:50.980]  以致讓人得釋放
[00:15:50.980 --> 00:15:56.980]  第二,也不是用一個帝國去取代羅馬的帝國
[00:15:56.980 --> 00:16:02.980]  而是上帝的國是一個天國的形態
[00:16:02.980 --> 00:16:08.980]  是要讓百姓無論是哪一個地方,哪一個國家的人
[00:16:08.980 --> 00:16:14.980]  他都在這個角度去得到恩典,得到釋放
[00:16:14.980 --> 00:16:18.980]  從過去他的籠奴,從他的枷鎖裡面
[00:16:18.980 --> 00:16:23.980]  來得到解脫,以致他得到自由
[00:16:23.980 --> 00:16:27.980]  所以他更加藉著以利亞和西頓的寡婦
[00:16:27.980 --> 00:16:33.980]  以及以利沙和敘利亞人的奶曼
[00:16:33.980 --> 00:16:35.980]  這兩個例子來帶出
[00:16:35.980 --> 00:16:40.980]  上帝的拯救恩典是要用這樣的形態
[00:16:40.980 --> 00:16:46.980]  臨到這群人的身上,甚至是外邦人的身上
[00:16:46.980 --> 00:16:50.980]  所以由此看來,主耶穌故意留了爾賽亞書
[00:16:50.980 --> 00:16:55.980]  報仇這一句經文是有一個很重要的意義
[00:16:55.980 --> 00:17:05.980]  來讓當時的群眾對欺凌有一個全新的想法
[00:17:05.980 --> 00:17:11.980]  但同時在沒有提及這句話的同時
[00:17:11.980 --> 00:17:14.980]  他也加了一句經文
[00:17:14.980 --> 00:17:19.980]  加了哪一句呢?就是「叫那受壓制的得自由」
[00:17:19.980 --> 00:17:24.980]  原本這句經文不是在爾賽亞書61章1至2節出現
[00:17:24.980 --> 00:17:36.980]  而是在大家揭前兩章58章第6至7節出現
[00:17:36.980 --> 00:17:44.980]  在爾賽亞書58章第6至7節的經文是這樣說的
[00:17:44.980 --> 00:17:56.980]  「我所揀選的禁食,不是要鬆開凶惡的繩,解下壓上的鎖,使被欺壓的得自由,截斷一切的壓魔
[00:17:56.980 --> 00:18:02.980]  不是要把你的餅粉給飢餓的人,將漂流的窮人接到你家中
[00:18:02.980 --> 00:18:10.980]  見赤身的給他衣服被剃,姑恤自己的骨肉而不掩藏嗎?」
[00:18:10.980 --> 00:18:16.980]  很明顯這段經文是說關於禁食的教導
[00:18:16.980 --> 00:18:20.980]  先知爾賽亞提醒當時的以色列人
[00:18:20.980 --> 00:18:24.980]  上帝許月立的禁食並不是在儀式上
[00:18:24.980 --> 00:18:28.980]  我們定期何時要去做這件事
[00:18:28.980 --> 00:18:33.980]  而是當中的禁食的提升去到一個形態
[00:18:33.980 --> 00:18:37.980]  是要以行動去釋放受壓制的人
[00:18:37.980 --> 00:18:42.980]  而那些受壓制的人,從上下文來看,是甚麼人呢?
[00:18:42.980 --> 00:18:47.980]  是指一些被剝削的人,是指一些被欺壓的人
[00:18:47.980 --> 00:18:50.980]  一些飢餓的人,一些無家可歸的人
[00:18:50.980 --> 00:18:54.980]  一些赤身露體的人,一些求助無門的人
[00:18:54.980 --> 00:19:00.980]  頂姐妹,這就是希臘對當時的以色列人
[00:19:00.980 --> 00:19:06.980]  或者是對今時對我們頂姐妹所帶出的一個很重要的訊息
[00:19:06.980 --> 00:19:10.980]  頂姐妹,雖然我們不是在爾賽亞書的背景
[00:19:10.980 --> 00:19:14.980]  甚至不是在當時新約老家的背景下
