
[00:00:00.000 --> 00:00:02.000]  我們不得不承認
[00:00:02.000 --> 00:00:05.000]  聖人都有錯這句話
[00:00:05.000 --> 00:00:07.000]  你聽過這句話嗎
[00:00:07.000 --> 00:00:09.000]  聖人都會做錯事情
[00:00:09.000 --> 00:00:12.000]  但是我們不能夠
[00:00:12.000 --> 00:00:14.000]  因為在教會裡面
[00:00:14.000 --> 00:00:16.000]  在一些的宗教的團體當中
[00:00:16.000 --> 00:00:19.000]  有這些醜聞的出現
[00:00:19.000 --> 00:00:23.000]  我們就對他們所敬奉的神
[00:00:23.000 --> 00:00:26.000]  感覺是不可靠不可信的
[00:00:26.000 --> 00:00:28.000]  但是我們還是要面對這個問題
[00:00:28.000 --> 00:00:30.000]  我們還是要面對這個問題
[00:00:30.000 --> 00:00:32.000]  那麼為什麼基督徒
[00:00:32.000 --> 00:00:36.000]  包括宗教領袖在內
[00:00:36.000 --> 00:00:39.000]  都會有軟弱跌倒的時候呢
[00:00:39.000 --> 00:00:42.000]  為什麼我們成為救主耶穌
[00:00:42.000 --> 00:00:44.000]  我們相信他了
[00:00:44.000 --> 00:00:49.000]  但是很多時候我們仍然會放棄他
[00:00:49.000 --> 00:00:51.000]  甚至有時候會否定他
[00:00:51.000 --> 00:00:54.000]  為什麼我們基督徒
[00:00:54.000 --> 00:00:58.000]  會在信仰的生活上面會失敗
[00:00:58.000 --> 00:01:00.000]  令我們天父上帝感覺到難過
[00:01:00.000 --> 00:01:02.000]  感覺到傷心
[00:01:02.000 --> 00:01:03.000]  那麼今天我是希望
[00:01:03.000 --> 00:01:06.000]  能夠透過耶穌基督的門徒
[00:01:06.000 --> 00:01:09.000]  有人稱為他們是仕徒
[00:01:09.000 --> 00:01:12.000]  找出一些端倪
[00:01:12.000 --> 00:01:14.000]  首先我們要看的就是
[00:01:14.000 --> 00:01:17.000]  那個出賣耶穌的尤達
[00:01:17.000 --> 00:01:19.000]  尤達是個很出名的人對不對
[00:01:19.000 --> 00:01:22.000]  不過自從那個時候開始
[00:01:22.000 --> 00:01:25.000]  我們很少聽過有人改名字叫尤達
[00:01:25.000 --> 00:01:29.000]  就好像我們中國人很少改名字叫曹操
[00:01:29.000 --> 00:01:33.000]  姓曹不歸叫曹
[00:01:33.000 --> 00:01:35.000]  同樣的樣子
[00:01:35.000 --> 00:01:38.000]  那麼到底這個尤達
[00:01:38.000 --> 00:01:40.000]  他的問題是什麼
[00:01:40.000 --> 00:01:42.000]  他的問題在哪裡
[00:01:42.000 --> 00:01:44.000]  我們想起一聽到尤達的時候
[00:01:44.000 --> 00:01:45.000]  可能第一個想法就是
[00:01:45.000 --> 00:01:48.000]  他為了三十塊銀子出賣耶穌
[00:01:48.000 --> 00:01:50.000]  所以他是一個很貪心的人
[00:01:50.000 --> 00:01:53.000]  他是一個很貪財的人
[00:01:53.000 --> 00:01:54.000]  不錯他是一個很貪心的人
[00:01:54.000 --> 00:01:56.000]  他是一個很貪財的人
[00:01:56.000 --> 00:01:57.000]  但是實際上
[00:01:57.000 --> 00:02:00.000]  他也是一個在信仰上面
[00:02:00.000 --> 00:02:03.000]  信德很膚淺的人
[00:02:03.000 --> 00:02:05.000]  貪財不是每個人都貪財
[00:02:05.000 --> 00:02:07.000]  但是我感覺到在教會裡面
[00:02:07.000 --> 00:02:09.000]  我們首先看看聖經
[00:02:09.000 --> 00:02:11.000]  馬太福音第26章
[00:02:11.000 --> 00:02:13.000]  是他去找祭司
[00:02:13.000 --> 00:02:16.000]  他們說如果我把耶穌交給你
[00:02:16.000 --> 00:02:17.000]  你們願賣耶穌
[00:02:17.000 --> 00:02:20.000]  那麼這個聖經大家都聽過都很熟
[00:02:20.000 --> 00:02:23.000]  但是仕途約翰還告訴我們說
[00:02:23.000 --> 00:02:25.000]  這個尤達實際上
[00:02:25.000 --> 00:02:27.000]  他在這個仕途當中
[00:02:27.000 --> 00:02:29.000]  他是掌財中一個人
[00:02:29.000 --> 00:02:33.000]  所有人捐錢給耶穌跟他的饅頭
[00:02:33.000 --> 00:02:35.000]  讓他們能夠過生活的
[00:02:35.000 --> 00:02:39.000]  這些錢都交給尤達去保管
[00:02:39.000 --> 00:02:42.000]  那麼如果他們在生活上面
[00:02:42.000 --> 00:02:43.000]  要去哪裡去什麼地方
[00:02:43.000 --> 00:02:45.000]  要住宿或者去什麼東西
[00:02:45.000 --> 00:02:47.000]  誰去付錢
[00:02:47.000 --> 00:02:49.000]  尤達去付錢
[00:02:49.000 --> 00:02:51.000]  因為他是耶穌這一群人當中
[00:02:51.000 --> 00:02:54.000]  他是負責財政的人
[00:02:54.000 --> 00:02:57.000]  所以應該是一個滿可以信任的人
[00:02:57.000 --> 00:02:59.000]  但是約翰也告訴我們說這個尤達
[00:02:59.000 --> 00:03:01.000]  可能後來他們發現了
[00:03:01.000 --> 00:03:08.000]  這個尤達也常常盜用錢囊裡面的公款
[00:03:08.000 --> 00:03:13.000]  首先當我們談到錢財的時候
[00:03:13.000 --> 00:03:16.000]  金錢財富這一類
[00:03:16.000 --> 00:03:19.000]  要十分的小心
[00:03:19.000 --> 00:03:21.000]  講到錢的時候要很小心
[00:03:21.000 --> 00:03:23.000]  中國人有說
[00:03:23.000 --> 00:03:26.000]  講錢就會失去感情
[00:03:26.000 --> 00:03:29.000]  但是不單是因為這個
[00:03:29.000 --> 00:03:31.000]  錢要很小心
[00:03:31.000 --> 00:03:34.000]  因為錢財有它的魅力
[00:03:34.000 --> 00:03:36.000]  錢有很大的魅力
[00:03:36.000 --> 00:03:38.000]  中國人還有一句話
[00:03:38.000 --> 00:03:45.000]  尤錢使得鬼推磨
[00:03:45.000 --> 00:03:46.000]  聽過沒有
[00:03:46.000 --> 00:03:48.000]  聽過是普通話嗎
[00:03:48.000 --> 00:03:49.000]  也有的
[00:03:49.000 --> 00:03:51.000]  有錢鬼也可以替你推磨
[00:03:51.000 --> 00:03:52.000]  不得了
[00:03:52.000 --> 00:03:55.000]  錢那麼大的威力
[00:03:55.000 --> 00:03:59.000]  聖經裡面也有這樣說法
[00:03:59.000 --> 00:04:02.000]  貪財是萬惡的根
[00:04:02.000 --> 00:04:04.000]  聖經講得很清楚
[00:04:04.000 --> 00:04:07.000]  貪財是萬惡的根
[00:04:07.000 --> 00:04:09.000]  那麼我看這個尤達
[00:04:09.000 --> 00:04:12.000]  我相信他並不是一開始
[00:04:12.000 --> 00:04:15.000]  就盜用公款的
[00:04:15.000 --> 00:04:16.000]  我在想
[00:04:16.000 --> 00:04:17.000]  開始的時候
[00:04:17.000 --> 00:04:19.000]  可能他只是說
[00:04:19.000 --> 00:04:21.000]  暫時要周轉周轉
[00:04:21.000 --> 00:04:23.000]  借用一下而已
[00:04:23.000 --> 00:04:24.000]  我有錢的時候
[00:04:24.000 --> 00:04:26.000]  我會補回去的
[00:04:26.000 --> 00:04:27.000]  可能他開始的時候
[00:04:27.000 --> 00:04:28.000]  這樣想法也不一定
[00:04:28.000 --> 00:04:31.000]  所以既然我會補回去
[00:04:31.000 --> 00:04:34.000]  所以也不用跟大家商量
[00:04:34.000 --> 00:04:37.000]  現在出去以後放回去
[00:04:37.000 --> 00:04:38.000]  沒問題
[00:04:38.000 --> 00:04:40.000]  都是那麼多錢
[00:04:40.000 --> 00:04:41.000]  但是後來
[00:04:41.000 --> 00:04:44.000]  可能他忘記去補回去了
[00:04:44.000 --> 00:04:45.000]  又或者
[00:04:45.000 --> 00:04:47.000]  他可能沒有錢補回去了
[00:04:47.000 --> 00:04:48.000]  那麼他看看
[00:04:48.000 --> 00:04:50.000]  好像沒有人發覺
[00:04:50.000 --> 00:04:51.000]  其他蠻多國人
[00:04:51.000 --> 00:04:53.000]  可能也沒有知道他這樣做
[00:04:53.000 --> 00:04:55.000]  說第二次
[00:04:55.000 --> 00:04:57.000]  然後第三次
[00:04:57.000 --> 00:04:59.000]  然後第四次
[00:04:59.000 --> 00:05:01.000]  第五次
[00:05:01.000 --> 00:05:03.000]  我相信這個猜測
[00:05:03.000 --> 00:05:07.000]  應該也是蠻合常理的
[00:05:07.000 --> 00:05:08.000]  因為他不是一個
[00:05:08.000 --> 00:05:11.000]  一開始就那麼快的一個人
[00:05:11.000 --> 00:05:13.000]  但是如果是這樣的時候
[00:05:13.000 --> 00:05:15.000]  我在想
[00:05:15.000 --> 00:05:16.000]  尤達的問題
[00:05:16.000 --> 00:05:19.000]  到底是在哪裡呢
[00:05:19.000 --> 00:05:21.000]  他的問題到底是在哪裡呢
[00:05:21.000 --> 00:05:22.000]  我相信他的問題是
[00:05:22.000 --> 00:05:27.000]  他把自己盜取的行為
[00:05:27.000 --> 00:05:29.000]  合理化
[00:05:29.000 --> 00:05:30.000]  Rationalization
[00:05:30.000 --> 00:05:31.000]  聽過這個term
[00:05:31.000 --> 00:05:33.000]  如果是psychology的時候
[00:05:33.000 --> 00:05:34.000]  Rationalization
[00:05:34.000 --> 00:05:38.000]  他把偷盜的行為
[00:05:38.000 --> 00:05:40.000]  理性化合理化
[00:05:40.000 --> 00:05:41.000]  告訴自己說
[00:05:41.000 --> 00:05:43.000]  我只是臨時的借用
[00:05:43.000 --> 00:05:45.000]  我只是幫助家人
[00:05:45.000 --> 00:05:48.000]  幫助朋友解決一點點
[00:05:48.000 --> 00:05:50.000]  在經濟上的問題
[00:05:50.000 --> 00:05:52.000]  我只是貪方便
[00:05:52.000 --> 00:05:53.000]  沒有正確拿錢
[00:05:53.000 --> 00:05:55.000]  現在那麼方便就先拿了
[00:05:55.000 --> 00:05:56.000]  貪方便
[00:05:56.000 --> 00:05:58.000]  那麼以後我必定會藏完
[00:05:58.000 --> 00:06:00.000]  我相信可能在他的腦袋裡面
[00:06:00.000 --> 00:06:04.000]  可能會給自己很多這樣的藉口
[00:06:04.000 --> 00:06:06.000]  甚至可能有一些人
[00:06:06.000 --> 00:06:07.000]  我也見過
[00:06:07.000 --> 00:06:09.000]  他給自己的藉口是什麼呢
[00:06:09.000 --> 00:06:10.000]  我做財政
[00:06:10.000 --> 00:06:11.000]  他們怎麼信任我
[00:06:11.000 --> 00:06:13.000]  把這個責任交給我
[00:06:13.000 --> 00:06:15.000]  這個是個責任
[00:06:15.000 --> 00:06:17.000]  所以我做財政應該是
[00:06:17.000 --> 00:06:20.000]  拿一點點當作是我的報酬
[00:06:20.000 --> 00:06:23.000]  因為我比其他的師徒
