
[00:00:00.000 --> 00:00:04.000]  早晨,請我們再打開約翰福音第五章
[00:00:04.000 --> 00:00:07.000]  約翰福音第五章,二十五節至二十九節
[00:00:07.000 --> 00:00:10.000]  一段比較難明的一段聖經
[00:00:10.000 --> 00:00:13.000]  我們找到的,一起慢慢去讀
[00:00:13.000 --> 00:00:15.000]  思想一下裡面是講什麼的
[00:00:15.000 --> 00:00:18.000]  約翰福音第五章,二十五節
[00:00:18.000 --> 00:00:21.000]  我實實在在地告訴你們
[00:00:21.000 --> 00:00:23.000]  事後將到,現在就是你
[00:00:23.000 --> 00:00:26.000]  死人要聽見神兒子的聲音
[00:00:26.000 --> 00:00:28.000]  聽見的人就要活了
[00:00:28.000 --> 00:00:32.000]  因為父怎讓自己裡面有生命
[00:00:32.000 --> 00:00:36.000]  也照樣賜給他兒子自己裡面有生命
[00:00:36.000 --> 00:00:39.000]  並且賜給他私人審判的權柄
[00:00:39.000 --> 00:00:41.000]  因為他是人子
[00:00:41.000 --> 00:00:44.000]  你們不要對這事感到驚奇
[00:00:44.000 --> 00:00:46.000]  因為事後將到
[00:00:46.000 --> 00:00:50.000]  凡在墳墓裡的都要聽他的聲音
[00:00:50.000 --> 00:00:54.000]  並且要出來行善的,復活的得生命
[00:00:54.000 --> 00:00:58.000]  作何的復活被定罪
[00:00:58.000 --> 00:01:00.000]  看來不知說什麼
[00:01:00.000 --> 00:01:02.000]  嚇死的人可以聽到他的聲音
[00:01:02.000 --> 00:01:03.000]  一會兒有墳墓出來
[00:01:03.000 --> 00:01:06.000]  究竟聖經裡面所講什麼呢
[00:01:06.000 --> 00:01:07.000]  我常常都覺得
[00:01:07.000 --> 00:01:10.000]  聖經裡面最明的通常是最精彩的
[00:01:10.000 --> 00:01:12.000]  請我們再一次同心低頭
[00:01:12.000 --> 00:01:14.000]  我們一同禱告
[00:01:14.000 --> 00:01:16.000]  天父我們再一次感謝你
[00:01:16.000 --> 00:01:19.000]  給你寶貴的話語作為我們生命的指引
[00:01:19.000 --> 00:01:21.000]  也給我們生命的盼望
[00:01:21.000 --> 00:01:23.000]  求你藉著你的話語去提醒
[00:01:23.000 --> 00:01:28.000]  勸勉、教導、安慰、挑戰、改變我們
[00:01:28.000 --> 00:01:30.000]  祈禱奉耶穌基督的名禱
[00:01:30.000 --> 00:01:33.000]  阿們
[00:01:33.000 --> 00:01:35.000]  一個作者叫做阿祥
[00:01:35.000 --> 00:01:37.000]  他是香港的一位兒科醫生
[00:01:37.000 --> 00:01:40.000]  他的病房工作對人的痛苦
[00:01:40.000 --> 00:01:43.000]  對死亡、對生命
[00:01:43.000 --> 00:01:47.000]  有多有深度的觀察和敏感
[00:01:47.000 --> 00:01:50.000]  他將他所看到的、所感受到的
[00:01:50.000 --> 00:01:53.000]  所醫治的寫了一本書
[00:01:53.000 --> 00:01:55.000]  那本書很久以前
[00:01:55.000 --> 00:01:59.000]  是突破出版的叫做《醫生摘記》
[00:01:59.000 --> 00:02:01.000]  是一本對生命的追尋
[00:02:01.000 --> 00:02:03.000]  對生老病死的深省
[00:02:03.000 --> 00:02:06.000]  對人類痛苦的一個作品
[00:02:06.000 --> 00:02:08.000]  其中一篇叫做《小流氓》
[00:02:08.000 --> 00:02:11.000]  更加令人留體
[00:02:11.000 --> 00:02:13.000]  故事是這樣說
[00:02:13.000 --> 00:02:15.000]  在兒童病房裡面
[00:02:15.000 --> 00:02:18.000]  坤仔是算做大哥的了
[00:02:18.000 --> 00:02:19.000]  他今年十一歲
[00:02:19.000 --> 00:02:21.000]  自小就沒有爸爸媽媽
[00:02:21.000 --> 00:02:23.000]  由外婆長大
[00:02:23.000 --> 00:02:26.000]  兩婆孫就住在天橋底
[00:02:26.000 --> 00:02:29.000]  最近才搬到木屋居住
[00:02:29.000 --> 00:02:31.000]  外婆是做小販
[00:02:31.000 --> 00:02:33.000]  所以沒有時間照顧坤仔
[00:02:33.000 --> 00:02:35.000]  他就十分放肆
[00:02:35.000 --> 00:02:41.000]  沒有枉管、粗口、悶口
[00:02:41.000 --> 00:02:46.000]  他剛剛進醫院的時候
[00:02:46.000 --> 00:02:48.000]  就已經惹來不少的麻煩
[00:02:48.000 --> 00:02:51.000]  因為他三字經朗朗上口
[00:02:51.000 --> 00:02:53.000]  而且說得非常流利
[00:02:53.000 --> 00:02:55.000]  不加思索
[00:02:55.000 --> 00:02:57.000]  句句都有他的形容詞
[00:02:57.000 --> 00:02:59.000]  或者座語詞
[00:02:59.000 --> 00:03:01.000]  另一方面他是正式大搗蛋
[00:03:01.000 --> 00:03:05.000]  在病房裡面有一個三歲的小病人
[00:03:05.000 --> 00:03:07.000]  患上了腎炎
[00:03:07.000 --> 00:03:09.000]  每天要流小便
[00:03:09.000 --> 00:03:11.000]  就是在玻璃管那裡
[00:03:11.000 --> 00:03:13.000]  玻璃桶那裡
[00:03:13.000 --> 00:03:15.000]  他居然在搞鬼
[00:03:15.000 --> 00:03:19.000]  把三歲的小病人的尿
[00:03:19.000 --> 00:03:21.000]  倒給他喝
[00:03:21.000 --> 00:03:25.000]  就把這個護士氣得七竅生煙
[00:03:25.000 --> 00:03:27.000]  罰他坐在牆邊
[00:03:27.000 --> 00:03:29.000]  讓他思其過
[00:03:29.000 --> 00:03:31.000]  但是他毫無悔意
[00:03:31.000 --> 00:03:35.000]  但是坤仔最怕的就是打針
[00:03:35.000 --> 00:03:37.000]  有一次有幾個護士
[00:03:37.000 --> 00:03:39.000]  一個是阿嬸
[00:03:39.000 --> 00:03:41.000]  一個是按著她的手
[00:03:41.000 --> 00:03:43.000]  一個是按著她的腳
[00:03:43.000 --> 00:03:45.000]  解開她的褲子
[00:03:45.000 --> 00:03:47.000]  在她的屁股猛然刺下去
[00:03:47.000 --> 00:03:49.000]  她真的是喊救命
[00:03:49.000 --> 00:03:51.000]  瘋狂地在掙扎
[00:03:51.000 --> 00:03:53.000]  破口大罵
[00:03:53.000 --> 00:03:55.000]  然後說將來一人捅一刀
[00:03:55.000 --> 00:03:57.000]  嚇得剛剛見習的護士
[00:03:57.000 --> 00:03:59.000]  鬆一鬆手
[00:03:59.000 --> 00:04:01.000]  就被她掙脫掙扎
[00:04:01.000 --> 00:04:03.000]  彈坐起來
[00:04:03.000 --> 00:04:06.000]  全病房的小病人都怕了她
[00:04:06.000 --> 00:04:09.000]  只有一個叫林玲的女孩
[00:04:09.000 --> 00:04:11.000]  不怕她
[00:04:11.000 --> 00:04:13.000]  她應該是十一歲
[00:04:13.000 --> 00:04:17.000]  林玲說有風濕關節炎
[00:04:17.000 --> 00:04:19.000]  這些不是普通的消炎藥
[00:04:19.000 --> 00:04:21.000]  可以幫助她
[00:04:21.000 --> 00:04:23.000]  所以要吃一種特效藥
[00:04:23.000 --> 00:04:25.000]  叫Prednisone
[00:04:25.000 --> 00:04:27.000]  才有效
[00:04:27.000 --> 00:04:29.000]  因為這藥叫肥仔藥
[00:04:29.000 --> 00:04:31.000]  吃了之後肥肥腫腫
[00:04:31.000 --> 00:04:33.000]  所以她雖然十一歲
[00:04:33.000 --> 00:04:35.000]  已經是一百五十磅
[00:04:35.000 --> 00:04:37.000]  坤仔叫肥妹頭
[00:04:37.000 --> 00:04:39.000]  她也毫不介意
[00:04:39.000 --> 00:04:41.000]  但她看不過坤仔
[00:04:41.000 --> 00:04:43.000]  這個所作所為
[00:04:43.000 --> 00:04:45.000]  事實上就告狀
[00:04:45.000 --> 00:04:47.000]  坤仔對她有幾分勁
[00:04:47.000 --> 00:04:49.000]  也有幾分嬲
[00:04:49.000 --> 00:04:52.000]  林玲事實上也是一個好幫手
[00:04:52.000 --> 00:04:54.000]  這天阿祥
[00:04:54.000 --> 00:04:56.000]  就是這位醫生巡訪
[00:04:56.000 --> 00:04:58.000]  坤仔一聲不吭
[00:04:58.000 --> 00:05:02.000]  原來他又是被林玲告狀
[00:05:02.000 --> 00:05:04.000]  隔了幾個月
[00:05:04.000 --> 00:05:06.000]  他似乎已經沒有
[00:05:06.000 --> 00:05:10.000]  像以前那麼惹事生非
[00:05:10.000 --> 00:05:12.000]  髒話也減少了
[00:05:12.000 --> 00:05:16.000]  不過他變得非常沉寂
[00:05:16.000 --> 00:05:18.000]  非常孤獨
[00:05:18.000 --> 00:05:22.000]  只有林玲才可以接近他
[00:05:22.000 --> 00:05:24.000]  雖然他們兩個
[00:05:24.000 --> 00:05:27.000]  時常在鬥嘴
[00:05:27.000 --> 00:05:29.000]  但每逢星期五
[00:05:29.000 --> 00:05:32.000]  醫院有兒童報道會的時候
[00:05:32.000 --> 00:05:36.000]  林玲也是帶他去參加
[00:05:36.000 --> 00:05:39.000]  坤仔是患有血癌
[00:05:39.000 --> 00:05:42.000]  而且是最嚴重的那一種
[00:05:42.000 --> 00:05:47.000]  他知道自己沒有希望出院
[00:05:47.000 --> 00:05:49.000]  四個月之後
[00:05:49.000 --> 00:05:51.000]  病情開始惡化
[00:05:51.000 --> 00:05:54.000]  血癌已經受不到控制
[00:05:54.000 --> 00:05:56.000]  肝和皮開始發大
[00:05:56.000 --> 00:05:58.000]  藥物失去功用
[00:05:58.000 --> 00:06:00.000]  他經常睡在床上
[00:06:00.000 --> 00:06:03.000]  晚上阿祥幫忙
[00:06:03.000 --> 00:06:06.000]  坤仔一個人坐在床上睡
[00:06:06.000 --> 00:06:08.000]  他對醫生說
[00:06:08.000 --> 00:06:10.000]  二十六床的威仔
[00:06:10.000 --> 00:06:12.000]  昨晚死了
[00:06:12.000 --> 00:06:15.000]  他和我一樣是個病
[00:06:15.000 --> 00:06:17.000]  然後他問醫生
[00:06:17.000 --> 00:06:20.000]  死的時候痛不痛
[00:06:20.000 --> 00:06:22.000]  前天林玲出了院
[00:06:22.000 --> 00:06:24.000]  來探望他
[00:06:24.000 --> 00:06:27.000]  他說耶穌賜給人新的生命
[00:06:27.000 --> 00:06:30.000]  但醫生我知道你是基督徒
[00:06:30.000 --> 00:06:32.000]  我信心不足
[00:06:32.000 --> 00:06:34.000]  你可不可以為我祈禱
[00:06:34.000 --> 00:06:37.000]  阿祥於是就讓他去祈禱
[00:06:37.000 --> 00:06:41.000]  他的病情一日比一日嚴重
[00:06:41.000 --> 00:06:44.000]  陷於半昏迷狀態
[00:06:44.000 --> 00:06:46.000]  瘦到只一盤骨
[00:06:46.000 --> 00:06:48.000]  他對醫生說
[00:06:48.000 --> 00:06:51.000]  我想喝點七喜
[00:06:51.000 --> 00:06:53.000]  醫生給他七喜去喝
[00:06:53.000 --> 00:06:55.000]  他喝了之後
[00:06:55.000 --> 00:06:57.000]  口裡叫媽媽
[00:06:57.000 --> 00:07:01.000]  第二天就死了
[00:07:01.000 --> 00:07:03.000]  看完這個故事
[00:07:03.000 --> 00:07:06.000]  我們不禁會問
[00:07:06.000 --> 00:07:08.000]  究竟好像坤仔一樣
[00:07:08.000 --> 00:07:13.000]  生存在這個世界有什麼意思
[00:07:13.000 --> 00:07:15.000]  抑或留在這個世界好
[00:07:15.000 --> 00:07:18.000]  早日離開好
[00:07:18.000 --> 00:07:20.000]  自小沒有了愛
[00:07:20.000 --> 00:07:22.000]  沒有了父母
[00:07:22.000 --> 00:07:24.000]  沒有了前途
[00:07:24.000 --> 00:07:26.000]  他什麼都沒有
[00:07:26.000 --> 00:07:29.000]  跟死人有什麼分別
[00:07:29.000 --> 00:07:31.000]  尤其是他病
[00:07:31.000 --> 00:07:34.000]  他一日的生活就是打針
[00:07:34.000 --> 00:07:36.000]  抽血
[00:07:36.000 --> 00:07:37.000]  吊鹽水
[00:07:37.000 --> 00:07:38.000]  抽骨水
[00:07:38.000 --> 00:07:40.000]  抽腦脊水
[00:07:40.000 --> 00:07:43.000]  這樣做人有什麼意思
[00:07:43.000 --> 00:07:47.000]  究竟他的盼望在哪裡
[00:07:47.000 --> 00:07:49.000]  但另一方面我們看到
[00:07:49.000 --> 00:07:51.000]  很美麗的一方面
[00:07:51.000 --> 00:07:53.000]  他雖然年紀小
[00:07:53.000 --> 00:07:57.000]  但他開始想到生命的問題
[00:07:57.000 --> 00:07:59.000]  想到死亡的問題
[00:07:59.000 --> 00:08:01.000]  他更加有機會
[00:08:01.000 --> 00:08:03.000]  藉著林寧的愛心
[00:08:03.000 --> 00:08:05.000]  雖然只是十一歲
[00:08:05.000 --> 00:08:07.000]  他已經盼望永生
[00:08:07.000 --> 00:08:10.000]  其實在某個程度來說
