
[00:00:00.000 --> 00:00:05.240]  咁今晚我唔係要搞啲乜鬼
[00:00:05.240 --> 00:00:13.520]  但係都的確啱見係萬聖節嘅應該算係正日
[00:00:13.520 --> 00:00:19.240]  咁我覺得都好需要去不斷去提醒
[00:00:19.240 --> 00:00:24.120]  我哋知道究竟呢個係一個乜嘢嘅日子
[00:00:24.120 --> 00:00:28.800]  以至我哋曉得係點樣喺呢個好混亂嘅世代
[00:00:28.800 --> 00:00:31.760]  喺凡是想去討住喜悅
[00:00:31.760 --> 00:00:32.760]  我一齊喺度
[00:00:32.760 --> 00:00:34.400]  主耶穌一向當我們
[00:00:34.400 --> 00:00:39.040]  的確呢個世界自從墜入咗嚟之後
[00:00:39.040 --> 00:00:41.840]  我哋知道魔鬼撒旦嘅謊言
[00:00:41.840 --> 00:00:47.320]  係充滿每一個世界嘅角落
[00:00:47.320 --> 00:00:49.400]  但我哋感謝耶穌
[00:00:49.400 --> 00:00:53.600]  你嚟到係去藉住真理叫我哋得自由
[00:00:53.600 --> 00:00:57.720]  讓我哋能夠喺你裏面得到一份自由同永生
[00:00:57.720 --> 00:01:04.080]  再不受撒旦魔鬼嗰份嘅欺騙同埋威嚇
[00:01:04.080 --> 00:01:06.360]  願主與我哋同在
[00:01:06.360 --> 00:01:07.720]  奉耶穌聖名
[00:01:07.720 --> 00:01:09.960]  阿們
[00:01:09.960 --> 00:01:11.960]  唔知祝唔祝大家呢
[00:01:11.960 --> 00:01:13.400]  Happy Halloween 好啦
[00:01:13.400 --> 00:01:16.680]  逢佢節期都應該恭祝下大家
[00:01:16.680 --> 00:01:20.640]  當然可能大家都想我今晚發啲講電台度
[00:01:20.640 --> 00:01:22.680]  行搭巴士就去主題公園
[00:01:22.680 --> 00:01:24.480]  應該今晚都好熱鬧嘅
[00:01:24.480 --> 00:01:26.840]  頭先我見地鐵都見好多人
[00:01:26.840 --> 00:01:31.520]  好早已經擁住扮到高靈精怪就去主題公園
[00:01:31.520 --> 00:01:32.640]  好奇怪
[00:01:32.640 --> 00:01:35.640]  我哋中國人一般對鬼呢樣嘢
[00:01:35.640 --> 00:01:38.800]  我哋叫萬聖節係西人嘅鬼節
[00:01:38.800 --> 00:01:42.640]  其實我本來想改呢篇嘅
[00:01:42.640 --> 00:01:44.120]  訊息嘅主題叫乜嘢呢
[00:01:44.120 --> 00:01:47.800]  叫做鬼佬鬼節搞乜鬼
[00:01:47.800 --> 00:01:49.720]  不過有人就話你咁樣有啲歧視
[00:01:49.720 --> 00:01:50.400]  你話鬼佬
[00:01:50.400 --> 00:01:51.240]  咁又係嘅
[00:01:51.240 --> 00:01:51.720]  咁算啦
[00:01:51.720 --> 00:01:53.920]  OK 萬聖節啦
[00:01:53.920 --> 00:01:56.080]  咁就鬼呢樣嘢
[00:01:56.080 --> 00:01:58.080]  但係我哋中國人一向都比較避忌
[00:01:58.080 --> 00:01:59.280]  敬而遠之
[00:01:59.280 --> 00:02:02.720]  7月14大家係咪會好開心
[00:02:02.720 --> 00:02:03.240]  唔係㗎嘛
[00:02:03.240 --> 00:02:04.000]  好麻煩㗎嘛
[00:02:04.000 --> 00:02:06.160]  成條街燒呢樣燒嗰樣
[00:02:06.160 --> 00:02:07.840]  如果有少少迷信觀念
[00:02:07.840 --> 00:02:09.400]  更加你會好避忌嘅
[00:02:09.400 --> 00:02:10.760]  唔同一啲嘅事情
[00:02:10.760 --> 00:02:12.240]  但係好奇怪
[00:02:12.240 --> 00:02:15.880]  西方嘅所謂鬼節
[00:02:15.880 --> 00:02:17.760]  就唔係個就派糖果
[00:02:17.760 --> 00:02:19.360]  好開心
[00:02:19.360 --> 00:02:20.800]  就扮鬼扮馬
[00:02:20.800 --> 00:02:23.080]  好似大家去party咁樣
[00:02:23.080 --> 00:02:24.120]  本來呢樣嘢
[00:02:24.120 --> 00:02:27.120]  我仲記得我細個啲嘅時候
[00:02:27.120 --> 00:02:28.760]  喺加拿大居住呢
[00:02:28.760 --> 00:02:31.040]  我去到加拿大時候
[00:02:31.040 --> 00:02:31.800]  見到萬聖節
[00:02:31.800 --> 00:02:32.960]  對我嚟講好新奇
[00:02:32.960 --> 00:02:34.640]  我第一次接觸
[00:02:34.640 --> 00:02:37.520]  咁但係後面我返咗嚟香港之後
[00:02:37.520 --> 00:02:40.520]  慢慢呢一個咁樣嘅萬聖節嘅氣氛
[00:02:40.520 --> 00:02:41.480]  帶到嚟香港呢
[00:02:41.480 --> 00:02:42.920]  都越嚟越多人呢
[00:02:42.920 --> 00:02:44.880]  係會有唔同嘅節目
[00:02:44.880 --> 00:02:49.520]  更加我哋見到唔係淨係啲商業活動上
[00:02:49.520 --> 00:02:52.000]  為咗賺錢去慶祝
[00:02:52.000 --> 00:02:55.080]  甚至呢我唔知大家你認識嘅
[00:02:55.080 --> 00:02:57.520]  你可能你仔女呀嘅
[00:02:57.520 --> 00:02:59.920]  由幼稚園至到小學中學
[00:02:59.920 --> 00:03:01.440]  甚至我諗大學
[00:03:01.440 --> 00:03:06.080]  唔知pre nursery嗰啲即係即係托兒嗰啲嘅嘅地方
[00:03:06.080 --> 00:03:07.440]  有冇慶祝萬聖節㗎啦
[00:03:07.440 --> 00:03:10.960]  你哋你哋啲仔女嗰啲地方有冇呀
[00:03:10.960 --> 00:03:12.360]  冇咁乖你哋咁好
[00:03:12.360 --> 00:03:14.640]  簡單學校全全冇
[00:03:14.640 --> 00:03:15.880]  我唔係話你哋有冇慶祝
[00:03:15.880 --> 00:03:17.000]  我唔係要祝你地方
[00:03:17.000 --> 00:03:19.440]  想話你哋即係嗰啲仔女返嘅學校
[00:03:19.440 --> 00:03:21.200]  嗰啲地方有冇慶祝啫
[00:03:21.200 --> 00:03:24.160]  咁我覺得你喺見都幾奇怪嘅事
[00:03:24.160 --> 00:03:26.960]  即係點解又唔見我哋啲學校
[00:03:26.960 --> 00:03:30.600]  pre nursery慶祝下7月14啲囉
[00:03:30.600 --> 00:03:31.520]  唔知解㗎喎
[00:03:31.520 --> 00:03:34.200]  即係話小朋友幫你我哋畫隻米奇老鼠
[00:03:34.200 --> 00:03:35.440]  然後一齊燒咗佢呀
[00:03:35.440 --> 00:03:36.240]  咁樣係咪
[00:03:36.240 --> 00:03:37.600]  唔會㗎喎
[00:03:37.600 --> 00:03:40.600]  但係呢我哋即係當然你話暑假嘛
[00:03:40.600 --> 00:03:42.400]  七月係咪嗰陣係咪
[00:03:42.400 --> 00:03:43.760]  但係當然我哋唔知解呢
[00:03:43.760 --> 00:03:45.960]  好似中國人嘅鬼可怕啲嘅
[00:03:45.960 --> 00:03:47.920]  啲鬼佬嘅鬼呢就可愛啲嘅
[00:03:47.920 --> 00:03:48.640]  係咪
[00:03:48.640 --> 00:03:50.920]  咁但係呢我哋要知道點解
[00:03:50.920 --> 00:03:54.240]  原來萬聖節係一樣乜嘢嚟嘅呢
[00:03:54.240 --> 00:03:56.800]  就原來呢大概二千幾百年前呢
[00:03:56.800 --> 00:03:59.120]  耶穌都未出世
[00:03:59.120 --> 00:04:04.040]  喺北歐嘅地方呢就包括咗今日嘅英國法國同埋德國呢
[00:04:04.040 --> 00:04:05.640]  就有班叫做塞爾特人
[00:04:05.640 --> 00:04:09.720]  我唔知有冇讀錯佢哋嘅英文字係咪叫coats
[00:04:09.720 --> 00:04:11.880]  coats咁上下啦
[00:04:11.880 --> 00:04:13.480]  celts有啲又叫做
[00:04:13.480 --> 00:04:15.160]  大家都明啦
[00:04:15.160 --> 00:04:18.760]  呢班塞爾特人呢其實就係大概係呢一個
[00:04:18.760 --> 00:04:22.080]  歐洲北部嘅人嘅嗰啲嘅始祖
[00:04:22.080 --> 00:04:27.080]  咁同其他民族一樣呢佢都係就對死亡嘅鬼呀呢啲嘢呢有種恐懼
[00:04:27.080 --> 00:04:32.560]  佢哋呢就計算過咁當然古代一般都係農業呀畜牧嘅社會
[00:04:32.560 --> 00:04:34.400]  佢哋好睇個天氣做人
[00:04:34.400 --> 00:04:36.400]  喺佢哋嘅地方呢
[00:04:36.400 --> 00:04:39.080]  11月1號呢
[00:04:39.080 --> 00:04:42.080]  就算係一個新年嚟嘅
[00:04:42.080 --> 00:04:44.640]  因為11月1號呢係佢哋冬天嘅開始
[00:04:44.640 --> 00:04:48.560]  而且你知道喺北歐嘅地方冬天係非常之寒冷
[00:04:48.560 --> 00:04:50.880]  同埋呢太陽係好少嘅
[00:04:50.880 --> 00:04:53.360]  即係你外國住過你知道嘩到冬天呢
[00:04:53.360 --> 00:04:58.760]  唔知點解三點就開始個天就黑嘅嘩第二朝即係你出門口八點鐘咁都
[00:04:58.760 --> 00:05:01.320]  好似未光咁呀咁就成日都見唔到光
[00:05:01.320 --> 00:05:02.720]  咁所以對佢哋嚟講呢
[00:05:02.720 --> 00:05:08.520]  係覺得都比較可怕尤其是呢啲古代嘅社會呢冇陽光又落曬雪冰咁冷咁呢
[00:05:08.520 --> 00:05:09.640]  就好麻煩
[00:05:09.640 --> 00:05:12.560]  咁佢哋就亦都從一個嘅另一個角度去睇
[00:05:12.560 --> 00:05:13.760]  就原來嗰日呢
[00:05:13.760 --> 00:05:15.280]  係全年
