
[00:00:00.000 --> 00:00:04.840]  (主席) 今天我們繼續跟大家思想 《菲律賓書》第一章
[00:00:04.840 --> 00:00:09.760]  保羅在羅馬的地方寫這封信
[00:00:09.760 --> 00:00:19.960]  在羅馬的地方 他是面對很嚴峻的法律上
[00:00:19.960 --> 00:00:24.640]  關於福音的一場屬靈的爭戰
[00:00:24.640 --> 00:00:28.360]  在這場屬靈的爭戰上 他沒有信心
[00:00:28.360 --> 00:00:30.560]  能夠跨性的
[00:00:30.560 --> 00:00:33.680]  然後他講完他自己
[00:00:33.680 --> 00:00:40.120]  他就有一些勉勵給過菲律賓的教會
[00:00:40.120 --> 00:00:41.680]  就是提醒他們
[00:00:41.680 --> 00:00:46.080]  盼望他們所領受的福音的使命
[00:00:46.080 --> 00:00:50.280]  他們能夠好像保羅一樣
[00:00:50.280 --> 00:00:59.560]  起來為神、為這個世界作出一場的爭戰
[00:00:59.560 --> 00:01:02.920]  保羅在這個地方第27節至第30節
[00:01:02.920 --> 00:01:05.600]  是講到這場屬靈的爭戰
[00:01:05.600 --> 00:01:09.120]  他提醒他們有三方面他們必須做的
[00:01:09.120 --> 00:01:10.840]  有這三方面做得好
[00:01:10.840 --> 00:01:14.800]  他們必勝、必定能夠跨性
[00:01:14.800 --> 00:01:20.280]  教會在福音的工作上、在這場爭戰上
[00:01:20.280 --> 00:01:23.200]  教會之所以這麼大的失敗
[00:01:23.200 --> 00:01:26.160]  就是因為在這三方面我們做得不好
[00:01:26.160 --> 00:01:28.280]  初期教會我們會看到
[00:01:28.280 --> 00:01:31.360]  因為在這三方面做得好
[00:01:31.360 --> 00:01:34.360]  所以神很恩待他們
[00:01:34.360 --> 00:01:37.960]  他們一代又一代經過三百年
[00:01:37.960 --> 00:01:42.480]  他們能夠將整個羅馬帝國改變過來
[00:01:42.480 --> 00:01:43.840]  弟兄姊妹
[00:01:43.840 --> 00:01:46.320]  我們都能夠
[00:01:46.320 --> 00:01:50.920]  只要我們肯聽保羅給我們的提醒
[00:01:50.920 --> 00:01:55.200]  在這三方面我們盡心竭力去做
[00:01:55.200 --> 00:01:58.160]  屬靈爭戰上我們要跨性
[00:01:58.160 --> 00:02:00.760]  在這三方面我們要留意去做得好
[00:02:00.760 --> 00:02:07.280]  第一方面,請聽我讀第27節至第30節
[00:02:07.280 --> 00:02:10.080]  培利比書第一章27至30
[00:02:10.080 --> 00:02:14.800]  這裡說:「只要你們行事為人,與基督的福音相稱。」
[00:02:14.800 --> 00:02:20.920]  「叫我或見你們,或不在你們那裡,可以聽見你們的警方。」
[00:02:20.920 --> 00:02:28.000]  「知道你們同有一個心事,站立得穩,為所信的福音齊心努力。」
[00:02:28.000 --> 00:02:34.920]  「凡事不怕敵人的驚嚇,這是證明他們沉淪,你們得救,都是出於神。」
[00:02:34.920 --> 00:02:42.560]  「因為你們蒙恩,不但得以信服基督,並要為他受苦。」
[00:02:42.560 --> 00:02:51.360]  「你們的爭戰,就如你們在我身上從前所看見,現在所聽見的一樣。」
[00:02:51.360 --> 00:02:52.800]  第一件事
[00:02:52.800 --> 00:02:55.520]  如果我們今天要好像初期教會一樣
[00:02:55.520 --> 00:03:00.560]  在屬靈的爭戰上迅速地跨性
[00:03:00.560 --> 00:03:03.000]  第一件事我們要做得到的
[00:03:03.000 --> 00:03:11.160]  這裡提醒我們,就要「行事為人,與基督的福音相稱。」
[00:03:11.160 --> 00:03:14.840]  「行事為人,與基督的福音相稱。」
[00:03:14.840 --> 00:03:20.560]  就是過一個天國子民的生活
[00:03:20.560 --> 00:03:24.760]  耶穌來的時候,祂說:「天國近了。」
[00:03:24.760 --> 00:03:32.320]  耶穌常常提到祂來到世界上要建立一個神的國度
[00:03:32.320 --> 00:03:39.480]  相信耶穌基督的人,是移民進入神的國裡面
[00:03:39.480 --> 00:03:42.840]  所以耶穌基督的意思,保羅的意思
[00:03:42.840 --> 00:03:52.560]  就是當你信耶穌的時候,你要離開羅馬那種敗壞的道德文化
[00:03:52.560 --> 00:03:58.280]  你要進入神的國度裡面,按照聖經所教導的
[00:03:58.280 --> 00:04:09.360]  按照福音所教導的,來過一個天國子民的生活
[00:04:09.360 --> 00:04:16.280]  如果曾經經歷過移民的人就知道
[00:04:16.280 --> 00:04:18.880]  你移民去到另一個地方
[00:04:18.880 --> 00:04:22.400]  那個你進入的國家
[00:04:22.400 --> 00:04:28.440]  第一樣要求的,就是你宣誓效忠那個國家
[00:04:28.440 --> 00:04:33.920]  以及答應遵守那個國家的法律
[00:04:33.920 --> 00:04:35.760]  這是必須的
[00:04:35.760 --> 00:04:37.280]  沒有人可以避免的
[00:04:37.280 --> 00:04:40.400]  我是中國人,我來到美國
[00:04:40.400 --> 00:04:44.920]  我要守中國人的律例典章
[00:04:44.920 --> 00:04:47.240]  你美國人是你美國人的事
[00:04:47.240 --> 00:04:53.360]  別人不會讓你進入美國,做一個美國的公民
[00:04:53.360 --> 00:04:58.440]  所以在四福音裡面,在保羅的書信裡面
[00:04:58.440 --> 00:05:07.600]  常常提到信徒的生活操守要符合神國度的法則
[00:05:07.600 --> 00:05:14.000]  所以這個行事為人與基督的福音相稱
[00:05:14.000 --> 00:05:16.880]  不單止耶穌有同樣的講法
[00:05:16.880 --> 00:05:22.760]  在保羅的書信裡面,差不多每一封他都提到這件事
[00:05:22.760 --> 00:05:24.600]  雖然是短短幾句說話
[00:05:24.600 --> 00:05:27.240]  在今天我們聽來都好像沒什麼意思
[00:05:27.240 --> 00:05:30.600]  只是叫我做個好人
[00:05:30.600 --> 00:05:35.080]  但在當時保羅的每一封書信裡面
[00:05:35.080 --> 00:05:36.840]  都提到這句說話
[00:05:36.840 --> 00:05:39.320]  讓我們看見這句說話是何等的重要
[00:05:39.320 --> 00:05:41.160]  羅馬書十三章十三次
[00:05:41.160 --> 00:05:43.400]  行事為人要端正
[00:05:43.400 --> 00:05:46.680]  都是講行事為人
[00:05:46.680 --> 00:05:48.400]  耶福所書四章第一節
[00:05:48.400 --> 00:05:51.520]  我為主被囚的勸你們
[00:05:51.520 --> 00:05:58.360]  既然蒙召行事為人就當與蒙召的恩相稱
[00:05:58.360 --> 00:05:59.960]  哥羅西書一章十節
[00:05:59.960 --> 00:06:04.640]  好叫你們行事為人對得起主
[00:06:04.640 --> 00:06:07.280]  貼薩羅尼加前書二章十二節
[00:06:07.280 --> 00:06:16.640]  要叫你們行事對得起那召你們進他國的主耶穌基督
[00:06:16.640 --> 00:06:22.520]  你進入天國
[00:06:22.520 --> 00:06:27.600]  就要完全的行事為人
[00:06:27.600 --> 00:06:29.360]  與基督的福音相稱
[00:06:29.360 --> 00:06:39.840]  因為福音是將你帶進神的國裡面
[00:06:39.840 --> 00:06:43.200]  當我們聽到耶穌基督和保羅時
[00:06:43.200 --> 00:06:46.960]  講到神的國道、神的國道的時候
[00:06:46.960 --> 00:06:51.520]  我們覺得好像沒有甚麼特別的意思
[00:06:51.520 --> 00:06:54.400]  即是說從生得救做基督徒
[00:06:54.400 --> 00:06:57.600]  但在當時來說就不是這樣
[00:06:57.600 --> 00:06:59.280]  在當時來說
[00:06:59.280 --> 00:07:07.080]  他們已經是羅馬帝國的子民
[00:07:07.080 --> 00:07:15.280]  或者他們是屬於羅馬所征服的地方
[00:07:15.280 --> 00:07:19.840]  所以要遵守羅馬一切的法例
[00:07:19.840 --> 00:07:24.600]  但當耶穌基督和保羅說天國近要
[00:07:24.600 --> 00:07:30.320]  你們要進入神的國道裡面
[00:07:30.320 --> 00:07:33.440]  即是說你離開羅馬
[00:07:33.440 --> 00:07:38.040]  這個文化制度離開羅馬
[00:07:38.040 --> 00:07:43.440]  這個管治進入神的管治裡面
[00:07:43.440 --> 00:07:47.640]  所以這個神的國道是講到神的管治
[00:07:47.640 --> 00:07:49.640]  用神管治你的生命
[00:07:49.640 --> 00:07:52.560]  你不再是羅馬所管治的
[00:07:52.560 --> 00:08:04.720]  這個在當時來說是不簡單的一個觀念
[00:08:04.720 --> 00:08:07.560]  這裡我要介紹大家一本書
[00:08:07.560 --> 00:08:08.840]  是英文的
[00:08:08.840 --> 00:08:12.080]  這本書我想可以給你慢慢去看
[00:08:12.080 --> 00:08:20.080]  這是一位美國華盛頓大學的教授
[00:08:20.080 --> 00:08:28.080]  他是教社會學和歷史的
[00:08:28.080 --> 00:08:34.160]  這個歷史和社會學的宣家
[00:08:34.160 --> 00:08:35.640]  寫了一本書
[00:08:35.640 --> 00:08:40.400]  這本書叫《基督教的興起》
[00:08:40.400 --> 00:08:42.920]  講到基督教怎樣興起
[00:08:42.920 --> 00:08:47.360]  The Rise of Christianity
[00:08:47.360 --> 00:08:52.480]  這本書特別的地方就是
[00:08:52.480 --> 00:08:58.400]  他將起初耶穌基督之後
[00:08:58.400 --> 00:09:00.920]  三百年
[00:09:00.920 --> 00:09:05.600]  這個教會怎樣由一個很小的群體
[00:09:05.600 --> 00:09:08.400]  在士多恆傳第一章
[00:09:08.400 --> 00:09:11.000]  他們一起祈禱的時候都是一百二十人
[00:09:11.000 --> 00:09:23.320]  即是比我們現在比較大的成長班多一些
[00:09:23.320 --> 00:09:25.560]  而且是一個非法的宗教
[00:09:25.560 --> 00:09:30.720]  怎樣可以在短短的三百年之內
[00:09:30.720 --> 00:09:39.040]  征服整個強橫的羅馬帝國
[00:09:39.040 --> 00:09:44.840]  變成耶穌所宣佈的
[00:09:44.840 --> 00:09:48.200]  特別是在士多恆教導我們的
[00:09:48.200 --> 00:09:49.600]  願祢的國降臨
[00:09:49.600 --> 00:09:51.120]  願祢的旨意行在地上
[00:09:51.120 --> 00:09:54.480]  願祢的行在天上
[00:09:54.480 --> 00:09:57.400]  用整個羅馬帝國的人
[00:09:57.400 --> 00:09:59.640]  都在神的管治之下過生活
[00:09:59.640 --> 00:10:07.360]  不再在羅馬的文化、政治的管治之下
[00:10:07.360 --> 00:10:09.040]  這個是不可能的
[00:10:09.040 --> 00:10:11.200]  在人看來是不可能的
[00:10:11.200 --> 00:10:15.880]  但Rodney Stark
[00:10:15.880 --> 00:10:19.360]  在螢光幕應該有
[00:10:19.360 --> 00:10:23.640]  Rodney Stark 寫《The Rites of Christianity》
[00:10:23.640 --> 00:10:28.200]  就說這個早是耶穌所預言的
[00:10:28.200 --> 00:10:32.880]  本來在書信裏常常講到神的國度
[00:10:32.880 --> 00:10:35.560]  我們要讓神管治我們
[00:10:35.560 --> 00:10:37.560]  我們進入另外一個國度裏面
[00:10:37.560 --> 00:10:42.080]  不再在羅馬的管治之下
[00:10:42.080 --> 00:10:48.880]  神的國等於神的管治
[00:10:48.880 --> 00:10:53.680]  你們行事為人與基督的福音相稱
[00:10:53.680 --> 00:11:03.680]  就是你按照神國度的規範、律例來過生活
[00:11:03.680 --> 00:11:07.800]  不再根據羅馬的法例過生活
[00:11:07.800 --> 00:11:10.680]  特別是道德的生活方面
[00:11:10.680 --> 00:11:13.480]  所以主禱文在耶穌教導我們
[00:11:13.480 --> 00:11:16.840]  祈禱:願祢,願神的國降臨
[00:11:16.840 --> 00:11:18.960]  願祢的旨意行在地上
[00:11:18.960 --> 00:11:20.320]  如同行在天上
[00:11:20.320 --> 00:11:24.680]  亦都是保羅常常講的
[00:11:24.680 --> 00:11:33.480]  你們行事為人要與基督的福音相稱
[00:11:33.480 --> 00:11:35.560]  耶穌基督在哪裏預言呢?
[00:11:35.560 --> 00:11:37.760]  就是主禱文
[00:11:37.760 --> 00:11:42.560]  有一天整個羅馬帝國的人
[00:11:42.560 --> 00:11:46.080]  都要成為基督徒
[00:11:46.080 --> 00:11:48.480]  在神的管治之下
[00:11:48.480 --> 00:11:52.080]  神的國度要降臨
[00:11:52.080 --> 00:11:55.440]  在羅馬帝國的地圖上
[00:11:55.440 --> 00:12:01.480]  所有的國民都要遵行神的旨意
[00:12:01.480 --> 00:12:04.760]  這是耶穌基督教導我們祈禱的時候
[00:12:04.760 --> 00:12:07.440]  當時的人祈禱的時候
[00:12:07.440 --> 00:12:09.760]  然後祂講兩個比喻
[00:12:09.760 --> 00:12:12.640]  都是關於這方面的
[00:12:12.640 --> 00:12:18.960]  就是神的國度雖然是由很小的一個國度
[00:12:18.960 --> 00:12:24.680]  而且又是被視為一個反叛的
[00:12:24.680 --> 00:12:30.640]  而端邪教的一個小的國度
[00:12:30.640 --> 00:12:37.880]  如何有可能變成全羅馬的人都相信基督教呢?
[00:12:37.880 --> 00:12:40.360]  耶穌講兩個比喻
[00:12:40.360 --> 00:12:42.800]  一個比喻就是芥菜種的比喻
[00:12:42.800 --> 00:12:47.160]  芥菜種是世界最少的
[00:12:47.160 --> 00:12:52.240]  當然今天我們農業專家告訴我們
[00:12:52.240 --> 00:13:00.800]  有比芥菜種更少的種子
[00:13:00.800 --> 00:13:03.200]  那是不是耶穌講錯了呢?
[00:13:03.200 --> 00:13:04.640]  祂的知識有限呢?
[00:13:04.640 --> 00:13:07.240]  不是,祂是神來的
[00:13:07.240 --> 00:13:10.000]  祂應該知道這些事的
[00:13:10.000 --> 00:13:11.760]  如果祂這些事不清楚
[00:13:11.760 --> 00:13:17.800]  如何告訴我們更重要關於救恩的事呢?
[00:13:17.800 --> 00:13:21.160]  所以耶穌講到芥菜種是全世界最少的
[00:13:21.160 --> 00:13:22.360]  其實祂的意思是
[00:13:22.360 --> 00:13:27.200]  在今天我們所認識的世界裏面
[00:13:27.200 --> 00:13:30.000]  所認識的農業世界裏面
[00:13:30.000 --> 00:13:34.080]  芥菜種是最少的
[00:13:34.080 --> 00:13:35.640]  但是耶穌知道
[00:13:35.640 --> 00:13:37.480]  譬如這樣說
[00:13:37.480 --> 00:13:38.760]  在當時來說
[00:13:38.760 --> 00:13:41.560]  在亞洲某個地方
[00:13:41.560 --> 00:13:43.400]  他們叫香港
[00:13:43.400 --> 00:13:48.200]  有一個種子是全世界最小的
[00:13:48.200 --> 00:13:51.280]  XXX種子
[00:13:51.280 --> 00:13:52.480]  如果耶穌這樣說
[00:13:52.480 --> 00:13:58.160]  那個比喻是沒有意思的
[00:13:58.160 --> 00:14:00.640]  他們都不知道香港在哪裏
[00:14:00.640 --> 00:14:04.480]  那個比喻最重要的一點
[00:14:04.480 --> 00:14:13.400]  也不是說芥菜種是怎樣的種子
[00:14:13.400 --> 00:14:15.400]  而是說神的國度
[00:14:15.400 --> 00:14:22.680]  會好像最小他們所認識的種子一樣
[00:14:22.680 --> 00:14:27.800]  慢慢地長大成為一棵樹
[00:14:27.800 --> 00:14:31.640]  連鳥仔都可以在上面來棲身
[00:14:31.640 --> 00:14:36.520]  來住在中間
[00:14:36.520 --> 00:14:39.440]  芥菜種就是神的國
[00:14:39.440 --> 00:14:41.120]  百靈人
[00:14:41.120 --> 00:14:48.840]  如何能夠在三百年之間成為羅馬帝國的國教呢?
[00:14:48.840 --> 00:14:50.040]  當時他們
[00:14:50.040 --> 00:14:52.960]  我想沒有人想到這個是可能的
[00:14:52.960 --> 00:14:56.080]  但是耶穌就說你祈禱吧
[00:14:56.080 --> 00:14:58.840]  「願神的國光臨」
[00:14:58.840 --> 00:15:01.760]  「願神的旨意行在地上,而祢的行在天上」
[00:15:01.760 --> 00:15:05.440]  然後教導他們關於芥菜種的可能性
[00:15:05.440 --> 00:15:08.800]  然後另外一個比喻就是麵梟
[00:15:08.800 --> 00:15:16.520]  一夫人將麵梟放在三斗麵的裏面
[00:15:16.520 --> 00:15:21.600]  很快就令到全團都發起上來
[00:15:21.600 --> 00:15:24.120]  神的國度就是這樣
[00:15:24.120 --> 00:15:26.960]  雖然是小小的麵梟
[00:15:26.960 --> 00:15:30.840]  但是放在一團麵的裏面
[00:15:30.840 --> 00:15:38.400]  發酵的作用要令到它全團都發起上來
[00:15:38.400 --> 00:15:41.280]  基督教本來在羅馬帝國
[00:15:41.280 --> 00:15:43.800]  是一個少數人的宗教
[00:15:43.800 --> 00:15:46.520]  很少數人的宗教
[00:15:46.520 --> 00:15:49.840]  三百年之後成為羅馬帝國的國教
[00:15:49.840 --> 00:15:54.120]  這個是歷史的事實
[00:15:54.120 --> 00:15:56.360]  就因為基督徒
[00:15:56.360 --> 00:16:00.080]  在耶穌基督保羅的教導之下
[00:16:00.080 --> 00:16:09.360]  他們能夠行事為人與基督的福音相稱
