
[00:00:00.000 --> 00:00:02.100]  在人家看來是一個非常好的東西
[00:00:02.100 --> 00:00:06.900]  但是他覺得自己生命當中缺少了一樣東西
[00:00:06.900 --> 00:00:12.400]  我做什麼才能夠承受永生
[00:00:12.400 --> 00:00:15.900]  因為他發覺
[00:00:15.900 --> 00:00:18.200]  因為他手上所擁有的這些東西
[00:00:18.200 --> 00:00:20.200]  他手上拿著的這些東西
[00:00:20.200 --> 00:00:21.500]  不是永遠的
[00:00:21.500 --> 00:00:28.700]  他知道有一個永遠生命的這件事情
[00:00:30.900 --> 00:00:33.500]  所以他想去問耶穌來追求這件事
[00:00:33.500 --> 00:00:39.100]  他承認自己還沒有得到這個永生這個盼望
[00:00:39.100 --> 00:00:43.300]  他希望可以得到這個永生
[00:00:43.300 --> 00:00:45.900]  所以他想問耶穌
[00:00:45.900 --> 00:00:50.300]  他希望在耶穌那邊得到一個答案
[00:00:50.300 --> 00:00:52.400]  怎樣才能夠得到這個永生的盼望
[00:00:52.400 --> 00:00:57.700]  他看到這個年輕人
[00:00:57.700 --> 00:00:58.700]  他想問耶穌
[00:01:00.900 --> 00:01:03.900]  我應該做什麼才能夠承受這個永生
[00:01:03.900 --> 00:01:08.900]  因為這個年輕的官
[00:01:08.900 --> 00:01:11.100]  他很聰明
[00:01:11.100 --> 00:01:15.800]  他想著我做什麼才能夠得到這個永遠的生命
[00:01:15.800 --> 00:01:21.300]  他想了很多方法
[00:01:21.300 --> 00:01:24.300]  雖然他也想不通
[00:01:26.100 --> 00:01:30.600]  他覺得可以做一些自己能做到的事情
[00:01:30.600 --> 00:01:36.300]  遵守了聖經裡面的教導
[00:01:36.300 --> 00:01:39.500]  做好做人的本分
[00:01:39.500 --> 00:01:42.300]  我不做錯事
[00:01:42.300 --> 00:01:43.900]  我不偷不搶
[00:01:43.900 --> 00:01:47.400]  我憑著自己的行為做到最好的
[00:01:47.400 --> 00:01:50.600]  但是他覺得
[00:01:50.600 --> 00:01:51.900]  咦,不是的
[00:01:51.900 --> 00:01:53.400]  雖然做了這麼多這些事情
[00:01:53.400 --> 00:01:54.000]  但是
[00:01:54.000 --> 00:01:56.600]  他仍然缺少一個永遠的生命
[00:01:56.600 --> 00:02:05.600]  其實在我們人當中
[00:02:05.600 --> 00:02:08.800]  剛才說到我媽媽
[00:02:08.800 --> 00:02:12.500]  我記得我很小的時候
[00:02:12.500 --> 00:02:15.200]  應該是六七歲的時候
[00:02:15.200 --> 00:02:22.300]  每一次當觀音大悟的時候
[00:02:22.300 --> 00:02:23.900]  觀音生日
[00:02:24.400 --> 00:02:26.100]  每回當觀音大悟
[00:02:26.100 --> 00:02:27.800]  就是觀音生日的那一天
[00:02:27.800 --> 00:02:29.300]  我媽媽就覺得很奇怪
[00:02:29.300 --> 00:02:32.000]  牧師母親就覺得蠻奇怪的
[00:02:32.000 --> 00:02:33.800]  三更半夜三點鐘就起床
[00:02:33.800 --> 00:02:38.000]  就是很清晨的三點就起來了
[00:02:38.000 --> 00:02:39.300]  就拉著我起床
[00:02:39.300 --> 00:02:41.300]  也拉起牧師
[00:02:41.300 --> 00:02:43.200]  趕快梳洗之後
[00:02:43.200 --> 00:02:44.300]  四點鐘就出門
[00:02:44.300 --> 00:02:47.700]  趕快梳洗之後
[00:02:47.700 --> 00:02:48.700]  四點就出門了
[00:02:48.700 --> 00:02:51.300]  一直我媽媽到街上坐巴士
[00:02:51.500 --> 00:02:54.700]  一直她母親都是坐公車的
[00:02:54.700 --> 00:02:55.700]  你知不知道為什麼
[00:02:55.700 --> 00:02:56.400]  為什麼呢
[00:02:56.400 --> 00:02:57.700]  十個小孩
[00:02:57.700 --> 00:02:59.100]  因為十個孩子
[00:02:59.100 --> 00:03:00.200]  哪有這麼富有
[00:03:00.200 --> 00:03:01.100]  哪有這麼富有
[00:03:01.100 --> 00:03:02.100]  一起坐巴士的
[00:03:02.100 --> 00:03:03.800]  一起坐公車
[00:03:03.800 --> 00:03:05.600]  但不是每一次當觀音大悟的時候
[00:03:05.600 --> 00:03:07.400]  四點鐘出門一起坐計程車
[00:03:07.400 --> 00:03:09.100]  可每一回當觀音大悟的時候
[00:03:09.100 --> 00:03:11.000]  四點出門都會坐那個
[00:03:11.000 --> 00:03:12.800]  都會坐計程車
[00:03:12.800 --> 00:03:13.900]  因為根本都沒有公車
[00:03:13.900 --> 00:03:16.800]  所以每一次就是一年有四次
[00:03:16.800 --> 00:03:18.800]  所以一年有四回
[00:03:18.800 --> 00:03:19.600]  三月初九
[00:03:19.600 --> 00:03:20.100]  六月初九
[00:03:20.100 --> 00:03:22.100]  十月初九
[00:03:22.100 --> 00:03:23.900]  這是三月初九
[00:03:23.900 --> 00:03:24.800]  六月初九
[00:03:24.800 --> 00:03:25.700]  九月初九
[00:03:25.700 --> 00:03:26.600]  十二月初九
[00:03:26.600 --> 00:03:28.500]  我家裡十個兄弟姐妹
[00:03:28.500 --> 00:03:30.000]  那牧師家裡十個兄弟姐妹
[00:03:30.000 --> 00:03:31.300]  我又很奇怪的
[00:03:31.300 --> 00:03:32.400]  又很奇怪的
[00:03:32.400 --> 00:03:33.300]  他每一個都不帶
[00:03:33.300 --> 00:03:34.700]  他怎麼帶我一個人去
[00:03:34.700 --> 00:03:37.100]  可他媽媽從來都不帶其他的
[00:03:37.100 --> 00:03:37.800]  只是帶牧師
[00:03:37.800 --> 00:03:40.300]  你是不是很幸福
[00:03:40.300 --> 00:03:41.700]  是否覺得很幸福了
[00:03:41.700 --> 00:03:42.300]  多幸福
[00:03:42.300 --> 00:03:44.300]  三點鐘起床
[00:03:44.300 --> 00:03:45.700]  所以要三點起來
[00:03:45.700 --> 00:03:47.000]  四點鐘坐計程車
[00:03:47.000 --> 00:03:48.300]  四點鐘坐計程車
[00:03:48.300 --> 00:03:49.500]  去觀音廟那裡
[00:03:49.500 --> 00:03:50.600]  去觀音廟那裡
[00:03:50.600 --> 00:03:52.100]  爭著做什麼
[00:03:52.100 --> 00:03:53.500]  爭著做什麼
[00:03:53.500 --> 00:03:54.900]  這是所謂的投注箱
[00:03:54.900 --> 00:03:57.600]  這是所謂的投注箱
[00:03:57.600 --> 00:03:58.600]  我媽媽拜觀音
[00:03:58.600 --> 00:04:00.600]  拜了很多很多年
[00:04:00.600 --> 00:04:01.600]  牧師母親呢
[00:04:01.600 --> 00:04:04.400]  拜觀音拜了很多年了
[00:04:04.400 --> 00:04:07.800]  是一個很虔誠的觀音信徒
[00:04:07.800 --> 00:04:11.100]  是一個很虔誠的觀音信徒
[00:04:11.100 --> 00:04:13.300]  我有沒有給觀音做兒子
[00:04:13.300 --> 00:04:14.700]  我就不知道
[00:04:14.700 --> 00:04:15.700]  牧師他不知道
[00:04:15.700 --> 00:04:20.800]  他有沒有上去給觀音當兒子
[00:04:20.800 --> 00:04:21.500]  他不知道
[00:04:21.500 --> 00:04:24.500]  但我弟弟知道他拜了觀音
[00:04:24.500 --> 00:04:26.300]  他知道他的弟弟
[00:04:26.300 --> 00:04:29.700]  就上去給觀音當兒子了
[00:04:29.700 --> 00:04:32.300]  所以看到我媽媽很年輕的時候
[00:04:32.300 --> 00:04:34.900]  就已經拜觀音拜得很厲害
[00:04:34.900 --> 00:04:36.700]  所以可想而知
[00:04:36.700 --> 00:04:38.700]  他母親在年輕的時候
[00:04:38.700 --> 00:04:41.500]  後來我們來了荷蘭
[00:04:41.500 --> 00:04:43.700]  後來他們去到荷蘭
[00:04:43.700 --> 00:04:46.100]  很感恩我去到教會順了主
[00:04:46.100 --> 00:04:48.600]  很感恩牧師去到教會順了主
[00:04:48.600 --> 00:04:50.400]  很多人跟我媽媽傳福音
[00:04:50.400 --> 00:04:52.100]  很多人都跟他媽媽傳福音
[00:04:52.100 --> 00:04:53.300]  我媽媽信不信
[00:04:53.300 --> 00:04:54.200]  他媽媽信不信
[00:04:54.200 --> 00:04:55.300]  大家知道答案
[00:04:55.300 --> 00:04:56.500]  當然不會信
[00:04:56.500 --> 00:04:58.100]  大家都應該知道答案
[00:04:58.100 --> 00:04:59.900]  因為他拜觀音拜了這麼多年
[00:04:59.900 --> 00:05:02.200]  因為他拜觀音拜了這麼多年
[00:05:02.200 --> 00:05:03.900]  而且觀音是中國人
[00:05:03.900 --> 00:05:05.700]  而且觀音又是中國人
[00:05:05.700 --> 00:05:07.100]  語言又通一點
[00:05:07.100 --> 00:05:08.100]  語言都比較通一點
[00:05:08.100 --> 00:05:10.000]  因為耶穌說不行
[00:05:10.000 --> 00:05:11.100]  都不是中國人
[00:05:11.100 --> 00:05:13.500]  大家覺得找耶穌他不是中國人
[00:05:13.500 --> 00:05:15.000]  所以我媽媽就跟我們說
[00:05:15.000 --> 00:05:16.600]  所以他母親就跟他們說
[00:05:16.600 --> 00:05:17.500]  我拜我的觀音
[00:05:17.500 --> 00:05:18.700]  你信你的耶穌好了
[00:05:18.700 --> 00:05:19.700]  我拜我的觀音
[00:05:19.700 --> 00:05:20.600]  你信你的耶穌好了
[00:05:20.600 --> 00:05:22.900]  我拜觀音拜了這麼多年
[00:05:22.900 --> 00:05:25.000]  反正我已經拜觀音這麼多年了
[00:05:25.000 --> 00:05:26.800]  你叫我背叛我的觀音
[00:05:26.800 --> 00:05:27.600]  沒有可能的
[00:05:27.600 --> 00:05:28.900]  你叫我背叛我的觀音
[00:05:28.900 --> 00:05:30.000]  那是沒有可能的
[00:05:30.000 --> 00:05:31.700]  我媽媽說明了
[00:05:31.700 --> 00:05:33.500]  他母親已經說明了
[00:05:33.500 --> 00:05:35.000]  又沒有得說下去
[00:05:35.000 --> 00:05:36.900]  還可以講下去嗎
[00:05:36.900 --> 00:05:37.900]  好像沒有機會再講下去
[00:05:37.900 --> 00:05:38.900]  她是我媽媽
[00:05:38.900 --> 00:05:40.400]  我又不會強迫她
[00:05:40.400 --> 00:05:41.600]  而且那個是他的母親
[00:05:41.600 --> 00:05:43.500]  他也不可以強迫她
[00:05:43.500 --> 00:05:44.700]  那就由他吧
[00:05:44.700 --> 00:05:47.200]  到我媽媽六十多七十歲的時候
[00:05:47.200 --> 00:05:51.300]  到牧師母親六十多四十歲的時候
[00:05:51.300 --> 00:05:55.500]  有一次我家就招待一個長老來
[00:05:55.500 --> 00:05:59.300]  有一回牧師就招待一個長老去他家裡
[00:05:59.300 --> 00:06:00.900]  我媽媽是福建人
[00:06:00.900 --> 00:06:03.600]  母親是一個福建人
[00:06:03.600 --> 00:06:05.600]  那個長老是潮州人
[00:06:05.600 --> 00:06:08.300]  那個長老是潮州人
[00:06:08.300 --> 00:06:09.900]  潮州話跟福建話差不多
[00:06:09.900 --> 00:06:11.000]  一模一樣的
[00:06:11.000 --> 00:06:13.800]  潮州話跟福建話好像很相似
[00:06:13.800 --> 00:06:15.600]  那一次那個長老就住在我家裡
[00:06:15.600 --> 00:06:16.900]  就跟我媽媽聊天
[00:06:16.900 --> 00:06:19.900]  那一回長老住在牧師家
[00:06:19.900 --> 00:06:20.900]  就跟他母親談天
[00:06:20.900 --> 00:06:22.400]  又跟我媽媽傳福音
[00:06:22.400 --> 00:06:24.500]  也跟他母親傳福音
[00:06:24.500 --> 00:06:26.200]  我們看到之後
[00:06:26.200 --> 00:06:28.300]  那之後呢
[00:06:28.300 --> 00:06:29.700]  看到就生氣了
[00:06:29.700 --> 00:06:31.100]  那牧師看到之後就覺得
[00:06:31.100 --> 00:06:33.000]  那麼多人都跟我媽媽講
[00:06:33.000 --> 00:06:34.200]  他是陶然的
[00:06:34.200 --> 00:06:34.900]  這麼多人都跟他母親講
[00:06:34.900 --> 00:06:36.200]  我媽媽拜他家十年
[00:06:36.200 --> 00:06:37.300]  我阿婆又拜觀音
[00:06:37.300 --> 00:06:38.200]  拜他家十年
[00:06:38.200 --> 00:06:39.400]  沒有可能的
[00:06:39.400 --> 00:06:42.200]  母親跟外婆都拜觀音幾十年了
[00:06:42.200 --> 00:06:43.900]  那應該沒有可能的
[00:06:43.900 --> 00:06:45.100]  但很奇怪
[00:06:45.100 --> 00:06:46.000]  可是很奇怪
[00:06:46.000 --> 00:06:48.800]  可能是自己人比較容易生氣
[00:06:48.800 --> 00:06:50.600]  可能是自家人
[00:06:50.600 --> 00:06:52.800]  都覺得比較淘氣一點
[00:06:52.800 --> 00:06:55.500]  那個長老不用五分鐘
[00:06:55.500 --> 00:06:59.200]  那長老五分鐘不到
[00:06:59.200 --> 00:07:01.800]  就問我媽媽你願不願意信耶穌
[00:07:01.800 --> 00:07:03.400]  就問他母親
[00:07:03.400 --> 00:07:05.200]  你願不願意信耶穌
[00:07:05.200 --> 00:07:06.600]  我媽媽說願意
[00:07:06.600 --> 00:07:09.600]  那牧師母親說願意
[00:07:09.600 --> 00:07:10.900]  我就很驚奇
[00:07:10.900 --> 00:07:11.900]  牧師就非常的驚奇
[00:07:11.900 --> 00:07:13.800]  到底這個長老跟我媽媽講了什麼
[00:07:13.800 --> 00:07:15.000]  我媽媽會信耶穌
[00:07:15.000 --> 00:07:17.700]  到底這個長老跟他母親說了什麼
[00:07:17.700 --> 00:07:19.700]  他媽媽會信耶穌
[00:07:19.700 --> 00:07:21.500]  後來我聽到答案
[00:07:21.500 --> 00:07:23.300]  我不知道怎麼回答
[00:07:23.300 --> 00:07:24.800]  後來他聽到那個答案
[00:07:24.800 --> 00:07:26.000]  他不知道怎麼回答才好
[00:07:26.000 --> 00:07:26.900]  我媽媽信耶穌
[00:07:26.900 --> 00:07:28.200]  但你知道是什麼嗎
[00:07:28.200 --> 00:07:32.300]  你知道他母親信耶穌的答案是什麼嗎
[00:07:32.300 --> 00:07:33.300]  我媽媽不識字
[00:07:33.300 --> 00:07:35.100]  聖經不識體
[00:07:35.100 --> 00:07:37.100]  牧師母親不認得字
[00:07:37.100 --> 00:07:39.700]  聖經也不懂得看
[00:07:39.700 --> 00:07:42.500]  信耶穌的五小點
[00:07:42.500 --> 00:07:43.400]  老實跟你講
[00:07:43.400 --> 00:07:45.000]  我媽媽聽了很多
[00:07:45.000 --> 00:07:47.000]  信耶穌的五個點
[00:07:47.000 --> 00:07:48.000]  他媽媽已經聽了好多回了
[00:07:48.000 --> 00:07:49.500]  我媽媽都不信那些的
[00:07:49.500 --> 00:07:50.900]  他媽媽也不相信那些的
[00:07:50.900 --> 00:07:52.600]  我媽媽信耶穌的唯一理由
[00:07:52.600 --> 00:07:53.500]  知道是什麼嗎
[00:07:53.500 --> 00:07:55.100]  他媽媽信耶穌的唯一理由
[00:07:55.100 --> 00:07:57.700]  大家知道是什麼嗎
[00:07:57.700 --> 00:07:59.600]  我兒子信什麼我就信什麼
[00:07:59.600 --> 00:08:03.900]  兒子信什麼我就信什麼
[00:08:03.900 --> 00:08:06.200]  我媽媽這樣跟我說
[00:08:06.200 --> 00:08:08.000]  他母親這樣跟牧師母說
[00:08:08.000 --> 00:08:10.300]  他媽媽不信耶穌
[00:08:10.300 --> 00:08:12.100]  他媽媽不信
[00:08:12.100 --> 00:08:14.200]  這樣當然不算是信耶穌
[00:08:14.200 --> 00:08:17.000]  沒理由你兒子信什麼你就信什麼
[00:08:17.000 --> 00:08:18.500]  沒有理由你兒子信什麼
[00:08:18.500 --> 00:08:20.000]  聖經講得很清楚
[00:08:20.000 --> 00:08:22.700]  我相信耶穌是神的兒子
[00:08:22.700 --> 00:08:24.300]  這是我的東西
[00:08:24.300 --> 00:08:26.700]  聖經說得很清楚
[00:08:26.700 --> 00:08:30.500]  信耶穌只是相信耶穌是神的兒子
[00:08:30.500 --> 00:08:33.200]  但我懷疑我媽媽到底是不是真的信
[00:08:33.200 --> 00:08:36.100]  可能牧師懷疑他媽媽到底是不是真的相信
[00:08:36.100 --> 00:08:38.700]  我兒子試探我媽媽很多次
[00:08:38.700 --> 00:08:42.000]  他都試探過牧師的兒子
[00:08:42.000 --> 00:08:43.400]  在試探我媽媽
[00:08:43.400 --> 00:08:45.100]  他試探過他母親
[00:08:45.100 --> 00:08:47.100]  到底是不是真的相信耶穌
[00:08:47.100 --> 00:08:49.400]  是否真的是相信耶穌
[00:08:49.400 --> 00:08:50.500]  原來真的是相信
[00:08:50.500 --> 00:08:51.900]  原來是真的相信
[00:08:51.900 --> 00:08:54.000]  有一次我媽媽跟我說
[00:08:54.000 --> 00:08:55.600]  有一回牧師母親跟他說
[00:08:55.600 --> 00:08:56.900]  兒子你知不知道
[00:08:56.900 --> 00:08:58.100]  兒子你知道嗎
[00:08:58.100 --> 00:09:01.100]  我今天出門的時候找不到房間鎖
[00:09:01.100 --> 00:09:02.800]  找不到大門鎖匙
[00:09:02.800 --> 00:09:05.200]  我今天出門的時候找不到鑰匙
[00:09:05.200 --> 00:09:07.300]  我不知道怎麼辦
[00:09:07.300 --> 00:09:10.200]  突然間我坐下來祈禱
[00:09:10.200 --> 00:09:14.900]  祈禱之後立即找到了鑰匙
[00:09:14.900 --> 00:09:16.800]  那我媽媽信不信
[00:09:16.800 --> 00:09:20.500]  信得很清楚
[00:09:20.500 --> 00:09:22.100]  這是一個很感恩的事情
[00:09:22.100 --> 00:09:26.000]  我媽媽就覺得兒子信什麼你就信什麼
[00:09:26.000 --> 00:09:27.900]  很感恩的
[00:09:27.900 --> 00:09:28.800]  看起來很自然的
[00:09:28.800 --> 00:09:30.400]  我兒子信什麼我就信什麼
[00:09:30.400 --> 00:09:33.200]  這個可能就是有中國人的傳統觀念
[00:09:33.200 --> 00:09:36.200]  這個可能是有中國人傳統的觀念
[00:09:36.200 --> 00:09:38.100]  出家從誰
[00:09:38.100 --> 00:09:39.800]  出家從誰
[00:09:39.800 --> 00:09:42.100]  出家就是從夫
[00:09:42.100 --> 00:09:43.200]  出家從夫
[00:09:43.200 --> 00:09:44.200]  老離呢
[00:09:44.200 --> 00:09:45.400]  老來呢
