
[00:00:00.000 --> 00:00:03.640]  我們很希望透過禱告讓我們經歷更多
[00:00:03.640 --> 00:00:06.480]  所以我會繼續和大家來帶人去思想
[00:00:06.480 --> 00:00:08.360]  舊約一些的禱告
[00:00:08.360 --> 00:00:11.160]  給我們不同的禱告裏面有些甚麼反省
[00:00:11.160 --> 00:00:14.480]  對上一次如果和大家有回來崇拜時記得
[00:00:14.480 --> 00:00:17.720]  就是希西加的祈禱出奇制勝
[00:00:17.720 --> 00:00:19.720]  希西加面對當時
[00:00:19.720 --> 00:00:23.160]  雄霸天下的亞述國來有攻擊
[00:00:23.160 --> 00:00:25.160]  希西加不夠打
[00:00:25.160 --> 00:00:29.800]  他已經捐了或者給了很多的罰款
[00:00:29.800 --> 00:00:32.160]  甚至各家各庫空虛
[00:00:32.160 --> 00:00:35.040]  要在聖殿裏面的金器都要挖了下來
[00:00:35.040 --> 00:00:39.240]  去捐或者去交罰款給亞述
[00:00:39.240 --> 00:00:41.760]  但是亞述沒有因為這樣而收手
[00:00:41.760 --> 00:00:43.760]  繼續侮辱他們
[00:00:43.760 --> 00:00:46.680]  希西加知道自己會國破家亡
[00:00:46.680 --> 00:00:50.280]  於是他進入聖殿裏面向神禱告
[00:00:50.280 --> 00:00:52.880]  結果神就出手一夜之間
[00:00:52.880 --> 00:00:55.560]  將亞述的大軍殺敗
[00:00:55.560 --> 00:00:57.880]  西拿基納落荒而逃
[00:00:57.880 --> 00:01:01.320]  回到自己國家給自己兒子刺殺
[00:01:01.320 --> 00:01:05.400]  一場的戰爭很快擺平了
[00:01:05.400 --> 00:01:07.400]  因為這樣的緣故
[00:01:07.400 --> 00:01:09.400]  希西加聲名大噪
[00:01:09.400 --> 00:01:13.200]  其他國家的人都會來朝見他
[00:01:13.200 --> 00:01:16.200]  甚至送很多的禮物和他來結盟
[00:01:16.200 --> 00:01:21.000]  但是在這個最興奮或者高峰期間
[00:01:21.000 --> 00:01:24.240]  希西加患了一個很嚴重的病
[00:01:24.240 --> 00:01:27.120]  而且這個病是很厲害
[00:01:27.120 --> 00:01:30.040]  甚至瀕臨死亡
[00:01:30.040 --> 00:01:32.040]  有時很難說的
[00:01:32.040 --> 00:01:34.760]  我認識一些人很健康
[00:01:34.760 --> 00:01:37.240]  但是突然之間不舒服進醫院
[00:01:37.240 --> 00:01:40.800]  但可能短短一兩天之內就離開世界
[00:01:40.800 --> 00:01:41.880]  原來是什麼病呢?
[00:01:41.880 --> 00:01:43.320]  原來是肺炎
[00:01:43.320 --> 00:01:46.600]  我一直以為肺炎只是咳嗽
[00:01:46.600 --> 00:01:49.920]  我是沒有想過肺炎是會要命的
[00:01:49.920 --> 00:01:52.640]  但是原來就是會死
[00:01:52.640 --> 00:01:54.640]  好了,在這個時候
[00:01:54.640 --> 00:01:58.640]  先知以塞雅奉神的命令
[00:01:58.640 --> 00:02:03.640]  就是去宣告一個噩耗給希西加
[00:02:03.640 --> 00:02:05.640]  告訴他他會死
[00:02:05.640 --> 00:02:09.120]  我們一起來讀聶皇記下第20章的第一節
[00:02:09.120 --> 00:02:11.600]  20章的第一節我們一起來讀出
[00:02:11.600 --> 00:02:14.640]  那時希西加病得要死
[00:02:14.640 --> 00:02:18.640]  阿摩斯的兒子先知以塞雅去見他
[00:02:18.640 --> 00:02:21.640]  對他說:耶和華如此說
[00:02:21.640 --> 00:02:27.640]  你當來為了你的家,因為你必死,不能沒了
[00:02:27.640 --> 00:02:31.640]  作為一個神的僕人,忠心於神的託付
[00:02:31.640 --> 00:02:33.640]  有時很難做的
[00:02:33.640 --> 00:02:38.640]  希西加和以塞雅彼此關係非常好
[00:02:38.640 --> 00:02:42.640]  神的僕人以塞雅要去宣告告訴他
[00:02:42.640 --> 00:02:44.640]  你就快會死
[00:02:44.640 --> 00:02:47.640]  好好地安排你的身後事
[00:02:47.640 --> 00:02:49.640]  不容易說的
[00:02:49.640 --> 00:02:51.640]  你想想如果我去探病
[00:02:51.640 --> 00:02:53.640]  跟那個病者說
[00:02:53.640 --> 00:02:55.640]  我都有神的啟示
[00:02:55.640 --> 00:02:57.640]  你兩天之後你會死的
[00:02:57.640 --> 00:03:00.640]  你最好就是吩咐一下你家人
[00:03:00.640 --> 00:03:02.640]  如何打理你的身後事
[00:03:02.640 --> 00:03:04.640]  我想即是被人趕走
[00:03:04.640 --> 00:03:07.640]  但有時真的有這樣的情形
[00:03:07.640 --> 00:03:08.640]  但我會怎樣呢?
[00:03:08.640 --> 00:03:10.640]  我不會去跟那個病者說
[00:03:10.640 --> 00:03:12.640]  我會跟他祈願到之後
[00:03:12.640 --> 00:03:15.640]  就拔他家人出去醫院的走廊跟他說
[00:03:15.640 --> 00:03:17.640]  其實情況都不樂觀的
[00:03:17.640 --> 00:03:19.640]  你都要想一想
[00:03:19.640 --> 00:03:21.640]  如何跟他處理他的事
[00:03:21.640 --> 00:03:23.640]  或者有些甚麼事
[00:03:23.640 --> 00:03:25.640]  可能他的銀行沒轉帳
[00:03:25.640 --> 00:03:27.640]  或者沒轉那些錢
[00:03:27.640 --> 00:03:28.640]  有時如果死了之後
[00:03:28.640 --> 00:03:30.640]  未搞好那些遺產轉移
[00:03:30.640 --> 00:03:31.640]  其實是很煩的
[00:03:31.640 --> 00:03:33.640]  我會去跟他們說這些
[00:03:33.640 --> 00:03:35.640]  但當我每一次說的時候
[00:03:35.640 --> 00:03:36.640]  我內心都不好受
[00:03:36.640 --> 00:03:38.640]  你去宣告這個死訊
[00:03:38.640 --> 00:03:42.640]  所以以塞雅要宣告這個死訊
[00:03:42.640 --> 00:03:44.640]  其實絕不容易
[00:03:44.640 --> 00:03:49.640]  他說到你要去唯命於你的家
[00:03:49.640 --> 00:03:52.640]  這個家不是指狹義他的家人
[00:03:52.640 --> 00:03:54.640]  而是指甚麼呢?
[00:03:54.640 --> 00:03:56.640]  是可以指王朝和宮廷
[00:03:56.640 --> 00:03:58.640]  你要好地作出安排
[00:03:58.640 --> 00:04:00.640]  誰是你的接班人
[00:04:00.640 --> 00:04:03.640]  免得在政治上有內訌
[00:04:03.640 --> 00:04:05.640]  如果我知道當時
[00:04:05.640 --> 00:04:07.640]  希西家還沒有兒子
[00:04:07.640 --> 00:04:10.640]  所以誰會繼承王位呢?
[00:04:10.640 --> 00:04:12.640]  一定要預先說好
[00:04:12.640 --> 00:04:16.640]  否則朝廷的內憎
[00:04:16.640 --> 00:04:17.640]  政治那種詭秘
[00:04:17.640 --> 00:04:19.640]  大家最近都會知道
[00:04:19.640 --> 00:04:23.640]  北韓的第二號人物
[00:04:23.640 --> 00:04:27.640]  也是現在金總理
[00:04:27.640 --> 00:04:29.640]  最高負責人的親戚
[00:04:29.640 --> 00:04:32.640]  但可以突然被捕
[00:04:32.640 --> 00:04:34.640]  然後很短時間內
[00:04:34.640 --> 00:04:36.640]  兩天後就被審訊
[00:04:36.640 --> 00:04:37.640]  定他有罪
[00:04:37.640 --> 00:04:38.640]  就將他殺了
[00:04:38.640 --> 00:04:40.640]  中國也是
[00:04:40.640 --> 00:04:43.640]  一個很高職位的人
[00:04:43.640 --> 00:04:46.640]  現在都被捕了
[00:04:46.640 --> 00:04:48.640]  其實在政治上是很詭秘
[00:04:48.640 --> 00:04:50.640]  很多時候會有內訌
[00:04:50.640 --> 00:04:51.640]  有很多紛爭
[00:04:51.640 --> 00:04:54.640]  所以他說你一定要唯命於你的家人
[00:04:54.640 --> 00:04:58.640]  即是朝廷要打理好這些事
[00:04:58.640 --> 00:05:00.640]  所以其實你看到
[00:05:00.640 --> 00:05:04.640]  神差派先知宣告這個噩耗
[00:05:04.640 --> 00:05:08.640]  是對整個國家的愛的表達
[00:05:08.640 --> 00:05:11.640]  你想想, 契西加也病了
[00:05:11.640 --> 00:05:13.640]  神如果祝福他的時候
[00:05:13.640 --> 00:05:16.640]  就讓他在病中慢慢安詳的離世
[00:05:16.640 --> 00:05:18.640]  睡一睡就死了
[00:05:18.640 --> 00:05:21.640]  何必要嚇他兩下呢?
[00:05:21.640 --> 00:05:24.640]  原來就是要為這個國家打算
[00:05:24.640 --> 00:05:26.640]  如果你不去唯命的時候
[00:05:26.640 --> 00:05:28.640]  不好地安排好的時候
[00:05:28.640 --> 00:05:30.640]  國家就會內亂
[00:05:30.640 --> 00:05:35.640]  所以這個宣告是反映神對子民的愛
[00:05:35.640 --> 00:05:40.640]  但是契西加聽到這個訊息會怎樣呢?
[00:05:40.640 --> 00:05:42.640]  大家知不知道契西加面對死亡的時候
[00:05:42.640 --> 00:05:44.640]  他的年齡是多少歲呢?
[00:05:44.640 --> 00:05:46.640]  在聯王記下第十八章第二節
[00:05:46.640 --> 00:05:48.640]  很清楚地讓我們看到
[00:05:48.640 --> 00:05:51.640]  契西加登基的時候是二十五歲
[00:05:51.640 --> 00:05:53.640]  作王二十九年
[00:05:53.640 --> 00:05:57.640]  我們知道求神多給他十五年壽數
[00:05:57.640 --> 00:05:59.640]  即是說他作王十四年的時候
[00:05:59.640 --> 00:06:01.640]  他就面對這個病重
[00:06:01.640 --> 00:06:04.640]  即是說他大概是三十八歲左右
[00:06:04.640 --> 00:06:06.640]  未夠三十九歲
[00:06:06.640 --> 00:06:09.640]  他就要離開世界
[00:06:09.640 --> 00:06:12.640]  當時他是色夕壯年
[00:06:12.640 --> 00:06:16.640]  剛剛打贏了亞述
[00:06:16.640 --> 00:06:18.640]  有一番大作為
[00:06:18.640 --> 00:06:22.640]  他一定有很多的抱負
[00:06:22.640 --> 00:06:24.640]  但現在要死的時候
[00:06:24.640 --> 00:06:26.640]  怎麼辦呢?
[00:06:26.640 --> 00:06:28.640]  我自己都年紀大了
[00:06:28.640 --> 00:06:30.640]  每次他死的時候就想想自己
[00:06:30.640 --> 00:06:32.640]  我就計算一下
[00:06:32.640 --> 00:06:36.640]  我開始建立冥恩堂的時候
[00:06:36.640 --> 00:06:38.640]  是三十二歲
[00:06:38.640 --> 00:06:40.640]  都叫黃金期
[00:06:40.640 --> 00:06:41.640]  我又計算一下
[00:06:41.640 --> 00:06:43.640]  如果我三十八或三十九歲的時候
[00:06:43.640 --> 00:06:45.640]  那時冥恩堂是什麼處境呢?
[00:06:45.640 --> 00:06:47.640]  原來還在富善年代
[00:06:47.640 --> 00:06:49.640]  連仁兄街都未下去
[00:06:49.640 --> 00:06:51.640]  還在一間幼稚園裏面
[00:06:51.640 --> 00:06:53.640]  是沒有今天這樣的日子
[00:06:53.640 --> 00:06:56.640]  所以在想
[00:06:56.640 --> 00:06:58.640]  其實還有很多很多
[00:06:58.640 --> 00:06:59.640]  大家在計算
[00:06:59.640 --> 00:07:00.640]  不用計了
[00:07:00.640 --> 00:07:02.640]  我已經登陸了
[00:07:02.640 --> 00:07:04.640]  十四年我就六十歲了
[00:07:04.640 --> 00:07:05.640]  大家開始數了
[00:07:05.640 --> 00:07:07.640]  多少年是開冥恩堂呢?
[00:07:07.640 --> 00:07:09.640]  牧師三十二歲
[00:07:09.640 --> 00:07:10.640]  不要計了
[00:07:10.640 --> 00:07:12.640]  讓你專心來聽
[00:07:12.640 --> 00:07:14.640]  我下一年生日是六十歲了
[00:07:14.640 --> 00:07:16.640]  看樣子應該不止這個年齡
[00:07:16.640 --> 00:07:18.640]  我很相信
[00:07:18.640 --> 00:07:20.640]  三十幾歲的時候
[00:07:20.640 --> 00:07:22.640]  應該有一番大的作為
[00:07:22.640 --> 00:07:25.640]  但現在要面對死亡
[00:07:25.640 --> 00:07:28.640]  國家聲譽日龍
[00:07:28.640 --> 00:07:30.640]  前景洶湧
[00:07:30.640 --> 00:07:32.640]  但死亡可以將一切
[00:07:32.640 --> 00:07:34.640]  都抹殺了
[00:07:34.640 --> 00:07:36.640]  所以他心境是怎樣
[00:07:36.640 --> 00:07:38.640]  大家一定可以推想到
[00:07:38.640 --> 00:07:40.640]  希西加即時
[00:07:40.640 --> 00:07:43.640]  陷入了一個低谷裏面
[00:07:43.640 --> 00:07:45.640]  《聖經》裏面怎樣記載呢?
[00:07:45.640 --> 00:07:47.640]  聶皇記下二十章第二節
[00:07:47.640 --> 00:07:48.640]  很簡單
[00:07:48.640 --> 00:07:51.640]  希西加就轉念朝牆
[00:07:51.640 --> 00:07:53.640]  禱告耶和華說
[00:07:53.640 --> 00:07:55.640]  他聽了之後
[00:07:55.640 --> 00:07:57.640]  他就面向牆
[00:07:57.640 --> 00:07:59.640]  即是他現在做什麼?
[00:07:59.640 --> 00:08:01.640]  他躺在床上
[00:08:01.640 --> 00:08:03.640]  如果你記起上次
[00:08:03.640 --> 00:08:05.640]  出奇制勝的時候
[00:08:05.640 --> 00:08:07.640]  希西加面對這麼大的挑戰
[00:08:07.640 --> 00:08:10.640]  他是進去聖殿禱告的
[00:08:10.640 --> 00:08:12.640]  但現在他病了
[00:08:12.640 --> 00:08:15.640]  所以他不可以離開自己的臥室
[00:08:15.640 --> 00:08:17.640]  他躺在床上
[00:08:17.640 --> 00:08:18.640]  先知見他的時候
[00:08:18.640 --> 00:08:20.640]  他也在病在床上
[00:08:20.640 --> 00:08:22.640]  當然我們禱告的姿勢
[00:08:22.640 --> 00:08:24.640]  《聖經》沒有限定
[00:08:24.640 --> 00:08:26.640]  只要出於我們真心
[00:08:26.640 --> 00:08:28.640]  神是會聽的
[00:08:28.640 --> 00:08:30.640]  但我也建議弟兄姊妹
[00:08:30.640 --> 00:08:32.640]  除非你是病重在床
[00:08:32.640 --> 00:08:33.640]  否則的話
[00:08:33.640 --> 00:08:35.640]  我也不建議你躺在床上祈禱
[00:08:35.640 --> 00:08:38.640]  甚至可能你晚上坐在床上祈禱
[00:08:38.640 --> 00:08:40.640]  但你發覺地心吸力
[00:08:40.640 --> 00:08:41.640]  就吸在床上
[00:08:41.640 --> 00:08:42.640]  然後你就去禱告
[00:08:42.640 --> 00:08:44.640]  因為我覺得這始終對神
[00:08:44.640 --> 00:08:46.640]  不是一個很大的尊重
[00:08:46.640 --> 00:08:48.640]  如果我相信我們的神
[00:08:48.640 --> 00:08:50.640]  是一位很尊貴榮耀的神的時候
[00:08:50.640 --> 00:08:52.640]  你不如躺在床上跟祂聊天
[00:08:52.640 --> 00:08:54.640]  除非你病重
[00:08:54.640 --> 00:08:56.640]  在犧牲間他病重
[00:08:56.640 --> 00:08:58.640]  但他聽到這個消息的時候
[00:08:58.640 --> 00:09:00.640]  你留意他的反應是甚麼
[00:09:00.640 --> 00:09:02.640]  他沒有去回應耳塞
[00:09:02.640 --> 00:09:04.640]  他轉念向牆
[00:09:04.640 --> 00:09:06.640]  這個其實是一個
[00:09:06.640 --> 00:09:10.640]  受苦、受煩、傷痛的表示
[00:09:10.640 --> 00:09:12.640]  我想對弟兄姊妹來說
[00:09:12.640 --> 00:09:13.640]  這句說話很簡單
[00:09:13.640 --> 00:09:15.640]  但對我來說勾起很多回憶
[00:09:15.640 --> 00:09:16.640]  我曾經說過
[00:09:16.640 --> 00:09:18.640]  1979年我神學院畢業的時候
[00:09:18.640 --> 00:09:19.640]  應該快畢業了
[00:09:19.640 --> 00:09:20.640]  我應該畢業了
[00:09:20.640 --> 00:09:21.640]  誰知我犯了錯
[00:09:21.640 --> 00:09:22.640]  跟別人來玩
[00:09:22.640 --> 00:09:24.640]  摔角
[00:09:24.640 --> 00:09:25.640]  後來被學生罵
[00:09:25.640 --> 00:09:26.640]  學生叫我認罪
[00:09:26.640 --> 00:09:27.640]  我又說好,一起認罪
[00:09:27.640 --> 00:09:29.640]  因為我不滿意他們的態度
[00:09:29.640 --> 00:09:31.640]  結果就要開大會
[00:09:31.640 --> 00:09:33.640]  學校要開會
[00:09:33.640 --> 00:09:35.640]  決定我的前途
[00:09:35.640 --> 00:09:36.640]  已經有消息傳出來
[00:09:36.640 --> 00:09:37.640]  就是不讓我畢業
[00:09:37.640 --> 00:09:38.640]  我告訴大家
[00:09:38.640 --> 00:09:40.640]  我真的好像希西街一樣
[00:09:40.640 --> 00:09:43.640]  我三天完全沒有吃飯
[00:09:43.640 --> 00:09:45.640]  我躺在床上
[00:09:45.640 --> 00:09:47.640]  我都是摟向牆
[00:09:47.640 --> 00:09:49.640]  因為我旁邊就已經有
[00:09:49.640 --> 00:09:50.640]  另一張鋪架床
[00:09:50.640 --> 00:09:52.640]  我不想見人
[00:09:52.640 --> 00:09:53.640]  我想逃避
[00:09:53.640 --> 00:09:54.640]  那三天
[00:09:54.640 --> 00:09:56.640]  等候審訊
[00:09:56.640 --> 00:09:57.640]  等候判決
[00:09:57.640 --> 00:09:59.640]  心裏面是很難受
[00:09:59.640 --> 00:10:01.640]  很妄言
[00:10:01.640 --> 00:10:03.640]  完全沒有心機
[00:10:03.640 --> 00:10:05.640]  就是躺在床上
[00:10:05.640 --> 00:10:07.640]  躺到好像昏迷一樣
[00:10:07.640 --> 00:10:10.640]  但是臉一定向著牆
[00:10:10.640 --> 00:10:12.640]  所以我很深體會到這件事
[00:10:12.640 --> 00:10:16.640]  事實上另外有一個叫阿哈王
[00:10:16.640 --> 00:10:18.640]  也試過這樣
[00:10:18.640 --> 00:10:20.640]  你看獵王記上21章第4節的時候
[00:10:20.640 --> 00:10:28.640]  就記載到阿哈王很想搶奪人民財富
[00:10:28.640 --> 00:10:30.640]  想搶他的葡萄園
[00:10:30.640 --> 00:10:33.640]  但是礙於法例不能夠拿
[00:10:33.640 --> 00:10:34.640]  聖經裏面怎樣記載?
[00:10:34.640 --> 00:10:36.640]  他就悶悶不樂地回宮
[00:10:36.640 --> 00:10:38.640]  躺在床上
[00:10:38.640 --> 00:10:41.640]  然後轉臉向內也不吃飯
[00:10:41.640 --> 00:10:43.640]  所以其實你會看到
[00:10:43.640 --> 00:10:48.640]  在那一刻希西迦知道自己要死的時候
[00:10:48.640 --> 00:10:51.640]  他內心是非常難受
[00:10:51.640 --> 00:10:54.640]  於是他向神來禱告
[00:10:54.640 --> 00:10:56.640]  希西迦的祈禱
[00:10:56.640 --> 00:10:58.640]  他求神憐憫是很簡單的
[00:10:58.640 --> 00:11:00.640]  事實上一個病重的人
[00:11:00.640 --> 00:11:02.640]  你也不要期望他有很長的禱告
[00:11:02.640 --> 00:11:06.640]  正如彼得他掉下水的時候
[00:11:06.640 --> 00:11:08.640]  他只是呼求主啊救我
[00:11:08.640 --> 00:11:10.640]  絕對不會長篇大論
[00:11:10.640 --> 00:11:12.640]  希西迦的禱告很簡單
[00:11:12.640 --> 00:11:13.640]  我們一起來讀
