
[00:00:00.000 --> 00:00:08.560]  我們過去這三個月一直聚焦在《小仙之書》
[00:00:08.560 --> 00:00:12.400]  今天我要跟大家講《若爾書》
[00:00:12.400 --> 00:00:18.000]  《若爾書》的作者是若爾,這位仙之
[00:00:18.000 --> 00:00:22.040]  這本書不是很長,只有三章
[00:00:22.040 --> 00:00:24.360]  加起來有七十三節
[00:00:24.360 --> 00:00:25.880]  但是有些東西很特別
[00:00:25.880 --> 00:00:29.440]  它有三十三節提到耶和華
[00:00:29.440 --> 00:00:30.560]  這三個字
[00:00:30.560 --> 00:00:32.200]  英文是一個字
[00:00:32.200 --> 00:00:35.800]  Lord
[00:00:35.800 --> 00:00:40.040]  你看到這裡你又會感覺到
[00:00:40.040 --> 00:00:43.920]  上帝是透過仙之要對你和我
[00:00:43.920 --> 00:00:47.760]  講一些很重要的關於上帝自己的東西
[00:00:47.760 --> 00:00:50.960]  關於祂自己的東西
[00:00:50.960 --> 00:00:53.000]  祂的本質,祂的屬性
[00:00:53.000 --> 00:00:57.280]  還有在這本書裡面這麼短的七十三節
[00:00:57.280 --> 00:01:01.240]  有五次提到耶和華的日子
[00:01:01.240 --> 00:01:05.480]  或者是耶和華大而可畏的日子
[00:01:05.480 --> 00:01:09.240]  日子和你和我都有關係
[00:01:09.240 --> 00:01:12.000]  因為你和我都會面對這個日子
[00:01:12.000 --> 00:01:16.080]  所以今天我們要在《若爾書》裡面去看到
[00:01:16.080 --> 00:01:20.280]  究竟我們所信的上帝是一位什麼樣的上帝
[00:01:20.280 --> 00:01:25.880]  和祂為你為我預備了什麼樣的計劃
[00:01:25.880 --> 00:01:27.320]  值不值得我們看?值得
[00:01:27.320 --> 00:01:28.880]  其實我每一次看聖經
[00:01:28.880 --> 00:01:30.560]  我都提醒自己兩件事
[00:01:30.560 --> 00:01:34.200]  第一,我要在這段聖經裡面思考
[00:01:34.200 --> 00:01:37.400]  究竟上帝有什麼屬性
[00:01:37.400 --> 00:01:40.440]  是我應該知道或者應該被提醒的
[00:01:40.440 --> 00:01:44.640]  第二,究竟這段聖經的教訓有什麼
[00:01:44.640 --> 00:01:48.400]  我是應該應用在我的生活裡面
[00:01:48.400 --> 00:01:49.720]  立刻應用
[00:01:49.720 --> 00:01:51.320]  當你這樣做的時候
[00:01:51.320 --> 00:01:53.600]  這段聖經就到你有幫助
[00:01:53.600 --> 00:01:56.760]  大家試一下今天在這半個小時裡面
[00:01:56.760 --> 00:01:58.640]  有什麼是關於上帝的屬性
[00:01:58.640 --> 00:02:00.640]  是你以前不知道或者忘記了
[00:02:00.640 --> 00:02:04.720]  還有什麼是值得你應用的
[00:02:04.720 --> 00:02:06.640]  如果你看完整本《若爾書》
[00:02:06.640 --> 00:02:10.040]  我可以用四幅圖畫來描寫它
[00:02:10.040 --> 00:02:11.400]  我其實很喜歡畫畫
[00:02:11.400 --> 00:02:13.680]  不過這個天份到現在還沒有發揮
[00:02:13.680 --> 00:02:16.720]  遲些有時間我可以學習畫畫
[00:02:16.720 --> 00:02:17.960]  四幅圖畫畫
[00:02:17.960 --> 00:02:22.200]  第一幅就是在第一章那裡
[00:02:22.200 --> 00:02:24.720]  第一章那裡《若爾》講到
[00:02:24.720 --> 00:02:29.000]  猶大國剛剛經歷了蝗蟲之害
[00:02:29.000 --> 00:02:31.600]  即是蝗蟲的災害
[00:02:31.600 --> 00:02:34.080]  這個《若爾》才說
[00:02:34.080 --> 00:02:40.120]  這是上帝透過這個蝗害來施行審判
[00:02:40.120 --> 00:02:42.360]  是對猶大的審判
[00:02:42.360 --> 00:02:48.040]  不知道大家有沒有見過蝗蟲
[00:02:48.040 --> 00:02:52.080]  近來報紙說廣東省有人養蝗蟲
[00:02:52.080 --> 00:02:54.080]  養來做藥用
[00:02:54.080 --> 00:02:56.880]  做中藥或者食用
[00:02:56.880 --> 00:02:59.360]  有沒有人吃過蝗蟲請你舉手
[00:02:59.360 --> 00:03:01.320]  有的
[00:03:01.320 --> 00:03:03.840]  一會兒散了一碗問他好不好吃
[00:03:03.840 --> 00:03:09.360]  施洗藥項就吃過蝗蟲
[00:03:09.360 --> 00:03:11.920]  我們中國的唐太宗也吃過蝗蟲
[00:03:11.920 --> 00:03:14.440]  因為唐朝記載有個蝗蟲之害
[00:03:14.440 --> 00:03:15.880]  唐太宗就很生氣
[00:03:15.880 --> 00:03:18.480]  捉了幾隻蝗蟲就生吞了它
[00:03:18.480 --> 00:03:25.040]  所以唐太宗當時旁邊就沒有食物及衛生安全局長
[00:03:25.040 --> 00:03:27.040]  如果不是就會馬上攔了它
[00:03:27.040 --> 00:03:31.160]  這個皇帝的這種魄力我都是欣賞
[00:03:31.160 --> 00:03:34.840]  我們中國人最怕有三種災害
[00:03:34.840 --> 00:03:36.440]  知不知道哪三種
[00:03:36.440 --> 00:03:38.040]  水災
[00:03:38.040 --> 00:03:39.560]  旱災
[00:03:39.560 --> 00:03:40.840]  和蝗災
[00:03:40.840 --> 00:03:41.960]  蝗蟲
[00:03:41.960 --> 00:03:44.600]  蝗蟲一隻兩隻就簡單
[00:03:44.600 --> 00:03:46.760]  但是最糟糕的是它經常鬥來
[00:03:46.760 --> 00:03:50.480]  你知不知道蝗蟲經常鬥來的時候有多少蝗蟲
[00:03:50.480 --> 00:03:55.840]  覆蓋可能超過一千平方公里
[00:03:55.840 --> 00:04:03.600]  而每一公里有四千萬到八千萬隻蝗蟲
[00:04:03.600 --> 00:04:08.000]  它由地下一直到十六、十七、十八呎高
[00:04:08.000 --> 00:04:10.480]  全部蜜了蝗蟲
