
[00:00:00.000 --> 00:00:03.460]  大家有沒有發現呢
[00:00:03.460 --> 00:00:06.600]  我們現在開始在一四年
[00:00:06.600 --> 00:00:11.480]  我們讀的經課和我們講的道是一樣的
[00:00:11.480 --> 00:00:14.160]  尤其是福音經課
[00:00:14.160 --> 00:00:18.600]  這一年我們都希望能夠跟大家一起
[00:00:18.600 --> 00:00:22.000]  重溫耶穌基督的生平
[00:00:22.000 --> 00:00:25.080]  從祂的身上我們去學習
[00:00:25.080 --> 00:00:28.600]  所以剛纔那個經課就是講到耶穌的洗禮
[00:00:28.600 --> 00:00:31.780]  之前就講到祂的出生
[00:00:31.780 --> 00:00:35.040]  所以今天我們一起去看
[00:00:35.040 --> 00:00:38.800]  祂接受洗禮這個差遣是怎樣
[00:00:38.800 --> 00:00:43.440]  對我們今天有什麼意義呢
[00:00:43.440 --> 00:00:48.880]  我們有個祈禱 我們低頭祈禱
[00:00:48.880 --> 00:00:52.280]  祝願禰的靈在我們當中
[00:00:52.280 --> 00:00:55.340]  開我們的眼 開我們的心
[00:00:55.340 --> 00:00:57.360]  讓我們能夠明白
[00:00:57.360 --> 00:01:00.140]  讓我們能夠去跟從禰
[00:01:00.140 --> 00:01:02.140]  願禰得着榮耀
[00:01:02.140 --> 00:01:07.680]  我們這樣祈禱奉耶穌基督名號 阿門
[00:01:07.680 --> 00:01:10.700]  當大家去看這一段經文
[00:01:10.700 --> 00:01:15.660]  耶穌在加利利來到約旦河要受約翰的洗
[00:01:15.660 --> 00:01:21.220]  不知道看了之後有沒有發現什麼問題呢
[00:01:21.220 --> 00:01:24.020]  實在如果大家知道的話
[00:01:24.020 --> 00:01:26.720]  你會覺得很不明白
[00:01:26.720 --> 00:01:31.340]  耶穌真的要受約翰的洗嗎
[00:01:31.340 --> 00:01:34.900]  是否真的有需要呢
[00:01:34.900 --> 00:01:36.780]  爲什麼會問這個問題
[00:01:36.780 --> 00:01:42.620]  原來約翰的洗是屬於悔改的洗
[00:01:42.620 --> 00:01:45.980]  在《路加福音》三章三節是這樣講的
[00:01:45.980 --> 00:01:49.860]  它說約翰來到約旦河一大地方
[00:01:49.860 --> 00:01:54.980]  宣講悔改的洗禮 使罪得赦
[00:01:54.980 --> 00:01:57.620]  所以當約翰施洗的時候
[00:01:57.620 --> 00:02:02.140]  表示洗禮者願意承認自己有罪
[00:02:02.140 --> 00:02:06.100]  並且願意悔改接受這個洗禮
[00:02:06.100 --> 00:02:08.020]  所以洗禮成爲一個標記
[00:02:08.020 --> 00:02:11.540]  告訴別人他藉着這個水禮
[00:02:11.540 --> 00:02:14.420]  他的罪得到潔淨
[00:02:14.420 --> 00:02:16.740]  但是問題是
[00:02:16.740 --> 00:02:19.980]  我們說耶穌是神也是人
[00:02:19.980 --> 00:02:21.980]  他從來沒有犯過罪
[00:02:21.980 --> 00:02:23.980]  實在他沒有需要悔改
[00:02:23.980 --> 00:02:25.540]  所以我們會問
[00:02:25.540 --> 00:02:31.060]  爲什麼他要受約翰這個悔改的洗禮呢
[00:02:31.060 --> 00:02:33.060]  所以我們今天的題目也是
[00:02:33.060 --> 00:02:35.980]  洗禮有需要嗎
[00:02:35.980 --> 00:02:37.780]  暫且我們先不說我們
[00:02:37.780 --> 00:02:39.660]  我們看看耶穌
[00:02:39.660 --> 00:02:42.700]  耶穌應該是不需要的
[00:02:42.700 --> 00:02:44.940]  不過我們又試一下
[00:02:44.940 --> 00:02:48.860]  原來這個洗禮並非
[00:02:48.860 --> 00:02:51.060]  和猶太人一般的洗禮
[00:02:51.060 --> 00:02:52.540]  約翰的洗禮
[00:02:52.540 --> 00:02:56.260]  原來在猶太人裏
[00:02:56.260 --> 00:02:59.340]  在一世紀的時候
[00:02:59.340 --> 00:03:02.140]  猶太人有一些洗禮的儀式
[00:03:02.140 --> 00:03:07.020]  一般人稱之爲禮儀上的潔淨禮
[00:03:07.020 --> 00:03:09.300]  另外一種就是
[00:03:09.300 --> 00:03:12.540]  當外邦人想歸入猶太教的時候
[00:03:12.540 --> 00:03:14.460]  他又要經過一個洗禮
[00:03:14.460 --> 00:03:19.540]  不過這些洗禮只是作爲一個潔淨的意義
[00:03:19.540 --> 00:03:22.900]  而約翰的洗禮當時來說
[00:03:22.900 --> 00:03:25.900]  是很突破性和獨特的
[00:03:25.900 --> 00:03:27.700]  他不一樣的地方就是
[00:03:27.700 --> 00:03:31.180]  他強調人要認罪悔改
[00:03:31.180 --> 00:03:34.260]  才能夠得到赦免
[00:03:34.260 --> 00:03:36.540]  不過我們也要小心
[00:03:36.540 --> 00:03:38.780]  不要將約翰的洗禮
[00:03:38.780 --> 00:03:42.020]  和現在我們教會的洗禮混爲一談
[00:03:42.020 --> 00:03:43.580]  兩樣東西來的
[00:03:43.580 --> 00:03:48.420]  約翰的洗禮和教會的洗禮是不同的
[00:03:48.420 --> 00:03:51.900]  因爲我們基督教信仰的洗禮的意義
[00:03:51.900 --> 00:03:57.260]  是建立在耶穌基督的死和復活的認信上
[00:03:57.260 --> 00:04:00.620]  而約翰的洗禮是沒有這個信念
[00:04:00.620 --> 00:04:03.220]  而約翰的洗禮是重視什麼
[00:04:03.220 --> 00:04:04.820]  只是悔改
[00:04:04.820 --> 00:04:08.100]  而沒有重申這個意義
[00:04:08.100 --> 00:04:11.380]  而在《使徒行傳》十九章一至七節
[00:04:11.380 --> 00:04:13.060]  實在已經講了
[00:04:13.060 --> 00:04:19.100]  當時保羅去到哥林多教會
[00:04:19.100 --> 00:04:20.980]  他問一些信徒
[00:04:20.980 --> 00:04:24.140]  「你們信的時候受了聖靈沒有?」
[00:04:24.140 --> 00:04:25.900]  他們回答說「沒有」
[00:04:25.900 --> 00:04:28.300]  「也未曾聽見有聖靈次下來」
[00:04:28.300 --> 00:04:31.500]  保羅說「這樣你們受的是什麼洗呢?」
[00:04:31.500 --> 00:04:34.540]  他們說「是約翰的洗」
