
[00:00:00.000 --> 00:00:03.880]  很高興有機會和大家分享神的話語
[00:00:03.880 --> 00:00:06.120]  今天分享的經文是《二創下書》
[00:00:06.120 --> 00:00:08.200]  四十二章一至十三節
[00:00:08.200 --> 00:00:12.040]  派我一起去重讀這段經文
[00:00:12.040 --> 00:00:13.720]  而這段經文當中
[00:00:13.720 --> 00:00:15.560]  我希望大家重讀當中的時候
[00:00:15.560 --> 00:00:18.400]  思想是向上的思想
[00:00:18.400 --> 00:00:20.960]  看耶和華的工作
[00:00:20.960 --> 00:00:24.120]  去聆聽、去讀這段經文
[00:00:24.120 --> 00:00:26.240]  我和大家重讀
[00:00:26.240 --> 00:00:28.880]  《二創下書》四十二章一至十三節
[00:00:29.600 --> 00:00:36.120]  看呀!我的僕人,我所扶持,我賞賜,心裡所喜悅的
[00:00:36.120 --> 00:00:38.800]  我已將我的靈賜給他
[00:00:38.800 --> 00:00:41.880]  他必將功利傳給外邦
[00:00:41.880 --> 00:00:44.680]  他不宣揚,他不躍聲
[00:00:44.680 --> 00:00:48.000]  也不使街上人聽見他的聲音
[00:00:48.000 --> 00:00:51.000]  阿商的奴位,他不自斷
[00:00:51.000 --> 00:00:54.280]  將殘的燈火,他不催眠
[00:00:54.280 --> 00:00:57.360]  他憑真理,真功利傳開
[00:00:57.360 --> 00:01:00.320]  他不灰心,也不爽膽
[00:01:00.320 --> 00:01:03.600]  直到第一遍地上設立功利
[00:01:03.600 --> 00:01:06.880]  海盜都等候他的懇悔
[00:01:06.880 --> 00:01:10.600]  創造諸天,高張徒康
[00:01:10.600 --> 00:01:14.400]  將地和地所出的一層併開
[00:01:14.400 --> 00:01:17.400]  賜氣息給地上的眾人
[00:01:17.400 --> 00:01:21.400]  又賜靈性給瓶蓋亭上之神的神
[00:01:21.400 --> 00:01:24.360]  耶和華,頂佩主說
[00:01:24.360 --> 00:01:27.640]  我耶和華,憑公義召你
[00:01:27.640 --> 00:01:30.960]  必參途你手,保守你
[00:01:30.960 --> 00:01:33.560]  使你作眾人的宗火
[00:01:33.560 --> 00:01:35.680]  作外邦人的光
[00:01:35.680 --> 00:01:39.640]  開化此眼,你就是擦得足夠
[00:01:39.640 --> 00:01:42.720]  及領著不厭之隔
[00:01:42.720 --> 00:01:46.520]  我是耶和華,這是我的靈
[00:01:46.520 --> 00:01:50.080]  我必不將我的靈魂歸給駕駛
[00:01:50.080 --> 00:01:54.520]  有的將我稱眾,有的將我飄下偶像
[00:01:54.520 --> 00:01:58.080]  看來,先前的事已見成就
[00:01:58.080 --> 00:02:00.960]  現在我真正施捨你
[00:02:00.960 --> 00:02:03.120]  這事未發而先
[00:02:03.120 --> 00:02:06.120]  我就說給你們聽
[00:02:06.120 --> 00:02:09.320]  海海一河整生所來的
[00:02:09.320 --> 00:02:11.960]  海盜河幾生一民
[00:02:11.960 --> 00:02:15.080]  都當耶和華唱新歌
[00:02:15.080 --> 00:02:17.480]  從地極大離開
[00:02:17.480 --> 00:02:20.240]  抗野獲其中一城鷗
[00:02:20.240 --> 00:02:23.080]  平均一雷的錢包
[00:02:23.080 --> 00:02:24.920]  當新郎人聖
[00:02:24.920 --> 00:02:26.320]  西拉的居民
[00:02:26.320 --> 00:02:30.160]  當漢堡在山頂上立下
[00:02:30.160 --> 00:02:33.720]  沙龍當將靈要歸給耶和華
[00:02:33.720 --> 00:02:37.160]  在海底中傳入他的精神
[00:02:37.160 --> 00:02:40.000]  耶和華必將武士出去
[00:02:40.000 --> 00:02:42.920]  必將武士激動熱心
[00:02:42.920 --> 00:02:45.880]  叫喊叫,大聲喊喊
[00:02:45.880 --> 00:02:49.360]  要用大力攻擊沙漠地
[00:02:49.360 --> 00:02:54.280]  不知道大家讀完這段經文之後
[00:02:54.280 --> 00:02:57.360]  有什麼特別的感觸
[00:02:57.360 --> 00:03:00.440]  對我來說是一個很興奮
[00:03:00.440 --> 00:03:02.320]  看到這個經文當中
[00:03:02.320 --> 00:03:06.400]  帶動了很多我們要學的功課
[00:03:06.400 --> 00:03:08.840]  在這裡我抽了六節的經文
[00:03:08.840 --> 00:03:11.760]  不是說一個總結、一個總括
[00:03:11.760 --> 00:03:13.520]  但是起碼這六節的經文當中
[00:03:13.520 --> 00:03:15.680]  都講到耶和華
[00:03:15.680 --> 00:03:16.960]  所以我們慢慢思想當時
[00:03:16.960 --> 00:03:21.680]  第一節說「看啊,我的僕人,我所扶持」
[00:03:21.680 --> 00:03:23.040]  這裡講到「我」
[00:03:23.040 --> 00:03:24.760]  這個字很清楚就是耶和華
[00:03:24.760 --> 00:03:26.680]  我的僕人,我是扶持的
[00:03:26.680 --> 00:03:29.200]  那麼扶持的僕人是怎樣的呢?
[00:03:29.200 --> 00:03:32.280]  我們慢慢會看
[00:03:32.280 --> 00:03:32.960]  他講得很清楚
[00:03:32.960 --> 00:03:35.000]  第六節就說「我」
[00:03:35.000 --> 00:03:37.720]  這個是誰?耶和華
[00:03:37.720 --> 00:03:39.640]  一般人說的話呢
[00:03:39.640 --> 00:03:42.240]  就是「我」是陳大明
[00:03:42.240 --> 00:03:43.040]  是不是?
[00:03:43.040 --> 00:03:43.960]  都會這樣說的
[00:03:43.960 --> 00:03:46.480]  講四節經時,別人會說
[00:03:46.480 --> 00:03:49.200]  「你什麼水啊?」
[00:03:49.200 --> 00:03:50.920]  所以人與人之間交往的時候
[00:03:50.920 --> 00:03:52.280]  說「我是陳大明」
[00:03:52.280 --> 00:03:56.000]  「我講出來的名字,你不認識我的」
[00:03:56.000 --> 00:03:57.600]  但是當耶和華說他的名字
[00:03:57.600 --> 00:03:58.680]  「我是耶和華」
[00:03:58.680 --> 00:04:01.360]  當時你不會去問他
[00:04:01.360 --> 00:04:03.000]  「你是什麼水啊?」
[00:04:03.000 --> 00:04:05.360]  你就要很小心地聽他說什麼
[00:04:05.360 --> 00:04:09.640]  他說「我憑公義照理這個僕人」
[00:04:09.640 --> 00:04:11.120]  只要這樣說的時候
[00:04:11.120 --> 00:04:13.600]  這個僕人就要做事了
[00:04:13.600 --> 00:04:14.400]  那麼我稍後會說
[00:04:14.400 --> 00:04:15.920]  為什麼憑公義呢?
[00:04:15.920 --> 00:04:18.080]  就會做些什麼呢?
[00:04:18.080 --> 00:04:19.200]  第八節
[00:04:19.200 --> 00:04:20.400]  再來多一次
[00:04:20.400 --> 00:04:21.280]  耶和華不是這麼簡單
[00:04:21.280 --> 00:04:22.720]  他說「我」是耶和華
[00:04:22.720 --> 00:04:24.400]  他說「我是耶和華」
[00:04:24.400 --> 00:04:26.240]  「者是我的名」
[00:04:26.240 --> 00:04:28.120]  很強調的
[00:04:28.120 --> 00:04:30.480]  「我是耶和華」
[00:04:30.480 --> 00:04:32.280]  「這個是我的名字」
[00:04:32.280 --> 00:04:33.880]  更加強調的一件事就是
[00:04:33.880 --> 00:04:40.240]  請你小心地聽清楚
[00:04:40.240 --> 00:04:41.960]  我現在說我是陳大明
[00:04:41.960 --> 00:04:43.640]  「這個是我的名字」
[00:04:43.640 --> 00:04:45.040]  有些意思的
[00:04:45.040 --> 00:04:45.920]  耶和華也是一樣
[00:04:45.920 --> 00:04:46.680]  但是怎樣?
[00:04:46.680 --> 00:04:48.040]  他背後說什麼呢?
[00:04:48.040 --> 00:04:49.320]  第八節
[00:04:49.320 --> 00:04:50.200]  第九節
[00:04:50.200 --> 00:04:52.360]  對不起,第十節和十二節
[00:04:52.360 --> 00:04:54.760]  他說向耶和華唱新歌
[00:04:54.760 --> 00:04:56.160]  讚美他
[00:04:56.160 --> 00:04:57.160]  十二節
[00:04:57.160 --> 00:04:59.360]  榮耀歸給耶和華
[00:04:59.360 --> 00:05:01.640]  傳揚他的頌讚
[00:05:01.640 --> 00:05:03.800]  這裡說到的讚美啊
[00:05:03.800 --> 00:05:05.000]  榮耀啊
[00:05:05.000 --> 00:05:06.480]  可以說是敬拜啊
[00:05:06.480 --> 00:05:07.880]  是怎樣做的呢?
[00:05:07.880 --> 00:05:09.200]  是誰做的呢?
[00:05:09.200 --> 00:05:10.520]  多闊多深
[00:05:10.520 --> 00:05:11.640]  多高多低
[00:05:11.640 --> 00:05:13.320]  是哪一幫人做的呢?
[00:05:13.320 --> 00:05:14.880]  遲些會談
[00:05:14.880 --> 00:05:16.320]  十三節
[00:05:16.320 --> 00:05:18.600]  耶和華必將勇士出去
[00:05:18.600 --> 00:05:21.600]  攻擊仇敵
[00:05:21.600 --> 00:05:23.560]  會不會覺得怪呢?
[00:05:23.560 --> 00:05:25.920]  耶和華也需要打仗的嗎?
[00:05:25.920 --> 00:05:28.360]  耶和華也需要出去的嗎?
[00:05:28.360 --> 00:05:30.280]  為什麼呢?
[00:05:30.280 --> 00:05:32.640]  在這些經文當中的時候
[00:05:32.640 --> 00:05:35.360]  是一個敬畏的心出來了
[00:05:35.360 --> 00:05:37.720]  恐懼的心也在裡面
[00:05:37.720 --> 00:05:38.720]  恐懼當中的時候
[00:05:38.720 --> 00:05:40.200]  是一個敬畏的恐懼
[00:05:40.200 --> 00:05:42.160]  不是害怕的恐懼
[00:05:42.160 --> 00:05:43.600]  所以當時我自己本身覺得
[00:05:43.600 --> 00:05:44.880]  這些經文
[00:05:44.880 --> 00:05:47.960]  是要專注為大的經文
[00:05:47.960 --> 00:05:48.800]  講得清楚
[00:05:48.800 --> 00:05:51.760]  耶和華在第六、第八節講得清楚
