
[00:00:00.000 --> 00:00:04.760]  今天我上次剛剛講完天國的比喻
[00:00:04.760 --> 00:00:07.880]  又未開始新命紀的系列
[00:00:07.880 --> 00:00:11.720]  我想下有一個信息我經常在思考
[00:00:11.720 --> 00:00:14.320]  想和大家講一講
[00:00:14.320 --> 00:00:19.680]  究竟耶穌基督有沒有傳保羅的福音信息
[00:00:19.680 --> 00:00:20.560]  我再講一次
[00:00:20.560 --> 00:00:25.320]  耶穌基督到底有沒有傳保羅的福音信息
[00:00:25.320 --> 00:00:30.760]  我們要知道耶穌有沒有傳保羅的福音信息
[00:00:30.760 --> 00:00:33.200]  我們首先要知道的
[00:00:33.200 --> 00:00:37.600]  就是究竟保羅的福音信息是什麼
[00:00:37.600 --> 00:00:40.320]  保羅在羅馬書和加拉太書
[00:00:40.320 --> 00:00:42.760]  都有引用舊約經文
[00:00:42.760 --> 00:00:45.920]  在《哈巴谷書》二章四節
[00:00:45.920 --> 00:00:48.920]  講爲「義人恩順德身」
[00:00:48.920 --> 00:00:51.680]  就是被神稱爲義人
[00:00:51.680 --> 00:00:53.880]  能夠與神和好的人
[00:00:53.880 --> 00:00:59.320]  是因順而得生命
[00:00:59.320 --> 00:01:01.920]  這一節經文也是
[00:01:01.920 --> 00:01:06.400]  頻頻被保羅在羅馬書和加拉太書引用
[00:01:06.400 --> 00:01:08.920]  也是羅馬書的主題
[00:01:08.920 --> 00:01:11.920]  「義人恩順德身」
[00:01:11.920 --> 00:01:14.320]  保羅叫這個得救的道理
[00:01:14.320 --> 00:01:16.040]  這個福音的道理
[00:01:16.040 --> 00:01:18.320]  叫做「恩順清義」
[00:01:18.320 --> 00:01:21.640]  相信大家都很熟悉什麼是「恩順清義」
[00:01:21.640 --> 00:01:25.680]  「恩順清義」的道理在羅馬書一章十六至十七節
[00:01:25.680 --> 00:01:28.720]  三章二十至二十五節
[00:01:28.720 --> 00:01:30.960]  十章九至十節
[00:01:30.960 --> 00:01:34.320]  和加拉太書三章二十四至二十六節
[00:01:34.320 --> 00:01:40.040]  都有講到「恩順清義」的教導
[00:01:40.040 --> 00:01:46.080]  早期的教父對「恩順清義」的教導都很清楚
[00:01:46.080 --> 00:01:49.400]  例如Clement是一個早期的教父
[00:01:49.400 --> 00:01:52.520]  他說「一個人得以被神稱爲義人
[00:01:52.520 --> 00:01:54.400]  能夠與神和好
[00:01:54.400 --> 00:01:56.440]  完全是透過信心
[00:01:56.440 --> 00:01:58.920]  不是因爲行爲
[00:01:58.920 --> 00:02:02.240]  行爲只不過是出於信心
[00:02:02.240 --> 00:02:04.120]  但不是得救的條件」
[00:02:04.120 --> 00:02:05.560]  這點很重要
[00:02:05.560 --> 00:02:06.880]  行爲是出於信心
[00:02:06.880 --> 00:02:09.720]  但不是得救的條件
[00:02:09.720 --> 00:02:13.480]  而另外一位早期的教父Ignatius
[00:02:13.480 --> 00:02:14.680]  他也說
[00:02:14.680 --> 00:02:16.600]  「一個人能夠成爲義人
[00:02:16.600 --> 00:02:19.040]  完全是由於耶穌基督
[00:02:19.040 --> 00:02:21.760]  是祂的補血遮蓋我們
[00:02:21.760 --> 00:02:23.040]  替我們贖罪」
[00:02:23.040 --> 00:02:25.520]  記不記得我講天國的比喻時
[00:02:25.520 --> 00:02:26.920]  講珍珠的比喻
[00:02:26.920 --> 00:02:27.920]  耶穌基督的血
[00:02:27.920 --> 00:02:30.200]  耶穌基督的義是包住我們
[00:02:30.200 --> 00:02:32.120]  就好像珍珠一樣
[00:02:32.120 --> 00:02:33.640]  所以我們見到早期的教父
[00:02:33.640 --> 00:02:40.040]  真的對「恩順清義」的教導很清楚
[00:02:40.040 --> 00:02:41.680]  但很可惜
[00:02:41.680 --> 00:02:43.320]  慢慢慢慢
[00:02:43.320 --> 00:02:47.280]  「恩順清義」的教導好像被遺忘了
[00:02:47.280 --> 00:02:51.440]  這可能是因爲早期天主教的教會
[00:02:51.440 --> 00:02:57.120]  不主張信徒來自己解釋聖經
[00:02:57.120 --> 00:03:01.760]  甚至不主張信徒自己去讀聖經
[00:03:01.760 --> 00:03:04.160]  慢慢慢慢就變成不讀
[00:03:04.160 --> 00:03:08.120]  不去解釋就遺忘了
[00:03:08.120 --> 00:03:10.480]  要去到16世紀
[00:03:10.480 --> 00:03:12.360]  我們知道馬丁路德
[00:03:12.360 --> 00:03:15.560]  這位是宗教的改革者
[00:03:15.560 --> 00:03:17.680]  他有一天讀羅馬書
[00:03:17.680 --> 00:03:22.880]  重新發現了「恩順清義」的重要性
[00:03:22.880 --> 00:03:24.880]  馬丁路德
[00:03:24.880 --> 00:03:28.920]  他爲何會去讀羅馬書
[00:03:28.920 --> 00:03:31.280]  因爲他在修道院
[00:03:31.280 --> 00:03:33.600]  他修士要教羅馬書
[00:03:33.600 --> 00:03:34.880]  所以他去讀
[00:03:34.880 --> 00:03:36.800]  一讀之下他發覺
[00:03:36.800 --> 00:03:41.120]  原來羅馬書裏所講的「恩順清義」的義字
[00:03:41.120 --> 00:03:44.040]  不是成爲義
[00:03:44.040 --> 00:03:46.120]  不是變成義
[00:03:46.120 --> 00:03:49.320]  而是算爲義
[00:03:49.320 --> 00:03:50.880]  被稱爲義
[00:03:50.880 --> 00:03:52.480]  是一個被動的
[00:03:52.480 --> 00:03:54.560]  被神稱爲義人
[00:03:54.560 --> 00:03:55.960]  不是我們做了什麼
[00:03:55.960 --> 00:03:58.480]  自己變成一個義人
[00:03:58.480 --> 00:04:01.720]  這個教導在羅馬書四章三字很清楚
[00:04:01.720 --> 00:04:06.240]  說「阿伯拉罕信神,這就算爲他的義」
[00:04:06.240 --> 00:04:08.000]  阿伯拉罕被神稱爲義人
[00:04:08.000 --> 00:04:10.360]  不是他自己做了什麼
[00:04:10.360 --> 00:04:12.440]  是因爲他信神
[00:04:12.440 --> 00:04:15.880]  所以神就稱他爲一個義人
[00:04:15.880 --> 00:04:19.080]  這個就是「恩順清義」
[00:04:19.080 --> 00:04:20.560]  馬丁路德
[00:04:20.560 --> 00:04:26.720]  他發覺原來被神稱爲義人的義
[00:04:26.720 --> 00:04:28.720]  不是我們的義
[00:04:28.720 --> 00:04:30.760]  是耶穌基督的義
[00:04:30.760 --> 00:04:33.240]  我們都講過珍珠的比喻
[00:04:33.240 --> 00:04:37.280]  神見到的就是耶穌基督的榮耀在我們身上
[00:04:37.280 --> 00:04:39.840]  不是我們自己的義
[00:04:39.840 --> 00:04:41.680]  所以這個很重要
[00:04:41.680 --> 00:04:44.920]  當馬丁路德知道了這件事之後
[00:04:44.920 --> 00:04:47.640]  原來我們身上的義不是我們自己的義
[00:04:47.640 --> 00:04:48.760]  他說什麼
[00:04:48.760 --> 00:04:51.160]  他說當我發現這一點的時候
[00:04:51.160 --> 00:04:56.040]  我覺得我是從聖靈重生得救
[00:04:56.040 --> 00:04:58.840]  天堂的門爲我打開
[00:04:58.840 --> 00:05:01.480]  我就是這樣走過去
[00:05:01.480 --> 00:05:04.880]  講這句話的不是一個新信徒
[00:05:04.880 --> 00:05:07.760]  講這句話的是一個修道院的修士
[00:05:07.760 --> 00:05:11.840]  還要預備教羅馬書
[00:05:11.840 --> 00:05:16.480]  我們見到「恩順清義」究竟在基督教有多重要
[00:05:16.480 --> 00:05:20.720]  連一個修士他都發現了「恩順清義」之後
[00:05:20.720 --> 00:05:23.920]  他說我纔是重生得救
[00:05:23.920 --> 00:05:28.880]  所以這是非常重要的一個題目
[00:05:28.880 --> 00:05:34.480]  究竟「恩順清義」是不是保羅發明的呢
[00:05:34.480 --> 00:05:36.000]  當然不是
[00:05:36.000 --> 00:05:37.840]  我們剛纔讀的經文
[00:05:37.840 --> 00:05:40.240]  保羅引用的都是舊約
[00:05:40.240 --> 00:05:42.600]  《哈巴谷書》二章四節
[00:05:42.600 --> 00:05:44.640]  「義人恩順得生」
[00:05:44.640 --> 00:05:47.640]  所以這不是保羅發明的
[00:05:47.640 --> 00:05:49.840]  而我今天要和大家分享的
[00:05:49.840 --> 00:05:53.200]  在《路加福音》十八章
[00:05:53.200 --> 00:05:57.880]  耶穌基督用了三個例子來教「恩順清義」
[00:05:57.880 --> 00:06:00.440]  三個不同的例子
[00:06:00.440 --> 00:06:03.840]  所以我們見到新約無論是新約舊約
[00:06:03.840 --> 00:06:05.720]  無論是保羅的書信
[00:06:05.720 --> 00:06:08.400]  無論是耶穌基督的福音書
[00:06:08.400 --> 00:06:12.600]  我們都見到這個「恩順清義」的教導
[00:06:12.600 --> 00:06:14.960]  我今天有個任務
[00:06:14.960 --> 00:06:17.120]  我的任務就是要來證實
[00:06:17.120 --> 00:06:18.480]  要來做說客
[00:06:18.480 --> 00:06:21.520]  要說服你們
[00:06:21.520 --> 00:06:26.480]  保羅的福音是從耶穌基督而來的
[00:06:26.480 --> 00:06:29.320]  雖然題目很吸引人說
[00:06:29.320 --> 00:06:31.840]  耶穌有沒有傳保羅的福音
[00:06:31.840 --> 00:06:33.480]  其實真正我要講的
[00:06:33.480 --> 00:06:36.400]  是保羅有沒有得到耶穌基督的真傳
[00:06:36.400 --> 00:06:43.800]  保羅有沒有教耶穌基督的福音纔對
[00:06:43.800 --> 00:06:48.640]  我們都見到耶穌的教導是有表面的和保羅的衝突
