
[00:00:00.000 --> 00:00:02.100]  這個經文剛才已經讀出了
[00:00:02.100 --> 00:00:06.520]  其實大家很熟悉耶穌講到登山寶糞或八福之後
[00:00:06.520 --> 00:00:09.100]  祂講了一段說話
[00:00:09.100 --> 00:00:09.980]  我看過紀錄
[00:00:09.980 --> 00:00:12.900]  李傳道來應該講過八福
[00:00:12.900 --> 00:00:19.660]  其實耶穌基督在這個時候就好像舊約的摩西
[00:00:19.660 --> 00:00:23.160]  使用摩西一樣上到山上領受神的律法
[00:00:23.160 --> 00:00:25.160]  然後頒佈給以色列民
[00:00:25.160 --> 00:00:26.660]  我們說來到這個時候
[00:00:26.660 --> 00:00:29.320]  登山寶糞就好像一個新的以色列
[00:00:29.320 --> 00:00:31.820]  一個新的子民神揀選他們
[00:00:31.820 --> 00:00:33.820]  這些登山寶糞八福等等
[00:00:33.820 --> 00:00:36.320]  就好像十誡或舊約的律法一樣
[00:00:36.320 --> 00:00:39.320]  不過是一個新的六特的精神
[00:00:39.320 --> 00:00:41.320]  和舊約的規條很不同
[00:00:41.320 --> 00:00:42.320]  舊約講到的規條
[00:00:42.320 --> 00:00:44.320]  你要這樣做這樣做這樣做
[00:00:44.320 --> 00:00:46.320]  你過了誡就是死罪
[00:00:46.320 --> 00:00:48.320]  你這樣這樣做就是犯法
[00:00:48.320 --> 00:00:53.320]  但新約是講到精神上的一種思想
[00:00:53.320 --> 00:00:55.820]  一種原則性比較多一點
[00:00:55.820 --> 00:00:59.320]  所以我們今天看這些原則
[00:00:59.320 --> 00:01:01.320]  神耶穌基督給我們的說話
[00:01:01.320 --> 00:01:02.820]  我們的反思
[00:01:02.820 --> 00:01:03.820]  八福已經講了
[00:01:03.820 --> 00:01:04.820]  我不是講八福
[00:01:04.820 --> 00:01:07.320]  但這段經文跟八福有關係
[00:01:07.320 --> 00:01:09.320]  因為當我們可以活出了
[00:01:09.320 --> 00:01:12.320]  八福或者是耶穌在登山寶糞裡面
[00:01:12.320 --> 00:01:14.320]  很多的教導去犧牲
[00:01:14.320 --> 00:01:16.320]  去為而受逼迫
[00:01:16.320 --> 00:01:18.320]  或者是放下很多東西
[00:01:18.320 --> 00:01:20.320]  其實就會成為一種見證
[00:01:20.320 --> 00:01:22.320]  今天這個經文講到
[00:01:22.320 --> 00:01:24.320]  兩樣的比喻
[00:01:24.320 --> 00:01:26.320]  第一是鹽大家都很熟悉
[00:01:26.320 --> 00:01:28.320]  第二是光
[00:01:28.320 --> 00:01:31.320]  第一點就是講到鹽
[00:01:31.320 --> 00:01:33.320]  我相信很多人都說
[00:01:33.320 --> 00:01:35.320]  我吃鹽多過你吃米
[00:01:35.320 --> 00:01:36.320]  我們一張紙都說
[00:01:36.320 --> 00:01:37.320]  鹽有什麼作用呢
[00:01:37.320 --> 00:01:38.320]  鹽有很多不同的作用
[00:01:38.320 --> 00:01:41.320]  有些人列了可能十種八種的作用出來
[00:01:41.320 --> 00:01:44.320]  不過今天只講兩種主要的作用
[00:01:44.320 --> 00:01:47.320]  第一就是調和的作用
[00:01:47.320 --> 00:01:51.320]  這個經文講到
[00:01:51.320 --> 00:01:53.320]  有些背景大家會明白
[00:01:53.320 --> 00:01:56.320]  以前的鹽跟今天的鹽有點不同
[00:01:56.320 --> 00:02:01.320]  其中一種鹽是一些礦洞裡面的礦物質
[00:02:01.320 --> 00:02:04.320]  有些鹽附在一些物質上面
[00:02:04.320 --> 00:02:05.320]  它本身不是鹽
[00:02:05.320 --> 00:02:07.320]  不過可能是一塊石
[00:02:07.320 --> 00:02:08.320]  是一種其他的物質
[00:02:08.320 --> 00:02:11.320]  但有鹽份黏在上面
[00:02:11.320 --> 00:02:12.320]  所以以前的鹽
[00:02:12.320 --> 00:02:14.320]  有些研究就說是一塊的
[00:02:14.320 --> 00:02:16.320]  它不是一粒粒像現在這樣
[00:02:16.320 --> 00:02:18.320]  一塊東西裡面的不是鹽
[00:02:18.320 --> 00:02:19.320]  不過外面是鹽
[00:02:19.320 --> 00:02:21.320]  所以有些人就說
[00:02:21.320 --> 00:02:23.320]  拿著一塊鹽就塗在食物上
[00:02:23.320 --> 00:02:25.320]  甚至黏在嘴巴上
[00:02:25.320 --> 00:02:26.320]  然後吃就有味道
[00:02:26.320 --> 00:02:27.320]  就吃了食物
[00:02:27.320 --> 00:02:28.320]  以前是這樣用鹽的
[00:02:28.320 --> 00:02:31.320]  用完鹽那塊東西就沒用了
[00:02:31.320 --> 00:02:33.320]  那塊東西沒價值就扔了
[00:02:33.320 --> 00:02:35.320]  所以就這樣被人踐踏
[00:02:35.320 --> 00:02:39.320]  因為以前都是石頭路礦業
[00:02:39.320 --> 00:02:40.320]  扔在地上
[00:02:40.320 --> 00:02:41.320]  人們就走過就踩下去
[00:02:41.320 --> 00:02:43.320]  就不是再那麼矜貴
[00:02:43.320 --> 00:02:44.320]  扔在嘴巴上或者吃
[00:02:44.320 --> 00:02:46.320]  因為它沒有鹽
[00:02:46.320 --> 00:02:48.320]  這是一個聖經的背景
[00:02:50.320 --> 00:02:53.320]  所以鹽用來調和是很重要
[00:02:53.320 --> 00:02:54.320]  因為很多東西沒味道
[00:02:54.320 --> 00:02:56.320]  大家都放鹽
[00:02:56.320 --> 00:02:57.320]  我不懂得放鹽
[00:02:57.320 --> 00:02:58.320]  我煮東西應該
[00:02:58.320 --> 00:02:59.320]  味精已經夠了
[00:02:59.320 --> 00:03:00.320]  不用放鹽
[00:03:00.320 --> 00:03:01.320]  我是沒有放鹽
[00:03:01.320 --> 00:03:03.320]  我煮菜都是用水煮
[00:03:03.320 --> 00:03:05.320]  水煮水的菜
[00:03:05.320 --> 00:03:06.320]  是我做菜
[00:03:06.320 --> 00:03:08.320]  其他已經有味精
[00:03:08.320 --> 00:03:10.320]  或者都不放味精
[00:03:10.320 --> 00:03:11.320]  都不想放
[00:03:11.320 --> 00:03:13.320]  所以鹽是調味
[00:03:13.320 --> 00:03:14.320]  將一些沒味道的東西
[00:03:14.320 --> 00:03:16.320]  變得有味道
[00:03:16.320 --> 00:03:17.320]  古時是這樣
[00:03:17.320 --> 00:03:18.320]  當然現在很多的調味料
[00:03:18.320 --> 00:03:19.320]  我放在雪櫃
[00:03:19.320 --> 00:03:20.320]  我太太有
[00:03:20.320 --> 00:03:23.320]  有廿瓶我不懂的物體在裡面
[00:03:23.320 --> 00:03:24.320]  就是我不懂的東西
[00:03:24.320 --> 00:03:26.320]  總之就是這樣那樣那樣
[00:03:26.320 --> 00:03:27.320]  但以前很簡單
[00:03:27.320 --> 00:03:28.320]  鹽是其中一個
[00:03:28.320 --> 00:03:30.320]  很主要調味的作用
[00:03:30.320 --> 00:03:32.320]  就是沒味道的食物
[00:03:32.320 --> 00:03:34.320]  令到它有味
[00:03:34.320 --> 00:03:35.320]  聖經裡面
[00:03:35.320 --> 00:03:37.320]  其實都有講到
[00:03:37.320 --> 00:03:39.320]  令到經文很直接說
[00:03:39.320 --> 00:03:40.320]  你們的言語
[00:03:40.320 --> 00:03:42.320]  好像常常帶著和氣
[00:03:42.320 --> 00:03:44.320]  好像鹽一樣調和
[00:03:44.320 --> 00:03:46.320]  就可以知道怎樣回答人們
[00:03:46.320 --> 00:03:50.320]  可能西書講到我們的言語就是鹽
[00:03:50.320 --> 00:03:52.320]  當在一個群體裡面
[00:03:52.320 --> 00:03:55.320]  或者一種對話當中
[00:03:55.320 --> 00:03:58.320]  你的說話是有什麼效果呢
[00:03:58.320 --> 00:03:59.320]  有多少時候
[00:03:59.320 --> 00:04:03.320]  你能夠去做成一種和氣
[00:04:03.320 --> 00:04:05.320]  一種很好的關係當中
[00:04:05.320 --> 00:04:08.320]  因為你說話是被建立呢
[00:04:08.320 --> 00:04:09.320]  還是反過來
[00:04:09.320 --> 00:04:10.320]  很多時候有你在
[00:04:10.320 --> 00:04:11.320]  你說話出聲
[00:04:11.320 --> 00:04:12.320]  人家說你閉嘴
[00:04:12.320 --> 00:04:14.320]  你不要說話
[00:04:14.320 --> 00:04:16.320]  或者人家很討厭你的聲音
[00:04:16.320 --> 00:04:17.320]  無論是
[00:04:17.320 --> 00:04:19.320]  希望不是語調的問題
[00:04:19.320 --> 00:04:20.320]  是你說話的內容
[00:04:20.320 --> 00:04:22.320]  令到人家很不
[00:04:22.320 --> 00:04:23.320]  你真是
[00:04:23.320 --> 00:04:24.320]  為什麼這樣說話
[00:04:24.320 --> 00:04:27.320]  這個很需要長期的訓練
[00:04:27.320 --> 00:04:28.320]  很需要去學習
[00:04:28.320 --> 00:04:30.320]  怎樣去講說話
[00:04:30.320 --> 00:04:31.320]  當然聖經
[00:04:31.320 --> 00:04:33.320]  耶穌講到這個
[00:04:33.320 --> 00:04:35.320]  世上的鹽
[00:04:35.320 --> 00:04:36.320]  不單只是講說話
[00:04:36.320 --> 00:04:39.320]  都是生活行事為人
[00:04:39.320 --> 00:04:41.320]  很多的狀況
[00:04:41.320 --> 00:04:43.320]  我們要在當中成為一個
[00:04:43.320 --> 00:04:45.320]  影響別人
[00:04:45.320 --> 00:04:47.320]  更加美好的狀況
[00:04:47.320 --> 00:04:49.320]  有時候我回到教會
[00:04:49.320 --> 00:04:52.320]  我回了快四十年教會
[00:04:52.320 --> 00:04:55.320]  差不多快四十年了
[00:04:55.320 --> 00:04:58.320]  見過很多不同的狀況
[00:04:58.320 --> 00:04:59.320]  很多的人
[00:04:59.320 --> 00:05:01.320]  他講說話一出現
[00:05:01.320 --> 00:05:03.320]  就令到氣氛很不和諧
[00:05:03.320 --> 00:05:04.320]  甚至開會
[00:05:04.320 --> 00:05:06.320]  都令到問題嚴重了
[00:05:06.320 --> 00:05:07.320]  團契
[00:05:07.320 --> 00:05:09.320]  或者在某個狀況裡面
[00:05:09.320 --> 00:05:10.320]  他講話
[00:05:10.320 --> 00:05:11.320]  他的行事為人
[00:05:11.320 --> 00:05:13.320]  都不是調和
[00:05:13.320 --> 00:05:14.320]  是一種查和
[00:05:14.320 --> 00:05:15.320]  他們都是和
[00:05:15.320 --> 00:05:17.320]  不過不是調和
[00:05:17.320 --> 00:05:18.320]  是查和
[00:05:18.320 --> 00:05:19.320]  是令到一些事情
[00:05:19.320 --> 00:05:20.320]  是很惡劣
[00:05:20.320 --> 00:05:22.320]  很弊的出現
[00:05:22.320 --> 00:05:23.320]  所以聖經講到
[00:05:23.320 --> 00:05:25.320]  你們是鹽
