
[00:00:00.000 --> 00:00:07.080]  如果我問大家呢在新約教會的領袖三個最突出
[00:00:07.080 --> 00:00:11.880]  你最印象深刻的三個新約的教會領袖是誰
[00:00:11.880 --> 00:00:15.040]  我想大部分人都說這三個名字了
[00:00:15.040 --> 00:00:20.520]  保羅 約翰 還有誰 彼得
[00:00:20.520 --> 00:00:23.160]  如果我和大家再問多一句
[00:00:23.160 --> 00:00:28.600]  這三個最突出的新約教會領袖
[00:00:28.600 --> 00:00:32.120]  要用一個字來總括他們主要的訊息
[00:00:32.120 --> 00:00:39.680]  你會用什麼字來總結這三位領袖的教導
[00:00:39.680 --> 00:00:41.520]  我們先看保羅
[00:00:41.520 --> 00:00:46.040]  大家覺得保羅要用一個字來形容他最主要的教導是什麼
[00:00:46.040 --> 00:00:48.400]  我真是信心
[00:00:48.400 --> 00:00:51.720]  保羅在新約裡面就說得很清楚
[00:00:51.720 --> 00:00:59.280]  因信稱義是一個最詳細講解信心的一個新約使徒
[00:00:59.280 --> 00:01:01.240]  那你說約翰呢
[00:01:01.240 --> 00:01:03.640]  應該是愛 彼此相愛
[00:01:03.640 --> 00:01:08.400]  神之愛護我們可以讓我們懂得去愛
[00:01:08.400 --> 00:01:09.960]  他講了很多愛的功課
[00:01:09.960 --> 00:01:11.960]  那彼得呢
[00:01:11.960 --> 00:01:15.400]  我想如果講彼得的話應該是盼望
[00:01:15.400 --> 00:01:22.880]  今天的信息裡面彼得告訴我們我們在耶穌基督的盼望是一個活潑的盼望
[00:01:22.880 --> 00:01:25.360]  這個盼望是一個又真又活的盼望
[00:01:25.360 --> 00:01:31.920]  因為讓我們可以得著一個動力面對人世間很多種種的困難
[00:01:31.920 --> 00:01:35.120]  讓我們今天一同通過剛才所讀的經文
[00:01:35.120 --> 00:01:40.400]  從三方面去探討什麼是活潑的盼望
[00:01:40.400 --> 00:01:42.880]  我們先看第三節
[00:01:42.880 --> 00:01:46.400]  這一節很簡單的告訴我們
[00:01:46.400 --> 00:01:53.280]  要得著這個活潑的盼望的先決條件是重生
[00:01:53.280 --> 00:01:58.200]  重生是能夠成為一個可能
[00:01:58.200 --> 00:02:00.080]  這裡所講是根據什麼
[00:02:00.080 --> 00:02:02.200]  根據神自己的大連吻
[00:02:02.200 --> 00:02:04.680]  以及藉著耶穌基督從死裡復活
[00:02:04.680 --> 00:02:06.800]  以致我們可以得著重生
[00:02:06.800 --> 00:02:10.160]  我問大家什麼為之重生
[00:02:10.160 --> 00:02:16.280]  有一次主耶穌就跟一個少年的官說在天國的事情
[00:02:16.280 --> 00:02:21.480]  耶穌就跟他說我人若不重生就不能見神的國
[00:02:21.480 --> 00:02:23.720]  這個少年的官就說我已經老了
[00:02:23.720 --> 00:02:30.320]  我怎麼可以回到母親的懷抱裡面去再生一次呢
[00:02:30.320 --> 00:02:32.240]  耶穌就說我實在告訴你們
[00:02:32.240 --> 00:02:38.920]  人若不涉從水和聖靈重生的就不能進神的國
[00:02:38.920 --> 00:02:44.200]  當然我們也不能夠說這個少年的官這麼蠢這麼笨
[00:02:44.200 --> 00:02:47.960]  因為事實上我們單是看重生從字面上的解釋來說
[00:02:47.960 --> 00:02:51.720]  就真的好像是爬回到母親的肚子裡面
[00:02:51.720 --> 00:02:55.240]  再出生多一次有什麼意思
[00:02:55.240 --> 00:03:00.880]  不過耶穌也講得很清楚
[00:03:00.880 --> 00:03:03.520]  我們是需要從水與聖靈生
[00:03:03.520 --> 00:03:05.000]  那什麼意思呢
[00:03:05.000 --> 00:03:07.440]  從聖靈而生是什麼意思呢
[00:03:07.440 --> 00:03:11.320]  要理解這個經文我們回到《創世紀》
[00:03:11.320 --> 00:03:15.760]  《創世紀》說到當神用泥土做人之後
[00:03:15.760 --> 00:03:16.520]  接著怎樣呢
[00:03:16.520 --> 00:03:18.600]  接著用生氣
[00:03:18.600 --> 00:03:21.920]  將生氣吹在他的鼻孔裡面
[00:03:21.920 --> 00:03:24.360]  這個人就成了有靈的活人
[00:03:24.360 --> 00:03:27.400]  神就叫這個人為亞當
[00:03:27.400 --> 00:03:29.440]  然後就吩咐亞當說
[00:03:29.440 --> 00:03:31.600]  園中所有的果子你都可以吃
[00:03:31.600 --> 00:03:33.440]  不過是有一棵你不能吃
[00:03:33.440 --> 00:03:37.640]  這棵就叫做「分辨善惡樹」
[00:03:37.640 --> 00:03:40.440]  我們也知道接著發生什麼事情了
[00:03:40.440 --> 00:03:44.120]  接著亞當以下巴就受到蛇的引誘
[00:03:44.120 --> 00:03:49.120]  最後就吃了神不容許他們吃的果子
[00:03:49.120 --> 00:03:54.720]  這個不信服讓罪進入世界
[00:03:54.720 --> 00:03:58.200]  雖然他們肉身上面沒有馬上的死亡
[00:03:58.200 --> 00:04:02.160]  不過可以說他們靈性上面已經死亡
[00:04:02.160 --> 00:04:02.880]  為什麼呢
[00:04:02.880 --> 00:04:06.360]  因為罪因不信服而進入世界
[00:04:06.360 --> 00:04:07.480]  進入了世界之後
[00:04:07.480 --> 00:04:12.200]  罪就在人與神之間阻隔
[00:04:12.200 --> 00:04:15.520]  以致人不能夠像以前那樣
[00:04:15.520 --> 00:04:19.920]  可以跟神面對面的有相交
[00:04:19.920 --> 00:04:23.800]  雖然神是吹生氣進入人的鼻孔
[00:04:23.800 --> 00:04:27.280]  雖然人仍然是一個有靈的活人
[00:04:27.280 --> 00:04:29.720]  不過當罪進入世界
[00:04:29.720 --> 00:04:32.000]  人就不能夠像以前那樣
[00:04:32.000 --> 00:04:35.640]  因為罪將人與神阻隔
[00:04:35.640 --> 00:04:40.160]  不過這個罪而引來的後果
[00:04:40.160 --> 00:04:42.440]  卻是被耶穌基督所逆轉
[00:04:42.440 --> 00:04:43.240]  聖經告訴我們
[00:04:43.240 --> 00:04:44.800]  當耶穌基督復活
[00:04:44.800 --> 00:04:46.880]  同門徒再一次顯現的時候
[00:04:46.880 --> 00:04:48.080]  聖經怎麼記載
[00:04:48.080 --> 00:04:49.480]  聖經說
[00:04:49.480 --> 00:04:50.920]  耶穌就對他們說
[00:04:50.920 --> 00:04:52.880]  願你們平安
[00:04:52.880 --> 00:04:54.240]  父怎樣差遣我
[00:04:54.240 --> 00:04:55.360]  我一朝怎樣差遣你
[00:04:55.360 --> 00:04:57.400]  接著說完這句話之後
[00:04:57.400 --> 00:05:01.000]  就向他們吹了一口氣
[00:05:01.000 --> 00:05:05.400]  接著說你們領受聖靈
[00:05:05.400 --> 00:05:06.680]  又一次
[00:05:06.680 --> 00:05:09.440]  又一次將氣吹入人的鼻孔裏面
[00:05:09.440 --> 00:05:11.760]  而這一次的結果
[00:05:11.760 --> 00:05:16.200]  就是讓人領受聖靈
[00:05:16.200 --> 00:05:20.360]  這個就是從聖靈重生的意思
[00:05:20.360 --> 00:05:21.720]  當我們領受聖靈
[00:05:21.720 --> 00:05:22.720]  進入我們的生命的時候
[00:05:22.720 --> 00:05:24.760]  我們就得到從神而來的生命
[00:05:24.760 --> 00:05:26.120]  這個不是一個普通的生命
[00:05:26.120 --> 00:05:28.320]  這個是一個永恆的生命
[00:05:28.320 --> 00:05:31.560]  一個被耶穌基督的寶血所潔淨的生命
[00:05:31.560 --> 00:05:33.640]  一個是能夠承受
[00:05:33.640 --> 00:05:38.040]  永遠神國度的一個生命
[00:05:38.040 --> 00:05:43.480]  使徒彼得就告訴我們
[00:05:43.480 --> 00:05:45.000]  一旦我們重生之後
[00:05:45.000 --> 00:05:46.640]  我們就能夠得到
[00:05:46.640 --> 00:05:50.280]  這個神所應許的活潑的盼望
[00:05:50.280 --> 00:05:53.920]  而使徒保羅也在《爾忽所書》中重申
[00:05:53.920 --> 00:05:56.280]  說我們得救
[00:05:56.280 --> 00:05:58.000]  我們能夠重生
[00:05:58.000 --> 00:06:00.120]  是因為神的恩典
[00:06:00.120 --> 00:06:01.720]  是本乎因
[00:06:01.720 --> 00:06:03.120]  因著我們的信
[00:06:03.120 --> 00:06:04.120]  並不是出於我們自己
[00:06:04.120 --> 00:06:05.840]  而是神所賜的
[00:06:05.840 --> 00:06:08.120]  那就是告訴我們
[00:06:08.120 --> 00:06:10.800]  我們能夠得到這個活潑
