
[00:00:00.000 --> 00:00:03.400]  每逢年尾都會有很多的頒獎禮
[00:00:03.400 --> 00:00:06.600]  每逢年底的時候都有很多的頒獎典禮
[00:00:06.600 --> 00:00:08.000]  最佳男主角
[00:00:08.000 --> 00:00:09.400]  最佳的男主角
[00:00:09.400 --> 00:00:10.600]  最佳女主角
[00:00:10.600 --> 00:00:11.800]  最佳的女主角
[00:00:11.800 --> 00:00:13.200]  傑青
[00:00:13.200 --> 00:00:14.400]  傑出青年
[00:00:14.400 --> 00:00:17.400]  我們剛才的敬拜隊應該拿到金曲大獎
[00:00:17.400 --> 00:00:20.200]  我們剛才的敬拜隊應該拿到金曲大獎
[00:00:20.200 --> 00:00:23.400]  天父很愛惜各位
[00:00:23.400 --> 00:00:25.800]  天父很疼愛各位
[00:00:25.800 --> 00:00:30.200]  特別要恭喜何牧師何師母她得到年終大獎
[00:00:30.200 --> 00:00:35.000]  特別要恭喜何牧師母她得到年終大獎
[00:00:35.000 --> 00:00:37.600]  神又給她們多添一個外孫女
[00:00:37.600 --> 00:00:40.600]  神為她們多添一位的外孫女
[00:00:40.600 --> 00:00:41.200]  恭喜恭喜
[00:00:41.200 --> 00:00:42.000]  恭喜恭喜
[00:00:42.000 --> 00:00:43.600]  有的還要嫁給她
[00:00:43.600 --> 00:00:45.000]  有的還要嫁給她
[00:00:45.000 --> 00:00:48.200]  但是很可惜沒有傑老
[00:00:48.200 --> 00:00:51.000]  傑青有傑老沒有
[00:00:51.000 --> 00:00:52.800]  很可惜
[00:00:52.800 --> 00:00:55.600]  有傑出青年沒有傑出的老人家
[00:00:55.600 --> 00:00:57.000]  我們都有點盼望
[00:00:57.000 --> 00:00:59.200]  不然我們還是有一點盼望
[00:00:59.200 --> 00:01:03.600]  所以今天帶幾個得獎的老人家一起來
[00:01:03.600 --> 00:01:06.400]  所以今天帶幾個得獎的老人家來
[00:01:06.400 --> 00:01:08.800]  還沒介紹之前我們一起祈禱
[00:01:08.800 --> 00:01:11.600]  還沒介紹之前我們一起禱告
[00:01:11.600 --> 00:01:15.600]  天父求祢教導我們怎樣數算自己的日子
[00:01:15.600 --> 00:01:18.200]  好叫我們得到智慧的心
[00:01:18.200 --> 00:01:22.400]  阿門
[00:01:22.400 --> 00:01:25.600]  我們知道自己會一路一路變老
[00:01:25.600 --> 00:01:28.400]  我們會知道我們一路一路的會變老
[00:01:28.400 --> 00:01:31.400]  特別當我們見面的時候不是問你好嗎
[00:01:31.400 --> 00:01:35.200]  特別是我們見面的時候會問不是問你們好嗎
[00:01:35.200 --> 00:01:37.000]  你看你多年輕
[00:01:37.000 --> 00:01:40.400]  你應該就說你看起來很年輕
[00:01:40.400 --> 00:01:42.200]  這些話很輕浮
[00:01:42.200 --> 00:01:44.600]  這些話很輕浮
[00:01:44.600 --> 00:01:46.400]  我們是應該老的
[00:01:46.400 --> 00:01:48.200]  我們應該是會變老的
[00:01:48.200 --> 00:01:50.200]  不過保住
[00:01:50.200 --> 00:01:51.400]  但是保住了
[00:01:51.400 --> 00:01:54.600]  所以有很多人很注重那些美容
[00:01:54.600 --> 00:01:56.600]  所以很多人會注重美容
[00:01:56.600 --> 00:01:59.600]  甚至乎那些醫療美容大行其道
[00:01:59.600 --> 00:02:02.800]  甚至乎那些所謂的醫療美容大行其道
[00:02:02.800 --> 00:02:05.000]  我奉勸各位
[00:02:05.000 --> 00:02:08.600]  千萬不要隨便打入侵性的那些治療
[00:02:08.600 --> 00:02:12.400]  千萬不要打那種入侵性的那種治療
[00:02:12.400 --> 00:02:16.000]  其實
[00:02:16.000 --> 00:02:18.800]  變老不是一件什麼大問題
[00:02:18.800 --> 00:02:21.200]  變老並不是一個很大的問題
[00:02:21.200 --> 00:02:23.000]  變老其實是一件好事
[00:02:23.000 --> 00:02:24.800]  變老其實是一件好事
[00:02:24.800 --> 00:02:28.000]  跟隨耶穌的人
[00:02:28.000 --> 00:02:32.400]  一路一路來越來越像耶穌
[00:02:32.400 --> 00:02:36.200]  好像保羅在哥倫多後書四章十六節
[00:02:36.200 --> 00:02:40.200]  好像保羅在哥倫多後書四章十六節裡面講
[00:02:40.200 --> 00:02:43.800]  外體雖然毀壞
[00:02:43.800 --> 00:02:48.800]  內心卻一天心事一天
[00:02:48.800 --> 00:02:51.800]  現在我就介紹三個不怕老的老人家
[00:02:51.800 --> 00:02:54.800]  我現在介紹三位不怕老的老人家
[00:02:54.800 --> 00:02:58.400]  第一位就是叫做山海老人
[00:02:58.400 --> 00:03:00.400]  第一位是山海老人
[00:03:00.400 --> 00:03:01.400]  你猜猜是哪一位
[00:03:01.400 --> 00:03:03.200]  你猜猜是哪一位
[00:03:03.200 --> 00:03:06.600]  聖經裡面有哪個有資格做山海老人
[00:03:06.600 --> 00:03:10.200]  聖經裡面哪一位可以有資格做山海老人
[00:03:10.200 --> 00:03:11.800]  他上得高山
[00:03:11.800 --> 00:03:13.200]  他能上高山
[00:03:13.200 --> 00:03:15.200]  下行海底
[00:03:15.200 --> 00:03:16.400]  下行海底
[00:03:16.400 --> 00:03:17.400]  猜到了吧
[00:03:17.400 --> 00:03:18.400]  猜到了吧
[00:03:18.400 --> 00:03:19.400]  摩西
[00:03:19.400 --> 00:03:20.400]  是摩西沒錯
[00:03:20.400 --> 00:03:22.400]  就是他
[00:03:22.400 --> 00:03:27.000]  他是神親自栽培的僕人
[00:03:27.000 --> 00:03:31.400]  八十歲才正式開始侍奉
[00:03:31.400 --> 00:03:35.400]  所以在當中你們沒有一個有資格或年紀問題不肯侍奉
[00:03:35.400 --> 00:03:40.000]  所以你們當中沒有一個有資格說因為年紀問題沒有辦法侍奉
[00:03:40.000 --> 00:03:41.800]  看下去都沒有多少個八十
[00:03:41.800 --> 00:03:43.400]  看下去都沒有幾個有八十歲
[00:03:43.400 --> 00:03:46.000]  看起來都很年輕
[00:03:46.000 --> 00:03:47.000]  就算八十
[00:03:47.000 --> 00:03:49.200]  就算是你有八十都要侍奉
[00:03:49.200 --> 00:03:50.400]  也還是要侍奉
[00:03:50.400 --> 00:03:53.600]  看這裡每一個都參與尖閣禁的侍奉
[00:03:53.600 --> 00:03:56.600]  這邊每一位都要參與尖閣禁的侍奉
[00:03:56.600 --> 00:03:58.000]  我雖然榮休
[00:03:58.000 --> 00:03:59.800]  雖然我是榮休了
[00:03:59.800 --> 00:04:02.400]  我仍然為主上戰場
[00:04:02.400 --> 00:04:05.400]  我仍然為主上戰場
[00:04:05.400 --> 00:04:07.200]  摩西的特點是什麼呢
[00:04:07.200 --> 00:04:08.800]  摩西的特點是什麼
[00:04:08.800 --> 00:04:10.400]  他對神有信心
[00:04:10.400 --> 00:04:11.800]  他對神有信心
[00:04:11.800 --> 00:04:14.400]  在神的全家盡忠
[00:04:14.400 --> 00:04:16.400]  他在神的全家盡忠
[00:04:16.400 --> 00:04:20.200]  他接納和支持神為他預備的接班人
[00:04:20.200 --> 00:04:23.800]  他接納和支持神為他預備的接班人
[00:04:23.800 --> 00:04:26.200]  環觀我們香港的教會
[00:04:26.200 --> 00:04:28.200]  環觀我們香港的教會
[00:04:28.200 --> 00:04:29.800]  特別是我們的浸信會
[00:04:29.800 --> 00:04:31.400]  特別是我們的浸信會
[00:04:31.400 --> 00:04:33.400]  就算幾間大教會
[00:04:33.400 --> 00:04:35.200]  特別是幾家的大教會
[00:04:35.200 --> 00:04:38.000]  一個很通常見到的問題
[00:04:38.000 --> 00:04:39.600]  一個常常見到的問題
[00:04:39.600 --> 00:04:41.800]  就是沒有安排接班人
[00:04:41.800 --> 00:04:44.000]  就是並沒有安排接班人
[00:04:44.000 --> 00:04:45.800]  我們每一個侍奉的人
[00:04:45.800 --> 00:04:47.200]  我們每一個侍奉的人
[00:04:47.200 --> 00:04:48.800]  無論在教目同工
[00:04:48.800 --> 00:04:50.200]  無論在教目同工
[00:04:50.200 --> 00:04:51.800]  執事直理
[00:04:51.800 --> 00:04:53.800]  執事直理
[00:04:53.800 --> 00:04:56.400]  你都要準備有接班人
[00:04:56.400 --> 00:04:58.200]  你都要準備有接班人
[00:04:58.200 --> 00:05:00.800]  我們要為教會的成長發展
[00:05:00.800 --> 00:05:00.800]  我們要為教會的成長發展
[00:05:00.800 --> 00:05:02.400]  要栽培接班人
[00:05:02.400 --> 00:05:05.400]  我們要為教會的成長栽培接班人
[00:05:05.400 --> 00:05:08.800]  摩西四十年如一日順服神的吩咐
[00:05:08.800 --> 00:05:08.800]  摩西四十年如一日順服神的吩咐
[00:05:08.800 --> 00:05:13.800]  摩西四十年如一日順服神的吩咐
[00:05:13.800 --> 00:05:15.800]  神就大大使用他
[00:05:15.800 --> 00:05:17.800]  神就大大使用他
[00:05:17.800 --> 00:05:21.000]  同時神是對他有更嚴格的要求
[00:05:21.000 --> 00:05:21.000]  同時神是對他有更嚴格的要求
[00:05:21.000 --> 00:05:23.400]  同時神是對他有更嚴格的要求
[00:05:23.400 --> 00:05:25.400]  有一次百姓說沒有水喝
[00:05:25.400 --> 00:05:27.400]  有一次百姓說沒有水喝
[00:05:27.400 --> 00:05:29.400]  摩西就問耶和華怎麼辦
[00:05:29.400 --> 00:05:29.400]  摩西就問耶和華怎麼辦
[00:05:29.400 --> 00:05:31.800]  摩西就問耶和華怎麼辦
[00:05:31.800 --> 00:05:34.800]  耶和華就說你去告訴他們我給水他們喝
[00:05:34.800 --> 00:05:37.800]  耶和華就告訴摩西
[00:05:37.800 --> 00:05:41.000]  告訴他們說神會給你們水喝
[00:05:41.000 --> 00:05:43.800]  神就吩咐盆石出水
[00:05:43.800 --> 00:05:45.800]  神就吩咐盆石出水
[00:05:45.800 --> 00:05:47.800]  摩西很生氣
[00:05:47.800 --> 00:05:49.800]  摩西心裡面很氣
[00:05:49.800 --> 00:05:49.800]  摩西心裡面很氣
[00:05:49.800 --> 00:05:51.800]  小心我們的脾氣
[00:05:51.800 --> 00:05:53.800]  摩西就對他們說
[00:05:53.800 --> 00:05:55.800]  摩西就對他們說
[00:05:55.800 --> 00:05:57.800]  我幫你們搞定它
[00:05:57.800 --> 00:05:57.800]  摩西就對他們說
[00:05:57.800 --> 00:05:59.800]  我幫你們搞定它
[00:05:59.800 --> 00:06:01.800]  我給水你喝
[00:06:01.800 --> 00:06:03.800]  拿起拐杖
[00:06:03.800 --> 00:06:03.800]  拿起拐杖
[00:06:03.800 --> 00:06:05.800]  打石頭
[00:06:05.800 --> 00:06:05.800]  打石頭
[00:06:05.800 --> 00:06:07.800]  打石頭
[00:06:07.800 --> 00:06:09.800]  石頭出水
[00:06:09.800 --> 00:06:12.800]  你看到耶和華神真的很有風度
[00:06:12.800 --> 00:06:14.800]  你看到耶和華神很有風度
