
[00:00:00.000 --> 00:00:04.520]  大家會留意到,其實以後幾個星期會跟大家講到
[00:00:04.520 --> 00:00:09.640]  百姓與天國子民這個系列,只有三堂
[00:00:09.640 --> 00:00:14.880]  因爲<3 weeks>就是我們大選的日子
[00:00:14.880 --> 00:00:19.200]  所以現在每天你打開郵箱的時候
[00:00:19.200 --> 00:00:25.880]  都有很多那些宣傳,海報,增加了很多垃圾,對不對?
[00:00:25.880 --> 00:00:28.440]  其實這個美國大選每選舉一次
[00:00:28.440 --> 00:00:35.000]  每到這個時間,都是引起很多的注意和討論的
[00:00:35.000 --> 00:00:37.400]  特別今年裏面來講,我相信
[00:00:37.400 --> 00:00:40.960]  兩個主要的候選人裏面來講,都有很多的controversial(爭論)
[00:00:40.960 --> 00:00:47.760]  或者很多令我們覺得有疑問的事情提出來
[00:00:47.760 --> 00:00:51.720]  所以如果你是投票選民的話,不知道你會選哪個呢?
[00:00:51.720 --> 00:00:56.080]  或者你選的時候,你會根據什麼去選舉呢?
[00:00:56.080 --> 00:00:58.640]  可能我們在座裏面有些可能都是覺得
[00:00:58.640 --> 00:01:02.520]  我是第一代移民,我還沒有選民的資格,我不能夠投票的
[00:01:02.520 --> 00:01:07.200]  或者你是學生,我根本都沒有投票權,I don't care
[00:01:07.200 --> 00:01:08.560]  問題是什麼呢?
[00:01:08.560 --> 00:01:11.120]  除非你不是生活在美國這個社會當中
[00:01:11.120 --> 00:01:15.160]  如果你生活在美國社會當中的時候,其實我們不可以說I don't care
[00:01:15.160 --> 00:01:17.720]  因爲無論哪一個當選都好
[00:01:17.720 --> 00:01:20.960]  都會直接影響到我們每天的民生
[00:01:20.960 --> 00:01:25.120]  而聖經裏面怎麼說呢?聖經在《針研二十九章》第二節裏說
[00:01:25.120 --> 00:01:32.680]  "言君治國,人民就會歡樂,暴君幫權,人民就會悲嘆"
[00:01:32.680 --> 00:01:35.240]  所以一個好的皇帝和一個不好的皇帝
[00:01:35.240 --> 00:01:39.200]  一個好的執政掌權者和一個不好的執政掌權者
[00:01:39.200 --> 00:01:44.280]  對人民的生活是會造成直接的影響的
[00:01:44.280 --> 00:01:47.720]  問題就是說,現時這些候選人當中
[00:01:47.720 --> 00:01:51.000]  誰是言君,誰是暴君呢?
[00:01:51.000 --> 00:01:53.360]  我們很難去定位
[00:01:53.360 --> 00:01:57.000]  有些人覺得特朗普就像當日的威爾遜·特赤爾
[00:01:57.000 --> 00:02:02.200]  在聯席當中需要一個有鐵手腕的人
[00:02:02.200 --> 00:02:06.520]  去對抗反恐或者非法移民等等
[00:02:06.520 --> 00:02:10.080]  需要一個這樣的人去做領袖
[00:02:10.080 --> 00:02:12.520]  另外有些人就說,基督徒你要留心
[00:02:12.520 --> 00:02:17.120]  不要因爲特朗普說要選一個保守的大法官
[00:02:17.120 --> 00:02:21.800]  因爲這個原因你就把他推上去做總統
[00:02:21.800 --> 00:02:25.440]  與此同時,在希拉里的陣營當中
[00:02:25.440 --> 00:02:29.160]  也有人說,如果希拉里當選,美國就完蛋了
[00:02:29.160 --> 00:02:32.440]  有可能是誇張一點,我不知道,有人這樣說
[00:02:32.440 --> 00:02:34.360]  但與此同時,另一個陣營裏面說
[00:02:34.360 --> 00:02:36.000]  如果希拉里當選的時候
[00:02:36.000 --> 00:02:42.480]  可能能夠將美國在國際舞臺上重新站立,再領風騷
[00:02:42.480 --> 00:02:44.160]  所以無論是誰都好
[00:02:44.160 --> 00:02:47.440]  都有兩批不同的人,一正一反
[00:02:47.440 --> 00:02:50.440]  一個好一個不好,在評價
[00:02:50.440 --> 00:02:53.600]  而年輕一代就最迷茫的
[00:02:53.600 --> 00:02:57.680]  我最近看到一個報告
[00:02:57.680 --> 00:03:00.520]  是關於美國的年輕人怎麼看大選
[00:03:00.520 --> 00:03:07.000]  有超過四分之一的年輕美國人
[00:03:07.000 --> 00:03:10.280]  說寧可見到一個大隕石撞向地球
[00:03:10.280 --> 00:03:14.600]  都不想見到希拉里或者特朗普坐在白宮裏面
[00:03:14.600 --> 00:03:18.480]  你可以看到他們很負面,兩個都不行
[00:03:18.480 --> 00:03:20.200]  年輕人的看法
[00:03:20.200 --> 00:03:27.040]  另外有26%的千禧一代
[00:03:27.040 --> 00:03:30.840]  千禧年之後出世的年輕人
[00:03:30.840 --> 00:03:32.880]  你會選舉投票嗎?會
[00:03:32.880 --> 00:03:36.000]  那你怎麼選呢?random lottery
[00:03:36.000 --> 00:03:40.760]  好像抽枱票一樣,看誰是誰,沒所謂
[00:03:40.760 --> 00:03:43.360]  從這些調查報告裏面來說
[00:03:43.360 --> 00:03:48.480]  你會反映出今天年輕人對政治的看法
[00:03:48.480 --> 00:03:51.560]  問題是我們基督徒
[00:03:51.560 --> 00:03:54.120]  如果你是一個美國公民或者一個美國居民
[00:03:54.120 --> 00:03:55.760]  如果不是公民的話
[00:03:55.760 --> 00:03:59.960]  我們對國家對政治應該抱一個什麼樣的態度呢?
[00:03:59.960 --> 00:04:02.200]  我們如果有投票權的時候
[00:04:02.200 --> 00:04:07.120]  我們會根據什麼去投出你那神聖的一票呢?
[00:04:07.120 --> 00:04:09.120]  我們可不可以考慮棄權呢?
[00:04:09.120 --> 00:04:12.000]  因爲我聽到很多人說兩個都不行,兩個都不算了
[00:04:12.000 --> 00:04:14.560]  不是select one of the two evils
[00:04:14.560 --> 00:04:17.200]  兩個都evil,兩個都不要算了
[00:04:17.200 --> 00:04:19.240]  我們可不可以棄權呢?
[00:04:19.240 --> 00:04:21.240]  before 我們探討那個題目先
[00:04:21.240 --> 00:04:24.800]  和大家看一節很熟悉的聖經
[00:04:24.800 --> 00:04:27.880]  是彼得前書的第二章第九節
[00:04:27.880 --> 00:04:29.880]  彼得前書第二章第九節裏面說
[00:04:29.880 --> 00:04:33.520]  你們是蒙繭酸的族類,是皇家的祭司
[00:04:33.520 --> 00:04:36.400]  是聖潔的國度,上帝的子民
[00:04:36.400 --> 00:04:39.240]  上帝小召你們要離開黑暗
[00:04:39.240 --> 00:04:41.360]  進入祂輝煌的光明中
[00:04:41.360 --> 00:04:44.920]  來宣揚祂奇妙的作爲
[00:04:44.920 --> 00:04:48.600]  這節聖經我相信對一些long time 基督徒
[00:04:48.600 --> 00:04:50.600]  應該是不陌生的
[00:04:50.600 --> 00:04:54.280]  很明顯你會看到這節聖經裏面
[00:04:54.280 --> 00:04:58.960]  告訴我們基督徒在世界上有幾重的身份
[00:04:58.960 --> 00:05:00.960]  當我們被神揀選出來的時候
[00:05:00.960 --> 00:05:02.960]  成爲神的人,屬神的人了
[00:05:02.960 --> 00:05:03.960]  有幾重的身份
[00:05:03.960 --> 00:05:06.480]  這裏說我們有皇家的祭司身份
[00:05:06.480 --> 00:05:09.320]  我們是聖潔的國度,是上帝的子民
[00:05:09.320 --> 00:05:11.120]  但是與此同時
[00:05:11.120 --> 00:05:15.000]  我們是生活在一個黑暗世代當中的百姓
[00:05:15.000 --> 00:05:19.200]  否則祂不會叫我們宣揚祭司裏面出黑暗
[00:05:19.200 --> 00:05:21.920]  進入奇妙光明的美德
[00:05:21.920 --> 00:05:24.680]  所以我們從神裏面領受了很尊貴的身份
[00:05:24.680 --> 00:05:28.200]  但與此同時我們知道我們仍然生活在黑暗的世代裏面
[00:05:28.200 --> 00:05:29.840]  我們是其中一分子
[00:05:29.840 --> 00:05:32.760]  我們是其中一個百姓
[00:05:32.760 --> 00:05:37.120]  到底我們如何面對國家政治的問題呢
[00:05:37.120 --> 00:05:38.400]  首先第一樣東西
[00:05:38.400 --> 00:05:41.360]  如果我們相信神,而神是創造主
[00:05:41.360 --> 00:05:43.560]  我們說祂是宇宙萬物的主宰
[00:05:43.560 --> 00:05:46.040]  那祂是最大的,對不對
[00:05:46.040 --> 00:05:48.600]  如果我們相信一個這樣的上帝
[00:05:48.600 --> 00:05:51.800]  我們就應該以上帝的法則爲本
[00:05:51.800 --> 00:05:53.520]  首先要信服上帝
[00:05:53.520 --> 00:05:54.840]  這個沒得爭論的
[00:05:54.840 --> 00:05:56.120]  除非你不信上帝
[00:05:56.120 --> 00:05:57.160]  你信上帝的話
[00:05:57.160 --> 00:06:00.120]  應該以上帝的法則爲本
[00:06:00.120 --> 00:06:02.120]  而我們在世界上裏面來說
[00:06:02.120 --> 00:06:04.360]  是上帝將我們放在世界當中
[00:06:04.360 --> 00:06:07.320]  也是上帝將我們放在美國這裏
[00:06:07.320 --> 00:06:09.560]  我們在這裏的時候有一個祭司的身份
[00:06:09.560 --> 00:06:10.680]  祭司是去做什麼的
[00:06:10.680 --> 00:06:12.080]  是服侍上帝的
[00:06:12.080 --> 00:06:13.920]  神將我們放在這個地方
[00:06:13.920 --> 00:06:15.040]  這個時間這個空間
[00:06:15.040 --> 00:06:16.680]  是要爲了服侍祂
[00:06:16.680 --> 00:06:17.560]  如何服侍祂呢
[00:06:17.560 --> 00:06:18.800]  做些什麼工作呢
[00:06:18.800 --> 00:06:20.480]  其中主要的工作
[00:06:20.480 --> 00:06:23.320]  是宣揚哪吒我們出黑暗
[00:06:23.320 --> 00:06:25.440]  入奇妙光明世界的美德
[00:06:25.440 --> 00:06:28.200]  讓人看到神的美善
[00:06:28.200 --> 00:06:31.080]  這是我們基督徒對世上來說
[00:06:31.080 --> 00:06:33.520]  一個主要的工作
[00:06:33.520 --> 00:06:36.000]  如果是這樣的話
[00:06:36.000 --> 00:06:38.400]  基督徒的生活應該和人是不一樣的
[00:06:38.400 --> 00:06:39.000]  今天有很多人
[00:06:39.000 --> 00:06:40.000]  我講過很多次
[00:06:40.000 --> 00:06:43.760]  我希望你不會落在同樣的category裏面
[00:06:43.760 --> 00:06:44.840]  我講過很多次
[00:06:44.840 --> 00:06:48.560]  基督徒是不應該爲了應付生活而生活的
[00:06:48.560 --> 00:06:50.120]  當然生活是要應付的
[00:06:50.120 --> 00:06:51.960]  但很多時候是爲了應付生活而生活
[00:06:51.960 --> 00:06:52.960]  那你就很慘的
[00:06:52.960 --> 00:06:54.920]  你會很累的
[00:06:54.920 --> 00:06:56.080]  你覺得很沒意思的
[00:06:56.080 --> 00:06:58.240]  人生就是爲了應付生活
[00:06:58.240 --> 00:07:00.200]  多沒意思呢
[00:07:00.200 --> 00:07:01.480]  但基督徒不是這樣的
[00:07:01.480 --> 00:07:03.760]  我們不是爲了應付生活而生活
[00:07:03.760 --> 00:07:05.320]  基督徒在世界上來說
[00:07:05.320 --> 00:07:08.840]  是肩負着幫助人離開黑暗
[00:07:08.840 --> 00:07:10.560]  進入神的光明中
[00:07:10.560 --> 00:07:12.040]  這個偉大的使命
[00:07:12.040 --> 00:07:13.680]  Do you get it?
[00:07:13.680 --> 00:07:14.720]  這個相當重要
[00:07:14.720 --> 00:07:16.480]  希望你不是隻有這個觀念
[00:07:16.480 --> 00:07:18.600]  問題是怎麼去做呢
[00:07:18.600 --> 00:07:21.440]  如果這個是神給我們在世上的使命
[00:07:21.440 --> 00:07:24.520]  也是神將我們綁在這個國家當中的時候
[00:07:24.520 --> 00:07:27.200]  第一樣東西我覺得我們可以去學習的就是
[00:07:27.200 --> 00:07:29.080]  要關心政治
[00:07:29.080 --> 00:07:31.400]  基督徒我覺得應該關心政治
[00:07:31.400 --> 00:07:33.720]  當然你說政治這個詞不是很好聽
[00:07:33.720 --> 00:07:34.600]  爲什麼呢
[00:07:34.600 --> 00:07:37.280]  政治這個詞對我們今天很多人來說
[00:07:37.280 --> 00:07:38.840]  是一個很負面的
[00:07:38.840 --> 00:07:41.760]  一個很污穢的字眼
